"Predicted Probability, x; Observed Probability, x","Predicted Probability, y","Observed Probability, y",text,size
23,0.2,0.0,Cluster : 23 (Size : 200)<br>eg Vector : 0|0.2857142857142857|1|1|1|0|0|0|1|...<br>Obs Prob : 0.0%<br>Pred Prob : 0.2%,26.8456375839
24,0.2,0.0,Cluster : 24 (Size : 200)<br>eg Vector : 1|0.23809523809523808|0|0|0|0|0|0|0...<br>Obs Prob : 0.0%<br>Pred Prob : 0.2%,26.8456375839
25,0.2,0.0,Cluster : 25 (Size : 200)<br>eg Vector : 0|0.2857142857142857|0|1|0|0|0|0|0|...<br>Obs Prob : 0.0%<br>Pred Prob : 0.2%,26.8456375839
26,0.2,0.0,Cluster : 26 (Size : 200)<br>eg Vector : 1|0.2857142857142857|0|1|0|0|0|0|1|...<br>Obs Prob : 0.0%<br>Pred Prob : 0.2%,26.8456375839
27,0.2,0.0,Cluster : 27 (Size : 200)<br>eg Vector : 0|0.09523809523809523|1|1|1|0|0|0|1...<br>Obs Prob : 0.0%<br>Pred Prob : 0.2%,26.8456375839
28,0.3,0.0,Cluster : 28 (Size : 200)<br>eg Vector : 1|0.23809523809523808|1|0|0|0|0|0|1...<br>Obs Prob : 0.0%<br>Pred Prob : 0.3%,26.8456375839
29,0.3,0.0,Cluster : 29 (Size : 200)<br>eg Vector : 0|0.3333333333333333|0|0|0|0|0|0|0|...<br>Obs Prob : 0.0%<br>Pred Prob : 0.3%,26.8456375839
30,0.3,0.0,Cluster : 30 (Size : 200)<br>eg Vector : 0|0.23809523809523808|1|0|0|0|1|0|1...<br>Obs Prob : 0.0%<br>Pred Prob : 0.3%,26.8456375839
31,0.4,0.3,Cluster : 31 (Size : 340)<br>eg Vector : 1|0.23809523809523808|0|0|0|0|0|0|0...<br>Obs Prob : 0.3%<br>Pred Prob : 0.4%,45.6375838926
32,0.5,0.3,Cluster : 32 (Size : 320)<br>eg Vector : 0|0.2857142857142857|0|0|0|0|0|0|0|...<br>Obs Prob : 0.3%<br>Pred Prob : 0.5%,42.9530201342
33,0.6,0.8,Cluster : 33 (Size : 264)<br>eg Vector : 1|0.047619047619047616|0|0|0|0|0|0|...<br>Obs Prob : 0.8%<br>Pred Prob : 0.6%,35.4362416107
34,0.8,1.0,Cluster : 34 (Size : 200)<br>eg Vector : 0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0...<br>Obs Prob : 1.0%<br>Pred Prob : 0.8%,26.8456375839
35,1.2,1.5,Cluster : 35 (Size : 200)<br>eg Vector : 0|0.09523809523809523|0|0|0|0|0|0|0...<br>Obs Prob : 1.5%<br>Pred Prob : 1.2%,26.8456375839
36,1.2,1.3,Cluster : 36 (Size : 149)<br>eg Vector : 1|0.2857142857142857|0|0|0|0|0|0|0|...<br>Obs Prob : 1.3%<br>Pred Prob : 1.2%,20.0
37,1.4,1.5,Cluster : 37 (Size : 200)<br>eg Vector : 1|0.2857142857142857|0|0|0|0|0|0|0|...<br>Obs Prob : 1.5%<br>Pred Prob : 1.4%,26.8456375839
38,2.4,3.0,Cluster : 38 (Size : 200)<br>eg Vector : 0|0.09523809523809523|1|1|0|0|0|0|1...<br>Obs Prob : 3.0%<br>Pred Prob : 2.4%,26.8456375839
39,2.5,2.9,Cluster : 39 (Size : 205)<br>eg Vector : 1|0.19047619047619047|0|0|0|0|0|0|0...<br>Obs Prob : 2.9%<br>Pred Prob : 2.5%,27.5167785235
