"pH, x; Temp, x","pH, y","Temp, y"
2018-01-08 06:50:07,5.773,72.8366
2018-01-08 06:50:40,5.773,72.8366
2018-01-08 06:51:13,5.768,72.8366
2018-01-08 06:51:46,5.77,72.8366
2018-01-08 06:52:19,5.766,72.8366
2018-01-08 06:52:52,5.764,72.8366
2018-01-08 06:53:25,5.77,72.8366
2018-01-08 06:53:58,5.772,72.8366
2018-01-08 06:54:31,5.767,72.8366
2018-01-08 06:55:04,5.764,72.8366
2018-01-08 06:55:37,5.766,72.8366
2018-01-08 06:56:10,5.763,72.8366
2018-01-08 06:56:43,5.759,72.8366
2018-01-08 06:57:16,5.765,72.8366
2018-01-08 06:57:49,5.767,72.8366
2018-01-08 06:58:21,5.763,72.8366
2018-01-08 06:58:54,5.758,72.8366
2018-01-08 06:59:27,5.763,72.8366
2018-01-08 07:00:00,5.767,72.8366
2018-01-08 07:00:33,5.774,72.8366
2018-01-08 07:01:06,5.773,72.8366
2018-01-08 07:01:39,5.762,72.8366
2018-01-08 07:02:12,5.765,72.8366
2018-01-08 07:02:45,5.77,72.8366
2018-01-08 07:03:18,5.772,72.8366
2018-01-08 07:03:51,5.777,72.8366
2018-01-08 07:04:24,5.772,72.8366
2018-01-08 07:04:57,5.765,72.8366
2018-01-08 07:05:30,5.767,72.8366
2018-01-08 07:06:03,5.766,72.8366
2018-01-08 07:06:36,5.769,72.8366
2018-01-08 07:07:09,5.768,72.8366
2018-01-08 07:07:42,5.775,72.8366
2018-01-08 07:08:15,5.768,72.8366
2018-01-08 07:08:48,5.774,72.8366
2018-01-08 07:09:21,5.774,72.8366
2018-01-08 07:09:54,5.772,72.8366
2018-01-08 07:10:27,5.77,72.8366
2018-01-08 07:10:59,5.765,72.8366
2018-01-08 07:11:32,5.761,72.8366
2018-01-08 07:12:05,5.765,72.8366
2018-01-08 07:12:38,5.772,72.8366
2018-01-08 07:13:11,5.769,72.8366
2018-01-08 07:13:44,5.772,72.8366
2018-01-08 07:14:17,5.769,72.8366
2018-01-08 07:14:50,5.773,72.8366
2018-01-08 07:15:23,5.779,72.8366
2018-01-08 07:15:56,5.771,72.8366
2018-01-08 07:16:29,5.766,72.8366
2018-01-08 07:17:02,5.771,72.8366
2018-01-08 07:17:35,5.767,72.8366
2018-01-08 07:18:08,5.766,72.8366
2018-01-08 07:18:41,5.765,72.8366
2018-01-08 07:19:14,5.765,72.8366
2018-01-08 07:19:47,5.764,72.8366
2018-01-08 07:20:20,5.767,72.8366
2018-01-08 07:20:53,5.773,72.8366
2018-01-08 07:21:26,5.767,72.8366
2018-01-08 07:21:59,5.764,72.8366
2018-01-08 07:22:32,5.762,72.8366
2018-01-08 07:23:05,5.765,72.8366
2018-01-08 07:23:38,5.76,72.8366
2018-01-08 07:24:11,5.769,72.8366
2018-01-08 07:24:43,5.766,72.8366
2018-01-08 07:25:16,5.766,72.8366
2018-01-08 07:25:49,5.758,72.8366
2018-01-08 07:26:22,5.759,72.8366
2018-01-08 07:26:55,5.773,72.8366
2018-01-08 07:27:28,5.766,72.8366
2018-01-08 07:28:01,5.755,72.8366
2018-01-08 07:28:34,5.762,72.8366
2018-01-08 07:29:07,5.762,72.8366
2018-01-08 07:29:40,5.762,72.8366
2018-01-08 07:30:13,5.764,72.8366
2018-01-08 07:30:46,5.763,72.8366
2018-01-08 07:31:19,5.759,72.8366
2018-01-08 07:31:52,5.753,72.8366
2018-01-08 07:32:25,5.759,72.8366
2018-01-08 07:32:58,5.764,72.8366
2018-01-08 07:33:31,5.761,72.8366
2018-01-08 07:34:04,5.763,72.8366
2018-01-08 07:34:37,5.762,72.8366
2018-01-08 07:35:10,5.765,72.8366
2018-01-08 07:35:43,5.763,72.8366
2018-01-08 07:36:16,5.759,72.8366
2018-01-08 07:36:49,5.763,72.8366
2018-01-08 07:37:22,5.76,72.8366
2018-01-08 07:37:55,5.762,72.8366
2018-01-08 07:38:27,5.755,72.8366
2018-01-08 07:39:00,5.757,72.8366
2018-01-08 07:39:33,5.76,72.8366
2018-01-08 07:40:06,5.755,72.8366
2018-01-08 07:40:39,5.762,72.8366
2018-01-08 07:41:12,5.767,72.8366
2018-01-08 07:41:45,5.762,72.8366
2018-01-08 07:42:18,5.76,72.8366
2018-01-08 07:42:51,5.759,72.8366
2018-01-08 07:43:24,5.75,72.8366
2018-01-08 07:43:57,5.757,72.8366
2018-01-08 07:44:30,5.761,72.8366
2018-01-08 07:45:03,5.759,72.8366
2018-01-08 07:45:36,5.751,72.8366
2018-01-08 07:46:09,5.756,72.8366
2018-01-08 07:46:42,5.753,72.8366
2018-01-08 07:47:15,5.753,72.8366
2018-01-08 07:47:48,5.755,72.8366
2018-01-08 07:48:21,5.753,72.8366
2018-01-08 07:48:54,5.765,72.8366
2018-01-08 07:49:27,5.752,72.8366
2018-01-08 07:50:00,5.757,72.8366
2018-01-08 07:50:33,5.762,72.8366
2018-01-08 07:51:06,5.757,72.8366
2018-01-08 07:51:39,5.758,72.8366
2018-01-08 07:52:11,5.761,72.8366
2018-01-08 07:52:44,5.762,72.8366
2018-01-08 07:53:17,5.757,72.8366
2018-01-08 07:53:50,5.756,72.8366
2018-01-08 07:54:23,5.752,72.8366
2018-01-08 07:54:56,5.76,72.8366
2018-01-08 07:55:29,5.756,72.8366
2018-01-08 07:56:02,5.753,72.8366
2018-01-08 07:56:35,5.761,72.8366
2018-01-08 07:57:08,5.757,72.8366
2018-01-08 07:57:41,5.758,72.8366
2018-01-08 07:58:14,5.754,72.8366
2018-01-08 07:58:47,5.757,72.8366
2018-01-08 07:59:20,5.757,72.8366
2018-01-08 07:59:53,5.756,72.8366
2018-01-08 08:00:26,5.764,72.8366
2018-01-08 08:00:59,5.757,72.8366
2018-01-08 08:01:32,5.749,72.8366
2018-01-08 08:02:05,5.768,72.8366
2018-01-08 08:02:38,5.765,72.8366
2018-01-08 08:03:11,5.758,72.8366
2018-01-08 08:03:43,5.754,72.8366
2018-01-08 08:04:16,5.755,72.8366
2018-01-08 08:04:49,5.762,72.8366
2018-01-08 08:05:22,5.763,72.8366
2018-01-08 08:05:55,5.767,72.8366
2018-01-08 08:06:28,5.77,72.8366
2018-01-08 08:07:01,5.769,72.8366
2018-01-08 08:07:34,5.756,72.8366
2018-01-08 08:08:07,5.752,72.8366
2018-01-08 08:08:40,5.755,72.8366
2018-01-08 08:09:13,5.76,72.8366
2018-01-08 08:09:46,5.766,72.8366
2018-01-08 08:10:19,5.769,72.8366
2018-01-08 08:10:52,5.757,72.8366
2018-01-08 08:11:25,5.753,72.95
2018-01-08 08:11:58,5.757,72.95
2018-01-08 08:12:31,5.762,72.95
2018-01-08 08:13:04,5.758,72.95
2018-01-08 08:13:37,5.764,72.95
2018-01-08 08:14:10,5.773,72.95
2018-01-08 08:14:43,5.777,72.95
2018-01-08 08:15:15,5.774,72.95
2018-01-08 08:15:48,5.77,72.95
2018-01-08 08:16:21,5.764,72.95
2018-01-08 08:16:54,5.755,72.95
2018-01-08 08:17:27,5.754,72.95
2018-01-08 08:18:00,5.76,72.95
2018-01-08 08:18:33,5.762,72.95
2018-01-08 08:19:06,5.754,72.95
2018-01-08 08:19:39,5.762,72.95
2018-01-08 08:20:12,5.762,72.95
2018-01-08 08:20:45,5.757,72.95
2018-01-08 08:21:18,5.756,72.95
2018-01-08 08:21:51,5.755,72.95
2018-01-08 08:22:24,5.759,72.95
2018-01-08 08:22:57,5.758,72.95
2018-01-08 08:23:30,5.758,72.95
2018-01-08 08:24:03,5.761,72.95
2018-01-08 08:24:36,5.762,72.95
2018-01-08 08:25:09,5.76,72.95
2018-01-08 08:25:42,5.761,72.95
2018-01-08 08:26:15,5.754,72.95
2018-01-08 08:26:48,5.764,72.95
2018-01-08 08:27:21,5.758,72.95
2018-01-08 08:27:53,5.756,72.95
2018-01-08 08:28:26,5.759,72.95
2018-01-08 08:28:59,5.762,72.95
2018-01-08 08:29:32,5.755,72.95
2018-01-08 08:30:05,5.755,72.95
2018-01-08 08:30:38,5.751,72.95
2018-01-08 08:31:11,5.756,72.95
2018-01-08 08:31:44,5.76,72.95
2018-01-08 08:32:17,5.751,72.95
2018-01-08 08:32:50,5.75,72.95
2018-01-08 08:33:23,5.756,72.95
2018-01-08 08:33:56,5.751,72.95
2018-01-08 08:34:29,5.75,72.95
2018-01-08 08:35:02,5.756,72.95
2018-01-08 08:35:35,5.753,72.95
2018-01-08 08:36:08,5.748,72.95
2018-01-08 08:36:41,5.751,72.95
2018-01-08 08:37:14,5.748,72.95
2018-01-08 08:37:47,5.752,72.95
2018-01-08 08:38:20,5.75,72.95
2018-01-08 08:38:53,5.752,72.95
2018-01-08 08:39:26,5.753,72.95
2018-01-08 08:39:59,5.756,72.95
2018-01-08 08:40:32,5.752,72.95
2018-01-08 08:41:05,5.75,72.95
2018-01-08 08:41:37,5.753,72.95
2018-01-08 08:42:10,5.759,72.95
2018-01-08 08:42:43,5.759,72.95
2018-01-08 08:43:16,5.757,72.95
2018-01-08 08:43:49,5.757,72.95
2018-01-08 08:44:22,5.758,72.95
2018-01-08 08:44:55,5.756,72.95
2018-01-08 08:45:28,5.752,72.95
2018-01-08 08:46:01,5.757,72.95
2018-01-08 08:46:34,5.758,72.95
2018-01-08 08:47:07,5.75,72.95
2018-01-08 08:47:40,5.755,72.95
2018-01-08 08:48:13,5.751,72.95
2018-01-08 08:48:46,5.758,72.95
2018-01-08 08:49:19,5.755,72.95
2018-01-08 08:49:52,5.758,72.95
2018-01-08 08:50:25,5.753,72.95
2018-01-08 08:50:58,5.754,72.95
2018-01-08 08:51:31,5.752,72.95
2018-01-08 08:52:04,5.753,72.95
2018-01-08 08:52:37,5.756,72.95
2018-01-08 08:53:10,5.753,72.95
2018-01-08 08:53:43,5.754,72.95
2018-01-08 08:54:16,5.753,72.95
2018-01-08 08:54:49,5.754,72.95
2018-01-08 08:55:21,5.757,72.95
2018-01-08 08:55:54,5.754,72.95
2018-01-08 08:56:27,5.751,72.95
2018-01-08 08:57:00,5.751,72.95
2018-01-08 08:57:33,5.75,72.95
2018-01-08 08:58:06,5.741,72.95
2018-01-08 08:58:39,5.75,72.95
2018-01-08 08:59:12,5.747,72.95
2018-01-08 08:59:45,5.747,72.95
2018-01-08 09:00:18,5.746,72.95
2018-01-08 09:00:51,5.744,72.95
2018-01-08 09:01:24,5.736,72.95
2018-01-08 09:01:57,5.744,72.95
2018-01-08 09:02:30,5.741,72.95
2018-01-08 09:03:03,5.741,72.95
2018-01-08 09:03:36,5.741,72.95
2018-01-08 09:04:09,5.74,72.95
2018-01-08 09:04:42,5.747,72.95
2018-01-08 09:05:15,5.743,72.95
2018-01-08 09:05:48,5.744,72.95
2018-01-08 09:06:21,5.746,72.95
2018-01-08 09:06:54,5.738,72.95
2018-01-08 09:07:27,5.743,72.95
2018-01-08 09:08:00,5.75,72.95
2018-01-08 09:08:33,5.743,72.95
2018-01-08 09:09:05,5.744,72.95
2018-01-08 09:09:38,5.746,72.95
2018-01-08 09:10:11,5.749,72.95
2018-01-08 09:10:44,5.748,72.95
2018-01-08 09:11:17,5.744,72.95
2018-01-08 09:11:50,5.756,72.95
2018-01-08 09:12:23,5.747,72.95
2018-01-08 09:12:56,5.745,72.95
2018-01-08 09:13:29,5.746,72.95
2018-01-08 09:14:02,5.744,72.95
2018-01-08 09:14:35,5.741,72.95
2018-01-08 09:15:08,5.741,72.95
2018-01-08 09:15:41,5.745,72.95
2018-01-08 09:16:14,5.739,72.95
2018-01-08 09:16:47,5.748,72.95
2018-01-08 09:17:20,5.739,72.95
2018-01-08 09:17:53,5.734,72.95
2018-01-08 09:18:26,5.737,72.95
2018-01-08 09:18:59,5.744,72.95
2018-01-08 09:19:32,5.743,72.95
2018-01-08 09:20:05,5.747,72.95
2018-01-08 09:20:38,5.749,72.95
2018-01-08 09:21:11,5.742,72.95
2018-01-08 09:21:44,5.748,72.95
2018-01-08 09:22:17,5.753,72.95
2018-01-08 09:22:49,5.738,72.95
2018-01-08 09:23:22,5.74,72.95
2018-01-08 09:23:55,5.739,72.95
2018-01-08 09:24:28,5.744,72.95
2018-01-08 09:25:01,5.749,72.95
2018-01-08 09:25:34,5.738,72.95
2018-01-08 09:26:07,5.744,72.95
2018-01-08 09:26:40,5.745,72.95
2018-01-08 09:27:13,5.743,72.95
2018-01-08 09:27:46,5.745,72.95
2018-01-08 09:28:19,5.752,72.95
2018-01-08 09:28:52,5.755,72.95
2018-01-08 09:29:25,5.746,72.95
2018-01-08 09:29:58,5.747,72.95
2018-01-08 09:30:31,5.75,72.95
2018-01-08 09:31:04,5.747,72.95
2018-01-08 09:31:37,5.742,72.95
2018-01-08 09:32:10,5.746,72.95
2018-01-08 09:32:43,5.747,72.95
2018-01-08 09:33:16,5.748,72.95
2018-01-08 09:33:49,5.754,72.95
2018-01-08 09:34:22,5.743,72.95
2018-01-08 09:34:55,5.738,72.95
2018-01-08 09:35:28,5.747,72.95
2018-01-08 09:36:01,5.751,72.95
2018-01-08 09:36:33,5.745,72.95
2018-01-08 09:37:06,5.747,72.95
2018-01-08 09:37:39,5.744,72.95
2018-01-08 09:38:12,5.742,72.95
2018-01-08 09:38:45,5.744,72.95
2018-01-08 09:39:18,5.744,72.95
2018-01-08 09:39:51,5.748,72.95
2018-01-08 09:40:24,5.751,72.95
2018-01-08 09:40:57,5.742,72.95
2018-01-08 09:41:30,5.737,72.95
2018-01-08 09:42:03,5.744,72.95
2018-01-08 09:42:36,5.74,72.95
2018-01-08 09:43:09,5.748,72.95
2018-01-08 09:43:42,5.746,72.95
2018-01-08 09:44:15,5.736,72.95
2018-01-08 09:44:48,5.74,72.95
2018-01-08 09:45:21,5.739,72.95
2018-01-08 09:45:54,5.747,72.95
2018-01-08 09:46:27,5.745,72.95
2018-01-08 09:47:00,5.738,72.95
2018-01-08 09:47:33,5.747,72.95
2018-01-08 09:48:06,5.741,72.95
2018-01-08 09:48:39,5.732,72.95
2018-01-08 09:49:12,5.737,72.95
2018-01-08 09:49:45,5.733,72.95
2018-01-08 09:50:17,5.739,72.95
2018-01-08 09:50:50,5.734,72.95
2018-01-08 09:51:23,5.739,72.95
2018-01-08 09:51:56,5.735,72.95
2018-01-08 09:52:29,5.751,72.95
2018-01-08 09:53:02,5.742,72.95
2018-01-08 09:53:35,5.749,72.95
2018-01-08 09:54:08,5.741,72.95
2018-01-08 09:54:41,5.742,72.95
2018-01-08 09:55:14,5.739,72.95
2018-01-08 09:55:47,5.744,72.95
2018-01-08 09:56:20,5.744,72.95
2018-01-08 09:56:53,5.742,72.95
2018-01-08 09:57:26,5.738,72.95
2018-01-08 09:57:59,5.737,72.95
2018-01-08 09:58:32,5.733,72.95
2018-01-08 09:59:05,5.734,72.95
2018-01-08 09:59:38,5.733,72.95
2018-01-08 10:00:11,5.736,72.95
2018-01-08 10:00:44,5.746,72.95
2018-01-08 10:01:17,5.728,72.95
2018-01-08 10:01:50,5.727,72.95
2018-01-08 10:02:23,5.726,72.95
2018-01-08 10:02:56,5.727,72.95
2018-01-08 10:03:29,5.728,72.95
2018-01-08 10:04:01,5.723,72.95
2018-01-08 10:04:34,5.722,72.95
2018-01-08 10:05:07,5.726,72.95
2018-01-08 10:05:40,5.727,72.95
2018-01-08 10:06:13,5.728,72.95
2018-01-08 10:06:46,5.73,72.95
2018-01-08 10:07:19,5.731,72.95
2018-01-08 10:07:52,5.723,72.95
2018-01-08 10:08:25,5.716,72.95
2018-01-08 10:08:58,5.719,72.95
2018-01-08 10:09:31,5.712,72.95
2018-01-08 10:10:04,5.713,72.95
2018-01-08 10:10:37,5.715,72.95
2018-01-08 10:11:10,5.722,72.95
2018-01-08 10:11:43,5.706,72.95
2018-01-08 10:12:16,5.708,72.95
2018-01-08 10:12:49,5.718,72.95
2018-01-08 10:13:22,5.708,72.95
2018-01-08 10:13:55,5.7,72.95
2018-01-08 10:14:28,5.703,72.95
2018-01-08 10:15:01,5.702,72.95
2018-01-08 10:15:34,5.693,72.95
2018-01-08 10:16:07,5.697,72.95
2018-01-08 10:16:39,5.697,72.95
2018-01-08 10:17:12,5.697,72.95
2018-01-08 10:17:45,5.703,72.95
2018-01-08 10:18:18,5.698,72.95
2018-01-08 10:18:51,5.703,72.95
2018-01-08 10:19:24,5.695,72.95
2018-01-08 10:19:57,5.693,72.95
2018-01-08 10:20:30,5.694,72.95
2018-01-08 10:21:03,5.695,72.95
2018-01-08 10:21:36,5.69,72.95
2018-01-08 10:22:09,5.694,72.95
2018-01-08 10:22:42,5.693,72.8366
2018-01-08 10:23:15,5.683,72.8366
2018-01-08 10:23:48,5.683,72.95
2018-01-08 10:24:21,5.686,72.95
2018-01-08 10:24:54,5.681,72.95
2018-01-08 10:25:27,5.679,72.8366
2018-01-08 10:26:00,5.677,72.95
2018-01-08 10:26:33,5.674,72.8366
2018-01-08 10:27:06,5.681,72.8366
2018-01-08 10:27:39,5.682,72.95
2018-01-08 10:28:11,5.671,72.95
2018-01-08 10:28:44,5.674,72.8366
2018-01-08 10:29:17,5.671,72.95
2018-01-08 10:29:50,5.668,72.8366
2018-01-08 10:30:23,5.677,72.95
2018-01-08 10:30:56,5.665,72.95
2018-01-08 10:31:29,5.676,72.8366
2018-01-08 10:32:02,5.672,72.95
2018-01-08 10:32:35,5.675,72.95
2018-01-08 10:33:08,5.666,72.8366
2018-01-08 10:33:41,5.671,72.8366
2018-01-08 10:34:14,5.666,72.95
2018-01-08 10:34:47,5.666,72.95
2018-01-08 10:35:20,5.66,72.8366
2018-01-08 10:35:53,5.664,72.8366
2018-01-08 10:36:26,5.663,72.8366
2018-01-08 10:36:59,5.667,72.8366
2018-01-08 10:37:32,5.66,72.8366
2018-01-08 10:38:05,5.662,72.8366
2018-01-08 10:38:38,5.664,72.8366
2018-01-08 10:39:11,5.671,72.8366
2018-01-08 10:39:44,5.664,72.8366
2018-01-08 10:40:17,5.661,72.8366
2018-01-08 10:40:50,5.659,72.8366
2018-01-08 10:41:23,5.656,72.8366
2018-01-08 10:41:55,5.652,72.8366
2018-01-08 10:42:28,5.654,72.8366
2018-01-08 10:43:01,5.65,72.8366
2018-01-08 10:43:34,5.639,72.8366
2018-01-08 10:44:07,5.648,72.8366
2018-01-08 10:44:40,5.642,72.8366
2018-01-08 10:45:13,5.649,72.8366
2018-01-08 10:45:46,5.645,72.8366
2018-01-08 10:46:19,5.65,72.8366
2018-01-08 10:46:52,5.652,72.8366
2018-01-08 10:47:25,5.655,72.8366
2018-01-08 10:47:58,5.648,72.8366
2018-01-08 10:48:31,5.646,72.8366
2018-01-08 10:49:04,5.647,72.8366
2018-01-08 10:49:37,5.644,72.8366
2018-01-08 10:50:10,5.653,72.8366
2018-01-08 10:50:43,5.641,72.8366
2018-01-08 10:51:16,5.645,72.8366
2018-01-08 10:51:49,5.642,72.8366
2018-01-08 10:52:22,5.645,72.8366
2018-01-08 10:52:55,5.637,72.8366
2018-01-08 10:53:28,5.638,72.8366
2018-01-08 10:54:01,5.645,72.8366
2018-01-08 10:54:34,5.634,72.8366
2018-01-08 10:55:07,5.624,72.8366
2018-01-08 10:55:39,5.63,72.8366
2018-01-08 10:56:12,5.631,72.8366
2018-01-08 10:56:45,5.635,72.8366
2018-01-08 10:57:18,5.632,72.8366
2018-01-08 10:57:51,5.631,72.8366
2018-01-08 10:58:24,5.626,72.8366
2018-01-08 10:58:57,5.628,72.8366
2018-01-08 10:59:30,5.631,72.8366
2018-01-08 11:00:03,5.625,72.8366
2018-01-08 11:00:36,5.623,72.8366
2018-01-08 11:01:09,5.634,72.8366
2018-01-08 11:01:42,5.63,72.8366
2018-01-08 11:02:15,5.636,72.8366
2018-01-08 11:02:48,5.634,72.8366
2018-01-08 11:03:21,5.642,72.8366
2018-01-08 11:03:54,5.642,72.8366
2018-01-08 11:04:27,5.627,72.8366
2018-01-08 11:05:00,5.624,72.8366
2018-01-08 11:05:33,5.624,72.8366
2018-01-08 11:06:06,5.624,72.8366
2018-01-08 11:06:39,5.631,72.8366
2018-01-08 11:07:12,5.633,72.8366
2018-01-08 11:07:45,5.627,72.8366
2018-01-08 11:08:18,5.631,72.8366
2018-01-08 11:08:51,5.63,72.8366
2018-01-08 11:09:23,5.628,72.8366
2018-01-08 11:09:56,5.632,72.8366
2018-01-08 11:10:29,5.627,72.8366
2018-01-08 11:11:02,5.627,72.8366
2018-01-08 11:11:35,5.631,72.8366
2018-01-08 11:12:08,5.621,72.8366
2018-01-08 11:12:41,5.623,72.8366
2018-01-08 11:13:14,5.63,72.8366
2018-01-08 11:13:47,5.622,72.8366
2018-01-08 11:14:20,5.633,72.8366
2018-01-08 11:14:53,5.631,72.8366
2018-01-08 11:15:26,5.616,72.8366
2018-01-08 11:15:59,5.628,72.8366
2018-01-08 11:16:32,5.619,72.8366
2018-01-08 11:17:05,5.618,72.8366
2018-01-08 11:17:38,5.626,72.8366
2018-01-08 11:18:11,5.628,72.8366
2018-01-08 11:18:44,5.622,72.8366
2018-01-08 11:19:17,5.621,72.8366
2018-01-08 11:19:50,5.622,72.8366
2018-01-08 11:20:23,5.618,72.8366
2018-01-08 11:20:56,5.618,72.8366
2018-01-08 11:21:29,5.616,72.8366
2018-01-08 11:22:02,5.615,72.8366
2018-01-08 11:22:35,5.612,72.95
2018-01-08 11:23:07,5.615,72.8366
2018-01-08 11:23:40,5.614,72.95
2018-01-08 11:24:13,5.614,72.8366
2018-01-08 11:24:46,5.614,72.95
2018-01-08 11:25:19,5.617,72.8366
2018-01-08 11:25:52,5.616,72.8366
2018-01-08 11:26:25,5.61,72.8366
2018-01-08 11:26:58,5.615,72.95
2018-01-08 11:27:31,5.611,72.8366
2018-01-08 11:28:04,5.61,72.8366
2018-01-08 11:28:37,5.613,72.8366
2018-01-08 11:29:10,5.612,72.8366
2018-01-08 11:29:43,5.607,72.8366
2018-01-08 11:30:16,5.612,72.8366
2018-01-08 11:30:49,5.607,72.8366
2018-01-08 11:31:22,5.624,72.8366
2018-01-08 11:31:55,5.613,72.8366
2018-01-08 11:32:28,5.61,72.95
2018-01-08 11:33:01,5.611,72.8366
2018-01-08 11:33:34,5.619,72.8366
2018-01-08 11:34:07,5.618,72.95
2018-01-08 11:34:40,5.613,72.8366
2018-01-08 11:35:13,5.608,72.8366
2018-01-08 11:35:45,5.609,72.8366
2018-01-08 11:36:18,5.603,72.8366
2018-01-08 11:36:51,5.603,72.8366
2018-01-08 11:37:24,5.607,72.8366
2018-01-08 11:37:57,5.61,72.8366
2018-01-08 11:38:30,5.604,72.8366
2018-01-08 11:39:03,5.604,72.8366
2018-01-08 11:39:36,5.615,72.8366
2018-01-08 11:40:09,5.61,72.8366
2018-01-08 11:40:42,5.616,72.8366
2018-01-08 11:41:15,5.607,72.8366
2018-01-08 11:41:48,5.612,72.8366
2018-01-08 11:42:21,5.616,72.8366
2018-01-08 11:42:54,5.617,72.8366
2018-01-08 11:43:27,5.61,72.8366
2018-01-08 11:44:00,5.614,72.8366
2018-01-08 11:44:33,5.612,72.8366
2018-01-08 11:45:06,5.603,72.8366
2018-01-08 11:45:39,5.603,72.8366
2018-01-08 11:46:12,5.619,72.8366
2018-01-08 11:46:45,5.611,72.8366
2018-01-08 11:47:18,5.618,72.8366
2018-01-08 11:47:51,5.611,72.8366
2018-01-08 11:48:24,5.607,72.8366
2018-01-08 11:48:57,5.61,72.8366
2018-01-08 11:49:29,5.611,72.8366
2018-01-08 11:50:02,5.611,72.8366
2018-01-08 11:50:35,5.612,72.8366
2018-01-08 11:51:08,5.613,72.8366
2018-01-08 11:51:41,5.611,72.8366
2018-01-08 11:52:14,5.611,72.8366
2018-01-08 11:52:47,5.611,72.8366
2018-01-08 11:53:20,5.609,72.8366
2018-01-08 11:53:53,5.603,72.8366
2018-01-08 11:54:26,5.603,72.8366
2018-01-08 11:54:59,5.599,72.8366
2018-01-08 11:55:32,5.603,72.8366
2018-01-08 11:56:05,5.604,72.8366
2018-01-08 11:56:38,5.611,72.8366
2018-01-08 11:57:11,5.612,72.8366
2018-01-08 11:57:44,5.597,72.8366
2018-01-08 11:58:17,5.605,72.8366
2018-01-08 11:58:50,5.59,72.8366
2018-01-08 11:59:23,5.593,72.8366
2018-01-08 11:59:56,5.59,72.8366
2018-01-08 12:00:29,5.606,72.8366
2018-01-08 12:01:02,5.6,72.8366
2018-01-08 12:01:35,5.598,72.8366
2018-01-08 12:02:07,5.597,72.8366
2018-01-08 12:02:40,5.6,72.95
2018-01-08 12:03:13,5.594,72.95
2018-01-08 12:03:46,5.593,72.95
2018-01-08 12:04:19,5.594,72.95
2018-01-08 12:04:52,5.593,72.95
2018-01-08 12:05:25,5.594,72.95
2018-01-08 12:05:58,5.591,72.95
2018-01-08 12:06:31,5.591,72.95
2018-01-08 12:07:04,5.591,72.95
2018-01-08 12:07:37,5.604,72.95
2018-01-08 12:08:10,5.606,72.95
2018-01-08 12:08:43,5.598,72.95
2018-01-08 12:09:16,5.604,72.95
2018-01-08 12:09:49,5.598,72.95
2018-01-08 12:10:22,5.603,72.95
2018-01-08 12:10:55,5.605,72.95
2018-01-08 12:11:28,5.596,72.95
2018-01-08 12:12:01,5.596,72.95
2018-01-08 12:12:34,5.597,72.95
2018-01-08 12:13:07,5.602,72.95
2018-01-08 12:13:40,5.596,72.95
2018-01-08 12:14:13,5.601,72.95
2018-01-08 12:14:45,5.599,72.95
2018-01-08 12:15:18,5.603,72.95
2018-01-08 12:15:51,5.603,72.95
2018-01-08 12:16:24,5.594,72.95
2018-01-08 12:16:57,5.597,72.95
2018-01-08 12:17:30,5.601,72.95
