"Solar, x; Wind, x","Solar, y","Wind, y","Solar kWh, x; Wind kWh, x","Solar kWh, y","Wind kWh, y"
2017-01-01 09:18:04,5.62176,-0.003072,2017-02-25 12:00:00,49.617814,20.745738
2017-01-01 09:28:04,5.9328,-0.00618,2017-02-26 12:00:00,43.495415,14.911012
2017-01-01 09:38:04,6.0255,-0.00309,2017-02-27 12:00:00,51.322723,5.384598
2017-01-01 09:48:04,6.18492,-0.006216,2017-02-28 12:00:00,6.922376,14.114487
2017-01-01 09:58:04,6.27816,-0.006216,2017-03-01 12:00:00,5.792749,31.033472
2017-01-01 10:08:08,6.3714,-0.003108,2017-03-02 12:00:00,47.019413,4.350917
2017-01-01 10:18:08,6.47712,-0.006228,2017-03-03 12:00:00,59.039598,0.529021
2017-01-01 10:28:08,6.552,-0.00312,2017-03-04 12:00:00,52.813747,13.102199
2017-01-01 10:38:08,6.63282,-0.003114,2017-03-05 12:00:00,22.778462,25.81621
2017-01-01 10:48:08,6.43956,-0.006252,2017-03-06 12:00:00,9.501636,53.850788
2017-01-01 10:58:08,6.6456,-0.00312,2017-03-07 12:00:00,38.455225,23.092845
2017-01-01 11:08:08,6.708,-0.00624,2017-03-08 12:00:00,51.458483,17.179514
2017-01-01 11:18:08,6.75216,0.0,2017-03-09 12:00:00,35.998646,1.932566
2017-01-01 11:28:08,6.7338,-0.006264,2017-03-10 12:00:00,56.068032,6.596946
2017-01-01 11:38:08,6.78852,-0.003114,2017-03-11 12:00:00,32.409551,0.0
2017-01-01 11:48:08,6.40248,-0.006216,2017-03-12 12:00:00,26.38472,1.850489
2017-01-01 11:58:08,6.08772,-0.003138,2017-03-13 12:00:00,13.048663,2.905108
2017-01-01 12:08:03,6.7338,-0.006264,2017-03-14 12:00:00,36.639963,2.16301
2017-01-01 12:18:03,6.19368,-0.003144,2017-03-15 12:00:00,73.609583,0.0
2017-01-01 12:28:03,6.5898,-0.006276,2017-03-16 12:00:00,46.48864,5.221978
2017-01-01 12:38:03,6.84852,-0.006312,2017-03-17 12:00:00,38.612874,5.308762
2017-01-01 12:48:03,6.50808,-0.003144,2017-03-18 12:00:00,23.07253,9.037597
2017-01-01 12:58:03,6.552,-0.0063,2017-03-19 12:00:00,40.143642,7.346596
2017-01-01 13:08:03,6.70344,-0.003162,2017-03-20 12:00:00,37.705445,1.413051
2017-01-01 13:18:03,6.4872,-0.00636,2017-03-21 12:00:00,13.425597,1.932784
2017-01-01 13:28:03,6.50808,-0.006288,2017-03-22 12:00:00,52.759778,2.545182
2017-01-01 13:38:03,2.87946,-0.00306,2017-03-23 12:00:00,11.536543,23.487098
2017-01-01 13:48:03,2.921898,-0.006132,2017-03-24 12:00:00,38.801979,19.01884
2017-01-01 13:58:03,1.92102,-0.00303,2017-03-25 12:00:00,16.32846,6.141948
2017-01-01 14:08:04,1.647564,-0.006024,2017-03-26 12:00:00,7.41905,1.579917
2017-01-01 14:18:04,1.02408,-0.003012,2017-03-27 12:00:00,8.289753,0.0
2017-01-01 14:28:04,1.035174,-0.006036,2017-03-28 12:00:00,12.843592,0.0
2017-01-01 14:38:04,1.6599,-0.003018,2017-03-29 12:00:00,5.327726,18.035522
2017-01-01 14:48:04,2.3436,-0.006048,2017-03-30 12:00:00,4.34266,7.117507
2017-01-01 14:58:04,1.044906,-0.002994,2017-03-31 12:00:00,7.287738,5.602409
2017-01-01 15:08:04,0.875484,-0.002988,2017-04-01 12:00:00,37.246949,0.0
2017-01-01 15:18:04,0.799398,-0.005988,2017-04-02 12:00:00,9.172414,2.253715
2017-01-01 15:28:04,1.192212,-0.002988,2017-04-03 12:00:00,5.770469,0.397466
2017-01-01 15:38:04,1.03086,-0.005976,2017-04-04 12:00:00,7.210753,0.0
2017-01-01 15:48:04,0.600588,-0.002988,2017-04-05 12:00:00,3.10772,42.897212
2017-01-01 15:58:04,0.33561,-0.00594,2017-04-06 12:00:00,46.035776,21.40085
2017-01-01 16:08:04,0.205344,-0.002976,2017-04-07 12:00:00,73.262832,0.0
2017-01-01 16:18:04,0.13365,-0.00297,2017-04-08 12:00:00,56.512491,15.62231
2017-01-01 16:28:04,-0.002964,-0.005928,2017-04-09 12:00:00,33.589105,25.268989
2017-01-01 16:38:04,-0.005904,-0.002952,2017-04-10 12:00:00,26.98648,16.60575
2017-01-01 16:48:04,-0.005916,-0.005916,2017-04-11 12:00:00,46.363676,1.482124
2017-01-01 16:58:04,-0.005904,-0.002952,2017-04-12 12:00:00,55.167295,0.0
2017-01-01 17:08:04,-0.002952,-0.005904,2017-04-13 12:00:00,39.536314,2.040809
2017-01-01 17:18:04,-0.005892,-0.002946,2017-04-14 12:00:00,21.209126,0.834432
2017-01-01 17:28:04,-0.005916,-0.005916,2017-04-15 12:00:00,30.389676,12.172543
2017-01-01 17:38:04,-0.002946,-0.002946,2017-04-16 12:00:00,29.018428,2.902543
2017-01-01 17:48:04,-0.005892,-0.005892,2017-04-17 12:00:00,38.961279,0.0
2017-01-01 17:58:04,-0.00588,-0.00294,2017-04-18 12:00:00,38.765726,2.728153
2017-01-01 18:08:03,-0.005868,-0.002934,2017-04-19 12:00:00,22.857723,0.683156
2017-01-01 18:18:03,-0.00588,-0.00588,2017-04-20 12:00:00,26.726714,8.885654
2017-01-01 18:28:03,-0.002928,-0.002928,2017-04-21 12:00:00,28.038739,2.48852
2017-01-01 18:38:03,-0.005868,-0.005868,2017-04-22 12:00:00,41.766677,1.284916
2017-01-01 18:48:03,-0.005856,-0.002928,2017-04-23 12:00:00,60.065522,0.0
2017-01-01 18:58:03,-0.005844,-0.002922,2017-04-24 12:00:00,52.244834,0.42068
2017-01-01 19:08:03,-0.002928,-0.002928,2017-04-25 12:00:00,36.812407,12.10821
2017-01-01 19:18:03,-0.005844,0.002922,2017-04-26 12:00:00,20.020887,3.566839
2017-01-01 19:28:03,-0.005832,0.005832,2017-04-27 12:00:00,19.13108,9.149803
2017-01-01 19:38:03,-0.002916,-0.002916,2017-04-28 12:00:00,15.424747,0.140961
2017-01-01 19:48:03,-0.005844,0.0,2017-04-29 12:00:00,3.176195,21.921921
2017-01-01 19:58:03,-0.00582,-0.00291,2017-04-30 12:00:00,5.969933,8.821902
2017-01-01 20:08:04,-0.00582,0.01164,2017-05-01 12:00:00,24.699299,28.479204
2017-01-01 20:18:04,-0.00291,0.0,2017-05-02 12:00:00,59.867317,20.238678
2017-01-01 20:28:04,-0.00582,-0.00582,2017-05-03 12:00:00,17.806663,0.0
2017-01-01 20:38:04,-0.00582,-0.00291,2017-05-04 12:00:00,31.680185,8.812205
2017-01-01 20:48:04,-0.00291,-0.00291,2017-05-05 12:00:00,63.292066,6.593242
2017-01-01 20:58:04,-0.00582,-0.00582,2017-05-06 12:00:00,55.284231,1.695637
2017-01-01 21:08:04,-0.00582,-0.00291,2017-05-07 12:00:00,50.416699,0.0
2017-01-01 21:18:04,-0.00582,-0.00582,2017-05-08 12:00:00,49.590939,0.392128
2017-01-01 21:28:04,-0.00291,-0.00291,2017-05-09 12:00:00,59.745601,0.0
2017-01-01 21:38:04,-0.005808,-0.002904,2017-05-10 12:00:00,35.312751,1.174776
2017-01-01 21:48:04,-0.00582,-0.00582,2017-05-11 12:00:00,27.428903,0.14413
2017-01-01 21:58:04,-0.00291,-0.00291,2017-05-12 12:00:00,61.851901,0.0
2017-01-01 22:08:04,-0.005808,-0.002904,2017-05-13 12:00:00,58.314628,0.072398
2017-01-01 22:18:04,-0.005808,-0.005808,2017-05-14 12:00:00,51.827775,0.655963
2017-01-01 22:28:04,-0.005796,-0.002898,2017-05-15 12:00:00,57.643983,0.085472
2017-01-01 22:38:04,-0.002898,-0.002898,2017-05-16 12:00:00,45.71592,9.586642
2017-01-01 22:48:04,-0.005796,-0.005796,2017-05-17 12:00:00,25.20253,33.68766
2017-01-01 22:58:04,-0.005808,-0.002904,2017-05-18 12:00:00,41.636504,13.254194
2017-01-01 23:08:04,-0.005796,-0.002898,2017-05-19 12:00:00,11.88478,12.748957
2017-01-01 23:18:04,-0.002898,-0.005796,2017-05-20 12:00:00,15.912798,2.025868
2017-01-01 23:28:04,-0.005796,-0.002898,2017-05-21 12:00:00,32.067314,7.551346
2017-01-01 23:38:04,-0.005796,-0.005796,2017-05-22 12:00:00,44.737234,6.669058
2017-01-01 23:48:04,-0.005796,-0.002898,2017-05-23 12:00:00,10.978379,0.699891
2017-01-01 23:58:04,-0.002886,-0.002886,2017-05-24 12:00:00,28.280671,1.68026
2017-01-02 00:08:04,-0.005784,-0.005784,2017-05-25 12:00:00,29.205795,0.0
2017-01-02 00:18:04,-0.005796,-0.002898,2017-05-26 12:00:00,25.953425,0.879802
2017-01-02 00:28:04,-0.002892,-0.002892,2017-05-27 12:00:00,32.271519,0.0
2017-01-02 00:38:04,-0.005784,-0.005784,2017-05-28 12:00:00,52.782941,0.499036
2017-01-02 00:48:04,-0.005772,0.0,2017-05-29 12:00:00,56.282514,0.939172
2017-01-02 00:58:04,-0.005784,0.002892,2017-05-30 12:00:00,50.200088,2.487952
2017-01-02 01:08:04,-0.00288,0.01152,2017-05-31 12:00:00,56.870932,0.0
2017-01-02 01:18:04,-0.005784,0.002892,2017-06-01 12:00:00,53.045324,0.0
2017-01-02 01:28:04,-0.00576,-0.00288,2017-06-02 12:00:00,55.206972,0.0
2017-01-02 01:38:04,-0.002886,-0.002886,2017-06-03 12:00:00,49.046872,0.0
2017-01-02 01:48:04,-0.00576,-0.00576,2017-06-04 12:00:00,28.736461,0.0
2017-01-02 01:58:04,-0.00576,-0.00288,2017-06-05 12:00:00,67.315594,4.344606
2017-01-02 02:08:04,-0.00576,-0.00288,2017-06-06 12:00:00,73.865661,0.365644
2017-01-02 02:18:04,-0.002868,-0.002868,2017-06-07 12:00:00,69.192976,0.0
2017-01-02 02:28:04,-0.005748,0.048858,2017-06-08 12:00:00,63.866903,0.0
2017-01-02 02:38:04,-0.005748,0.011496,2017-06-09 12:00:00,62.325646,2.69545
2017-01-02 02:48:04,-0.005748,-0.002874,2017-06-10 12:00:00,68.607024,8.556382
2017-01-02 02:58:04,-0.002874,-0.005748,2017-06-11 12:00:00,65.802654,5.080531
2017-01-02 03:08:04,-0.005748,-0.002874,2017-06-12 12:00:00,65.476499,0.674306
2017-01-02 03:18:04,-0.005748,-0.002874,2017-06-13 12:00:00,61.949765,0.464115
2017-01-02 03:28:04,-0.002862,-0.005724,2017-06-14 12:00:00,34.368481,1.42158
2017-01-02 03:38:04,-0.005736,-0.002868,2017-06-15 12:00:00,37.019237,0.350229
2017-01-02 03:48:04,-0.005736,-0.002868,2017-06-16 12:00:00,54.947019,0.749657
2017-01-02 03:58:04,-0.005736,-0.002868,2017-06-17 12:00:00,41.520395,1.262079
2017-01-02 04:08:04,-0.002862,-0.005724,2017-06-18 12:00:00,58.957597,1.288528
2017-01-02 04:18:04,-0.005736,-0.002868,2017-06-19 12:00:00,60.019417,2.857928
2017-01-02 04:28:04,-0.005724,-0.002862,2017-06-20 12:00:00,56.053387,1.339972
2017-01-02 04:38:04,-0.002862,-0.002862,2017-06-21 12:00:00,35.845302,0.0
2017-01-02 04:48:04,-0.005712,-0.005712,2017-06-22 12:00:00,42.935866,2.62
2017-01-02 04:58:04,-0.005736,-0.002868,2017-06-23 12:00:00,42.07507,1.77292
2017-01-02 05:08:04,-0.002862,-0.002862,2017-06-24 12:00:00,69.338474,2.956003
2017-01-02 05:18:04,-0.005724,-0.005724,2017-06-25 12:00:00,60.77956,2.11754
2017-01-02 05:28:04,-0.005712,-0.002856,2017-06-26 12:00:00,38.250387,3.783927
2017-01-02 05:38:04,-0.002862,-0.002862,2017-06-27 12:00:00,71.7151,0.0
2017-01-02 05:48:04,-0.0057,-0.0057,2017-06-28 12:00:00,29.398808,20.317832
2017-01-02 05:58:04,-0.0057,-0.00285,2017-06-29 12:00:00,27.600668,8.53371
2017-01-02 06:08:04,-0.0057,-0.00285,2017-06-30 12:00:00,35.059686,0.025194
2017-01-02 06:18:04,-0.00285,-0.00285,2017-07-01 12:00:00,44.967194,0.199329
2017-01-02 06:28:04,-0.0057,-0.0057,2017-07-02 12:00:00,54.729987,0.390007
2017-01-02 06:38:04,-0.0057,-0.00285,2017-07-03 12:00:00,50.84092,0.0
2017-01-02 06:48:04,-0.00285,-0.00285,2017-07-04 12:00:00,27.788387,0.0
2017-01-02 06:58:04,-0.005688,-0.002844,2017-07-05 12:00:00,31.550792,0.0
2017-01-02 07:08:04,-0.0057,-0.00285,2017-07-06 12:00:00,26.221326,0.0
2017-01-02 07:18:04,-0.005688,0.0,2017-07-07 12:00:00,23.506342,2.046518
2017-01-02 07:28:04,-0.002844,-0.005688,2017-07-08 12:00:00,63.307995,0.0
2017-01-02 07:38:04,-0.008514,-0.002838,2017-07-09 12:00:00,43.428981,0.0
2017-01-02 07:48:04,-0.00285,-0.00285,2017-07-10 12:00:00,21.177833,6.523454
2017-01-02 07:58:04,-0.005688,-0.002844,2017-07-11 12:00:00,24.703342,0.724876
2017-01-02 08:08:04,-0.005664,0.0,2017-07-12 12:00:00,9.262319,1.002208
2017-01-02 08:18:04,0.06042,-0.00636,2017-07-13 12:00:00,25.602343,0.0
2017-01-02 08:28:04,0.114264,-0.003174,2017-07-14 12:00:00,62.462417,0.0
2017-01-02 08:38:04,0.164736,-0.006336,2017-07-15 12:00:00,61.159713,0.0
2017-01-02 08:48:04,0.177408,-0.003168,2017-07-16 12:00:00,37.675202,1.321128
2017-01-02 08:58:04,0.17424,-0.006336,2017-07-17 12:00:00,60.727949,0.0
2017-01-02 09:08:04,0.136482,-0.006348,2017-07-18 12:00:00,52.386299,0.362931
2017-01-02 09:18:04,0.11766,-0.00636,2017-07-19 12:00:00,21.861677,0.0
2017-01-02 09:28:04,0.226206,-0.006372,2017-07-20 12:00:00,27.895892,0.360666
2017-01-02 09:38:04,0.220248,-0.003192,2017-07-21 12:00:00,24.799691,0.370795
2017-01-02 09:48:04,0.284622,-0.006396,2017-07-22 12:00:00,19.747597,2.370903
2017-01-02 09:58:04,0.150588,-0.006408,2017-07-23 12:00:00,34.910229,0.0
2017-01-02 10:08:06,0.14124,-0.00642,2017-07-24 12:00:00,21.694432,0.0
2017-01-02 10:18:06,0.125424,-0.003216,2017-07-25 12:00:00,50.410914,0.0
2017-01-02 10:28:06,0.199764,-0.006444,2017-07-26 12:00:00,25.611831,0.80292
2017-01-02 10:38:06,0.200508,-0.006468,2017-07-27 12:00:00,23.156438,0.0
2017-01-02 10:48:06,0.23652,-0.00648,2017-07-28 12:00:00,37.929062,0.0
2017-01-02 10:58:06,0.34083,-0.003246,2017-07-29 12:00:00,63.127336,0.0
2017-01-02 11:08:06,0.413004,-0.006504,2017-07-30 12:00:00,61.084871,0.0
2017-01-02 11:18:06,0.460224,-0.006528,2017-07-31 12:00:00,49.453504,0.0
2017-01-02 11:28:06,0.55917,-0.00327,2017-08-01 12:00:00,41.658277,0.0
2017-01-02 11:38:06,0.3924,-0.00654,2017-08-02 12:00:00,28.148034,0.0
2017-01-02 11:48:06,0.423378,-0.006564,2017-08-03 12:00:00,41.68534,2.58924
2017-01-02 11:58:06,0.536922,-0.006588,2017-08-04 12:00:00,55.054505,4.721831
2017-01-02 12:08:05,0.5379,-0.0033,2017-08-05 12:00:00,42.205808,0.0
2017-01-02 12:18:05,0.3663,-0.0066,2017-08-06 12:00:00,12.760819,0.0
2017-01-02 12:28:05,0.261648,-0.006624,2017-08-07 12:00:00,35.78508,0.0
2017-01-02 12:38:05,0.19908,-0.006636,2017-08-08 12:00:00,65.722842,0.0
2017-01-02 12:48:05,0.156228,-0.003324,2017-08-09 12:00:00,65.492191,0.0
2017-01-02 12:58:05,0.1332,-0.00666,2017-08-10 12:00:00,45.378406,0.404493
2017-01-02 13:08:05,0.110286,-0.006684,2017-08-11 12:00:00,55.229907,0.0
2017-01-02 13:18:05,0.10044,-0.006696,2017-08-12 12:00:00,66.184928,0.0
2017-01-02 13:28:05,0.11088,-0.00336,2017-08-13 12:00:00,53.510557,0.0
2017-01-02 13:38:05,0.131274,-0.006732,2017-08-14 12:00:00,51.48417,0.157125
2017-01-02 13:48:05,0.162144,-0.006756,2017-08-15 12:00:00,49.157814,0.0
2017-01-02 13:58:05,0.23391,-0.00678,2017-08-16 12:00:00,33.961595,2.961263
2017-01-02 14:08:04,0.139482,-0.006804,2017-08-17 12:00:00,42.610762,4.759669
2017-01-02 14:18:04,0.133146,-0.003414,2017-08-18 12:00:00,48.632953,0.0
2017-01-02 14:28:04,0.10944,-0.00684,2017-08-19 12:00:00,58.473524,0.0
2017-01-02 14:38:04,0.10314,-0.006876,2017-08-20 12:00:00,24.727312,0.0
2017-01-02 14:48:04,0.10368,-0.006912,2017-08-21 12:00:00,10.895266,1.044729
2017-01-02 14:58:04,0.118116,-0.006948,2017-08-22 12:00:00,46.915892,0.898926
2017-01-02 15:08:04,0.101268,-0.006984,2017-08-23 12:00:00,64.677891,0.0
2017-01-02 15:18:04,0.077088,-0.007008,2017-08-24 12:00:00,42.891341,0.0
2017-01-02 15:28:04,0.080454,-0.006996,2017-08-25 12:00:00,32.971107,0.0
2017-01-02 15:38:04,0.083952,-0.006996,2017-08-26 12:00:00,38.55003,0.0
2017-01-02 15:48:04,0.066576,-0.003504,2017-08-27 12:00:00,22.427274,0.0
2017-01-02 15:58:04,0.05265,-0.00702,2017-08-28 12:00:00,41.260206,0.0
2017-01-02 16:08:04,0.07371,-0.00702,2017-08-29 12:00:00,49.257151,0.0
2017-01-02 16:18:04,0.0351,-0.00702,2017-08-30 12:00:00,44.230066,0.0
2017-01-02 16:28:04,0.01053,-0.00351,2017-08-31 12:00:00,53.707223,0.035414
2017-01-02 16:38:04,-0.00351,-0.00702,2017-09-01 12:00:00,62.364103,0.0
2017-01-02 16:48:04,-0.01053,-0.00702,2017-09-02 12:00:00,55.098954,0.0
2017-01-02 16:58:04,-0.00702,-0.00702,2017-09-03 12:00:00,52.610965,0.0
2017-01-02 17:08:04,-0.00702,-0.00702,2017-09-04 12:00:00,23.872906,5.303956
2017-01-02 17:18:04,-0.01053,-0.00702,2017-09-05 12:00:00,38.178488,0.592775
2017-01-02 17:28:04,-0.007044,-0.003522,2017-09-06 12:00:00,46.051189,0.104342
2017-01-02 17:38:04,-0.007044,-0.007044,2017-09-07 12:00:00,52.037098,0.0
2017-01-02 17:48:04,-0.010566,-0.007044,2017-09-08 12:00:00,60.055816,0.0
2017-01-02 17:58:04,-0.007044,-0.007044,2017-09-09 12:00:00,57.915633,0.0
2017-01-02 18:08:04,-0.007032,-0.007032,2017-09-10 12:00:00,62.340529,0.0
2017-01-02 18:18:04,-0.007044,-0.003522,2017-09-11 12:00:00,61.071231,0.0
2017-01-02 18:28:04,-0.007056,-0.007056,2017-09-12 12:00:00,47.359761,0.0
2017-01-02 18:38:04,-0.007056,-0.003528,2017-09-13 12:00:00,39.730506,0.0
2017-01-02 18:48:04,-0.007056,-0.007056,2017-09-14 12:00:00,52.01145,0.0
2017-01-02 18:58:04,-0.007068,-0.007068,2017-09-15 12:00:00,53.39078,0.0
2017-01-02 19:08:04,-0.007068,-0.003534,2017-09-16 12:00:00,43.628361,0.0
2017-01-02 19:18:04,-0.007068,-0.007068,2017-09-17 12:00:00,18.906726,0.0
2017-01-02 19:28:04,-0.007068,-0.007068,2017-09-18 12:00:00,34.831199,0.0
2017-01-02 19:38:04,-0.007056,-0.003528,2017-09-19 12:00:00,33.641485,0.0
2017-01-02 19:48:04,-0.007044,-0.007044,2017-09-20 12:00:00,53.842846,1.950897
2017-01-02 19:58:04,-0.007056,-0.007056,2017-09-21 12:00:00,17.766578,0.028512
2017-01-02 20:08:04,-0.003528,-0.003528,2017-09-22 12:00:00,37.495522,0.0
2017-01-02 20:18:04,-0.007068,-0.007068,2017-09-23 12:00:00,46.21426,0.0
2017-01-02 20:28:04,-0.007056,-0.007056,2017-09-24 12:00:00,50.941901,0.0
2017-01-02 20:38:04,-0.007056,-0.003528,2017-09-25 12:00:00,49.901523,0.0
2017-01-02 20:48:04,-0.007068,-0.007068,2017-09-26 12:00:00,31.598405,0.719674
2017-01-02 20:58:04,-0.007056,-0.007056,2017-09-27 12:00:00,17.066158,0.0
2017-01-02 21:08:04,-0.007068,-0.003534,2017-09-28 12:00:00,59.341316,0.0
2017-01-02 21:18:04,-0.003528,-0.007056,2017-09-29 12:00:00,56.350001,0.0
2017-01-02 21:28:04,-0.007056,-0.007056,2017-09-30 12:00:00,59.211079,0.0
2017-01-02 21:38:04,-0.003534,-0.003534,2017-10-01 12:00:00,38.822631,0.20733
2017-01-02 21:48:04,-0.007044,-0.007044,2017-10-02 12:00:00,42.928547,8.977191
2017-01-02 21:58:04,-0.003516,-0.003516,2017-10-03 12:00:00,15.725725,8.206436
2017-01-02 22:08:04,-0.007032,-0.007032,2017-10-04 12:00:00,8.430285,0.076227
2017-01-02 22:18:04,-0.003522,-0.003522,2017-10-05 12:00:00,15.695197,0.0
2017-01-02 22:28:04,-0.007044,-0.007044,2017-10-06 12:00:00,2.762438,1.822066
2017-01-02 22:38:04,-0.003534,-0.007068,2017-10-07 12:00:00,7.350455,21.726933
2017-01-02 22:48:04,-0.007044,-0.003522,2017-10-08 12:00:00,42.384755,0.0
2017-01-02 22:58:04,-0.003528,-0.007056,2017-10-09 12:00:00,49.576276,0.0
2017-01-02 23:08:04,-0.007056,-0.007056,2017-10-10 12:00:00,3.784608,7.933971
2017-01-02 23:18:04,-0.003528,-0.003528,2017-10-11 12:00:00,3.319867,0.729812
2017-01-02 23:28:04,-0.007068,-0.007068,2017-10-12 12:00:00,5.916763,0.0
2017-01-02 23:38:04,-0.00324,-0.00324,2017-10-13 12:00:00,45.445351,0.049084
2017-01-02 23:48:04,-0.006276,-0.006276,2017-10-14 12:00:00,9.186091,3.264304
2017-01-02 23:58:04,-0.00312,-0.00312,2017-10-15 12:00:00,14.608175,18.814255
2017-01-03 00:08:03,-0.00312,-0.00624,2017-10-16 12:00:00,44.251828,0.0
2017-01-03 00:18:03,-0.006228,-0.003114,2017-10-17 12:00:00,57.094494,1.867854
2017-01-03 00:28:03,-0.003102,-0.006204,2017-10-18 12:00:00,55.297078,1.800076
2017-01-03 00:38:03,-0.006204,-0.003102,2017-10-19 12:00:00,51.123706,0.0
2017-01-03 00:48:03,-0.00618,-0.00618,2017-10-20 12:00:00,43.123336,4.247889
