"Solar, x; Wind, x; Battery, x; Load, x; Voltage, x","Solar, y","Wind, y","Battery, y","Load, y","Voltage, y"
2017-01-01 09:08:04,5.6916,-0.00612,1.56978,-4.1157,51.0
2017-01-01 09:18:04,5.62176,-0.003072,1.830912,-3.787776,51.2
2017-01-01 09:28:04,5.9328,-0.00618,2.83662,-3.09,51.5
2017-01-01 09:38:04,6.0255,-0.00309,2.93241,-3.09,51.5
2017-01-01 09:48:04,6.18492,-0.006216,3.13908,-3.039624,51.8
2017-01-01 09:58:04,6.27816,-0.006216,3.51204,-2.759904,51.8
2017-01-01 10:08:08,6.3714,-0.003108,3.5742,-2.794092,51.8
2017-01-01 10:18:08,6.47712,-0.006228,3.70566,-2.765232,51.9
2017-01-01 10:28:08,6.552,-0.00312,3.588,-2.96088,52.0
2017-01-01 10:38:08,6.63282,-0.003114,3.5811,-3.048606,51.9
2017-01-01 10:48:08,6.43956,-0.006252,3.62616,-2.807148,52.1
2017-01-01 10:58:08,6.6456,-0.00312,3.8064,-2.83608,52.0
2017-01-01 11:08:08,6.708,-0.00624,3.2448,-3.45696,52.0
2017-01-01 11:18:08,6.75216,0.0,3.5949,-3.15726,52.1
2017-01-01 11:28:08,6.7338,-0.006264,3.85236,-2.875176,52.2
2017-01-01 11:38:08,6.78852,-0.003114,2.60019,-4.185216,51.9
2017-01-01 11:48:08,6.40248,-0.006216,2.592072,-3.804192,51.8
2017-01-01 11:58:08,6.08772,-0.003138,3.084654,-2.999928,52.3
2017-01-01 12:08:03,6.7338,-0.006264,3.69576,-3.031776,52.2
2017-01-01 12:18:03,6.19368,-0.003144,3.6156,-2.574936,52.4
2017-01-01 12:28:03,6.5898,-0.006276,3.42042,-3.163104,52.3
2017-01-01 12:38:03,6.84852,-0.006312,4.22904,-2.613168,52.6
2017-01-01 12:48:03,6.50808,-0.003144,3.26976,-3.235176,52.4
2017-01-01 12:58:03,6.552,-0.0063,3.654,-2.8917,52.5
2017-01-01 13:08:03,6.70344,-0.003162,3.76278,-2.937498,52.7
2017-01-01 13:18:03,6.4872,-0.00636,4.2612,-2.21964,53.0
2017-01-01 13:28:03,6.50808,-0.006288,3.42696,-3.074832,52.4
2017-01-01 13:38:03,2.87946,-0.00306,0.22644,-2.64996,51.0
2017-01-01 13:48:03,2.921898,-0.006132,0.29127,-2.624496,51.1
2017-01-01 13:58:03,1.92102,-0.00303,-1.03929,-2.95728,50.5
2017-01-01 14:08:04,1.647564,-0.006024,-1.34034,-2.98188,50.2
2017-01-01 14:18:04,1.02408,-0.003012,-1.52106,-2.542128,50.2
2017-01-01 14:28:04,1.035174,-0.006036,-1.288686,-2.317824,50.3
2017-01-01 14:38:04,1.6599,-0.003018,-0.473826,-2.130708,50.3
2017-01-01 14:48:04,2.3436,-0.006048,-0.308448,-2.646,50.4
2017-01-01 14:58:04,1.044906,-0.002994,-1.688616,-2.730528,49.9
2017-01-01 15:08:04,0.875484,-0.002988,-1.625472,-2.497968,49.8
2017-01-01 15:18:04,0.799398,-0.005988,-1.709574,-2.502984,49.9
2017-01-01 15:28:04,1.192212,-0.002988,-1.727064,-2.916288,49.8
2017-01-01 15:38:04,1.03086,-0.005976,-1.652364,-2.677248,49.8
2017-01-01 15:48:04,0.600588,-0.002988,-1.556748,-2.154348,49.8
2017-01-01 15:58:04,0.33561,-0.00594,-2.16513,-2.4948,49.5
2017-01-01 16:08:04,0.205344,-0.002976,-2.089152,-2.29152,49.6
2017-01-01 16:18:04,0.13365,-0.00297,-2.51856,-2.64924,49.5
2017-01-01 16:28:04,-0.002964,-0.005928,-2.560896,-2.552004,49.4
2017-01-01 16:38:04,-0.005904,-0.002952,-2.934288,-2.925432,49.2
2017-01-01 16:48:04,-0.005916,-0.005916,-2.887008,-2.875176,49.3
2017-01-01 16:58:04,-0.005904,-0.002952,-2.665656,-2.6568,49.2
2017-01-01 17:08:04,-0.002952,-0.005904,-2.615472,-2.606616,49.2
2017-01-01 17:18:04,-0.005892,-0.002946,-2.848782,-2.839944,49.1
2017-01-01 17:28:04,-0.005916,-0.005916,-2.295408,-2.283576,49.3
2017-01-01 17:38:04,-0.002946,-0.002946,-2.203608,-2.197716,49.1
2017-01-01 17:48:04,-0.005892,-0.005892,-2.589534,-2.57775,49.1
2017-01-01 17:58:04,-0.00588,-0.00294,-2.74008,-2.73126,49.0
2017-01-01 18:08:03,-0.005868,-0.002934,-2.96334,-2.954538,48.9
2017-01-01 18:18:03,-0.00588,-0.00588,-2.4255,-2.41374,49.0
2017-01-01 18:28:03,-0.002928,-0.002928,-2.573712,-2.567856,48.8
2017-01-01 18:38:03,-0.005868,-0.005868,-2.687544,-2.675808,48.9
2017-01-01 18:48:03,-0.005856,-0.002928,-2.652768,-2.643984,48.8
2017-01-01 18:58:03,-0.005844,-0.002922,-2.729148,-2.720382,48.7
2017-01-01 19:08:03,-0.002928,-0.002928,-2.594208,-2.588352,48.8
2017-01-01 19:18:03,-0.005844,0.002922,-2.603502,-2.60058,48.7
2017-01-01 19:28:03,-0.005832,0.005832,-2.822688,-2.822688,48.6
2017-01-01 19:38:03,-0.002916,-0.002916,-2.671056,-2.665224,48.6
2017-01-01 19:48:03,-0.005844,0.0,-2.518764,-2.51292,48.7
2017-01-01 19:58:03,-0.00582,-0.00291,-2.81397,-2.80524,48.5
2017-01-01 20:08:04,-0.00582,0.01164,-2.72376,-2.72958,48.5
2017-01-01 20:18:04,-0.00291,0.0,-2.6481,-2.64519,48.5
2017-01-01 20:28:04,-0.00582,-0.00582,-2.58117,-2.56953,48.5
2017-01-01 20:38:04,-0.00582,-0.00291,-2.7063,-2.69757,48.5
2017-01-01 20:48:04,-0.00291,-0.00291,-2.59572,-2.5899,48.5
2017-01-01 20:58:04,-0.00582,-0.00582,-2.54916,-2.53752,48.5
2017-01-01 21:08:04,-0.00582,-0.00291,-2.76741,-2.75868,48.5
2017-01-01 21:18:04,-0.00582,-0.00582,-2.58408,-2.57244,48.5
2017-01-01 21:28:04,-0.00291,-0.00291,-2.33673,-2.33091,48.5
2017-01-01 21:38:04,-0.005808,-0.002904,-2.532288,-2.523576,48.4
2017-01-01 21:48:04,-0.00582,-0.00582,-2.45895,-2.44731,48.5
2017-01-01 21:58:04,-0.00291,-0.00291,-2.5026,-2.49678,48.5
2017-01-01 22:08:04,-0.005808,-0.002904,-2.77332,-2.764608,48.4
2017-01-01 22:18:04,-0.005808,-0.005808,-2.442264,-2.430648,48.4
2017-01-01 22:28:04,-0.005796,-0.002898,-2.793672,-2.784978,48.3
2017-01-01 22:38:04,-0.002898,-0.002898,-2.585016,-2.57922,48.3
2017-01-01 22:48:04,-0.005796,-0.005796,-2.842938,-2.831346,48.3
2017-01-01 22:58:04,-0.005808,-0.002904,-2.389992,-2.38128,48.4
2017-01-01 23:08:04,-0.005796,-0.002898,-2.553138,-2.544444,48.3
2017-01-01 23:18:04,-0.002898,-0.005796,-2.95596,-2.947266,48.3
2017-01-01 23:28:04,-0.005796,-0.002898,-2.341584,-2.33289,48.3
2017-01-01 23:38:04,-0.005796,-0.005796,-2.677752,-2.66616,48.3
2017-01-01 23:48:04,-0.005796,-0.002898,-2.382156,-2.373462,48.3
2017-01-01 23:58:04,-0.002886,-0.002886,-2.634918,-2.629146,48.1
2017-01-02 00:08:04,-0.005784,-0.005784,-2.730048,-2.71848,48.2
2017-01-02 00:18:04,-0.005796,-0.002898,-2.529954,-2.52126,48.3
2017-01-02 00:28:04,-0.002892,-0.002892,-2.54496,-2.539176,48.2
2017-01-02 00:38:04,-0.005784,-0.005784,-2.625936,-2.614368,48.2
2017-01-02 00:48:04,-0.005772,0.0,-2.709954,-2.704182,48.1
2017-01-02 00:58:04,-0.005784,0.002892,-2.5305,-2.527608,48.2
2017-01-02 01:08:04,-0.00288,0.01152,-2.86848,-2.87712,48.0
2017-01-02 01:18:04,-0.005784,0.002892,-2.507364,-2.504472,48.2
2017-01-02 01:28:04,-0.00576,-0.00288,-2.64096,-2.63232,48.0
2017-01-02 01:38:04,-0.002886,-0.002886,-2.522364,-2.516592,48.1
2017-01-02 01:48:04,-0.00576,-0.00576,-3.0528,-3.04128,48.0
2017-01-02 01:58:04,-0.00576,-0.00288,-2.58624,-2.5776,48.0
2017-01-02 02:08:04,-0.00576,-0.00288,-2.71872,-2.71008,48.0
2017-01-02 02:18:04,-0.002868,-0.002868,-2.865132,-2.859396,47.8
2017-01-02 02:28:04,-0.005748,0.048858,-2.93148,-2.97459,47.9
2017-01-02 02:38:04,-0.005748,0.011496,-2.799276,-2.805024,47.9
2017-01-02 02:48:04,-0.005748,-0.002874,-2.833764,-2.825142,47.9
2017-01-02 02:58:04,-0.002874,-0.005748,-2.874,-2.865378,47.9
2017-01-02 03:08:04,-0.005748,-0.002874,-2.733174,-2.724552,47.9
2017-01-02 03:18:04,-0.005748,-0.002874,-2.592348,-2.583726,47.9
2017-01-02 03:28:04,-0.002862,-0.005724,-3.26268,-3.254094,47.7
2017-01-02 03:38:04,-0.005736,-0.002868,-2.690184,-2.68158,47.8
2017-01-02 03:48:04,-0.005736,-0.002868,-2.868,-2.859396,47.8
2017-01-02 03:58:04,-0.005736,-0.002868,-2.718864,-2.71026,47.8
2017-01-02 04:08:04,-0.002862,-0.005724,-2.779002,-2.770416,47.7
2017-01-02 04:18:04,-0.005736,-0.002868,-2.66724,-2.658636,47.8
2017-01-02 04:28:04,-0.005724,-0.002862,-2.94786,-2.939274,47.7
2017-01-02 04:38:04,-0.002862,-0.002862,-2.89062,-2.884896,47.7
2017-01-02 04:48:04,-0.005712,-0.005712,-2.787456,-2.776032,47.6
2017-01-02 04:58:04,-0.005736,-0.002868,-2.498028,-2.489424,47.8
2017-01-02 05:08:04,-0.002862,-0.002862,-2.673108,-2.667384,47.7
2017-01-02 05:18:04,-0.005724,-0.005724,-2.64735,-2.635902,47.7
2017-01-02 05:28:04,-0.005712,-0.002856,-2.79888,-2.790312,47.6
2017-01-02 05:38:04,-0.002862,-0.002862,-2.467044,-2.46132,47.7
2017-01-02 05:48:04,-0.0057,-0.0057,-3.1065,-3.0951,47.5
2017-01-02 05:58:04,-0.0057,-0.00285,-2.70465,-2.6961,47.5
2017-01-02 06:08:04,-0.0057,-0.00285,-2.62485,-2.6163,47.5
2017-01-02 06:18:04,-0.00285,-0.00285,-2.8101,-2.8044,47.5
2017-01-02 06:28:04,-0.0057,-0.0057,-2.7645,-2.7531,47.5
2017-01-02 06:38:04,-0.0057,-0.00285,-2.7987,-2.79015,47.5
2017-01-02 06:48:04,-0.00285,-0.00285,-2.4909,-2.4852,47.5
2017-01-02 06:58:04,-0.005688,-0.002844,-2.844,-2.835468,47.4
2017-01-02 07:08:04,-0.0057,-0.00285,-2.4966,-2.48805,47.5
2017-01-02 07:18:04,-0.005688,0.0,-2.844,-2.838312,47.4
2017-01-02 07:28:04,-0.002844,-0.005688,-2.67336,-2.664828,47.4
2017-01-02 07:38:04,-0.008514,-0.002838,-3.17856,-3.167208,47.3
2017-01-02 07:48:04,-0.00285,-0.00285,-2.54505,-2.53935,47.5
2017-01-02 07:58:04,-0.005688,-0.002844,-2.690424,-2.681892,47.4
2017-01-02 08:08:04,-0.005664,0.0,-2.832,-2.826336,47.2
2017-01-02 08:18:04,0.06042,-0.00636,6.042,5.98794,53.0
2017-01-02 08:28:04,0.114264,-0.003174,11.17248,11.06139,52.9
2017-01-02 08:38:04,0.164736,-0.006336,11.15136,10.99296,52.8
2017-01-02 08:48:04,0.177408,-0.003168,11.18304,11.0088,52.8
2017-01-02 08:58:04,0.17424,-0.006336,11.21472,11.046816,52.8
2017-01-02 09:08:04,0.136482,-0.006348,11.20422,11.074086,52.9
2017-01-02 09:18:04,0.11766,-0.00636,11.289,11.1777,53.0
2017-01-02 09:28:04,0.226206,-0.006372,11.4696,11.249766,53.1
2017-01-02 09:38:04,0.220248,-0.003192,11.42736,11.210304,53.2
2017-01-02 09:48:04,0.284622,-0.006396,11.38488,11.106654,53.3
2017-01-02 09:58:04,0.150588,-0.006408,11.24604,11.10186,53.4
2017-01-02 10:08:06,0.14124,-0.00642,11.1708,11.03598,53.5
2017-01-02 10:18:06,0.125424,-0.003216,11.19168,11.069472,53.6
2017-01-02 10:28:06,0.199764,-0.006444,11.21256,11.01924,53.7
2017-01-02 10:38:06,0.200508,-0.006468,11.22198,11.02794,53.9
2017-01-02 10:48:06,0.23652,-0.00648,11.2752,11.04516,54.0
2017-01-02 10:58:06,0.34083,-0.003246,11.32854,10.990956,54.1
2017-01-02 11:08:06,0.413004,-0.006504,11.41452,11.00802,54.2
2017-01-02 11:18:06,0.460224,-0.006528,11.45664,11.002944,54.4
2017-01-02 11:28:06,0.55917,-0.00327,11.5431,10.9872,54.5
2017-01-02 11:38:06,0.3924,-0.00654,11.3796,10.99374,54.5
2017-01-02 11:48:06,0.423378,-0.006564,11.38854,10.971726,54.7
2017-01-02 11:58:06,0.536922,-0.006588,11.529,10.998666,54.9
2017-01-02 12:08:05,0.5379,-0.0033,11.517,10.9824,55.0
2017-01-02 12:18:05,0.3663,-0.0066,11.319,10.9593,55.0
2017-01-02 12:28:05,0.261648,-0.006624,11.22768,10.972656,55.2
2017-01-02 12:38:05,0.19908,-0.006636,11.14848,10.956036,55.3
2017-01-02 12:48:05,0.156228,-0.003324,11.06892,10.916016,55.4
2017-01-02 12:58:05,0.1332,-0.00666,11.1222,10.99566,55.5
2017-01-02 13:08:05,0.110286,-0.006684,11.0286,10.924998,55.7
2017-01-02 13:18:05,0.10044,-0.006696,11.01492,10.921176,55.8
2017-01-02 13:28:05,0.11088,-0.00336,11.0544,10.94688,56.0
2017-01-02 13:38:05,0.131274,-0.006732,11.04048,10.915938,56.1
2017-01-02 13:48:05,0.162144,-0.006756,11.07984,10.924452,56.3
2017-01-02 13:58:05,0.23391,-0.00678,11.1531,10.92597,56.5
2017-01-02 14:08:04,0.139482,-0.006804,11.0565,10.923822,56.7
2017-01-02 14:18:04,0.133146,-0.003414,10.99308,10.863348,56.9
2017-01-02 14:28:04,0.10944,-0.00684,10.944,10.8414,57.0
2017-01-02 14:38:04,0.10314,-0.006876,11.0016,10.905336,57.3
2017-01-02 14:48:04,0.10368,-0.006912,10.95552,10.858752,57.6
2017-01-02 14:58:04,0.118116,-0.006948,10.97784,10.866672,57.9
2017-01-02 15:08:04,0.101268,-0.006984,10.8252,10.730916,58.2
2017-01-02 15:18:04,0.077088,-0.007008,10.44192,10.37184,58.4
2017-01-02 15:28:04,0.080454,-0.006996,9.75942,9.685962,58.3
2017-01-02 15:38:04,0.083952,-0.006996,8.84994,8.772984,58.3
2017-01-02 15:48:04,0.066576,-0.003504,8.37456,8.311488,58.4
2017-01-02 15:58:04,0.05265,-0.00702,7.9326,7.88697,58.5
2017-01-02 16:08:04,0.07371,-0.00702,7.4412,7.37451,58.5
2017-01-02 16:18:04,0.0351,-0.00702,6.9498,6.92172,58.5
2017-01-02 16:28:04,0.01053,-0.00351,6.4584,6.45138,58.5
2017-01-02 16:38:04,-0.00351,-0.00702,5.967,5.97753,58.5
2017-01-02 16:48:04,-0.01053,-0.00702,5.7213,5.73885,58.5
2017-01-02 16:58:04,-0.00702,-0.00702,5.4405,5.45454,58.5
2017-01-02 17:08:04,-0.00702,-0.00702,4.9842,4.99824,58.5
2017-01-02 17:18:04,-0.01053,-0.00702,4.7385,4.75605,58.5
2017-01-02 17:28:04,-0.007044,-0.003522,4.61382,4.624386,58.7
2017-01-02 17:38:04,-0.007044,-0.007044,4.4025,4.416588,58.7
2017-01-02 17:48:04,-0.010566,-0.007044,4.2264,4.24401,58.7
2017-01-02 17:58:04,-0.007044,-0.007044,4.0503,4.064388,58.7
2017-01-02 18:08:04,-0.007032,-0.007032,3.83244,3.846504,58.6
2017-01-02 18:18:04,-0.007044,-0.003522,3.73332,3.743886,58.7
2017-01-02 18:28:04,-0.007056,-0.007056,3.66912,3.683232,58.8
2017-01-02 18:38:04,-0.007056,-0.003528,3.56328,3.573864,58.8
2017-01-02 18:48:04,-0.007056,-0.007056,3.460968,3.47508,58.8
2017-01-02 18:58:04,-0.007068,-0.007068,3.435048,3.449184,58.9
2017-01-02 19:08:04,-0.007068,-0.003534,3.329028,3.33963,58.9
2017-01-02 19:18:04,-0.007068,-0.007068,3.23361,3.247746,58.9
2017-01-02 19:28:04,-0.007068,-0.007068,3.124056,3.138192,58.9
2017-01-02 19:38:04,-0.007056,-0.003528,3.044664,3.055248,58.8
2017-01-02 19:48:04,-0.007044,-0.007044,2.877474,2.891562,58.7
2017-01-02 19:58:04,-0.007056,-0.007056,2.864736,2.878848,58.8
2017-01-02 20:08:04,-0.003528,-0.003528,2.843568,2.850624,58.8
2017-01-02 20:18:04,-0.007068,-0.007068,2.837802,2.851938,58.9
2017-01-02 20:28:04,-0.007056,-0.007056,2.713032,2.727144,58.8
2017-01-02 20:38:04,-0.007056,-0.003528,2.705976,2.71656,58.8
2017-01-02 20:48:04,-0.007068,-0.007068,2.696442,2.710578,58.9
2017-01-02 20:58:04,-0.007056,-0.007056,2.617776,2.631888,58.8
2017-01-02 21:08:04,-0.007068,-0.003534,2.59749,2.608092,58.9
2017-01-02 21:18:04,-0.003528,-0.007056,2.561328,2.571912,58.8
2017-01-02 21:28:04,-0.007056,-0.007056,2.515464,2.529576,58.8
2017-01-02 21:38:04,-0.003534,-0.003534,2.470266,2.477334,58.9
2017-01-02 21:48:04,-0.007044,-0.007044,2.405526,2.419614,58.7
2017-01-02 21:58:04,-0.003516,-0.003516,2.211564,2.218596,58.6
2017-01-02 22:08:04,-0.007032,-0.007032,2.218596,2.23266,58.6
2017-01-02 22:18:04,-0.003522,-0.003522,2.225904,2.232948,58.7
2017-01-02 22:28:04,-0.007044,-0.007044,2.21886,2.232948,58.7
2017-01-02 22:38:04,-0.003534,-0.007068,2.346576,2.357178,58.9
2017-01-02 22:48:04,-0.007044,-0.003522,2.215338,2.225904,58.7
2017-01-02 22:58:04,-0.003528,-0.007056,2.208528,2.219112,58.8
2017-01-02 23:08:04,-0.007056,-0.007056,2.22264,2.236752,58.8
2017-01-02 23:18:04,-0.003528,-0.003528,2.215584,2.22264,58.8
2017-01-02 23:28:04,-0.007068,-0.007068,2.237022,2.251158,58.9
2017-01-02 23:38:04,-0.00324,-0.00324,0.22356,0.23004,54.0
2017-01-02 23:48:04,-0.006276,-0.006276,-1.782384,-1.769832,52.3
2017-01-02 23:58:04,-0.00312,-0.00312,-1.83768,-1.83144,52.0
2017-01-03 00:08:03,-0.00312,-0.00624,-1.7004,-1.69104,52.0
2017-01-03 00:18:03,-0.006228,-0.003114,-1.827918,-1.818576,51.9
2017-01-03 00:28:03,-0.003102,-0.006204,-1.926342,-1.917036,51.7
2017-01-03 00:38:03,-0.006204,-0.003102,-1.882914,-1.873608,51.7
2017-01-03 00:48:03,-0.00618,-0.00618,-2.20008,-2.18772,51.5
2017-01-03 00:58:03,-0.003102,-0.003102,-1.761936,-1.755732,51.7
2017-01-03 01:08:03,-0.006156,-0.006156,-2.3085,-2.296188,51.3
2017-01-03 01:18:03,-0.00309,-0.00309,-1.82001,-1.81383,51.5
2017-01-03 01:28:03,-0.006168,-0.006168,-1.764048,-1.751712,51.4
2017-01-03 01:38:03,-0.003066,-0.003066,-2.471196,-2.465064,51.1
2017-01-03 01:48:03,-0.006144,-0.006144,-1.870848,-1.85856,51.2
2017-01-03 01:58:03,-0.006132,-0.003066,-2.03889,-2.029692,51.1
2017-01-03 02:08:03,-0.006048,-0.006048,-3.14496,-3.132864,50.4
2017-01-03 02:18:03,-0.006084,-0.003042,-4.22838,-4.219254,50.7
2017-01-03 02:28:03,-0.006,-0.006,-4.71,-4.698,50.0
2017-01-03 02:38:03,-0.006,-0.003,-3.87,-3.861,50.0
2017-01-03 02:48:03,-0.006036,-0.006036,-4.79862,-4.786548,50.3
2017-01-03 02:58:03,-0.00303,-0.00303,-2.33613,-2.33007,50.5
2017-01-03 03:08:03,-0.006036,-0.006036,-2.45967,-2.447598,50.3
2017-01-03 03:18:03,-0.003012,-0.003012,-2.792124,-2.7861,50.2
2017-01-03 03:28:03,-0.006024,-0.003012,-3.10236,-3.093324,50.2
2017-01-03 03:38:03,-0.006024,-0.006024,-2.819232,-2.807184,50.2
2017-01-03 03:48:03,-0.003012,-0.003012,-2.542128,-2.536104,50.2
2017-01-03 03:58:03,-0.006012,-0.006012,-3.12624,-3.114216,50.1
2017-01-03 04:08:04,-0.005988,-0.002994,-3.11376,-3.104778,49.9
2017-01-03 04:18:04,-0.005904,-0.005904,-5.0184,-5.006592,49.2
2017-01-03 04:28:04,-0.005976,-0.002988,-3.85452,-3.845556,49.8
2017-01-03 04:38:04,-0.008856,-0.005904,-3.66048,-3.64572,49.2
2017-01-03 04:48:04,-0.005976,-0.002988,-4.7808,-4.771836,49.8
2017-01-03 04:58:04,-0.00588,-0.00588,-4.8804,-4.86864,49.0
2017-01-03 05:08:04,-0.005976,-0.005976,-3.52584,-3.513888,49.8
2017-01-03 05:18:04,-0.00594,-0.00297,-2.8215,-2.81259,49.5
2017-01-03 05:28:04,-0.005964,-0.005964,-2.612232,-2.600304,49.7
2017-01-03 05:38:04,-0.002976,-0.002976,-2.758752,-2.7528,49.6
2017-01-03 05:48:04,-0.005964,-0.005964,-2.689764,-2.677836,49.7
2017-01-03 05:58:04,-0.005964,-0.002982,-2.424366,-2.41542,49.7
2017-01-03 06:08:04,-0.002982,-0.005964,-2.033724,-2.024778,49.7
2017-01-03 06:18:04,-0.00594,-0.00297,-3.1779,-3.16899,49.5
2017-01-03 06:28:04,-0.00594,-0.00297,-2.54529,-2.53638,49.5
2017-01-03 06:38:04,-0.005868,-0.005868,-4.5477,-4.535964,48.9
2017-01-03 06:48:04,-0.005868,-0.005868,-4.04892,-4.037184,48.9
2017-01-03 06:58:04,-0.005916,-0.002958,-4.79196,-4.783086,49.3
2017-01-03 07:08:04,-0.005844,-0.005844,-5.52258,-5.510892,48.7
2017-01-03 07:18:04,-0.005928,-0.002964,-3.1122,-3.103308,49.4
2017-01-03 07:28:04,-0.005928,-0.005928,-2.679456,-2.6676,49.4
2017-01-03 07:38:04,-0.002958,-0.002958,-2.511342,-2.505426,49.3
2017-01-03 07:48:04,-0.00594,-0.00594,-2.53638,-2.5245,49.5
2017-01-03 07:58:04,-0.005928,-0.002964,-2.080728,-2.071836,49.4
2017-01-03 08:08:04,-0.005916,-0.005916,-2.872218,-2.860386,49.3
2017-01-03 08:18:04,-0.005928,-0.002964,-2.498652,-2.48976,49.4
2017-01-03 08:28:04,0.0,0.008874,-2.638536,-2.64741,49.3
2017-01-03 08:38:04,-0.005928,0.02964,-2.99364,-3.017352,49.4
2017-01-03 08:48:04,-0.002958,0.153816,-2.185962,-2.33682,49.3
2017-01-03 08:58:04,0.0,0.16038,-4.86972,-5.0301,48.6
2017-01-03 09:08:04,-0.005856,0.231312,-3.98208,-4.207536,48.8
2017-01-03 09:18:04,-0.002946,0.200328,-4.68414,-4.881522,49.1
2017-01-03 09:28:04,0.02619,0.24735,-4.5687,-4.84224,48.5
2017-01-03 09:38:04,0.114426,0.710028,-3.46212,-4.286574,48.9
2017-01-03 09:48:04,0.144648,0.79704,-3.86712,-4.808808,49.2
