A,0,1,2
94,-1.39429915876,-0.481815785228,0.0848245617733
95,-1.2995787486,0.0110710369023,0.997499560783
96,-1.04708777742,-1.71041873133,-0.0197928576286
97,-0.58878065543,0.0775806866755,0.840588526858
98,1.77228097326,-1.19570913185,1.58633954623
99,-0.38776699605,-0.427026584105,0.210198350422
100,-1.40115593443,-0.784401819006,-0.176055819026
101,-0.313602717696,0.237822880576,-0.0229652534085
102,-0.862382051172,0.083582022996,1.48295053688
103,-1.00093406703,-0.306802037082,0.939630158974
104,-1.02292709711,-0.191200998015,0.303910629296
105,-0.63235942528,-0.326752151572,0.0731616463736
106,-0.468207354812,-0.636426681224,-0.272033584637
107,1.01674528809,0.0155672220746,-0.277093520434
108,-0.571183589661,2.0401621974,0.450938909343
109,-0.0710366893288,-1.38234672857,-0.984532270264
110,0.969078722624,0.128689848801,-0.132813655062
111,-0.350116196128,-1.43242641794,-0.184843125486
112,0.667726776976,-2.33915312804,-0.429328344474
113,-1.63511152621,0.450497922552,0.957657155734
114,0.356894486825,-1.56302496707,0.47574935251
115,0.461126214886,-0.806057476372,0.552161807574
116,-0.128869290417,-0.238068397674,0.950386169092
117,-0.655802316715,-1.42292582596,0.222629350307
118,-1.18237331189,0.576509784322,0.862256805649
119,-2.00587585255,-0.684122654453,0.28479184045
120,0.145386627426,-0.95152643435,0.15403668162
121,0.984776525876,1.45580739891,2.31977001123
122,-1.99181113957,1.3952663049,1.54633625192
123,-2.12765609063,0.0665034568465,1.30003485025
124,1.01524031179,0.403641573883,1.37996739762
125,-0.311322962483,0.27439317872,0.822454823566
126,-1.25241677742,-1.48204149837,0.560011728196
127,-0.0814094595415,1.28157573348,1.1437538157
128,-0.322657492009,-1.6373986341,2.37614163709
129,0.350912172676,-0.28414469805,0.172723423581
130,0.342169768869,0.809299593992,0.527960918281
131,0.00666773252602,-1.33524525374,-0.333145903784
132,1.32930456794,-0.471559054486,-0.428571852398
133,-0.478564054358,-1.57257903833,0.472400144959
134,-0.584169573327,-0.30135934067,0.637993868939
135,-1.03419830181,-1.4090306376,-0.14816920577
136,-0.828171487785,-0.471333086838,1.29254813509
137,-1.40258562901,-0.929241110237,0.167944124864
138,-2.17998988312,-1.85769379398,0.0811616664284
139,-1.11369003324,-0.958383378144,0.024925177788
140,-1.07317653539,-0.213000918563,0.438196941529
141,-1.13212362075,-0.285752006862,0.587688869447
142,1.19073760026,-1.62477904543,0.129221592187
143,-1.31275946335,1.49040117654,0.603562956387
144,-1.11993270853,-1.24474792864,0.10962466356
145,1.08038434554,-0.877143337787,0.0472184944051
146,-0.174331040923,1.55777071142,2.25115358853
147,-0.272976155983,0.334572858159,1.16324358851
148,1.79119417175,0.111971319529,0.590878414199
149,-0.0322122326409,-0.643007542531,0.846381255642
150,-0.894089877849,-1.08270745957,0.78883049303
151,0.66894835149,-0.285021769992,0.448808231089
152,2.89163633477,-0.62727118175,-0.252238433237
153,-1.1692571088,0.569183230389,0.470018852912
154,-0.72608823446,-0.478135002604,1.05574868269
155,-1.3814377468,-1.6159142925,-0.188527746608
156,0.614988312709,-0.20392760376,2.10602194974
157,-0.97971059728,-1.14096142321,-0.0803923771217
158,0.948434629561,-0.616762133175,0.748312311989
159,1.31417741528,-0.17988287417,2.88019499191
160,1.19008353496,0.129063431748,-0.327575107808
161,-0.61819092826,-0.85713601308,-0.0542962310939
162,-0.623708868263,-0.852539953224,0.858318868286
163,-0.688434181136,-2.04757245927,1.98808253271
164,0.274182222096,0.218836641665,0.906472557488
165,1.31819206096,-0.0976244376195,0.815040014819
166,-0.7504622042,-0.993139162175,0.122799390834
167,-0.72897318136,-1.01836413824,0.971213606183
168,0.405394810787,-1.5842385788,0.582936317338
169,0.28884967406,0.0347528057129,0.844779682651
170,-1.41177186515,-0.264447295593,0.230958551127
171,-0.600795375046,0.0559158450347,0.727537382245
172,0.0492881294799,0.297897770027,0.263253768544
173,-0.793719192452,-0.366428690249,0.68170350526
174,-0.684871828538,-0.778128109886,0.224741368242
175,-0.883919886163,0.266181354396,0.376793106571
176,0.234949500313,-0.120176545804,-0.584511591862
177,-1.56794274333,-1.64879827502,0.96248090057
178,-1.34164695789,-1.83369881586,0.600162819785
179,-0.331453780375,2.51095248968,0.675490735867
180,-1.15275325222,-1.58120688325,0.0821997514104
181,-0.590390199459,-0.844352976544,1.23095855215
182,-1.29557154754,0.31204295858,0.922182676416
183,2.39129283057,-0.456683553947,0.365562805347
184,-1.8588785485,-1.13794431391,0.898901779732
185,-0.408059157992,-0.0270461192495,-6.03883766459e-05
186,-0.543078917465,0.936809982019,2.61365460653
187,-0.941129758537,0.392263654593,0.159812413046
188,-0.75525751355,0.0861021399705,1.59764787055
189,0.36984565005,-0.335564184097,0.0207210940117
190,1.39112861464,0.612252019534,0.452048919996
191,0.857076809765,0.484089295011,-0.36806612036
192,-0.516660723753,2.82901676904,0.754952034107
193,0.330266386634,2.06986078089,1.69425207393
194,0.428473902166,0.120562276996,0.0669192484279
195,-1.53252619145,-0.0648590315592,0.175344062806
196,-0.303142512026,0.548017729247,2.18319319728
197,-1.50470310787,-0.00166847272518,0.439712330577
198,-0.30682375987,0.630449948322,0.231914678998
199,-1.80905594792,-0.370192772819,0.300079838026
200,-2.10379429859,-1.1585829833,0.849812633706
201,-0.062233547837,-0.673651169947,1.06148303345
202,-1.67457203305,-1.71250572376,0.64770057294
203,0.666412073717,-0.0361934339114,0.547221266318
204,-0.46677793535,-1.02802836202,0.0499991219801
205,-1.73011159635,0.0563760434289,1.1069542624
206,-0.597113109239,-1.01138067619,2.82912739753
207,1.450816013,-2.31799555205,1.40374081016
208,1.02111418407,-0.867303041144,1.76649470622
209,-1.05143411378,0.0234144239786,0.618666790073
210,0.268607525751,-0.725674906395,-0.447460361717
211,-0.0679049069529,-1.81691548392,0.814420825931
212,-0.360447116913,1.8524781444,1.1288475219
213,-0.986683248643,-0.219239302175,0.748901207969
214,-0.159218681937,1.44621100775,1.23674707628
215,-0.952550557194,-0.171231027132,0.24620334934
216,-1.46917938804,-1.19410475782,0.061916793816
217,-1.19472437985,-0.539345757744,-0.0292816145082
218,-0.553004675197,-0.126713288374,0.824624706391
219,0.943876044338,0.436817497892,1.49626127068
220,-0.123259692552,-0.644010942297,1.20413772545
221,-0.374939426268,0.833093701634,2.03166690497
222,-0.747521525944,-1.58362498542,-0.0508829791206
223,4.20240916128,-0.921272767341,1.17626369233
224,-0.376582757007,-0.967009591715,0.317479872821
225,1.41315385673,-1.81164710295,1.8212155384
226,0.661425282113,-1.38521928873,0.807930244454
227,-0.355020412768,-0.112413044077,0.113267381267
228,-1.56374126965,-1.47084116802,0.358235207427
229,-0.684545250722,0.519371500971,1.62427313649
230,0.282975755425,-2.43062764412,0.52181750325
231,-1.55041806385,-2.02105202537,0.801447789021
232,-0.976551165006,-1.67639738734,0.440320465576
233,0.125993119829,-0.219061582728,0.126802814521
234,0.0387268585876,0.59415367795,0.22611191486
235,-1.23518854371,-1.90426212196,-0.398369720664
236,0.0541429601371,-0.562918323494,0.406336295157
237,1.8677248712,-0.75430980675,-0.563143812628
238,0.778886580763,-2.8008461865,0.219401268744
239,0.301292661167,0.822224127086,1.18336922862
240,-1.35301804998,-1.08091427141,0.34792674666
241,-0.238451647407,-1.27837380354,-0.190835420042
242,0.538474339301,0.198507044976,2.91437982732
243,-0.939966292053,0.289528398396,0.760098422015
244,-0.827583401785,0.304905544663,0.539235737056
245,0.785306011882,-1.04462447328,2.18794383736
246,1.02850618377,-0.0384220200317,0.583863110788
247,-0.477915101809,-1.18841011613,-0.17226093805
248,-0.731253687753,0.331473248424,0.58815292904
249,-1.61975716873,-1.03185002159,-0.240939224503
250,-1.80540894483,0.604900457206,1.24185699714
251,1.16903325199,0.305840587911,1.8231934275
252,1.02026800372,-1.10562682219,0.658323932777
253,-0.671406423321,-1.92541967341,0.337565117959
254,-0.230228048157,0.373748480263,0.563435705061
255,0.483492671038,-1.15671016037,2.48204653563
256,-1.40320840183,-1.56925366618,0.721080161892
257,-0.154088223825,-1.07651326077,0.00621124966976
258,1.28715947344,1.10165180047,0.738926996552
259,-0.114937331156,-0.430184614826,0.374951352638
260,-1.86500566258,-1.40938165894,0.766665229855
261,-0.86059731346,-0.59194605779,0.598709394745
262,1.04929444956,0.629073714134,0.6105835068
263,-0.379966578098,0.504254781144,1.35767824086
264,0.995724379534,0.381019450681,-0.247401123371
265,0.353355711959,-2.36749197214,0.815828447144
266,-0.421003848265,0.289925888401,0.222797763497
267,1.79119417175,0.111971319529,0.590878414199
268,-0.146797956966,-1.67275893125,0.612860780457
269,-0.192359433854,-0.837874075295,1.35825737818
270,0.593914277119,0.0908101500568,0.872338760136
271,0.279882792886,0.271697855181,1.91752522264
272,0.591287584496,0.297617650334,1.02710210747
273,0.9184918483,0.48111138819,1.11926028492
274,0.134980267732,1.281511959,0.843309388782
275,0.408756077922,0.932206043509,-0.0693494397091
276,-0.183912067928,-2.19504010033,0.32106021925
277,-0.802307493473,1.3265604595,0.690694980842
278,0.574579504272,1.32287271775,3.60579125664
279,2.15568103674,1.13610955578,2.88432405774
280,-0.816225203752,-0.954983539807,1.30299880516
281,-0.359806060792,-1.11708306697,0.322495569613
282,-0.820591650303,-1.06726383327,0.76138351234
283,-0.327897248742,-0.762817847304,0.588198194687
284,0.828646150299,-0.168534714445,1.56215363548
285,3.2245315716,0.650662201143,2.61087798221
286,-0.084648256011,1.13519935731,0.376346112454
287,0.528957773168,-1.08875059281,0.460042399407
288,-0.63858332486,0.383424099305,-0.105333384678
289,-0.0678346067818,-1.14579594285,-0.353508291136
290,0.573577520079,-0.763352767769,-0.0172829745475
291,-0.516528569127,-0.0785023852625,0.222564328356
292,1.35508856902,-1.44418612584,2.24525415767
293,-0.939288070296,-0.514146114124,0.387265315753
294,-0.879035676996,-0.580842806809,0.417932419597
295,0.241297513447,-0.205490677088,0.727061811273
296,1.5905847353,-0.0919747355065,-0.0162494226629
297,0.527705903038,1.5566782848,1.16836637475
298,-2.11643519365,-1.45813694178,0.477447038201
299,-1.17663642411,-0.717960111172,0.728420409934
300,-1.17903868197,-0.677649928897,-0.558663821943
301,1.08482478083,-0.857734695463,2.44245880663
302,0.191838928128,-1.37019008431,0.975623500128
303,1.55409181184,-2.4498741248,0.11973952697
304,5.03089768175,0.57211275915,1.54149309707
305,-0.98544088331,0.19857941607,1.07178932859
306,1.17869079254,-1.88765848187,0.723406240667
307,2.4937370638,-1.38729997317,1.62512947618
308,-0.183128505503,-1.28550093872,0.848396029898
309,-1.28286597977,-0.33516087962,0.697618638364
310,-0.704328824659,-0.261671887706,0.495791622924
311,-0.0756661681471,-1.15431251115,-0.337246894781
312,-0.623337280383,-0.575751388469,-0.0511660482034
313,-0.766636823681,0.095603072391,1.42501002732
314,-0.520836404613,0.0438965764668,-0.13672338295
315,0.676674695995,0.734347619881,2.45430193068
316,-0.808422763805,0.059126358298,0.0988563403034
317,-0.801818656882,0.186446426858,0.0717238142504
318,-0.494842802582,1.15165714753,1.0390315383
319,0.525649198556,-3.41349491035,0.388561041057
320,-0.10906620593,0.0326410919869,2.93916152696
321,1.65580029342,-3.11744428945,2.54427650803
322,-1.36712827004,-0.849670338035,0.100282159037
323,-0.0919697973274,-2.0511935926,0.705631378067
324,1.03035649469,-2.05117452637,-0.389133516881
325,-1.55721867728,-1.06617723872,-0.284944326427
326,-1.08282829026,0.589366727772,1.10808642858
327,1.61279372948,-0.735315147314,-0.384834433731
328,2.0268493514,-1.30058345367,0.894758050057
329,1.26565812997,-1.10078584636,1.86457410351
330,-0.132322145416,-2.19783344866,-0.192713725054
331,0.527922198589,-0.878734696642,-0.0625971077844
332,-0.030269160096,-1.12867287422,0.644737681083
333,-0.354182769019,0.268756774959,0.168242409501
334,-0.766282039135,-1.99277578295,-0.176405448315
335,-1.06359053101,-0.501200356915,0.833144579814
336,-0.771603660462,1.81128700979,0.699365352853
337,-0.665205315391,-2.07973263564,1.71654311042
338,-0.613215947845,2.72385452427,0.69811713791
339,-1.79178256978,0.60154299009,1.36780007881
340,-0.586466733323,-0.846729718603,-0.454016496201
341,-0.650910941779,-0.033511467179,0.626231688585
342,-0.143899544589,-0.176141454301,0.919596710475
343,0.0213606418896,0.522465358577,1.29447620789
344,1.15694571635,-2.0872124199,-0.508291907041
345,-0.477005083315,-0.106641652361,0.175331317648
346,0.394786968627,-1.00813114994,1.99587189856
347,-0.941844157998,-0.526055752679,0.102944260902
348,-1.41455706266,1.33584723295,1.59839878507
349,0.636272025002,-0.826096323882,-0.407644779892
350,0.851948266152,-1.76454408594,-0.494730057463
351,-1.31394206048,0.360152388712,1.24316715525
352,1.05279575921,0.0274338754306,2.22972066863
353,-1.00236741898,0.44403195138,1.55861888674
354,0.198736176349,1.25957721805,2.06030503291
355,-0.78401645285,0.726324943739,2.4769410918
356,-1.21533732984,1.4903837978,0.569531609452
357,-0.169866284745,-1.09760445615,0.824894609725
358,-0.784457082966,-0.512355255933,0.867106236421
359,-0.861794679804,0.61054843914,0.286319124117
360,-0.242301000255,-0.399931417378,2.14019852845
361,-0.44222448847,-0.752913630468,0.473319192849
362,-1.83228192012,-1.44064578876,0.582956061779
363,-0.711554545789,-1.76940406935,-0.3813971305
364,0.567853755985,0.651841440847,0.23405882542
365,-1.53472166774,-0.46457278803,0.90499966143
366,0.843687491391,-1.21446775956,-0.393033590848
367,-0.365127835621,-0.72396475093,0.0840505910286
368,0.132669279072,-1.00112416792,-0.278867086259
369,-0.827324391731,-0.375535089519,1.77428898251
370,0.351719369337,-2.06083530888,-0.29654396502
371,-0.652446602529,-0.444842316999,0.146761998983
372,-0.72407165376,-0.916507396332,0.506054704269
373,2.72958680114,0.91806400567,1.36933484295
374,0.813031630351,1.37500726758,0.511624832821
375,-1.08656500905,-0.690973973478,0.597899453731
376,0.807657348257,-1.9962524466,0.816325721645
377,0.123175570606,-2.28939143958,0.740019384706
378,-0.971150727676,1.332951057,0.707898140618
379,0.680480834052,1.32015632304,0.613210268636
380,1.39239726824,0.362105376468,2.85550369693
381,-0.591955938374,-2.14226033505,-0.505403391743
382,0.770571302529,-0.636284495007,0.665633189796
383,2.22146902828,-1.31712405735,0.143445362123
384,-1.54031241995,-1.623135002,1.1501550217
385,1.20771134915,-1.61871793177,0.075738708172
386,2.33188808517,1.39539266202,0.295862289777
387,0.0553949067594,-0.754144517557,-0.141314264293
388,-0.380141613205,-1.46073955549,0.58497779861
389,-0.397310312346,1.29640231502,0.462200786546
390,0.0994059942161,-0.00318334078729,0.441493259522
391,-0.959595309212,1.87478609701,2.51999094308
392,-0.525129814984,-1.81534574554,0.486595576909
393,-1.81267095313,-0.95733658092,0.018431838845
394,-0.162828297362,-0.869272454523,0.27140850303
395,1.72161617706,0.112532934306,1.1080758233
396,0.49481706943,-1.44310518478,1.55257838539
397,-0.059879679565,-0.617520648365,0.0727066727971
398,-0.563053079236,-1.42524466112,0.488925743375
399,0.747380521016,-1.3704978661,-0.441737465682
400,2.69724167346,-0.356646943065,-0.517593041593
401,1.51751502077,-2.73296046432,-0.895610635373
402,-0.404549332609,-0.308473231718,3.08687119492
403,-0.776897723809,-1.69912285349,-0.153735609131
404,0.59658810271,-1.87442586023,0.179768465199
405,-1.37978838644,-2.24225615632,0.630095933301
406,-0.897302866079,-2.3450724705,0.602695926646
407,3.40146932322,-0.660890396282,-0.732751405652
408,-0.966901443429,-2.10436621244,-0.169002442287
409,-0.804426030204,-1.56781137686,0.810543042712
410,-0.412939584649,-2.4583213548,-0.140871577326
411,0.0377062008497,1.05017797208,0.892365736141
412,-0.865985318805,1.96045353938,3.45304484579
413,0.944405940839,-0.185539331185,2.30979104496
414,-0.480128147876,1.52070996293,1.78390248575
415,-0.598125734294,-0.28421822849,0.908170217832
416,1.33379100748,1.65569909069,2.56706133335
417,0.071752556849,-0.110899859782,0.753739069342
418,2.70578215802,-0.784570228174,2.45981063604
419,-1.04894746564,0.588630736049,1.93512331425
420,-1.15641540111,3.0106337573,1.10056601792
421,0.633121236995,-1.00330697343,0.319071841081
422,-1.66315052437,-0.95626055583,0.688492656994
423,-1.01086734599,-0.472603523955,0.9865161553
424,-0.691289566494,1.55094342959,1.76242619681
425,-0.79652812012,-0.610035750724,0.174944128813
426,-0.613804893984,-0.984586940918,-0.297504590982
427,-0.705715191126,0.393872823894,0.111976542928
428,-0.807948851413,1.31365063553,1.07167450423
429,0.743297297383,-0.00926885116804,0.766437170978
430,-0.283133686089,0.0638486977368,0.924592800862
431,-0.460413122918,0.243088884693,0.491289236366
432,1.58327748935,0.402972999884,1.69174964189
433,1.2445607603,-0.352790465302,0.935156581746
434,-0.825465461638,1.36148945195,0.814732203426
435,-0.794480257539,-0.133257945488,2.44291629669
436,-1.58555534955,-0.302398357081,0.805950936837
437,-1.44508923162,-0.0866320119706,0.83698148592
438,3.28192881251,0.508507540537,0.084066449881
439,-0.379916745532,0.169964332179,0.82003879392
440,0.264910272415,-0.233840008276,0.997818046275
441,-1.81685414986,0.151096803953,0.473531598257
442,-0.184618830189,0.351729914805,1.388098212
443,-1.17845893842,1.86012268249,0.642819517127
444,-1.88923370591,-1.72646048953,0.147103320759
445,0.51593979195,1.97133974834,0.987009931406
446,0.170275444691,-0.154175894497,3.04329748697
447,2.30678989555,0.916197852632,-0.305207991997
448,-0.373032727328,0.573268117968,0.862048523154
449,-1.17937743098,0.0832044531871,0.201930270165
450,-0.148280927957,-0.942697795532,0.203584968355
451,0.386922293586,0.510362841564,2.54981462792
452,-0.571664025891,-0.903776118088,0.186632000556
453,-0.0123899064556,-1.89323380926,0.547800557264
454,0.127945900189,-1.30015466228,2.43799466264
455,-1.14993217311,-0.362993386461,0.10661426303
456,0.29568749137,-1.58991717127,-0.0402951670634
457,-2.38574685376,-0.258061949265,0.405487205465
458,-0.298792512723,-0.61835126486,0.299158499013
459,0.455562065572,-1.79401053361,1.53998688007
460,-1.03953356776,-1.45069503992,2.17547715841
461,-0.942595831744,-0.362503581481,1.17805517917
462,-0.786425665618,-1.73306239109,-0.0887876174291
463,-0.70992707786,-2.08622100512,-0.501829354692
464,-0.129535399673,-0.868768430844,1.39873509842
465,-1.2244408137,-0.36615684498,1.39300392854
466,-0.387889045787,-1.52940416023,0.085058488651
467,-1.27667060251,-1.56184765865,0.0268751690035
468,-1.15154454912,-1.84833890276,0.859611198641
469,-1.25906714417,-0.488765459582,0.195174860999
470,-0.285627163646,-2.23252582945,0.544135781013
471,-0.465470783208,-1.4101641232,0.319755556367
472,2.30679465497,0.91618434268,-0.305219294847
473,-0.858813456205,-1.22020564678,0.615398777832
474,-0.445793386832,-2.40613293585,-0.776198784094
475,0.0259202862469,0.986750700552,0.752597689415
476,-1.22850358827,-1.69201792275,0.024166645909
477,-0.986714255915,0.45937192731,0.487782363629
478,-1.11238889277,-0.585394461007,-0.17415568918
479,-0.481310709827,0.296639900164,0.29619256435
480,-0.385859787446,0.995466096954,0.516121699574
481,-0.819443692306,0.89454242,0.336743226187
482,-0.985509073017,1.77183889257,1.6744810352
483,-1.14813637267,-1.92556094997,-0.493863454314
484,-0.467617261565,-0.300293533026,2.65526309193
485,-1.19813955801,0.251727794006,1.089502872
486,-0.222194428341,-0.442043981328,-0.0475385475367
487,0.353298572955,1.40165098367,0.0968423792859
488,0.0399017975453,0.36274155683,1.20307765495
489,-1.58699141907,-1.20104417097,0.853356278979
490,-1.16184543802,-0.880692297045,0.150571810634
491,-1.5788294608,-0.80292412627,0.0767494981176
492,-0.67785794355,-0.559192114607,-0.0407192378675
493,-0.160144473424,1.91294875287,0.825063920061
494,-0.476589155046,-1.32484790044,-0.212710706537
495,0.209376264698,0.35279730566,0.364609503826
496,-1.08534617416,-0.178462012358,0.279494450074
497,-1.3381382701,-2.21486786886,-0.14443995948
498,0.400072994968,-1.70048650386,2.49788813432
499,-0.543422711031,-1.7566241247,0.888957806871
500,0.1327903935,0.936043589768,1.78832177573
501,-0.405746333375,1.43046621411,1.74723827803
502,-0.214837616691,-0.720189299928,-0.214632792527
503,-1.74404898458,-0.393878476172,0.200523445956
504,0.34213120305,1.03130416058,0.734303045409
505,-0.453165896815,0.366694954095,1.16185559004
506,0.478767033646,-1.02534353684,-0.113838659938
507,2.56082707341,0.244895765603,1.34701401428
508,0.0492881294799,0.297897770027,0.263253768544
509,-1.03359183063,-1.35270166658,0.0159871535292
510,0.328752979934,-0.797820429325,-0.171295350234
511,-0.33408986784,0.836767391631,1.61348953008
512,-0.165020595617,-1.88934590867,-0.765826763291
513,0.955623071194,0.918123725671,1.95650231992
514,0.0572322271738,0.204525013981,1.66145858465
515,-0.255162082633,1.52743630757,0.610055881746
516,-0.145070441652,-0.650555877039,1.28871169244
517,-0.605019263167,-1.61885576267,0.780404560876
518,-0.928690875995,-0.813121352743,0.378332586999
519,-0.5860631993,-2.20928661613,0.475086315706
520,-0.110285372397,-1.30341925906,0.433394650404
521,0.71895545073,0.667031665058,1.16361620653
522,2.4788864759,1.66050534847,0.41701028784
523,-1.04742856411,-0.466771219612,0.888176679261
524,0.905882033437,-1.73527957911,0.499902137074
525,-0.798585841798,0.971717841494,0.123042498818
526,-0.146618695746,-0.450288435145,1.08992442968
527,-1.65938265172,-1.0099069946,-0.31326471946
528,-1.75390514855,0.265011858018,1.17464130827
529,-0.603353893471,0.299392536339,0.226175086846
530,-1.13579404348,0.924021255916,1.35043471538
531,-1.47018978558,0.282677857431,-0.0797751919618
532,-1.52955003219,2.83846586395,1.16766792889
533,-0.859226629944,1.92803742462,2.39127804742
534,-0.559488305015,2.34465122522,3.26493379044
535,1.27100180233,1.27895046822,2.90675074201
536,0.95132657207,1.6393428237,0.792359600656
537,0.940807947056,0.957840227761,1.48395820305
538,-0.482533744315,-0.112740765094,1.1420315613
539,-0.0251136333819,1.73262791838,3.18896577432
540,0.151720479043,1.82209666124,0.679069360732
541,-0.128741201426,-0.351833544247,2.0978872553
542,4.4339930817,0.392492056563,0.902331996819
543,-1.83158370235,-0.83026036923,0.96959924517
544,-0.868995039395,-1.1488881805,-0.423936391266
545,-0.397679380159,0.934813143178,1.54779537673
546,-0.492614356757,-1.78157413317,-0.227934455325
547,-0.405833630165,-1.27169251104,-0.433871288136
548,1.83761667312,0.163712111718,1.79389615499
549,0.0518677742931,-1.48663635356,0.601988674582
550,1.56028951219,-0.976659142387,1.99233358375
551,-0.211593300814,-0.695871284037,2.0064945151
552,-0.965367148582,-0.00839339413645,0.661599088621
553,-0.544174675416,-1.37094689049,-0.0168649225234
554,-1.24324567679,-0.187263254625,0.212093681004
555,-1.26221041923,-1.32870014203,0.00255332968494
556,-0.461988903009,-0.873752217416,1.0336751132
557,-1.90307961803,-0.539756947638,0.0787880913426
558,-1.53233414338,1.04784418775,1.16247457776
559,-0.531086601871,1.56498193235,0.0782084228492
560,-0.861523380672,-2.12797300813,2.29008101986
561,0.370742155182,-0.556112123951,1.00336165108
562,-0.0683457228138,-0.387181786459,2.47336858253
563,-0.890108630406,-1.08563455343,0.654226492515
564,-1.06375875209,-0.825421450042,0.187495193167
565,1.27006869928,-0.0460303940343,2.4809603509
