2day<br>6time<br>OWM<br>Temperature<br>Mean:0.03<br>STD:2.11,2day<br>6time<br>OWM<br>Rain<br>Mean:0.03<br>STD:0.24,2day<br>6time<br>OWM<br>Wind<br>Mean:0.15<br>STD:1.59,2day<br>12time<br>OWM<br>Temperature<br>Mean:0.27<br>STD:1.95,2day<br>12time<br>OWM<br>Rain<br>Mean:0.00<br>STD:0.19,2day<br>12time<br>OWM<br>Wind<br>Mean:0.24<br>STD:1.98,2day<br>18time<br>OWM<br>Temperature<br>Mean:-2.51<br>STD:2.43,2day<br>18time<br>OWM<br>Rain<br>Mean:0.01<br>STD:0.18,2day<br>18time<br>OWM<br>Wind<br>Mean:-0.16<br>STD:2.00,2day<br>21time<br>OWM<br>Temperature<br>Mean:-0.63<br>STD:1.77,2day<br>21time<br>OWM<br>Rain<br>Mean:0.01<br>STD:0.18,2day<br>21time<br>OWM<br>Wind<br>Mean:0.17<br>STD:1.93
0.5,0.0,0,0.5,0.0,1,0.5,0.0,0,-0.5,0.0,0
0.0,0.0,-1,1.0,0.0,-1,0.0,0.0,1,1.0,0.0,1
3.0,0.0,0,-2.0,0.0,0,-2.0,0.0,0,-1.0,0.0,0
-2.0,0.0,0,-1.0,0.0,0,-3.0,0.0,2,0.0,0.0,1
-1.0,0.0,-1,-1.0,0.0,-2,-1.5,0.0,2,-1.5,0.0,0
-0.5,0.0,0,-2.0,0.0,-1,-2.0,0.0,-1,-1.0,0.0,0
0.0,0.0,0,-2.0,0.0,1,-6.0,0.0,-2,-1.0,0.0,-3
0.0,0.0,4,1.0,0.0,1,0.0,0.0,-1,2.0,0.0,-5
1.0,0.0,-1,0.0,0.0,-1,1.0,0.0,3,2.0,0.0,3
1.0,0.0,0,1.0,0.0,0,1.0,0.0,1,1.0,-1.0,3
0.0,0.0,1,0.0,0.0,-3,1.0,0.0,2,0.0,0.0,2
0.0,0.0,-1,-1.0,0.0,-3,0.0,0.0,-2,-1.0,0.0,0
-1.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
0.0,0.0,0,3.0,0.0,0,1.5,0.0,0,-1.0,0.0,0
1.0,0.0,1,2.0,0.0,4,1.0,0.0,0,1.0,0.0,-1
0.0,0.0,0,0.0,0.0,0,-2.0,0.0,-1,-3.0,0.0,-1
-0.5,0.0,1,-1.5,0.0,-1,-2.0,0.0,0,-1.0,0.0,-1
-1.0,0.0,0,0.0,0.0,-1,0.0,0.0,0,-1.0,0.0,-1
-2.0,0.0,-2,0.0,0.0,0,0.0,0.0,-2,-1.0,0.0,0
1.0,0.0,0,0.5,0.0,0,2.0,0.0,-1,0.0,0.0,0
-1.0,0.0,-1,0.0,0.0,-2,2.0,0.0,-2,2.0,0.0,0
-1.5,0.0,-1,-1.5,0.0,-2,-5.0,0.0,-3,-1.0,0.0,0
-1.5,0.0,-1,1.0,0.0,1,-4.5,0.0,-1,-1.0,0.0,-1
2.0,0.0,0,1.0,0.0,-1,-7.0,0.0,0,0.0,0.0,2
-3.0,0.0,-4,3.0,0.0,-2,1.0,0.0,-1,-3.0,0.0,-2
-3.5,0.0,-1,-1.5,0.0,-3,-1.0,0.0,-3,-1.5,0.0,1
0.0,0.0,1,-3.0,0.0,-1,-2.0,0.0,0,-1.0,0.0,1
-1.0,0.0,0,-1.0,0.0,-1,-6.0,0.0,-1,-4.0,0.0,0
-2.0,0.0,3,-3.0,0.0,0,-3.0,0.0,0,0.0,0.0,3
-1.0,0.0,1,2.0,0.0,-1,-4.0,0.0,-1,-4.0,0.0,0
-1.0,0.0,-1,-2.0,0.0,0,-1.0,0.0,2,0.0,0.0,1
0.0,0.0,0,2.0,0.0,4,-6.0,0.0,-2,1.0,0.0,3
4.0,0.0,3,3.5,0.0,4,-3.0,0.0,2,0.0,0.0,0
1.5,0.0,2,-1.0,0.0,3,-6.5,0.0,0,0.5,0.0,7
-1.0,0.0,2,0.0,0.0,2,-3.0,0.0,-2,-2.0,0.0,0
0.0,0.0,4,3.0,0.0,-1,-3.0,0.0,0,-3.0,0.0,0
-3.0,0.0,0,3.0,0.0,2,-1.0,0.0,-4,1.0,0.0,-1
0.0,0.0,2,6.0,0.0,0,-2.0,0.0,2,1.0,0.0,5
6.0,0.0,3,2.0,0.0,0,-2.0,0.0,0,1.0,0.0,2
2.0,0.0,3,0.0,0.0,-1,-3.0,0.0,-3,-1.0,0.0,0
1.0,0.0,2,3.0,0.0,0,-2.0,0.0,0,-1.0,0.0,2
0.0,0.0,-2,-2.5,0.0,-2,2.0,0.0,-3,2.0,1.0,0
-1.0,0.0,1,1.0,0.0,3,-5.0,0.0,-2,-3.0,0.0,0
0.0,0.0,0,0.0,0.0,0,-3.0,0.0,-1,0.0,0.0,1
5.0,0.0,0,2.0,0.0,-1,-4.0,0.0,0,0.0,0.0,1
0.0,0.0,0,0.5,0.0,0,-2.0,0.0,0,-1.0,0.0,-1
-1.5,0.0,0,2.0,0.0,1,-5.5,0.0,-4,-2.5,0.0,0
0.0,0.0,3,-0.5,0.0,3,-5.0,0.0,0,-1.0,0.0,1
-0.5,0.0,2,0.0,0.0,-1,-6.0,0.0,-4,0.5,0.0,-2
2.0,0.0,-1,-1.0,0.0,1,-5.0,2.0,2,-1.0,0.0,2
0.0,0.0,0,1.0,0.0,1,5.0,0.0,1,-1.0,0.0,1
0.0,0.0,1,1.0,0.0,0,-2.0,0.0,-2,-3.0,-1.0,-1
-1.0,1.0,3,-2.0,-1.0,0,-3.0,0.0,-1,-2.0,0.0,2
-1.0,0.0,4,-0.5,0.0,0,-2.0,0.0,0,-4.0,0.0,-1
-3.5,0.0,1,1.0,0.0,0,-4.0,0.0,-1,-5.0,0.0,-1
0.0,0.0,-1,-1.0,0.0,-3,-2.0,0.0,0,1.0,0.0,1
2.0,0.0,-1,2.0,0.0,3,-7.0,0.0,-5,-4.0,0.0,-1
0.0,0.0,1,0.0,0.0,1,-6.0,0.0,0,-4.0,0.0,0
-3.0,0.0,0,0.5,1.0,-1,-6.0,0.0,1,-2.0,0.0,1
-1.0,0.0,0,-1.0,0.0,2,-1.5,0.0,0,0.0,0.0,2
1.0,0.0,1,0.0,0.0,3,-2.5,0.0,-1,1.5,0.0,1
2.0,0.0,2,0.5,0.0,3,0.0,0.0,1,1.0,1.0,3
-0.5,1.0,-2,-3.5,0.0,7,-4.0,0.0,2,0.0,0.0,4
0.0,0.0,2,4.0,0.0,1,-3.0,0.0,6,1.0,0.0,3
1.0,0.0,1,0.0,0.0,-1,-1.0,0.0,1,2.0,0.0,-1
0.5,0.0,-1,3.0,0.0,0,-2.5,0.0,-2,-1.0,0.0,0
3.0,0.0,0,-1.0,-1.0,-6,-5.0,0.0,2,0.0,-1.0,-3
-2.0,0.0,-3,0.5,0.0,1,-3.0,0.0,-6,-2.0,0.0,-4
1.0,0.0,0,-1.0,0.0,2,-2.5,0.0,-1,-3.0,0.0,1
1.0,0.0,0,2.0,0.0,0,-1.0,0.0,-1,1.0,0.0,0
3.0,0.0,0,3.0,0.0,2,-2.0,0.0,0,-1.0,0.0,0
1.5,0.0,1,-0.5,0.0,0,-2.0,0.0,-2,-1.0,0.0,0
3.5,0.0,3,3.0,0.0,0,-5.5,0.0,-4,-0.5,0.0,1
2.0,0.0,1,3.0,0.0,0,-3.0,0.0,1,0.0,0.0,0
1.0,0.0,0,3.0,0.0,-1,-3.0,0.0,-1,-1.0,0.0,0
1.0,0.0,-1,0.0,0.0,-1,-2.0,0.0,-1,0.0,0.0,-1
0.0,0.0,0,1.5,0.0,-1,-4.0,0.0,-1,-1.0,0.0,0
2.5,0.0,-1,4.0,0.0,2,-2.0,0.0,-3,0.5,0.0,2
3.0,0.0,3,0.0,0.0,1,1.0,1.0,1,1.0,0.0,-1
-1.0,3.0,4,0.0,0.0,1,-3.0,0.0,-1,-1.0,0.0,-1
1.0,0.0,2,2.0,0.0,2,0.0,0.0,-1,1.0,0.0,0
1.0,-1.0,2,1.5,0.0,3,0.0,0.0,-1,0.0,0.0,0
2.5,0.0,0,0.0,2.0,-3,-2.0,0.0,3,-1.0,0.0,3
4.0,0.0,2,-1.0,0.0,0,-4.0,0.0,5,-1.0,0.0,-2
1.0,0.0,-1,2.0,0.0,0,-1.0,0.0,1,-1.0,0.0,2
2.0,0.0,-2,2.5,0.0,0,1.0,0.0,-3,-2.0,0.0,1
5.0,0.0,0,0.0,0.0,1,-6.0,0.0,0,0.0,0.0,0
0.0,1.0,-2,-1.5,0.0,1,-5.0,0.0,-1,-2.0,0.0,-1
0.0,0.0,0,-1.0,0.0,0,0.0,0.0,-1,0.0,0.0,-1
-1.0,0.0,0,1.0,0.0,0,-1.0,0.0,-2,3.0,0.0,1
0.0,0.0,1,-1.5,0.0,-2,-4.5,0.0,1,0.0,0.0,-2
3.5,0.0,0,1.0,0.0,0,-1.0,0.0,0,-0.5,0.0,2
2.0,0.0,-1,1.0,0.0,-2,-4.0,0.0,0,-0.5,0.0,-1
0.5,0.0,1,4.0,0.0,1,0.0,1.0,-1,-2.0,0.0,1
2.0,0.0,0,1.0,0.0,1,-2.0,0.0,0,1.0,0.0,0
4.0,0.0,-1,-1.0,0.0,1,0.0,0.0,-4,2.0,0.0,0
3.5,0.0,0,4.0,0.0,2,0.0,0.0,1,3.5,0.0,0
1.0,0.0,0,-2.0,0.0,0,-5.0,0.0,0,1.0,0.0,2
4.0,0.0,0,-3.0,0.0,0,-7.0,0.0,1,1.0,0.0,-1
0.5,0.0,-1,-3.0,0.0,0,-2.0,0.0,0,-1.0,0.0,0
0.0,0.0,0,-1.0,0.0,3,1.0,0.0,1,0.5,0.0,0
1.0,0.0,-1,-0.5,0.0,1,-3.0,0.0,-2,2.0,0.0,-1
2.0,0.0,0,2.0,0.0,1,-3.0,0.0,-1,-1.5,0.0,0
1.0,0.0,2,1.0,0.0,3,1.0,0.0,-2,-1.0,0.0,-1
3.0,0.0,0,0.5,0.0,0,-1.0,0.0,-2,2.0,0.0,0
0.5,0.0,0,0.5,0.0,0,0.0,0.0,0,2.0,0.0,0
1.0,0.0,0,-1.0,0.0,0,-4.0,0.0,0,3.0,0.0,3
1.0,0.0,0,-2.0,0.0,-1,-3.0,0.0,-1,-1.0,0.0,0
3.0,0,0,-0.5,0,0,-10.0,1,1,0.0,0.0,0
2.0,0.0,0,1.0,0.0,0,-2.5,0.0,-2,-5.0,0,0
-0.5,1.0,1,2.5,0.0,4,-2.0,0.0,3,0.0,0,0
1.0,0.0,0,0.0,0.0,1,-3.0,0.0,3,0.5,0.0,0
1.0,0.0,0,-3.0,0.0,1,-5.0,0.0,1,-0.5,0.0,1
2.0,0.0,1,-3.0,0.0,0,-5.0,0.0,-1,0.0,0.0,2
4.5,0.0,-1,-2.0,0.0,-1,-6.0,0.0,-1,-1.0,0.0,1
2.0,0.0,1,-5.0,1.0,0,-4.0,0.0,2,-3.0,0.0,-1
1.5,0.0,3,0.5,0.0,2,-4.0,0.0,1,-2.0,0.0,0
3.0,0.0,0,-3.0,0.0,-2,-1.0,0.0,0,-1.0,0.0,1
1.0,0.0,1,-1.0,0.0,1,-3.0,0.0,2,-2.0,0.0,0
3.0,0.0,1,-4.0,0.0,1,-4.0,0.0,0,-1.0,0.0,0
0.5,0.0,0,-0.5,0.0,0,-3.5,0.0,1,2.0,0.0,-1
3.0,0.0,0,1.0,0.0,2,-6.0,0.0,0,-3.0,0.0,0
2.0,0.0,1,3.0,0.0,1,0.0,0.0,3,-0.5,0.0,1
4.0,0.0,0,1.0,0.0,2,-1.0,0.0,2,-1.0,0.0,0
3.5,0.0,2,1.0,0.0,3,-3.5,0.0,2,2.0,0.0,0
1.5,0.0,-2,1.0,0.0,1,1.0,0.0,2,0.0,0.0,0
2.0,0.0,0,0.0,0.0,5,-2.0,0.0,-3,-1.0,0.0,0
3.0,0.0,1,-1.0,0.0,4,-2.0,1.0,2,0.5,0.0,1
0.0,0.0,2,-1.0,0.0,0,-4.0,0.0,1,0.0,0.0,0
2.0,0.0,0,0.5,0.0,1,-5.0,0.0,-1,-1.0,1.0,2
2.5,0.0,0,-6.0,0.0,2,0.5,0.0,3,-2.0,0.0,1
0.0,0.0,1,-0.5,0.0,0,-4.0,0.0,1,0.0,0.0,-1
0.5,0.0,0,-2.0,0.0,2,-3.0,0.0,-1,-0.5,0.0,0
2.0,0.0,0,-1.0,0.0,-1,-4.0,0.0,0,0.0,-1.0,1
1.0,0.0,0,-2.0,0.0,-1,-5.0,0.0,0,0.0,0.0,-1
1.0,0.0,0,-2.0,0.0,1,-8.0,0.0,1,0.0,0.0,1
-1.0,0.0,1,1.0,0.0,2,-7.0,0.0,-1,-1.0,0.0,-1
0.5,0.0,0,-2.5,0.0,-1,-2.5,0.0,1,-2.0,0.0,0
1.0,0.0,2,0.0,0.0,3,-3.0,0.0,0,-2.0,0.0,0
3.0,0.0,3,-2.0,0.0,0,-4.0,0.0,0,-1.0,0.0,0
2.0,0.0,1,0.5,0.0,2,-5.0,0.0,-2,-1.0,0.0,1
2.5,0.0,1,-1.0,0.0,2,-6.5,0.0,2,0.0,0.0,0
0.0,0.0,4,1.0,0.0,-2,-7.0,0.0,0,-2.0,0.0,-2
0.0,0.0,0,3.0,0.0,1,-8.0,0.0,-1,-0.5,0.0,0
1.0,0.0,1,0.0,0.0,1,-5.0,0.0,-3,-1.0,0.0,1
1.0,0.0,1,1.0,0.0,-1,-3.0,0.0,-2,-3.0,0.0,0
-1.0,0.0,0,2.5,0.0,0,-6.0,0.0,0,0.0,0.0,0
1.5,0.0,0,3.5,0.0,6,-4.5,0.0,-2,1.0,0.0,2
1.5,0.0,0,0.5,0.0,0,-0.5,0.0,0,-2.0,0.0,0
-1.5,0.0,2,0.0,0.0,1,-3.0,0.0,1,-1.5,0.0,-1
1.0,0.0,0,1.0,0.0,2,-7.0,0.0,-2,-1.0,1.0,-2
-4.0,0.0,-1,1.0,0.0,2,-6.0,0.0,0,0.5,0.0,0
-1.0,0.0,0,-0.5,0.0,0,-8.0,0.0,-1,-3.0,0.0,1
-0.5,0.0,0,3.5,0.0,-1,-6.5,0.0,0,-2.0,0.0,1
-0.5,0.0,1,5.5,0.0,1,-5.5,0.0,-1,-3.0,0.0,0
0.5,0.0,0,2.5,0.0,0,-6.5,0.0,-1,-3.5,0.0,0
0.5,0.0,1,2.0,0.0,3,-6.0,0.0,-1,-2.5,0.0,0
1.0,0.0,1,-1.0,0.0,-2,-4.0,0.0,-1,-1.0,0.0,1
0.0,0.0,0,3.0,0.0,3,-1.0,0.0,3,-1.0,0.0,1
0.0,0.0,2,1.0,0.0,0,-2.0,0.0,2,3.0,0.0,0
0.0,0.0,-1,3.0,0.0,0,-3.0,0.0,-1,3.0,0.0,3
-1.0,0.0,0,0.0,0,1,-6.0,0.0,0,1.0,0.0,2
0.0,0,1,4.0,0.0,-1,-5.0,0,0,-2.0,0.0,0
-3.0,0.0,0,1.0,0.0,1,-6.0,0.0,-1,-1.0,0.0,1
-1.0,0.0,0,0.0,0.0,-6,-5.0,0.0,-1,-3.0,0,0
-1.0,0.0,-2,1.0,0.0,-5,-6.0,0.0,-3,-2.0,0.0,-6
-4.0,0.0,-7,3.0,0.0,-4,-4.0,0.0,-7,-3.0,0.0,-3
-4.0,0.0,-9,-3.0,0.0,-3,0.0,0.0,-1,-1.0,0.0,2
1.0,0.0,-7,-1.0,0.0,-8,-2.0,0.0,-13,-1.0,0.0,-1
-1.0,1.0,-2,1.0,0.0,-9,1.0,0.0,-3,-2.0,0.0,-13
-2.0,0.0,0,3.0,0.0,2,-3.0,0.0,0,2.0,0.0,2
-1.0,0.0,0,3.0,0.0,1,-1.0,0.0,0,1.0,0.0,-9
0.0,0.0,0,2.0,0.0,2,-2.0,0.0,-1,-3.0,0.0,-4
0.0,0.0,1,3.0,0.0,1,-1.0,0.0,0,1.0,0.0,-2
0.0,0.0,0,3.0,0.0,1,-3.0,0.0,-1,1.0,0.0,1
-2.0,0.0,0,4.0,0.0,-1,-4.0,0.0,0,1.0,0.0,-1
-1.0,0.0,-1,2.0,-1.0,2,-2.0,0.0,0,0.0,0.0,0
1.0,0.0,1,1.0,0.0,2,-4.0,0.0,-2,-2.0,0.0,-1
-3.0,0.0,-1,2.0,0.0,1,-2.0,0.0,-1,-1.0,0.0,3
0.0,0.0,0,0.0,0.0,-2,-7.0,0.0,0,0.0,0.0,0
0.0,0.0,0,3.0,0.0,1,-5.0,0.0,0,-1.0,0.0,0
1.0,0.0,1,3.0,0.0,0,-3.0,0.0,0,0.0,0.0,0
1.0,0.0,1,4.0,0.0,0,0.0,0.0,1,-1.0,0.0,0
0.0,0.0,0,0.0,0.0,0,1.0,0.0,3,0.0,0.0,0
-1.0,0.0,0,0.0,0.0,3,-2.0,0.0,0,1.0,0.0,0
-2.0,0.0,-1,2.0,0.0,0,-4.0,0.0,0,0.0,0.0,1
1.0,0.0,0,-2.0,0.0,2,-1.0,0.0,2,1.0,0.0,1
1.0,0.0,0,-1.0,0.0,3,-2.0,0.0,1,1.0,0.0,1
-2.0,0.0,1,-2.0,0.0,-1,-3.0,0.0,0,-2.0,0.0,1
-2.0,0.0,-1,-1.0,0.0,0,-2.0,0.0,1,-3.0,0.0,2
-1.0,1.0,-1,-2.0,0.0,3,-3.0,0.0,3,1.0,0.0,1
-1.0,0.0,-1,0.0,0.0,0,-1.0,0.0,-1,-3.0,0.0,-8
0.0,0.0,2,1.0,0.0,2,-1.0,0.0,1,-2.0,0.0,-1
-1.0,0.0,1,-1.0,0.0,-2,-1.0,0.0,1,-3.0,0.0,3
-2.0,0.0,1,-1.0,0.0,0,-2.0,0.0,3,0.0,0.0,0
-3.0,0.0,1,0.0,0.0,2,-2.0,0.0,-1,-3.0,0.0,1
-2.0,0.0,-1,1.0,0.0,4,1.0,0.0,0,-3.0,0.0,-1
-1.0,0.0,0,3.0,0.0,2,2.0,0.0,4,-2.0,0.0,1
-2.0,0.0,-1,-1.0,0.0,-3,-4.0,0.0,0,-2.0,0.0,2
2.0,0.0,3,0.0,0.0,0,0.0,0.0,1,-1.0,0.0,0
0.0,0.0,0,0.0,0.0,0,-2.0,0.0,-2,4.0,0.0,3
-2.0,0.0,-1,3.0,0.0,1,0.0,0.0,3,1.0,0.0,3
3.0,0.0,3,2.0,0.0,1,0.0,0.0,1,1.0,0.0,-1
0.0,0.0,2,-1.0,0.0,-3,-4.0,0.0,0,-1.0,0.0,0
-4.0,0.0,0,1.0,0.0,-5,0.0,0.0,-2,1.0,0.0,2
0.0,0.0,-3,1.0,0.0,-3,0.0,0.0,3,-1.0,0.0,1
0.0,0.0,0,1.0,0.0,-1,-2.0,0.0,3,-2.0,0.0,-3
1.0,0.0,0,-1.0,0.0,2,-2.0,0.0,-2,1.0,0.0,-1
-1.0,0.0,0,-1.0,0.0,-4,-2.0,0.0,1,-1.0,0.0,1
-3.0,0.0,-3,0.0,0.0,1,-5.0,0.0,0,0.0,0.0,1
2.0,0.0,3,-2.0,0.0,0,-3.0,0.0,0,-2.0,0.0,3
-3.0,0.0,-1,-4.0,0.0,0,-3.0,0.0,1,0.0,0.0,-1
-3.0,0.0,0,-2.0,0.0,0,-1.0,0.0,1,0.0,0.0,1
-3.0,0.0,0,0.0,0.0,0,-4.0,0.0,1,-5.0,0.0,0
0.0,0.0,-2,2.0,0.0,1,-4.0,0.0,1,-1.0,0.0,-1
1.0,0.0,1,0.0,0.0,0,-5.0,0.0,0,-2.0,0.0,0
-3.0,0.0,0,-2.0,0.0,0,-3.0,0.0,-1,-1.0,0.0,0
0.0,1.0,-1,-2.0,0.0,-1,-3.0,0.0,0,-3.0,0.0,0
-2.0,0.0,-1,-4.0,0.0,2,-2.0,0.0,0,-2.0,0.0,0
-2.0,0.0,0,-1.0,0.0,0,-3.0,0.0,0,0.0,0,1
-4.0,0.0,0,1.0,0.0,0,-3.0,0.0,-3,-2.0,0.0,-1
1.0,0.0,0,-1.0,0.0,0,-1.0,0.0,1,-2.0,0.0,0
-2.0,0.0,0,-3.0,0.0,-3,-2.0,0.0,2,-1.0,0.0,-1
-2.0,0.0,-3,0.0,0.0,1,-1.0,0.0,1,-4.0,0.0,0
-1.0,0.0,-2,0.0,0.0,1,-4.0,0.0,-1,-2.0,0.0,0
-3.0,0.0,0,1.0,0.0,-1,-2.0,0.0,3,0.0,0.0,-2
-2.0,0.0,-2,-1.0,0.0,1,-2.0,0.0,2,-1.0,0.0,0
-2.0,0.0,0,0.0,0.0,-1,-1.0,0.0,2,-3.0,0.0,0
-1.0,0.0,-2,-2.0,0.0,0,0.0,0.0,2,-1.0,0.0,0
-3.0,0.0,2,0.0,0.0,1,-3.0,0.0,-2,-5.0,0.0,0
-1.0,0.0,2,1.0,0.0,1,-3.0,0.0,-2,-1.0,0.0,3
1.0,0.0,2,2.0,0.0,1,0.0,0.0,0,-1.0,0.0,4
3.0,0.0,0,1.0,0.0,0,0.0,0.0,-1,0.0,0.0,1
2.0,0.0,2,-1.0,0.0,-1,0.0,0.0,0,1.0,0.0,2
-2.0,0.0,0,1.0,0.0,0,0.0,0.0,-1,1.0,0.0,1
0.0,0.0,-2,3.0,0.0,1,-3.0,0,0,-2.0,0.0,-2
2.0,0.0,0,0.0,0.0,0,-11.0,0.0,-2,2.0,0.0,0
-3.0,0.0,0,0.0,0,1,-4.0,0.0,-2,3.0,0.0,1
-5.0,0,0,-2.0,0.0,-3,-1.0,0,1,0.0,0.0,3
-3.0,0.0,2,1.0,0.0,-1,-3.0,0.0,1,-2.0,0,-3
3.0,0.0,-1,0.0,0,1,-2.0,0.0,1,-4.0,0.0,-1
4.0,0,0,-1.0,0.0,1,0.0,0.0,-2,0.0,0.0,0
-3.0,0.0,0,-2.0,0.0,0,0.0,0,4,-1.0,0,0
-4.0,0.0,0,-1.0,0.0,-1,-2.0,0.0,-1,-4.0,0.0,0
0.0,0.0,-1,0.0,0,2,-3.0,0.0,-2,0.0,0.0,2
0.0,0,3,-1.0,0.0,0,-2.0,0.0,-4,0.0,0.0,1
1.0,0.0,-2,0.0,0.0,-1,-3.0,0.0,0,-2.0,0,-2
0.0,0.0,1,-2.0,0.0,-4,-4.0,0.0,-4,-4.0,0.0,-1
-6.0,0.0,-5,-2.0,0.0,-5,-5.0,0.0,-1,-5.0,0.0,-3
-3.0,0.0,-3,-2.0,0.0,-4,-7.0,0.0,1,-1.0,0.0,-3
-4.0,0.0,-6,-1.0,0.0,1,-7.0,0.0,-1,-3.0,0.0,-3
-3.0,0.0,1,-5.0,0.0,1,-3.0,0.0,0,-4.0,0.0,-5
-1.0,0.0,0,-5.0,0.0,0,1.0,0.0,2,-3.0,0.0,1
-4.0,0.0,0,-1.0,0.0,2,-4.0,0.0,-1,-3.0,0.0,1
-4.0,0.0,-1,-1.0,0.0,2,-5.0,0.0,3,-6.0,0.0,-1
-6.0,0.0,1,0.0,0.0,1,-6.0,0.0,1,-2.0,0.0,0
-1.0,0.0,0,-3.0,0.0,1,-4.0,0.0,0,1.0,0.0,0
-6.0,0.0,1,-3.0,0.0,-1,-3.0,0,-1,-3.0,0.0,3
-4.0,0.0,0,-1.0,0.0,1,-2.0,0.0,-2,-1.0,0.0,4
-6.0,0.0,0,1.0,0,0,-2.0,0.0,0,-4.0,0.0,1
0.0,0,1,0.0,0.0,-1,0.0,0,2,-1.0,0.0,0
-1.0,0.0,-1,0.0,0.0,0,-1.0,0,-7,-2.0,0,1
-2.0,0.0,0,4.0,0,1,-2.0,0.0,0,-2.0,0.0,-2
1.0,0,2,4.0,0,1,-3.0,0.0,1,0.0,0.0,1
0.0,0,1,1.0,0.0,1,-2.0,0.0,-2,2.0,0,1
0.0,0.0,1,-1.0,0.0,1,-1.0,0.0,2,-1.0,0,-3
0.0,0.0,0,-1.0,0.0,-1,-1.0,0.0,-2,1.0,0.0,0
-2.0,0.0,0,0.0,0.0,-2,0.0,0.0,3,-1.0,0.0,1
-2.0,0.0,0,0.0,0.0,-1,1.0,0.0,-3,0.0,0.0,-1
-2.0,0.0,-1,1.0,0.0,-1,-1.0,0.0,0,-1.0,0.0,-2
2.0,0.0,0,0.0,0.0,-2,0.0,0.0,0,-1.0,0.0,0
-1.0,0.0,1,2.0,0.0,-3,-1.0,0,0,2.0,0.0,1
-2.0,0.0,-2,1.0,0.0,1,0.0,0.0,0,0.0,0.0,-2
0.0,0.0,1,0.0,0,0,-1.0,0,0,2.0,0.0,1
1.0,0,0,1.0,0.0,1,-3.0,0.0,1,0.0,0.0,0
-2.0,0.0,1,0.0,0,1,-2.0,0.0,2,-1.0,0,0
0.0,0,0,0.0,0.0,-1,-3.0,0.0,4,-2.0,0.0,0
0.0,0.0,0,-1.0,0.0,3,0.0,0.0,-1,-1.0,0,0
-2.0,0.0,1,1.0,0.0,4,-3.0,0.0,0,-1.0,0.0,2
0.0,0.0,2,1.0,0.0,0,-3.0,0.0,0,0.0,0.0,1
