"Temperatur, x; Luftfeuchte, x","Temperatur, y","Luftfeuchte, y"
2018-01-06 01:35:09,20.7,49.6
2018-01-06 01:40:10,20.7,49.6
2018-01-06 01:45:10,20.7,49.7
2018-01-06 01:50:09,20.7,49.6
2018-01-06 01:55:09,20.7,49.7
2018-01-06 02:00:09,20.7,49.7
2018-01-06 02:05:07,20.7,49.6
2018-01-06 02:10:09,20.7,49.8
2018-01-06 02:15:07,20.7,49.7
2018-01-06 02:20:08,20.7,49.8
2018-01-06 02:25:07,20.7,49.7
2018-01-06 02:30:09,20.7,49.7
2018-01-06 02:35:07,20.7,49.7
2018-01-06 02:40:08,20.7,49.8
2018-01-06 02:45:10,20.7,49.7
2018-01-06 02:50:07,20.7,49.7
2018-01-06 02:55:09,20.7,49.7
2018-01-06 03:00:07,20.7,49.7
2018-01-06 03:05:07,20.7,49.8
2018-01-06 03:10:08,20.7,49.8
2018-01-06 03:15:07,20.7,49.7
2018-01-06 03:20:07,20.7,49.9
2018-01-06 03:25:09,20.7,49.8
2018-01-06 03:30:07,20.7,49.8
2018-01-06 03:35:07,20.6,49.8
2018-01-06 03:40:07,20.6,49.8
2018-01-06 03:45:12,20.6,49.6
2018-01-06 03:50:07,20.6,49.6
2018-01-06 03:55:07,20.7,49.9
2018-01-06 04:00:07,20.7,49.9
2018-01-06 04:05:10,20.6,49.7
2018-01-06 04:10:07,20.6,49.7
2018-01-06 04:15:07,20.7,50.0
2018-01-06 04:20:09,20.6,49.7
2018-01-06 04:25:08,20.6,49.8
2018-01-06 04:30:07,20.7,49.8
2018-01-06 04:35:09,20.6,49.8
2018-01-06 04:40:07,20.6,49.7
2018-01-06 04:45:11,20.7,49.8
2018-01-06 04:50:07,20.7,49.8
2018-01-06 04:55:09,20.6,49.8
2018-01-06 05:00:08,20.6,49.8
2018-01-06 05:05:09,20.6,49.8
2018-01-06 05:10:07,20.6,49.9
2018-01-06 05:15:09,20.6,49.8
2018-01-06 05:20:08,20.6,50.0
2018-01-06 05:25:08,20.6,50.4
2018-01-06 05:30:09,20.6,50.0
2018-01-06 05:35:07,20.6,49.8
2018-01-06 05:40:08,20.6,49.9
2018-01-06 05:45:10,20.6,49.8
2018-01-06 05:50:08,20.6,50.0
2018-01-06 05:55:09,20.6,50.0
2018-01-06 06:00:07,20.6,49.9
2018-01-06 06:05:09,20.6,49.9
2018-01-06 06:10:07,20.6,49.9
2018-01-06 06:15:09,20.6,49.9
2018-01-06 06:20:08,20.6,50.0
2018-01-06 06:25:14,20.6,50.0
2018-01-06 06:30:07,20.6,50.0
2018-01-06 06:35:07,20.6,50.0
2018-01-06 06:40:07,20.6,50.0
2018-01-06 06:45:09,20.6,49.9
2018-01-06 06:50:09,20.6,49.9
2018-01-06 06:55:07,20.6,49.9
2018-01-06 07:00:07,20.6,50.1
2018-01-06 07:05:07,20.6,50.0
2018-01-06 07:10:08,20.6,50.0
2018-01-06 07:15:07,20.6,49.9
2018-01-06 07:20:07,20.6,50.0
2018-01-06 07:25:07,20.6,50.0
2018-01-06 07:30:09,20.6,49.9
2018-01-06 07:35:08,20.6,50.2
2018-01-06 07:40:09,20.6,50.1
2018-01-06 07:45:07,20.6,50.1
2018-01-06 07:50:09,20.6,50.1
2018-01-06 07:55:08,20.6,50.3
2018-01-06 08:00:08,20.6,50.3
2018-01-06 08:05:08,20.6,50.3
2018-01-06 08:10:08,20.6,50.4
2018-01-06 08:15:08,20.6,50.4
2018-01-06 08:20:08,20.6,50.5
2018-01-06 08:25:07,20.6,50.4
2018-01-06 08:30:09,20.6,50.5
2018-01-06 08:35:07,20.6,50.4
2018-01-06 08:40:09,20.6,50.4
2018-01-06 08:45:09,20.6,50.5
2018-01-06 08:50:07,20.6,50.4
2018-01-06 08:55:09,20.6,50.4
2018-01-06 09:00:07,20.6,50.4
2018-01-06 09:05:09,20.6,50.3
2018-01-06 09:10:09,20.6,50.4
2018-01-06 09:15:07,20.6,50.2
2018-01-06 09:20:08,20.8,50.2
2018-01-06 09:25:08,20.7,50.7
2018-01-06 09:30:09,20.8,50.8
2018-01-06 09:35:10,20.8,50.8
2018-01-06 09:40:08,20.8,50.8
2018-01-06 09:45:09,20.9,50.7
2018-01-06 09:50:10,20.8,50.1
2018-01-06 09:55:07,20.8,50.0
2018-01-06 10:00:07,20.9,49.2
2018-01-06 10:05:07,20.8,48.2
2018-01-06 10:10:09,20.8,46.8
2018-01-06 10:15:07,20.8,46.8
2018-01-06 10:20:09,20.7,46.4
2018-01-06 10:25:08,20.7,46.1
2018-01-06 10:30:09,20.6,45.7
2018-01-06 10:35:09,20.6,45.6
2018-01-06 10:40:07,20.6,45.5
2018-01-06 10:45:07,20.6,45.2
2018-01-06 10:50:07,20.6,45.1
2018-01-06 10:55:07,20.6,45.2
2018-01-06 11:00:07,20.5,45.4
2018-01-06 11:05:07,20.5,45.5
2018-01-06 11:10:07,20.5,45.5
2018-01-06 11:15:07,20.5,45.2
2018-01-06 11:20:07,20.4,45.1
2018-01-06 11:25:07,20.4,44.8
2018-01-06 11:30:07,20.4,45.3
2018-01-06 11:35:09,20.3,44.8
2018-01-06 11:40:08,20.3,45.0
2018-01-06 11:45:07,20.3,45.1
2018-01-06 11:50:08,20.3,44.8
2018-01-06 11:55:10,20.2,45.0
2018-01-06 12:00:10,20.2,44.6
2018-01-06 12:05:09,20.2,44.5
2018-01-06 12:10:09,20.2,44.5
2018-01-06 12:15:07,20.2,44.6
2018-01-06 12:20:07,20.1,44.6
2018-01-06 12:25:07,20.1,44.8
2018-01-06 12:30:07,20.1,44.7
2018-01-06 12:35:07,20.1,44.6
2018-01-06 12:40:10,20.0,44.6
2018-01-06 12:45:07,20.0,44.6
2018-01-06 12:50:11,20.0,44.2
2018-01-06 12:55:07,20.0,44.2
2018-01-06 13:00:07,20.0,44.5
2018-01-06 13:05:08,20.0,44.4
2018-01-06 13:10:07,20.0,44.3
2018-01-06 13:15:07,20.0,44.4
2018-01-06 13:20:07,19.9,44.5
2018-01-06 13:25:07,19.9,44.5
2018-01-06 13:30:08,19.9,44.4
2018-01-06 13:35:08,19.8,44.5
2018-01-06 13:40:08,19.8,44.7
2018-01-06 13:45:07,19.8,44.6
2018-01-06 13:50:09,19.8,44.4
2018-01-06 13:55:07,19.8,44.3
2018-01-06 14:00:10,19.7,44.9
2018-01-06 14:05:08,19.8,44.8
2018-01-06 14:10:07,19.8,44.8
2018-01-06 14:15:08,19.7,45.1
2018-01-06 14:20:09,19.7,44.9
2018-01-06 14:25:07,19.7,44.9
2018-01-06 14:30:07,19.7,44.9
2018-01-06 14:35:09,19.7,44.9
2018-01-06 14:40:08,19.7,44.6
2018-01-06 14:45:07,19.7,44.6
2018-01-06 14:50:08,19.7,45.0
2018-01-06 14:55:10,19.6,44.7
2018-01-06 15:00:07,19.7,44.8
2018-01-06 15:05:09,19.6,45.4
2018-01-06 15:10:07,19.6,45.2
2018-01-06 15:15:09,19.6,45.4
2018-01-06 15:20:09,19.6,45.2
2018-01-06 15:25:07,19.6,45.2
2018-01-06 15:30:07,19.6,45.1
2018-01-06 15:35:07,19.6,45.0
2018-01-06 15:40:07,19.6,45.2
2018-01-06 15:45:07,19.6,45.2
2018-01-06 15:50:09,19.6,45.1
2018-01-06 15:55:07,19.6,45.1
2018-01-06 16:00:07,19.6,44.8
2018-01-06 16:05:09,19.5,45.1
2018-01-06 16:10:09,19.5,45.1
2018-01-06 16:15:09,19.5,45.5
2018-01-06 16:20:08,19.6,45.3
2018-01-06 16:25:08,19.6,45.2
2018-01-06 16:30:09,19.5,45.0
2018-01-06 16:35:10,19.5,44.8
2018-01-06 16:40:07,19.5,44.9
2018-01-06 16:45:07,19.5,45.5
2018-01-06 16:50:07,19.5,45.5
2018-01-06 16:55:07,19.5,45.4
2018-01-06 17:00:07,19.5,45.4
2018-01-06 17:05:09,19.5,45.2
2018-01-06 17:10:07,19.5,45.1
2018-01-06 17:15:08,19.5,45.1
2018-01-06 17:20:07,19.4,44.9
2018-01-06 17:25:09,19.5,44.4
2018-01-06 17:30:09,19.5,44.5
2018-01-06 17:35:07,19.5,44.5
2018-01-06 17:40:08,19.5,44.6
2018-01-06 17:45:09,19.4,44.9
2018-01-06 17:50:09,19.4,45.0
2018-01-06 17:55:07,19.4,44.9
2018-01-06 18:00:07,19.4,45.1
2018-01-06 18:05:07,19.4,45.2
2018-01-06 18:10:07,19.4,45.2
2018-01-06 18:15:07,19.4,45.3
2018-01-06 18:20:08,19.5,45.5
2018-01-06 18:25:09,19.5,45.4
2018-01-06 18:30:09,19.5,45.6
2018-01-06 18:35:08,19.5,45.5
2018-01-06 18:40:07,19.5,45.6
2018-01-06 18:45:07,19.5,45.6
2018-01-06 18:50:08,19.6,45.8
2018-01-06 18:55:07,19.6,45.7
2018-01-06 19:00:08,19.6,45.9
2018-01-06 19:05:07,19.5,45.8
2018-01-06 19:10:07,19.6,45.8
2018-01-06 19:15:08,19.6,46.0
2018-01-06 19:20:09,19.6,45.8
2018-01-06 19:25:09,19.6,46.0
2018-01-06 19:30:09,19.6,45.9
2018-01-06 19:35:10,19.6,46.0
2018-01-06 19:40:10,19.6,45.9
2018-01-06 19:45:09,19.6,45.9
2018-01-06 19:50:10,19.6,45.9
2018-01-06 19:55:07,19.6,45.9
2018-01-06 20:00:07,19.6,46.0
2018-01-06 20:05:09,19.6,45.9
2018-01-06 20:10:07,19.7,45.9
2018-01-06 20:15:10,19.6,45.8
2018-01-06 20:20:10,19.6,45.8
2018-01-06 20:25:07,19.6,45.8
2018-01-06 20:30:07,19.7,46.0
2018-01-06 20:35:07,19.7,45.8
2018-01-06 20:40:08,19.7,45.7
2018-01-06 20:45:07,19.7,45.5
2018-01-06 20:50:09,19.7,45.8
2018-01-06 20:55:09,19.7,46.1
2018-01-06 21:00:07,19.7,46.1
2018-01-06 21:05:09,19.7,46.6
2018-01-06 21:10:08,19.7,47.0
2018-01-06 21:15:08,19.8,47.1
2018-01-06 21:20:08,19.8,47.2
2018-01-06 21:25:08,19.8,47.4
2018-01-06 21:30:09,19.8,47.5
2018-01-06 21:35:08,19.8,47.5
2018-01-06 21:40:07,19.9,47.8
2018-01-06 21:45:07,19.9,47.8
2018-01-06 21:50:09,19.9,47.7
2018-01-06 21:55:08,19.9,47.9
2018-01-06 22:00:09,20.0,47.9
2018-01-06 22:05:09,19.9,47.1
2018-01-06 22:10:08,20.0,47.9
2018-01-06 22:15:08,20.0,47.9
2018-01-06 22:20:09,20.0,48.0
2018-01-06 22:25:09,20.0,48.0
2018-01-06 22:30:09,20.0,48.0
2018-01-06 22:35:07,20.0,47.9
2018-01-06 22:40:07,20.1,48.2
2018-01-06 22:45:07,20.1,48.2
2018-01-06 22:50:09,20.1,48.2
2018-01-06 22:55:09,20.1,48.0
2018-01-06 23:00:09,20.1,48.1
2018-01-06 23:05:08,20.1,48.0
2018-01-06 23:10:09,20.1,48.1
2018-01-06 23:15:08,20.1,48.1
2018-01-06 23:20:09,20.1,48.1
2018-01-06 23:25:10,20.2,48.0
2018-01-06 23:30:08,20.2,48.1
2018-01-06 23:35:10,20.1,48.0
2018-01-06 23:40:07,20.1,48.0
2018-01-06 23:45:09,20.2,48.2
2018-01-06 23:50:09,20.2,48.0
2018-01-06 23:55:07,20.2,48.0
2018-01-07 00:00:07,20.2,48.1
2018-01-07 00:05:07,20.2,48.1
2018-01-07 00:10:07,20.2,48.2
2018-01-07 00:15:10,20.2,48.2
2018-01-07 00:20:09,20.2,48.2
2018-01-07 00:25:07,20.2,48.2
2018-01-07 00:30:09,20.2,48.2
2018-01-07 00:35:08,20.2,48.3
2018-01-07 00:40:08,20.2,48.3
2018-01-07 00:45:07,20.2,48.2
2018-01-07 00:50:08,20.2,48.4
2018-01-07 00:55:10,20.2,48.3
2018-01-07 01:00:07,20.2,48.3
2018-01-07 01:05:08,20.2,48.4
2018-01-07 01:10:09,20.2,48.3
2018-01-07 01:15:07,20.3,48.5
2018-01-07 01:20:10,20.3,48.5
2018-01-07 01:25:09,20.3,48.5
2018-01-07 01:30:08,20.3,48.5
2018-01-07 01:35:07,20.3,48.6
2018-01-07 01:40:08,20.3,48.7
2018-01-07 01:45:09,20.3,48.6
2018-01-07 01:50:07,20.3,48.6
2018-01-07 01:55:07,20.3,48.6
2018-01-07 02:00:08,20.3,48.7
2018-01-07 02:05:08,20.3,48.7
2018-01-07 02:10:09,20.3,48.7
2018-01-07 02:15:08,20.3,48.8
2018-01-07 02:20:09,20.3,48.7
2018-01-07 02:25:09,20.3,48.7
2018-01-07 02:30:08,20.3,48.8
2018-01-07 02:35:09,20.3,48.7
2018-01-07 02:40:07,20.3,48.7
2018-01-07 02:45:07,20.3,48.9
2018-01-07 02:50:08,20.3,48.9
2018-01-07 02:55:08,20.3,48.9
2018-01-07 03:00:07,20.3,48.7
2018-01-07 03:05:08,20.3,48.9
2018-01-07 03:10:08,20.4,48.9
2018-01-07 03:15:09,20.4,48.8
2018-01-07 03:20:08,20.4,49.0
2018-01-07 03:25:07,20.4,48.8
2018-01-07 03:30:09,20.4,48.9
2018-01-07 03:35:08,20.4,48.9
2018-01-07 03:40:09,20.4,48.9
2018-01-07 03:45:07,20.4,48.8
2018-01-07 03:50:09,20.4,48.9
2018-01-07 03:55:08,20.4,48.9
2018-01-07 04:00:09,20.4,48.9
2018-01-07 04:05:08,20.4,48.9
2018-01-07 04:10:09,20.4,48.8
2018-01-07 04:15:08,20.4,49.0
2018-01-07 04:20:08,20.4,48.8
2018-01-07 04:25:09,20.4,49.0
2018-01-07 04:30:07,20.4,48.9
2018-01-07 04:35:07,20.4,48.9
2018-01-07 04:40:08,20.4,49.0
2018-01-07 04:45:07,20.4,48.9
2018-01-07 04:50:10,20.4,49.0
2018-01-07 04:55:09,20.4,49.0
2018-01-07 05:00:08,20.4,49.0
2018-01-07 05:05:07,20.4,49.1
2018-01-07 05:10:09,20.4,49.0
2018-01-07 05:15:09,20.4,49.1
2018-01-07 05:20:08,20.4,49.2
2018-01-07 05:25:08,20.4,49.0
2018-01-07 05:30:07,20.4,49.0
2018-01-07 05:35:10,20.4,49.1
2018-01-07 05:40:07,20.4,49.0
2018-01-07 05:45:08,20.4,49.1
2018-01-07 05:50:09,20.4,48.9
2018-01-07 05:55:08,20.4,49.1
2018-01-07 06:00:08,20.4,49.1
2018-01-07 06:05:08,20.4,49.0
2018-01-07 06:10:10,20.4,49.2
2018-01-07 06:15:07,20.4,49.0
2018-01-07 06:20:09,20.4,49.1
2018-01-07 06:25:11,20.4,49.1
2018-01-07 06:30:07,20.4,49.1
2018-01-07 06:35:07,20.4,49.1
2018-01-07 06:40:08,20.4,49.2
2018-01-07 06:45:08,20.5,49.3
2018-01-07 06:50:09,20.5,49.3
2018-01-07 06:55:07,20.4,49.1
2018-01-07 07:00:07,20.5,49.3
2018-01-07 07:05:09,20.4,49.1
2018-01-07 07:10:07,20.4,49.1
2018-01-07 07:15:08,20.4,49.3
2018-01-07 07:20:08,20.5,49.3
2018-01-07 07:25:08,20.4,49.3
2018-01-07 07:30:10,20.4,49.2
2018-01-07 07:35:09,20.4,49.3
2018-01-07 07:40:08,20.4,49.2
2018-01-07 07:45:07,20.4,49.3
2018-01-07 07:50:07,20.4,49.3
2018-01-07 07:55:07,20.5,49.4
2018-01-07 08:00:08,20.5,49.4
2018-01-07 08:05:07,20.5,48.6
2018-01-07 08:10:07,20.5,49.4
2018-01-07 08:15:09,20.5,49.3
2018-01-07 08:20:08,20.5,49.4
2018-01-07 08:25:09,20.5,49.3
2018-01-07 08:30:09,20.5,49.5
2018-01-07 08:35:08,20.5,49.5
2018-01-07 08:40:08,20.5,49.6
2018-01-07 08:45:10,20.5,49.6
2018-01-07 08:50:10,20.5,49.8
2018-01-07 08:55:09,20.5,49.7
2018-01-07 09:00:08,20.5,49.8
2018-01-07 09:05:09,20.5,49.9
2018-01-07 09:10:09,20.6,49.8
2018-01-07 09:15:09,20.6,50.0
2018-01-07 09:20:08,20.6,50.1
2018-01-07 09:25:08,20.6,50.0
2018-01-07 09:30:08,20.7,50.4
2018-01-07 09:35:09,20.7,50.2
2018-01-07 09:40:09,20.8,50.2
2018-01-07 09:45:07,20.8,50.2
2018-01-07 09:50:07,20.8,50.2
2018-01-07 09:55:09,20.9,49.9
2018-01-07 10:00:09,21.0,49.7
2018-01-07 10:05:08,21.1,49.6
2018-01-07 10:10:09,21.1,49.3
2018-01-07 10:15:08,21.2,49.2
2018-01-07 10:20:07,21.2,49.1
2018-01-07 10:25:08,21.4,48.9
2018-01-07 10:30:07,21.4,48.8
2018-01-07 10:35:09,21.5,48.5
2018-01-07 10:40:09,21.6,48.2
2018-01-07 10:45:08,21.7,48.1
2018-01-07 10:50:08,21.7,48.0
2018-01-07 10:55:08,21.7,47.8
2018-01-07 11:00:08,21.7,47.7
2018-01-07 11:05:08,21.8,47.6
2018-01-07 11:10:07,21.8,47.6
2018-01-07 11:15:09,21.8,47.4
2018-01-07 11:20:08,21.8,47.7
2018-01-07 11:25:08,21.8,47.5
2018-01-07 11:30:10,21.8,47.4
2018-01-07 11:35:09,21.8,47.5
2018-01-07 11:40:08,21.8,47.5
2018-01-07 11:45:07,21.8,47.4
2018-01-07 11:50:07,21.8,47.5
2018-01-07 11:55:11,21.7,47.4
2018-01-07 12:00:07,21.7,47.4
2018-01-07 12:05:08,21.7,46.9
2018-01-07 12:10:09,21.7,46.6
2018-01-07 12:15:10,21.6,46.4
2018-01-07 12:20:09,21.5,45.9
2018-01-07 12:25:08,21.5,45.9
2018-01-07 12:30:07,21.4,45.6
2018-01-07 12:35:08,21.3,45.6
2018-01-07 12:40:09,21.3,45.7
2018-01-07 12:45:07,21.3,45.6
2018-01-07 12:50:09,21.3,45.8
2018-01-07 12:55:07,21.3,45.7
2018-01-07 13:00:08,21.3,46.0
2018-01-07 13:05:08,21.3,45.9
2018-01-07 13:10:07,21.3,46.0
2018-01-07 13:15:08,21.3,46.4
2018-01-07 13:20:10,21.3,46.4
2018-01-07 13:25:10,21.3,46.4
2018-01-07 13:30:07,21.3,46.4
2018-01-07 13:35:07,21.2,46.5
2018-01-07 13:40:09,21.2,46.7
2018-01-07 13:45:09,21.2,46.8
2018-01-07 13:50:07,21.2,46.8
2018-01-07 13:55:07,21.2,47.0
2018-01-07 14:00:09,21.2,47.7
2018-01-07 14:05:09,21.2,48.0
2018-01-07 14:10:10,21.2,48.0
2018-01-07 14:15:09,21.3,48.4
2018-01-07 14:20:09,21.3,48.7
2018-01-07 14:25:10,21.2,48.5
2018-01-07 14:30:07,21.3,48.5
2018-01-07 14:35:07,21.2,48.4
2018-01-07 14:40:07,21.2,48.4
2018-01-07 14:45:08,21.2,48.6
2018-01-07 14:50:08,21.2,48.6
2018-01-07 14:55:08,21.2,48.5
2018-01-07 15:00:07,21.2,48.6
2018-01-07 15:05:08,21.2,48.7
2018-01-07 15:10:08,21.2,48.5
2018-01-07 15:15:11,21.3,48.4
2018-01-07 15:20:07,21.3,48.5
2018-01-07 15:25:07,21.3,48.5
2018-01-07 15:30:07,21.3,48.5
2018-01-07 15:35:09,21.3,48.3
2018-01-07 15:40:07,21.3,48.4
2018-01-07 15:45:07,21.3,48.5
2018-01-07 15:50:11,21.2,48.4
2018-01-07 15:55:07,21.2,48.4
2018-01-07 16:00:07,21.2,48.6
2018-01-07 16:05:07,21.2,48.6
2018-01-07 16:10:07,21.2,48.8
2018-01-07 16:15:07,21.2,48.8
2018-01-07 16:20:09,21.1,49.0
2018-01-07 16:25:08,21.1,48.8
2018-01-07 16:30:07,21.1,48.8
2018-01-07 16:35:08,21.0,48.1
2018-01-07 16:40:09,21.0,47.7
2018-01-07 16:45:09,20.9,47.1
2018-01-07 16:50:07,20.9,47.1
2018-01-07 16:55:08,20.9,46.8
2018-01-07 17:00:10,20.8,46.2
2018-01-07 17:05:07,20.8,46.0
2018-01-07 17:10:09,20.7,45.4
2018-01-07 17:15:07,20.7,45.5
2018-01-07 17:20:09,20.8,44.9
2018-01-07 17:25:07,20.8,44.9
2018-01-07 17:30:07,20.8,45.0
2018-01-07 17:35:08,20.8,45.0
2018-01-07 17:40:10,20.9,45.3
2018-01-07 17:45:07,20.8,45.1
2018-01-07 17:50:07,20.9,45.4
2018-01-07 17:55:07,20.9,45.6
2018-01-07 18:00:07,20.9,45.7
2018-01-07 18:05:07,20.9,45.8
2018-01-07 18:10:07,20.8,46.0
2018-01-07 18:15:10,20.8,46.0
2018-01-07 18:20:07,20.8,46.0
2018-01-07 18:25:07,20.8,46.3
2018-01-07 18:30:08,20.8,46.4
2018-01-07 18:35:07,20.8,46.3
2018-01-07 18:40:07,20.9,46.5
2018-01-07 18:45:09,21.0,46.4
2018-01-07 18:50:09,20.9,47.1
2018-01-07 18:55:08,20.9,47.0
2018-01-07 19:00:07,20.9,47.6
2018-01-07 19:05:07,21.0,48.0
2018-01-07 19:10:08,21.0,48.4
2018-01-07 19:15:09,21.0,48.5
2018-01-07 19:20:07,21.0,48.4
2018-01-07 19:25:09,21.0,49.3
2018-01-07 19:30:10,21.0,49.8
2018-01-07 19:35:07,21.0,49.7
2018-01-07 19:40:09,21.0,51.0
2018-01-07 19:45:08,21.1,50.7
2018-01-07 19:50:08,21.0,50.5
2018-01-07 19:55:07,21.1,50.8
2018-01-07 20:00:09,21.2,51.7
2018-01-07 20:05:09,21.2,52.5
2018-01-07 20:10:07,21.1,52.4
2018-01-07 20:15:07,21.2,52.9
2018-01-07 20:20:09,21.3,51.9
2018-01-07 20:25:07,21.3,51.7
2018-01-07 20:30:09,21.3,51.1
2018-01-07 20:35:10,21.3,51.4
2018-01-07 20:40:08,21.3,51.4
2018-01-07 20:45:07,21.3,51.3
2018-01-07 20:50:08,21.3,51.1
2018-01-07 20:55:09,21.3,50.1
2018-01-07 21:00:07,21.3,50.8
2018-01-07 21:05:07,21.4,50.8
2018-01-07 21:10:08,21.4,50.8
2018-01-07 21:15:09,21.4,51.5
2018-01-07 21:20:07,21.4,51.4
2018-01-07 21:25:07,21.4,51.9
2018-01-07 21:30:07,21.4,51.9
2018-01-07 21:35:09,21.4,51.8
2018-01-07 21:40:08,21.3,51.8
2018-01-07 21:45:07,21.3,51.7
2018-01-07 21:50:07,21.3,51.4
2018-01-07 21:55:09,21.3,50.9
2018-01-07 22:00:12,21.3,50.5
2018-01-07 22:05:08,21.3,50.5
2018-01-07 22:10:08,21.3,50.4
2018-01-07 22:15:09,21.3,50.1
2018-01-07 22:20:07,21.3,50.0
2018-01-07 22:25:08,21.3,50.0
2018-01-07 22:30:09,21.2,49.9
2018-01-07 22:35:07,21.3,49.9
2018-01-07 22:40:07,21.2,49.9
2018-01-07 22:45:07,21.2,49.9
2018-01-07 22:50:08,21.2,50.1
2018-01-07 22:55:08,21.2,50.0
2018-01-07 23:00:08,21.2,50.0
2018-01-07 23:05:10,21.2,49.9
2018-01-07 23:10:09,21.2,50.0
2018-01-07 23:15:10,21.1,49.9
2018-01-07 23:20:08,21.1,50.0
2018-01-07 23:25:08,21.1,49.9
2018-01-07 23:30:07,21.1,50.0
2018-01-07 23:35:08,21.1,49.9
2018-01-07 23:40:07,21.1,49.8
2018-01-07 23:45:09,21.1,49.8
2018-01-07 23:50:07,21.1,49.8
2018-01-07 23:55:08,21.0,49.8
2018-01-08 00:00:07,21.0,49.9
2018-01-08 00:05:09,21.0,49.8
2018-01-08 00:10:07,21.0,49.8
2018-01-08 00:15:09,21.0,50.0
2018-01-08 00:20:07,21.0,49.8
2018-01-08 00:25:07,21.0,50.0
2018-01-08 00:30:10,20.9,49.9
2018-01-08 00:35:07,20.9,49.9
2018-01-08 00:40:09,20.9,49.9
2018-01-08 00:45:09,20.9,49.8
2018-01-08 00:50:07,20.9,49.8
2018-01-08 00:55:08,20.9,50.0
2018-01-08 01:00:07,20.9,49.8
2018-01-08 01:05:07,20.9,49.9
2018-01-08 01:10:08,20.8,49.8
2018-01-08 01:15:09,20.8,49.7
2018-01-08 01:20:08,20.8,49.9
2018-01-08 01:25:07,20.8,49.7
2018-01-08 01:30:08,20.8,49.9
2018-01-08 01:35:08,20.8,49.9
2018-01-08 01:40:07,20.8,49.9
2018-01-08 01:45:09,20.7,49.9
2018-01-08 01:50:07,20.7,49.9
2018-01-08 01:55:10,20.7,49.9
2018-01-08 02:00:08,20.7,50.1
2018-01-08 02:05:10,20.7,50.0
2018-01-08 02:10:07,20.7,50.0
2018-01-08 02:15:09,20.6,50.0
2018-01-08 02:20:07,20.7,50.0
2018-01-08 02:25:09,20.6,50.0
2018-01-08 02:30:09,20.6,50.0
2018-01-08 02:35:10,20.6,50.0
2018-01-08 02:40:08,20.6,50.0
2018-01-08 02:45:07,20.6,50.0
2018-01-08 02:50:09,20.6,50.1
2018-01-08 02:55:08,20.6,50.1
2018-01-08 03:00:09,20.6,50.3
2018-01-08 03:05:08,20.6,50.0
2018-01-08 03:10:07,20.5,50.0
2018-01-08 03:15:08,20.5,50.1
2018-01-08 03:20:07,20.5,50.0
2018-01-08 03:25:08,20.5,50.1
2018-01-08 03:30:07,20.5,50.0
2018-01-08 03:35:09,20.5,50.0
2018-01-08 03:40:08,20.5,50.1
2018-01-08 03:45:07,20.5,50.0
2018-01-08 03:50:08,20.5,50.4
2018-01-08 03:55:09,20.5,50.1
2018-01-08 04:00:07,20.5,50.0
2018-01-08 04:05:08,20.5,50.1
2018-01-08 04:10:07,20.5,50.0
2018-01-08 04:15:07,20.5,50.1
2018-01-08 04:20:07,20.5,50.1
2018-01-08 04:25:07,20.4,50.0
2018-01-08 04:30:07,20.4,50.0
2018-01-08 04:35:07,20.4,50.0
2018-01-08 04:40:07,20.4,50.0
