"pm2.5, x; pm10, x","pm2.5, y","pm10, y"
2018-01-07 11:45:06,39.9,69.9
2018-01-07 12:00:06,40.3,67.1
2018-01-07 12:15:07,36.1,61.8
2018-01-07 12:30:07,39.9,65.8
2018-01-07 12:45:06,41.8,71.9
2018-01-07 13:00:06,47.3,85.4
2018-01-07 13:15:06,42.8,72
2018-01-07 13:30:06,46.7,84.9
2018-01-07 13:45:06,49,86.5
2018-01-07 14:00:06,33.2,53.4
2018-01-07 14:15:06,30.4,53.2
2018-01-07 14:30:06,29.9,53.1
2018-01-07 14:45:05,26,41.6
2018-01-07 15:00:06,26.5,46.2
2018-01-07 15:15:06,25.8,45.8
2018-01-07 15:30:06,23.9,39.5
2018-01-07 15:45:07,29.6,52.8
2018-01-07 16:00:05,27.9,47.3
2018-01-07 16:15:06,27.1,46.7
2018-01-07 16:30:06,28.2,50.1
2018-01-07 16:45:07,23.3,43
2018-01-07 17:00:06,27.4,47.4
2018-01-07 17:15:06,45.5,77.3
2018-01-07 17:30:07,39.5,71.6
2018-01-07 17:45:06,30.9,55.3
2018-01-07 18:00:07,31.1,58.6
2018-01-07 18:15:06,32.5,56.8
2018-01-07 18:30:06,38.6,69
2018-01-07 18:45:06,33.5,58
2018-01-07 19:00:07,35,63.5
2018-01-07 19:15:06,34.9,61.3
2018-01-07 19:30:07,30.9,55.4
2018-01-07 19:45:06,39.2,71.6
2018-01-07 20:00:06,36.8,70.2
2018-01-07 20:15:07,38.2,75.5
2018-01-07 20:30:06,40.7,74.5
2018-01-07 20:45:06,39,76.8
2018-01-07 21:00:07,43.3,85.1
2018-01-07 21:15:06,44.5,90.4
2018-01-07 21:30:07,45.7,90
2018-01-07 21:45:06,44.2,85.2
2018-01-07 22:00:06,44.3,87.2
2018-01-07 22:15:07,45.7,90.6
2018-01-07 22:30:06,44.9,82.8
2018-01-07 22:45:07,39.4,80.5
2018-01-07 23:00:06,36.5,72
2018-01-07 23:15:06,32.4,65.9
2018-01-07 23:30:06,29.6,56.5
2018-01-07 23:45:06,30.4,57.3
2018-01-08 00:00:06,34.7,65.6
2018-01-08 00:15:06,34.3,66.4
2018-01-08 00:30:07,31,56.4
2018-01-08 00:45:06,32.3,54.3
2018-01-08 01:00:06,33.2,61
2018-01-08 01:15:06,34.8,60.3
2018-01-08 01:30:06,32.5,57.6
2018-01-08 01:45:06,34.2,64.6
2018-01-08 02:00:06,33.3,58.8
2018-01-08 02:15:06,33.3,60.7
2018-01-08 02:30:06,31.8,58.3
2018-01-08 02:45:06,32.8,61.9
2018-01-08 03:00:06,27.1,49
2018-01-08 03:15:07,28.3,51.7
2018-01-08 03:30:06,31.4,59.2
2018-01-08 03:45:06,30.1,57.8
2018-01-08 04:00:06,34.5,61.7
2018-01-08 04:15:06,33.5,62.3
2018-01-08 04:30:06,32.6,62.7
2018-01-08 04:45:06,32.7,57.7
2018-01-08 05:00:06,31.1,58.2
2018-01-08 05:15:06,33.8,63.1
2018-01-08 05:30:06,40.3,71.7
2018-01-08 05:45:06,41.1,76.1
2018-01-08 06:00:07,39.7,79.1
2018-01-08 06:15:06,39.2,72.1
2018-01-08 06:30:06,41.6,91.2
2018-01-08 06:45:06,38.4,76.1
2018-01-08 07:00:07,45.5,87.9
2018-01-08 07:15:06,44.3,90
2018-01-08 07:30:07,53.2,101.4
2018-01-08 07:45:06,46,84.2
2018-01-08 08:00:06,46.6,87.1
2018-01-08 08:15:07,49.7,90.5
2018-01-08 08:30:07,49.7,92.4
2018-01-08 08:45:06,48,93
2018-01-08 09:00:07,48,94.8
2018-01-08 09:15:06,47.8,92
2018-01-08 09:30:06,47.7,93.2
2018-01-08 09:45:06,50.7,98.5
2018-01-08 10:00:06,48.4,91.4
2018-01-08 10:15:07,59.8,113.4
2018-01-08 10:30:05,59.3,109
2018-01-08 10:45:07,51.4,91.3
2018-01-08 11:00:06,55.7,104
2018-01-08 11:15:06,53.1,94
2018-01-08 11:30:07,54.3,103.4
2018-01-08 11:45:06,59.1,118.7
2018-01-08 12:00:07,63.3,122.5
2018-01-08 12:15:05,53,109.6
2018-01-08 12:30:07,51.4,106.5
2018-01-08 12:45:06,54.8,110.6
2018-01-08 13:00:06,54.2,108.3
2018-01-08 13:15:05,48.4,94.3
2018-01-08 13:30:07,39.5,76.5
2018-01-08 13:45:06,39.6,82.4
2018-01-08 14:00:07,40.8,78.1
2018-01-08 14:15:06,47.8,99
2018-01-08 14:30:06,49.3,99.3
2018-01-08 14:45:06,50.7,104.8
2018-01-08 15:00:06,60.6,125.4
2018-01-08 16:45:06,66.3,137.8
2018-01-08 17:00:06,71,157.6
2018-01-08 17:15:06,50.4,111.3
2018-01-08 17:30:06,48.8,99.9
2018-01-08 17:45:06,57.2,132.6
2018-01-08 18:00:06,46.8,102.3
2018-01-08 18:15:06,48.6,99.5
2018-01-08 18:30:06,56.8,120.9
2018-01-08 18:45:06,51.6,108.2
2018-01-08 19:00:06,49,99.5
2018-01-08 19:15:06,38.5,74.3
2018-01-08 19:30:06,35.1,62.9
2018-01-08 19:45:06,35,67.3
2018-01-08 20:00:06,36.7,68.8
2018-01-08 20:15:06,40.3,80.3
2018-01-08 20:30:06,36.9,75.5
2018-01-08 20:45:06,41.6,91
2018-01-08 21:00:06,40,88.6
2018-01-08 21:15:06,36.8,77.9
2018-01-08 21:30:06,35.4,74.4
2018-01-08 21:45:06,34.5,73.7
2018-01-08 22:00:06,33.5,69.8
2018-01-08 22:15:06,35.1,70
2018-01-08 22:30:06,35,70.3
2018-01-08 22:45:05,36.8,69.6
2018-01-08 23:00:07,38.8,77.2
2018-01-08 23:15:06,35.9,75.4
2018-01-08 23:30:05,37,70.9
2018-01-08 23:45:06,37.4,78.9
2018-01-09 00:00:05,39.8,82
2018-01-09 00:15:05,39.6,82
2018-01-09 00:30:05,37.1,71.8
2018-01-09 00:45:07,35.5,73
2018-01-09 01:00:05,32.4,64.7
2018-01-09 01:15:06,32.2,69.1
2018-01-09 01:30:05,31.9,63.8
2018-01-09 01:45:06,30.7,62.7
2018-01-09 02:00:06,31.7,59.6
2018-01-09 02:15:05,30.7,59.9
2018-01-09 02:30:07,30.8,58.3
2018-01-09 02:45:06,31.1,59.7
2018-01-09 03:00:05,33.1,63.4
2018-01-09 03:15:07,33,64.3
2018-01-09 03:30:06,36.9,72.7
2018-01-09 03:45:06,37.4,71.5
2018-01-09 04:00:07,35.6,68.2
2018-01-09 04:15:07,36.1,76.7
2018-01-09 04:30:06,35.3,73.6
2018-01-09 04:45:07,36.6,71.5
2018-01-09 05:00:06,36.8,72.9
2018-01-09 05:15:07,37.4,79.5
2018-01-09 05:30:06,36,71.2
2018-01-09 05:45:07,38,76.9
2018-01-09 06:00:07,38.1,82.4
2018-01-09 06:15:06,33.8,75.1
2018-01-09 06:30:06,37.8,89.6
2018-01-09 06:45:07,42.5,120
2018-01-09 07:00:06,35.3,87.7
2018-01-09 07:15:06,31.2,67.7
2018-01-09 07:30:07,24.9,49.8
2018-01-09 07:45:06,27,54.3
2018-01-09 08:00:06,27.1,55.1
2018-01-09 08:15:07,26.5,61.2
2018-01-09 08:30:06,29.1,58.9
2018-01-09 08:45:06,28.9,57.7
2018-01-09 09:00:07,29.1,57.2
2018-01-09 09:15:06,27.7,57.5
2018-01-09 09:30:07,29.1,60.3
2018-01-09 09:45:06,30.8,61.7
2018-01-09 10:00:06,34.9,70.7
2018-01-09 10:15:06,31.7,63.2
2018-01-09 10:30:06,29.5,61.4
2018-01-09 10:45:06,26.5,52.2
2018-01-09 11:00:05,28.1,53.5
2018-01-09 11:15:06,26.2,48.8
2018-01-09 11:30:06,24.7,49.5
2018-01-09 11:45:06,25.4,52
2018-01-09 12:00:06,28.8,65.7
2018-01-09 12:15:06,26,57.7
2018-01-09 12:30:06,27.2,54.8
2018-01-09 12:45:05,28.5,58
2018-01-09 13:00:06,32.1,67.2
2018-01-09 13:15:06,31.9,68.4
2018-01-09 13:30:06,36,82
2018-01-09 13:45:07,34.2,72
2018-01-09 14:00:06,36.3,76.8
2018-01-09 14:15:07,37.5,85.1
2018-01-09 14:30:06,38.2,83.5
2018-01-09 14:45:06,39.9,82.2
2018-01-09 15:00:07,43.5,94.4
2018-01-09 15:15:06,40.3,85
2018-01-09 15:30:07,49,107.5
2018-01-09 15:45:12,49.1,106.6
2018-01-09 16:00:07,43.4,93.4
2018-01-09 16:15:06,39.6,82.1
2018-01-09 16:30:06,38.5,81.2
2018-01-09 16:45:07,38.6,82.2
2018-01-09 17:00:06,37.6,79
2018-01-09 17:15:07,40.3,85
2018-01-09 17:30:07,47.5,98.8
2018-01-09 17:45:06,44.3,89.6
2018-01-09 18:00:07,41.5,80.8
2018-01-09 18:15:06,42,85.9
2018-01-09 18:30:06,44.1,84.4
2018-01-09 18:45:06,46.1,97.2
2018-01-09 19:00:06,48.1,101
2018-01-09 19:15:07,48,98.3
2018-01-09 19:30:06,51.9,102.3
2018-01-09 19:45:07,60.1,121.9
2018-01-09 20:00:05,59.5,124.3
2018-01-09 20:15:06,58.5,122.4
2018-01-09 20:30:05,58.1,123.1
2018-01-09 20:45:07,65.5,145.8
2018-01-09 21:00:06,60.5,127.9
2018-01-09 21:15:07,69.6,160.8
2018-01-09 21:30:07,60.6,131.4
2018-01-09 21:45:06,57.5,126.5
2018-01-09 22:00:07,56,118.9
2018-01-09 22:15:06,74.6,153.2
2018-01-09 22:30:07,62.2,129.9
2018-01-09 22:45:06,60.7,126.2
2018-01-09 23:00:06,73,166.2
2018-01-09 23:15:07,68.3,152.9
2018-01-09 23:30:06,64.7,144.8
2018-01-09 23:45:07,68.2,142
2018-01-10 00:00:06,68.9,138.4
2018-01-10 00:15:06,65.7,133.1
2018-01-10 00:30:05,67.2,135.3
2018-01-10 00:45:07,74.7,142.3
2018-01-10 01:00:06,63.5,124.1
2018-01-10 01:15:06,62.6,121.9
2018-01-10 01:30:05,57.7,112.3
2018-01-10 01:45:06,54.3,103.2
2018-01-10 02:00:06,53,106.9
2018-01-10 02:15:06,53.6,107.6
2018-01-10 02:30:06,53.3,105
2018-01-10 02:45:07,55.3,106.5
2018-01-10 03:00:06,52.7,102.3
2018-01-10 03:15:06,65.5,147.1
2018-01-10 03:30:06,70.7,155.3
2018-01-10 03:45:05,86.3,212.6
2018-01-10 04:00:06,94,225.5
2018-01-10 04:15:06,92.6,185.6
2018-01-10 04:30:06,95.5,180.3
2018-01-10 04:45:06,130.9,406.1
2018-01-10 05:00:06,142.9,403.7
2018-01-10 05:15:06,130.8,319.8
2018-01-10 05:30:06,105,232.4
2018-01-10 05:45:06,107.5,222.3
2018-01-10 06:00:06,113.1,266.5
2018-01-10 06:15:06,139.3,349.9
2018-01-10 06:30:06,145.6,346.8
2018-01-10 06:45:06,135,280.4
2018-01-10 07:00:06,133.1,281.7
2018-01-10 07:15:06,118.5,247.8
2018-01-10 07:30:07,110.4,242
2018-01-10 07:45:07,102.4,217.3
2018-01-10 08:00:06,102.1,214.4
2018-01-10 08:15:07,96.7,180.5
2018-01-10 08:30:06,104.8,196.8
2018-01-10 08:45:06,99.2,190.1
2018-01-10 09:00:06,96,182.9
2018-01-10 09:15:06,103.5,223.8
2018-01-10 09:30:06,77.6,151.7
2018-01-10 09:45:06,78.8,142.5
2018-01-10 10:00:06,85.9,169.8
2018-01-10 10:15:05,92.3,180.4
2018-01-10 10:30:05,71.1,134.1
2018-01-10 10:45:05,83.3,155.6
2018-01-10 11:00:05,90.5,183
2018-01-10 11:15:07,121.1,235.8
2018-01-10 11:30:05,145.4,286.8
2018-01-10 11:45:06,148.8,288.4
2018-01-10 12:00:05,148.1,294.3
2018-01-10 12:15:06,138.7,273.3
2018-01-10 12:30:06,124.4,236.2
2018-01-10 12:45:06,127.3,242
2018-01-10 13:00:06,133.6,259.2
2018-01-10 13:15:06,137.1,263.7
2018-01-10 13:30:06,148.4,279.3
2018-01-10 13:45:06,199.2,378.3
2018-01-10 14:00:06,186.5,344.1
2018-01-10 14:15:05,154.9,301.1
2018-01-10 14:30:06,173.6,339
2018-01-10 14:45:06,127.7,249.2
2018-01-10 15:00:06,133.9,266.3
2018-01-10 15:15:05,133.5,258.8
2018-01-10 15:30:06,139.4,267
2018-01-10 15:45:06,146.8,287.5
2018-01-10 16:00:06,186.4,362.8
2018-01-10 16:15:06,220.9,427
2018-01-10 16:30:06,209.2,405.4
2018-01-10 16:45:06,247.2,448.9
2018-01-10 17:00:05,309.2,523.5
2018-01-10 17:15:06,246.3,448.3
2018-01-10 17:30:06,267,474.2
2018-01-10 17:45:07,266.9,472.6
2018-01-10 18:00:06,364.4,564.7
2018-01-10 18:15:07,236.2,437.6
2018-01-10 18:30:06,247.3,467.9
2018-01-10 18:45:06,247.6,460.3
2018-01-10 19:00:06,166.6,342
2018-01-10 19:15:06,188.6,360.2
2018-01-10 19:30:07,178.7,344.5
2018-01-10 19:45:06,149.1,284.2
2018-01-10 20:00:07,143.5,279
2018-01-10 20:15:07,142.8,286.1
2018-01-10 20:30:06,147,292.8
2018-01-10 20:45:06,113.2,229
2018-01-10 21:00:06,95.6,190.6
2018-01-10 21:15:06,83.2,172.4
2018-01-10 21:30:06,76.1,154
2018-01-10 21:45:06,66.9,142.3
2018-01-10 22:00:08,63.1,125.1
2018-01-10 22:15:07,62,123.9
2018-01-10 22:30:07,72.2,152.5
2018-01-10 22:45:07,69.6,142.1
2018-01-10 23:00:07,62.8,126.9
2018-01-10 23:15:07,72.3,164.8
2018-01-10 23:30:06,62.8,132.8
2018-01-10 23:45:07,68.3,144.9
2018-01-11 00:00:06,74.7,150.4
2018-01-11 00:15:07,55.9,105.4
2018-01-11 00:30:07,81.4,181.2
2018-01-11 00:45:06,71.4,149.6
2018-01-11 01:00:06,63.2,127.7
2018-01-11 01:15:05,59.5,128.5
2018-01-11 01:30:05,70.7,150.7
2018-01-11 01:45:06,56.7,111.9
2018-01-11 02:00:06,56.4,114.3
2018-01-11 02:15:07,57.2,113.8
2018-01-11 02:30:07,72.1,166.4
2018-01-11 02:45:06,71.7,178.4
2018-01-11 03:00:07,77,194.6
2018-01-11 03:15:06,57.3,131.7
2018-01-11 03:30:06,52.4,116.6
2018-01-11 03:45:06,46,96.5
2018-01-11 04:00:06,55.9,139.8
2018-01-11 04:15:06,55.2,133.2
2018-01-11 04:30:06,49.3,107.4
2018-01-11 04:45:06,46.8,95.8
2018-01-11 05:00:07,47.6,102.8
2018-01-11 05:15:06,46.3,98.2
2018-01-11 05:30:06,46.8,96.4
2018-01-11 05:45:06,53,111.2
2018-01-11 06:00:06,49.4,94.1
2018-01-11 06:15:06,54.8,118.5
2018-01-11 06:30:07,48,93.7
2018-01-11 06:45:06,54.2,116.4
2018-01-11 07:00:07,54.9,117.7
2018-01-11 07:15:06,55.8,116.1
2018-01-11 07:30:06,73.8,166.5
2018-01-11 07:45:06,86.6,202.3
2018-01-11 08:00:06,108.6,245.1
2018-01-11 08:15:06,101.3,225.3
2018-01-11 08:30:06,121.4,261.1
2018-01-11 08:45:06,151,325.4
2018-01-11 09:00:06,138.6,295.9
2018-01-11 09:15:08,104.1,208.2
2018-01-11 09:30:07,99.5,212.3
2018-01-11 09:45:06,108.3,207.7
2018-01-11 10:00:06,77.7,150.4
2018-01-11 10:15:07,80.4,158.7
2018-01-11 10:30:07,89.5,175.4
2018-01-11 10:45:07,88.7,174.7
2018-01-11 11:00:07,81.9,152.7
2018-01-11 11:15:06,70.3,132.9
2018-01-11 11:30:06,71.5,137.8
2018-01-11 11:45:07,71.4,135.3
2018-01-11 12:00:06,72.8,136.4
2018-01-11 12:15:06,63.8,118.1
2018-01-11 12:30:07,59.3,109.6
2018-01-11 12:45:07,56.6,102.6
2018-01-11 13:00:06,63.9,121.4
2018-01-11 13:15:06,72.2,141.6
2018-01-11 13:30:06,62.4,122.2
2018-01-11 13:45:06,67.9,129.6
2018-01-11 14:00:06,69.6,142.6
2018-01-11 14:15:06,74.2,149
2018-01-11 14:30:06,72.3,144.9
2018-01-11 14:45:06,71.4,158.5
2018-01-11 15:00:05,90,215.9
2018-01-11 15:15:05,95.7,238.4
2018-01-11 15:30:07,106.1,274.9
2018-01-11 15:45:06,129.7,355.3
2018-01-11 16:00:06,109,288.7
2018-01-11 16:15:07,128.5,328.4
2018-01-11 16:30:06,136.5,329.4
2018-01-11 16:45:06,120.2,308.5
2018-01-11 17:00:06,121.2,292.6
2018-01-11 17:15:06,144.8,364.4
2018-01-11 17:30:06,131.9,334.4
2018-01-11 17:45:06,121.2,281.7
2018-01-11 18:00:06,127.5,330.9
2018-01-11 18:15:06,120.2,332.2
2018-01-11 18:30:06,136.1,408.6
2018-01-11 18:45:06,131.1,379.3
2018-01-11 19:00:06,112.3,320.5
2018-01-11 19:15:06,113.2,320.5
2018-01-11 19:30:06,110.6,311.7
2018-01-11 19:45:07,116.1,323.2
2018-01-11 20:00:05,110.2,315.9
2018-01-11 20:15:07,107.2,288.4
2018-01-11 20:30:06,105.3,303
2018-01-11 20:45:07,94,252.3
2018-01-11 21:00:05,102.8,285.5
2018-01-11 21:15:06,89.8,222.2
2018-01-11 21:30:06,86.6,208.8
2018-01-11 21:45:06,86.1,213.8
2018-01-11 22:00:06,78.1,186.6
2018-01-11 22:15:07,89,223.5
2018-01-11 22:30:06,78.9,191
2018-01-11 22:45:06,69.2,161.4
2018-01-11 23:00:07,80.5,195.2
2018-01-11 23:15:05,74.9,189
2018-01-11 23:30:07,76.1,178.8
2018-01-11 23:45:06,71.4,164.5
2018-01-12 00:00:06,76,177.2
2018-01-12 00:15:06,56.4,129.2
2018-01-12 00:30:06,51,110.2
2018-01-12 00:45:06,49.7,110
2018-01-12 01:00:06,63.8,138.1
2018-01-12 01:15:06,65.2,140
2018-01-12 01:30:06,62.4,134.4
2018-01-12 01:45:06,63.6,138.7
2018-01-12 02:00:06,54.8,118.2
2018-01-12 02:15:06,62.8,150.3
2018-01-12 02:30:06,57.6,136.8
2018-01-12 02:45:07,55.9,127.5
2018-01-12 03:00:06,59,128.8
2018-01-12 03:15:05,46.2,101
2018-01-12 03:30:06,50.4,109.7
2018-01-12 03:45:06,52.8,108.5
2018-01-12 04:00:07,49.9,98.4
2018-01-12 04:15:06,50.4,106.2
2018-01-12 04:30:06,41.3,80.4
2018-01-12 04:45:06,43,87.6
2018-01-12 05:00:06,49.3,102.9
2018-01-12 05:15:05,47.5,98.1
2018-01-12 05:30:06,40.7,77.1
2018-01-12 05:45:06,45.5,80
2018-01-12 06:00:06,45.8,97.8
2018-01-12 06:15:05,50.6,106.5
2018-01-12 06:30:07,49.7,106.3
2018-01-12 06:45:06,52.4,110.6
2018-01-12 07:00:06,56.9,117.3
2018-01-12 07:15:05,54,113
2018-01-12 07:30:06,60.1,133.5
2018-01-12 07:45:06,58,113.7
2018-01-12 08:00:07,59.3,116.5
2018-01-12 08:15:06,60.3,117
2018-01-12 08:30:07,60.5,126.3
2018-01-12 08:45:06,61.3,125.5
2018-01-12 09:00:06,62.2,129.8
2018-01-12 09:15:07,59.7,127.5
2018-01-12 09:30:06,62.7,129.2
2018-01-12 09:45:06,56.3,120.9
2018-01-12 10:00:05,58.1,122.3
2018-01-12 10:15:07,55.8,119
2018-01-12 10:30:06,55.9,109.7
2018-01-12 10:45:06,45,91.3
2018-01-12 11:00:06,47.8,95.1
2018-01-12 11:15:06,37.4,67
2018-01-12 11:30:06,39.9,73.6
2018-01-12 11:45:07,45.9,88.4
2018-01-12 12:00:05,38.9,69.1
2018-01-12 12:15:07,50.6,102.1
2018-01-12 12:30:06,42.7,84.4
2018-01-12 12:45:07,51.8,111.5
2018-01-12 13:00:06,53.9,103.2
2018-01-12 13:15:07,53.4,107
2018-01-12 13:30:07,54.6,114.4
2018-01-12 13:45:06,51.4,99.9
2018-01-12 14:00:07,59.2,116.9
2018-01-12 14:15:06,58.3,123.2
2018-01-12 14:30:06,49.3,100.1
2018-01-12 14:45:05,58.1,120.6
2018-01-12 15:00:07,62.9,137
2018-01-12 15:15:06,45.3,94.5
2018-01-12 15:30:06,70.8,150
2018-01-12 15:45:05,59.3,127.3
2018-01-12 16:00:05,57,120.9
2018-01-12 16:15:06,49.5,98.4
2018-01-12 16:30:06,64.6,138.8
2018-01-12 16:45:05,65,138
2018-01-12 17:00:06,62.4,126.3
2018-01-12 17:15:06,57.3,120.9
2018-01-12 17:30:06,62.1,137.3
2018-01-12 17:45:06,56.3,119
2018-01-12 18:00:06,54.4,112.1
2018-01-12 18:15:06,59.7,123.9
2018-01-12 18:30:07,50.1,98.2
2018-01-12 18:45:06,54.3,109.9
