"Trace 0; Trace 3, x; Trace 6, x","Trace 1, x; Trace 4; Trace 7, x","Trace 1, y; Trace 2, y","Trace 1, color; Trace 2, color; Trace 3, color; Trace 5, color; Trace 6, color; Trace 7, color","Trace 2, x; Trace 5, x; Trace 8","Trace 3, y; Trace 5, y","Trace 6, y; Trace 7, y"
3.7804290731,46.3122813827,3.7804290731,56.0,-1.1328175285,46.3122813827,-1.1328175285
8.5613545115,32.3311860403,8.5613545115,57.0,5.7920528674,32.3311860403,5.7920528674
10.1401499281,8.1630888769,10.1401499281,58.0,13.8227643716,8.1630888769,13.8227643716
3.5470083456,27.3102401052,3.5470083456,59.0,3.9376643379,27.3102401052,3.9376643379
6.0250842789,27.1655888106,6.0250842789,60.0,21.3748677242,27.1655888106,21.3748677242
16.6637446457,14.7046070007,16.6637446457,61.0,11.5008299958,14.7046070007,11.5008299958
9.5332691357,25.7707243318,9.5332691357,62.0,8.4728011592,25.7707243318,8.4728011592
15.572689002,81.0774773197,15.572689002,63.0,7.8742302371,81.0774773197,7.8742302371
10.5108464646,13.5727009226,10.5108464646,64.0,13.0073222007,13.5727009226,13.0073222007
8.9442472938,27.5731588244,8.9442472938,65.0,6.4749955521,27.5731588244,6.4749955521
9.1891617225,25.8902721158,9.1891617225,66.0,6.6349112992,25.8902721158,6.6349112992
10.0536097774,15.6233827143,10.0536097774,67.0,12.2290757823,15.6233827143,12.2290757823
15.9227300983,63.4325850951,15.9227300983,68.0,5.8278996839,63.4325850951,5.8278996839
13.3711078844,82.3998920768,13.3711078844,69.0,-6.412211058,82.3998920768,-6.412211058
11.0233437166,10.9251412539,11.0233437166,70.0,11.5519511947,10.9251412539,11.5519511947
16.373277293,58.1661852837,16.373277293,71.0,-4.6989812972,58.1661852837,-4.6989812972
10.2619008221,28.0065242687,10.2619008221,72.0,5.0470778199,28.0065242687,5.0470778199
8.9200314958,29.175886893,8.9200314958,73.0,3.5178451333,29.175886893,3.5178451333
10.8082076242,18.4577988336,10.8082076242,74.0,4.9669551322,18.4577988336,4.9669551322
18.8519157733,11.5273618728,18.8519157733,75.0,7.6258057707,11.5273618728,7.6258057707
9.385720059,24.9321919108,9.385720059,76.0,9.1723646562,24.9321919108,9.1723646562
20.9801641323,4.6511173607,20.9801641323,77.0,5.3061856725,4.6511173607,5.3061856725
9.4446788469,31.1649613552,9.4446788469,78.0,9.3190042155,31.1649613552,9.3190042155
10.0044343079,17.6841700596,10.0044343079,79.0,5.2822018298,17.6841700596,5.2822018298
9.2231044308,17.6643771439,9.2231044308,80.0,12.8696126257,17.6643771439,12.8696126257
-0.6835088544,62.8274682339,-0.6835088544,81.0,1.3843100453,62.8274682339,1.3843100453
3.8426122844,57.4788784056,3.8426122844,82.0,-2.4229527187,57.4788784056,-2.4229527187
10.5295031714,19.3492288414,10.5295031714,83.0,8.3063762922,19.3492288414,8.3063762922
10.7037040398,27.7887120943,10.7037040398,84.0,6.30901136,27.7887120943,6.30901136
14.0277019503,78.5877654107,14.0277019503,85.0,-0.7890932162,78.5877654107,-0.7890932162
0.9926528816,66.6725063985,0.9926528816,86.0,3.5852494311,66.6725063985,3.5852494311
1.4577275986,71.2916652614,1.4577275986,87.0,-4.0834639676,71.2916652614,-4.0834639676
7.5703543612,30.8455986763,7.5703543612,88.0,10.1998574407,30.8455986763,10.1998574407
20.8726902573,-0.4002682106,20.8726902573,89.0,5.1194924297,-0.4002682106,5.1194924297
14.2106793871,86.3630885827,14.2106793871,90.0,1.6426568545,86.3630885827,1.6426568545
14.8705489325,74.5656963955,14.8705489325,91.0,1.6870533238,74.5656963955,1.6870533238
-0.4309344341,57.0180258962,-0.4309344341,92.0,2.0685710009,57.0180258962,2.0685710009
8.517499852,22.6420068088,8.517499852,93.0,2.4409665143,22.6420068088,2.4409665143
8.9371600934,27.8675623636,8.9371600934,94.0,10.6879672813,27.8675623636,10.6879672813
20.5009619713,-0.7962730255,20.5009619713,95.0,6.3134174848,-0.7962730255,6.3134174848
8.0210769829,32.4142840615,8.0210769829,96.0,7.0258040778,32.4142840615,7.0258040778
8.883787995,31.0602786969,8.883787995,97.0,8.8633512721,31.0602786969,8.8633512721
3.5258367243,42.4790392495,3.5258367243,98.0,7.3160688132,42.4790392495,7.3160688132
2.1665524031,42.7524036301,2.1665524031,99.0,4.0033185481,42.7524036301,4.0033185481
20.0974008844,11.4182203482,20.0974008844,100.0,6.3456897145,11.4182203482,6.3456897145
14.5838552724,86.966666699,14.5838552724,101.0,0.1179816785,86.966666699,0.1179816785
20.7862236071,-6.3610044892,20.7862236071,102.0,4.0123995784,-6.3610044892,4.0123995784
3.3801664246,41.4718357954,3.3801664246,103.0,6.8697402306,41.4718357954,6.8697402306
8.1899859953,31.2462408891,8.1899859953,104.0,15.8202964811,31.2462408891,15.8202964811
8.4153115604,27.2064536271,8.4153115604,105.0,6.6600056732,27.2064536271,6.6600056732
0.7871125522,56.1456860722,0.7871125522,106.0,-4.7674609147,56.1456860722,-4.7674609147
-0.0724644973,64.064869813,-0.0724644973,107.0,4.0478209213,64.064869813,4.0478209213
8.6314737902,37.8498336994,8.6314737902,108.0,8.5848504193,37.8498336994,8.5848504193
10.9841685766,20.2560891928,10.9841685766,109.0,13.7179143191,20.2560891928,13.7179143191
16.0019010613,67.9095526043,16.0019010613,110.0,8.9572807483,67.9095526043,8.9572807483
14.5088286578,82.780834485,14.5088286578,111.0,0.6843202036,82.780834485,0.6843202036
1.7604719886,43.9494498035,1.7604719886,112.0,-0.4918489632,43.9494498035,-0.4918489632
19.7777180321,7.9690183149,19.7777180321,113.0,2.0216600464,7.9690183149,2.0216600464
19.9058708328,3.4782737802,19.9058708328,114.0,7.425585495,3.4782737802,7.425585495
20.1680859321,-4.3379668911,20.1680859321,115.0,3.5672453411,-4.3379668911,3.5672453411
9.6469437574,11.6456179472,9.6469437574,116.0,7.218159986,11.6456179472,7.218159986
8.7829555733,31.1723765525,8.7829555733,117.0,2.5917606164,31.1723765525,2.5917606164
10.2829089065,21.9413321834,10.2829089065,118.0,13.1388684695,21.9413321834,13.1388684695
9.6598291817,33.1592283263,9.6598291817,119.0,7.5904069549,33.1592283263,7.5904069549
9.6700918868,31.2381760452,9.6700918868,120.0,2.9911863398,31.2381760452,2.9911863398
2.0705950618,50.2333824346,2.0705950618,121.0,2.4484685372,50.2333824346,2.4484685372
9.4288521472,18.5210300196,9.4288521472,122.0,14.6878497301,18.5210300196,14.6878497301
10.0194283601,23.841534286,10.0194283601,123.0,8.4074541463,23.841534286,8.4074541463
10.3555974182,18.7699628335,10.3555974182,124.0,9.7642151656,18.7699628335,9.7642151656
9.8889846809,16.9148287226,9.8889846809,125.0,11.0776600637,16.9148287226,11.0776600637
19.9139551309,2.78572756,19.9139551309,126.0,15.8318274647,2.78572756,15.8318274647
15.2087248173,74.2842442107,15.2087248173,127.0,1.299986756,74.2842442107,1.299986756
2.9203743024,51.1222596321,2.9203743024,128.0,0.5087640634,51.1222596321,0.5087640634
1.3317806282,43.2764097647,1.3317806282,129.0,0.3685461537,43.2764097647,0.3685461537
9.7365190934,12.4744522355,9.7365190934,130.0,12.9240900498,12.4744522355,12.9240900498
4.3780274653,47.6279669944,4.3780274653,131.0,11.7501629124,47.6279669944,11.7501629124
8.9774147112,35.7868888812,8.9774147112,132.0,5.8064290012,35.7868888812,5.8064290012
9.0364757857,22.007656772,9.0364757857,133.0,11.9629883571,22.007656772,11.9629883571
20.1080373455,4.4652887138,20.1080373455,134.0,12.1206648697,4.4652887138,12.1206648697
21.9246536919,-2.6880682587,21.9246536919,135.0,9.0741100158,-2.6880682587,9.0741100158
3.1773050921,48.3517820755,3.1773050921,136.0,10.7955090385,48.3517820755,10.7955090385
8.7475235856,29.2120890712,8.7475235856,137.0,7.6355520784,29.2120890712,7.6355520784
1.4717981742,55.6451820132,1.4717981742,138.0,3.0551422482,55.6451820132,3.0551422482
16.5286340305,69.6035265256,16.5286340305,139.0,-7.267825273,69.6035265256,-7.267825273
1.5571188213,48.7282627562,1.5571188213,140.0,-0.2028101891,48.7282627562,-0.2028101891
9.8555915437,15.4183788758,9.8555915437,141.0,13.5978602749,15.4183788758,13.5978602749
4.0276653055,32.9218627487,4.0276653055,142.0,7.4094357565,32.9218627487,7.4094357565
8.8109644314,24.0759853068,8.8109644314,143.0,13.2270078793,24.0759853068,13.2270078793
2.847466477,50.2702376379,2.847466477,144.0,4.3818774243,50.2702376379,4.3818774243
4.2307383206,64.67088911,4.2307383206,145.0,5.2345280738,64.67088911,5.2345280738
8.6964616287,36.1012045104,8.6964616287,146.0,11.8317104798,36.1012045104,11.8317104798
20.5991264539,-5.7177116436,20.5991264539,147.0,6.9938217777,-5.7177116436,6.9938217777
-0.1791004875,49.6266837256,-0.1791004875,148.0,3.8930884849,49.6266837256,3.8930884849
8.4063373717,33.3215064492,8.4063373717,149.0,14.6974681059,33.3215064492,14.6974681059
0.9660704475,65.5806827012,0.9660704475,150.0,8.9802684457,65.5806827012,8.9802684457
2.0488019182,63.657237208,2.0488019182,151.0,4.0376758486,63.657237208,4.0376758486
19.1045176043,7.7727639983,19.1045176043,152.0,9.100855789,7.7727639983,9.100855789
9.1742692801,25.4535925381,9.1742692801,153.0,9.0805585859,25.4535925381,9.0805585859
0.7194422615,78.3796667131,0.7194422615,154.0,1.4561382479,78.3796667131,1.4561382479
8.3658911468,35.7044036129,8.3658911468,155.0,8.582496389,35.7044036129,8.582496389
15.1426558396,70.2633175163,15.1426558396,156.0,2.2227038312,70.2633175163,2.2227038312
16.490428375,67.1171940117,16.490428375,157.0,-7.7274469315,67.1171940117,-7.7274469315
15.1547796125,77.6109865552,15.1547796125,158.0,-3.0439836569,77.6109865552,-3.0439836569
14.3875693759,79.3097452444,14.3875693759,159.0,6.184126657,79.3097452444,6.184126657
8.3490131159,30.1643335189,8.3490131159,160.0,5.9071847444,30.1643335189,5.9071847444
17.1908156745,12.1932703874,17.1908156745,161.0,0.3882607378,12.1932703874,0.3882607378
9.8732620401,19.5303277223,9.8732620401,162.0,3.5228623116,19.5303277223,3.5228623116
7.0055114891,40.0266256587,7.0055114891,163.0,12.8277162446,40.0266256587,12.8277162446
15.9899765759,71.0573443211,15.9899765759,164.0,-2.2738381197,71.0573443211,-2.2738381197
2.6266867111,45.7913774852,2.6266867111,165.0,4.5885303939,45.7913774852,4.5885303939
2.0818561198,39.013601571,2.0818561198,166.0,3.3112243347,39.013601571,3.3112243347
7.3310001089,30.4403302583,7.3310001089,167.0,2.9375114697,30.4403302583,2.9375114697
9.0541156894,29.3893234829,9.0541156894,168.0,12.0717684719,29.3893234829,12.0717684719
9.4021887831,26.9071193813,9.4021887831,169.0,5.5757271327,26.9071193813,5.5757271327
21.1157932967,-0.6959385316,21.1157932967,170.0,4.876479157,-0.6959385316,4.876479157
8.7088493323,23.4608503204,8.7088493323,171.0,10.3715883473,23.4608503204,10.3715883473
9.4642188692,22.2122096334,9.4642188692,172.0,10.4767604923,22.2122096334,10.4767604923
21.2753750565,-1.3054747538,21.2753750565,173.0,7.3321957218,-1.3054747538,7.3321957218
2.0126260978,69.8882914194,2.0126260978,174.0,4.3426161107,69.8882914194,4.3426161107
8.2214344224,30.625427041,8.2214344224,175.0,7.7382154958,30.625427041,7.7382154958
3.1205451037,58.011147725,3.1205451037,176.0,-3.9478695345,58.011147725,-3.9478695345
2.5278876328,32.9846754522,2.5278876328,177.0,0.0573029611,32.9846754522,0.0573029611
8.3403031274,36.283254993,8.3403031274,178.0,14.9594695782,36.283254993,14.9594695782
16.0650342407,76.909775267,16.0650342407,179.0,8.3832944455,76.909775267,8.3832944455
3.0481656196,56.570571175,3.0481656196,180.0,1.5445449421,56.570571175,1.5445449421
22.032933309,-1.4556206455,22.032933309,181.0,5.8486639864,-1.4556206455,5.8486639864
8.1505880312,34.8739204723,8.1505880312,182.0,9.4015748833,34.8739204723,9.4015748833
10.2521681418,10.6215574498,10.2521681418,183.0,8.9439459258,10.6215574498,8.9439459258
20.5217100328,2.4415576838,20.5217100328,184.0,14.6929636442,2.4415576838,14.6929636442
15.8524021541,71.8908560109,15.8524021541,185.0,7.6016023396,71.8908560109,7.6016023396
21.6001189055,7.8559790601,21.6001189055,186.0,8.0523690894,7.8559790601,8.0523690894
20.126962546,-9.1147713522,20.126962546,187.0,6.364047269,-9.1147713522,6.364047269
7.4489517325,29.2222907578,7.4489517325,188.0,3.1623218445,29.2222907578,3.1623218445
8.3785744158,20.7731564432,8.3785744158,189.0,9.9206098088,20.7731564432,9.9206098088
1.9431096588,50.008168878,1.9431096588,190.0,-0.9492304438,50.008168878,-0.9492304438
15.7995161286,65.5913242366,15.7995161286,191.0,-6.8467603582,65.5913242366,-6.8467603582
9.1161175003,26.9687708544,9.1161175003,192.0,19.4028717371,26.9687708544,19.4028717371
2.2352620585,38.3658782578,2.2352620585,193.0,1.7522216783,38.3658782578,1.7522216783
8.2836543892,18.8804416983,8.2836543892,194.0,9.8973996494,18.8804416983,9.8973996494
8.8296488798,28.0461258166,8.8296488798,195.0,6.917395939,28.0461258166,6.917395939
9.8522122314,8.8195265273,9.8522122314,196.0,3.373920677,8.8195265273,3.373920677
22.2046221575,-4.2705939627,22.2046221575,197.0,5.3971729785,-4.2705939627,5.3971729785
2.5119379634,51.3649203913,2.5119379634,198.0,6.5671579967,51.3649203913,6.5671579967
2.9314322158,34.2724880936,2.9314322158,199.0,5.9008099831,34.2724880936,5.9008099831
10.5711481233,25.6965914465,10.5711481233,200.0,14.0453872936,25.6965914465,14.0453872936
0.3463178517,23.7628274014,0.3463178517,201.0,3.0819310283,23.7628274014,3.0819310283
8.3279966984,42.1829105782,8.3279966984,202.0,4.2301791752,42.1829105782,4.2301791752
9.2738632743,25.4349577796,9.2738632743,203.0,6.5012961629,25.4349577796,6.5012961629
3.1725282313,34.4335195866,3.1725282313,204.0,4.7626748395,34.4335195866,4.7626748395
21.4452847924,-6.9455013929,21.4452847924,205.0,6.9228441436,-6.9455013929,6.9228441436
1.8282113225,57.3577116799,1.8282113225,206.0,3.0765653471,57.3577116799,3.0765653471
19.9129794773,1.8328489263,19.9129794773,207.0,8.5623855233,1.8328489263,8.5623855233
8.1174251992,33.2884006757,8.1174251992,208.0,10.340854531,33.2884006757,10.340854531
0.5171873375,63.7525621228,0.5171873375,209.0,-0.4613976491,63.7525621228,-0.4613976491
8.8917374122,20.4711857209,8.8917374122,210.0,19.342271499,20.4711857209,19.342271499
14.4005483351,79.5471684295,14.4005483351,211.0,-8.3397873292,79.5471684295,-8.3397873292
10.5221432378,23.0924328808,10.5221432378,212.0,7.9304032514,23.0924328808,7.9304032514
9.0873879632,20.6126702125,9.0873879632,213.0,1.6087916287,20.6126702125,1.6087916287
20.1911639664,6.2284368078,20.1911639664,214.0,3.380203029,6.2284368078,3.380203029
2.920494668,43.9677786736,2.920494668,215.0,5.7660343926,43.9677786736,5.7660343926
9.6126867673,18.5057803278,9.6126867673,216.0,9.6484229058,18.5057803278,9.6484229058
20.034035396,4.7769428882,20.034035396,217.0,7.8089487435,4.7769428882,7.8089487435
6.983789449,28.370135122,6.983789449,218.0,12.3885348105,28.370135122,12.3885348105
19.9301220416,1.8252404351,19.9301220416,219.0,6.3087924619,1.8252404351,6.3087924619
7.8847294159,32.2075157263,7.8847294159,220.0,6.2457037928,32.2075157263,6.2457037928
-0.1861648259,47.7901363829,-0.1861648259,221.0,1.9887411312,47.7901363829,1.9887411312
12.1004033528,11.2592383518,12.1004033528,222.0,13.9773312103,11.2592383518,13.9773312103
18.0936343255,14.662318488,18.0936343255,223.0,8.1147908086,14.662318488,8.1147908086
12.8488991087,79.6109543165,12.8488991087,224.0,4.1164312236,79.6109543165,4.1164312236
13.1478875069,92.8403881176,13.1478875069,225.0,-0.7183918348,92.8403881176,-0.7183918348
22.0722089716,0.8417591673,22.0722089716,226.0,3.4138460231,0.8417591673,3.4138460231
20.7474039942,11.6800459229,20.7474039942,227.0,2.8409259958,11.6800459229,2.8409259958
1.7054054532,52.5035822028,1.7054054532,228.0,9.314158384,52.5035822028,9.314158384
1.9936477722,54.4692097414,1.9936477722,229.0,9.9838890919,54.4692097414,9.9838890919
2.7012047368,54.2525271223,2.7012047368,230.0,0.3527778875,54.2525271223,0.3527778875
7.3807974414,22.5339400595,7.3807974414,231.0,9.2735611678,22.5339400595,9.2735611678
10.2680221372,28.2742522941,10.2680221372,232.0,6.3828733035,28.2742522941,6.3828733035
18.3577604657,8.8598821152,18.3577604657,233.0,3.6468710108,8.8598821152,3.6468710108
1.9749572185,52.0204106431,1.9749572185,234.0,6.2748923504,52.0204106431,6.2748923504
1.0616613459,41.212691567,1.0616613459,235.0,2.7249814352,41.212691567,2.7249814352
0.7831035008,59.125864958,0.7831035008,236.0,-4.185044344,59.125864958,-4.185044344
16.1078462901,70.5673197081,16.1078462901,237.0,1.9407444707,70.5673197081,1.9407444707
4.3856086749,34.8469209665,4.3856086749,238.0,1.2826724641,34.8469209665,1.2826724641
2.1118585457,43.5884903405,2.1118585457,239.0,2.7753983718,43.5884903405,2.7753983718
15.4276921076,75.0476255538,15.4276921076,240.0,-1.4019202146,75.0476255538,-1.4019202146
1.4235976694,35.0229223822,1.4235976694,241.0,-0.0947447311,35.0229223822,-0.0947447311
20.380078126,9.4376355218,20.380078126,242.0,-2.8331271442,9.4376355218,-2.8331271442
21.017445499,2.1838175488,21.017445499,243.0,6.6471542309,2.1838175488,6.6471542309
20.2369457001,11.4773811033,20.2369457001,244.0,7.3028987811,11.4773811033,7.3028987811
3.8362629182,40.8390942802,3.8362629182,245.0,3.9848152933,40.8390942802,3.9848152933
3.6445839819,34.8345327104,3.6445839819,246.0,5.9679683597,34.8345327104,5.9679683597
1.4317927168,59.3087689391,1.4317927168,247.0,8.3484924938,59.3087689391,8.3484924938
8.395009323,32.7917951143,8.395009323,248.0,9.2927221002,32.7917951143,9.2927221002
2.2339613173,46.5241166012,2.2339613173,249.0,-4.2711793062,46.5241166012,-4.2711793062
15.8837775865,69.4766462938,15.8837775865,250.0,-6.6812976637,69.4766462938,-6.6812976637
14.5153503162,82.008267996,14.5153503162,251.0,-5.2056851002,82.008267996,-5.2056851002
20.5110096508,4.8987977546,20.5110096508,252.0,6.4869139502,4.8987977546,6.4869139502
8.6415914606,25.2658119746,8.6415914606,253.0,8.8476949976,25.2658119746,8.8476949976
18.2315030334,6.2597118502,18.2315030334,254.0,5.5504054778,6.2597118502,5.5504054778
18.0766088637,14.3179650888,18.0766088637,255.0,6.9639012076,14.3179650888,6.9639012076
9.8816204696,13.3126556387,9.8816204696,256.0,5.8135535476,13.3126556387,5.8135535476
2.8148582425,42.3798239394,2.8148582425,257.0,9.7759977324,42.3798239394,9.7759977324
21.7086752627,-6.2708495504,21.7086752627,258.0,12.6475545128,-6.2708495504,12.6475545128
21.1514352167,-7.940221051,21.1514352167,259.0,7.6810872424,-7.940221051,7.6810872424
9.1108301702,31.8757567151,9.1108301702,260.0,4.1805772256,31.8757567151,4.1805772256
9.1831042701,25.6597347589,9.1831042701,261.0,7.8637668427,25.6597347589,7.8637668427
2.4342222364,68.8006017325,2.4342222364,262.0,4.2385838988,68.8006017325,4.2385838988
3.5836180062,53.29538792,3.5836180062,263.0,5.79830514,53.29538792,5.79830514
18.9550037035,1.3514733128,18.9550037035,264.0,8.4498553979,1.3514733128,8.4498553979
21.5606766127,3.1959104365,21.5606766127,265.0,2.4797000917,3.1959104365,2.4797000917
1.5149897246,33.9172039953,1.5149897246,266.0,5.0076594756,33.9172039953,5.0076594756
4.0879744719,43.3115831687,4.0879744719,267.0,2.8625720195,43.3115831687,2.8625720195
1.2603487139,55.9131991169,1.2603487139,268.0,4.2988922649,55.9131991169,4.2988922649
20.5238579722,-6.5852619465,20.5238579722,269.0,3.015089056,-6.5852619465,3.015089056
9.9779240047,23.7465455898,9.9779240047,270.0,14.3825234023,23.7465455898,14.3825234023
1.7046600264,31.2934730141,1.7046600264,271.0,3.8274675131,31.2934730141,3.8274675131
9.5366256738,13.8872000706,9.5366256738,272.0,7.9434220113,13.8872000706,7.9434220113
8.6723078154,26.0800998641,8.6723078154,273.0,11.412114066,26.0800998641,11.412114066
2.1649033139,56.2554135901,2.1649033139,274.0,-5.3946964103,56.2554135901,-5.3946964103
20.1414611073,10.1069979148,20.1414611073,275.0,3.4100500623,10.1069979148,3.4100500623
-0.8402282428,44.0373265157,-0.8402282428,276.0,1.4851981033,44.0373265157,1.4851981033
9.5023686192,24.1726344151,9.5023686192,277.0,15.025033108,24.1726344151,15.025033108
11.1043972358,14.5279024773,11.1043972358,278.0,-0.1557157515,14.5279024773,-0.1557157515
3.7700070074,56.9445477272,3.7700070074,279.0,1.2138627036,56.9445477272,1.2138627036
9.1840578621,24.1029952027,9.1840578621,280.0,8.6654281055,24.1029952027,8.6654281055
8.089310522,28.8426728628,8.089310522,281.0,7.7756983809,28.8426728628,7.7756983809
8.8107489441,23.6848416987,8.8107489441,282.0,13.7483713049,23.6848416987,13.7483713049
0.8977707057,54.5096402013,0.8977707057,283.0,4.5639858066,54.5096402013,4.5639858066
8.636320056,31.7221224138,8.636320056,284.0,9.743396697,31.7221224138,9.743396697
18.2046690343,70.6848031988,18.2046690343,285.0,-0.1419607283,70.6848031988,-0.1419607283
2.1844183172,60.0104111935,2.1844183172,286.0,1.3792083834,60.0104111935,1.3792083834
9.3272329637,30.0690986892,9.3272329637,287.0,-1.4424600487,30.0690986892,-1.4424600487
9.5953213573,20.9701513426,9.5953213573,288.0,11.3570409124,20.9701513426,11.3570409124
9.9146905138,37.2606291968,9.9146905138,289.0,7.5414914789,37.2606291968,7.5414914789
10.3205396683,26.075375747,10.3205396683,290.0,9.6685281446,26.075375747,9.6685281446
7.2787826728,32.7676462978,7.2787826728,291.0,8.1443421879,32.7676462978,8.1443421879
9.1479863743,23.3618222764,9.1479863743,292.0,13.1915094577,23.3618222764,13.1915094577
18.5378484688,6.3673346683,18.5378484688,293.0,8.1091337596,6.3673346683,8.1091337596
19.9511070457,8.1867253198,19.9511070457,294.0,12.4024600626,8.1867253198,12.4024600626
14.6318825879,69.2453699484,14.6318825879,295.0,2.8177898379,69.2453699484,2.8177898379
8.4681967517,32.9056746075,8.4681967517,296.0,4.8949447792,32.9056746075,4.8949447792
8.3220651548,20.0637010381,8.3220651548,297.0,9.9490868036,20.0637010381,9.9490868036
