"Cloud, x; Physical, x; GPU, x","Cloud, y","Physical, y","GPU, y"
2017-10-17 12:35:00,82.75,87.2807017544,50.0
2017-10-17 13:05:00,82.25,87.2807017544,50.0
2017-10-17 13:35:00,81.6666666667,89.0350877193,50.0
2017-10-17 14:05:00,81.5833333333,89.4736842105,50.0
2017-10-17 14:35:00,81.1666666667,87.7192982456,50.0
2017-10-17 15:05:00,81.75,85.9649122807,50.0
2017-10-17 15:35:00,81.5833333333,83.3333333333,50.0
2017-10-17 16:05:00,81.0833333333,75.0,50.0
2017-10-17 16:35:00,80.9166666667,73.6842105263,50.0
2017-10-17 17:05:00,80.5833333333,70.1754385965,50.0
2017-10-17 17:35:00,80.0,73.6842105263,50.0
2017-10-17 18:05:00,79.8333333333,76.3157894737,50.0
2017-10-17 18:35:00,79.8333333333,74.5614035088,50.0
2017-10-17 19:05:00,79.8333333333,71.0526315789,50.0
2017-10-17 19:35:00,79.75,71.0526315789,50.0
2017-10-17 20:05:00,80.25,70.1754385965,50.0
2017-10-17 20:35:00,79.5,68.4210526316,50.0
2017-10-17 21:05:00,79.4166666667,88.5964912281,50.0
2017-10-17 21:35:00,72.5833333333,88.5964912281,50.0
2017-10-17 22:05:00,79.75,85.0877192982,50.0
2017-10-17 22:35:00,79.4166666667,92.1052631579,50.0
2017-10-17 23:05:00,79.5833333333,92.1052631579,50.0
2017-10-17 23:35:00,79.0833333333,91.6666666667,50.0
2017-10-18 00:05:00,78.4166666667,91.2280701754,50.0
2017-10-18 00:35:00,77.9166666667,89.4736842105,50.0
2017-10-18 01:05:00,77.6666666667,89.4736842105,50.0
2017-10-18 01:35:00,77.5,89.4736842105,50.0
2017-10-18 02:05:00,76.9166666667,87.7192982456,50.0
2017-10-18 02:35:00,77.0833333333,87.7192982456,50.0
2017-10-18 03:05:00,76.6666666667,85.5263157895,50.0
2017-10-18 03:35:00,76.25,83.7719298246,50.0
2017-10-18 04:05:00,75.75,83.3333333333,50.0
2017-10-18 04:35:00,75.5,81.5789473684,50.0
2017-10-18 05:05:00,75.1666666667,77.6315789474,50.0
2017-10-18 05:35:00,74.5833333333,77.6315789474,50.0
2017-10-18 06:05:00,74.0,77.6315789474,50.0
2017-10-18 06:35:00,73.25,77.6315789474,50.0
2017-10-18 07:05:00,72.25,55.701754386,50.0
2017-10-18 07:35:00,71.8333333333,52.1929824561,50.0
2017-10-18 08:05:00,71.6666666667,52.1929824561,50.0
2017-10-18 08:35:00,71.3333333333,45.1754385965,50.0
2017-10-18 09:05:00,70.6666666667,92.5438596491,50.0
2017-10-18 09:35:00,69.9166666667,94.7368421053,50.0
2017-10-18 10:05:00,70.0833333333,94.7368421053,50.0
2017-10-18 10:35:00,70.0833333333,94.7368421053,50.0
2017-10-18 11:05:00,70.5,95.6140350877,50.0
2017-10-18 11:35:00,70.75,95.6140350877,50.0
2017-10-18 12:05:00,69.4166666667,95.6140350877,50.0
2017-10-18 12:35:00,69.9166666667,95.6140350877,50.0
2017-10-18 13:05:00,68.8333333333,96.9298245614,50.0
2017-10-18 13:35:00,69.8333333333,94.298245614,50.0
2017-10-18 14:05:00,70.0,94.7368421053,50.0
2017-10-18 14:35:00,80.75,96.9298245614,50.0
2017-10-18 15:05:00,85.5,96.9298245614,50.0
2017-10-18 15:35:00,85.0833333333,125.8771929825,50.0
2017-10-18 16:05:00,88.6666666667,118.4210526316,50.0
2017-10-18 16:35:00,88.5833333333,118.4210526316,50.0
2017-10-18 17:05:00,88.5833333333,124.1228070175,50.0
2017-10-18 17:35:00,88.5833333333,120.1754385965,50.0
2017-10-18 18:05:00,88.6666666667,124.1228070175,50.0
2017-10-18 18:35:00,88.5,122.3684210526,50.0
2017-10-18 19:05:00,88.5,118.8596491228,50.0
2017-10-18 19:35:00,88.6666666667,113.5964912281,50.0
2017-10-18 20:05:00,88.5833333333,110.0877192982,50.0
2017-10-18 20:35:00,88.5833333333,110.0877192982,50.0
2017-10-18 21:05:00,88.6666666667,109.649122807,50.0
2017-10-18 21:35:00,88.6666666667,109.649122807,50.0
2017-10-18 22:05:00,88.5833333333,106.1403508772,50.0
2017-10-18 22:35:00,88.6666666667,111.4035087719,50.0
2017-10-18 23:05:00,88.1666666667,106.1403508772,50.0
2017-10-18 23:35:00,88.0,108.7719298246,50.0
2017-10-19 00:05:00,88.0,107.0175438596,50.0
2017-10-19 00:35:00,88.0,103.0701754386,50.0
2017-10-19 01:05:00,88.0,101.7543859649,50.0
2017-10-19 01:35:00,88.0,101.3157894737,50.0
2017-10-19 02:05:00,88.0,102.6315789474,50.0
2017-10-19 02:35:00,88.0,102.6315789474,50.0
2017-10-19 03:05:00,87.9166666667,106.1403508772,50.0
2017-10-19 03:35:00,87.5833333333,106.1403508772,50.0
2017-10-19 04:05:00,87.5,103.5087719298,50.0
2017-10-19 04:35:00,87.4166666667,103.0701754386,50.0
2017-10-19 05:05:00,87.3333333333,108.7719298246,50.0
2017-10-19 05:35:00,87.8333333333,110.5263157895,50.0
2017-10-19 06:05:00,87.8333333333,110.5263157895,50.0
2017-10-19 06:35:00,87.8333333333,108.7719298246,50.0
2017-10-19 07:05:00,87.8333333333,108.7719298246,50.0
2017-10-19 07:35:00,87.9166666667,107.0175438596,50.0
2017-10-19 08:05:00,87.9166666667,111.8421052632,50.0
2017-10-19 08:35:00,87.8333333333,110.5263157895,50.0
2017-10-19 09:05:00,88.0,110.0877192982,50.0
2017-10-19 09:35:00,88.0,110.5263157895,50.0
2017-10-19 10:05:00,87.9166666667,110.5263157895,50.0
2017-10-19 10:35:00,88.0,114.0350877193,50.0
2017-10-19 11:05:00,88.0,128.0701754386,50.0
2017-10-19 11:35:00,95.3333333333,128.0701754386,50.0
2017-10-19 12:05:00,100.0,128.0701754386,50.0
2017-10-19 12:35:00,100.0,128.0701754386,50.0
2017-10-19 13:05:00,100.0,128.0701754386,50.0
2017-10-19 13:35:00,100.0,128.0701754386,50.0
2017-10-19 14:05:00,99.6666666667,126.7543859649,50.0
2017-10-19 14:35:00,100.0,125.0,50.0
2017-10-19 15:05:00,99.9166666667,126.7543859649,50.0
2017-10-19 15:35:00,100.0,121.4912280702,50.0
2017-10-19 16:05:00,100.0,121.4912280702,50.0
2017-10-19 16:35:00,100.0,115.7894736842,50.0
2017-10-19 17:05:00,100.0,117.1052631579,50.0
2017-10-19 17:35:00,99.9166666667,115.350877193,50.0
2017-10-19 18:05:00,100.0,118.8596491228,50.0
2017-10-19 18:35:00,100.0,128.0701754386,50.0
2017-10-19 19:05:00,100.0,128.0701754386,50.0
2017-10-19 19:35:00,99.9166666667,128.0701754386,50.0
2017-10-19 20:05:00,99.75,128.0701754386,50.0
2017-10-19 20:35:00,99.5833333333,128.0701754386,50.0
2017-10-19 21:05:00,99.6666666667,128.0701754386,50.0
2017-10-19 21:35:00,99.5833333333,128.0701754386,50.0
2017-10-19 22:05:00,99.6666666667,128.0701754386,50.0
2017-10-19 22:35:00,99.5833333333,128.0701754386,50.0
2017-10-19 23:05:00,99.8333333333,128.0701754386,50.0
2017-10-19 23:35:00,99.8333333333,128.0701754386,50.0
2017-10-20 00:05:00,99.75,128.5087719298,50.0
2017-10-20 00:35:00,99.75,128.5087719298,50.0
2017-10-20 01:05:00,99.6666666667,128.5087719298,50.0
2017-10-20 01:35:00,99.5833333333,128.5087719298,50.0
2017-10-20 02:05:00,99.5833333333,128.5087719298,50.0
2017-10-20 02:35:00,99.5833333333,128.5087719298,50.0
2017-10-20 03:05:00,99.6666666667,128.5087719298,50.0
2017-10-20 03:35:00,99.6666666667,128.5087719298,50.0
2017-10-20 04:05:00,99.4166666667,128.0701754386,50.0
2017-10-20 04:35:00,99.25,128.5087719298,50.0
2017-10-20 05:05:00,99.25,128.0701754386,50.0
2017-10-20 05:35:00,99.1666666667,119.298245614,50.0
2017-10-20 06:05:00,99.25,115.7894736842,50.0
2017-10-20 06:35:00,99.25,115.7894736842,50.0
2017-10-20 07:05:00,99.3333333333,117.5438596491,50.0
2017-10-20 07:35:00,99.0833333333,115.7894736842,50.0
2017-10-20 08:05:00,99.0833333333,117.1052631579,50.0
2017-10-20 08:35:00,99.0,113.5964912281,50.0
2017-10-20 09:05:00,99.75,113.5964912281,50.0
2017-10-20 09:35:00,99.9166666667,114.4736842105,50.0
2017-10-20 10:05:00,100.0,111.4035087719,50.0
2017-10-20 10:35:00,99.5833333333,127.6315789474,50.0
2017-10-20 11:05:00,100.0,126.3157894737,50.0
2017-10-20 11:35:00,100.0,128.5087719298,50.0
2017-10-20 12:05:00,99.5,128.5087719298,50.0
2017-10-20 12:35:00,99.8333333333,128.5087719298,50.0
2017-10-20 13:05:00,99.8333333333,128.5087719298,50.0
2017-10-20 13:35:00,100.0,128.5087719298,50.0
2017-10-20 14:05:00,100.0,128.0701754386,50.0
2017-10-20 14:35:00,99.9166666667,127.1929824561,50.0
2017-10-20 15:05:00,100.0,125.4385964912,50.0
2017-10-20 15:35:00,100.0,121.9298245614,50.0
2017-10-20 16:05:00,99.9166666667,121.9298245614,50.0
2017-10-20 16:35:00,99.9166666667,110.5263157895,50.0
2017-10-20 17:05:00,99.75,108.3333333333,50.0
2017-10-20 17:35:00,99.75,106.5789473684,50.0
2017-10-20 18:05:00,100.0,106.5789473684,50.0
2017-10-20 18:35:00,100.0,106.1403508772,50.0
2017-10-20 19:05:00,100.0,106.1403508772,50.0
2017-10-20 19:35:00,100.0,105.701754386,50.0
2017-10-20 20:05:00,100.0,103.5087719298,50.0
2017-10-20 20:35:00,100.0,103.0701754386,50.0
2017-10-20 21:05:00,100.0,103.0701754386,50.0
2017-10-20 21:35:00,100.0,103.0701754386,50.0
2017-10-20 22:05:00,100.0,103.0701754386,50.0
2017-10-20 22:35:00,100.0,105.701754386,50.0
2017-10-20 23:05:00,100.0,102.1929824561,50.0
2017-10-20 23:35:00,100.0,101.7543859649,50.0
2017-10-21 00:05:00,99.9166666667,106.1403508772,50.0
2017-10-21 00:35:00,99.9166666667,106.1403508772,50.0
2017-10-21 01:05:00,99.9166666667,105.701754386,50.0
2017-10-21 01:35:00,100.0,108.3333333333,50.0
2017-10-21 02:05:00,100.0,108.3333333333,50.0
2017-10-21 02:35:00,100.0,108.3333333333,50.0
2017-10-21 03:05:00,100.0,108.3333333333,50.0
2017-10-21 03:35:00,100.0,108.3333333333,50.0
2017-10-21 04:05:00,100.0,108.3333333333,50.0
2017-10-21 04:35:00,100.0,108.3333333333,50.0
2017-10-21 05:05:00,100.0,108.3333333333,50.0
2017-10-21 05:35:00,99.9166666667,108.3333333333,50.0
2017-10-21 06:05:00,99.9166666667,108.3333333333,50.0
2017-10-21 06:35:00,99.75,108.3333333333,50.0
2017-10-21 07:05:00,99.6666666667,108.3333333333,50.0
2017-10-21 07:35:00,99.6666666667,108.3333333333,50.0
2017-10-21 08:05:00,99.5833333333,108.3333333333,50.0
2017-10-21 08:35:00,99.6666666667,108.3333333333,50.0
2017-10-21 09:05:00,99.6666666667,113.5964912281,50.0
2017-10-21 09:35:00,99.6666666667,114.0350877193,50.0
2017-10-21 10:05:00,99.6666666667,114.0350877193,50.0
2017-10-21 10:35:00,99.5833333333,118.4210526316,50.0
2017-10-21 11:05:00,99.6666666667,116.2280701754,50.0
2017-10-21 11:35:00,99.5833333333,114.4736842105,50.0
2017-10-21 12:05:00,99.5833333333,114.4736842105,50.0
2017-10-21 12:35:00,100.0,109.2105263158,50.0
2017-10-21 13:05:00,100.0,108.3333333333,50.0
2017-10-21 13:35:00,99.8333333333,108.3333333333,50.0
2017-10-21 14:05:00,99.8333333333,107.4561403509,50.0
2017-10-21 14:35:00,99.8333333333,107.4561403509,50.0
2017-10-21 15:05:00,99.9166666667,103.5087719298,50.0
2017-10-21 15:35:00,99.5,103.0701754386,50.0
2017-10-21 16:05:00,99.5,102.6315789474,50.0
2017-10-21 16:35:00,99.5,102.6315789474,50.0
2017-10-21 17:05:00,99.5,107.0175438596,50.0
2017-10-21 17:35:00,99.5,110.9649122807,50.0
2017-10-21 18:05:00,99.5,110.0877192982,50.0
2017-10-21 18:35:00,99.5,109.2105263158,50.0
2017-10-21 19:05:00,99.5833333333,109.2105263158,50.0
2017-10-21 19:35:00,99.5,110.5263157895,50.0
2017-10-21 20:05:00,98.8333333333,110.5263157895,50.0
2017-10-21 20:35:00,98.5833333333,110.5263157895,50.0
2017-10-21 21:05:00,99.3333333333,110.5263157895,50.0
2017-10-21 21:35:00,99.3333333333,110.5263157895,50.0
2017-10-21 22:05:00,99.3333333333,110.0877192982,50.0
2017-10-21 22:35:00,99.3333333333,108.3333333333,50.0
2017-10-21 23:05:00,99.6666666667,112.7192982456,50.0
2017-10-21 23:35:00,100.0,110.9649122807,50.0
2017-10-22 00:05:00,100.0,109.2105263158,50.0
2017-10-22 00:35:00,99.9166666667,109.2105263158,50.0
2017-10-22 01:05:00,100.0,107.4561403509,50.0
2017-10-22 01:35:00,100.0,103.0701754386,50.0
2017-10-22 02:05:00,99.5833333333,103.0701754386,50.0
2017-10-22 02:35:00,99.6666666667,103.0701754386,50.0
2017-10-22 03:05:00,99.5,103.0701754386,50.0
2017-10-22 03:35:00,99.5833333333,101.3157894737,50.0
2017-10-22 04:05:00,99.1666666667,101.3157894737,50.0
2017-10-22 04:35:00,98.75,101.3157894737,50.0
2017-10-22 05:05:00,99.0,101.3157894737,50.0
2017-10-22 05:35:00,98.8333333333,101.3157894737,50.0
2017-10-22 06:05:00,99.25,97.8070175439,50.0
2017-10-22 06:35:00,99.3333333333,97.8070175439,50.0
2017-10-22 07:05:00,98.4166666667,97.8070175439,50.0
2017-10-22 07:35:00,98.1666666667,97.8070175439,50.0
2017-10-22 08:05:00,98.0833333333,97.8070175439,50.0
2017-10-22 08:35:00,98.0833333333,113.5964912281,50.0
2017-10-22 09:05:00,97.75,113.5964912281,50.0
2017-10-22 09:35:00,97.75,113.5964912281,50.0
2017-10-22 10:05:00,98.0,113.5964912281,50.0
2017-10-22 10:35:00,98.5,113.5964912281,50.0
2017-10-22 11:05:00,99.6666666667,112.7192982456,50.0
2017-10-22 11:35:00,98.0833333333,111.4035087719,50.0
2017-10-22 12:05:00,96.8333333333,112.2807017544,50.0
2017-10-22 12:35:00,96.25,92.9824561404,50.0
2017-10-22 13:05:00,93.3333333333,89.4736842105,50.0
2017-10-22 13:35:00,91.5833333333,87.7192982456,50.0
2017-10-22 14:05:00,90.0833333333,85.9649122807,50.0
2017-10-22 14:35:00,89.1666666667,106.1403508772,50.0
2017-10-22 15:05:00,88.3333333333,100.4385964912,50.0
2017-10-22 15:35:00,86.8333333333,90.7894736842,50.0
2017-10-22 16:05:00,95.0833333333,89.4736842105,50.0
2017-10-22 16:35:00,93.9166666667,87.7192982456,50.0
2017-10-22 17:05:00,94.25,97.3684210526,50.0
2017-10-22 17:35:00,91.4166666667,98.6842105263,50.0
2017-10-22 18:05:00,89.25,96.9298245614,50.0
2017-10-22 18:35:00,88.25,86.4035087719,50.0
2017-10-22 19:05:00,87.75,81.1403508772,50.0
2017-10-22 19:35:00,87.4166666667,81.1403508772,50.0
2017-10-22 20:05:00,87.4166666667,81.1403508772,50.0
2017-10-22 20:35:00,87.4166666667,81.1403508772,50.0
2017-10-22 21:05:00,86.8333333333,81.1403508772,50.0
2017-10-22 21:35:00,91.75,81.1403508772,50.0
2017-10-22 22:05:00,90.75,81.1403508772,50.0
2017-10-22 22:35:00,88.0,81.1403508772,50.0
2017-10-22 23:05:00,90.0833333333,81.1403508772,50.0
2017-10-22 23:35:00,90.1666666667,81.1403508772,50.0
2017-10-23 00:05:00,90.0833333333,79.3859649123,50.0
2017-10-23 00:35:00,87.1666666667,82.8947368421,50.0
2017-10-23 01:05:00,85.4166666667,82.8947368421,50.0
2017-10-23 01:35:00,87.5,82.8947368421,50.0
2017-10-23 02:05:00,90.1666666667,79.3859649123,50.0
2017-10-23 02:35:00,89.6666666667,79.3859649123,50.0
2017-10-23 03:05:00,89.0833333333,79.3859649123,50.0
2017-10-23 03:35:00,84.6666666667,79.3859649123,50.0
2017-10-23 04:05:00,90.4166666667,79.3859649123,50.0
2017-10-23 04:35:00,90.4166666667,79.3859649123,50.0
2017-10-23 05:05:00,95.0833333333,79.3859649123,50.0
2017-10-23 05:35:00,95.0833333333,79.3859649123,50.0
2017-10-23 06:05:00,95.0833333333,79.3859649123,50.0
2017-10-23 06:35:00,95.0,79.3859649123,50.0
2017-10-23 07:05:00,95.0,79.3859649123,50.0
2017-10-23 07:35:00,95.0,79.3859649123,50.0
2017-10-23 08:05:00,94.8333333333,82.8947368421,50.0
2017-10-23 08:35:00,94.4166666667,79.3859649123,50.0
2017-10-23 09:05:00,96.5833333333,79.3859649123,50.0
2017-10-23 09:35:00,96.9166666667,79.8245614035,50.0
2017-10-23 10:05:00,96.75,79.8245614035,50.0
2017-10-23 10:35:00,96.5833333333,85.9649122807,50.0
2017-10-23 11:05:00,96.75,86.4035087719,50.0
2017-10-23 11:35:00,96.1666666667,86.4035087719,50.0
2017-10-23 12:05:00,95.9166666667,74.1228070175,50.0
2017-10-23 12:35:00,93.0,78.0701754386,50.0
2017-10-23 13:05:00,91.8333333333,74.5614035088,50.0
2017-10-23 13:35:00,91.75,75.0,50.0
2017-10-23 14:05:00,92.4166666667,75.0,50.0
2017-10-23 14:35:00,95.0,75.0,50.0
2017-10-23 15:05:00,97.0833333333,77.6315789474,50.0
2017-10-23 15:35:00,99.9166666667,75.0,50.0
2017-10-23 16:05:00,99.8333333333,75.4385964912,50.0
2017-10-23 16:35:00,100.0,75.0,50.0
2017-10-23 17:05:00,100.0,78.9473684211,50.0
2017-10-23 17:35:00,100.0,77.1929824561,50.0
2017-10-23 18:05:00,100.0,78.0701754386,50.0
2017-10-23 18:35:00,100.0,79.8245614035,50.0
2017-10-23 19:05:00,100.0,81.5789473684,50.0
2017-10-23 19:35:00,99.5833333333,82.4561403509,50.0
2017-10-23 20:05:00,99.4166666667,84.2105263158,50.0
2017-10-23 20:35:00,99.4166666667,82.4561403509,50.0
2017-10-23 21:05:00,99.4166666667,82.4561403509,50.0
2017-10-23 21:35:00,99.5,82.4561403509,50.0
2017-10-23 22:05:00,99.5,75.4385964912,50.0
2017-10-23 22:35:00,99.5,77.1929824561,50.0
2017-10-23 23:05:00,99.5,79.3859649123,50.0
2017-10-23 23:35:00,99.4166666667,77.6315789474,50.0
2017-10-24 00:05:00,99.25,77.1929824561,50.0
2017-10-24 00:35:00,98.4166666667,77.1929824561,50.0
2017-10-24 01:05:00,98.4166666667,75.0,50.0
2017-10-24 01:35:00,98.4166666667,72.3684210526,50.0
2017-10-24 02:05:00,98.0833333333,72.3684210526,50.0
2017-10-24 02:35:00,97.75,71.0526315789,50.0
2017-10-24 03:05:00,97.1666666667,68.4210526316,50.0
2017-10-24 03:35:00,96.6666666667,64.9122807018,50.0
2017-10-24 04:05:00,96.5833333333,64.0350877193,50.0
2017-10-24 04:35:00,96.5,63.5964912281,50.0
2017-10-24 05:05:00,96.0,61.8421052632,50.0
2017-10-24 05:35:00,96.25,60.9649122807,50.0
2017-10-24 06:05:00,96.25,53.5087719298,50.0
2017-10-24 06:35:00,96.0833333333,53.5087719298,50.0
2017-10-24 07:05:00,95.4166666667,53.0701754386,50.0
2017-10-24 07:35:00,95.0,40.350877193,50.0
2017-10-24 08:05:00,95.0833333333,40.350877193,50.0
2017-10-24 08:35:00,94.1666666667,40.350877193,50.0
2017-10-24 09:05:00,94.5833333333,40.7894736842,50.0
2017-10-24 09:35:00,94.4166666667,40.7894736842,50.0
2017-10-24 10:05:00,94.9166666667,48.6842105263,50.0
2017-10-24 10:35:00,95.75,59.649122807,50.0
2017-10-24 11:05:00,96.1666666667,59.649122807,50.0
2017-10-24 11:35:00,95.1666666667,97.3684210526,50.0
2017-10-24 12:05:00,97.25,99.1228070175,50.0
2017-10-24 12:35:00,97.9166666667,99.1228070175,50.0
2017-10-24 13:05:00,97.6666666667,99.1228070175,50.0
2017-10-24 13:35:00,98.5,93.8596491228,50.0
2017-10-24 14:05:00,98.3333333333,96.0526315789,50.0
2017-10-24 14:35:00,98.3333333333,92.5438596491,50.0
2017-10-24 15:05:00,98.5833333333,97.8070175439,50.0
2017-10-24 15:35:00,97.1666666667,97.8070175439,50.0
2017-10-24 16:05:00,95.9166666667,97.3684210526,50.0
2017-10-24 16:35:00,96.6666666667,103.0701754386,50.0
2017-10-24 17:05:00,92.4166666667,104.8245614035,50.0
2017-10-24 17:35:00,98.3333333333,104.8245614035,50.0
2017-10-24 18:05:00,97.1666666667,104.3859649123,50.0
2017-10-24 18:35:00,99.5,104.3859649123,50.0
2017-10-24 19:05:00,89.3333333333,101.3157894737,50.0
2017-10-24 19:35:00,99.8333333333,97.8070175439,50.0
2017-10-24 20:05:00,98.75,101.3157894737,50.0
2017-10-24 20:35:00,99.0,101.3157894737,50.0
2017-10-24 21:05:00,98.9166666667,99.5614035088,50.0
2017-10-24 21:35:00,99.0,98.6842105263,50.0
2017-10-24 22:05:00,99.0833333333,97.8070175439,50.0
2017-10-24 22:35:00,99.0833333333,97.8070175439,50.0
2017-10-24 23:05:00,99.0833333333,96.4912280702,50.0
2017-10-24 23:35:00,98.9166666667,102.6315789474,50.0
2017-10-25 00:05:00,99.75,102.6315789474,50.0
