"75$/sqft, lat","75$/sqft, lon","125$/sqft, lat","125$/sqft, lon","175$/sqft, lat","175$/sqft, lon","225$/sqft, lat","225$/sqft, lon","275$/sqft, lat","275$/sqft, lon","325$/sqft, lat","325$/sqft, lon","375$/sqft, lat","375$/sqft, lon","425$/sqft, lat","425$/sqft, lon","475$/sqft, lat","475$/sqft, lon","525$/sqft, lat","525$/sqft, lon","575$/sqft, lat","575$/sqft, lon","625$/sqft, lat","625$/sqft, lon","675$/sqft, lat","675$/sqft, lon","Votre maison, lat","Votre maison, lon"
47.507,-122.302,47.3607,-122.034,47.5687,-121.899,47.6601,-122.4,47.5399,-122.181,47.6055,-122.305,47.6915,-122.381,47.572,-122.29,47.5858,-122.17,47.6337,-122.199,47.5784,-122.076,47.6557,-122.344,47.6667,-122.327,,
47.467,-122.349,47.2813,-122.345,47.3376,-122.324,47.5362,-122.268,47.5951,-122.017,47.6609,-122.344,47.6462,-122.318,47.5283,-122.143,47.6315,-122.29,47.633,-122.283,47.6805,-122.346,47.6857,-122.353,47.6374,-122.299,,
47.5252,-122.362,47.4612,-122.169,47.3173,-122.319,47.7564,-122.144,47.6933,-122.393,47.5954,-121.95,47.6942,-122.321,47.6189,-122.288,47.6298,-122.29,47.6427,-122.363,47.6947,-122.315,47.6842,-122.363,47.6291,-122.363,,
47.3811,-122.144,47.504,-122.227,47.3221,-122.216,47.7198,-122.193,47.6459,-122.058,47.559,-122.164,47.635,-122.164,47.4734,-122.365,47.6758,-122.38,47.6182,-122.312,47.6727,-122.297,47.6506,-122.332,47.6785,-122.396,,
47.6981,-121.875,47.3592,-122.046,47.5218,-122.357,47.5399,-122.181,47.4945,-122.22,47.7355,-122.18,47.7004,-122.368,47.6984,-122.201,47.632,-122.289,47.444,-122.187,47.6643,-122.203,47.6805,-122.369,47.525,-122.393,,
47.397,-122.299,47.3739,-122.156,47.3507,-122.178,47.5717,-122.375,47.7222,-122.32,47.5698,-122.121,47.695,-122.366,47.6115,-122.124,47.6003,-122.206,47.6785,-122.351,47.6144,-122.228,47.6387,-122.363,47.6204,-122.217,,
47.4887,-122.223,47.2613,-122.255,47.4437,-121.772,47.476,-122.337,47.6359,-121.974,47.3844,-122.438,47.5671,-122.405,47.607,-122.305,47.6288,-122.321,47.5795,-122.285,47.5894,-122.111,47.5933,-122.292,47.661,-122.269,,
47.3137,-122.343,47.3417,-122.271,47.3271,-122.323,47.5376,-122.18,47.6743,-122.184,47.5637,-122.123,47.717,-122.02,47.6853,-122.331,47.6726,-122.38,47.6221,-122.325,47.581,-122.246,47.6792,-122.404,47.6236,-122.235,,
47.4698,-122.166,47.3759,-122.125,47.5053,-122.255,47.48,-122.336,47.5651,-122.164,47.7311,-122.353,47.7041,-122.355,47.648,-122.395,47.6394,-122.29,47.6206,-122.225,47.6149,-122.287,47.6423,-122.394,47.6828,-122.329,,
47.5118,-122.259,47.3912,-122.167,47.3828,-122.071,47.7648,-122.164,47.5944,-122.042,47.5461,-121.998,47.6815,-122.198,47.6491,-122.367,47.6895,-122.37,47.6561,-122.274,47.659,-122.398,47.6341,-122.304,47.6645,-122.291,,
47.4007,-122.294,47.3305,-122.371,47.3954,-122.206,47.5374,-121.875,47.7711,-122.341,47.5275,-122.391,47.5619,-122.162,47.4389,-122.351,47.6877,-122.283,47.6034,-122.172,47.6329,-122.31,47.7076,-122.356,47.6898,-122.189,,
47.7346,-121.983,47.3875,-122.161,47.6811,-122.025,47.4897,-122.24,47.7164,-122.304,47.6799,-122.381,47.6898,-122.327,47.6788,-122.27,47.6151,-122.216,47.6298,-122.362,47.5612,-122.229,47.624,-122.221,47.5837,-122.194,,
47.4836,-122.214,47.3078,-122.378,47.3846,-122.169,47.4716,-122.078,47.592,-122.307,47.6729,-122.363,47.6061,-122.117,47.6408,-122.41,47.7346,-122.352,47.6157,-122.287,47.6748,-122.279,47.6789,-122.397,47.6838,-122.327,,
47.4904,-122.203,47.5158,-122.264,47.4281,-122.343,47.675,-121.854,47.7268,-122.06,47.5789,-122.393,47.6645,-122.325,47.6558,-122.331,47.5852,-122.388,47.6675,-122.276,47.6287,-122.287,47.6265,-122.298,47.6187,-122.295,,
47.3041,-122.28,47.3841,-122.284,47.3341,-122.255,47.68,-122.353,47.7591,-122.146,47.6582,-122.345,47.6742,-122.284,47.6857,-122.341,47.5875,-122.382,47.6177,-122.217,47.622,-122.195,47.6527,-122.198,47.5885,-122.199,,
47.3026,-122.363,47.4404,-122.191,47.3536,-122.144,47.543,-122.28,47.6109,-122.114,47.5623,-122.116,47.6608,-122.333,47.6903,-122.38,47.5791,-122.241,47.6784,-122.277,47.5385,-121.896,47.5873,-122.202,47.643,-122.299,,
47.4339,-122.192,47.4973,-122.221,47.5084,-122.154,47.5759,-122.137,47.6294,-122.218,47.5885,-122.248,47.6733,-122.301,47.6876,-122.384,47.6901,-122.339,47.6641,-122.357,47.4141,-122.47,47.6439,-122.302,47.6352,-122.29,,
47.2959,-122.166,47.4667,-122.215,47.5586,-122.311,47.6375,-122.016,47.5976,-122.118,47.5846,-122.168,47.6617,-122.356,47.6785,-122.393,47.5605,-122.158,47.6599,-122.269,47.5841,-122.172,47.6413,-122.24,47.6232,-122.299,,
47.5065,-122.364,47.2852,-122.19,47.4427,-122.274,47.5823,-121.97,47.401,-122.026,47.667,-122.289,47.6606,-122.331,47.5421,-122.229,47.5605,-122.158,47.6525,-122.333,47.6824,-122.199,47.6042,-122.21,47.6181,-122.284,,
47.2737,-122.153,47.4097,-122.316,47.346,-122.157,47.6283,-122.095,47.6073,-122.308,47.7466,-122.029,47.5711,-122.383,47.6378,-122.372,47.6144,-122.211,47.6699,-122.416,47.5635,-122.394,47.7364,-122.286,47.6448,-122.409,,
47.306,-122.375,47.3105,-122.021,47.5162,-122.057,47.4987,-122.365,47.7245,-122.2,47.573,-122.409,47.5724,-122.384,47.6491,-122.405,47.6035,-122.285,47.5169,-122.209,47.632,-122.369,47.6163,-122.068,47.6571,-122.277,,
47.3727,-122.162,47.4219,-122.007,47.2639,-122.252,47.772,-122.358,47.7205,-122.127,47.6947,-122.125,47.6971,-122.372,47.6132,-122.21,47.6867,-122.354,47.6352,-122.358,47.704,-122.3,47.6886,-122.276,47.6363,-122.371,,
47.4828,-122.324,47.3521,-122.212,47.2929,-122.371,47.5287,-122.35,47.6954,-122.103,47.5671,-122.391,47.6774,-122.324,47.6888,-122.199,47.6956,-122.335,47.6526,-122.372,47.6452,-122.317,47.6758,-122.375,47.6638,-122.362,,
47.2933,-122.377,47.3725,-122.06,47.472,-122.344,47.6879,-122.385,47.6776,-122.318,47.5876,-122.309,47.6948,-122.328,47.5718,-122.385,47.5761,-122.205,47.4857,-122.361,47.6308,-122.279,47.6878,-122.212,47.6398,-122.237,,
47.3075,-122.284,47.1803,-121.974,47.42,-122.323,47.7718,-122.095,47.6694,-122.275,47.6539,-122.396,47.5144,-122.379,47.645,-122.084,47.6512,-122.202,47.6371,-122.279,47.5888,-122.392,47.5511,-122.391,47.6799,-122.363,,
47.2925,-122.284,47.3665,-122.017,47.1913,-122.012,47.7067,-122.2,47.5534,-122.078,47.6663,-122.326,47.6382,-122.399,47.6638,-122.348,47.6726,-122.265,47.6411,-122.371,47.6417,-122.411,47.6747,-122.303,47.6565,-122.355,,
47.4305,-122.157,47.3122,-121.996,47.7535,-122.354,47.7015,-122.164,47.7617,-122.357,47.6978,-122.13,47.6769,-122.36,47.6272,-122.316,47.6787,-122.301,47.6485,-122.121,47.625,-122.3,47.6275,-122.305,47.7295,-122.372,,
47.3865,-122.217,47.3666,-122.084,47.6945,-122.093,47.5753,-121.95,47.6336,-122.064,47.5338,-122.384,47.5262,-122.386,47.6845,-122.332,47.3782,-122.514,47.6081,-122.198,47.5466,-122.197,47.674,-122.371,47.6575,-122.197,,
47.4685,-122.282,47.4474,-121.771,47.5222,-122.157,47.7448,-122.333,47.6332,-122.066,47.6681,-122.305,47.5258,-122.378,47.6416,-122.355,47.6652,-122.338,47.6393,-122.403,47.6841,-122.293,47.6487,-122.388,47.5721,-122.239,,
47.3577,-122.085,47.3128,-122.184,47.3796,-122.49,47.5272,-122.169,47.5906,-122.062,47.555,-122.379,47.5953,-122.14,47.6592,-122.393,47.6882,-122.382,47.7018,-122.381,47.7134,-122.277,47.7052,-122.223,47.6343,-122.352,,
47.3574,-122.186,47.4022,-122.171,47.4897,-122.24,47.7734,-122.224,47.5674,-122.29,47.655,-122.124,47.6699,-122.195,47.6255,-122.314,47.7074,-122.349,47.688,-122.281,47.6842,-122.393,47.6199,-122.3,47.6388,-122.406,,
47.5424,-122.321,47.2876,-122.212,47.7713,-122.307,47.633,-122.041,47.5521,-122.137,47.6327,-122.109,47.5916,-122.146,47.6292,-122.225,47.5959,-122.291,47.6458,-122.219,47.6732,-122.363,47.6275,-122.315,47.6264,-122.289,,
47.4521,-122.196,47.2681,-122.31,47.4147,-122.337,47.504,-122.382,47.6734,-122.154,47.6988,-122.319,47.6868,-122.349,47.6831,-122.373,47.6496,-122.392,47.6458,-122.219,47.5692,-122.192,47.6771,-122.319,47.6405,-122.356,,
47.4958,-122.265,47.3647,-122.05,47.3117,-122.27,47.7487,-122.082,47.5346,-122.385,47.6997,-122.316,47.5569,-122.273,47.6738,-122.281,47.5502,-122.268,47.5202,-122.393,47.7028,-122.385,47.6452,-122.352,47.6685,-122.332,,
47.3594,-122.056,47.4152,-122.3,47.4769,-122.141,47.7206,-122.211,47.7206,-122.11,47.7359,-122.309,47.6368,-122.37,47.6892,-122.378,47.6612,-122.363,47.637,-122.4,47.5877,-122.196,47.6178,-122.214,47.5928,-122.086,,
47.5243,-122.358,47.336,-122.319,47.3845,-122.029,47.7691,-122.262,47.5186,-122.374,47.7479,-122.062,47.6277,-122.345,47.5998,-122.306,47.6283,-122.312,47.6923,-122.332,47.5874,-122.387,47.3535,-122.323,47.4376,-122.456,,
47.4837,-122.236,47.5024,-122.271,47.4888,-122.182,47.7736,-122.214,47.7315,-122.305,47.7121,-122.214,47.5664,-122.389,47.6918,-122.32,47.682,-122.349,47.659,-122.281,47.6159,-122.211,47.6852,-122.329,47.6513,-122.368,,
47.4987,-122.341,47.2918,-122.346,47.5112,-122.19,47.7605,-122.234,47.6917,-122.084,47.5646,-122.317,47.6584,-122.391,47.5286,-122.376,47.5117,-122.248,47.6364,-122.371,47.6393,-122.408,47.5728,-122.205,47.6982,-122.231,,
47.381,-122.299,47.3702,-122.185,47.7711,-122.341,47.7356,-122.157,47.5931,-122.071,47.5987,-122.178,47.562,-122.279,47.5846,-122.29,47.6631,-122.337,47.5201,-122.204,47.5978,-122.292,47.6209,-122.237,47.7067,-122.38,,
47.3003,-122.27,47.3923,-122.311,47.5038,-122.189,47.4904,-122.226,47.749,-122.305,47.5818,-122.387,47.5506,-122.269,47.7034,-122.072,47.6332,-122.29,47.6497,-122.336,47.6332,-122.281,47.6771,-122.319,47.6437,-122.356,,
47.3833,-122.1,47.3444,-122.327,47.3624,-122.045,47.4855,-122.266,47.7403,-122.256,47.6051,-122.195,47.6886,-122.361,47.3853,-122.479,47.6822,-122.4,47.5789,-122.076,47.5849,-122.29,47.6893,-122.348,47.5607,-121.961,,
47.4871,-122.22,47.3437,-122.316,47.7237,-121.959,47.6943,-122.29,47.6239,-122.023,47.6777,-122.287,47.6858,-122.286,47.558,-122.392,47.6826,-122.378,47.5983,-122.2,47.6722,-122.372,47.5684,-122.19,47.5527,-122.379,,
47.3204,-122.364,47.3745,-122.275,47.7736,-121.901,47.5486,-122.38,47.6969,-122.026,47.6797,-122.362,47.4744,-122.213,47.6991,-122.296,47.6503,-122.368,47.6893,-122.359,47.6333,-122.347,47.5744,-122.406,47.704,-122.245,,
47.3763,-122.148,47.3668,-122.031,47.7405,-122.241,47.6658,-122.188,47.6045,-122.307,47.6101,-122.295,47.6036,-122.014,47.5767,-122.383,47.68,-122.399,47.7591,-122.376,47.6594,-122.345,47.6384,-122.343,47.5358,-122.213,,
47.4756,-122.301,47.3415,-122.272,47.5722,-122.129,47.5772,-122.153,47.6366,-122.058,47.6949,-122.371,47.6384,-122.342,47.5352,-122.37,47.5773,-122.226,47.6786,-122.36,47.5854,-122.292,47.6763,-122.267,47.6401,-122.299,,
47.3768,-122.149,47.3272,-122.355,47.4556,-122.157,47.5985,-121.977,47.5665,-122.018,47.5506,-122.134,47.5529,-122.268,47.5779,-122.246,47.6044,-122.168,47.574,-122.18,47.478,-122.038,47.6409,-122.221,47.6342,-122.282,,
47.3075,-122.217,47.7576,-121.934,47.1775,-122.022,47.4734,-122.186,47.7466,-122.242,47.7354,-122.078,47.5141,-122.377,47.5801,-122.229,47.7203,-122.024,47.7022,-122.374,47.4414,-122.354,47.4692,-122.351,47.6974,-122.313,,
47.3813,-122.243,47.3384,-122.336,47.4807,-121.779,47.7193,-122.216,47.6972,-122.35,47.6518,-122.335,47.6924,-122.322,47.6545,-122.333,47.6337,-122.199,47.6604,-122.289,47.6133,-122.287,47.6764,-122.389,47.6165,-122.216,,
47.5135,-122.262,47.4802,-122.279,47.3845,-122.032,47.5416,-121.864,47.6214,-122.024,47.7148,-122.205,47.5765,-122.147,47.6748,-122.379,47.5347,-122.227,47.6845,-122.375,47.5623,-122.221,47.6843,-122.305,47.7294,-122.352,,
47.3947,-122.313,47.3314,-122.172,47.3163,-122.188,47.7343,-122.347,47.6581,-122.396,47.5222,-122.375,47.5677,-122.376,47.6729,-122.335,47.6408,-122.403,47.5514,-122.263,47.6618,-122.273,47.6435,-122.354,47.6916,-122.37,,
47.3123,-122.186,47.4781,-122.294,47.4309,-122.191,47.7439,-122.339,47.5375,-122.178,47.6124,-122.309,47.6463,-122.151,47.6501,-122.37,47.444,-122.187,47.6736,-122.323,47.7187,-122.024,47.5925,-122.302,47.5991,-122.2,,
47.5119,-122.329,47.393,-122.184,47.404,-122.191,47.452,-122.177,47.7605,-122.267,47.7176,-122.033,47.627,-122.353,47.5892,-122.203,47.6937,-122.338,47.6736,-122.323,47.6462,-122.403,47.5933,-122.199,47.5959,-122.014,,
47.4338,-122.183,47.4778,-122.286,47.7318,-121.982,47.7546,-122.341,47.7522,-122.278,47.7176,-122.033,47.5326,-122.032,47.5744,-122.305,47.6215,-122.224,47.6332,-122.362,47.6628,-122.326,47.559,-122.045,47.6256,-122.299,,
