"up, x; down, x; ping, x","up, y","down, y","ping, y"
2016-09-03 18:05:35,9.31,56.19,10.554
2016-09-03 18:45:37,9.09,56.45,11.728
2016-09-03 19:25:44,8.74,56.24,13.715
2016-09-03 20:05:55,9.39,55.74,10.806
2016-09-03 20:45:47,9.33,56.53,13.363
2016-09-03 21:25:50,9.32,56.9,14.825
2016-09-03 22:05:53,9.15,56.77,10.623
2016-09-03 22:45:56,9.26,55.4,10.185
2016-09-03 23:25:58,9.38,56.35,10.234
2016-09-04 00:06:01,9.39,56.6,11.503
2016-09-04 00:46:07,9.35,56.5,10.22
2016-09-04 01:26:06,9.35,56.81,9.826
2016-09-04 02:06:09,9.39,56.8,10.961
2016-09-04 02:46:19,9.37,39.25,10.989
2016-09-04 03:26:17,9.38,48.81,14.472
2016-09-04 04:06:17,9.41,56.92,11.453
2016-09-04 04:46:20,9.42,56.94,13.121
2016-09-04 05:26:22,9.33,56.65,11.334
2016-09-04 06:06:25,9.42,56.89,11.253
2016-09-04 06:46:28,9.42,56.92,13.774
2016-09-04 07:26:29,9.4,56.9,10.122
2016-09-04 08:06:33,9.37,56.92,11.58
2016-09-04 08:46:37,7.56,56.93,13.463
2016-09-04 09:26:38,9.25,56.11,12.442
2016-09-04 10:06:42,9.39,56.99,13.525
2016-09-04 10:46:44,9.43,56.87,11.509
2016-09-04 11:26:47,9.41,56.94,15.517
2016-09-04 12:06:51,9.43,56.94,10.182
2016-09-04 12:46:53,9.37,56.78,13.595
2016-09-04 13:26:55,9.33,56.45,12.376
2016-09-04 14:06:58,9.44,56.12,13.645
2016-09-04 14:47:01,9.37,56.77,13.32
2016-09-04 15:27:03,9.4,56.78,11.738
2016-09-04 16:07:06,9.02,56.78,15.18
2016-09-04 16:47:09,9.41,56.82,12.015
2016-09-04 17:27:12,8.9,56.71,13.533
2016-09-04 18:07:14,9.39,56.92,11.808
2016-09-04 18:47:17,9.4,56.93,11.415
2016-09-04 19:27:19,9.39,56.93,11.526
2016-09-04 20:07:22,9.41,56.92,13.56
2016-09-04 20:47:25,9.36,56.03,14.058
2016-09-04 21:27:27,9.43,56.93,13.142
2016-09-04 22:07:29,9.35,56.94,13.981
2016-09-04 22:47:33,9.37,56.46,11.923
2016-09-04 23:27:36,9.37,56.89,11.57
2016-09-05 00:07:39,9.41,56.21,12.661
2016-09-05 00:47:41,9.42,56.57,9.853
2016-09-05 01:27:44,9.42,56.93,16.06
2016-09-05 02:07:49,9.41,56.94,12.634
2016-09-05 02:47:50,9.39,56.34,15.561
2016-09-05 03:29:19,8.31,14.42,13.906
2016-09-05 04:07:55,9.39,56.94,11.97
2016-09-05 04:47:58,8.74,56.8,10.482
2016-09-05 05:28:00,9.44,56.89,14.229
2016-09-05 06:08:07,9.34,56.5,13.046
2016-09-05 06:48:06,9.4,56.88,10.022
2016-09-05 07:33:06,9.1,55.99,11.722
2016-09-05 08:13:09,9.38,56.44,13.342
2016-09-05 08:53:12,9.42,56.8,12.192
2016-09-05 09:33:18,9.3,54.8,13.428
2016-09-05 10:13:18,9.37,56.52,11.732
2016-09-05 10:53:20,9.45,56.74,13.942
2016-09-05 11:33:23,9.43,56.92,13.193
2016-09-05 12:13:25,9.41,56.93,11.518
2016-09-05 12:53:28,9.38,56.81,14.47
2016-09-05 13:33:31,9.39,56.97,11.616
2016-09-05 14:13:34,9.3,56.89,11.587
2016-09-05 14:53:36,9.42,56.87,11.837
2016-09-05 15:33:39,9.44,56.4,13.118
2016-09-05 16:13:42,9.3,55.98,12.502
2016-09-05 16:53:44,9.41,56.92,11.695
2016-09-05 17:33:48,8.98,56.67,14.026
2016-09-05 18:13:51,8.76,56.8,14.723
2016-09-05 18:53:51,9.35,56.92,12.438
2016-09-05 19:33:55,9.35,56.79,16.259
2016-09-05 20:13:58,9.35,56.76,10.414
2016-09-05 20:54:01,9.32,56.23,12.5
2016-09-05 21:34:03,9.33,56.91,11.924
2016-09-05 22:14:05,9.4,56.35,9.752
2016-09-05 22:54:09,8.74,54.54,12.058
2016-09-05 23:34:12,9.44,56.73,9.843
2016-09-06 00:14:14,9.42,57.0,11.38
2016-09-06 00:54:20,9.09,55.73,15.837
2016-09-06 01:34:23,9.3,56.15,15.913
2016-09-06 02:14:22,9.3,56.93,15.61
2016-09-06 02:54:28,9.25,56.11,17.74
2016-09-06 03:34:28,9.29,56.44,12.853
2016-09-06 04:14:31,9.25,55.99,15.32
2016-09-06 04:54:33,9.42,56.38,12.089
2016-09-06 05:34:36,9.28,56.0,15.813
2016-09-06 06:14:39,9.38,56.86,9.585
2016-09-06 06:54:41,9.42,56.95,15.314
2016-09-06 07:34:44,9.41,56.8,12.096
2016-09-06 08:14:50,9.42,56.99,13.507
2016-09-06 08:54:50,9.44,56.91,11.471
2016-09-06 09:34:52,9.44,56.9,9.614
2016-09-06 10:14:55,8.88,56.76,12.483
2016-09-06 10:54:58,9.38,56.91,10.316
2016-09-06 11:35:01,9.4,56.77,12.589
2016-09-06 12:15:03,9.4,56.81,13.114
2016-09-06 12:55:07,8.96,56.81,12.431
2016-09-06 13:35:12,9.42,56.83,11.794
2016-09-06 14:15:11,9.45,56.92,10.026
2016-09-06 14:55:15,9.39,55.9,14.674
2016-09-06 15:35:50,9.43,18.59,10.757
2016-09-06 16:15:20,9.44,56.79,11.66
2016-09-06 16:55:21,9.33,56.91,9.796
2016-09-06 17:35:24,8.43,56.67,12.284
2016-09-06 18:15:33,9.43,56.9,13.329
2016-09-06 18:55:31,9.43,56.8,13.558
2016-09-06 19:35:34,9.42,56.92,14.919
2016-09-06 20:15:36,9.27,56.77,12.621
2016-09-06 20:55:39,9.43,56.79,12.28
2016-09-06 21:35:42,9.37,56.93,13.819
2016-09-06 22:15:44,9.42,56.79,12.042
2016-09-06 22:55:49,9.41,56.89,10.784
2016-09-06 23:35:53,9.16,51.96,13.533
2016-09-07 00:15:54,9.42,56.93,10.465
2016-09-07 00:55:57,9.37,56.93,11.746
2016-09-07 01:35:59,9.37,56.78,11.856
2016-09-07 02:16:03,8.84,56.93,13.242
2016-09-07 02:56:05,9.4,56.44,13.811
2016-09-07 03:36:09,8.6,56.93,9.924
2016-09-07 04:16:43,8.93,10.84,14.454
2016-09-07 04:56:14,8.72,56.92,13.527
2016-09-07 05:36:16,9.44,56.92,15.773
2016-09-07 06:19:11,8.73,7.97,16.257
2016-09-07 06:56:22,9.41,56.94,11.675
2016-09-07 07:36:24,9.38,56.45,12.761
2016-09-07 08:16:28,9.37,56.77,11.885
2016-09-07 08:57:04,9.28,56.21,15.459
2016-09-07 09:36:32,9.41,56.94,10.007
2016-09-07 10:16:34,9.42,56.93,12.926
2016-09-07 10:56:37,9.42,56.91,11.511
2016-09-07 11:37:17,8.3,27.38,10.795
2016-09-07 12:16:44,8.77,56.94,13.606
2016-09-07 12:56:49,9.28,55.26,12.608
2016-09-07 13:36:48,9.45,56.94,11.871
2016-09-07 14:16:52,8.83,57.01,12.428
2016-09-07 14:56:55,9.01,56.8,12.286
2016-09-07 15:36:57,9.42,56.93,11.422
2016-09-07 16:17:00,9.45,56.92,12.113
2016-09-07 16:57:02,9.39,56.79,13.719
2016-09-07 17:37:07,9.43,56.92,11.44
2016-09-07 18:17:08,9.41,56.9,14.332
2016-09-07 18:57:10,9.39,56.91,10.212
2016-09-07 19:37:13,9.4,56.94,14.215
2016-09-07 20:17:19,9.19,56.78,9.884
2016-09-07 20:57:19,9.21,53.58,14.471
2016-09-07 21:37:22,9.35,53.57,11.726
2016-09-07 22:17:26,8.54,54.53,12.286
2016-09-07 22:57:27,9.18,56.34,13.043
2016-09-07 23:37:28,9.23,56.11,15.634
2016-09-08 00:17:33,9.33,56.35,13.95
2016-09-08 00:57:35,9.35,56.45,16.329
2016-09-08 01:37:38,9.39,56.07,15.986
2016-09-08 02:17:41,9.4,56.92,14.345
2016-09-08 02:57:46,9.37,56.93,15.224
2016-09-08 03:37:46,9.41,56.74,15.591
2016-09-08 04:17:50,9.3,56.91,15.117
2016-09-08 04:57:51,9.37,56.8,14.464
2016-09-08 05:37:54,9.29,56.2,15.542
2016-09-08 06:17:58,8.99,56.93,12.287
2016-09-08 06:57:59,9.43,56.86,11.686
2016-09-08 07:38:02,9.16,56.77,12.181
2016-09-08 08:18:05,9.46,56.93,13.669
2016-09-08 08:58:08,9.41,56.94,13.991
2016-09-08 09:38:11,8.85,56.93,12.429
2016-09-08 10:18:13,9.41,56.82,11.828
2016-09-08 10:58:16,9.42,56.99,13.173
2016-09-08 11:38:19,9.42,56.91,11.325
2016-09-08 12:18:22,9.43,56.89,11.464
2016-09-08 12:58:23,9.25,56.12,12.071
2016-09-08 13:38:27,9.38,56.95,12.538
2016-09-08 14:18:30,9.36,56.93,14.274
2016-09-08 14:58:33,9.42,56.92,14.61
2016-09-08 15:38:35,9.44,56.95,14.065
2016-09-08 16:18:39,9.39,56.93,13.746
2016-09-08 16:58:43,9.45,56.94,13.861
2016-09-08 17:38:43,9.44,56.82,13.54
2016-09-08 18:18:47,9.44,56.95,12.065
2016-09-08 18:58:49,9.37,56.94,11.789
2016-09-08 19:38:51,8.52,56.32,13.894
2016-09-08 20:18:55,9.4,56.06,11.671
2016-09-08 20:58:57,9.33,56.94,11.185
2016-09-08 21:39:00,9.42,56.8,11.817
2016-09-08 22:19:03,9.42,56.92,11.051
2016-09-08 22:59:04,9.26,56.4,12.139
2016-09-08 23:39:10,9.28,56.09,12.739
2016-09-09 00:19:12,9.42,56.41,12.208
2016-09-09 00:59:14,9.37,56.7,13.281
2016-09-09 01:39:17,8.5,56.8,11.728
2016-09-09 02:19:20,9.43,56.79,10.044
2016-09-09 02:59:23,9.43,56.95,13.955
2016-09-09 03:39:26,9.34,56.03,13.551
2016-09-09 04:19:55,9.11,12.1,15.398
2016-09-09 04:59:33,9.44,56.93,13.61
2016-09-09 05:39:35,9.37,56.95,15.538
2016-09-09 06:19:37,9.43,56.78,12.209
2016-09-09 06:59:40,9.22,56.11,15.449
2016-09-09 07:39:41,9.44,56.91,14.708
2016-09-09 08:19:47,9.44,56.93,14.304
2016-09-09 08:59:47,9.42,56.92,13.107
2016-09-09 09:39:51,9.39,53.16,15.495
2016-09-09 10:19:52,9.4,56.79,14.345
2016-09-09 10:59:58,8.64,56.9,13.822
2016-09-09 11:40:00,9.36,56.93,11.49
2016-09-09 12:19:59,9.3,56.82,11.742
2016-09-09 13:00:04,9.42,56.95,12.009
2016-09-09 13:40:06,9.43,56.8,13.506
2016-09-09 14:20:07,9.26,56.94,14.255
2016-09-09 15:00:13,8.63,56.93,11.896
2016-09-09 15:40:15,6.86,56.81,12.5
2016-09-09 16:20:17,9.33,56.84,11.979
2016-09-09 17:00:20,9.37,56.81,11.98
2016-09-09 17:40:22,9.43,56.95,10.401
2016-09-09 18:20:25,8.53,56.8,13.529
2016-09-09 19:00:27,9.43,56.58,13.276
2016-09-09 19:40:30,9.27,56.95,9.544
2016-09-09 20:20:33,9.38,56.81,11.394
2016-09-09 21:00:37,9.09,56.71,11.739
2016-09-09 21:40:38,9.33,56.88,11.817
2016-09-09 22:20:41,9.41,56.82,11.808
2016-09-09 23:00:44,9.4,56.89,10.014
2016-09-09 23:40:47,9.34,56.93,9.75
2016-09-10 00:20:49,9.33,56.81,10.829
2016-09-10 01:00:52,9.4,56.93,9.694
2016-09-10 01:40:55,9.29,56.9,12.009
2016-09-10 02:20:58,9.32,56.92,14.17
2016-09-10 03:01:00,9.39,56.95,9.812
2016-09-10 03:41:04,9.4,56.95,11.346
2016-09-10 04:21:06,9.39,56.78,11.499
2016-09-10 05:01:09,9.36,56.82,11.099
2016-09-10 05:41:17,9.44,56.91,13.25
2016-09-10 06:21:14,9.41,56.89,12.685
2016-09-10 07:01:17,9.4,57.01,13.495
2016-09-10 07:41:20,9.0,56.75,13.082
2016-09-10 08:21:23,9.34,56.81,9.677
2016-09-10 09:01:28,9.4,56.13,12.812
2016-09-10 09:41:27,9.38,56.93,10.999
2016-09-10 10:21:31,9.36,55.07,9.928
2016-09-10 11:01:34,9.38,54.54,11.555
2016-09-10 11:41:37,9.37,55.34,13.522
2016-09-10 12:21:40,9.41,56.06,14.148
2016-09-10 13:01:42,8.44,56.19,10.178
2016-09-10 13:41:54,6.86,36.44,15.351
2016-09-10 14:21:49,9.37,53.47,13.142
2016-09-10 15:01:54,8.15,50.79,24.861
2016-09-10 15:41:53,8.19,56.0,10.186
2016-09-10 16:21:57,9.34,54.45,14.141
2016-09-10 17:02:00,9.37,53.08,11.132
2016-09-10 17:42:02,9.32,54.96,11.235
2016-09-10 20:22:06,9.42,56.77,12.626
2016-09-10 21:02:09,9.15,54.43,12.486
2016-09-10 21:42:13,8.91,56.32,13.233
2016-09-10 22:22:15,9.27,55.62,11.879
2016-09-11 12:46:08,9.14,56.79,12.174
2016-09-11 13:26:09,9.4,56.93,9.861
2016-09-11 14:06:11,9.35,56.88,15.904
2016-09-11 14:46:16,9.24,56.82,10.344
2016-09-11 15:26:16,9.44,56.92,13.731
2016-09-11 16:06:18,9.42,56.43,11.338
2016-09-11 16:46:22,8.97,56.11,15.437
2016-09-11 17:26:25,9.03,55.77,16.447
2016-09-11 18:06:30,9.12,56.52,12.469
2016-09-11 18:46:31,9.23,53.59,11.856
2016-09-11 19:26:32,9.32,56.57,13.816
2016-09-11 20:06:35,8.54,56.05,15.866
2016-09-11 20:46:38,9.38,56.82,9.903
2016-09-11 21:26:40,8.47,56.01,15.962
2016-09-11 22:06:44,9.19,55.51,12.584
2016-09-11 22:46:46,9.36,56.18,15.431
2016-09-11 23:26:49,9.4,56.6,12.233
2016-09-12 00:06:52,9.41,56.9,10.17
2016-09-12 00:46:54,9.38,56.59,13.056
2016-09-12 01:26:57,9.44,56.82,11.891
