"CPU Usage, x; Memory Usage, x","CPU Usage, y","Memory Usage, y"
2018-01-09 07:59:00,0,0
2018-01-09 08:59:00,0,0
2018-01-09 09:59:00,0,0
2018-01-09 10:59:00,0,0
2018-01-09 11:59:00,0,0
2018-01-09 12:59:00,0,0
2018-01-09 13:59:00,0,0
2018-01-09 14:59:00,0,0
2018-01-09 15:59:00,0,0
2018-01-09 16:59:00,0,0
2018-01-09 17:59:00,0,0
2018-01-09 18:59:00,0,0
2018-01-09 19:59:00,0,0
2018-01-09 20:59:00,0,0
2018-01-09 21:59:00,0,0
2018-01-09 22:59:00,0,0
2018-01-09 23:59:00,0,0
2018-01-10 00:59:00,0,0
2018-01-10 01:59:00,0,0
2018-01-10 02:59:00,0,0
2018-01-10 03:59:00,0,0
2018-01-10 04:59:00,0,0
2018-01-10 05:59:00,0,0
2018-01-10 06:59:00,0,0
2018-01-10 07:59:00,0,0
2018-01-10 08:59:00,0,0
2018-01-10 09:59:00,0,0
2018-01-10 10:59:00,0,0
2018-01-10 11:59:00,0,0
2018-01-10 12:59:00,0,0
2018-01-10 13:59:00,0,0
2018-01-10 14:59:00,0,0
2018-01-10 15:59:00,0,0
2018-01-10 16:59:00,0,0
2018-01-10 17:59:00,0,0
2018-01-10 18:59:00,0,0
2018-01-10 19:59:00,0,1
2018-01-10 20:59:00,0,1
2018-01-10 21:59:00,0,1
2018-01-10 22:59:00,0,1
2018-01-10 23:59:00,0,1
2018-01-11 00:59:00,0,1
2018-01-11 01:59:00,0,1
2018-01-11 02:59:00,0,1
2018-01-11 03:59:00,0,1
2018-01-11 04:59:00,0,1
2018-01-11 05:59:00,0,1
2018-01-11 06:59:00,0,1
2018-01-11 07:59:00,0,1
2018-01-11 08:59:00,0,1
2018-01-11 09:59:00,0,1
2018-01-11 10:59:00,0,1
2018-01-11 11:59:00,0,1
2018-01-11 12:59:00,0,1
2018-01-11 13:59:00,0,1
2018-01-11 14:59:00,0,1
2018-01-11 15:59:00,0,1
2018-01-11 16:59:00,0,1
2018-01-11 17:59:00,0,1
2018-01-11 18:59:00,0,1
2018-01-11 19:59:00,0,1
2018-01-11 20:59:00,0,1
2018-01-11 21:59:00,0,1
2018-01-11 22:59:00,0,1
2018-01-11 23:59:00,0,1
2018-01-12 00:59:00,0,1
2018-01-12 01:59:00,0,1
2018-01-12 02:59:00,0,1
2018-01-12 03:59:00,0,1
2018-01-12 04:59:00,0,1
2018-01-12 05:59:00,0,1
2018-01-12 06:59:00,0,1
2018-01-12 07:59:00,0,1
2018-01-12 08:59:00,0,1
