2day<br>6time<br>ForecastIO<br>Temperature<br>Mean:0.29<br>STD:2.15,2day<br>6time<br>ForecastIO<br>Rain<br>Mean:0.02<br>STD:0.21,2day<br>6time<br>ForecastIO<br>Wind<br>Mean:-0.17<br>STD:1.43,2day<br>11time<br>ForecastIO<br>Temperature<br>Mean:1.72<br>STD:1.95,2day<br>11time<br>ForecastIO<br>Rain<br>Mean:0.00<br>STD:0.12,2day<br>11time<br>ForecastIO<br>Wind<br>Mean:-0.28<br>STD:1.61,2day<br>17time<br>ForecastIO<br>Temperature<br>Mean:-1.43<br>STD:2.25,2day<br>17time<br>ForecastIO<br>Rain<br>Mean:0.00<br>STD:0.10,2day<br>17time<br>ForecastIO<br>Wind<br>Mean:-0.42<br>STD:1.55,2day<br>23time<br>ForecastIO<br>Temperature<br>Mean:1.00<br>STD:0.00,2day<br>23time<br>ForecastIO<br>Rain<br>Mean:0.00<br>STD:0.00,2day<br>23time<br>ForecastIO<br>Wind<br>Mean:2.00<br>STD:0.00
0.0,0.0,0,1.0,0.0,-1,-1.0,0.0,0,,,
0.0,0.0,0,1.0,0.0,0,-3.0,0.0,1,,,
-1.0,0.0,-1,2.0,0.0,-2,1.0,0.0,1,,,
-2.0,0.0,-1,1.0,0.0,-2,-1.0,0.0,0,,,
0.0,0.0,0,1.0,0.0,2,-5.0,0.0,-1,,,
-1.0,0.0,3,0.0,0.0,1,-1.0,0.0,1,,,
-1.0,0.0,0,1.0,0.0,-3,-1.0,0.0,1,,,
1.0,0.0,-1,1.0,0.0,0,-1.0,0.0,-1,,,
-2.0,0.0,-1,0.0,0.0,-1,1.0,0.0,1,,,
0.0,0.0,1,1.0,0.0,0,1.0,0.0,0,,,
-1.0,0.0,1,2.0,0.0,0,0.0,0.0,0,,,
1.0,0.0,-1,5.0,0.0,1,2.0,0.0,1,,,
3.0,0.0,1,2.0,0.0,2,2.0,0.0,0,,,
1.0,0.0,0,0.0,0.0,-1,1.0,0.0,0,,,
-2.0,0.0,-1,0.0,0.0,-1,0.0,0.0,1,,,
-2.0,0.0,-1,0.0,0.0,0,0.0,0.0,1,,,
-3.0,0.0,-3,1.0,0.0,0,0.0,0.0,-2,,,
1.0,0.0,-1,1.0,0.0,0,4.0,0.0,-1,,,
0.0,0.0,-2,1.0,0.0,-2,1.0,0.0,-1,,,
-1.0,0.0,-1,1.0,0.0,-2,-5.0,0.0,-2,,,
-2.0,0.0,-2,1.0,0.0,1,-4.0,0.0,-1,,,
0.0,0.0,0,0.0,0.0,-1,-8.0,0.0,-1,,,
-4.0,0.0,-5,2.0,0.0,-2,2.0,0.0,0,,,
-4.0,0.0,-2,0.0,0.0,-2,-1.0,0.0,-3,,,
-2.0,0.0,0,-3.0,0.0,-3,-2.0,0.0,1,,,
-2.0,0.0,0,0.0,0.0,-1,-6.0,0.0,-2,,,
-3.0,0.0,0,-2.0,0.0,-1,-4.0,0.0,-1,,,
-1.0,0.0,0,2.0,0.0,-2,-3.0,0.0,-1,,,
-1.0,0.0,-1,-2.0,0.0,0,0.0,0.0,-1,,,
2.0,0.0,1,0.0,0.0,2,-4.0,0.0,-2,,,
1.0,0.0,2,4.0,0.0,3,-3.0,0.0,0,,,
2.0,0.0,2,0.0,0.0,3,-4.0,0.0,0,,,
0.0,0.0,1,1.0,0.0,0,-1.0,0.0,-3,,,
-3.0,0.0,1,7.0,0.0,-1,-3.0,0.0,0,,,
-2.0,0.0,-1,5.0,0.0,-2,1.0,0.0,-4,,,
1.0,0.0,-4,6.0,0.0,2,3.0,0.0,0,,,
4.0,0.0,1,3.0,0.0,-1,1.0,0.0,0,,,
-1.0,0.0,0,2.0,0.0,0,-2.0,0.0,-3,,,
-1.0,0.0,0,3.0,0.0,1,-3.0,0.0,0,,,
-1.0,0.0,-2,-1.0,0.0,-1,0.0,0.0,-2,,,
-1.0,0.0,2,1.0,0.0,1,-5.0,0.0,-2,,,
-2.0,0.0,1,0.0,0.0,0,-4.0,0.0,-1,,,
3.0,0.0,0,4.0,0.0,-3,-4.0,0.0,-1,,,
0.0,0.0,-1,1.0,0.0,-1,-1.0,0.0,-3,,,
-2.0,0.0,0,2.0,0.0,0,-4.0,0.0,-3,,,
-2.0,0.0,2,2.0,0.0,2,-4.0,0.0,-2,,,
0.0,0.0,0,4.0,0.0,-1,-7.0,0.0,-5,,,
1.0,0.0,1,1.0,0.0,1,-3.0,0.0,-1,,,
2.0,0.0,2,2.0,0.0,0,6.0,0.0,1,,,
0.0,0.0,2,4.0,0.0,1,-1.0,0.0,-3,,,
-2.0,0.0,2,-1.0,-1.0,1,-2.0,0.0,-1,,,
-1.0,0.0,0,3.0,0.0,-1,-2.0,0.0,1,,,
-2.0,0.0,0,2.0,0.0,0,-4.0,0.0,-2,,,
0.0,0.0,0,1.0,0.0,-3,-2.0,0.0,-1,,,
3.0,0.0,-2,3.0,0.0,1,-5.0,0.0,-4,,,
1.0,0.0,-1,3.0,0.0,0,-4.0,0.0,0,,,
-2.0,0.0,-1,6.0,0.0,-2,-5.0,0.0,1,,,
-1.0,0.0,-1,2.0,0.0,1,1.0,0.0,-2,,,
2.0,0.0,-1,4.0,0.0,1,-3.0,0.0,-1,,,
3.0,0.0,3,7.0,0.0,3,2.0,0.0,-1,,,
0.0,0.0,-1,4.0,0.0,7,-4.0,0.0,0,,,
0.0,0.0,3,5.0,0.0,0,-4.0,0.0,5,,,
1.0,0.0,1,3.0,0.0,-2,-3.0,0.0,2,,,
2.0,0.0,-1,3.0,0.0,-1,-1.0,0.0,-1,,,
4.0,0.0,0,3.0,-1.0,-3,-1.0,0.0,0,,,
1.0,0.0,-2,2.0,0.0,0,-1.0,0.0,-1,,,
1.0,0.0,-2,3.0,0.0,1,-2.0,0.0,0,,,
-1.0,0.0,1,5.0,0.0,1,-2.0,0.0,-2,,,
3.0,0.0,0,5.0,0.0,2,-3.0,0.0,1,,,
2.0,0.0,0,0.0,0.0,0,0.0,0.0,-1,,,
3.0,0.0,2,3.0,0.0,-1,-5.0,0.0,-3,,,
1.0,0.0,-1,4.0,0.0,-1,-3.0,0.0,0,,,
1.0,0.0,-1,4.0,0.0,-3,-2.0,0.0,-1,,,
0.0,0.0,-2,3.0,0.0,-2,-1.0,0.0,0,,,
-1.0,0.0,-1,4.0,0.0,1,-2.0,0.0,-1,,,
2.0,0.0,0,4.0,0.0,-1,-1.0,0.0,-3,,,
1.0,0.0,3,3.0,0.0,-2,0.0,-1.0,2,,,
-1.0,0.0,-1,8.0,0.0,-1,0.0,0.0,-2,,,
1.0,0.0,-1,6.0,0.0,1,-3.0,0.0,-1,,,
2.0,0.0,1,5.0,0.0,0,-1.0,0.0,-1,,,
1.0,-1.0,2,3.0,0.0,0,-1.0,0.0,-1,,,
3.0,0.0,1,2.0,0.0,0,0.0,0.0,0,,,
3.0,0.0,-1,5.0,0.0,0,0.0,0.0,0,,,
0.0,0.0,-1,1.0,0.0,4,-4.0,0.0,1,,,
4.0,0.0,2,0.0,0.0,0,-2.0,0.0,-2,,,
3.0,0.0,-1,1.0,0.0,0,-3.0,0.0,0,,,
2.0,0.0,0,5.0,0.0,0,-4.0,0.0,1,,,
1.0,0.0,-2,2.0,0.0,-2,-1.0,0.0,0,,,
-2.0,0.0,0,4.0,0.0,0,1.0,0.0,0,,,
2.0,0.0,-2,1.0,0.0,-1,3.0,0.0,-3,,,
4.0,0.0,-1,5.0,0.0,-1,-4.0,0.0,-1,,,
1.0,0.0,-3,-1.0,0.0,-1,-4.0,0.0,-2,,,
2.0,0.0,-1,1.0,0.0,-1,0.0,0.0,-1,,,
2.0,0.0,-2,2.0,0.0,-1,0.0,0.0,0,,,
-2.0,0.0,-2,1.0,0.0,-4,-3.0,1.0,0,,,
0.0,0.0,-1,2.0,0.0,1,-3.0,0.0,-1,,,
1.0,0.0,0,-1.0,0.0,-2,-1.0,0.0,2,,,
1.0,1.0,0,2.0,0.0,0,-2.0,0.0,-2,,,
-1.0,0.0,1,4.0,0.0,1,2.0,0.0,-1,,,
-1.0,0.0,1,2.0,0.0,-1,-1.0,0.0,-1,,,
1.0,0.0,0,2.0,0.0,1,0.0,0.0,1,,,
3.0,0.0,-1,0.0,0.0,1,-4.0,0.0,-2,,,
2.0,0.0,-1,5.0,0.0,-1,-1.0,0.0,-3,,,
2.0,0.0,-1,2.0,0.0,0,0.0,0.0,0,,,
2.0,0.0,-1,0.0,0.0,1,-5.0,0.0,0,,,
3.0,0.0,-1,3.0,0.0,-1,-5.0,0.0,0,,,
1.0,0.0,0,2.0,0.0,0,-3.0,0.0,0,,,
0.0,2.0,1,4.0,0.0,0,-2.0,0.0,1,,,
0.0,0.0,-1,4.0,0.0,2,-3.0,0.0,2,,,
1.0,0.0,-1,5.0,0.0,1,-1.0,0.0,2,,,
2.0,0.0,-1,5.0,0.0,-1,-1.0,0.0,-3,,,
3.0,0.0,0,6.0,0.0,3,0.0,0.0,-1,,,
1.0,0.0,2,3.0,0.0,-1,1.0,0.0,-2,,,
3.0,0.0,0,4.0,0.0,1,0.0,0.0,-2,,,
1.0,0.0,0,0.0,0.0,0,-2.0,0.0,-1,,,
4.0,0.0,0,0.0,0.0,-1,-3.0,0.0,2,,,
1.0,0.0,-1,-2.0,0.0,-2,-1.0,0.0,1,,,
0.0,0.0,0,-1.0,0.0,-1,-2.0,0.0,0,,,
3.0,0.0,-1,-1.0,0,-1,-5.0,0.0,1,,,
1.0,0,-1,3.0,0.0,-1,-3.0,0,-1,,,
1.0,0.0,0,5.0,0.0,2,-1.0,0.0,-2,,,
2.0,0.0,0,1.0,0.0,0,-2.0,0.0,2,,,
0.0,0.0,1,-2.0,0.0,-1,1.0,0.0,1,,,
3.0,0.0,0,1.0,0.0,-1,0.0,0.0,0,,,
1.0,0.0,0,1.0,0.0,0,-2.0,0.0,1,,,
1.0,0.0,0,-1.0,0.0,-1,-4.0,0.0,1,,,
1.0,0.0,-1,0.0,0.0,0,-3.0,0.0,0,,,
3.0,0.0,0,2.0,0.0,-1,-5.0,0.0,0,,,
3.0,0.0,-1,0.0,0.0,0,-4.0,0.0,0,,,
0.0,0.0,-1,1.0,0.0,2,-5.0,0.0,1,,,
3.0,0.0,1,-1.0,0.0,0,1.0,0.0,2,,,
2.0,0.0,-1,5.0,0.0,-1,-2.0,0.0,0,,,
1.0,0.0,0,3.0,0.0,0,-4.0,0.0,1,,,
1.0,0.0,1,4.0,0.0,1,0.0,0.0,0,,,
2.0,0.0,1,0.0,0.0,-1,-4.0,0.0,2,,,
1.0,0.0,0,3.0,0.0,-1,1.0,0.0,-1,,,
4.0,0.0,0,-2.0,0.0,1,-2.0,0.0,2,,,
5.0,0.0,0,0.0,0.0,-2,0.0,0.0,0,,,
2.0,0.0,-1,0.0,0.0,0,-4.0,0.0,0,,,
2.0,0.0,-2,-3.0,0.0,0,-2.0,0.0,-1,,,
2.0,0.0,-2,0.0,0.0,1,-4.0,0.0,1,,,
2.0,0.0,0,1.0,0.0,0,-1.0,0.0,-1,,,
0.0,0.0,1,4.0,0.0,-1,-1.0,0.0,2,,,
2.0,0.0,0,2.0,0.0,1,-4.0,0.0,1,,,
1.0,0.0,0,2.0,0.0,3,-2.0,0.0,-2,,,
2.0,0.0,0,0.0,0.0,0,-2.0,0.0,-1,,,
-1.0,0.0,-1,4.0,0.0,-1,3.0,0.0,0,,,
5.0,0.0,-1,3.0,0.0,3,-3.0,0.0,-2,,,
2.0,0.0,-2,1.0,0.0,2,2.0,0.0,-1,,,
1.0,0.0,0,-1.0,0.0,0,-3.0,0.0,0,,,
2.0,0.0,1,-1.0,0.0,0,-2.0,0.0,0,,,
0.0,0.0,0,1.0,0.0,0,-5.0,0.0,-2,,,
1.0,0.0,0,0.0,0.0,1,0.0,0.0,2,,,
3.0,0.0,-1,0.0,0.0,0,1.0,0.0,1,,,
1.0,0.0,0,1.0,0.0,1,-1.0,0.0,-1,,,
0.0,0.0,-1,4.0,0.0,-1,-2.0,0.0,-1,,,
0.0,0.0,0,-1.0,0.0,1,0.0,0.0,-1,,,
4.0,0.0,0,0.0,0.0,-1,-3.0,0.0,-1,,,
1.0,0.0,-1,-1.0,0.0,-1,-4.0,0.0,0,,,
1.0,0.0,0,1.0,0.0,0,-5.0,0.0,1,,,
1.0,0.0,-1,0.0,0.0,2,-5.0,0.0,-1,,,
2.0,0.0,0,1.0,0.0,-1,-3.0,0.0,2,,,
0.0,0.0,0,0.0,0.0,0,-3.0,0.0,0,,,
1.0,0.0,-1,3.0,0.0,1,-1.0,0.0,0,,,
2.0,0.0,0,4.0,0.0,-2,1.0,0.0,1,,,
2.0,0.0,-1,4.0,0.0,1,-2.0,0.0,-1,,,
1.0,0.0,-1,-1.0,0.0,-1,-1.0,0.0,0,,,
1.0,0.0,2,1.0,0.0,1,-3.0,0.0,-1,,,
3.0,0.0,1,0.0,0.0,1,-6.0,0.0,2,,,
3.0,0.0,1,1.0,0.0,-2,-5.0,0.0,1,,,
2.0,0.0,1,3.0,0.0,0,-8.0,0.0,0,,,
1.0,0.0,2,4.0,0.0,1,-6.0,0.0,-3,,,
1.0,0.0,-1,2.0,0.0,1,-7.0,0.0,0,,,
1.0,0.0,1,1.0,0.0,-2,-5.0,0.0,-1,,,
1.0,0.0,0,1.0,0.0,-1,-6.0,0.0,-1,,,
-1.0,0.0,0,2.0,0.0,0,-6.0,0.0,0,,,
1.0,0.0,-1,2.0,0.0,-1,-6.0,0.0,0,,,
0.0,0.0,-2,4.0,0.0,1,-6.0,0.0,-2,,,
0.0,0.0,1,7.0,0.0,2,-3.0,0.0,-1,,,
1.0,0.0,-1,1.0,0.0,0,0.0,0.0,-2,,,
1.0,0.0,0,1.0,0.0,0,-3.0,0.0,0,,,
1.0,0.0,1,2.0,0.0,1,-5.0,0.0,-2,,,
-1.0,0.0,1,2.0,0.0,1,-5.0,0.0,0,,,
1.0,0.0,-1,0.0,0.0,-1,-5.0,0.0,0,,,
-1.0,0.0,0,2.0,0.0,-2,-5.0,0.0,0,,,
1.0,0.0,0,2.0,0.0,-2,-7.0,0.0,-1,,,
0.0,0.0,0,4.0,0.0,0,-4.0,0.0,-2,,,
-1.0,0.0,0,1.0,0.0,-1,-6.0,0.0,-1,,,
-2.0,0.0,-1,1.0,0.0,1,-5.0,0.0,-1,,,
0.0,0.0,0,2.0,0.0,-1,-6.0,0.0,-2,,,
0.0,0.0,1,6.0,0.0,0,-6.0,0.0,0,,,
1.0,0.0,0,3.0,0.0,1,-3.0,0.0,1,,,
-1.0,0.0,-1,2.0,0.0,-1,-3.0,0.0,0,,,
1.0,0.0,0,2.0,0.0,-1,-1.0,0.0,-1,,,
1.0,0.0,0,4.0,0.0,-1,-2.0,0.0,-1,,,
-1.0,1.0,0,5.0,0.0,0,-2.0,0.0,0,,,
-1.0,0.0,-1,0.0,0.0,-2,-6.0,0.0,0,,,
-2.0,0.0,-1,1.0,0,0,-3.0,0.0,1,,,
0.0,0.0,0,2.0,0.0,-2,-4.0,0,-1,,,
1.0,0.0,0,3.0,0.0,-1,-4.0,0.0,0,,,
1.0,0,0,1.0,0.0,-4,-5.0,0.0,-1,,,
0.0,0.0,0,2.0,0.0,-5,-4.0,0.0,-2,,,
-3.0,0.0,-1,4.0,0.0,-5,-4.0,0.0,-7,,,
-1.0,0.0,-3,2.0,0.0,-1,-3.0,0.0,-1,,,
1.0,0.0,-6,3.0,0.0,-10,-1.0,0.0,-11,,,
0.0,0.0,-8,4.0,0.0,-9,-1.0,0.0,-3,,,
-1.0,0.0,-8,4.0,0.0,0,-1.0,0.0,-1,,,
-1.0,0.0,-3,3.0,0,0,-3.0,0,-1,,,
-2.0,0.0,-1,3.0,0.0,0,-2.0,0.0,-1,,,
0.0,0.0,-1,4.0,0.0,1,-3.0,0.0,-2,,,
-1.0,0,-1,3.0,0.0,0,-3.0,0.0,-1,,,
1.0,0.0,-1,3.0,0.0,0,-2.0,0.0,-1,,,
-3.0,0.0,0,4.0,0.0,0,-4.0,0.0,-1,,,
-2.0,0.0,-1,4.0,0.0,1,-3.0,0.0,0,,,
-2.0,0.0,-1,5.0,0.0,0,-2.0,0.0,-1,,,
1.0,0.0,-1,5.0,0.0,-1,-3.0,0.0,-2,,,
2.0,0.0,0,3.0,0.0,-1,-6.0,0.0,-3,,,
1.0,0.0,0,1.0,0.0,-1,-5.0,0.0,-1,,,
0.0,0.0,-1,2.0,0.0,0,-3.0,0.0,-1,,,
0.0,0.0,1,3.0,-1.0,1,-2.0,0.0,-1,,,
1.0,0.0,-1,3.0,0.0,2,-3.0,0.0,-3,,,
-1.0,0.0,0,1.0,0.0,-1,0.0,0.0,-1,,,
1.0,0.0,1,2.0,0.0,-1,-3.0,0.0,-1,,,
-3.0,0.0,0,4.0,0.0,-1,-4.0,0.0,-1,,,
-1.0,0.0,0,6.0,0.0,0,-2.0,0.0,1,,,
-3.0,0.0,-3,3.0,1.0,0,-1.0,0.0,1,,,
1.0,0.0,0,1.0,0.0,-1,-3.0,0.0,-2,,,
1.0,0.0,0,5.0,0.0,0,-5.0,0.0,-1,,,
1.0,0.0,0,2.0,0.0,-2,-5.0,0.0,-2,,,
-3.0,-1.0,0,2.0,0.0,0,-3.0,0.0,0,,,
-1.0,0.0,0,5.0,0.0,-1,0.0,0.0,0,,,
-3.0,0.0,-1,-1.0,0.0,0,0.0,0.0,0,,,
1.0,0.0,0,3.0,0.0,-2,2.0,0.0,2,,,
1.0,0.0,-1,0.0,0.0,0,-1.0,0.0,-1,,,
1.0,0.0,0,1.0,0.0,1,-2.0,0.0,-1,,,
1.0,0.0,-1,1.0,0.0,0,0.0,0.0,0,,,
1.0,0.0,-1,2.0,0.0,0,0.0,0.0,0,,,
-3.0,0.0,-1,0.0,0.0,0,-2.0,0.0,1,,,
-1.0,0.0,1,1.0,0.0,2,0.0,0.0,2,,,
1.0,0.0,0,1.0,0.0,0,-1.0,0.0,0,,,
0.0,0.0,1,3.0,0.0,0,0.0,0.0,1,,,
-2.0,0.0,0,1.0,0.0,-2,-2.0,0.0,0,,,
0.0,0.0,0,0.0,0.0,0,-2.0,0.0,1,,,
2.0,0.0,0,1.0,0.0,0,-1.0,0.0,1,,,
-1.0,0.0,-1,2.0,0.0,1,-1.0,0.0,-2,,,
-2.0,0.0,-2,3.0,0.0,0,0.0,0.0,0,,,
-1.0,0.0,2,3.0,0.0,1,1.0,0.0,-1,,,
-1.0,0.0,-4,2.0,0.0,-3,1.0,0.0,2,,,
-1.0,0.0,1,1.0,0.0,-1,-1.0,0.0,-2,,,
-2.0,0.0,-1,1.0,0.0,0,-2.0,1.0,-2,,,
0.0,0.0,1,2.0,0.0,5,-1.0,0.0,1,,,
-3.0,0.0,-1,1.0,0.0,-2,-4.0,0.0,-1,,,
-3.0,0.0,-1,-1.0,0.0,-5,-1.0,0.0,0,,,
-3.0,0.0,-1,1.0,0.0,0,-1.0,0.0,-2,,,
-4.0,0.0,0,4.0,0.0,-1,0.0,0.0,2,,,
0.0,0.0,2,4.0,0.0,1,0.0,0.0,2,,,
0.0,0.0,0,2.0,0.0,-2,1.0,0.0,2,,,
-1.0,0.0,0,1.0,0.0,-2,-1.0,0.0,-1,,,
2.0,0.0,2,3.0,0.0,-1,-2.0,0.0,1,,,
0.0,0.0,2,0.0,0.0,-3,0.0,0.0,-2,,,
-3.0,0.0,-3,1.0,0.0,-4,0.0,0.0,1,,,
-4.0,0.0,0,3.0,0.0,-2,-2.0,0.0,1,,,
-6.0,0.0,-1,4.0,0.0,-2,-1.0,0.0,0,,,
-1.0,0.0,-2,2.0,0.0,1,0.0,0.0,-2,,,
0.0,0.0,0,1.0,0.0,-1,0.0,0.0,0,,,
2.0,0.0,0,3.0,0.0,-2,-1.0,0.0,-1,,,
0.0,0.0,0,3.0,0.0,0,0.0,0.0,0,,,
-2.0,0.0,0,5.0,0.0,-1,-1.0,0.0,0,,,
-4.0,0.0,-2,6.0,0.0,-2,1.0,0.0,1,,,
3.0,0.0,1,6.0,0.0,0,-2.0,0.0,1,,,
1.0,0.0,-1,7.0,0.0,1,-1.0,0.0,2,,,
0.0,0.0,-1,4.0,0.0,0,-3.0,0.0,0,,,
0.0,0.0,0,2.0,0.0,0,0.0,0.0,0,,,
2.0,0.0,0,-2.0,0.0,0,-2.0,0.0,0,,,
1.0,0.0,-1,1.0,0.0,-1,-1.0,0.0,-1,,,
1.0,0.0,0,1.0,0.0,2,-3.0,0.0,-1,,,
-1.0,0.0,-1,2.0,0.0,1,-3.0,0.0,-2,,,
-2.0,0.0,-1,6.0,0.0,-1,-1.0,0.0,-1,,,
-1.0,0.0,1,3.0,0.0,-2,0.0,0.0,1,,,
-4.0,0.0,1,-1.0,0.0,-1,0.0,0.0,2,,,
1.0,0.0,-1,1.0,0.0,0,-3.0,0.0,-1,,,
-2.0,0.0,0,4.0,0.0,0,-3.0,0.0,1,,,
-2.0,0.0,-2,5.0,0.0,-1,-3.0,0.0,0,,,
-2.0,0.0,-4,1.0,0.0,1,-2.0,0.0,1,,,
-1.0,0.0,0,-1.0,0.0,0,-2.0,0.0,0,,,
1.0,0.0,-2,-2.0,0.0,0,-2.0,0.0,-2,,,
-2.0,0.0,-1,0.0,0.0,0,0.0,0.0,0,,,
-3.0,0.0,-2,1.0,0.0,0,1.0,0.0,0,,,
-5.0,0.0,2,3.0,0.0,1,2.0,0.0,-1,,,
-4.0,0.0,1,2.0,0.0,1,2.0,0.0,0,,,
0.0,0.0,0,4.0,0.0,-1,0.0,0.0,-2,,,
2.0,0.0,-1,7.0,0.0,0,-1.0,0,-1,,,
3.0,0.0,1,7.0,0.0,0,-3.0,0.0,-2,,,
3.0,0.0,0,1.0,0.0,0,-3.0,0.0,-1,,,
2.0,0.0,-3,0.0,0,1,-1.0,0,-1,,,
7.0,0.0,1,0.0,0.0,-2,-3.0,0.0,-1,,,
-3.0,0.0,0,0.0,0.0,-1,-1.0,0.0,-1,,,
-5.0,0,0,2.0,0,0,1.0,0.0,0,,,
-4.0,0.0,0,2.0,0.0,-1,-2.0,0,3,,,
-1.0,0.0,-1,1.0,0.0,0,0.0,0.0,1,,,
1.0,0,0,-1.0,0.0,-1,-3.0,0.0,-2,,,
-5.0,0.0,-1,1.0,0,1,-2.0,0.0,-3,,,
-2.0,0.0,0,0.0,0.0,1,-1.0,0.0,0,,,
-2.0,0.0,-1,1.0,0.0,0,-3.0,0.0,-4,,,
-2.0,0,4,-1.0,0.0,-3,-3.0,0.0,-1,,,
-1.0,0.0,-1,-2.0,0.0,-5,0.0,0.0,-1,,,
-4.0,0.0,1,-1.0,0.0,-3,1.0,0.0,-1,,,
-4.0,0.0,-5,-1.0,0.0,1,1.0,0.0,0,,,
-3.0,0.0,-4,1.0,0.0,0,3.0,0.0,0,,,
-3.0,0.0,-6,5.0,0.0,0,-1.0,0.0,-2,,,
-1.0,0.0,2,7.0,0.0,1,-2.0,0.0,1,,,
5.0,0.0,0,4.0,0.0,1,0.0,0.0,0,,,
6.0,0.0,0,1.0,0.0,-1,-1.0,0.0,-1,,,
2.0,0.0,-2,0.0,0.0,1,-2.0,0,0,,,
-4.0,0.0,-1,1.0,0.0,0,0.0,0.0,-3,,,
1.0,0.0,-1,4.0,0.0,0,-1.0,0.0,0,,,
-3.0,0.0,1,3.0,0,0,0.0,0,1,,,
4.0,0.0,0,0.0,1.0,-1,0.0,0,-7,,,
2.0,0.0,0,2.0,0.0,0,-4.0,0.0,-1,,,
5.0,0,2,5.0,0,1,-2.0,0.0,0,,,
-3.0,0.0,-1,0.0,0,0,-2.0,0.0,-2,,,
0.0,0.0,0,2.0,0.0,-1,-1.0,0.0,1,,,
0.0,0,1,1.0,0.0,0,0.0,0.0,-1,,,
1.0,0,2,1.0,0.0,-1,-2.0,0.0,1,,,
-3.0,0.0,0,1.0,0.0,-2,2.0,0.0,-4,,,
-1.0,0.0,-1,2.0,0.0,-2,-2.0,0.0,-1,,,
-3.0,0.0,0,2.0,0.0,-2,2.0,0.0,0,,,
-2.0,0.0,-1,3.0,0.0,-3,0.0,0,-1,,,
-3.0,0.0,-1,3.0,0.0,-4,1.0,0.0,1,,,
3.0,0.0,1,1.0,0.0,1,1.0,0,-1,,,
-2.0,0.0,0,2.0,0,-1,-1.0,0.0,2,,,
-1.0,0.0,-3,2.0,0.0,0,-2.0,0.0,3,,,
1.0,0.0,-1,1.0,0,0,-2.0,0.0,3,,,
3.0,0,-1,2.0,0.0,-1,-3.0,0.0,0,,,
-2.0,0.0,0,1.0,0.0,3,-3.0,0.0,-1,,,
1.0,0,0,0.0,0.0,3,-3.0,0.0,-1,,,
-2.0,0.0,-1,1.0,0.0,3,-2.0,0.0,0,,,
-4.0,0.0,2,2.0,0.0,0,0.0,0,1,,,
-2.0,0.0,0,1.0,0.0,1,-1.0,0,0,,,
-4.0,0.0,0,1.0,0.0,0,-2.0,0,3,,,
2.0,0.0,0,2.0,0,-3,-1.0,0.0,1,,,
