"Following, x","Following, y","Followers, x","Followers, y"
2017-12-08 15:00:05.471088,6580,2017-12-08 15:00:05.472943,5705
2017-12-08 21:00:06.046933,6174,2017-12-08 21:00:06.053552,5704
2017-12-08 21:01:29.287176,6174,2017-12-08 21:01:29.289583,5704
2017-12-08 21:03:44.545162,6174,2017-12-08 21:03:44.547550,5703
2017-12-09 03:00:06.098327,6032,2017-12-09 03:00:06.108333,5704
2017-12-09 09:00:06.982820,5956,2017-12-09 09:00:06.987105,5706
2017-12-09 15:00:06.545955,5780,2017-12-09 15:00:06.553710,5707
2017-12-09 16:26:07.513303,5635,2017-12-09 16:26:07.519512,5709
2017-12-09 19:27:14.093207,5842,2017-12-09 19:27:14.097723,5732
2017-12-09 21:00:07.712642,5842,2017-12-09 21:00:07.717227,5734
2017-12-10 03:00:05.204624,5846,2017-12-10 03:00:05.206758,5741
2017-12-10 09:00:05.533011,5846,2017-12-10 09:00:05.535497,5739
2017-12-10 15:00:05.488722,5846,2017-12-10 15:00:05.491213,5744
2017-12-10 21:00:06.312381,5861,2017-12-10 21:00:06.343867,5749
2017-12-11 03:00:05.697474,5987,2017-12-11 03:00:05.699757,5755
2017-12-11 09:00:05.814156,6235,2017-12-11 09:00:05.816628,5764
2017-12-11 15:00:05.507376,6233,2017-12-11 15:00:05.528520,5776
2017-12-11 21:00:06.108593,6257,2017-12-11 21:00:06.110963,5781
2017-12-12 03:00:04.990182,6365,2017-12-12 03:00:04.992588,5795
2017-12-12 09:00:05.843972,6365,2017-12-12 09:00:05.854861,5800
2017-12-12 15:00:05.706688,6365,2017-12-12 15:00:05.709111,5804
2017-12-12 21:00:05.274178,6364,2017-12-12 21:00:05.276705,5808
2017-12-13 03:00:04.935237,6485,2017-12-13 03:00:04.937762,5816
2017-12-13 09:00:05.052555,6721,2017-12-13 09:00:05.055041,5824
2017-12-13 15:00:05.774278,6818,2017-12-13 15:00:05.776843,5846
2017-12-13 21:00:05.828187,6818,2017-12-13 21:00:05.830918,5858
2017-12-14 03:00:07.130821,6818,2017-12-14 03:00:07.147525,5865
2017-12-14 09:00:05.969908,6818,2017-12-14 09:00:05.973658,5865
2017-12-14 15:00:05.396828,6818,2017-12-14 15:00:05.399582,5868
2017-12-14 21:00:05.672879,6818,2017-12-14 21:00:05.675591,5869
2017-12-15 03:00:05.413742,6818,2017-12-15 03:00:05.416608,5870
2017-12-15 09:00:05.483965,6818,2017-12-15 09:00:05.486787,5871
2017-12-15 15:00:05.651311,6820,2017-12-15 15:00:05.654108,5872
2017-12-15 21:00:04.909137,6820,2017-12-15 21:00:04.911990,5873
2017-12-16 03:00:08.193309,6929,2017-12-16 03:00:08.200578,5879
2017-12-16 09:00:05.268459,7060,2017-12-16 09:00:05.271436,5888
2017-12-16 15:00:05.254996,7147,2017-12-16 15:00:05.257903,5903
2017-12-16 21:00:05.632197,7177,2017-12-16 21:00:05.635078,5916
2017-12-17 03:00:05.189392,7177,2017-12-17 03:00:05.192428,5925
2017-12-17 09:00:04.906548,7176,2017-12-17 09:00:04.909717,5925
2017-12-17 15:00:05.203952,7314,2017-12-17 15:00:05.206917,5936
2017-12-17 21:00:05.421012,7500,2017-12-17 21:00:05.424048,5956
2017-12-18 03:00:04.872564,7307,2017-12-18 03:00:04.875697,5959
2017-12-18 09:00:05.336591,7306,2017-12-18 09:00:05.339759,5959
2017-12-18 15:00:05.562861,7306,2017-12-18 15:00:05.568771,5959
2017-12-18 21:00:05.650467,6964,2017-12-18 21:00:05.653703,5962
2017-12-19 03:00:05.443416,6964,2017-12-19 03:00:05.446613,5966
2017-12-19 09:00:05.275336,6964,2017-12-19 09:00:05.278531,5965
2017-12-19 15:00:05.045935,6916,2017-12-19 15:00:05.049246,5965
2017-12-19 21:00:05.582407,6801,2017-12-19 21:00:05.585708,5970
2017-12-20 03:00:05.156312,6627,2017-12-20 03:00:05.159613,5970
2017-12-20 09:00:06.844545,6627,2017-12-20 09:00:06.850887,5971
2017-12-20 15:00:05.584579,6522,2017-12-20 15:00:05.588165,5972
2017-12-20 21:00:05.613534,6284,2017-12-20 21:00:05.616817,5970
2017-12-21 03:00:05.432880,6284,2017-12-21 03:00:05.436340,5971
2017-12-21 09:00:05.326358,6284,2017-12-21 09:00:05.329893,5970
2017-12-21 15:00:05.634066,6282,2017-12-21 15:00:05.637644,5971
2017-12-21 21:00:05.089129,6189,2017-12-21 21:00:05.092648,5969
2017-12-22 03:00:05.059898,6188,2017-12-22 03:00:05.231077,5968
2017-12-22 09:00:06.591602,5948,2017-12-22 09:00:06.599120,5968
2017-12-22 15:00:05.425757,5947,2017-12-22 15:00:05.429449,5966
2017-12-22 21:00:05.543345,5947,2017-12-22 21:00:05.547037,5967
2017-12-23 03:00:05.322558,5947,2017-12-23 03:00:05.326504,5966
2017-12-23 09:00:05.347988,5948,2017-12-23 09:00:05.351931,5967
2017-12-23 15:00:05.745385,5949,2017-12-23 15:00:05.749452,5968
2017-12-23 21:00:04.953870,6265,2017-12-23 21:00:04.957682,5981
2017-12-24 03:00:06.827271,6543,2017-12-24 03:00:06.834673,6009
2017-12-24 09:00:05.051651,6542,2017-12-24 09:00:05.055421,6011
2017-12-24 15:00:05.928470,6859,2017-12-24 15:00:05.932455,6026
2017-12-24 21:00:05.243489,7026,2017-12-24 21:00:05.247393,6052
2017-12-25 03:00:05.265859,7024,2017-12-25 03:00:05.269930,6058
2017-12-25 09:00:05.137961,7024,2017-12-25 09:00:05.142767,6063
2017-12-25 15:00:05.083790,7023,2017-12-25 15:00:05.088414,6066
2017-12-25 21:00:05.108139,7024,2017-12-25 21:00:05.113317,6065
2017-12-26 03:00:05.221940,7025,2017-12-26 03:00:05.226169,6071
2017-12-26 09:00:05.615389,7025,2017-12-26 09:00:05.620188,6071
2017-12-26 15:00:06.273365,7025,2017-12-26 15:00:06.277818,6070
2017-12-26 21:00:07.651780,7023,2017-12-26 21:00:07.668255,6073
2017-12-27 03:00:06.557720,7024,2017-12-27 03:00:06.562411,6075
2017-12-27 09:00:05.916717,7025,2017-12-27 09:00:05.921304,6075
2017-12-27 15:00:05.954538,7025,2017-12-27 15:00:05.959839,6077
2017-12-27 21:00:05.326395,7027,2017-12-27 21:00:05.330716,6076
2017-12-28 03:00:05.053428,7027,2017-12-28 03:00:05.058096,6079
2017-12-28 09:00:05.601810,7027,2017-12-28 09:00:05.606422,6078
2017-12-28 15:00:06.073449,7026,2017-12-28 15:00:06.077983,6076
2017-12-28 21:00:05.561271,7027,2017-12-28 21:00:05.565758,6082
2017-12-29 03:00:05.560205,7027,2017-12-29 03:00:05.564637,6089
2017-12-29 09:00:05.259977,7028,2017-12-29 09:00:05.264584,6085
2017-12-29 15:00:05.620708,7028,2017-12-29 15:00:05.625280,6085
2017-12-29 21:00:04.855558,7350,2017-12-29 21:00:04.860043,6105
2017-12-30 03:00:05.759676,7459,2017-12-30 03:00:05.764495,6116
2017-12-30 09:00:11.885633,7500,2017-12-30 09:00:11.890782,6119
2017-12-30 15:00:06.222647,7450,2017-12-30 15:00:06.231568,6126
2017-12-30 21:00:05.121601,7296,2017-12-30 21:00:05.126574,6129
2017-12-31 03:00:06.396407,7298,2017-12-31 03:00:06.405318,6135
2017-12-31 09:00:05.321062,7298,2017-12-31 09:00:05.326144,6136
2017-12-31 15:00:05.687053,7297,2017-12-31 15:00:05.691936,6136
2017-12-31 21:00:07.373947,7198,2017-12-31 21:00:07.391404,6141
2018-01-01 03:00:05.619069,7149,2018-01-01 03:00:05.624144,6143
2018-01-01 09:00:05.873706,7150,2018-01-01 09:00:05.878723,6143
2018-01-01 15:00:05.403789,7150,2018-01-01 15:00:05.408552,6142
2018-01-01 21:00:05.145577,7156,2018-01-01 21:00:05.150514,6152
2018-01-02 03:00:05.325831,6623,2018-01-02 03:00:05.330805,6158
2018-01-02 09:00:05.877371,6621,2018-01-02 09:00:05.882535,6156
2018-01-02 15:00:05.117859,6621,2018-01-02 15:00:05.122886,6158
2018-01-02 21:00:04.814367,6035,2018-01-02 21:00:04.819773,6157
2018-01-03 03:00:05.245402,6036,2018-01-03 03:00:05.250744,6159
2018-01-03 09:00:04.907141,6035,2018-01-03 09:00:04.912443,6158
2018-01-03 15:00:05.148499,6035,2018-01-03 15:00:05.153534,6160
2018-01-03 21:00:05.220430,6035,2018-01-03 21:00:05.225622,6165
2018-01-04 06:53:10.062731,6035,2018-01-04 06:53:10.071394,6168
2018-01-04 09:00:05.188298,6035,2018-01-04 09:00:05.193794,6171
2018-01-04 15:00:05.702026,6035,2018-01-04 15:00:05.707125,6171
2018-01-04 21:00:08.101607,5711,2018-01-04 21:00:08.110838,6171
2018-01-05 03:00:05.342497,5711,2018-01-05 03:00:05.352592,6174
2018-01-05 09:00:05.790436,5711,2018-01-05 09:00:05.796010,6175
2018-01-05 15:00:05.458674,5712,2018-01-05 15:00:05.473233,6174
2018-01-05 21:00:04.963273,5662,2018-01-05 21:00:04.968792,6175
2018-01-06 03:00:08.724002,5664,2018-01-06 03:00:08.737316,6175
2018-01-06 09:00:08.009920,5664,2018-01-06 09:00:08.020121,6174
2018-01-06 15:00:07.948104,5664,2018-01-06 15:00:07.989922,6177
2018-01-06 21:00:08.052991,5664,2018-01-06 21:00:08.065285,6178
2018-01-07 03:00:04.903922,5663,2018-01-07 03:00:04.909309,6181
2018-01-07 09:00:05.706935,5662,2018-01-07 09:00:05.715049,6183
2018-01-07 15:00:05.040829,5663,2018-01-07 15:00:05.046351,6184
2018-01-07 21:00:05.076042,5661,2018-01-07 21:00:05.081844,6180
2018-01-08 03:00:05.907847,5660,2018-01-08 03:00:05.916747,6185
2018-01-08 09:00:05.369350,5661,2018-01-08 09:00:05.375097,6188
2018-01-08 15:00:04.951700,5661,2018-01-08 15:00:04.957544,6189
2018-01-08 21:00:05.866242,5611,2018-01-08 21:00:05.877050,6189
2018-01-09 03:00:05.954376,5461,2018-01-09 03:00:05.962578,6186
2018-01-09 09:00:06.526508,5458,2018-01-09 09:00:06.536358,6184
2018-01-09 15:00:05.798421,5458,2018-01-09 15:00:05.817622,6185
2018-01-09 21:00:05.721918,5341,2018-01-09 21:00:05.741519,6187
2018-01-10 03:00:05.691113,5281,2018-01-10 03:00:05.707790,6186
2018-01-10 09:00:07.252140,5281,2018-01-10 09:00:07.301968,6183
2018-01-10 15:00:06.186404,5231,2018-01-10 15:00:06.203300,6182
2018-01-10 21:00:06.004322,5132,2018-01-10 21:00:06.021219,6184
2018-01-11 03:00:07.415108,5133,2018-01-11 03:00:07.441718,6189
2018-01-11 09:00:07.554374,5073,2018-01-11 09:00:07.569520,6190
2018-01-11 15:00:07.255618,5073,2018-01-11 15:00:07.273531,6190
2018-01-11 21:00:06.138821,4861,2018-01-11 21:00:06.155500,6193
2018-01-12 03:00:05.788660,4579,2018-01-12 03:00:05.805554,6193
2018-01-12 09:00:06.496357,4578,2018-01-12 09:00:06.504771,6192
2018-01-12 15:00:05.217286,4578,2018-01-12 15:00:05.234892,6189
2018-01-12 21:00:05.667101,4578,2018-01-12 21:00:05.692901,6190
