x (1),y (1)
2017-12-21 15:45:25,11
2017-12-21 16:00:28,11
2017-12-21 16:15:24,11
2017-12-21 16:25:24,11
2017-12-21 16:30:26,10
2017-12-21 16:35:26,10
2017-12-21 16:40:25,10
2017-12-21 16:45:24,10
2017-12-21 16:50:25,10
2017-12-21 16:55:25,10
2017-12-21 17:00:25,10
2017-12-21 17:05:23,10
2017-12-21 17:10:24,6
2017-12-21 17:15:08,0.1
2017-12-21 17:30:11,0.1
2017-12-21 18:00:11,0.1
2017-12-21 18:15:07,0.1
2017-12-21 18:30:11,0.1
2017-12-21 18:45:10,0.1
2017-12-21 19:00:11,0.1
2017-12-21 19:15:07,0.1
2017-12-21 19:30:11,0.1
2017-12-21 19:45:07,0.1
2017-12-21 20:00:11,0.1
2017-12-21 20:30:09,0.1
2017-12-21 20:45:07,0.1
2017-12-21 21:00:07,0.1
2017-12-21 21:15:09,0.1
2017-12-21 21:30:07,0.1
2017-12-21 21:45:09,0.1
2017-12-21 22:00:07,0.1
2017-12-21 22:15:09,0.1
2017-12-21 22:30:08,0.1
2017-12-21 22:45:08,0.1
2017-12-21 23:00:11,0.1
2017-12-21 23:15:07,0.1
2017-12-21 23:30:11,0.1
2017-12-21 23:45:11,0.1
2017-12-22 00:00:07,0.1
2017-12-22 00:15:08,0.1
2017-12-22 00:30:11,0.1
2017-12-22 00:45:08,0.1
2017-12-22 01:00:11,0.1
2017-12-22 01:15:07,0.1
2017-12-22 01:30:11,0.1
2017-12-22 01:45:07,0.1
2017-12-22 02:00:10,0.1
2017-12-22 02:15:10,0.1
2017-12-22 02:30:12,0.1
2017-12-22 02:45:11,0.1
2017-12-22 03:00:07,0.1
2017-12-22 03:15:07,0.1
2017-12-22 03:30:11,0.1
2017-12-22 03:45:09,0.1
2017-12-22 04:30:11,0.1
2017-12-22 04:45:08,0.1
2017-12-22 05:00:11,0.1
2017-12-22 05:15:07,0.1
2017-12-22 05:30:11,0.1
2017-12-22 05:45:10,0.1
2017-12-22 06:00:08,0.1
2017-12-22 06:15:11,0.1
2017-12-22 06:30:11,0.1
2017-12-22 06:45:11,0.1
2017-12-22 07:00:11,0.1
2017-12-22 07:15:25,2
2017-12-22 07:30:27,10
2017-12-22 07:45:25,10
2017-12-22 08:00:26,11
2017-12-22 08:15:26,11
2017-12-22 08:30:26,11
2017-12-22 08:45:25,11
2017-12-22 09:00:25,11
2017-12-22 09:15:24,11
2017-12-22 09:30:25,11
2017-12-22 09:45:27,11
2017-12-22 10:00:24,11
2017-12-22 10:15:25,11
2017-12-22 10:30:25,11
2017-12-22 10:45:25,11
2017-12-22 11:00:26,12
2017-12-22 11:15:25,11
2017-12-22 11:30:29,11
2017-12-22 11:45:25,11
2017-12-22 12:00:25,11
2017-12-22 12:15:24,11
2017-12-22 12:30:29,11
2017-12-22 12:45:26,11
2017-12-22 13:00:25,11
2017-12-22 13:15:26,12
2017-12-22 13:30:24,11
2017-12-22 13:45:25,12
2017-12-22 14:00:25,11
2017-12-22 14:15:25,12
2017-12-22 14:30:27,11
2017-12-22 14:45:24,10
2017-12-22 15:00:26,9
2017-12-22 15:15:23,10
2017-12-22 15:30:26,11
2017-12-22 15:45:24,10
2017-12-22 16:00:25,10
2017-12-22 16:15:29,9
2017-12-22 16:30:27,10
2017-12-22 16:35:24,10
2017-12-22 16:40:24,9
2017-12-22 16:45:28,8
2017-12-22 16:50:25,7
2017-12-22 16:55:29,6
2017-12-22 17:00:25,3
2017-12-22 17:05:24,2
2017-12-22 17:10:23,0
2017-12-22 17:15:10,0.1
2017-12-22 17:30:07,0.1
2017-12-22 17:45:08,0.1
2017-12-22 18:00:08,0.1
2017-12-22 18:15:09,0.1
2017-12-22 18:30:07,0.1
2017-12-22 18:45:07,0.1
2017-12-22 19:00:09,0.1
2017-12-22 19:15:11,0.1
2017-12-22 19:30:07,0.1
2017-12-22 19:45:07,0.1
2017-12-22 20:00:11,0.1
2017-12-22 20:15:08,0.1
2017-12-22 20:45:07,0.1
2017-12-22 21:00:11,0.1
2017-12-22 21:15:11,0.1
2017-12-22 21:30:07,0.1
2017-12-22 21:45:08,0.1
2017-12-22 22:00:08,0.1
2017-12-22 22:15:07,0.1
2017-12-22 22:30:06,0.1
2017-12-22 22:45:09,0.1
2017-12-22 23:00:07,0.1
2017-12-22 23:15:07,0.1
2017-12-22 23:30:07,0.1
2017-12-22 23:45:07,0.1
2017-12-23 00:00:07,0.1
2017-12-23 00:15:07,0.1
2017-12-23 00:30:07,0.1
2017-12-23 00:45:07,0.1
2017-12-23 01:00:09,0.1
2017-12-23 01:15:07,0.1
2017-12-23 01:30:07,0.1
2017-12-23 01:45:08,0.1
2017-12-23 02:00:08,0.1
2017-12-23 02:15:07,0.1
2017-12-23 02:30:07,0.1
2017-12-23 02:45:06,0.1
2017-12-23 03:00:07,0.1
2017-12-23 03:15:07,0.1
2017-12-23 03:30:07,0.1
2017-12-23 03:45:08,0.1
2017-12-23 04:00:11,0.1
2017-12-23 04:45:09,0.1
2017-12-23 05:00:07,0.1
2017-12-23 05:15:07,0.1
2017-12-23 05:30:07,0.1
2017-12-23 05:45:08,0.1
2017-12-23 06:00:07,0.1
2017-12-23 06:15:07,0.1
2017-12-23 06:30:08,0.1
2017-12-23 06:45:10,0.1
2017-12-23 07:00:07,0.1
2017-12-23 07:15:25,1
2017-12-23 07:30:24,6
2017-12-23 07:45:25,11
2017-12-23 08:00:25,11
2017-12-23 08:15:25,11
2017-12-23 08:30:25,11
2017-12-23 08:45:24,11
2017-12-23 09:00:25,11
2017-12-23 09:15:25,11
2017-12-23 09:30:25,11
2017-12-23 09:45:24,11
2017-12-23 10:00:24,11
2017-12-23 10:15:24,11
2017-12-23 10:30:25,11
2017-12-23 10:45:24,11
2017-12-23 11:00:25,11
2017-12-23 11:15:25,11
2017-12-23 11:30:25,11
2017-12-23 11:45:25,11
2017-12-23 12:00:25,11
2017-12-23 12:15:25,11
2017-12-23 12:30:24,11
2017-12-23 12:45:27,12
2017-12-23 13:00:26,11
2017-12-23 13:15:27,11
2017-12-23 13:30:24,12
2017-12-23 13:45:27,12
2017-12-23 14:00:24,11
2017-12-23 14:15:24,11
2017-12-23 14:30:24,10
2017-12-23 14:45:25,9
2017-12-23 15:00:24,9
2017-12-23 15:15:25,10
2017-12-23 15:30:24,10
2017-12-23 15:45:24,10
2017-12-23 16:00:27,9
2017-12-23 16:15:24,10
2017-12-23 16:30:25,10
2017-12-23 16:35:24,10
2017-12-23 16:40:24,8
2017-12-23 16:45:24,6
2017-12-23 16:50:24,4
2017-12-23 16:55:23,2
2017-12-23 17:00:24,1
2017-12-23 17:05:24,0
2017-12-23 17:10:22,0
2017-12-23 17:15:11,0.1
2017-12-23 17:30:09,0.1
2017-12-23 17:45:08,0.1
2017-12-23 18:00:07,0.1
2017-12-23 18:15:07,0.1
2017-12-23 18:30:11,0.1
2017-12-23 18:45:07,0.1
2017-12-23 19:00:12,0.1
2017-12-23 19:15:07,0.1
2017-12-23 19:30:07,0.1
2017-12-23 19:45:07,0.1
2017-12-23 20:00:10,0.1
2017-12-23 20:15:07,0.1
2017-12-23 20:30:08,0.1
2017-12-23 21:00:08,0.1
2017-12-23 21:15:06,0.1
2017-12-23 21:30:07,0.1
2017-12-23 21:45:07,0.1
2017-12-23 22:00:07,0.1
2017-12-23 22:15:07,0.1
2017-12-23 22:30:11,0.1
2017-12-23 22:45:10,0.1
2017-12-23 23:00:07,0.1
2017-12-23 23:15:07,0.1
2017-12-23 23:30:11,0.1
2017-12-23 23:45:07,0.1
2017-12-24 00:00:11,0.1
2017-12-24 00:15:06,0.1
2017-12-24 00:30:08,0.1
2017-12-24 00:45:07,0.1
2017-12-24 01:00:11,0.1
2017-12-24 01:15:07,0.1
2017-12-24 01:30:07,0.1
2017-12-24 01:45:07,0.1
2017-12-24 02:00:06,0.1
2017-12-24 02:15:07,0.1
2017-12-24 02:30:07,0.1
2017-12-24 02:45:06,0.1
2017-12-24 03:00:06,0.1
2017-12-24 03:15:07,0.1
2017-12-24 03:30:07,0.1
2017-12-24 03:45:09,0.1
2017-12-24 04:00:06,0.1
2017-12-24 04:15:06,0.1
2017-12-24 05:00:09,0.1
2017-12-24 05:15:06,0.1
2017-12-24 05:30:07,0.1
2017-12-24 05:45:08,0.1
2017-12-24 06:00:07,0.1
2017-12-24 06:15:07,0.1
2017-12-24 06:30:08,0.1
2017-12-24 06:45:08,0.1
2017-12-24 07:00:11,0.1
2017-12-24 07:15:24,0
2017-12-24 07:30:24,2
2017-12-24 07:45:25,7
2017-12-24 08:00:26,10
2017-12-24 08:15:27,11
2017-12-24 08:30:23,10
2017-12-24 08:45:24,10
2017-12-24 09:00:25,11
2017-12-24 09:15:25,10
2017-12-24 09:30:24,11
2017-12-24 09:45:24,11
2017-12-24 10:00:25,10
2017-12-24 10:15:24,11
2017-12-24 10:30:24,11
2017-12-24 10:45:24,11
2017-12-24 11:00:24,11
2017-12-24 11:15:24,10
2017-12-24 11:30:26,11
2017-12-24 11:45:25,10
2017-12-24 12:00:25,11
2017-12-24 12:15:28,11
2017-12-24 12:30:26,10
2017-12-24 12:45:25,10
2017-12-24 13:00:25,11
2017-12-24 13:15:25,11
2017-12-24 13:30:26,11
2017-12-24 13:45:24,11
2017-12-24 14:00:25,11
2017-12-24 14:15:24,10
2017-12-24 14:30:24,10
2017-12-24 14:45:25,11
2017-12-24 15:00:25,10
2017-12-24 15:15:23,10
2017-12-24 15:30:23,11
2017-12-24 15:45:23,10
2017-12-24 16:00:24,10
2017-12-24 16:15:24,10
2017-12-24 16:30:25,10
2017-12-24 16:35:26,10
2017-12-24 16:40:24,8
2017-12-24 16:45:24,6
2017-12-24 16:50:24,3
2017-12-24 16:55:24,2
2017-12-24 17:00:25,1
2017-12-24 17:05:24,0
2017-12-24 17:10:24,0
2017-12-24 17:15:06,0.1
2017-12-24 17:30:09,0.1
2017-12-24 17:45:07,0.1
2017-12-24 18:00:07,0.1
2017-12-24 18:15:07,0.1
2017-12-24 18:30:09,0.1
2017-12-24 18:45:07,0.1
2017-12-24 19:00:11,0.1
2017-12-24 19:15:07,0.1
2017-12-24 19:30:07,0.1
2017-12-24 19:45:07,0.1
2017-12-24 20:00:11,0.1
2017-12-24 20:15:06,0.1
2017-12-24 20:30:07,0.1
2017-12-24 20:45:07,0.1
2017-12-24 21:00:08,0.1
2017-12-24 21:15:07,0.1
2017-12-24 21:45:07,0.1
2017-12-24 22:00:10,0.1
2017-12-24 22:15:07,0.1
2017-12-24 22:30:08,0.1
2017-12-24 22:45:07,0.1
2017-12-24 23:00:08,0.1
2017-12-24 23:15:07,0.1
2017-12-24 23:30:07,0.1
2017-12-24 23:45:08,0.1
2017-12-25 00:00:08,0.1
2017-12-25 00:15:06,0.1
2017-12-25 00:30:07,0.1
2017-12-25 00:45:07,0.1
2017-12-25 01:00:07,0.1
2017-12-25 01:15:07,0.1
2017-12-25 01:30:08,0.1
2017-12-25 01:45:08,0.1
2017-12-25 02:00:08,0.1
2017-12-25 02:15:07,0.1
2017-12-25 02:30:07,0.1
2017-12-25 02:45:07,0.1
2017-12-25 03:00:09,0.1
2017-12-25 03:15:07,0.1
2017-12-25 03:30:11,0.1
2017-12-25 03:45:11,0.1
2017-12-25 04:00:11,0.1
2017-12-25 04:15:11,0.1
2017-12-25 04:30:11,0.1
2017-12-25 05:00:11,0.1
2017-12-25 05:15:08,0.1
2017-12-25 05:30:08,0.1
2017-12-25 05:45:11,0.1
2017-12-25 06:00:11,0.1
2017-12-25 06:15:11,0.1
2017-12-25 06:30:11,0.1
2017-12-25 06:45:11,0.1
2017-12-25 07:00:11,0.1
2017-12-25 07:15:25,1
2017-12-25 07:30:24,8
2017-12-25 08:00:24,11
2017-12-25 08:15:24,10
2017-12-25 08:30:28,11
2017-12-25 08:45:27,11
2017-12-25 09:00:26,11
2017-12-25 09:15:25,11
2017-12-25 09:30:26,11
2017-12-25 09:45:24,11
2017-12-25 10:00:28,11
2017-12-25 10:15:24,11
2017-12-25 10:30:27,11
2017-12-25 10:45:28,11
2017-12-25 11:00:24,11
2017-12-25 11:15:25,11
2017-12-25 11:30:28,11
2017-12-25 11:45:26,11
2017-12-25 12:00:27,11
2017-12-25 12:15:27,11
2017-12-25 12:30:26,11
2017-12-25 12:45:23,11
2017-12-25 13:00:24,11
2017-12-25 13:15:25,11
2017-12-25 13:30:25,11
2017-12-25 13:45:24,11
2017-12-25 14:00:26,10
2017-12-25 14:15:25,10
2017-12-25 14:30:28,10
2017-12-25 14:45:24,10
2017-12-25 15:00:29,9
2017-12-25 15:15:24,10
2017-12-25 15:30:26,10
2017-12-25 15:45:24,10
2017-12-25 16:00:25,10
2017-12-25 16:15:24,10
2017-12-25 16:30:24,10
2017-12-25 16:35:23,10
2017-12-25 16:40:24,10
2017-12-25 16:45:23,7
2017-12-25 16:50:23,5
2017-12-25 16:55:24,4
2017-12-25 17:00:25,2
2017-12-25 17:05:25,1
2017-12-25 17:10:28,0
2017-12-25 17:15:07,0.1
2017-12-25 17:30:08,0.1
2017-12-25 17:45:08,0.1
2017-12-25 18:00:11,0.1
2017-12-25 18:15:08,0.1
2017-12-25 18:30:11,0.1
2017-12-25 18:45:10,0.1
2017-12-25 19:00:07,0.1
2017-12-25 19:15:07,0.1
2017-12-25 19:30:07,0.1
2017-12-25 19:45:11,0.1
2017-12-25 20:00:08,0.1
2017-12-25 20:15:08,0.1
2017-12-25 20:30:08,0.1
2017-12-25 20:45:07,0.1
2017-12-25 21:00:08,0.1
2017-12-25 21:15:11,0.1
2017-12-25 21:30:09,0.1
2017-12-25 21:45:07,0.1
2017-12-25 22:15:06,0.1
2017-12-25 22:30:07,0.1
2017-12-25 22:45:06,0.1
2017-12-25 23:00:07,0.1
2017-12-25 23:15:07,0.1
2017-12-25 23:30:08,0.1
2017-12-25 23:45:07,0.1
2017-12-26 00:00:07,0.1
2017-12-26 00:15:07,0.1
2017-12-26 00:30:06,0.1
2017-12-26 00:45:08,0.1
2017-12-26 01:00:07,0.1
2017-12-26 01:15:09,0.1
2017-12-26 01:30:06,0.1
2017-12-26 01:45:08,0.1
2017-12-26 02:00:12,0.1
2017-12-26 02:15:08,0.1
2017-12-26 02:30:08,0.1
2017-12-26 02:45:09,0.1
2017-12-26 03:00:06,0.1
2017-12-26 03:15:10,0.1
2017-12-26 03:30:07,0.1
2017-12-26 03:45:07,0.1
2017-12-26 04:00:11,0.1
2017-12-26 04:15:07,0.1
2017-12-26 04:30:08,0.1
2017-12-26 04:45:07,0.1
2017-12-26 05:15:07,0.1
2017-12-26 05:30:07,0.1
2017-12-26 05:45:08,0.1
2017-12-26 06:00:08,0.1
2017-12-26 06:15:07,0.1
2017-12-26 06:30:08,0.1
2017-12-26 06:45:10,0.1
2017-12-26 07:00:12,0.1
2017-12-26 07:15:26,3
2017-12-26 07:30:26,11
2017-12-26 07:45:25,10
2017-12-26 08:15:25,11
2017-12-26 08:30:25,11
2017-12-26 08:45:25,11
2017-12-26 09:00:25,11
2017-12-26 09:15:26,11
2017-12-26 09:30:25,11
2017-12-26 09:45:25,11
2017-12-26 10:00:26,11
2017-12-26 10:15:24,11
2017-12-26 10:30:25,11
2017-12-26 10:45:25,11
2017-12-26 11:00:25,11
2017-12-26 11:15:26,11
2017-12-26 11:30:25,11
2017-12-26 11:45:25,11
2017-12-26 12:00:25,11
2017-12-26 12:15:25,11
2017-12-26 12:30:25,11
2017-12-26 12:45:23,11
2017-12-26 13:00:25,11
2017-12-26 13:15:25,11
2017-12-26 13:30:25,11
2017-12-26 13:45:25,11
2017-12-26 14:00:25,11
2017-12-26 14:15:26,11
2017-12-26 14:30:31,11
2017-12-26 14:45:24,10
2017-12-26 15:00:24,9
2017-12-26 15:15:24,9
2017-12-26 15:30:24,10
2017-12-26 15:45:25,10
2017-12-26 16:00:24,11
2017-12-26 16:15:23,11
2017-12-26 16:30:24,11
2017-12-26 16:35:24,11
