Dextrose,Bread
58.2916666667,48.1666666667
31.1458333333,0.125
40.5416666667,30.4791666667
46.5625,17.9583333333
11.25,27.5
31.1041666667,19.4375
68.0833333333,47.6666666667
42.4583333333,0.0
23.5416666667,46.6666666667
62.4791666667,24.375
38.3333333333,40.375
64.7291666667,53.25
16.7083333333,5.6666666667
32.25,14.6458333333
54.2291666667,8.75
38.9375,47.6666666667
82.125,30.5208333333
41.0416666667,32.6527777778
7.2083333333,13.9166666667
100.0625,138.8333333333
124.4375,188.1666666667
29.1666666667,43.4166666667
24.2083333333,25.25
23.7916666667,13.5625
91.5833333333,95.3020833333
41.25,15.0
36.875,45.0208333333
54.3541666667,57.1458333333
44.5625,46.8125
67.0833333333,44.2708333333
53.3333333333,44.5
45.2916666667,36.375
65.5625,39.1041666667
23.3958333333,16.6041666667
20.2916666667,36.2708333333
22.0208333333,15.9583333333
17.5,22.1875
47.3958333333,25.7083333333
46.3958333333,16.6666666667
67.2291666667,73.1875
4.625,38.9375
129.6041666667,68.4375
28.2083333333,14.25
118.9791666667,72.6666666667
55.5833333333,41.5208333333
80.75,41.3333333333
83.7083333333,52.5833333333
70.5416666667,22.375
67.0,71.8333333333
0.5,0.0833333333
84.6041666667,65.3333333333
39.6458333333,47.8125
40.7916666667,34.1666666667
61.3958333333,26.8333333333
3.1875,6.75
41.7083333333,67.4166666667
0.2916666667,14.4375
44.5208333333,93.2916666667
32.625,15.8125
32.5833333333,3.375
12.0833333333,23.75
56.8541666667,21.5416666667
49.2916666667,22.9583333333
98.8333333333,28.4166666667
62.25,55.8333333333
43.2916666667,27.5833333333
52.3958333333,54.2708333333
77.2083333333,55.9166666667
48.6666666667,33.3194444444
17.1041666667,7.75
88.2708333333,79.875
37.0,31.625
43.8541666667,26.9583333333
35.0416666667,46.4166666667
31.0416666667,28.9583333333
16.5833333333,1.3125
23.0,15.4583333333
10.8958333333,24.2083333333
42.125,30.8125
74.9583333333,88.0
124.3541666667,45.625
17.375,22.3194444444
123.4583333333,42.25
93.0416666667,83.1041666667
72.6666666667,43.7916666667
50.2916666667,45.6041666667
27.125,18.6666666667
11.5833333333,16.5208333333
62.7708333333,52.3125
83.5,44.7291666667
22.2083333333,34.1041666667
54.3125,37.8125
51.1875,18.5
62.3958333333,67.1875
68.0416666667,43.8333333333
96.0208333333,68.7708333333
51.5,40.6458333333
12.6041666667,21.25
10.9375,10.0416666667
26.1041666667,14.1666666667
54.5208333333,46.5
19.5,22.4583333333
14.0,2.5
30.0416666667,15.5625
49.9375,23.5
27.0208333333,14.25
52.6666666667,79.6041666667
27.0,28.8125
65.25,70.6875
37.4166666667,48.3125
40.375,21.3333333333
26.0416666667,46.2916666667
75.5,42.3333333333
88.2916666667,96.4583333333
12.8541666667,15.6666666667
7.625,14.0729166667
57.1875,35.5833333333
25.9166666667,15.75
28.625,3.5
57.3333333333,26.0833333333
139.5,117.0416666667
8.5208333333,11.3333333333
36.1666666667,75.5208333333
17.25,34.5625
145.3958333333,113.7083333333
12.9791666667,18.0416666667
21.75,27.0
26.5833333333,17.1666666667
67.1041666667,60.8333333333
15.5208333333,5.6354166667
126.8958333333,108.8333333333
24.7916666667,15.25
48.6666666667,43.9375
30.9375,30.3541666667
18.4166666667,16.8333333333
27.4375,38.1666666667
126.8958333333,98.5
50.1041666667,38.5833333333
80.4166666667,36.3333333333
29.7083333333,20.25
47.125,21.4583333333
156.6041666667,105.8333333333
36.8333333333,19.9166666667
33.5,27.25
41.6875,33.6944444444
42.5416666667,23.75
18.6666666667,24.4583333333
35.9166666667,34.1666666667
33.3333333333,55.5
36.2291666667,42.1666666667
15.2291666667,48.2916666667
63.1458333333,69.7291666667
87.8958333333,46.0104166667
2.4375,26.6458333333
148.75,117.1666666667
101.25,17.8055555556
50.375,50.4166666667
55.2291666667,49.7291666667
28.2708333333,25.625
44.0,18.3333333333
32.625,14.5416666667
15.375,15.8333333333
115.625,107.2916666667
18.7083333333,14.5833333333
56.25,47.8333333333
58.7708333333,32.0625
151.8958333333,113.4166666667
28.5208333333,10.1041666667
48.0208333333,60.0833333333
72.4166666667,20.5625
31.4375,8.25
96.2083333333,34.1875
98.75,18.9791666667
60.0625,16.8333333333
61.4166666667,38.5416666667
149.2083333333,154.5416666667
44.5,30.25
48.8333333333,23.4375
35.6666666667,24.375
32.375,33.1875
107.5833333333,95.625
76.3958333333,27.5208333333
58.5,47.8125
103.875,80.0
37.25,29.5833333333
40.1041666667,46.375
108.4791666667,71.2083333333
72.1458333333,53.0
42.0625,13.0
21.2916666667,42.375
56.2708333333,49.8541666667
14.5416666667,11.5416666667
130.3541666667,94.4166666667
80.125,70.0416666667
48.9166666667,59.1041666667
111.2083333333,125.9583333333
40.0,16.875
44.4375,62.0833333333
124.3541666667,109.25
16.0416666667,22.1666666667
26.3541666667,20.3333333333
15.7708333333,24.9166666667
36.9583333333,51.6666666667
49.875,37.625
21.5833333333,37.5208333333
11.0416666667,50.4166666667
100.0833333333,55.0
45.6041666667,41.6666666667
75.375,54.1458333333
63.0833333333,21.1666666667
19.5833333333,20.1458333333
32.4583333333,34.2777777778
159.9166666667,142.4583333333
23.3333333333,51.9791666667
34.8541666667,30.0555555556
134.4583333333,49.9166666667
146.5416666667,157.4166666667
53.3958333333,27.5416666667
54.375,63.5625
42.5833333333,25.1666666667
54.7291666667,53.5
77.1666666667,46.5833333333
50.875,31.1666666667
73.9583333333,0.0
85.8125,46.3333333333
4.7708333333,16.3333333333
40.3125,45.5
38.9166666667,38.8541666667
67.875,65.25
97.625,58.4375
38.6458333333,17.8333333333
41.6666666667,69.0
40.8541666667,57.7916666667
9.5416666667,20.8541666667
45.0833333333,32.5416666667
36.5416666667,26.9375
25.75,26.2916666667
60.3125,41.875
59.2291666667,82.2083333333
12.25,19.25
130.8125,68.1666666667
69.5833333333,101.2916666667
25.75,41.5625
17.6666666667,56.8333333333
4.6458333333,13.625
119.4583333333,54.7916666667
41.9583333333,47.5520833333
17.8333333333,18.9166666667
59.7708333333,42.5
24.6666666667,15.5625
52.6875,21.5833333333
37.1041666667,56.3333333333
43.0625,23.0694444444
69.4166666667,6.0208333333
21.8125,7.7708333333
69.2708333333,70.2916666667
59.5833333333,32.7083333333
71.2291666667,37.8020833333
72.9791666667,56.3333333333
48.8958333333,28.5416666667
17.2083333333,25.75
51.6875,55.5
39.8333333333,40.4375
75.8333333333,60.0833333333
36.5416666667,23.25
15.4166666667,10.2708333333
10.2083333333,17.0
102.6458333333,56.75
102.9166666667,70.375
7.9583333333,14.1458333333
28.1041666667,34.3333333333
57.3333333333,53.8333333333
28.1875,70.3333333333
69.1041666667,47.875
182.6875,123.1666666667
83.5625,90.375
15.5,16.2222222222
26.1458333333,38.4375
24.4791666667,52.8333333333
39.7083333333,35.9791666667
32.4583333333,37.7083333333
33.5,25.8333333333
36.0416666667,15.2916666667
78.875,50.1666666667
108.0625,83.9375
149.4791666667,111.2708333333
27.0208333333,22.625
0.0,41.6666666667
4.2916666667,26.7916666667
157.6666666667,61.3333333333
112.2708333333,34.5416666667
29.9583333333,42.9166666667
36.8333333333,12.25
82.6666666667,92.75
45.6666666667,35.5
57.1666666667,28.875
72.7083333333,46.3854166667
36.3125,13.625
51.125,30.25
44.9583333333,38.0
37.125,50.875
76.1666666667,38.0555555556
184.875,116.1666666667
3.2916666667,15.625
32.3333333333,32.0625
75.2916666667,49.3333333333
83.8541666667,31.0833333333
22.5625,27.7916666667
20.5833333333,53.0625
114.0,121.2083333333
25.8125,39.5625
35.2708333333,25.0416666667
25.1458333333,33.8958333333
40.9166666667,39.75
95.5208333333,74.0833333333
4.8333333333,7.4166666667
47.1041666667,33.7916666667
30.3333333333,12.7083333333
61.0,40.1666666667
11.2291666667,13.0208333333
174.9791666667,143.125
6.9375,32.4166666667
20.6875,21.3541666667
39.5,27.4166666667
16.3333333333,26.5416666667
113.1666666667,61.4166666667
58.125,50.2916666667
40.0625,42.9375
100.6666666667,9.2916666667
50.7916666667,70.4375
201.3541666667,193.2916666667
46.5208333333,24.5208333333
26.9375,24.1875
33.0416666667,7.7291666667
52.125,27.8854166667
14.3333333333,19.6666666667
56.125,54.5833333333
57.6875,48.1875
9.125,22.1666666667
39.3125,9.8333333333
35.0,36.0
38.6666666667,61.4166666667
29.125,55.9583333333
12.8333333333,31.9722222222
10.3333333333,26.375
105.6875,56.8333333333
77.75,63.7083333333
20.5625,15.0
89.6041666667,74.875
57.8541666667,28.1458333333
41.1458333333,49.0625
39.25,12.0625
80.25,52.625
23.6458333333,27.0
34.25,15.0833333333
46.6666666667,41.7083333333
61.9375,33.8333333333
38.0625,28.6666666667
47.0625,44.5
23.1666666667,16.3194444444
39.0,60.5208333333
74.4375,26.5833333333
59.0625,28.625
82.625,60.0416666667
61.8125,40.1111111111
73.8958333333,52.4791666667
42.8541666667,51.2708333333
12.375,19.875
22.3125,21.2291666667
31.375,30.4166666667
48.0833333333,38.2083333333
62.0625,54.9166666667
21.5416666667,23.5416666667
13.9583333333,45.3958333333
20.875,29.0833333333
44.7083333333,45.2916666667
34.8541666667,32.0416666667
18.4583333333,46.125
0.3333333333,61.5208333333
83.8472222222,92.8333333333
102.125,88.9791666667
10.25,17.7083333333
42.5833333333,20.6875
28.7708333333,21.1111111111
73.2083333333,46.8333333333
41.4375,14.6666666667
31.1041666667,71.1875
5.8958333333,30.4166666667
15.7083333333,10.1875
31.5416666667,29.7083333333
16.7708333333,109.7083333333
47.5416666667,25.3333333333
42.875,30.4861111111
66.8333333333,47.875
28.2083333333,20.6388888889
30.4583333333,26.375
79.2708333333,55.1666666667
39.7291666667,22.9166666667
79.2916666667,48.9166666667
27.125,35.1041666667
53.5,50.125
17.8958333333,22.1875
54.7083333333,56.75
31.0208333333,25.5625
35.375,45.1666666667
113.0833333333,65.9375
0.9375,23.5416666667
17.9166666667,13.0625
29.5208333333,54.7083333333
32.6666666667,93.5833333333
100.3541666667,58.2083333333
50.0,33.9166666667
88.8125,54.2916666667
16.2708333333,13.75
161.625,105.3125
52.0416666667,36.7916666667
68.3958333333,46.6666666667
55.4791666667,19.8125
46.5277777778,59.5625
14.1875,16.9583333333
111.8125,110.3333333333
9.9375,18.7916666667
94.4375,123.4166666667
23.875,24.5
47.25,98.7083333333
98.3958333333,87.6805555556
30.4166666667,5.0833333333
43.0416666667,46.9479166667
22.0625,24.375
55.0416666667,82.375
81.1875,94.2708333333
61.75,90.2291666667
43.2708333333,15.0416666667
0.0,15.6666666667
26.8333333333,17.0208333333
69.875,77.3333333333
111.3958333333,48.4166666667
50.875,19.6666666667
33.5833333333,2.75
219.1666666667,308.0833333333
29.0833333333,37.75
13.9583333333,13.625
70.2708333333,102.2291666667
62.7083333333,71.0625
77.0208333333,44.2708333333
52.9791666667,20.2291666667
74.3958333333,55.375
36.9791666667,27.9027777778
131.4583333333,169.25
14.2083333333,21.2291666667
41.875,50.0416666667
118.8958333333,81.8333333333
54.8125,57.7916666667
28.6041666667,30.9791666667
13.25,18.4791666667
65.6875,63.0833333333
26.7291666667,30.4166666667
18.8541666667,31.7083333333
43.5,43.5416666667
49.0,36.9166666667
25.0,79.75
70.8958333333,70.0416666667
59.0833333333,26.25
29.875,25.3958333333
18.625,30.9791666667
11.5,10.0833333333
51.2708333333,3.0416666667
30.7291666667,11.6875
38.7083333333,19.71875
58.0416666667,47.9166666667
22.0833333333,23.25
23.2291666667,21.5416666667
17.5,32.5208333333
12.0416666667,46.8333333333
13.6458333333,17.3333333333
58.5208333333,19.5
70.6041666667,85.2083333333
91.2083333333,60.125
6.2083333333,28.1875
63.125,42.25
22.0,24.1875
65.7916666667,81.375
18.5625,48.5833333333
29.9791666667,30.8958333333
81.4791666667,111.0208333333
43.6666666667,19.2083333333
29.5625,16.9583333333
27.875,14.7083333333
33.6666666667,13.6111111111
40.3333333333,41.2291666667
149.8958333333,159.9583333333
40.375,52.3333333333
53.4166666667,52.3125
83.7916666667,72.2916666667
53.7708333333,43.125
20.7083333333,14.1875
38.1875,24.25
6.375,27.6666666667
55.1875,15.4166666667
49.9583333333,38.0416666667
28.6041666667,25.7777777778
1.75,9.3333333333
42.7083333333,22.7916666667
34.9166666667,28.6666666667
48.3333333333,25.25
17.375,11.4791666667
112.4583333333,128.5833333333
40.1041666667,46.1458333333
48.25,109.0
108.9583333333,73.4166666667
49.4166666667,28.2708333333
99.875,114.2291666667
25.75,13.0
47.25,56.8333333333
8.6041666667,23.375
42.8333333333,20.1666666667
13.8333333333,16.3958333333
45.3333333333,68.7916666667
41.0,31.4583333333
10.0416666667,23.0277777778
39.125,30.0833333333
51.75,31.2083333333
12.875,17.8055555556
40.2083333333,22.7083333333
13.7916666667,9.0833333333
268.3541666667,192.5833333333
8.0416666667,33.75
47.4375,52.0
44.0625,62.9375
24.4375,37.3333333333
64.9791666667,82.125
56.8958333333,33.6041666667
147.125,33.9375
83.9375,18.1666666667
31.2916666667,25.0
13.6666666667,19.625
20.5625,30.6041666667
4.5833333333,32.9166666667
25.1875,28.2916666667
64.4791666667,62.75
10.0833333333,7.9166666667
31.3333333333,19.0833333333
56.8333333333,84.3333333333
42.0625,11.125
33.0416666667,13.75
23.4375,31.1458333333
59.6875,80.5208333333
55.3333333333,23.75
17.7083333333,21.4583333333
32.4791666667,27.8958333333
3.1666666667,20.2916666667
21.0416666667,35.9583333333
46.3541666667,44.4375
161.9375,138.6666666667
111.9166666667,60.7083333333
12.1666666667,31.9375
17.5833333333,21.3333333333
19.7708333333,56.1666666667
35.9166666667,28.3541666667
16.125,66.0
20.375,16.375
19.5833333333,24.0833333333
288.0416666667,230.6666666667
138.125,157.9791666667
31.3333333333,42.375
33.1666666667,32.5625
136.1458333333,183.1875
2.7083333333,41.125
140.8333333333,109.2083333333
31.6458333333,29.25
78.8541666667,79.625
109.5,48.9166666667
48.1666666667,31.5833333333
23.2916666667,17.8333333333
39.9166666667,33.4791666667
54.5833333333,26.9166666667
33.1041666667,65.3125
51.9166666667,23.8958333333
56.75,53.75
13.25,10.65625
33.5208333333,16.2083333333
53.7708333333,53.5833333333
21.9166666667,12.9583333333
34.9791666667,16.4583333333
62.8333333333,52.3333333333
26.5416666667,15.5833333333
110.5833333333,75.3125
42.0416666667,47.9166666667
0.0,11.2708333333
26.25,28.125
23.3333333333,34.3333333333
33.5,14.1666666667
30.2083333333,46.2291666667
91.4583333333,101.0416666667
4.875,16.1666666667
26.75,25.1666666667
67.9166666667,70.7916666667
6.6875,12.2916666667
36.8541666667,31.8333333333
46.375,21.75
23.5,25.0
42.0833333333,24.7083333333
44.625,42.6875
18.5833333333,17.625
25.8333333333,13.9166666667
9.875,11.8333333333
87.875,0.0
62.1458333333,54.4375
151.8333333333,63.4166666667
14.9166666667,15.5833333333
38.1666666667,41.0
66.0,32.75
28.5416666667,19.4166666667
47.4375,37.25
13.7291666667,19.0416666667
9.7916666667,50.25
24.75,18.1875
34.7083333333,48.9166666667
71.0,117.6458333333
22.9375,36.2083333333
93.5416666667,171.5
5.9166666667,23.0
37.1458333333,28.3333333333
19.4166666667,29.9166666667
158.4166666667,120.375
47.75,15.5833333333
58.875,34.9479166667
47.0625,58.25
25.7916666667,25.625
21.5833333333,24.5520833333
26.8888888889,31.9583333333
42.75,79.3333333333
63.7083333333,43.0208333333
22.6041666667,20.4375
10.5,19.9166666667
68.25,53.5
41.9583333333,30.8333333333
68.0833333333,49.5
19.6875,23.625
68.1666666667,52.2291666667
98.8125,68.875
51.3541666667,63.875
36.4166666667,55.2916666667
24.4166666667,9.6666666667
41.2083333333,41.9166666667
59.125,27.0416666667
72.3541666667,53.3333333333
39.5,75.8333333333
49.3958333333,23.1666666667
75.4583333333,78.8333333333
53.0208333333,92.4166666667
45.8541666667,16.25
51.5416666667,38.9375
53.3541666667,85.7916666667
55.0,23.3055555556
55.3333333333,58.4166666667
6.5833333333,12.8333333333
22.3125,21.5833333333
37.6041666667,20.5833333333
37.9166666667,29.1875
68.3333333333,46.5416666667
24.5416666667,14.8229166667
25.8958333333,17.75
26.5833333333,33.375
11.9791666667,25.875
57.5,34.1875
49.5416666667,37.5416666667
122.75,109.7708333333
18.5833333333,19.0833333333
89.8958333333,36.9166666667
61.7916666667,44.1875
22.3125,40.5
23.2708333333,36.8888888889
7.125,29.3125
91.7291666667,20.7708333333
35.875,23.0104166667
50.8333333333,39.9583333333
23.4166666667,16.1666666667
48.2708333333,47.5416666667
57.0,29.8541666667
35.625,32.7083333333
48.5833333333,22.7291666667
35.7708333333,28.25
13.7916666667,44.625
59.3333333333,46.0833333333
44.0,16.7083333333
36.6666666667,28.0
82.5208333333,74.4583333333
98.625,63.5833333333
49.0625,42.0416666667
40.2083333333,74.5833333333
92.5,95.0416666667
50.8125,42.4444444444
92.7708333333,69.3125
33.375,15.5416666667
134.9583333333,72.7083333333
34.4583333333,17.5416666667
25.2916666667,17.9583333333
28.875,22.375
1.6458333333,19.8125
60.0,56.6458333333
45.4791666667,29.5833333333
51.0833333333,0.0
123.1458333333,103.0416666667
90.75,71.4583333333
74.1458333333,53.3333333333
28.5416666667,21.2083333333
60.4375,49.7708333333
58.75,17.9166666667
97.4375,34.75
73.25,42.0833333333
21.625,3.5416666667
29.8541666667,31.4583333333
63.8541666667,75.4166666667
124.9583333333,42.6458333333
72.4166666667,23.4166666667
256.75,169.2916666667
0.0,0.0
32.1458333333,21.9027777778
55.8333333333,54.3958333333
29.5625,20.0972222222
40.25,68.2291666667
47.2083333333,24.75
108.7083333333,62.7083333333
35.1875,48.8333333333
5.875,32.375
38.8333333333,53.9166666667
62.625,42.0416666667
41.1666666667,20.875
37.0416666667,34.9166666667
31.1041666667,16.2083333333
91.4583333333,43.3125
66.5625,59.9375
29.4583333333,16.3541666667
56.125,24.1041666667
104.5,64.21875
25.4166666667,41.5625
9.6458333333,5.5208333333
22.3958333333,27.8333333333
18.125,11.5555555556
29.0,18.8333333333
11.875,47.0
23.625,21.2083333333
84.875,61.5
56.1458333333,28.7083333333
67.75,0.0
52.1875,0.0
107.125,52.5833333333
28.9166666667,66.6666666667
33.75,48.0833333333
66.75,46.3333333333
24.625,46.125
15.7916666667,44.2083333333
44.8958333333,40.1458333333
41.7083333333,51.3333333333
75.9583333333,60.6666666667
39.2708333333,27.125
21.8125,27.0833333333
64.7708333333,58.125
21.0,20.9166666667
