"ripple, x; Moving Average 8, x; Moving Average 40, x; Volume, x; Bollinger Bands, x; Trace 5, x",close,high,low,open,"Moving Average 8, y","Moving Average 40, y","Volume, y",color,"Bollinger Bands, y","Trace 5, y"
2013-09-05,0.005715,0.005991,0.005474,0.005696,0.005715,,,#17BECF,0.0064238819,0.0052597181
2013-09-06,0.005866,0.006151,0.005627,0.005717,0.005727875,,,#17BECF,0.0061811088,0.0053852912
2013-09-07,0.006173,0.00627,0.005832,0.005853,0.00575825,,,#17BECF,0.0061370543,0.0054147457
2013-09-08,0.006183,0.006304,0.00612,0.006172,0.005827125,,,#17BECF,0.0062608181,0.0053749819
2013-09-09,0.00627,0.006552,0.006079,0.006193,0.0058875,,,#17BECF,0.0063775382,0.0053262618
2013-09-10,0.005808,0.006332,0.005807,0.006278,0.0059225,,,#7F7F7F,0.0063737656,0.0053652344
2013-09-11,0.006273,0.006393,0.005698,0.005807,0.005997875,,,#17BECF,0.0064776732,0.0053585268
2013-09-12,0.006349,0.006442,0.006008,0.006287,0.006079625,0.005376,,#17BECF,0.0065461416,0.0054542584
2013-09-13,0.006513,0.00672,0.006316,0.006334,0.006179375,0.005391775,,#17BECF,0.0066631899,0.0055058101
2013-09-14,0.00634,0.00655,0.006288,0.006515,0.006238625,0.00540995,,#7F7F7F,0.0066762368,0.0056217632
2013-09-15,0.006472,0.006516,0.006349,0.006349,0.006276,0.00545475,,#17BECF,0.0066885583,0.0057608417
2013-09-16,0.007056,0.00708,0.006244,0.006496,0.006385125,0.005520725,,#17BECF,0.0069778763,0.0057095237
2013-09-17,0.009613,0.009658,0.007058,0.007086,0.006803,0.0056547,,#17BECF,0.0088356425,0.0045397575
2013-09-18,0.010782,0.010871,0.009595,0.009617,0.00742475,0.005816975,,#17BECF,0.0104658471,0.0038293529
2013-09-19,0.010958,0.011151,0.010774,0.010774,0.008010375,0.005983075,,#17BECF,0.0116344399,0.0035983601
2013-09-20,0.010113,0.011142,0.010084,0.010962,0.008480875,0.006125525,,#7F7F7F,0.012125835,0.003967965
2013-09-21,0.0097,0.010123,0.009643,0.010106,0.00887925,0.0062568,,#7F7F7F,0.0123810595,0.0043981405
2013-09-22,0.010406,0.010552,0.009689,0.009734,0.0093875,0.006410825,,#17BECF,0.0126884467,0.0049021533
2013-09-23,0.010008,0.010698,0.009995,0.010395,0.0098295,0.006566325,,#7F7F7F,0.0127437243,0.0055458757
2013-09-24,0.010448,0.010467,0.010009,0.010016,0.0102535,0.006750225,,#17BECF,0.0126314151,0.0064797849
2013-09-25,0.010433,0.010728,0.010433,0.010459,0.010356,0.0069327,,#7F7F7F,0.0121606441,0.0077427559
2013-09-26,0.011713,0.012094,0.010432,0.010432,0.010472375,0.00708375,,#17BECF,0.0116694313,0.0091653687
2013-09-27,0.014566,0.014675,0.011765,0.011765,0.010923375,0.007307475,,#17BECF,0.0137125144,0.0081128856
2013-09-28,0.013835,0.014966,0.013781,0.014966,0.011388625,0.00752185,,#7F7F7F,0.0145665211,0.0078694789
2013-09-29,0.012868,0.014254,0.012856,0.013847,0.011784625,0.0076911,,#7F7F7F,0.0149062005,0.0079117995
2013-09-30,0.010932,0.01285,0.010543,0.01285,0.011850375,0.007811125,,#7F7F7F,0.0148901982,0.0080916018
2013-10-01,0.010529,0.012447,0.010517,0.010906,0.0119155,0.007945775,,#7F7F7F,0.0148157793,0.0083318207
2013-10-02,0.007862,0.010518,0.007146,0.010518,0.01159225,0.00801385,,#7F7F7F,0.0152867656,0.0073520344
2013-10-03,0.009112,0.009112,0.007707,0.007779,0.011427125,0.008103,,#17BECF,0.0153656884,0.0070939116
2013-10-04,0.009873,0.010013,0.008922,0.008922,0.011197125,0.008197225,,#17BECF,0.0153719916,0.0069726084
2013-10-05,0.009488,0.00975,0.00912,0.009676,0.010562375,0.008274,,#7F7F7F,0.0153923836,0.0067632164
2013-10-06,0.009819,0.010599,0.009474,0.009474,0.010060375,0.008358175,,#17BECF,0.0152451341,0.0065316659
2013-10-07,0.00924,0.009669,0.009197,0.009669,0.009606875,0.008433025,,#7F7F7F,0.0139498321,0.0067617679
2013-10-08,0.009451,0.009749,0.009114,0.009225,0.00942175,0.008525225,,#17BECF,0.0125719796,0.0072628204
2013-10-09,0.009663,0.009747,0.009391,0.009439,0.0093135,0.00861855,,#17BECF,0.0112551133,0.0079386867
2013-10-10,0.009861,0.010115,0.009622,0.009662,0.009563375,0.008724275,,#17BECF,0.0108817313,0.0080978687
2013-10-11,0.00897,0.009893,0.008917,0.009884,0.009545625,0.00880385,,#7F7F7F,0.0105461561,0.0081216439
2013-10-12,0.009382,0.009408,0.008485,0.008912,0.00948425,0.0089002,,#17BECF,0.0101223153,0.0088494847
2013-10-13,0.008412,0.00941,0.008184,0.009382,0.00934975,0.00896875,,#7F7F7F,0.0103289571,0.0085028429
2013-10-14,0.008489,0.00876,0.008401,0.008485,0.0091835,0.0090386,,#17BECF,0.0102960878,0.0082589122
2013-10-15,0.008051,0.008504,0.007935,0.008504,0.009034875,0.009097,,#7F7F7F,0.0103965866,0.0078710134
2013-10-16,0.007305,0.008131,0.007177,0.008068,0.008766625,0.009132975,,#7F7F7F,0.0104922183,0.0072725817
2013-10-17,0.008343,0.008415,0.007287,0.007298,0.008601625,0.009187225,,#17BECF,0.0104138823,0.0071715177
2013-10-18,0.007942,0.008432,0.007646,0.00835,0.00836175,0.0092312,,#7F7F7F,0.0102715438,0.0070120562
2013-10-19,0.007252,0.008024,0.006779,0.00794,0.008147,0.00925575,,#7F7F7F,0.0100718338,0.0067295662
2013-10-20,0.0067,0.00757,0.006583,0.00722,0.00781175,0.00927805,,#7F7F7F,0.0097236052,0.0064455948
2013-10-21,0.006634,0.006932,0.006614,0.006707,0.0075895,0.009287075,,#7F7F7F,0.0095918654,0.0061101346
2013-10-22,0.006845,0.006954,0.006527,0.00665,0.007384,0.009299475,,#17BECF,0.009064469,0.006130131
2013-10-23,0.007873,0.007873,0.006796,0.006829,0.00736175,0.009333475,,#17BECF,0.0089139698,0.0061728302
2013-10-24,0.008596,0.008813,0.006501,0.007906,0.007523125,0.009389875,,#17BECF,0.0089587274,0.0061494726
2013-10-25,0.00686,0.008746,0.006506,0.00857,0.00733775,0.009399575,,#7F7F7F,0.0088542671,0.0060157329
2013-10-26,0.006064,0.006888,0.00599,0.006888,0.007103,0.009374775,,#7F7F7F,0.0089763597,0.0056454403
2013-10-27,0.006842,0.006842,0.00604,0.00604,0.00705175,0.0093055,,#17BECF,0.0086766844,0.0056449156
2013-10-28,0.005942,0.006834,0.005942,0.006834,0.006957,0.0091845,,#7F7F7F,0.0085448157,0.0053767843
2013-10-29,0.005998,0.006,0.005811,0.005942,0.0068775,0.0090605,,#17BECF,0.0085127554,0.0051580446
2013-10-30,0.005854,0.006209,0.005797,0.006014,0.006753625,0.008954025,,#7F7F7F,0.0085401094,0.0049614906
2013-10-31,0.006073,0.006093,0.005823,0.005853,0.006528625,0.00886335,,#17BECF,0.0085347437,0.0048546563
2013-11-01,0.006353,0.006356,0.006024,0.006075,0.00624825,0.008762025,,#17BECF,0.0084939738,0.0047970262
2013-11-02,0.006814,0.006849,0.006219,0.006346,0.0062425,0.008682175,,#17BECF,0.0081857959,0.0048934041
2013-11-03,0.00716,0.007383,0.006763,0.006807,0.0063795,0.008599975,,#17BECF,0.0073498968,0.0054421032
2013-11-04,0.007011,0.00745,0.006908,0.007147,0.006400625,0.008514425,,#7F7F7F,0.0074017153,0.0054204847
2013-11-05,0.00715,0.007305,0.006472,0.007014,0.006551625,0.00840035,,#17BECF,0.0075770598,0.0054623402
2013-11-06,0.007776,0.007832,0.007137,0.007137,0.006773875,0.0082306,,#17BECF,0.0079301166,0.0052960834
2013-11-07,0.008939,0.009046,0.007749,0.007751,0.0071595,0.0081082,,#17BECF,0.0087941628,0.0050314372
2013-11-08,0.010722,0.010776,0.008965,0.008983,0.007740625,0.00805455,,#17BECF,0.0103219754,0.0044484246
2013-11-09,0.008653,0.011129,0.008403,0.010679,0.008028125,0.007997575,,#7F7F7F,0.0104844589,0.0048457411
2013-11-10,0.008609,0.008907,0.007052,0.008859,0.0082525,0.007949575,,#7F7F7F,0.0105516367,0.0052857633
2013-11-11,0.008681,0.009302,0.008238,0.008595,0.008442625,0.00797005,,#17BECF,0.010572292,0.005730708
2013-11-12,0.009557,0.009568,0.008675,0.008697,0.008760875,0.007981175,,#17BECF,0.010794076,0.006057524
2013-11-13,0.010846,0.011666,0.009564,0.009578,0.009222875,0.0080055,,#17BECF,0.0114204324,0.0061683676
2013-11-14,0.009646,0.011191,0.009305,0.01082,0.009456625,0.00800945,,#7F7F7F,0.0114023013,0.0067134987
2013-11-15,0.009685,0.010115,0.009221,0.009628,0.009549875,0.0080061,,#17BECF,0.0112524236,0.0073703764
2013-11-16,0.01014,0.010429,0.00963,0.009669,0.009477125,0.0080286,,#17BECF,0.0112141084,0.0078814916
2013-11-17,0.010209,0.01067,0.00998,0.010157,0.009671625,0.00804755,,#17BECF,0.0113284252,0.0080211748
2013-11-18,0.010918,0.011719,0.009035,0.010301,0.00996025,0.008078925,,#17BECF,0.0114067925,0.0079820075
2013-11-19,0.007225,0.011881,0.005561,0.010602,0.00977825,0.008013025,,#7F7F7F,0.0118032317,0.0072999683
2013-11-20,0.007467,0.007547,0.005686,0.007134,0.009517,0.00797545,,#17BECF,0.0119963754,0.0068784246
2013-11-21,0.009935,0.01008,0.007296,0.007511,0.009403125,0.007989275,,#17BECF,0.0120795891,0.0070460109
2013-11-22,0.009717,0.00998,0.008596,0.009958,0.009412,0.0080219,,#7F7F7F,0.0120974589,0.0070601411
2013-11-23,0.009798,0.010547,0.009555,0.009555,0.009426125,0.008054625,,#17BECF,0.0118409594,0.0071070406
2013-11-24,0.011668,0.011812,0.009064,0.009773,0.009617125,0.00814505,,#17BECF,0.0124233862,0.0069290138
2013-11-25,0.018208,0.018444,0.011742,0.011742,0.010617,0.008417625,,#17BECF,0.0165841017,0.0044728983
2013-11-26,0.029913,0.030395,0.018759,0.018858,0.012991375,0.008956875,,#17BECF,0.026152435,-0.001140835
2013-11-27,0.024096,0.029991,0.02235,0.029991,0.01510025,0.009360725,,#7F7F7F,0.0292248117,-0.0014358117
2013-11-28,0.028981,0.030111,0.027838,0.027879,0.0177895,0.00990395,,#17BECF,0.0335259665,-0.0021243665
2013-11-29,0.030986,0.031561,0.028366,0.029264,0.020420875,0.0105111,,#17BECF,0.0371702019,-0.0010164019
2013-11-30,0.038386,0.038386,0.030338,0.0309,0.0240045,0.0113049,,#17BECF,0.0425077369,-0.0001701369
2013-12-01,0.051497,0.055029,0.03916,0.03916,0.029216875,0.0124212,,#17BECF,0.0523673493,-0.0017173493
2013-12-02,0.055252,0.061268,0.052139,0.052384,0.034664875,0.013605675,,#17BECF,0.0603567,-0.0005997
2013-12-03,0.048672,0.055415,0.048076,0.055415,0.038472875,0.014607575,,#7F7F7F,0.0627403861,0.0047914139
2013-12-04,0.058692,0.058846,0.048264,0.048551,0.04207025,0.015903375,,#17BECF,0.0667587736,0.0101778264
2013-12-05,0.055153,0.061445,0.048922,0.058772,0.045952375,0.0171306,,#7F7F7F,0.068258314,0.016067286
2013-12-06,0.042211,0.055009,0.042211,0.055009,0.047606125,0.018014825,,#7F7F7F,0.0680413891,0.0187438109
2013-12-07,0.033066,0.04359,0.031253,0.042208,0.047866125,0.018692925,,#7F7F7F,0.0663324887,0.0222467113
2013-12-08,0.036456,0.036869,0.031594,0.032756,0.047624875,0.019454375,,#17BECF,0.065199492,0.024874708
2013-12-09,0.03893,0.041491,0.035702,0.036361,0.046054,0.020281275,,#17BECF,0.0640673275,0.0275956725
2013-12-10,0.043784,0.044174,0.03889,0.03889,0.0446205,0.02122405,,#17BECF,0.0639347735,0.0288078265
2013-12-11,0.037937,0.044342,0.036322,0.043818,0.043278625,0.02201365,,#7F7F7F,0.0629106421,0.0271199579
2013-12-12,0.03465,0.038832,0.034241,0.038122,0.040273375,0.02270955,,#7F7F7F,0.0603492566,0.0255609434
2013-12-13,0.035145,0.036897,0.033922,0.034649,0.037772375,0.023409175,,#17BECF,0.05912406,0.02408074
2013-12-14,0.03194,0.035431,0.03194,0.035431,0.0364885,0.0240324,,#7F7F7F,0.0525980916,0.0252563084
2013-12-15,0.029137,0.032039,0.028414,0.032039,0.035997375,0.024582075,,#7F7F7F,0.0454029975,0.0272482025
2013-12-16,0.021565,0.029276,0.020862,0.029212,0.034136,0.0249268,,#7F7F7F,0.0462981596,0.0222238404
2013-12-17,0.018313,0.021612,0.018043,0.021399,0.031558875,0.02516115,,#7F7F7F,0.0485217916,0.0170496084
2013-12-18,0.015852,0.018571,0.012325,0.017971,0.028067375,0.0252894,,#7F7F7F,0.0494393104,0.0120112896
2013-12-19,0.021073,0.021546,0.015313,0.015783,0.025959375,0.0255999,,#17BECF,0.0475817799,0.0102974201
2013-12-20,0.020851,0.023279,0.019852,0.021141,0.0242345,0.02590595,,#7F7F7F,0.0426243607,0.0106682393
2013-12-21,0.021684,0.022572,0.020305,0.020979,0.022551875,0.026231025,,#17BECF,0.0390867183,0.0109552817
2013-12-22,0.021716,0.023839,0.020959,0.021571,0.021273875,0.026535,,#17BECF,0.036139539,0.011315661
2013-12-23,0.023702,0.023965,0.021485,0.021571,0.0205945,0.0268564,,#17BECF,0.0320859528,0.0130806472
2013-12-24,0.022575,0.024124,0.022305,0.023698,0.02072075,0.027179625,,#7F7F7F,0.0285382709,0.0147553291
2013-12-25,0.022042,0.0226,0.021434,0.0226,0.021186875,0.02748855,,#7F7F7F,0.0254528051,0.0164217949
2013-12-26,0.024385,0.024891,0.022097,0.022097,0.0222535,0.027844675,,#17BECF,0.0262336974,0.0162049026
2013-12-27,0.027076,0.027123,0.023527,0.024427,0.023003875,0.02826635,5481.6811936771,#17BECF,0.0278594624,0.0163317376
2013-12-28,0.027303,0.028106,0.026629,0.027554,0.023810375,0.028675975,5252.3165952459,#7F7F7F,0.0279439698,0.0185374302
2013-12-29,0.027218,0.027535,0.026627,0.027311,0.024502125,0.0291758,2085.8255566169,#7F7F7F,0.0288935229,0.0188168771
2013-12-30,0.02746,0.02775,0.026985,0.027055,0.025220125,0.029675625,2645.0837581937,#17BECF,0.0295368147,0.0194953853
2013-12-31,0.02733,0.027738,0.027022,0.027675,0.025673625,0.0301105,2327.8814489572,#7F7F7F,0.0299535982,0.0202078018
2014-01-01,0.026944,0.02781,0.026815,0.027365,0.02621975,0.030541175,2172.3945961995,#7F7F7F,0.0299671906,0.0212398094
2014-01-02,0.028726,0.02943,0.026439,0.027014,0.02705525,0.031014375,4487.7114808884,#17BECF,0.0306497255,0.0215620745
2014-01-03,0.027627,0.029018,0.02732,0.028789,0.0274605,0.03141335,3249.7194773229,#7F7F7F,0.0304839977,0.0227382023
2014-01-04,0.028129,0.028371,0.026794,0.027781,0.027592125,0.031661375,2167.6206050695,#17BECF,0.0294776944,0.0249619056
2014-01-05,0.025229,0.029667,0.02489,0.028098,0.027332875,0.031544275,7944.7461254905,#7F7F7F,0.0291087197,0.0254996803
2014-01-06,0.0257,0.027385,0.024276,0.025298,0.027143125,0.031584375,7178.1322957198,#17BECF,0.0292384967,0.0250947033
2014-01-07,0.022986,0.026409,0.022986,0.025799,0.026583875,0.0314345,3208.9532759071,#7F7F7F,0.0300851148,0.0233846852
2014-01-08,0.023227,0.024723,0.022257,0.022825,0.026071,0.031240525,3570.8873294011,#17BECF,0.0303209408,0.0223506592
2014-01-09,0.022368,0.023376,0.021195,0.022996,0.025499,0.030840075,4486.6326895565,#7F7F7F,0.0304270732,0.0212261268
2014-01-10,0.022837,0.022903,0.021744,0.022367,0.024762875,0.030123575,2807.3302097473,#17BECF,0.0301975622,0.0205570378
2014-01-11,0.024019,0.024233,0.022575,0.022721,0.024311875,0.02934275,2930.5966110163,#17BECF,0.0298370372,0.0203325628
2014-01-12,0.022044,0.024396,0.022044,0.024162,0.02355125,0.02867705,1931.6367265469,#7F7F7F,0.0287543757,0.0200788243
2014-01-13,0.021664,0.021992,0.020657,0.021961,0.023105625,0.02775135,707.5332348597,#7F7F7F,0.0278231363,0.0198174637
2014-01-14,0.021186,0.022,0.021032,0.021724,0.022541375,0.026902175,1978.4763523081,#7F7F7F,0.0260778497,0.0201741503
2014-01-15,0.022221,0.022394,0.021122,0.021182,0.02244575,0.026402425,1133.567346204,#17BECF,0.0254155065,0.0202348935
2014-01-16,0.021024,0.022343,0.021024,0.022205,0.022170375,0.026101375,2799.2294520548,#7F7F7F,0.024230227,0.020484973
2014-01-17,0.02053,0.021148,0.020098,0.02099,0.021940625,0.025703225,3534.9245007306,#7F7F7F,0.0242445194,0.0199794806
2014-01-18,0.021278,0.021374,0.020559,0.020559,0.02174575,0.025261925,998.3081116646,#17BECF,0.0239506693,0.0198835307
2014-01-19,0.020875,0.02142,0.020333,0.021314,0.02135275,0.0246892,3345.7245508982,#7F7F7F,0.0238722308,0.0196633692
2014-01-20,0.019856,0.021041,0.019618,0.020886,0.02107925,0.024237175,3410.1531023368,#7F7F7F,0.023739068,0.019200332
2014-01-21,0.019927,0.02018,0.019642,0.019849,0.020862125,0.0238691,4137.7527977116,#17BECF,0.0226652314,0.0194557686
2014-01-22,0.019389,0.02002,0.019227,0.019986,0.0206375,0.0234752,3130.7958120584,#7F7F7F,0.0225482008,0.0190417992
2014-01-23,0.018534,0.019461,0.018473,0.019385,0.020176625,0.02314005,5759.9546778893,#7F7F7F,0.0226208599,0.0183431401
2014-01-24,0.018126,0.018525,0.017709,0.018525,0.019814375,0.022864775,7537.3496634668,#7F7F7F,0.0227068658,0.0176451342
2014-01-25,0.019141,0.019348,0.018037,0.018107,0.01964075,0.022804175,3919.8056527872,#17BECF,0.0220130143,0.0177229857
2014-01-26,0.020129,0.020252,0.018969,0.019132,0.019497125,0.022849575,3845.7449451041,#17BECF,0.0217789584,0.0177780416
2014-01-27,0.018967,0.02053,0.018589,0.020113,0.019258625,0.02292745,6573.7860494543,#7F7F7F,0.0216058677,0.0176385323
2014-01-28,0.020605,0.0211,0.019356,0.019362,0.01935225,0.02291575,4861.3928658093,#17BECF,0.021322829,0.017786971
2014-01-29,0.020337,0.02065,0.020024,0.020541,0.0194035,0.0229029,3596.105620298,#7F7F7F,0.0211166647,0.0178855353
2014-01-30,0.020337,0.020619,0.019898,0.020326,0.019522,0.022869225,4467.8172788514,#17BECF,0.0212386772,0.0178597228
2014-01-31,0.020504,0.020578,0.020121,0.020322,0.01976825,0.022838925,4805.3550526726,#17BECF,0.0213905127,0.0178232873
2014-02-01,0.020698,0.021142,0.020432,0.020519,0.02008975,0.022763825,5988.4529906271,#17BECF,0.0216386229,0.0178369771
2014-02-02,0.02156,0.021884,0.020733,0.020745,0.020392125,0.02273845,5208.7662337662,#17BECF,0.0220498387,0.0180309613
2014-02-03,0.021402,0.021653,0.021184,0.021531,0.02055125,0.02272245,3492.1502663302,#7F7F7F,0.0220281149,0.0187078851
2014-02-04,0.020997,0.021586,0.020974,0.0214,0.020805,0.02263775,3593.5133590513,#7F7F7F,0.0220060457,0.0191011543
2014-02-05,0.020357,0.02107,0.020357,0.021048,0.020774,0.022469775,2656.8256619345,#7F7F7F,0.0220062041,0.0191465959
2014-02-06,0.019752,0.020653,0.01942,0.020449,0.020700875,0.022281,4944.6638315107,#7F7F7F,0.0217355601,0.0195742399
2014-02-07,0.018377,0.01978,0.016606,0.01978,0.020455875,0.022059975,8327.2024813626,#7F7F7F,0.0222354979,0.0186287021
2014-02-08,0.017487,0.018606,0.017174,0.018046,0.02007875,0.02181065,3088.7516440785,#7F7F7F,0.0227436677,0.0175505323
2014-02-09,0.01739,0.018315,0.016997,0.017423,0.01966525,0.02156215,3718.3438757907,#7F7F7F,0.0229698724,0.0167349276
2014-02-10,0.016677,0.018305,0.013475,0.017361,0.019054875,0.021305475,2306.5299514301,#7F7F7F,0.0231248891,0.0158145109
2014-02-11,0.017681,0.018497,0.015769,0.018173,0.01858975,0.02102935,3571.9133533171,#7F7F7F,0.0228703364,0.0154656636
2014-02-12,0.017174,0.017831,0.015537,0.017697,0.018111875,0.020768025,3914.405496681,#7F7F7F,0.0222045234,0.0152542766
2014-02-13,0.016079,0.017228,0.014539,0.017161,0.017577125,0.020466775,4005.162012563,#7F7F7F,0.021478054,0.014916146
2014-02-14,0.016367,0.017144,0.014044,0.016058,0.017154,0.020245225,7748.8238528747,#17BECF,0.0205298602,0.0149383398
2014-02-15,0.016083,0.01651,0.015714,0.01651,0.01686725,0.0200048,5150.2207299633,#7F7F7F,0.0195779149,0.0150354851
2014-02-16,0.015338,0.016448,0.014669,0.016089,0.016598625,0.0198136,5223.7579866997,#7F7F7F,0.0186976496,0.0150329504
2014-02-17,0.015293,0.015959,0.015092,0.01529,0.0163365,0.01961525,7250.2452102269,#17BECF,0.0182940971,0.0148197029
2014-02-18,0.015286,0.015698,0.014986,0.015308,0.016162625,0.0194382,9951.8513672642,#7F7F7F,0.0181076544,0.0145659456
2014-02-19,0.015237,0.015607,0.015055,0.015243,0.015857125,0.0192482,6975.1919669226,#7F7F7F,0.0178461733,0.0143968267
2014-02-20,0.014251,0.015485,0.014172,0.015198,0.01549175,0.019004,15254.5786260613,#7F7F7F,0.0179113329,0.0138464671
2014-02-21,0.01507,0.015203,0.013732,0.014302,0.015365625,0.01882965,8249.5686794957,#17BECF,0.0172534155,0.0139821845
2014-02-22,0.015682,0.015741,0.014583,0.015103,0.01528,0.0186801,5611.9117459508,#17BECF,0.0166940781,0.0142431219
2014-02-23,0.015412,0.016076,0.015348,0.01561,0.015196125,0.01853575,6744.3550480145,#7F7F7F,0.0165498777,0.0142539223
2014-02-24,0.01359,0.015543,0.01359,0.015411,0.014977625,0.018319975,10416.7770419426,#7F7F7F,0.0165455545,0.0137028455
2014-02-25,0.01299,0.01367,0.010839,0.013605,0.01468975,0.018119125,22612.4711316397,#7F7F7F,0.0166067838,0.0130230162
2014-02-26,0.014093,0.014181,0.013019,0.013019,0.014540625,0.0179582,5036.4720073795,#17BECF,0.0164937192,0.0128870808
2014-02-27,0.014153,0.014341,0.013692,0.01412,0.014405125,0.017780075,7137.8506323748,#17BECF,0.0163543667,0.0127984333
2014-02-28,0.013666,0.014309,0.013581,0.014124,0.014332,0.01759985,12210.0834187034,#7F7F7F,0.0162002056,0.0126285944
2014-03-01,0.013799,0.013992,0.013483,0.013687,0.014173125,0.017448425,8085.7308500616,#17BECF,0.0159924518,0.0125487482
2014-03-02,0.013543,0.013786,0.013341,0.013785,0.01390575,0.017288825,4650.5205641291,#7F7F7F,0.0159823863,0.0124172137
2014-03-03,0.015596,0.015717,0.013363,0.01359,0.01392875,0.017194,8189.0869453706,#17BECF,0.0161746776,0.0123301224
2014-03-04,0.016135,0.018208,0.015127,0.015308,0.014246875,0.017134025,11140.1921289123,#17BECF,0.0163840574,0.0122113426
2014-03-05,0.016008,0.016155,0.015431,0.015996,0.014624125,0.017081075,7642.8660669665,#17BECF,0.0166123621,0.0121022379
2014-03-06,0.015921,0.016118,0.015635,0.015992,0.014852625,0.017000575,8936.4361535079,#7F7F7F,0.0169713418,0.0122094582
2014-03-07,0.015009,0.016019,0.014814,0.015928,0.014959625,0.016872575,11296.7552801652,#7F7F7F,0.0168964016,0.0126881984
2014-03-08,0.014404,0.0151,0.014259,0.015019,0.015051875,0.0167585,3930.6442654818,#7F7F7F,0.0168904303,0.0127563697
2014-03-09,0.014745,0.015503,0.0142,0.014449,0.015170125,0.016612,3206.5785011868,#17BECF,0.0168975493,0.0128676507
2014-03-10,0.014745,0.015014,0.014009,0.014688,0.015320375,0.0164722,6891.1495422177,#17BECF,0.01682322,0.01315778
2014-03-11,0.014279,0.014851,0.014034,0.014773,0.01515575,0.01632075,2327.0537152462,#7F7F7F,0.0167539151,0.0133230849
2014-03-12,0.014353,0.015178,0.014164,0.014199,0.014933,0.016166975,9417.6130425695,#17BECF,0.0165783794,0.0136606206
2014-03-13,0.014333,0.014507,0.014243,0.014379,0.014723625,0.01600785,3986.464801507,#7F7F7F,0.0164870025,0.0134993975
