"total_audioBitRateIncoming, x; total_audioBitRateOutgoing, x; total_videoBitRateIncoming, x; total_videoBitRateOutgoing, x; total_callLegsActive, x; cmsc1.customer.com_audioBitRateIncoming, x; cmsc1.customer.com_audioBitRateOutgoing, x; cmsc1.customer.com_videoBitRateIncoming, x; cmsc1.customer.com_videoBitRateOutgoing, x; cmsc2.customer.com_audioBitRateIncoming, x; cmsc2.customer.com_audioBitRateOutgoing, x; cmsc2.customer.com_videoBitRateIncoming, x; cmsc2.customer.com_videoBitRateOutgoing, x; cmsc3.customer.com_audioBitRateIncoming, x; cmsc3.customer.com_audioBitRateOutgoing, x; cmsc3.customer.com_videoBitRateIncoming, x; cmsc3.customer.com_videoBitRateOutgoing, x; cmsc4.customer.com_audioBitRateIncoming, x; cmsc4.customer.com_audioBitRateOutgoing, x; cmsc4.customer.com_videoBitRateIncoming, x; cmsc4.customer.com_videoBitRateOutgoing, x","total_audioBitRateIncoming, y","total_audioBitRateOutgoing, y","total_videoBitRateIncoming, y","total_videoBitRateOutgoing, y","total_callLegsActive, y","cmsc1.customer.com_audioBitRateIncoming, y","cmsc1.customer.com_audioBitRateOutgoing, y","cmsc1.customer.com_videoBitRateIncoming, y","cmsc1.customer.com_videoBitRateOutgoing, y","cmsc2.customer.com_audioBitRateIncoming, y","cmsc2.customer.com_audioBitRateOutgoing, y","cmsc2.customer.com_videoBitRateIncoming, y","cmsc2.customer.com_videoBitRateOutgoing, y","cmsc3.customer.com_audioBitRateIncoming, y","cmsc3.customer.com_audioBitRateOutgoing, y","cmsc3.customer.com_videoBitRateIncoming, y","cmsc3.customer.com_videoBitRateOutgoing, y","cmsc4.customer.com_audioBitRateIncoming, y","cmsc4.customer.com_audioBitRateOutgoing, y","cmsc4.customer.com_videoBitRateIncoming, y","cmsc4.customer.com_videoBitRateOutgoing, y"
2018-01-09 23:12:41,1526077,1697843,3184374,4828713,34,276083.0,340580.0,88469.0,725863.0,207424.0,338978.0,825135.0,1751670.0,1042570.0,1018285.0,2270770.0,2351180.0,0.0,0.0,0.0,0.0
2018-01-09 23:13:01,1454910,1564568,5806389,7183276,29,206315.0,203910.0,1463442.0,1404368.0,206031.0,339286.0,1354503.0,2570961.0,1042564.0,1021372.0,2988444.0,3207947.0,0.0,0.0,0.0,0.0
2018-01-09 23:13:20,1444363,1562834,1927041,4191937,29,206943.0,203191.0,96945.0,278092.0,206097.0,339098.0,732367.0,1695666.0,1031323.0,1020545.0,1097729.0,2218179.0,0.0,0.0,0.0,0.0
2018-01-09 23:13:40,1453042,1565066,2117841,5787410,29,205748.0,203815.0,102986.0,571060.0,206383.0,341750.0,746628.0,1981150.0,1040911.0,1019501.0,1268227.0,3235200.0,0.0,0.0,0.0,0.0
2018-01-09 23:14:00,1453116,1566501,1723609,4723873,29,206405.0,204583.0,92992.0,406838.0,206009.0,341072.0,591528.0,1236718.0,1040702.0,1020846.0,1039089.0,3080317.0,0.0,0.0,0.0,0.0
2018-01-09 23:14:20,1456021,1561322,2574709,6777751,29,206885.0,203762.0,229448.0,1273666.0,206373.0,339322.0,1012981.0,2328126.0,1042763.0,1018238.0,1332280.0,3175959.0,0.0,0.0,0.0,0.0
2018-01-09 23:14:40,1452635,1561087,4424606,8397047,29,206274.0,203404.0,576805.0,1546298.0,206308.0,339128.0,1214670.0,3020314.0,1040053.0,1018555.0,2633131.0,3830435.0,0.0,0.0,0.0,0.0
2018-01-09 23:15:00,1453963,1565248,4222933,7578005,29,205787.0,203775.0,246713.0,569511.0,207136.0,340178.0,1132582.0,2192206.0,1041040.0,1021295.0,2843638.0,4816288.0,0.0,0.0,0.0,0.0
2018-01-09 23:15:20,1456150,1564177,19718652,18643158,29,206699.0,204289.0,1861385.0,2494400.0,205901.0,339930.0,1604552.0,3845168.0,1043550.0,1019958.0,16252715.0,12303590.0,0.0,0.0,0.0,0.0
2018-01-09 23:15:40,1524330,1701051,2056700,4274472,34,206044.0,204114.0,64278.0,235689.0,206924.0,339788.0,811303.0,1493508.0,1042651.0,1020878.0,1170570.0,2504503.0,68711.0,136271.0,10549.0,40772.0
2018-01-09 23:16:00,1523528,1699339,2933056,5393112,34,206631.0,204122.0,172820.0,384998.0,206138.0,339159.0,1281181.0,2098673.0,1042069.0,1019901.0,1468527.0,2868696.0,68690.0,136157.0,10528.0,40745.0
2018-01-09 23:16:20,1525228,1701673,1595018,5887203,34,206791.0,204358.0,224887.0,497705.0,206757.0,340468.0,542298.0,1698090.0,1043022.0,1020622.0,817289.0,3650822.0,68658.0,136225.0,10544.0,40586.0
2018-01-09 23:16:40,1523630,1700188,1618917,4509776,34,206976.0,204101.0,71833.0,309340.0,207015.0,340305.0,586809.0,1581029.0,1040878.0,1020054.0,949747.0,2574405.0,68761.0,135728.0,10528.0,45002.0
2018-01-09 23:17:00,1512728,1700434,2566069,5755563,34,207138.0,203930.0,98415.0,306181.0,207477.0,341218.0,1256021.0,2037952.0,1029465.0,1019603.0,1201126.0,3370824.0,68648.0,135683.0,10507.0,40606.0
2018-01-09 23:17:20,1525387,1698896,3720179,6065345,34,205789.0,203856.0,167721.0,665751.0,206198.0,340100.0,914109.0,1603993.0,1044844.0,1018828.0,2627805.0,3754641.0,68556.0,136112.0,10544.0,40960.0
2018-01-09 23:17:40,1524119,1698364,5413527,7421581,34,206693.0,203998.0,1527562.0,1622537.0,206235.0,338983.0,1119566.0,2288119.0,1042464.0,1019666.0,2758989.0,3477727.0,68727.0,135717.0,7410.0,33198.0
2018-01-09 23:18:00,1522590,1699562,4086662,7698722,34,205193.0,203473.0,822158.0,1488541.0,207356.0,341219.0,968686.0,2588483.0,1040568.0,1019311.0,2288397.0,3591776.0,69473.0,135559.0,7421.0,29922.0
2018-01-09 23:18:20,1596364,1768719,4261180,8092860,39,206635.0,203536.0,297954.0,966817.0,278407.0,407896.0,1857390.0,2248036.0,1042630.0,1021604.0,2098422.0,4844497.0,68692.0,135683.0,7414.0,33510.0
2018-01-09 23:18:40,1632024,1794690,2849635,5951933,39,206315.0,204479.0,104457.0,732087.0,277699.0,406980.0,1384783.0,1710548.0,1044906.0,1019815.0,1352963.0,3469322.0,103104.0,163416.0,7432.0,39976.0
2018-01-09 23:19:01,1600386,1768630,2680933,5261164,39,205712.0,203902.0,142424.0,400424.0,279588.0,409414.0,1189866.0,1960385.0,1046396.0,1019620.0,1341218.0,2867020.0,68690.0,135694.0,7425.0,33335.0
2018-01-09 23:19:20,1600754,1767156,3880742,6743173,39,206703.0,203516.0,164409.0,872722.0,278749.0,407626.0,1717637.0,1948588.0,1045888.0,1019834.0,1991271.0,3888420.0,69414.0,136180.0,7425.0,33443.0
2018-01-09 23:19:40,1678832,1835855,3205713,5892102,44,205986.0,203576.0,122578.0,482066.0,355711.0,476688.0,1551036.0,2039350.0,1048315.0,1019683.0,1524682.0,3336668.0,68820.0,135908.0,7417.0,34018.0
2018-01-09 23:20:00,1677997,1836212,2921666,6462616,44,206291.0,204569.0,113808.0,619429.0,353354.0,474765.0,1419825.0,2151091.0,1049660.0,1021151.0,1380616.0,3657877.0,68692.0,135727.0,7417.0,34219.0
2018-01-09 23:20:20,1676665,1838640,3479798,6388942,44,206464.0,204054.0,247480.0,821083.0,353423.0,479232.0,1237081.0,1851399.0,1047399.0,1019197.0,1987820.0,3682509.0,69379.0,136157.0,7417.0,33951.0
2018-01-09 23:20:40,1677776,1834177,2674616,4631453,44,206189.0,204822.0,100326.0,447070.0,355001.0,474663.0,1362478.0,1359993.0,1047924.0,1018444.0,1204140.0,2790439.0,68662.0,136248.0,7672.0,33951.0
2018-01-09 23:21:00,1676556,1834730,2832048,6316839,44,206119.0,203717.0,124312.0,613396.0,353373.0,476938.0,1184559.0,1984323.0,1047892.0,1018121.0,1515737.0,3685169.0,69172.0,135954.0,7440.0,33951.0
2018-01-09 23:21:20,1596931,1766651,3900844,7316988,39,206447.0,203963.0,170036.0,871303.0,277545.0,407694.0,1729004.0,2342438.0,1044143.0,1019232.0,1994364.0,4069313.0,68796.0,135762.0,7440.0,33934.0
2018-01-09 23:21:40,1598600,1754996,2147582,4926098,39,207140.0,204294.0,92200.0,452069.0,278136.0,395849.0,1070319.0,1523566.0,1044593.0,1018344.0,977631.0,2916953.0,68731.0,136509.0,7432.0,33510.0
2018-01-09 23:22:00,1598221,1770068,3809138,5798971,39,206264.0,204703.0,117820.0,463687.0,278956.0,409606.0,2097145.0,2438021.0,1044343.0,1020065.0,1586756.0,2867296.0,68658.0,135694.0,7417.0,29967.0
2018-01-09 23:22:22,1600958,1741554,3255964,5304818,39,206154.0,203868.0,203104.0,586029.0,277913.0,409102.0,1444183.0,1913229.0,1048534.0,1021154.0,1593797.0,2778115.0,68357.0,107430.0,14880.0,27445.0
2018-01-09 23:22:41,1522577,1698561,1664345,3887644,34,206546.0,204106.0,75399.0,434327.0,206310.0,340100.0,605939.0,1124292.0,1041196.0,1017543.0,975597.0,2295926.0,68525.0,136812.0,7410.0,33099.0
2018-01-09 23:23:01,1520611,1697623,2636190,5738792,34,205856.0,203855.0,276777.0,398685.0,206757.0,338982.0,975956.0,1980520.0,1039477.0,1019160.0,1376047.0,3326472.0,68521.0,135626.0,7410.0,33115.0
2018-01-09 23:23:21,1522088,1697516,5254094,6356815,34,206336.0,203784.0,972237.0,662852.0,207354.0,340573.0,1003923.0,2208651.0,1039602.0,1017600.0,3270494.0,3448551.0,68796.0,135559.0,7440.0,36761.0
2018-01-09 23:23:42,1521317,1698285,1905944,4718096,34,206050.0,203584.0,170856.0,565763.0,206602.0,339850.0,565233.0,1580900.0,1039973.0,1019225.0,1162430.0,2538252.0,68692.0,135626.0,7425.0,33181.0
2018-01-09 23:24:01,1521431,1699000,1927720,4054500,34,206633.0,204111.0,86671.0,400066.0,205730.0,339130.0,719153.0,1448866.0,1040444.0,1020088.0,1114471.0,2172125.0,68624.0,135671.0,7425.0,33443.0
2018-01-09 23:24:21,1862467,2038369,6848906,12973701,39,206632.0,204359.0,1043525.0,1001556.0,274390.0,406695.0,1681441.0,2867979.0,1108173.0,1086707.0,3308990.0,8224023.0,273272.0,340608.0,814950.0,880143.0
2018-01-09 23:24:41,1866914,2040085,3957553,7214240,39,206727.0,203874.0,190287.0,711559.0,275668.0,407704.0,1044981.0,1717339.0,1109669.0,1088477.0,1914608.0,3882097.0,274850.0,340030.0,807677.0,903245.0
2018-01-09 23:25:01,1866963,2042260,6422464,11880551,39,206478.0,204066.0,314030.0,991852.0,275890.0,409221.0,1642993.0,2731361.0,1108819.0,1088873.0,3629753.0,7198307.0,275776.0,340100.0,835688.0,959031.0
2018-01-09 23:25:21,1868593,2003849,5643228,7849085,39,206968.0,203660.0,121236.0,611949.0,274512.0,412126.0,1769435.0,1753808.0,1110919.0,1088758.0,2785707.0,4737526.0,276194.0,299305.0,966850.0,745802.0
