x,y,z,color
56104.8064786335,2.5,52.548542,87000.0
56104.8191635181,2.5,52.230995,87000.0
56104.8191635181,2.5,77.832977,87000.0
56104.8318484027,2.5,60.721352,87000.0
56104.8445332872,2.5,56.183624,87000.0
56104.8445332872,2.5,53.985237,87000.0
56104.8572181718,2.5,59.489365,87000.0
56104.8572181718,2.5,54.732475,87000.0
56104.8699030563,2.5,56.289902,87000.0
56104.8699030563,2.5,60.416374,87000.0
56104.8825879409,2.5,94.93499,87000.0
56104.8825879409,2.5,76.176308,87000.0
56104.8952728255,2.5,53.662231,87000.0
56104.8952728255,2.5,59.774933,87000.0
56104.90795771,2.5,64.007477,87000.0
56104.9206425946,2.5,52.894154,87000.0
56104.9206425946,2.5,55.462715,87000.0
56104.9333274791,2.5,47.200825,87000.0
56104.9333274791,2.5,47.468788,87000.0
56104.9460123637,2.5,57.563309,87000.0
56104.9586972483,2.5,50.990421,87000.0
56104.9967519019,2.5,46.26392,87000.0
56104.6923146725,3.2,54.079666,87000.0
56104.7176844416,3.2,58.997761,87000.0
56104.7303693262,3.2,56.810123,87000.0
56104.7684239798,3.2,58.006474,87000.0
56104.7811088644,3.2,46.71294,87000.0
56104.793793749,3.2,60.84045,87000.0
56104.8064786335,3.2,52.646992,87000.0
56104.8064786335,3.2,66.880287,87000.0
56104.8191635181,3.2,50.628204,87000.0
56104.8318484027,3.2,53.417992,87000.0
56104.8318484027,3.2,51.359203,87000.0
56104.8699030563,3.2,53.272022,87000.0
56104.8825879409,3.2,63.32745,87000.0
56104.90795771,3.2,48.280258,87000.0
56104.9586972483,3.2,50.996708,87000.0
56104.4005623276,3.9,54.677425,87000.0
56104.7176844416,3.9,56.669174,87000.0
56104.7557390953,3.9,55.930862,87000.0
56104.7811088644,3.9,47.401474,87000.0
56104.793793749,3.9,54.147026,87000.0
56104.8572181718,3.9,50.146912,87000.0
56104.8699030563,3.9,47.620159,87000.0
56104.8699030563,3.9,55.938763,87000.0
56104.8952728255,3.9,54.468166,87000.0
56104.4259320967,4.6,51.827686,87000.0
56104.7811088644,4.6,49.270084,87000.0
56104.793793749,4.6,53.994999,87000.0
56104.8064786335,4.6,56.130543,87000.0
56104.8064786335,5.3,50.671925,87000.0
56104.8064786335,5.3,57.370357,87000.0
56104.8572181718,6.7,67.006149,87000.0
56104.8191635181,8.8,49.130779,87000.0
56104.8445332872,9.5,53.055664,87000.0
56104.4513018659,60.6,46.478382,87000.0
56105.1236007475,66.9,46.561436,87000.0
56104.8123922744,1.1,51.556038,87957.0
56104.8123922744,1.1,53.420834,87957.0
56104.8252166927,1.1,46.801743,87957.0
56104.8252166927,1.1,57.450722,87957.0
56104.8252166927,1.1,54.551723,87957.0
56104.838041111,1.1,49.470562,87957.0
56104.8636899476,1.1,47.322674,87957.0
56104.8765143659,1.1,51.319256,87957.0
56104.8893387842,1.1,51.179688,87957.0
56104.9149876207,1.1,46.455875,87957.0
56104.9534608756,1.1,48.595177,87957.0
56105.017582967,1.1,46.538891,87957.0
56104.6584992549,1.8,49.982868,87957.0
56104.6969725098,1.8,48.501968,87957.0
56104.6969725098,1.8,49.651112,87957.0
56104.7097969281,1.8,62.003834,87957.0
56104.7097969281,1.8,50.415001,87957.0
56104.7226213464,1.8,64.815926,87957.0
56104.7354457647,1.8,71.115051,87957.0
56104.748270183,1.8,52.885616,87957.0
56104.748270183,1.8,56.550499,87957.0
56104.748270183,1.8,52.131302,87957.0
56104.748270183,1.8,66.365654,87957.0
56104.7610946013,1.8,68.315964,87957.0
56104.7610946013,1.8,69.226715,87957.0
56104.7739190195,1.8,58.93235,87957.0
56104.7739190195,1.8,121.90393,87957.0
56104.7739190195,1.8,49.735775,87957.0
56104.7867434378,1.8,67.865646,87957.0
56104.7867434378,1.8,189.11862,87957.0
56104.7867434378,1.8,64.810913,87957.0
56104.7995678561,1.8,61.240269,87957.0
56104.7995678561,1.8,157.47385,87957.0
56104.7995678561,1.8,59.234299,87957.0
56104.8123922744,1.8,66.509735,87957.0
56104.8123922744,1.8,83.10437,87957.0
56104.8252166927,1.8,61.075287,87957.0
56104.8252166927,1.8,89.387756,87957.0
56104.8252166927,1.8,48.779923,87957.0
56104.838041111,1.8,65.441391,87957.0
56104.8508655293,1.8,58.045013,87957.0
56104.8508655293,1.8,46.613102,87957.0
56104.8636899476,1.8,46.341351,87957.0
56104.8636899476,1.8,48.189907,87957.0
56104.8765143659,1.8,77.219246,87957.0
56104.8893387842,1.8,66.557411,87957.0
56104.8893387842,1.8,75.167923,87957.0
56104.8893387842,1.8,55.158417,87957.0
56104.9021632024,1.8,81.014824,87957.0
56104.9021632024,1.8,93.718689,87957.0
56104.9149876207,1.8,91.744415,87957.0
56104.9149876207,1.8,78.40686,87957.0
56104.927812039,1.8,47.659489,87957.0
56104.927812039,1.8,92.71312,87957.0
56104.927812039,1.8,77.350708,87957.0
56104.9406364573,1.8,56.478741,87957.0
56104.9406364573,1.8,91.319076,87957.0
56104.9406364573,1.8,54.616512,87957.0
56104.9534608756,1.8,62.970562,87957.0
56104.9534608756,1.8,80.536896,87957.0
56104.9662852939,1.8,59.263226,87957.0
56104.9662852939,1.8,57.877777,87957.0
56104.9791097122,1.8,46.973965,87957.0
56105.0304073853,1.8,48.276798,87957.0
56104.5943771635,2.5,52.742836,87957.0
56104.6328504183,2.5,52.395046,87957.0
56104.6456748366,2.5,52.817135,87957.0
56104.6969725098,2.5,58.144951,87957.0
56104.7097969281,2.5,54.744667,87957.0
56104.7226213464,2.5,52.551098,87957.0
56104.748270183,2.5,77.524773,87957.0
56104.748270183,2.5,55.682884,87957.0
56104.7610946013,2.5,78.614983,87957.0
56104.7610946013,2.5,56.839764,87957.0
56104.7739190195,2.5,64.486793,87957.0
56104.7739190195,2.5,58.917034,87957.0
56104.7867434378,2.5,65.369743,87957.0
56104.7867434378,2.5,72.154526,87957.0
56104.7867434378,2.5,70.413193,87957.0
56104.7995678561,2.5,64.63134,87957.0
56104.7995678561,2.5,66.753685,87957.0
56104.7995678561,2.5,60.575802,87957.0
56104.8123922744,2.5,60.942867,87957.0
56104.8123922744,2.5,87.921822,87957.0
56104.8252166927,2.5,60.861172,87957.0
56104.838041111,2.5,53.78447,87957.0
56104.838041111,2.5,56.845879,87957.0
56104.8508655293,2.5,56.499123,87957.0
56104.8636899476,2.5,62.787445,87957.0
56104.8765143659,2.5,89.83699,87957.0
56104.8765143659,2.5,70.182159,87957.0
56104.8893387842,2.5,67.49868,87957.0
56104.8893387842,2.5,61.46711,87957.0
56104.8893387842,2.5,57.887226,87957.0
56104.9021632024,2.5,51.525036,87957.0
56104.9021632024,2.5,64.813835,87957.0
56104.9149876207,2.5,56.07354,87957.0
56104.9149876207,2.5,61.190144,87957.0
56104.927812039,2.5,53.972782,87957.0
56104.9534608756,2.5,59.812725,87957.0
56104.6713236732,3.2,49.091221,87957.0
56104.6841480915,3.2,52.151089,87957.0
56104.7226213464,3.2,69.547958,87957.0
56104.7610946013,3.2,49.587532,87957.0
56104.7739190195,3.2,46.247627,87957.0
56104.7739190195,3.2,46.344498,87957.0
56104.7867434378,3.2,59.673115,87957.0
56104.7867434378,3.2,50.143722,87957.0
56104.7995678561,3.2,61.278729,87957.0
56104.7995678561,3.2,55.571365,87957.0
56104.7995678561,3.2,53.041378,87957.0
56104.8123922744,3.2,53.816212,87957.0
56104.8123922744,3.2,63.525826,87957.0
56104.8123922744,3.2,80.480278,87957.0
56104.8636899476,3.2,71.87748,87957.0
56104.8765143659,3.2,64.011848,87957.0
56104.4020108891,3.9,57.370457,87957.0
56104.7097969281,3.9,50.951618,87957.0
56104.748270183,3.9,64.734581,87957.0
56104.7867434378,3.9,55.346809,87957.0
56104.8123922744,3.9,48.282738,87957.0
56104.8252166927,3.9,50.983818,87957.0
56104.8508655293,3.9,46.363712,87957.0
56104.8893387842,3.9,48.175747,87957.0
56104.7610946013,4.6,49.930874,87957.0
56104.8765143659,4.6,51.047081,87957.0
56104.7995678561,5.3,47.850491,87957.0
56104.3891864708,6.7,47.590508,87957.0
56104.8636899476,8.1,55.998905,87957.0
56104.8252166927,8.8,50.286251,87957.0
56104.8765143659,15.1,50.35548,87957.0
56104.8054054784,1.1,48.695843,88924.527
56104.8183709653,1.1,56.07391,88924.527
56104.8183709653,1.1,52.221897,88924.527
56104.8313364522,1.1,53.111836,88924.527
56104.8313364522,1.1,54.741657,88924.527
56104.857267426,1.1,48.534561,88924.527
56104.8702329129,1.1,54.712223,88924.527
56104.8831983998,1.1,55.646049,88924.527
56104.8961638867,1.1,50.382511,88924.527
56104.9480258342,1.1,47.334602,88924.527
56104.973956808,1.1,48.504715,88924.527
56105.1295426507,1.1,47.771934,88924.527
56104.6498196357,1.8,46.422592,88924.527
56104.6887160964,1.8,54.112484,88924.527
56104.7016815833,1.8,52.099148,88924.527
56104.7016815833,1.8,57.053726,88924.527
56104.7016815833,1.8,48.957996,88924.527
56104.7146470702,1.8,54.557751,88924.527
56104.7146470702,1.8,63.304336,88924.527
56104.7276125571,1.8,56.084644,88924.527
56104.7276125571,1.8,61.761433,88924.527
56104.740578044,1.8,57.034653,88924.527
56104.740578044,1.8,70.929588,88924.527
56104.7535435309,1.8,69.184395,88924.527
56104.7535435309,1.8,61.733917,88924.527
56104.7535435309,1.8,48.641254,88924.527
56104.7665090178,1.8,57.190552,88924.527
56104.7665090178,1.8,54.711967,88924.527
56104.7665090178,1.8,72.21933,88924.527
56104.7665090178,1.8,54.770454,88924.527
56104.7794745047,1.8,52.790585,88924.527
56104.7794745047,1.8,151.31848,88924.527
56104.7794745047,1.8,70.379288,88924.527
56104.7924399916,1.8,52.205402,88924.527
56104.7924399916,1.8,177.42081,88924.527
56104.7924399916,1.8,82.363335,88924.527
56104.8054054784,1.8,53.144558,88924.527
56104.8054054784,1.8,117.21796,88924.527
56104.8054054784,1.8,46.828308,88924.527
56104.8054054784,1.8,47.874291,88924.527
56104.8183709653,1.8,63.046379,88924.527
56104.8183709653,1.8,77.652306,88924.527
56104.8183709653,1.8,56.522678,88924.527
56104.8313364522,1.8,66.774322,88924.527
56104.8313364522,1.8,60.034336,88924.527
56104.8313364522,1.8,50.862389,88924.527
56104.8443019391,1.8,57.982079,88924.527
56104.857267426,1.8,50.133434,88924.527
56104.8702329129,1.8,72.626282,88924.527
56104.8831983998,1.8,74.980514,88924.527
56104.8831983998,1.8,62.38604,88924.527
56104.8831983998,1.8,53.256142,88924.527
56104.8961638867,1.8,73.346664,88924.527
56104.8961638867,1.8,95.726089,88924.527
56104.9091293736,1.8,100.65057,88924.527
56104.9091293736,1.8,70.139137,88924.527
56104.9220948605,1.8,61.762016,88924.527
56104.9220948605,1.8,93.692513,88924.527
56104.9220948605,1.8,71.687653,88924.527
56104.9350603474,1.8,62.332489,88924.527
56104.9350603474,1.8,97.615997,88924.527
56104.9350603474,1.8,48.816734,88924.527
56104.9480258342,1.8,70.837326,88924.527
56104.9480258342,1.8,81.589058,88924.527
56104.9609913211,1.8,69.098206,88924.527
56104.9609913211,1.8,55.87196,88924.527
56104.973956808,1.8,54.685993,88924.527
56105.0258187556,1.8,47.207298,88924.527
56104.4553373324,2.5,47.965137,88924.527
56104.4683028193,2.5,46.612808,88924.527
56104.5849922013,2.5,48.199379,88924.527
56104.6368541488,2.5,55.503174,88924.527
56104.6887160964,2.5,59.507294,88924.527
56104.7016815833,2.5,49.621807,88924.527
56104.7276125571,2.5,46.57225,88924.527
56104.740578044,2.5,62.171619,88924.527
56104.7535435309,2.5,90.285416,88924.527
56104.7535435309,2.5,75.162834,88924.527
56104.7665090178,2.5,54.870213,88924.527
56104.7665090178,2.5,58.512203,88924.527
56104.7665090178,2.5,62.392624,88924.527
56104.7794745047,2.5,63.915958,88924.527
56104.7794745047,2.5,56.650513,88924.527
56104.7794745047,2.5,53.597424,88924.527
56104.7794745047,2.5,67.124329,88924.527
56104.7924399916,2.5,57.273212,88924.527
56104.7924399916,2.5,69.586716,88924.527
56104.7924399916,2.5,48.372456,88924.527
56104.7924399916,2.5,66.644897,88924.527
56104.7924399916,2.5,59.561443,88924.527
56104.8054054784,2.5,54.67453,88924.527
56104.8054054784,2.5,54.449623,88924.527
56104.8054054784,2.5,52.64156,88924.527
56104.8054054784,2.5,73.692345,88924.527
56104.8183709653,2.5,87.975655,88924.527
56104.8313364522,2.5,60.55064,88924.527
56104.8313364522,2.5,54.957794,88924.527
56104.8443019391,2.5,52.49136,88924.527
56104.8443019391,2.5,59.824566,88924.527
56104.857267426,2.5,71.249573,88924.527
56104.857267426,2.5,53.81815,88924.527
56104.857267426,2.5,47.045231,88924.527
56104.8702329129,2.5,51.741211,88924.527
56104.8702329129,2.5,66.862854,88924.527
56104.8831983998,2.5,76.286659,88924.527
56104.8831983998,2.5,55.735168,88924.527
56104.8831983998,2.5,74.601425,88924.527
56104.8961638867,2.5,64.764374,88924.527
56104.8961638867,2.5,57.554901,88924.527
56104.9091293736,2.5,66.781525,88924.527
56104.9091293736,2.5,49.863144,88924.527
56104.9220948605,2.5,61.994492,88924.527
56104.9480258342,2.5,53.287624,88924.527
56104.7146470702,3.2,59.696865,88924.527
56104.740578044,3.2,51.608868,88924.527
56104.7665090178,3.2,55.212986,88924.527
56104.7665090178,3.2,50.585808,88924.527
56104.7794745047,3.2,47.254467,88924.527
56104.7794745047,3.2,56.815506,88924.527
56104.7794745047,3.2,49.347096,88924.527
56104.7924399916,3.2,54.194721,88924.527
56104.7924399916,3.2,60.263527,88924.527
56104.7924399916,3.2,66.080978,88924.527
56104.7924399916,3.2,54.175926,88924.527
56104.8054054784,3.2,56.701836,88924.527
56104.8054054784,3.2,58.398724,88924.527
56104.8054054784,3.2,87.325012,88924.527
56104.8183709653,3.2,47.925133,88924.527
56104.8443019391,3.2,53.112843,88924.527
56104.857267426,3.2,71.241364,88924.527
56104.8702329129,3.2,48.664452,88924.527
56104.8702329129,3.2,57.139607,88924.527
56104.7276125571,3.9,46.654667,88924.527
56104.740578044,3.9,50.856705,88924.527
56104.7665090178,3.9,48.645718,88924.527
56104.7794745047,3.9,52.663567,88924.527
56104.7794745047,3.9,51.224129,88924.527
56104.7924399916,3.9,61.116894,88924.527
56104.7924399916,3.9,47.381706,88924.527
56104.7924399916,3.9,55.811108,88924.527
56104.8054054784,3.9,55.09597,88924.527
56104.8183709653,3.9,54.733837,88924.527
56104.4164408717,4.6,51.652435,88924.527
56104.7924399916,4.6,51.218678,88924.527
56104.8054054784,4.6,50.721516,88924.527
56104.857267426,5.3,50.499573,88924.527
56104.857267426,6.7,50.116776,88924.527
56105.1425081376,85.1,48.460045,88924.527
56105.0647152163,88.6,47.841526,88924.527
56104.8113073146,1.1,50.794045,89902.6968
56104.8113073146,1.1,50.329102,89902.6968
56104.8244154218,1.1,57.695534,89902.6968
56104.8244154218,1.1,53.736908,89902.6968
56104.8375235291,1.1,50.75668,89902.6968
56104.8375235291,1.1,50.690117,89902.6968
56104.8637397436,1.1,53.884892,89902.6968
56104.8768478508,1.1,55.36306,89902.6968
56104.8899559581,1.1,52.822941,89902.6968
56104.9554964943,1.1,47.758923,89902.6968
56104.6802262421,1.8,55.35614,89902.6968
56104.6933343494,1.8,62.291103,89902.6968
56104.6933343494,1.8,52.049854,89902.6968
56104.7064424566,1.8,57.045059,89902.6968
56104.7064424566,1.8,54.395248,89902.6968
56104.7064424566,1.8,53.632107,89902.6968
56104.7195505639,1.8,69.517822,89902.6968
56104.7326586711,1.8,52.34861,89902.6968
56104.7326586711,1.8,61.210823,89902.6968
56104.7326586711,1.8,46.773453,89902.6968
56104.7457667784,1.8,51.141476,89902.6968
56104.7457667784,1.8,64.962234,89902.6968
56104.7457667784,1.8,54.520431,89902.6968
56104.7588748856,1.8,67.405487,89902.6968
56104.7588748856,1.8,51.191986,89902.6968
56104.7588748856,1.8,53.366787,89902.6968
56104.7719829929,1.8,54.635647,89902.6968
56104.7719829929,1.8,105.77378,89902.6968
56104.7719829929,1.8,58.593212,89902.6968
56104.7850911001,1.8,165.66937,89902.6968
56104.7850911001,1.8,96.00988,89902.6968
56104.7981992074,1.8,151.79747,89902.6968
56104.7981992074,1.8,80.670845,89902.6968
56104.8113073146,1.8,53.226746,89902.6968
56104.8113073146,1.8,81.213188,89902.6968
56104.8113073146,1.8,65.962189,89902.6968
56104.8244154218,1.8,70.112747,89902.6968
56104.8244154218,1.8,59.222298,89902.6968
56104.8244154218,1.8,60.43515,89902.6968
56104.8375235291,1.8,59.472477,89902.6968
56104.8375235291,1.8,50.55901,89902.6968
56104.8637397436,1.8,62.688892,89902.6968
56104.8768478508,1.8,77.551437,89902.6968
56104.8899559581,1.8,48.062904,89902.6968
56104.8899559581,1.8,64.201538,89902.6968
56104.8899559581,1.8,91.477234,89902.6968
56104.9030640653,1.8,109.74882,89902.6968
56104.9030640653,1.8,59.661533,89902.6968
56104.9161721726,1.8,76.58799,89902.6968
56104.9161721726,1.8,85.538361,89902.6968
56104.9161721726,1.8,63.157997,89902.6968
56104.9292802798,1.8,66.004829,89902.6968
56104.9292802798,1.8,93.393913,89902.6968
56104.9423883871,1.8,80.724869,89902.6968
56104.9423883871,1.8,82.623871,89902.6968
56104.9554964943,1.8,77.081306,89902.6968
56104.9554964943,1.8,51.201546,89902.6968
56104.9686046016,1.8,58.136505,89902.6968
56104.6409019204,2.5,52.297829,89902.6968
56104.6933343494,2.5,63.401997,89902.6968
56104.7064424566,2.5,47.607414,89902.6968
56104.7195505639,2.5,49.956753,89902.6968
56104.7326586711,2.5,54.001267,89902.6968
56104.7457667784,2.5,84.121872,89902.6968
56104.7457667784,2.5,74.880188,89902.6968
56104.7588748856,2.5,71.167976,89902.6968
56104.7588748856,2.5,56.10667,89902.6968
56104.7719829929,2.5,51.209316,89902.6968
56104.7719829929,2.5,66.063957,89902.6968
56104.7719829929,2.5,64.663071,89902.6968
56104.7850911001,2.5,59.664776,89902.6968
56104.7850911001,2.5,73.789497,89902.6968
56104.7850911001,2.5,49.923801,89902.6968
56104.7981992074,2.5,69.996735,89902.6968
56104.7981992074,2.5,67.668434,89902.6968
56104.8113073146,2.5,56.036964,89902.6968
56104.8113073146,2.5,89.914627,89902.6968
56104.8244154218,2.5,54.013397,89902.6968
56104.8244154218,2.5,49.411285,89902.6968
56104.8244154218,2.5,49.385807,89902.6968
56104.8375235291,2.5,70.762993,89902.6968
56104.8506316363,2.5,57.158119,89902.6968
56104.8506316363,2.5,57.450062,89902.6968
56104.8637397436,2.5,70.187477,89902.6968
56104.8637397436,2.5,54.818546,89902.6968
56104.8768478508,2.5,70.42627,89902.6968
56104.8768478508,2.5,50.628731,89902.6968
56104.8768478508,2.5,58.278027,89902.6968
56104.8899559581,2.5,78.394447,89902.6968
56104.9030640653,2.5,72.161629,89902.6968
56104.9030640653,2.5,52.822353,89902.6968
56104.9161721726,2.5,69.105812,89902.6968
56104.9423883871,2.5,51.087032,89902.6968
56104.9554964943,2.5,48.726601,89902.6968
56104.9817127088,2.5,46.689991,89902.6968
56105.099685674,2.5,46.519562,89902.6968
56104.7326586711,3.2,59.740402,89902.6968
56104.7457667784,3.2,59.98571,89902.6968
56104.7588748856,3.2,50.857197,89902.6968
56104.7588748856,3.2,46.634716,89902.6968
56104.7588748856,3.2,47.079311,89902.6968
56104.7719829929,3.2,57.530693,89902.6968
56104.7850911001,3.2,47.506046,89902.6968
56104.7850911001,3.2,83.258636,89902.6968
56104.7981992074,3.2,47.294922,89902.6968
56104.7981992074,3.2,58.976402,89902.6968
56104.7981992074,3.2,49.08939,89902.6968
56104.8113073146,3.2,46.41322,89902.6968
56104.8113073146,3.2,73.521767,89902.6968
56104.8375235291,3.2,60.610306,89902.6968
56104.8506316363,3.2,58.893593,89902.6968
56104.8637397436,3.2,63.635761,89902.6968
56104.8768478508,3.2,50.713764,89902.6968
56104.9030640653,3.2,55.237064,89902.6968
56104.9161721726,3.2,59.328293,89902.6968
56104.9423883871,3.2,48.47345,89902.6968
56104.7850911001,3.9,58.650413,89902.6968
56104.7981992074,3.9,46.360599,89902.6968
56104.8506316363,3.9,49.615356,89902.6968
56104.8637397436,3.9,49.535107,89902.6968
56104.8768478508,3.9,48.24239,89902.6968
56104.8899559581,3.9,46.366295,89902.6968
56104.9030640653,3.9,48.467213,89902.6968
56105.204550532,3.9,47.927097,89902.6968
56104.7850911001,4.6,49.751705,89902.6968
56104.7850911001,5.3,60.464756,89902.6968
56104.8506316363,5.3,52.531254,89902.6968
56105.2307667465,5.3,46.708057,89902.6968
56105.2831991755,5.3,48.317719,89902.6968
56104.5622532769,6.0,53.816658,89902.6968
56104.7981992074,6.7,58.05201,89902.6968
56104.7981992074,7.4,46.859814,89902.6968
56104.8244154218,10.2,48.734318,89902.6968
56104.817274071,1.1,52.20816,90891.62646
56104.817274071,1.1,51.504791,90891.62646
56104.8305263674,1.1,50.763115,90891.62646
56104.8305263674,1.1,52.355831,90891.62646
56104.8570309603,1.1,55.229748,90891.62646
56104.8702832567,1.1,55.909367,90891.62646
56104.8835355531,1.1,51.875084,90891.62646
56104.9497970352,1.1,46.291229,90891.62646
56104.9630493317,1.1,49.726696,90891.62646
56104.9763016281,1.1,47.080841,90891.62646
56104.9895539245,1.1,46.771298,90891.62646
56105.1353291852,1.1,47.105389,90891.62646
56104.5654804389,1.8,47.323074,90891.62646
56104.5787327353,1.8,47.497536,90891.62646
56104.6714988103,1.8,50.844379,90891.62646
56104.6847511067,1.8,68.373184,90891.62646
56104.6847511067,1.8,56.437149,90891.62646
56104.6980034031,1.8,55.676861,90891.62646
56104.6980034031,1.8,52.837727,90891.62646
56104.6980034031,1.8,55.744911,90891.62646
56104.6980034031,1.8,48.916531,90891.62646
56104.7112556996,1.8,49.159416,90891.62646
56104.7112556996,1.8,58.715466,90891.62646
56104.724507996,1.8,47.416698,90891.62646
56104.724507996,1.8,46.829533,90891.62646
56104.724507996,1.8,54.142487,90891.62646
56104.7377602924,1.8,55.386749,90891.62646
56104.7377602924,1.8,54.660042,90891.62646
56104.7377602924,1.8,54.957699,90891.62646
56104.7510125888,1.8,77.037132,90891.62646
56104.7642648853,1.8,55.803425,90891.62646
56104.7642648853,1.8,61.590073,90891.62646
56104.7642648853,1.8,62.789307,90891.62646
56104.7775171817,1.8,132.78058,90891.62646
56104.7775171817,1.8,87.141266,90891.62646
56104.7907694781,1.8,151.73981,90891.62646
56104.7907694781,1.8,106.22629,90891.62646
56104.8040217745,1.8,116.41588,90891.62646
56104.8040217745,1.8,61.884319,90891.62646
56104.8040217745,1.8,66.353943,90891.62646
56104.817274071,1.8,60.199268,90891.62646
56104.817274071,1.8,55.515305,90891.62646
56104.817274071,1.8,51.056774,90891.62646
56104.817274071,1.8,80.061798,90891.62646
56104.8305263674,1.8,71.474526,90891.62646
56104.8305263674,1.8,50.933124,90891.62646
56104.8305263674,1.8,50.426498,90891.62646
56104.8437786638,1.8,50.121143,90891.62646
56104.8570309603,1.8,47.987373,90891.62646
56104.8702832567,1.8,71.411148,90891.62646
56104.8835355531,1.8,51.344322,90891.62646
56104.8835355531,1.8,56.699421,90891.62646
56104.8835355531,1.8,81.094284,90891.62646
56104.8967878495,1.8,113.11202,90891.62646
56104.8967878495,1.8,48.535679,90891.62646
56104.910040146,1.8,89.872406,90891.62646
56104.910040146,1.8,79.414627,90891.62646
56104.910040146,1.8,57.637528,90891.62646
56104.9232924424,1.8,69.028732,90891.62646
56104.9232924424,1.8,97.707687,90891.62646
56104.9365447388,1.8,87.249107,90891.62646
56104.9365447388,1.8,79.622948,90891.62646
56104.9497970352,1.8,85.431541,90891.62646
56104.9630493317,1.8,53.341324,90891.62646
56104.9630493317,1.8,58.684963,90891.62646
56104.4197051782,2.5,48.062759,90891.62646
56104.631741921,2.5,46.390564,90891.62646
56104.6714988103,2.5,48.995865,90891.62646
56104.6847511067,2.5,53.53323,90891.62646
56104.6980034031,2.5,51.204075,90891.62646
56104.724507996,2.5,55.268326,90891.62646
56104.724507996,2.5,53.885586,90891.62646
56104.7377602924,2.5,65.465248,90891.62646
56104.7377602924,2.5,58.450226,90891.62646
56104.7377602924,2.5,48.727741,90891.62646
56104.7510125888,2.5,74.66288,90891.62646
