"close, x; MA7, x","close, y","MA7, y","close (1), x; MA7 (1), x; ratio, x","close (1), y","MA7 (1), y","ratio, y"
2016-02-22 00:00:00,393.8,380.7571428571,2016-02-20 00:00:00,1284099.85,1160506.3400000003,0.000320082
2016-02-23 00:00:00,380.5,383.0571428571,2016-02-21 00:00:00,1024028.99,1122577.318571429,0.0003344472
2016-02-24 00:00:00,385.0,384.9285714286,2016-02-22 00:00:00,1056537.85,1122042.4428571432,0.0003393429
2016-02-25 00:00:00,383.7,385.6142857143,2016-02-23 00:00:00,1097173.92,1126289.281428572,0.0003401055
2016-02-26 00:00:00,395.5,388.5,2016-02-24 00:00:00,999647.35,1125814.6971428578,0.0003419111
2016-02-27 00:00:00,393.2,388.6714285714,2016-02-25 00:00:00,1178446.06,1109945.2571428579,0.0003474174
2016-02-28 00:00:00,391.2,388.9857142857,2016-02-26 00:00:00,1219082.13,1122716.5928571436,0.0003460357
2016-02-29 00:00:00,398.9,389.7142857143,2016-02-27 00:00:00,1064665.06,1091368.7657142864,0.0003561321
2016-03-01 00:00:00,395.8,391.9,2016-02-28 00:00:00,1210954.92,1118072.4700000007,0.0003479074
2016-03-02 00:00:00,387.0,392.1857142857,2016-02-29 00:00:00,1097173.92,1123877.6228571436,0.0003467586
2016-03-03 00:00:00,384.1,392.2428571429,2016-03-01 00:00:00,1040283.42,1115750.4085714293,0.0003512434
2016-03-04 00:00:00,371.1,388.7571428571,2016-03-02 00:00:00,1275972.63,1155225.4485714294,0.0003394885
2016-03-05 00:00:00,358.1,383.7428571429,2016-03-03 00:00:00,1080919.49,1141293.0814285723,0.0003436828
2016-03-06 00:00:00,365.6,380.0857142857,2016-03-04 00:00:00,1235336.56,1143615.142857144,0.000339937
2016-03-07 00:00:00,373.5,376.4571428571,2016-03-05 00:00:00,1292227.06,1176124.0000000007,0.0003262775
2016-03-08 00:00:00,373.7,373.3,2016-03-06 00:00:00,1094688.8,1159514.554285715,0.0003277973
2016-03-09 00:00:00,374.9,371.5714285714,2016-03-07 00:00:00,1220696.14,1177160.5857142867,0.000319801
2016-03-10 00:00:00,372.2,369.8714285714,2016-03-08 00:00:00,1055311.5,1179307.4542857152,0.0003165417
2016-03-11 00:00:00,376.4,370.6285714286,2016-03-09 00:00:00,1299450.73,1182661.4685714296,0.0003141824
2016-03-12 00:00:00,366.0,371.7571428571,2016-03-10 00:00:00,1267948.9,1209379.9557142868,0.0003058356
2016-03-13 00:00:00,368.0,372.1,2016-03-11 00:00:00,1283699.81,1216288.9914285725,0.0003047208
2016-03-14 00:00:00,373.5,372.1,2016-03-12 00:00:00,1141941.55,1194819.6328571439,0.0003111408
2016-03-15 00:00:00,373.3,372.0428571429,2016-03-13 00:00:00,1031685.13,1185819.1085714297,0.0003137915
2016-03-16 00:00:00,372.6,371.7142857143,2016-03-14 00:00:00,1189194.31,1181318.8471428582,0.0003149869
2016-03-17 00:00:00,371.4,371.6,2016-03-15 00:00:00,1197069.77,1201570.02857143,0.0003096306
2016-03-18 00:00:00,363.0,369.6857142857,2016-03-16 00:00:00,1338828.03,1207195.3571428582,0.0003079156
2016-03-19 00:00:00,364.7,369.5,2016-03-17 00:00:00,1063186.96,1177943.6514285726,0.000315465
2016-03-20 00:00:00,365.1,369.0857142857,2016-03-18 00:00:00,1135311.13,1156745.2685714297,0.0003195913
2016-03-21 00:00:00,367.4,368.2142857143,2016-03-19 00:00:00,1110630.46,1152272.2557142868,0.0003206707
2016-03-22 00:00:00,371.1,367.9,2016-03-20 00:00:00,1242260.73,1182354.4842857153,0.0003121616
2016-03-23 00:00:00,372.5,367.8857142857,2016-03-21 00:00:00,1036588.42,1160553.642857144,0.0003172747
2016-03-24 00:00:00,371.5,367.9,2016-03-22 00:00:00,1225806.95,1164658.9542857152,0.0003158865
2016-03-25 00:00:00,372.7,369.2857142857,2016-03-23 00:00:00,1242260.73,1150863.6257142867,0.0003196606
2016-03-26 00:00:00,373.8,370.5857142857,2016-03-24 00:00:00,1242260.73,1176445.5928571438,0.0003127216
2016-03-27 00:00:00,381.5,372.9285714286,2016-03-25 00:00:00,1192899.38,1184672.4857142868,0.0003117197
2016-03-28 00:00:00,377.0,374.3,2016-03-26 00:00:00,1209353.16,1198775.7285714294,0.0003091368
2016-03-29 00:00:00,368.8,373.9714285714,2016-03-27 00:00:00,1258714.52,1201126.2700000007,0.0003104824
2016-03-30 00:00:00,365.8,373.0142857143,2016-03-28 00:00:00,1168218.7,1219930.5957142862,0.0003068207
2016-03-31 00:00:00,367.3,372.4142857143,2016-03-29 00:00:00,1398571.69,1244611.2728571433,0.0003004725
2016-04-01 00:00:00,367.8,371.7142857143,2016-03-30 00:00:00,1308075.87,1254013.4357142863,0.0002974564
2016-04-02 00:00:00,369.8,371.1428571429,2016-03-31 00:00:00,1028361.53,1223456.4071428576,0.0003043952
2016-04-03 00:00:00,369.6,369.4428571429,2016-04-01 00:00:00,1136310.01,1215372.211428572,0.000305844
2016-04-04 00:00:00,369.0,368.3,2016-04-02 00:00:00,1244135.05,1220341.0528571436,0.0003041304
2016-04-05 00:00:00,372.4,368.8142857143,2016-04-03 00:00:00,1219252.35,1214703.6000000008,0.0003041424
2016-04-06 00:00:00,371.1,369.5714285714,2016-04-04 00:00:00,1360254.32,1242137.260000001,0.0002965051
2016-04-07 00:00:00,371.5,370.1714285714,2016-04-05 00:00:00,1235840.82,1218889.9928571437,0.0003025821
2016-04-08 00:00:00,368.4,370.2571428571,2016-04-06 00:00:00,1285606.22,1215680.042857144,0.0003040039
2016-04-09 00:00:00,367.5,369.9285714286,2016-04-07 00:00:00,1210958.12,1241765.2700000014,0.000298101
2016-04-10 00:00:00,369.1,369.8571428571,2016-04-08 00:00:00,1169486.95,1246504.8328571443,0.0002970363
2016-04-11 00:00:00,370.5,370.0714285714,2016-04-09 00:00:00,1343665.86,1260723.5200000012,0.0002934256
2016-04-12 00:00:00,374.1,370.3142857143,2016-04-10 00:00:00,1443196.66,1292715.5642857156,0.0002861087
2016-04-13 00:00:00,375.9,371.0,2016-04-11 00:00:00,1252429.29,1277311.9885714299,0.0002897267
2016-04-14 00:00:00,377.5,371.8571428571,2016-04-12 00:00:00,1260723.52,1280866.6600000013,0.0002891123
2016-04-15 00:00:00,381.0,373.6571428571,2016-04-13 00:00:00,1302194.69,1283236.4414285724,0.0002891127
2016-04-16 00:00:00,380.7,375.5428571429,2016-04-14 00:00:00,1465554.23,1319607.3142857153,0.0002817938
2016-04-17 00:00:00,378.5,376.8857142857,2016-04-15 00:00:00,1287911.29,1336525.0771428582,0.0002795736
2016-04-18 00:00:00,378.9,378.0857142857,2016-04-16 00:00:00,1270146.99,1326022.3814285726,0.00028321
2016-04-19 00:00:00,383.7,379.4571428571,2016-04-17 00:00:00,1358968.46,1313989.7814285723,0.0002868255
2016-04-20 00:00:00,390.6,381.5571428571,2016-04-18 00:00:00,1199089.82,1306369.8571428582,0.0002894171
2016-04-21 00:00:00,399.0,384.6285714286,2016-04-19 00:00:00,1332322.02,1316598.2142857153,0.0002882103
2016-04-22 00:00:00,396.8,386.8857142857,2016-04-20 00:00:00,1465554.23,1339935.2914285727,0.0002847579
2016-04-23 00:00:00,401.1,389.8,2016-04-21 00:00:00,1341204.17,1322170.9971428583,0.0002909068
2016-04-24 00:00:00,409.0,394.1571428571,2016-04-22 00:00:00,1270146.99,1319633.240000001,0.0002931767
2016-04-25 00:00:00,410.0,398.6,2016-04-23 00:00:00,1279029.14,1320902.1185714297,0.0002951014
2016-04-26 00:00:00,414.8,403.0428571429,2016-04-24 00:00:00,1172443.38,1294255.6785714296,0.0003045435
2016-04-27 00:00:00,392.8,403.3571428571,2016-04-25 00:00:00,1128032.65,1284104.6542857154,0.0003104108
2016-04-28 00:00:00,396.9,403.0571428571,2016-04-26 00:00:00,1341204.17,1285373.532857144,0.0003135609
2016-04-29 00:00:00,399.5,403.4428571429,2016-04-27 00:00:00,1145796.94,1239693.920000001,0.0003253683
2016-04-30 00:00:00,391.6,402.0857142857,2016-04-28 00:00:00,1207843.18,1220642.350000001,0.0003302009
2016-05-01 00:00:00,395.2,400.1142857143,2016-04-29 00:00:00,1403229.58,1239654.1485714295,0.0003254479
2016-05-02 00:00:00,386.1,396.7,2016-04-30 00:00:00,1296655.18,1242172.1542857152,0.0003236956
2016-05-03 00:00:00,392.5,393.5142857143,2016-05-01 00:00:00,1376585.98,1271335.3828571439,0.0003147197
2016-05-04 00:00:00,390.6,393.2,2016-05-02 00:00:00,1394348.38,1309380.4871428579,0.0003029677
2016-05-05 00:00:00,393.9,392.7714285714,2016-05-03 00:00:00,1341061.18,1309360.0600000008,0.0003005394
2016-05-06 00:00:00,403.8,393.3857142857,2016-05-04 00:00:00,1492041.57,1358823.5785714295,0.000289368
2016-05-07 00:00:00,402.8,394.9857142857,2016-05-05 00:00:00,1385467.18,1384198.4357142865,0.0002837537
2016-05-08 00:00:00,403.4,396.1571428571,2016-05-06 00:00:00,1438754.37,1389273.4057142865,0.0002831593
2016-05-09 00:00:00,406.1,399.0142857143,2016-05-07 00:00:00,1332179.98,1394348.377142858,0.0002832762
2016-05-10 00:00:00,398.4,399.8571428571,2016-05-08 00:00:00,1447635.57,1404498.3185714295,0.0002820631
2016-05-11 00:00:00,397.3,400.8142857143,2016-05-09 00:00:00,1536447.57,1424798.2028571437,0.0002800497
2016-05-12 00:00:00,401.0,401.8285714286,2016-05-10 00:00:00,1403229.58,1433679.4028571437,0.0002789028
2016-05-13 00:00:00,403.3,401.7571428571,2016-05-11 00:00:00,1284309.11,1404003.337142858,0.0002854796
2016-05-14 00:00:00,402.5,401.7142857143,2016-05-12 00:00:00,1342247.86,1397829.1485714293,0.0002874662
2016-05-15 00:00:00,403.6,401.7428571429,2016-05-13 00:00:00,1467781.84,1401975.9300000009,0.0002865649
2016-05-16 00:00:00,400.7,400.9714285714,2016-05-14 00:00:00,1390530.16,1410311.6700000006,0.0002848408
2016-05-17 00:00:00,401.8,401.4571428571,2016-05-15 00:00:00,1342247.86,1395256.2828571436,0.0002879348
2016-05-18 00:00:00,403.9,402.4,2016-05-16 00:00:00,1361560.78,1370272.455714286,0.0002926217
2016-05-19 00:00:00,388.4,400.6,2016-05-17 00:00:00,1361560.78,1364319.7700000003,0.0002942544
2016-05-20 00:00:00,395.9,399.5428571429,2016-05-18 00:00:00,1487094.76,1393289.148571429,0.000288813
2016-05-21 00:00:00,395.1,398.4857142857,2016-05-19 00:00:00,1168431.59,1368458.2528571433,0.0002927382
2016-05-22 00:00:00,390.0,396.5428571429,2016-05-20 00:00:00,1438812.46,1364319.7700000007,0.0002928513
2016-05-23 00:00:00,394.9,395.7142857143,2016-05-21 00:00:00,1361560.78,1360181.2871428577,0.0002929651
2016-05-24 00:00:00,399.1,395.3285714286,2016-05-22 00:00:00,1776788.54,1422258.527142858,0.0002788121
2016-05-25 00:00:00,402.4,395.1142857143,2016-05-23 00:00:00,1747819.16,1477438.2957142866,0.0002678381
2016-05-26 00:00:00,404.1,397.3571428571,2016-05-24 00:00:00,1456454.92,1490994.6014285723,0.0002651442
2016-05-27 00:00:00,423.5,401.3,2016-05-25 00:00:00,1377192.06,1475294.2157142868,0.0002678207
2016-05-28 00:00:00,469.0,411.8571428571,2016-05-26 00:00:00,1357376.35,1502286.3242857154,0.0002645016
2016-05-29 00:00:00,469.9,423.2714285714,2016-05-27 00:00:00,1377192.06,1493483.4100000013,0.0002687007
2016-05-30 00:00:00,476.0,434.8571428571,2016-05-28 00:00:00,1317744.93,1487224.0028571442,0.0002769301
2016-05-31 00:00:00,476.5,445.9142857143,2016-05-29 00:00:00,1456454.92,1441462.0571428586,0.0002936404
2016-06-01 00:00:00,478.9,456.8428571429,2016-05-30 00:00:00,1436639.2,1397007.7771428584,0.0003112775
2016-06-02 00:00:00,483.0,468.1142857143,2016-05-31 00:00:00,1258297.79,1368699.615714287,0.0003257941
2016-06-03 00:00:00,501.8,479.3,2016-06-01 00:00:00,1426731.35,1375776.6571428583,0.0003320618
2016-06-04 00:00:00,504.0,484.3,2016-06-02 00:00:00,1367284.21,1377192.0657142866,0.0003399049
2016-06-05 00:00:00,505.5,489.3857142857,2016-06-03 00:00:00,1406915.63,1381438.290000001,0.0003469572
2016-06-06 00:00:00,514.4,494.8714285714,2016-06-04 00:00:00,1179034.93,1361622.5757142866,0.0003556786
2016-06-07 00:00:00,508.1,499.3857142857,2016-06-05 00:00:00,1694243.48,1395592.370000001,0.0003506652
2016-06-08 00:00:00,511.0,503.9714285714,2016-06-06 00:00:00,1684335.62,1430977.572857144,0.0003458275
2016-06-09 00:00:00,509.0,507.6857142857,2016-06-07 00:00:00,1406915.63,1452208.6928571442,0.0003438801
2016-06-10 00:00:00,515.8,509.6857142857,2016-06-08 00:00:00,1403462.33,1448884.5471428584,0.0003478341
2016-06-11 00:00:00,542.9,515.2428571429,2016-06-09 00:00:00,1608133.93,1483291.650000001,0.0003422697
2016-06-12 00:00:00,595.2,528.0571428571,2016-06-10 00:00:00,1403462.33,1482798.3214285725,0.0003437323
2016-06-13 00:00:00,623.9,543.7,2016-06-11 00:00:00,1520417.53,1531567.2642857153,0.0003364154
2016-06-14 00:00:00,611.0,558.4,2016-06-12 00:00:00,1422954.87,1492811.7485714294,0.0003537332
2016-06-15 00:00:00,617.5,573.6142857143,2016-06-13 00:00:00,1569148.86,1476356.4971428576,0.0003682715
2016-06-16 00:00:00,682.8,598.4428571429,2016-06-14 00:00:00,1296253.41,1460547.6085714293,0.0003823224
2016-06-17 00:00:00,664.5,619.6857142857,2016-06-15 00:00:00,1500925.0,1474470.847142858,0.0003890306
2016-06-18 00:00:00,674.3,638.4571428571,2016-06-16 00:00:00,1452193.67,1452193.667142858,0.0004120958
2016-06-19 00:00:00,678.3,650.3285714286,2016-06-17 00:00:00,1452193.67,1459155.287142858,0.000424688
2016-06-20 00:00:00,649.8,654.0285714286,2016-06-18 00:00:00,1549656.33,1463332.2585714294,0.0004363036
2016-06-21 00:00:00,592.2,651.3428571429,2016-06-19 00:00:00,1725089.12,1506494.294285715,0.0004316834
2016-06-22 00:00:00,533.2,639.3,2016-06-20 00:00:00,1598387.66,1510671.2657142866,0.000432939
2016-06-23 00:00:00,554.4,620.9571428571,2016-06-21 00:00:00,1551383.97,1547118.4885714296,0.0004210039
2016-06-24 00:00:00,607.9,612.8714285714,2016-06-22 00:00:00,1343144.51,1524578.4185714296,0.000419329
2016-06-25 00:00:00,606.9,603.2428571429,2016-06-23 00:00:00,1457676.21,1525361.6385714298,0.0004070885
2016-06-26 00:00:00,574.4,588.4,2016-06-24 00:00:00,1353556.48,1511270.6114285726,0.0004055339
2016-06-27 00:00:00,599.0,581.1428571429,2016-06-25 00:00:00,1728387.51,1536803.6371428582,0.0003925309
2016-06-28 00:00:00,585.9,580.2428571429,2016-06-26 00:00:00,1530560.02,1509013.7657142866,0.0003899235
2016-06-29 00:00:00,577.0,586.5,2016-06-27 00:00:00,1530560.02,1499324.1028571439,0.0003876032
2016-06-30 00:00:00,607.4,594.0714285714,2016-06-28 00:00:00,1551383.97,1499324.1028571439,0.000387003
2016-07-01 00:00:00,609.1,594.2428571429,2016-06-29 00:00:00,1520148.05,1524610.3228571438,0.0003846885
2016-07-02 00:00:00,632.2,597.8571428571,2016-06-30 00:00:00,1561795.94,1539484.5700000008,0.0003858898
2016-07-03 00:00:00,593.1,600.5285714286,2016-07-01 00:00:00,1634679.75,1579645.037142858,0.0003761876
2016-07-04 00:00:00,615.0,602.8142857143,2016-07-02 00:00:00,1551383.97,1554358.817142858,0.0003846326
2016-07-05 00:00:00,607.8,605.9428571429,2016-07-03 00:00:00,1603443.84,1564770.7914285723,0.0003837805
2016-07-06 00:00:00,614.3,611.2714285714,2016-07-04 00:00:00,1601825.83,1574951.6214285723,0.000382751
2016-07-07 00:00:00,582.9,607.7714285714,2016-07-05 00:00:00,1538177.12,1573064.9285714293,0.0003851989
2016-07-08 00:00:00,608.7,607.7142857143,2016-07-06 00:00:00,1485136.53,1568063.2828571436,0.0003898257
2016-07-09 00:00:00,592.3,602.0142857143,2016-07-07 00:00:00,1463920.3,1554081.0485714294,0.0003910809
2016-07-10 00:00:00,589.4,601.4857142857,2016-07-08 00:00:00,1538177.12,1540294.9585714291,0.0003945441
2016-07-11 00:00:00,588.7,597.7285714286,2016-07-09 00:00:00,1580609.59,1544470.0471428577,0.000389787
2016-07-12 00:00:00,602.9,597.0285714286,2016-07-10 00:00:00,1654866.42,1551816.1300000006,0.0003876011
2016-07-13 00:00:00,592.6,593.9285714286,2016-07-11 00:00:00,1516960.89,1539692.5671428577,0.0003882129
2016-07-14 00:00:00,598.3,596.1285714286,2016-07-12 00:00:00,1516960.89,1536661.677142858,0.0003885231
2016-07-15 00:00:00,604.2,595.4857142857,2016-07-13 00:00:00,1379055.35,1521507.2228571437,0.0003903554
2016-07-16 00:00:00,603.9,597.1428571429,2016-07-14 00:00:00,1506352.77,1527569.004285715,0.0003902466
2016-07-17 00:00:00,617.5,601.1571428571,2016-07-15 00:00:00,1432095.94,1512414.5500000007,0.0003937318
2016-07-18 00:00:00,611.0,604.3428571429,2016-07-16 00:00:00,1665474.54,1524538.114285715,0.0003916877
2016-07-19 00:00:00,612.5,605.7142857143,2016-07-17 00:00:00,1580609.59,1513929.9957142863,0.0003970838
2016-07-20 00:00:00,605.9,607.6142857143,2016-07-18 00:00:00,1581302.69,1523121.681428572,0.0003967791
2016-07-21 00:00:00,603.9,608.4142857143,2016-07-19 00:00:00,1358434.53,1500475.0585714288,0.0004036817
2016-07-22 00:00:00,595.9,607.2285714286,2016-07-20 00:00:00,1591915.46,1530883.645714286,0.0003969043
2016-07-23 00:00:00,600.9,606.8,2016-07-21 00:00:00,1411498.38,1517333.018571429,0.0004009761
2016-07-24 00:00:00,603.1,604.7428571429,2016-07-22 00:00:00,1369047.3,1508326.0700000005,0.0004025844
2016-07-25 00:00:00,591.9,602.0142857143,2016-07-23 00:00:00,1390272.84,1469011.5414285718,0.0004130669
2016-07-26 00:00:00,589.9,598.7857142857,2016-07-24 00:00:00,1337208.99,1434240.0271428577,0.0004216469
2016-07-27 00:00:00,591.0,596.6571428571,2016-07-25 00:00:00,1400885.61,1408466.158571429,0.0004274255
2016-07-28 00:00:00,590.1,594.6857142857,2016-07-26 00:00:00,1369047.3,1409982.2685714292,0.0004246761
2016-07-29 00:00:00,587.7,593.5142857143,2016-07-27 00:00:00,1358434.53,1376627.8500000003,0.0004334193
2016-07-30 00:00:00,584.8,591.2142857143,2016-07-28 00:00:00,1453949.46,1382692.2900000007,0.0004300926
2016-07-31 00:00:00,556.0,584.4857142857,2016-07-29 00:00:00,1560077.15,1409982.2685714292,0.0004209374
2016-08-01 00:00:00,530.2,575.6714285714,2016-07-30 00:00:00,1262919.6,1391788.9485714291,0.0004247873
2016-08-02 00:00:00,474.5,559.1857142857,2016-07-31 00:00:00,1634366.54,1434240.0271428577,0.0004075229
2016-08-03 00:00:00,509.8,547.5857142857,2016-08-01 00:00:00,1623753.77,1466078.3357142862,0.0003926608
2016-08-04 00:00:00,524.6,538.2285714286,2016-08-02 00:00:00,1555605.72,1492729.538571429,0.0003746062
2016-08-05 00:00:00,521.8,528.8142857143,2016-08-03 00:00:00,1686075.87,1539535.444285715,0.0003556824
2016-08-06 00:00:00,535.5,521.7714285714,2016-08-04 00:00:00,1535533.39,1551190.2914285723,0.0003469778
2016-08-07 00:00:00,540.8,519.6,2016-08-05 00:00:00,1696112.04,1570623.847142858,0.0003366906
2016-08-08 00:00:00,536.5,520.5,2016-08-06 00:00:00,1676039.71,1629641.0057142864,0.0003201757
2016-08-09 00:00:00,529.1,528.3,2016-08-07 00:00:00,1485352.56,1608353.294285715,0.0003230633
2016-08-10 00:00:00,531.2,531.3571428571,2016-08-08 00:00:00,1495388.72,1590015.430000001,0.0003273553
2016-08-11 00:00:00,527.4,531.7571428571,2016-08-09 00:00:00,1254520.74,1547003.290000001,0.000341499
2016-08-12 00:00:00,526.8,532.4714285714,2016-08-10 00:00:00,1525497.22,1524063.4828571437,0.000348645
2016-08-13 00:00:00,525.0,530.9714285714,2016-08-11 00:00:00,1505424.89,1519762.2685714294,0.0003498949
2016-08-14 00:00:00,510.9,526.7,2016-08-12 00:00:00,1495388.72,1491087.5085714294,0.0003571027
2016-08-15 00:00:00,507.9,522.6142857143,2016-08-13 00:00:00,1645931.21,1486786.294285715,0.0003571269
2016-08-16 00:00:00,513.3,520.3571428571,2016-08-14 00:00:00,1645931.21,1509726.1014285723,0.0003488712
2016-08-17 00:00:00,508.4,517.1,2016-08-15 00:00:00,1577645.9,1521477.127142858,0.0003434914
2016-08-18 00:00:00,506.9,514.1714285714,2016-08-16 00:00:00,1469587.96,1552201.0157142864,0.0003352382
2016-08-19 00:00:00,508.8,511.6,2016-08-17 00:00:00,1329112.64,1524146.0757142864,0.0003392719
2016-08-20 00:00:00,516.1,510.3285714286,2016-08-18 00:00:00,1664092.25,1546812.841428572,0.000332407
2016-08-21 00:00:00,514.7,510.8714285714,2016-08-19 00:00:00,1664092.25,1570913.3457142862,0.0003256704
2016-08-22 00:00:00,518.8,512.4285714286,2016-08-20 00:00:00,1685703.84,1576595.1500000006,0.0003236903
