"Sensor Output, x; Rounded to 0.5mm increment, x","Sensor Output, y","Rounded to 0.5mm increment, y"
1511526194000,0.0005129759,0
1511526374000,0.0153671393,0
1511526554000.01,0.0139039586,0
1511526734000.01,0.012065431,0
1511526914000.01,0.0121684341,0
1511527094000.01,0.0042669168,0
1511527274000.01,0.016547748,0
1511527454000.01,0.0122077587,0
1511527634000.01,0.0037421824,0
1511527814000.01,0.0296101407,0
1511527994000.01,0.0368002475,0
1511528174000.01,0.0235533428,0
1511528354000,0.0119254041,0
1511528534000,0.0112075086,0
1511528714000,0.0119595499,0
1511528894000,0.0110472882,0
1511529074000,0.0232227532,0
1511529254000.01,0.0063071409,0
1511529434000.01,0.0016076333,0
1511529614000.01,0.0005243177,0
1511529794000.01,1.36511e-05,0
1511529974000.01,0.0003396763,0
1511530154000.01,0.0001220339,0
1511530334000.01,-0.0002889958,0
1511530514000.01,0.0010252965,0
1511530694000.01,0.0056030311,0
1511530874000.01,0.0012236117,0
1511531054000,-0.0001663408,0
1511531234000,0.0013432708,0
1511531414000,0.0008144017,0
1511531594000,-5.57537e-05,0
1511531774000,0.0007026198,0
1511531954000.01,0.001476591,0
1511532134000.01,0.0007372056,0
1511532314000.01,0.000263433,0
1511532494000.01,0.0018571181,0
1511532674000.01,0.0021784944,0
1511532854000.01,0.0028417044,0
1511533034000.01,0.0001345377,0
1511533214000.01,0.000186802,0
1511533394000.01,0.0026502844,0
1511533574000.01,0.0029063468,0
1511533754000,0.0008213283,0
1511533934000,6.4324e-06,0
1511534114000,0.0005993171,0
1511534294000,0.0031978469,0
1511534474000,0.0010481621,0
1511534654000.01,0.0003804407,0
1511534834000.01,0.0002894752,0
1511535014000.01,0.0006088784,0
1511535194000.01,-0.0004345267,0
1511535374000.01,0.0015181192,0
1511535554000.01,0.0034992661,0
1511535734000.01,0.0004933382,0
1511535914000.01,0.0014271209,0
1511536094000.01,0.0013537725,0
1511536274000.01,-0.0001670759,0
1511536454000,0.0007877373,0
1511536634000,0.0025857196,0
1511536814000,0.0031455891,0
1511536994000,0.0021068537,0
1511537174000,0.0093058659,0
1511537354000.01,0.0025146167,0
1511537534000.01,0.0012398963,0
1511537714000.01,0.0013817536,0
1511537894000.01,0.0019703592,0
1511538074000.01,0.0035054837,0
1511538254000.01,-0.000386009,0
1511538434000.01,0.0002294386,0
1511538614000.01,-0.0001261097,0
1511538794000.01,0.0001368569,0
1511538974000.01,0.0006493274,0
1511539154000,0.0001495839,0
1511539334000,0.0007364097,0
1511539514000,-0.0006825198,0
1511539694000,0.001833633,0
1511539874000,0.0035455418,0
1511540054000.01,0.0003031388,0
1511540234000.01,0.002747011,0
1511540414000.01,0.0007338205,0
1511540594000.01,0.0012752087,0
1511540774000.01,0.0025914904,0
1511540954000.01,-7.17227e-05,0
1511541134000.01,7.11994e-05,0
1511541314000.01,0.000191322,0
1511541494000.01,0.0003000205,0
1511541674000.01,-2.74088e-05,0
1511541854000,4.46048e-05,0
1511542034000,5.90658e-05,0
1511542214000,-2.47023e-05,0
1511542394000,1.29791e-05,0
1511542574000,-2.6237e-06,0
1511542754000.01,-6.8763e-06,0
1511542934000.01,1.55703e-05,0
1511543114000.01,-2.0864e-05,0
1511543294000.01,1.83435e-05,0
1511543474000.01,1.9435e-06,0
1511543654000.01,-5.78358e-05,0
1511543834000.01,0.0001711961,0
1511544014000.01,-0.0002950809,0
1511544194000.01,0.0005638018,0
1511544374000.01,-0.0011443405,0
1511544554000,0.0051345631,0
1511544734000,0.0060948789,0
1511544914000,-0.0018791908,0
1511545094000,0.0016357087,0
1511545274000,-0.0019678627,0
1511545454000.01,0.0053883874,0
1511545634000.01,0.0157368484,0
1511545814000.01,-5.02676e-05,0
1511545994000.01,0.0005279816,0
1511546174000.01,-0.0002902784,0
1511546354000.01,0.0010000204,0
1511546534000.01,0.0020493386,0
1511546714000.01,0.0003833706,0
1511546894000.01,0.004056256,0
1511547074000.01,0.0024864562,0
1511547254000,0.0005481745,0
1511547434000,0.001382232,0
1511547614000,0.0009505571,0
1511547794000,0.0001445485,0
1511547974000,0.0021738616,0
1511548154000.01,0.0057571928,0
1511548334000.01,0.0024015828,0
1511548514000.01,0.0048645634,0
1511548694000.01,0.0038929876,0
1511548874000.01,0.0212482031,0
1511549054000.01,0.0395026236,0
1511549234000.01,0.0249442082,0
1511549414000.01,0.0150779171,0
1511549594000.01,0.0150865803,0
1511549774000.01,0.0161336717,0
1511549954000,0.0176167808,0
1511550134000,0.0054186277,0
1511550314000,0.0242748691,0
1511550494000,0.0486610059,0
1511550674000,0.0604299934,0
1511550854000.01,0.0497803117,0
1511551034000.01,0.0330622432,0
1511551214000.01,0.0490534253,0
1511551394000.01,0.0214974816,0
1511551574000.01,0.0523765058,0
1511551754000.01,0.057071179,0
1511551934000.01,0.0388043783,0
1511552114000.01,0.0690672402,0
1511552294000.01,0.0672114927,0
1511552474000.01,0.0675879496,0
1511552654000,0.0872050751,0
1511552834000,0.0663927901,0
1511553014000,0.0794522839,0
1511553194000,0.0765107914,0
1511553374000,0.0572446634,0
1511553554000.01,0.0604530921,0
1511553734000.01,0.0745007412,0
1511553914000.01,0.0871387568,0
1511554094000.01,0.0892886051,0
1511554274000.01,0.1356157642,0
1511554454000.01,0.1129587476,0
1511554634000.01,0.0826303619,0
1511554814000.01,0.0417102076,0
1511554994000.01,0.0654618638,0
1511555174000.01,0.0542010484,0
1511555354000,0.0880374881,0
1511555534000,0.1467727573,0
1511555714000,0.0843460481,0
1511555894000,0.1323038036,0
1511556074000,0.0776042226,0
1511556254000.01,0.0627159678,0
1511556434000.01,0.0637244297,0
1511556614000.01,0.0646326857,0
1511556794000.01,0.0806929509,0
1511556974000.01,0.0616014497,0
1511557154000.01,0.0694805355,0
1511557334000.01,0.0843537885,0
1511557514000.01,0.0694193448,0
1511557694000.01,0.0479569832,0
1511557874000.01,0.0701084567,0
1511558054000,0.1124369236,0
1511558234000,0.1082128313,0
1511558414000,0.1094658742,0
1511558594000,0.1188802947,0
1511558774000,0.0980400403,0
1511558954000.01,0.1029543113,0
1511559134000.01,0.1021843687,0
1511559314000.01,0.0943800074,0
1511559494000.01,0.1145769946,0
1511559674000.01,0.1257345409,0
1511559854000.01,0.1388113694,0
1511560034000.01,0.1221242957,0
1511560214000.01,0.1232941824,0
1511560394000.01,0.123777843,0
1511560574000.01,0.1578971544,0
1511560754000,0.1496637668,0
1511560934000,0.1451098408,0
1511561114000,0.1285844217,0
1511561294000,0.1412632533,0
1511561474000,0.1889715372,0
1511561654000.01,0.1541348429,0
1511561834000.01,0.0752415744,0
1511562014000.01,0.0413037409,0
1511562194000.01,0.0557192202,0
1511562374000.01,0.0626678387,0
1511562554000.01,0.1009978189,0
1511562734000.01,0.1431581382,0
1511562914000.01,0.1180153022,0
1511563094000.01,0.1361671303,0
1511563274000.01,0.1609368682,0
1511563454000,0.1470158809,0
1511563634000,0.1627160987,0
1511563814000,0.1548383438,0
1511563994000,0.1763186396,0
1511564174000,0.1238320141,0
1511564354000.01,0.0758285855,0
1511564534000.01,0.1042188215,0
1511564714000.01,0.089697055,0
1511564894000.01,0.0953327756,0
1511565074000.01,0.0858100991,0
1511565254000.01,0.062240833,0
1511565434000.01,0.0841530494,0
1511565614000.01,0.0858964832,0
1511565794000.01,0.0686399367,0
1511565974000.01,0.0420275603,0
1511566154000,0.0465996336,0
1511566334000,0.0558540351,0
1511566514000,0.0085928182,0
1511566694000,0.0230539147,0
1511566874000,0.040208252,0
1511567054000.01,0.0058273375,0
1511567234000.01,0.0057849289,0
1511567414000.01,0.0025222526,0
1511567594000.01,0.0153434138,0
1511567774000.01,0.0017437709,0
1511567954000.01,0.0025971317,0
1511568136000.01,0.0077380059,0
1511568316000.01,0.0035258632,0
1511568496000.01,0.0115101528,0
1511568676000,0.0107158505,0
1511568856000,0.0076411869,0
1511569036000,0.006896404,0
1511569216000,0.0033749393,0
1511569396000,0.0038344484,0
1511569576000.01,0.0059887529,0
1511569756000.01,0.0003971018,0
1511569936000.01,0.0036918784,0
1511570116000.01,0.0072790396,0
1511570296000.01,-0.0003107116,0
1511570476000.01,0.0002071988,0
1511570656000.01,0.0039494479,0
1511570836000.01,0.0057393313,0
1511571016000.01,0.0011544677,0
1511571196000.01,0.0010184448,0
1511571376000,0.0004250364,0
1511571556000,0.0003019105,0
1511571736000,0.0004716525,0
1511571916000,0.0015391034,0
1511572096000,0.0005215592,0
1511572276000.01,-9.37829e-05,0
1511572456000.01,0.0002387984,0
1511572636000.01,-6.18294e-05,0
1511572816000.01,4.2114e-05,0
1511572996000.01,-1.98589e-05,0
1511573176000.01,1.03171e-05,0
1511573356000.01,-4.067e-06,0
1511573536000.01,7.6376e-06,0
1511573716000.01,0.0002584692,0
1511573896000.01,0.0004292882,0
1511574076000,0.0001593618,0
1511574256000,0.0003013149,0
1511574436000,1.17852e-05,0
1511574616000,0.0015805034,0
1511574796000,0.0024351058,0
1511574976000.01,0.0002320442,0
1511575156000.01,-0.0001642229,0
1511575336000.01,0.0007340399,0
1511575516000.01,0.0008914572,0
1511575696000.01,0.0003934812,0
1511575876000.01,0.0031393804,0
1511576056000.01,0.0005122102,0
1511576236000.01,-0.0002260389,0
1511576416000.01,0.000197707,0
1511576596000.01,-0.0001907423,0
1511576776000,0.0004419081,0
1511576956000,8.7967e-05,0
1511577136000,0.0002982736,0
1511577316000,0.0023712383,0
1511577496000,0.0035286856,0
1511577676000.01,0.0051534795,0
1511577856000.01,0.0020579789,0
1511578036000.01,0.0005063424,0
1511578216000.01,0.0061416143,0
1511578396000.01,0.0035707199,0
1511578576000.01,0.0006178001,0
1511578756000.01,0.0014174472,0
1511578936000.01,0.0010047287,0
1511579116000.01,0.00072264,0
1511579296000.01,0.0017299419,0
1511579476000,0.0023995802,0
1511579656000,0.0036198209,0
1511579836000,0.0024444438,0
1511580016000,0.0011970557,0
1511580196000,0.0026555358,0
1511580376000.01,0.0061927825,0
1511580556000.01,0.0031907695,0
1511580736000.01,0.0047563476,0
1511580916000.01,0.0025056599,0
1511581096000.01,0.002194142,0
1511581276000.01,0.0059905859,0
1511581456000.01,0.01294705,0
1511581636000.01,0.0052381068,0
1511581816000.01,0.0012065548,0
1511581996000.01,0.0028718817,0
1511582176000,-0.0004561081,0
1511582356000,0.0044601799,0
1511582536000,0.0056593119,0
1511582716000,-0.0010304248,0
1511582896000,0.0027804844,0
1511583076000.01,0.0043310785,0
1511583256000.01,0.0171660945,0
1511583436000.01,0.0269204876,0
1511583616000.01,0.0128627992,0
1511583796000.01,0.0028639948,0
1511583976000.01,0.0527559057,0
1511584156000.01,0.0552358178,0
1511584336000.01,0.0288360508,0
1511584516000.01,0.0522561553,0
1511584696000.01,0.052900099,0
1511584876000,0.0370863364,0
1511585056000,0.0385035517,0
1511585236000,0.0700618438,0
1511585416000,0.1068931815,0
1511585596000,0.1138810067,0
1511585776000.01,0.0778713881,0
1511585956000.01,0.0072174902,0
1511586136000.01,0.0244826932,0
1511586316000.01,0.0661975179,0
1511586496000.01,0.1067749357,0
1511586676000.01,0.0782914853,0
1511586856000.01,0.0678011581,0
1511587036000.01,0.0717463414,0
1511587216000.01,0.1175751032,0
1511587396000.01,0.0875733836,0
1511587576000,0.0579819902,0
1511587756000,0.1266176933,0
1511587936000,0.0862926716,0
1511588116000,0.1078686346,0
1511588296000,0.1382458525,0
1511588476000.01,0.1325593998,0
1511588656000.01,0.0882736741,0
1511588836000.01,0.0490864349,0
1511589016000.01,0.0855205626,0
1511589196000.01,0.0937853339,0
1511589376000.01,0.1030676306,0
1511589556000.01,0.0814138013,0
1511589736000.01,0.1073068175,0
1511589916000.01,0.0941415746,0
1511590096000.01,0.0568677626,0
1511590276000,0.0642354909,0
1511590456000,0.0625325427,0
1511590636000,0.1187226138,0
1511590816000,0.0735183219,0
1511590996000,0.071959558,0
1511591176000.01,0.0587722611,0
1511591356000.01,0.1038372115,0
1511591536000.01,0.1132356675,0
1511591716000.01,0.1032422145,0
1511591896000.01,0.1205905537,0
1511592076000.01,0.1436399714,0
1511592256000.01,0.1415604349,0
1511592436000.01,0.1716703623,0
1511592616000.01,0.197688108,0
1511592796000.01,0.1927813326,0
1511592976000,0.1872072585,0
1511593156000,0.1560939487,0
1511593336000,0.1532463832,0
1511593516000,0.1724789856,0
1511593696000,0.1695184254,0
1511593876000.01,0.1491768476,0
1511594056000.01,0.1762558153,0
1511594236000.01,0.172333425,0
1511594416000.01,0.2206560225,0
1511594596000.01,0.1885633702,0
1511594776000.01,0.1537337064,0
1511594956000.01,0.1495505024,0
1511595136000.01,0.1255040151,0
1511595316000.01,0.1868930364,0
1511595496000.01,0.1252050403,0
1511595676000,0.088071486,0
1511595856000,0.1124007196,0
1511596036000,0.1373261491,0
1511596216000,0.171782535,0
1511596396000,0.2302383578,0
1511596576000.01,0.2410739647,0
1511596756000.01,0.1975349275,0
1511596936000.01,0.2541738305,0
1511597116000.01,0.2513142328,0
1511597296000.01,0.2102736953,0
1511597476000.01,0.1975100565,0
1511597656000.01,0.1840498878,0
1511597836000.01,0.1969200092,0
1511598016000.01,0.1676365012,0
1511598196000.01,0.187485455,0
1511598376000,0.1616995077,0
1511598556000,0.1886477661,0
1511598736000,0.2105490957,0
1511598916000,0.1703880138,0
1511599096000,0.1526079864,0
1511599276000.01,0.1511418909,0
1511599456000.01,0.1462813398,0
1511599636000.01,0.1967995724,0
1511599816000.01,0.1898949668,0
1511599996000.01,0.1336920637,0
1511600176000.01,0.0771972166,0
1511600356000.01,0.1270235847,0
1511600536000.01,0.0839220587,0
1511600716000.01,0.0866705558,0
1511600896000.01,0.1200140644,0
1511601076000,0.0914103751,0
1511601256000,0.0291157888,0
1511601436000,0.0660036384,0
1511601616000,0.1176594065,0
1511601796000,0.127966647,0
1511601976000.01,0.1197768682,0
1511602156000.01,0.079014321,0
1511602336000.01,0.1357572844,0
1511602516000.01,0.0814226313,0
1511602696000.01,0.0729827335,0
1511602876000.01,0.1326582557,0
1511603056000.01,0.1059959303,0
1511603236000.01,0.1000205843,0
1511603416000.01,0.0736442968,0
1511603596000.01,0.1035451804,0
1511603776000,0.0695930216,0
1511603956000,0.0849101981,0
1511604136000,0.0693208269,0
1511604316000,0.0499427086,0
1511604496000,0.0723119427,0
1511604676000.01,0.0328659047,0
1511604856000.01,0.0772101393,0
1511605036000.01,0.1085698265,0
1511605216000.01,0.0657729176,0
1511605396000.01,0.0409082534,0
1511605576000.01,0.0618459972,0
1511605756000.01,0.044736062,0
1511605936000.01,0.0468821084,0
1511606116000.01,0.0706837255,0
1511606296000.01,0.0415185946,0
1511606476000,0.0260611266,0
1511606656000,0.0149300604,0
1511606836000,0.0531962217,0
1511607016000,0.0540276973,0
1511607196000,0.0471265592,0
1511607376000.01,0.0672612447,0
1511607556000.01,0.0416320474,0
1511607736000.01,0.0024916975,0
1511607916000.01,0.0013076497,0
1511608096000.01,0.0088032979,0
1511608276000.01,0.0284937761,0
1511608456000.01,0.0333860374,0
1511608636000.01,0.0441574778,0
1511608816000.01,0.0249558089,0
1511608996000.01,0.0395207628,0
1511609176000,0.0569740518,0
1511609356000,0.0363516692,0
1511609536000,0.0336162668,0
1511609716000,0.0524471854,0
1511609896000,0.0213035729,0
1511610076000.01,0.0527170693,0
1511610256000.01,0.0350293382,0
1511610436000.01,0.0108941315,0
1511610616000.01,0.0265731431,0
1511610796000.01,0.0033683791,0
1511610976000.01,0.0186161061,0
1511611156000.01,0.0487768099,0
1511611336000.01,0.0414595295,0
1511611516000.01,0.0298895006,0
1511611696000.01,0.0553394121,0
1511611876000,0.0567755189,0
1511612056000,0.060647785,0
1511612236000,0.034275201,0
1511612416000,0.0256077251,0
1511612596000,0.0454344135,0
1511612776000.01,0.0437850166,0
1511612956000.01,0.0120627983,0
1511613136000.01,0.0174468141,0
1511613316000.01,0.016792469,0
1511613496000.01,0.0143067962,0
1511613676000.01,0.0101333269,0
1511613856000.01,0.0073531604,0
1511614036000.01,0.0204657159,0
1511614216000.01,0.0058638529,0
1511614396000.01,0.0033833632,0
1511614576000,0.002552185,0
1511614756000,0.0023597724,0
1511614936000,0.0244362156,0
1511615116000,0.0153373987,0
1511615296000,0.009221256,0
1511615476000.01,0.0175255991,0
1511615656000.01,0.0114469837,0
1511615836000.01,0.0300666583,0
1511616016000.01,0.034931508,0
1511616196000.01,0.027189082,0
1511616376000.01,0.0187153106,0
1511616556000.01,0.0255211335,0
1511616736000.01,0.0177875404,0
1511616916000.01,0.0087028981,0
1511617096000.01,0.0211799702,0
1511617276000,0.0207278583,0
1511617456000,0.0195473901,0
1511617636000,0.0115646863,0
1511617816000,0.0323951832,0
1511617996000,0.0483069311,0
1511618176000.01,0.0052396524,0
1511618356000.01,0.0117898728,0
1511618536000.01,0.011819731,0
1511618716000.01,0.0106635745,0
1511618896000.01,0.0091913245,0
1511619076000.01,0.0024987389,0
1511619256000.01,0.0026335866,0
1511619436000.01,0.001467002,0
1511619616000.01,0.0115041596,0
1511619796000.01,0.004369393,0
1511619976000,-0.0017938405,0
1511620156000,0.0036015843,0
1511620336000,-0.0016382444,0
1511620516000,0.0167001834,0
1511620696000,0.0145077276,0
1511620876000.01,-0.0011854831,0
1511621056000.01,0.0022719222,0
1511621236000.01,0.001044476,0
1511621416000.01,0.0012624762,0
1511621596000.01,0.000195216,0
1511621776000.01,0.0001335355,0
1511621956000.01,0.0021285721,0
1511622136000.01,0.0021189147,0
1511622316000.01,0.0024122797,0
1511622496000.01,0.0006036489,0
1511622676000,0.0025190182,0
1511622856000,0.0011519052,0
1511623036000,0.002154444,0
1511623216000,0.0045850776,0
1511623396000,0.0006065342,0
1511623576000.01,0.0037649291,0
1511623756000.01,0.0004089904,0
1511623936000.01,0.0036160468,0
1511624116000.01,0.002438691,0
1511624296000.01,0.0002310583,0
1511624476000.01,0.001695,0
1511624656000.01,0.0036936181,0
1511624836000.01,0.0049568583,0
1511625016000.01,0.0028545412,0
1511625196000.01,0.0019975664,0
1511625376000,0.001215073,0
1511625556000,0.0009781551,0
1511625736000,0.0019087778,0
1511625916000,-9.96532e-05,0
1511626260000.01,0.0024391868,0
1511626440000.01,0.001461171,0
1511626620000.01,-0.0004333546,0
1511626800000.01,0.0005062992,0
1511626980000.01,-0.0001023731,0
1511627160000,0.0005069074,0
1511627340000,0.0001761549,0
1511627520000,-0.0002231055,0
1511627700000,0.0003919241,0
1511627880000,-0.0006703461,0
1511628060000.01,0.0028174164,0
1511628240000.01,0.0029128334,0
1511628420000.01,0.0004779964,0
1511628600000.01,0.0018640222,0
1511628780000.01,-0.0003068326,0
1511628960000.01,0.0001252658,0
1511629140000.01,-2.22739e-05,0
1511629320000.01,-1.65599e-05,0
1511629500000.01,3.91024e-05,0
1511629680000.01,-4.32918e-05,0
1511629860000,4.2417e-05,0
1511630040000,-4.26371e-05,0
1511630220000,4.48972e-05,0
1511630400000,-4.44619e-05,0
1511630580000,2.94527e-05,0
1511630760000.01,1.95341e-05,0
1511630940000.01,-7.94865e-05,0
1511631120000.01,0.0002497658,0
1511631300000.01,-0.000639097,0
1511631480000.01,0.0037159185,0
1511631660000.01,0.0029915049,0
1511631840000.01,0.0012516528,0
1511632020000.01,0.0007624866,0
1511632200000.01,-0.0003710192,0
1511632380000.01,0.0004181147,0
1511632560000,-3.248e-05,0
1511632740000,6.08103e-05,0
1511632920000,-7.05176e-05,0
1511633100000,0.0004236172,0
1511633280000,0.0012451557,0
1511633460000.01,0.0006496222,0
1511633640000.01,0.0007474825,0
1511633820000.01,0.000350832,0
1511634000000.01,0.0002859406,0
1511634180000.01,0.0006580839,0
1511634360000.01,0.0003652454,0
1511634540000.01,-7.53867e-05,0
1511634720000.01,0.0002646103,0
1511634900000.01,0.000619729,0
1511635080000.01,-0.000111054,0
1511635260000,4.02909e-05,0
1511635440000,-8.9555e-06,0
1511635620000,-5.9332e-06,0
1511635800000,1.93676e-05,0
1511635980000,-2.13592e-05,0
1511636160000.01,8.67409e-05,0
1511636340000.01,0.0001053664,0
1511636520000.01,0.0001549722,0
1511636700000.01,0.0003316767,0
1511636880000.01,-9.1088e-05,0
1511637060000.01,0.0001509834,0
1511637240000.01,0.0001599151,0
1511637420000.01,-4.56937e-05,0
1511637600000.01,2.50266e-05,0
1511637780000.01,-1.44143e-05,0
1511637960000,8.3885e-06,0
1511638140000,-3.4576e-06,0
1511638320000,8.246e-07,0
1511638500000,3.234e-07,0
1511638680000,-6.825e-07,0
1511638860000.01,6.779e-07,0
1511639040000.01,-5.329e-07,0
1511639220000.01,3.641e-07,0
1511639400000.01,-2.221e-07,0
1511639580000.01,1.206e-07,0
1511639760000.01,-5.61e-08,0
1511639940000.01,1.96e-08,0
1511640120000.01,-1.4e-09,0
1511640300000.01,-5.8e-09,0
1511640480000.01,7.4e-09,0
1511640660000,-6.4e-09,0
1511640840000,4.6e-09,0
1511641020000,-3e-09,0
1511641200000,1.7e-09,0
1511641380000,-9e-10,0
1511641560000.01,4e-10,0
1511641740000.01,-1e-10,0
1511641920000.01,-0.0,0
1511642100000.01,1e-10,0
1511642280000.01,-1e-10,0
1511642460000.01,0.0,0
1511642640000.01,-0.0,0
1511642820000.01,-0.0,0
1511643000000.01,0.0,0
1511643180000.01,-1e-10,0
1511643360000,1e-10,0
1511643540000,-0.0,0
1511643720000,-1e-10,0
1511643900000,4e-10,0
1511644080000,-9e-10,0
1511644260000.01,1.8e-09,0
1511644440000.01,-3.1e-09,0
1511644620000.01,4.9e-09,0
1511644800000.01,-6.7e-09,0
1511644980000.01,7.8e-09,0
1511645160000.01,-6.3e-09,0
1511645340000.01,-1.2e-09,0
1511645520000.01,2.01e-08,0
1511645700000.01,-5.83e-08,0
1511645880000.01,1.259e-07,0
1511646060000,-2.327e-07,0
1511646240000,3.826e-07,0
1511646420000,-5.613e-07,0
1511646600000,7.165e-07,0
1511646780000,-7.294e-07,0
1511646960000.01,3.745e-07,0
1511647140000.01,8.393e-07,0
1511647320000.01,-3.7126e-06,0
1511647500000.01,9.018e-06,0
1511647680000.01,-1.27091e-05,0
1511647860000.01,2.50403e-05,0
1511648040000.01,-5.25418e-05,0
1511648220000.01,0.0002994168,0
1511648400000.01,0.0005854337,0
1511648580000.01,6.09527e-05,0
1511648760000,-2.00289e-05,0
1511648940000,1.32156e-05,0
1511649120000,-7.6421e-06,0
1511649300000,6.6751e-06,0
1511649480000,-2.3986e-06,0
1511649660000.01,-2.6278e-06,0
1511649840000.01,7.4229e-06,0
1511650020000.01,-1.04348e-05,0
1511650200000.01,1.4728e-05,0
1511650380000.01,-1.85667e-05,0
1511650560000.01,2.63611e-05,0
1511650740000.01,0.0003032874,0
1511650920000.01,2.9669e-06,0
1511651100000.01,-8.6429e-06,0
1511651280000.01,9.8967e-06,0
1511651460000,-8.6169e-06,0
1511651640000,8.0655e-06,0
1511651820000,-5.8573e-06,0
1511652000000,3.6198e-06,0
1511652180000,-1.896e-06,0
1511652360000.01,7.207e-07,0
1511652540000.01,1.43e-08,0
1511652720000.01,-3.77e-07,0
1511652900000.01,3.461e-07,0
1511653080000.01,2.305e-07,0
1511653260000.01,-1.6715e-06,0
1511653440000.01,4.5224e-06,0
1511653620000.01,-9.4304e-06,0
1511653800000.01,1.65919e-05,0
1511653980000.01,-2.38827e-05,0
1511654160000,3.74713e-05,0
1511654340000,-6.02056e-05,0
1511654522000,0.0001306572,0
1511654702000,0.0004318977,0
1511654882000.01,-5.40758e-05,0
1511655062000.01,1.60038e-05,0
1511655242000.01,-9.787e-07,0
1511655422000.01,-5.0407e-06,0
1511655602000.01,1.00764e-05,0
1511655782000.01,-1.13868e-05,0
1511655962000.01,1.23146e-05,0
1511656142000.01,-1.37923e-05,0
1511656322000.01,1.82722e-05,0
1511656502000,7.47323e-05,0
1511656682000,3.1417e-06,0
1511656862000,2.1281e-06,0
1511657042000,-1.04666e-05,0
1511657222000,3.32532e-05,0
1511657402000,-7.85353e-05,0
1511657582000.01,0.0006849189,0
1511657762000.01,0.000379942,0
1511657942000.01,-0.0001029752,0
1511658122000.01,7.8277e-05,0
1511658302000.01,-4.93945e-05,0
1511658482000.01,4.86004e-05,0
1511658662000.01,-4.68404e-05,0
1511658842000.01,0.0003789712,0
