"pH, x; Upper Limit, x; Lower Limit, x; FC, x; Upper Limit (1), x; Lower Limit (1), x","pH, y","Upper Limit, y","Lower Limit, y","FC, y","Upper Limit (1), y","Lower Limit (1), y"
2017-11-25 22:35:38,7.3,7.6,7.2,1.48,3,1
2017-11-25 22:35:48,7.3,7.6,7.2,1.46,3,1
2017-11-25 22:35:57,7.3,7.6,7.2,1.48,3,1
2017-11-25 22:40:01,7.3,7.6,7.2,1.60,3,1
2017-11-25 22:40:11,7.3,7.6,7.2,1.59,3,1
2017-11-25 22:40:21,7.3,7.6,7.2,1.59,3,1
2017-11-25 22:40:30,7.3,7.6,7.2,1.60,3,1
2017-11-25 22:40:40,7.3,7.6,7.2,1.61,3,1
2017-11-25 22:40:50,7.3,7.6,7.2,1.61,3,1
2017-11-25 22:41:00,7.3,7.6,7.2,1.60,3,1
2017-11-25 22:45:03,7.3,7.6,7.2,1.68,3,1
2017-11-25 22:45:13,7.3,7.6,7.2,1.66,3,1
2017-11-25 22:45:23,7.3,7.6,7.2,1.68,3,1
2017-11-25 22:45:33,7.3,7.6,7.2,1.69,3,1
2017-11-25 22:45:43,7.3,7.6,7.2,1.68,3,1
2017-11-25 22:45:52,7.3,7.6,7.2,1.68,3,1
2017-11-25 22:50:06,7.3,7.6,7.2,1.71,3,1
2017-11-25 22:50:16,7.3,7.6,7.2,1.70,3,1
2017-11-25 22:50:26,7.3,7.6,7.2,1.69,3,1
2017-11-25 22:50:35,7.3,7.6,7.2,1.68,3,1
2017-11-25 22:50:45,7.3,7.6,7.2,1.68,3,1
2017-11-25 22:50:55,7.3,7.6,7.2,1.68,3,1
2017-11-25 22:55:09,7.3,7.6,7.2,1.76,3,1
2017-11-25 22:55:19,7.3,7.6,7.2,1.77,3,1
2017-11-25 22:55:28,7.3,7.6,7.2,1.76,3,1
2017-11-25 22:55:38,7.3,7.6,7.2,1.75,3,1
2017-11-25 22:55:48,7.3,7.6,7.2,1.74,3,1
2017-11-25 22:55:58,7.3,7.6,7.2,1.75,3,1
2017-11-25 23:00:02,7.3,7.6,7.2,1.75,3,1
2017-11-25 23:00:12,7.3,7.6,7.2,1.76,3,1
2017-11-25 23:00:21,7.3,7.6,7.2,1.74,3,1
2017-11-25 23:00:31,7.3,7.6,7.2,1.75,3,1
2017-11-25 23:00:41,7.3,7.6,7.2,1.73,3,1
2017-11-25 23:00:51,7.3,7.6,7.2,1.73,3,1
2017-11-25 23:01:00,7.3,7.6,7.2,1.70,3,1
2017-11-26 00:00:03,7.3,7.6,7.2,2.39,3,1
2017-11-26 00:00:13,7.3,7.6,7.2,2.38,3,1
2017-11-26 00:00:23,7.3,7.6,7.2,2.35,3,1
2017-11-26 00:00:32,7.3,7.6,7.2,2.40,3,1
2017-11-26 00:00:42,7.3,7.6,7.2,2.42,3,1
2017-11-26 00:00:52,7.3,7.6,7.2,2.40,3,1
2017-11-26 00:05:06,7.3,7.6,7.2,2.36,3,1
2017-11-26 00:05:16,7.3,7.6,7.2,2.34,3,1
2017-11-26 00:05:25,7.3,7.6,7.2,2.33,3,1
2017-11-26 00:05:35,7.3,7.6,7.2,2.34,3,1
2017-11-26 00:05:45,7.3,7.6,7.2,2.32,3,1
2017-11-26 00:05:55,7.3,7.6,7.2,2.33,3,1
2017-11-26 00:10:08,7.3,7.6,7.2,2.21,3,1
2017-11-26 00:10:18,7.3,7.6,7.2,2.24,3,1
2017-11-26 00:10:28,7.3,7.6,7.2,2.25,3,1
2017-11-26 00:10:38,7.3,7.6,7.2,2.24,3,1
2017-11-26 00:10:47,7.3,7.6,7.2,2.24,3,1
2017-11-26 00:10:57,7.3,7.6,7.2,2.25,3,1
2017-11-26 00:15:01,7.3,7.6,7.2,2.26,3,1
2017-11-26 00:15:11,7.3,7.6,7.2,2.27,3,1
2017-11-26 00:15:21,7.3,7.6,7.2,2.27,3,1
2017-11-26 00:15:30,7.3,7.6,7.2,2.27,3,1
2017-11-26 00:15:40,7.3,7.6,7.2,2.31,3,1
2017-11-26 00:15:50,7.3,7.6,7.2,2.28,3,1
2017-11-26 00:16:00,7.3,7.6,7.2,2.31,3,1
2017-11-26 00:20:03,7.3,7.6,7.2,2.31,3,1
2017-11-26 00:20:13,7.3,7.6,7.2,2.28,3,1
2017-11-26 00:20:23,7.3,7.6,7.2,2.30,3,1
2017-11-26 00:20:33,7.3,7.6,7.2,2.30,3,1
2017-11-26 00:20:42,7.3,7.6,7.2,2.30,3,1
2017-11-26 00:20:52,7.3,7.6,7.2,2.32,3,1
2017-11-26 00:25:06,7.3,7.6,7.2,2.27,3,1
2017-11-26 00:25:16,7.3,7.6,7.2,2.29,3,1
2017-11-26 00:25:26,7.3,7.6,7.2,2.27,3,1
2017-11-26 00:25:35,7.3,7.6,7.2,2.25,3,1
2017-11-26 00:25:45,7.3,7.6,7.2,2.26,3,1
2017-11-26 00:25:55,7.3,7.6,7.2,2.26,3,1
2017-11-26 00:30:09,7.3,7.6,7.2,2.29,3,1
2017-11-26 00:30:19,7.3,7.6,7.2,2.25,3,1
2017-11-26 00:30:28,7.3,7.6,7.2,2.29,3,1
2017-11-26 00:30:38,7.3,7.6,7.2,2.30,3,1
2017-11-26 00:30:48,7.3,7.6,7.2,2.34,3,1
2017-11-26 00:30:58,7.3,7.6,7.2,2.31,3,1
2017-11-26 00:35:02,7.3,7.6,7.2,2.32,3,1
2017-11-26 00:35:11,7.3,7.6,7.2,2.30,3,1
2017-11-26 00:35:21,7.3,7.6,7.2,2.34,3,1
2017-11-26 00:35:31,7.3,7.6,7.2,2.33,3,1
2017-11-26 00:35:41,7.3,7.6,7.2,2.32,3,1
2017-11-26 00:35:50,7.3,7.6,7.2,2.34,3,1
2017-11-26 00:36:00,7.3,7.6,7.2,2.35,3,1
2017-11-26 00:40:04,7.3,7.6,7.2,2.33,3,1
2017-11-26 00:40:14,7.3,7.6,7.2,2.33,3,1
2017-11-26 00:40:23,7.3,7.6,7.2,2.32,3,1
2017-11-26 00:40:33,7.3,7.6,7.2,2.29,3,1
2017-11-26 00:40:43,7.3,7.6,7.2,2.30,3,1
2017-11-26 00:40:53,7.3,7.6,7.2,2.31,3,1
2017-11-26 00:45:06,7.3,7.6,7.2,2.38,3,1
2017-11-26 00:45:16,7.3,7.6,7.2,2.37,3,1
2017-11-26 00:45:26,7.3,7.6,7.2,2.39,3,1
2017-11-26 00:45:36,7.3,7.6,7.2,2.38,3,1
2017-11-26 00:45:45,7.3,7.6,7.2,2.38,3,1
2017-11-26 00:45:55,7.3,7.6,7.2,2.39,3,1
2017-11-26 00:50:09,7.3,7.6,7.2,2.36,3,1
2017-11-26 00:50:19,7.3,7.6,7.2,2.34,3,1
2017-11-26 00:50:28,7.3,7.6,7.2,2.37,3,1
2017-11-26 00:50:38,7.3,7.6,7.2,2.39,3,1
2017-11-26 00:50:48,7.3,7.6,7.2,2.37,3,1
2017-11-26 00:50:58,7.3,7.6,7.2,2.36,3,1
2017-11-26 00:55:02,7.3,7.6,7.2,2.35,3,1
2017-11-26 00:55:11,7.3,7.6,7.2,2.36,3,1
2017-11-26 00:55:21,7.3,7.6,7.2,2.33,3,1
2017-11-26 00:55:31,7.3,7.6,7.2,2.32,3,1
2017-11-26 00:55:41,7.3,7.6,7.2,2.35,3,1
2017-11-26 00:55:51,7.3,7.6,7.2,2.34,3,1
2017-11-26 00:56:00,7.3,7.6,7.2,2.33,3,1
2017-11-26 01:00:04,7.3,7.6,7.2,2.18,3,1
2017-11-26 01:00:14,7.3,7.6,7.2,2.18,3,1
2017-11-26 01:00:24,7.3,7.6,7.2,2.18,3,1
2017-11-26 01:00:34,7.3,7.6,7.2,2.20,3,1
2017-11-26 01:00:43,7.3,7.6,7.2,2.18,3,1
2017-11-26 01:00:53,7.3,7.6,7.2,2.19,3,1
2017-11-26 01:05:07,7.3,7.6,7.2,2.13,3,1
2017-11-26 01:05:16,7.3,7.6,7.2,2.13,3,1
2017-11-26 01:05:26,7.3,7.6,7.2,2.16,3,1
2017-11-26 01:05:36,7.3,7.6,7.2,2.13,3,1
2017-11-26 01:05:46,7.3,7.6,7.2,2.16,3,1
2017-11-26 01:05:56,7.3,7.6,7.2,2.16,3,1
2017-11-26 01:10:09,7.3,7.6,7.2,2.17,3,1
2017-11-26 01:10:19,7.3,7.6,7.2,2.18,3,1
2017-11-26 01:10:29,7.3,7.6,7.2,2.17,3,1
2017-11-26 01:10:38,7.3,7.6,7.2,2.15,3,1
2017-11-26 01:10:48,7.3,7.6,7.2,2.18,3,1
2017-11-26 01:10:58,7.3,7.6,7.2,2.17,3,1
2017-11-26 01:15:02,7.3,7.6,7.2,2.24,3,1
2017-11-26 01:15:12,7.3,7.6,7.2,2.22,3,1
2017-11-26 01:15:22,7.3,7.6,7.2,2.23,3,1
2017-11-26 01:15:31,7.3,7.6,7.2,2.24,3,1
2017-11-26 01:15:41,7.3,7.6,7.2,2.23,3,1
2017-11-26 01:15:51,7.3,7.6,7.2,2.21,3,1
2017-11-26 01:16:01,7.3,7.6,7.2,2.21,3,1
2017-11-26 01:20:05,7.3,7.6,7.2,2.22,3,1
2017-11-26 01:20:14,7.3,7.6,7.2,2.19,3,1
2017-11-26 01:20:24,7.3,7.6,7.2,2.22,3,1
2017-11-26 01:20:34,7.3,7.6,7.2,2.18,3,1
2017-11-26 01:20:44,7.3,7.6,7.2,2.20,3,1
2017-11-26 01:20:54,7.3,7.6,7.2,2.22,3,1
2017-11-26 01:25:07,7.3,7.6,7.2,2.25,3,1
2017-11-26 01:25:17,7.3,7.6,7.2,2.27,3,1
2017-11-26 01:25:27,7.3,7.6,7.2,2.21,3,1
2017-11-26 01:25:37,7.3,7.6,7.2,2.26,3,1
2017-11-26 01:25:46,7.3,7.6,7.2,2.25,3,1
2017-11-26 01:25:56,7.3,7.6,7.2,2.25,3,1
2017-11-26 01:30:10,7.3,7.6,7.2,2.17,3,1
2017-11-26 01:30:19,7.3,7.6,7.2,2.14,3,1
2017-11-26 01:30:29,7.3,7.6,7.2,2.16,3,1
2017-11-26 01:30:39,7.3,7.6,7.2,2.17,3,1
2017-11-26 01:30:49,7.3,7.6,7.2,2.15,3,1
2017-11-26 01:30:58,7.3,7.6,7.2,2.15,3,1
2017-11-26 01:35:02,7.3,7.6,7.2,2.09,3,1
2017-11-26 01:35:12,7.3,7.6,7.2,2.13,3,1
2017-11-26 01:35:22,7.3,7.6,7.2,2.11,3,1
2017-11-26 01:35:31,7.3,7.6,7.2,2.12,3,1
2017-11-26 01:35:41,7.3,7.6,7.2,2.08,3,1
2017-11-26 01:35:51,7.3,7.6,7.2,2.10,3,1
2017-11-26 01:36:01,7.3,7.6,7.2,2.10,3,1
2017-11-26 01:40:05,7.3,7.6,7.2,2.14,3,1
2017-11-26 01:40:15,7.3,7.6,7.2,2.13,3,1
2017-11-26 01:40:24,7.3,7.6,7.2,2.14,3,1
2017-11-26 01:40:34,7.3,7.6,7.2,2.14,3,1
2017-11-26 01:40:44,7.3,7.6,7.2,2.12,3,1
2017-11-26 01:40:54,7.3,7.6,7.2,2.13,3,1
2017-11-26 01:45:08,7.3,7.6,7.2,2.16,3,1
2017-11-26 01:45:17,7.3,7.6,7.2,2.16,3,1
2017-11-26 01:45:37,7.3,7.6,7.2,2.18,3,1
2017-11-26 01:45:47,7.3,7.6,7.2,2.17,3,1
2017-11-26 01:45:56,7.3,7.6,7.2,2.19,3,1
2017-11-26 01:50:10,7.3,7.6,7.2,2.17,3,1
2017-11-26 01:50:20,7.3,7.6,7.2,2.17,3,1
2017-11-26 01:50:30,7.3,7.6,7.2,2.18,3,1
2017-11-26 01:50:39,7.3,7.6,7.2,2.21,3,1
2017-11-26 01:50:49,7.3,7.6,7.2,2.17,3,1
2017-11-26 01:50:59,7.3,7.6,7.2,2.18,3,1
2017-11-26 01:55:03,7.3,7.6,7.2,2.16,3,1
2017-11-26 01:55:12,7.3,7.6,7.2,2.15,3,1
2017-11-26 01:55:22,7.3,7.6,7.2,2.15,3,1
2017-11-26 01:55:32,7.3,7.6,7.2,2.14,3,1
2017-11-26 01:55:42,7.3,7.6,7.2,2.15,3,1
2017-11-26 01:55:51,7.3,7.6,7.2,2.16,3,1
2017-11-26 02:00:05,7.3,7.6,7.2,2.21,3,1
2017-11-26 02:00:15,7.3,7.6,7.2,2.22,3,1
2017-11-26 02:00:25,7.3,7.6,7.2,2.22,3,1
2017-11-26 02:00:34,7.3,7.6,7.2,2.19,3,1
2017-11-26 02:00:44,7.3,7.6,7.2,2.19,3,1
2017-11-26 02:00:54,7.3,7.6,7.2,2.18,3,1
2017-11-26 02:05:08,7.3,7.6,7.2,2.16,3,1
2017-11-26 02:05:18,7.3,7.6,7.2,2.15,3,1
2017-11-26 02:05:27,7.3,7.6,7.2,2.16,3,1
2017-11-26 02:05:37,7.3,7.6,7.2,2.13,3,1
2017-11-26 02:05:47,7.3,7.6,7.2,2.14,3,1
2017-11-26 02:05:57,7.3,7.6,7.2,2.12,3,1
2017-11-26 02:10:10,7.3,7.6,7.2,2.18,3,1
2017-11-26 02:10:20,7.3,7.6,7.2,2.20,3,1
2017-11-26 02:10:30,7.3,7.6,7.2,2.18,3,1
2017-11-26 02:10:40,7.3,7.6,7.2,2.19,3,1
2017-11-26 02:10:49,7.3,7.6,7.2,2.19,3,1
2017-11-26 02:10:59,7.3,7.6,7.2,2.22,3,1
2017-11-26 02:15:03,7.3,7.6,7.2,2.19,3,1
2017-11-26 02:15:13,7.3,7.6,7.2,2.17,3,1
2017-11-26 02:15:23,7.3,7.6,7.2,2.20,3,1
2017-11-26 02:15:32,7.3,7.6,7.2,2.17,3,1
2017-11-26 02:15:42,7.3,7.6,7.2,2.21,3,1
2017-11-26 02:15:52,7.3,7.6,7.2,2.20,3,1
2017-11-26 02:20:05,7.3,7.6,7.2,2.15,3,1
2017-11-26 02:20:15,7.3,7.6,7.2,2.18,3,1
2017-11-26 02:20:25,7.3,7.6,7.2,2.16,3,1
2017-11-26 02:20:35,7.3,7.6,7.2,2.15,3,1
2017-11-26 02:20:44,7.3,7.6,7.2,2.17,3,1
2017-11-26 02:20:54,7.3,7.6,7.2,2.16,3,1
2017-11-26 02:25:08,7.3,7.6,7.2,2.20,3,1
2017-11-26 02:25:18,7.3,7.6,7.2,2.21,3,1
2017-11-26 02:25:28,7.3,7.6,7.2,2.21,3,1
2017-11-26 02:25:37,7.3,7.6,7.2,2.21,3,1
2017-11-26 02:25:47,7.3,7.6,7.2,2.24,3,1
2017-11-26 02:25:57,7.3,7.6,7.2,2.25,3,1
2017-11-26 02:30:01,7.3,7.6,7.2,2.25,3,1
2017-11-26 02:30:11,7.3,7.6,7.2,2.24,3,1
2017-11-26 02:30:21,7.3,7.6,7.2,2.24,3,1
2017-11-26 02:30:30,7.3,7.6,7.2,2.24,3,1
2017-11-26 02:30:40,7.3,7.6,7.2,2.26,3,1
2017-11-26 02:31:00,7.3,7.6,7.2,2.27,3,1
2017-11-26 02:35:03,7.3,7.6,7.2,2.21,3,1
2017-11-26 02:35:13,7.3,7.6,7.2,2.21,3,1
2017-11-26 02:35:23,7.3,7.6,7.2,2.19,3,1
2017-11-26 02:35:33,7.3,7.6,7.2,2.16,3,1
2017-11-26 02:35:42,7.3,7.6,7.2,2.19,3,1
2017-11-26 02:35:52,7.3,7.6,7.2,2.20,3,1
2017-11-26 02:40:06,7.3,7.6,7.2,2.20,3,1
2017-11-26 02:40:15,7.3,7.6,7.2,2.17,3,1
2017-11-26 02:40:25,7.3,7.6,7.2,2.17,3,1
2017-11-26 02:40:35,7.3,7.6,7.2,2.18,3,1
2017-11-26 02:40:45,7.3,7.6,7.2,2.15,3,1
2017-11-26 02:40:54,7.3,7.6,7.2,2.15,3,1
2017-11-26 02:45:08,7.3,7.6,7.2,2.22,3,1
2017-11-26 02:45:18,7.3,7.6,7.2,2.23,3,1
2017-11-26 02:45:28,7.3,7.6,7.2,2.20,3,1
2017-11-26 02:45:38,7.3,7.6,7.2,2.23,3,1
2017-11-26 02:45:47,7.3,7.6,7.2,2.22,3,1
2017-11-26 02:45:57,7.3,7.6,7.2,2.24,3,1
2017-11-26 02:50:01,7.3,7.6,7.2,2.25,3,1
2017-11-26 02:50:11,7.3,7.6,7.2,2.25,3,1
2017-11-26 02:50:21,7.3,7.6,7.2,2.25,3,1
2017-11-26 02:50:30,7.3,7.6,7.2,2.29,3,1
2017-11-26 02:50:40,7.3,7.6,7.2,2.28,3,1
2017-11-26 02:50:50,7.3,7.6,7.2,2.21,3,1
2017-11-26 02:51:00,7.3,7.6,7.2,2.24,3,1
2017-11-26 02:55:03,7.3,7.6,7.2,2.33,3,1
2017-11-26 02:55:13,7.3,7.6,7.2,2.35,3,1
2017-11-26 02:55:23,7.3,7.6,7.2,2.37,3,1
2017-11-26 02:55:33,7.3,7.6,7.2,2.33,3,1
2017-11-26 02:55:42,7.3,7.6,7.2,2.36,3,1
2017-11-26 02:55:52,7.3,7.6,7.2,2.35,3,1
2017-11-26 03:00:06,7.3,7.6,7.2,2.27,3,1
2017-11-26 03:00:16,7.3,7.6,7.2,2.28,3,1
2017-11-26 03:00:25,7.3,7.6,7.2,2.27,3,1
2017-11-26 03:00:35,7.3,7.6,7.2,2.29,3,1
2017-11-26 03:00:45,7.3,7.6,7.2,2.27,3,1
2017-11-26 03:00:55,7.3,7.6,7.2,2.28,3,1
2017-11-26 03:05:08,7.3,7.6,7.2,2.26,3,1
2017-11-26 03:05:18,7.3,7.6,7.2,2.24,3,1
2017-11-26 03:05:28,7.3,7.6,7.2,2.22,3,1
2017-11-26 03:05:38,7.3,7.6,7.2,2.24,3,1
2017-11-26 03:05:48,7.3,7.6,7.2,2.22,3,1
2017-11-26 03:05:57,7.3,7.6,7.2,2.23,3,1
2017-11-26 03:10:01,7.3,7.6,7.2,2.17,3,1
2017-11-26 03:10:11,7.3,7.6,7.2,2.23,3,1
2017-11-26 03:10:21,7.3,7.6,7.2,2.24,3,1
2017-11-26 03:10:31,7.3,7.6,7.2,2.20,3,1
2017-11-26 03:10:40,7.3,7.6,7.2,2.22,3,1
2017-11-26 03:10:50,7.3,7.6,7.2,2.20,3,1
2017-11-26 03:11:00,7.3,7.6,7.2,2.22,3,1
2017-11-26 03:15:04,7.3,7.6,7.2,2.19,3,1
2017-11-26 03:15:13,7.3,7.6,7.2,2.18,3,1
2017-11-26 03:15:23,7.3,7.6,7.2,2.21,3,1
2017-11-26 03:15:33,7.3,7.6,7.2,2.17,3,1
2017-11-26 03:15:43,7.3,7.6,7.2,2.19,3,1
2017-11-26 03:15:52,7.3,7.6,7.2,2.17,3,1
2017-11-26 03:20:06,7.3,7.6,7.2,2.09,3,1
2017-11-26 03:20:16,7.3,7.6,7.2,2.12,3,1
2017-11-26 03:20:26,7.3,7.6,7.2,2.14,3,1
2017-11-26 03:20:35,7.3,7.6,7.2,2.15,3,1
2017-11-26 03:20:45,7.3,7.6,7.2,2.12,3,1
2017-11-26 03:20:55,7.3,7.6,7.2,2.10,3,1
2017-11-26 03:25:09,7.3,7.6,7.2,2.03,3,1
2017-11-26 03:25:19,7.3,7.6,7.2,2.03,3,1
2017-11-26 03:25:28,7.3,7.6,7.2,2.03,3,1
2017-11-26 03:25:38,7.3,7.6,7.2,2.05,3,1
2017-11-26 03:25:48,7.3,7.6,7.2,2.04,3,1
2017-11-26 03:25:58,7.3,7.6,7.2,2.05,3,1
2017-11-26 03:30:02,7.3,7.6,7.2,1.99,3,1
2017-11-26 03:30:11,7.3,7.6,7.2,1.99,3,1
2017-11-26 03:30:21,7.3,7.6,7.2,1.99,3,1
2017-11-26 03:30:31,7.3,7.6,7.2,1.98,3,1
2017-11-26 03:30:41,7.3,7.6,7.2,1.98,3,1
2017-11-26 03:30:50,7.3,7.6,7.2,1.99,3,1
2017-11-26 03:31:00,7.3,7.6,7.2,2.01,3,1
2017-11-26 03:35:04,7.3,7.6,7.2,2.08,3,1
2017-11-26 03:35:14,7.3,7.6,7.2,2.10,3,1
2017-11-26 03:35:23,7.3,7.6,7.2,2.13,3,1
2017-11-26 03:35:33,7.3,7.6,7.2,2.12,3,1
2017-11-26 03:35:43,7.3,7.6,7.2,2.13,3,1
