"BBBIndex, x; VNIndex, x; VN30Index, x","BBBIndex, y","VNIndex, y","VN30Index, y"
6/16/15,107.54,101.0534563817,97.5994802664
6/17/15,106.46,100.7957513495,97.1658275134
6/18/15,107.057,101.0534563817,97.5231443885
6/19/15,107.337,101.8109002264,97.9795354881
6/22/15,107.297,103.4441929305,99.9025499432
6/23/15,107.361,103.2683266585,99.7921065454
6/24/15,107.495,102.7372453422,99.1927886958
6/25/15,107.123,102.383771548,98.9913919116
6/26/15,107.138,101.2972314122,98.8988143576
6/29/15,108.274,103.0384816298,100.7341237616
6/30/15,108.101,103.2648441581,101.0930648043
7/1/15,109.091,102.9949503744,101.1710248498
7/2/15,108.937,105.4675256834,102.8552866656
7/3/15,109.268,107.335887167,103.9256131233
7/6/15,109.27,108.8664461083,105.4961832061
7/7/15,109.43,109.7457774682,106.1019977262
7/8/15,109.137,108.5094898137,104.8676303395
7/9/15,109.113,108.3231760404,105.0154295923
7/10/15,108.671,109.2251436531,105.3646256294
7/13/15,109.134,110.4057113007,105.9412051324
7/14/15,108.345,111.2119101515,106.9157057008
7/15/15,108.173,109.8537349817,105.8063992204
7/16/15,108.001,109.1589761449,105.4182231606
7/17/15,110.101,109.4602124325,105.7381841806
7/20/15,110.289,108.0515410064,104.6272535326
7/21/15,110.669,107.3672296709,104.1822316063
7/22/15,111.831,109.6726449591,106.3927237291
7/23/15,113.578,110.0487550061,106.5031671268
7/24/15,114.898,109.9181612398,106.8653565048
7/27/15,114.055,110.6494863312,108.1143414
7/28/15,114.272,109.9547274943,107.1300958259
7/29/15,114.198,108.775901097,105.7674191977
7/30/15,113.906,109.1015148877,105.8470034108
7/31/15,113.416,108.1420860178,105.1421146662
8/3/15,112.776,106.1239770155,103.4464836771
8/4/15,112.206,104.6073480759,102.5288289752
8/5/15,112.875,105.7078182135,103.8379080721
8/6/15,112.612,104.656103082,102.8958908559
8/7/15,113.847,105.1297231412,103.686860484
8/10/15,114.09,107.0050496256,105.5692707487
8/11/15,114.602,106.7473445934,104.5021926263
8/12/15,115.721,105.2133031517,102.7935682962
8/13/15,115.322,103.4755354344,101.1580315089
8/14/15,115.737,102.5648615706,100.526230307
8/17/15,115.846,99.799756225,98.6584375508
8/18/15,114.735,101.0308201289,99.3665746305
8/19/15,114.537,100.6129200766,98.89719019
8/20/15,114.899,98.6749085844,97.1609550106
8/21/15,115.428,96.8657496082,95.4734448595
8/24/15,111.143,91.751697719,90.7779762872
8/25/15,111.043,92.2827790353,91.1158031509
8/26/15,112.112,95.0531081316,93.3701477993
8/27/15,112.866,96.7804283476,94.4469709274
8/28/15,113.402,99.4027511753,97.0943641384
8/31/15,113.477,98.3371060421,95.2135780413
9/1/15,112.591,97.912240989,94.7880461264
9/2/15,112.591,97.912240989,94.7880461264
9/3/15,111.904,96.5174995647,93.4838395322
9/4/15,112.304,96.9545533693,94.0035731688
9/7/15,111.904,96.6271983284,93.2418385577
9/8/15,113.029,98.680132335,94.7458177684
9/9/15,112.553,99.6587149573,95.4507065129
9/10/15,114.135,99.6117012015,95.5887607601
9/11/15,113.407,98.6836148355,94.7328244275
9/14/15,112.661,97.887863486,93.552054572
9/15/15,112.864,98.0794010099,92.8260516485
9/16/15,112.753,98.2291485286,93.6787396459
9/17/15,112.83,97.9418422427,93.6624979698
9/18/15,115.385,98.5982935748,94.6451193763
9/21/15,114.786,99.6204074526,95.900600942
9/22/15,115.848,99.8084624761,96.2774078285
9/23/15,115.728,99.7248824656,96.0256618483
9/24/15,115.866,99.2947936618,95.7316875102
9/25/15,116.807,99.3174299147,95.5189215527
9/28/15,116.967,98.359742295,94.5947701803
9/29/15,117.216,97.7172209647,94.036056521
9/30/15,119.263,97.9697022462,94.2536949813
10/1/15,119.716,98.1264147658,94.5801526718
10/2/15,119.011,97.912240989,94.3219100211
10/5/15,120.251,99.2512624064,95.6196199448
10/6/15,118.138,101.2171339021,97.437063505
10/7/15,117.54,100.9176388647,97.1934383628
10/8/15,116.224,102.1730802716,98.2475231444
10/9/15,116.655,102.3889952986,98.3595907098
10/12/15,116.62,103.0994253874,99.0011369173
10/13/15,118.336,102.88002786,98.5918466786
10/14/15,119.033,102.7302803413,98.6795517297
10/15/15,119.941,103.151662894,98.7412700991
10/16/15,118.719,103.2596204075,99.0303719344
10/19/15,119.558,103.5364791921,99.2967354231
10/20/15,120.845,102.8121191015,98.3530940393
10/21/15,123.069,102.7755528469,98.1549455904
10/22/15,124.243,103.6183179523,99.0384927725
10/23/15,125.103,104.7779905972,100.0600942017
10/26/15,125.411,104.2329792791,99.4331655027
10/27/15,125.695,104.2033780254,99.3292187754
10/28/15,125.534,103.8203029775,99.0222510963
10/29/15,126.825,105.3804631726,100.3751827189
10/30/15,126.25,105.7583144698,100.5700828325
11/2/15,123.051,104.9555981194,99.5923339289
11/3/15,123.875,106.5140170643,101.3236966055
11/4/15,124.501,106.3207382901,100.917654702
11/5/15,124.183,107.1182308898,101.6257917817
11/6/15,124.929,106.6271983284,101.132044827
11/9/15,124.724,106.3311857914,100.6074386877
11/10/15,124.875,105.3926519241,99.814844892
11/11/15,124.985,105.0896743862,99.5143738834
11/12/15,124.092,105.4466306808,99.7872340426
11/13/15,124.624,106.4374020547,101.0784472958
11/16/15,125.111,106.0787045098,100.5587136592
11/17/15,125.212,105.3543444193,99.7872340426
11/18/15,125.127,105.0565906321,99.4396621731
11/19/15,125.22,104.8058506007,98.9199285366
11/20/15,125.741,105.2516106565,99.2626279032
11/23/15,125.248,104.4732718092,98.5756050024
11/24/15,125.519,103.4006616751,97.4841643658
11/25/15,126.282,103.7262754658,97.8837095988
11/26/15,126.968,102.8034128504,97.1317199935
11/27/15,125.284,101.4905101863,95.921715121
11/30/15,124.297,99.8084624761,94.5168101348
12/1/15,125.244,99.3226536653,94.0490498619
12/2/15,126.164,100.0208950026,94.8416436576
12/3/15,126.039,100.0139300017,95.0511612798
12/4/15,125.574,99.5333449417,94.6824752314
12/7/15,125.334,98.1403447675,93.4448595095
12/8/15,125.036,99.9738812467,94.9894429105
12/9/15,125.054,98.4154623019,93.3149261004
12/10/15,125.142,97.6911022114,92.9835959071
12/11/15,124.722,98.1072610134,93.8785122625
12/14/15,123.35,97.8965697371,94.1075198961
12/15/15,124.085,98.9030123629,94.5720318337
12/16/15,125.04,99.6952812119,94.8465161605
12/17/15,125.029,100.4892913112,95.252558064
12/18/15,125.637,98.9343548668,94.014942342
12/21/15,123.279,98.7114748389,93.8330355693
12/22/15,123.348,98.615706077,93.6819879812
12/23/15,124.152,98.2535260317,93.4643495209
12/24/15,123.442,98.584363573,93.6673704726
12/25/15,124.973,98.8455511057,94.0912782199
12/28/15,124.815,99.2338499042,94.7149585837
12/29/15,124.575,100.3465087933,95.7333116778
12/30/15,125.116,100.8967438621,96.6054896865
12/31/15,123.694,100.823611353,96.7305505928
1/1/16,123.694,100.823611353,96.7305505928
1/4/16,124.442,100.0191537524,95.8112717232
1/5/16,123.061,99.2408149051,94.789670294
1/6/16,123.316,100.0470137559,95.8210167289
1/7/16,122.074,98.4433223054,94.5752801689
1/8/16,121.944,97.5187184398,93.5455579016
1/11/16,119.815,97.1391258924,93.181744356
1/12/16,119.596,98.2517847815,94.5898976774
1/13/16,119.083,97.5744384468,93.9792106545
1/14/16,118.107,96.296360787,92.4427480916
1/15/16,117.501,94.5568518196,90.2647393211
1/18/16,113.92,91.6541877068,87.8967029397
1/19/16,116.581,93.2909629114,89.3763196362
1/20/16,117.571,92.1887515236,88.3936982297
1/21/16,118.825,90.872366359,87.466298522
1/22/16,120.599,90.9350513669,87.6027286016
1/25/16,122.417,94.4367055546,91.309079097
1/26/16,122.489,93.632247954,90.0633425369
1/27/16,124.171,94.495908062,90.7877212928
1/28/16,125.018,93.9352254919,90.4433977586
1/29/16,127.521,94.9416681177,91.2148773753
2/1/16,127.572,94.1250217656,90.6253045314
2/2/16,125.511,93.4093679262,90.155920091
2/3/16,125.923,93.8655754832,90.3898002274
2/4/16,127.092,94.4018805502,91.1515348384
2/5/16,128.579,94.8546056068,91.5981809323
2/8/16,128.579,94.8546056068,91.5981809323
2/12/16,128.579,94.8546056068,91.5981809323
2/15/16,129.546,94.6874455859,90.8218288127
2/16/16,130.719,95.4292181787,91.3301932759
2/17/16,129.035,95.2550931569,91.132044827
2/18/16,130.068,96.2023332753,92.0659412051
2/19/16,131.459,96.4704858088,92.1731362677
2/22/16,131.776,97.6336409542,93.2873152509
2/23/16,132.687,97.7328922166,93.1914893617
2/24/16,131.968,98.9099773637,94.0181906773
2/25/16,132.223,98.0010447501,93.068052623
2/26/16,134.595,98.5739160717,93.829787234
2/29/16,134.941,97.400313425,92.6847490661
3/1/16,134.666,97.7816472227,93.0631801202
3/2/16,137.051,99.2826049103,94.0669157057
3/3/16,137.673,99.3191711649,94.0571707
3/4/16,138.229,99.8868187359,94.3543933734
3/7/16,139.844,100.3308375414,94.6240051973
3/8/16,139.669,100.0713912589,94.6142601917
3/9/16,138.098,99.5490161936,94.4047425694
3/10/16,139.465,100.280341285,94.8140328082
3/11/16,139.742,100.5154100644,94.8335228196
3/14/16,141.216,100.6407800801,95.3532564561
3/15/16,139.602,99.9547274943,94.6922202371
3/16/16,139.854,100.4823263103,94.8172811434
3/17/16,141.866,100.863660108,95.252558064
3/18/16,141.506,100.2646700331,94.5184343024
3/21/16,141.103,99.6465262058,94.1936007796
3/22/16,140.822,99.4097161762,93.872015592
3/23/16,141.879,100.0713912589,94.2991716745
3/24/16,139.783,99.3661849208,93.7648205295
3/25/16,138.839,99.6134424517,93.9158681176
3/28/16,139.616,100.2472575309,94.5866493422
3/29/16,141.226,98.951767369,93.4156244924
3/30/16,140.97,99.2355911544,93.7323371772
3/31/16,140.374,97.7224447153,92.8520383304
4/1/16,140.106,97.2366359046,92.2965730063
4/4/16,140.407,96.7821695978,91.8807860971
4/5/16,139.682,97.5657321957,92.647393211
4/6/16,141.253,98.8664461083,93.6170212766
4/7/16,141.763,99.5298624412,94.0847815495
4/8/16,141.461,99.6587149573,94.0344323534
4/11/16,141.981,100.8654013582,95.30290726
4/12/16,144.166,100.9646526206,95.4149748254
4/13/16,143.371,100.647745081,94.953711223
4/14/16,144.236,100.903708863,95.210329706
4/15/16,143.235,100.968135121,94.9277245412
4/18/16,143.235,100.968135121,94.9277245412
4/19/16,142.933,98.951767369,93.3993828163
4/20/16,141.331,98.9082361135,93.4464836771
4/21/16,141.765,100.2489987811,94.6499918792
4/22/16,142.781,103.1655928957,96.6996914082
4/25/16,143.085,103.6810029601,96.9595582264
4/26/16,144.091,104.2103430263,97.6563261329
4/27/16,145.674,103.4232979279,97.032645769
4/28/16,145.255,103.0245516281,96.7402955985
4/29/16,145.528,104.1911892739,97.6530777976
5/2/16,145.528,104.1911892739,97.6530777976
5/3/16,145.528,104.1911892739,97.6530777976
5/4/16,146.232,104.3130767891,97.8674679227
5/5/16,147.504,104.7379418422,98.2117914569
5/6/16,147.369,105.6103082013,98.6763033945
5/9/16,147.326,105.1453943932,98.1387039142
5/10/16,145.987,105.3543444193,98.1906772779
5/11/16,147.347,106.9232108654,99.3925613123
5/12/16,146.317,106.5854083232,99.4055546532
5/13/16,146.858,106.3590457949,99.0693519571
5/16/16,146.816,107.2227059028,99.9139191165
5/17/16,148.299,108.7846073481,101.174273185
5/18/16,145.717,108.384119798,101.3350657788
5/19/16,147.061,107.8182134773,100.8819230145
5/20/16,145.875,107.0538046317,100.113691733
5/23/16,146.451,106.3956120495,99.7969790482
5/24/16,144.807,106.367752046,99.8310865681
5/25/16,146.077,106.5453595682,99.5192463862
5/26/16,145.778,105.2307156538,98.6129608576
5/27/16,146.119,105.8871669859,99.2366412214
5/30/16,145.334,106.999825875,100.1672892643
5/31/16,146.205,107.6858784607,100.2955985058
6/1/16,145.99,107.9331359916,100.597693682
6/2/16,146.975,108.544314818,100.8900438525
6/3/16,146.952,108.2848685356,100.8689296735
6/6/16,147.394,107.9662197458,100.5164853013
6/7/16,149.041,108.7671948459,101.3496832873
6/8/16,149.225,109.327877416,102.3371771967
6/9/16,150.455,109.9181612398,102.4297547507
6/10/16,150.117,109.6709037089,102.2039954523
6/13/16,148.73,108.5808810726,100.9826214065
6/14/16,148.455,108.9030123629,101.5689459152
6/15/16,149.587,109.1798711475,101.3789183044
6/16/16,150.839,108.8472923559,101.110930648
6/17/16,151.672,107.8269197284,100.0081208381
6/20/16,151.844,109.0823611353,101.3789183044
6/21/16,155.377,109.3505136688,101.8304369011
6/22/16,157.206,109.0736548842,101.3772941368
6/23/16,159.994,110.0940275118,101.7541010232
6/24/16,156.695,108.0915897614,99.5111255482
6/27/16,156.657,108.1786522723,99.7921065454
6/28/16,158.896,108.3405885426,99.7742407016
6/29/16,159.832,109.719658715,100.9241513724
6/30/16,159.539,110.0922862615,100.989118077
7/1/16,160.617,111.4922514365,101.7281143414
7/4/16,159.441,112.8260491033,102.9023875264
7/5/16,157.874,113.3344941668,103.3409127822
7/6/16,157.869,113.0872366359,103.3262952737
7/7/16,158.22,115.1175343897,104.6808510638
7/8/16,158.988,114.6926693366,104.5249309729
7/11/16,159.355,113.5747866968,103.3003085918
7/12/16,159.003,114.7309768414,104.2033457853
7/13/16,159.751,117.5552846944,106.6899464025
7/14/16,158.529,116.0874107609,105.7560500244
7/15/16,159.127,115.7165244646,106.1604677603
7/18/16,159.273,117.2732021592,107.5669969141
7/19/16,159.296,116.2737245342,106.2481728114
7/20/16,159.115,114.967786871,104.7831736235
7/21/16,158.004,114.847640606,104.4599642683
7/22/16,156.776,113.1586278948,103.0274484327
7/25/16,156.787,113.0593766324,102.8439174923
7/26/16,156.624,112.935747867,103.0826701316
7/27/16,156.14,114.2451680306,103.8866331005
7/28/16,156.428,114.4245168031,104.6499918792
7/29/16,157.407,113.5695629462,103.8119213903
8/1/16,157.526,112.8991816124,103.2012343674
8/2/16,157.509,110.752220094,101.2116290401
8/3/16,155.893,109.9791049974,100.6659087218
8/4/16,157.002,110.0365662546,100.277732662
8/5/16,156.808,109.2442974055,99.8960532727
8/8/16,157.126,109.6047362006,99.8294624005
8/9/16,157.68,110.7365488421,100.8218288127
8/10/16,159.773,112.8904753613,102.7870716258
8/11/16,159.351,113.4337454292,103.5975312652
8/12/16,159.206,114.1755180219,104.1270099074
8/15/16,159.206,114.1755180219,104.1270099074
8/16/16,160.159,114.5934180742,104.9926912457
8/17/16,161.093,115.0113181264,105.7040766607
8/18/16,159.364,115.0356956295,106.0370310216
8/19/16,160.385,115.3195194149,106.2887770018
8/22/16,158.716,114.5185443148,105.1583563424
8/23/16,158.716,114.5185443148,105.1583563424
8/24/16,158.716,114.5185443148,105.1583563424
8/25/16,158.716,114.5185443148,105.1583563424
8/26/16,158.716,114.5185443148,105.1583563424
8/29/16,158.224,116.5662545708,106.5827513399
8/30/16,157.757,117.1286783911,107.3899626441
8/31/16,158.313,117.4699634337,108.0477505279
9/1/16,158.89,116.5227233153,107.0472632776
9/2/16,158.89,116.5227233153,107.0472632776
9/5/16,160.249,116.5227233153,107.0472632776
9/6/16,160.249,116.5227233153,107.0472632776
9/7/16,159.678,115.1453943932,106.3488712035
9/8/16,159.048,115.9794532474,107.0732499594
9/9/16,159.685,116.6602820825,107.323371772
9/12/16,161.19,114.8807243601,105.8356342375
9/13/16,161.19,114.8807243601,105.8356342375
9/14/16,161.19,114.8807243601,105.8356342375
9/15/16,161.19,114.8807243601,105.8356342375
9/16/16,161.19,114.8807243601,105.8356342375
9/19/16,161.19,114.8807243601,105.8356342375
9/20/16,161.19,114.8807243601,105.8356342375
9/21/16,161.19,114.8807243601,105.8356342375
9/22/16,161.19,114.8807243601,105.8356342375
9/23/16,161.19,114.8807243601,105.8356342375
9/26/16,161.19,114.8807243601,105.8356342375
9/27/16,161.19,114.8807243601,105.8356342375
9/28/16,161.19,114.8807243601,105.8356342375
9/29/16,157.869,119.8937837367,108.867955173
9/30/16,160.947,119.4027511753,108.5658599968
10/3/16,161.928,118.936096117,107.5881110931
10/4/16,160.877,119.136339892,107.5020302095
10/5/16,162.527,119.6308549539,107.836608738
10/6/16,163.794,119.67960996,107.7018028261
10/7/16,163.373,119.0928086366,106.7955172974
10/10/16,163.492,117.3933484242,105.1242488225
10/11/16,163.911,118.815949852,106.363488712
10/12/16,163.71,118.831621104,106.0987493909
10/13/16,163.513,119.3156886645,106.9173298684
10/14/16,164.147,119.623889953,106.8036381355
10/17/16,164.472,118.5704335713,105.6456066266
10/18/16,164.334,118.7567473446,106.1101185642
10/19/16,164.334,118.7567473446,106.1101185642
10/20/16,162.53,119.5176736897,106.7321747604
10/21/16,162.53,119.5176736897,106.7321747604
10/24/16,162.53,119.5176736897,106.7321747604
10/25/16,160.196,117.8600034825,104.974825402
10/26/16,161.994,117.2923559115,104.2407016404
10/27/16,163.06,117.8652272332,104.625629365
10/28/16,164.67,118.7967960996,105.4523306805
10/31/16,164.61,117.6736897092,104.6321260354
11/1/16,162.93,117.5413546927,104.4144875751
11/2/16,163.524,117.5988159499,103.9337339613
11/3/16,163.366,115.6451332056,102.2657138217
11/4/16,162.548,115.9446282431,102.7951924639
11/7/16,163.091,116.6759533345,103.337664447
11/8/16,163.765,117.7886122236,104.2731849927
11/9/16,160.348,115.8749782344,102.2949488387
11/10/16,165.07,118.0863660108,104.2553191489
11/11/16,165.441,118.2657147832,104.2715608251
11/14/16,165.506,117.1948458994,102.9933409128
11/15/16,165.092,117.4055371757,103.5423095663
11/16/16,166.046,117.4647396831,103.7388338477
11/17/16,166.529,117.4595159324,103.3003085918
11/18/16,167.585,117.0067908758,102.9917167452
11/21/16,167.342,117.4107609263,103.7631963619
11/22/16,166.015,118.7375935922,104.5574143252
11/23/16,167.601,118.9935573742,105.3906123112
11/24/16,165.232,118.088107261,105.15998051
11/25/16,165.27,117.6858784607,104.4956959558
11/28/16,164.627,115.8436357305,102.4232580802
11/29/16,165.357,115.6016019502,102.1747604353
11/30/16,164.175,115.8053282257,102.6295273672
12/1/16,165.013,116.0612920077,102.5743056683
12/2/16,164.425,115.8175169772,102.2640896541
12/5/16,164.452,114.9590806199,101.5624492448
12/6/16,163.574,113.4407104301,100.0909533864
12/7/16,164.115,113.7959254745,99.886308267
12/8/16,163.328,114.3722792965,100.256618483
12/9/16,162.761,115.4570781821,100.63992204
12/12/16,161.825,114.8702768588,99.5338638948
12/13/16,161.368,113.9926867491,98.5398733149
12/14/16,161.416,115.0444018806,99.0417411077
12/15/16,160.686,116.0525857566,99.8034757187
12/16/16,163.808,116.7908758489,100.0730875426
12/19/16,164.467,117.4177259272,101.3236966055
12/20/16,162.722,115.7496082187,100.2874776677
12/21/16,162.937,114.6090893261,99.8034757187
12/22/16,162.192,116.3224795403,100.6967679064
12/23/16,164.253,114.9207731151,100.1218125711
12/26/16,163.853,115.7461257183,101.3740458015
12/27/16,160.756,115.4849381856,101.2294948839
12/28/16,163.144,115.5615531952,101.3643007958
12/29/16,164.118,115.744384468,101.8271885659
12/30/16,164.613,115.6085669511,101.6436576255
1/2/17,164.577,115.7705032213,102.0318336852
1/3/17,162.853,117.0137558767,102.95436089
1/4/17,162.826,117.4821521853,102.761084944
1/5/17,163.392,117.6754309594,103.1070326458
1/6/17,162.922,118.3701897963,103.3522819555
1/9/17,161.463,118.8525161066,103.686860484
1/10/17,162.531,118.5913285739,103.842780575
1/11/17,163.443,119.6517499565,104.4973201234
1/12/17,162.635,119.6169249521,104.3121650154
1/13/17,164.718,119.2860874108,103.9580964756
1/16/17,166.13,118.0463172558,102.761084944
1/17/17,165.849,119.2251436531,103.5471820692
1/18/17,163.689,118.976144872,102.8260516485
1/19/17,161.411,118.8072436009,102.4849764496
1/20/17,161.921,119.4950374369,103.017703427
1/23/17,162.018,119.6500087063,103.202858535
1/24/17,163.101,120.3830750479,103.8362839045
1/25/17,164.309,121.4138951767,104.7247035894
1/26/17,164.309,121.4138951767,104.7247035894
1/27/17,164.309,121.4138951767,104.7247035894
1/30/17,164.309,121.4138951767,104.7247035894
1/31/17,164.309,121.4138951767,104.7247035894
2/1/17,164.309,121.4138951767,104.7247035894
2/2/17,164.263,122.4412328052,106.0548968654
2/3/17,162.842,121.9484589936,105.7625466948
2/6/17,162.218,121.8944802368,106.2254344648
2/7/17,161.758,122.2200940275,106.6233555303
2/8/17,162.174,122.2427302803,106.8653565048
2/9/17,161.924,122.0006965001,107.0050349196
2/10/17,161.759,122.5457078182,106.9969140815
2/13/17,160.703,122.9148528644,107.630339451
2/14/17,160.721,122.9775378722,107.7521520221
2/15/17,160.998,123.9021417378,108.6698067241
2/16/17,161.02,123.5155841894,108.4489199285
2/17/17,163.188,123.2509141564,108.5106382979
2/20/17,162.863,123.7314992164,108.4229332467
2/21/17,164.204,124.7692843462,109.0661036219
2/22/17,163.397,124.8894306112,108.5934708462
2/23/17,162.393,124.8250043531,108.4001949001
2/24/17,163.548,124.4071043009,107.4890368686
2/27/17,163.437,124.9242556155,108.2052947864
2/28/17,163.348,123.7663242208,106.8621081696
3/1/17,160.834,123.5451854431,106.5437713172
3/2/17,161.784,123.1951941494,106.1815819393
3/3/17,161.45,124.0849730106,106.6704563911
3/6/17,161.454,124.7240118405,106.9693032321
3/7/17,160.919,124.7675430959,107.1788208543
3/8/17,161.173,124.7779905972,107.5978560987
3/9/17,161.869,124.6386905798,107.8934546045
3/10/17,161.655,124.0135817517,107.7618970278
3/13/17,161.687,123.6583667073,107.6287152834
3/14/17,161.482,124.4488943061,108.0818580478
3/15/17,161.255,124.5725230716,108.2865031671
3/16/17,159.917,124.4854605607,108.505765795
3/17/17,160.153,123.7227929653,108.5512424882
3/20/17,162.067,124.5115793139,109.7969790482
3/21/17,160.217,124.7048580881,110.3930485626
3/22/17,158.997,124.1406930176,110.1120675654
3/23/17,159.791,125.2934006617,111.957121975
3/24/17,160.355,125.7426432178,112.3534188728
3/27/17,158.504,125.9829357479,112.6343998701
3/28/17,158.354,125.2411631551,111.793081046
3/29/17,157.602,125.4518544315,112.0529478642
3/30/17,159.19,126.0421382553,112.4736072763
3/31/17,158.983,125.7722444715,112.5905473445
4/3/17,159.801,125.7844332231,113.160630177
4/4/17,159.287,126.0908932614,113.5406853987
4/5/17,158.656,125.9306982413,112.2413513075
4/6/17,158.656,125.9306982413,112.2413513075
4/7/17,160.194,126.7543095943,113.3051810947
4/10/17,158.809,127.0712171339,113.4042553191
4/11/17,158.674,127.3428521679,113.3555302907
4/12/17,158.237,126.3416332927,112.4573656001
4/13/17,158.847,126.1274595159,111.6972551567
4/14/17,157.748,125.1001218875,110.1916517785
4/17/17,157.112,123.7732892217,108.7071625792
4/18/17,157.581,122.9653491207,108.3774565535
4/19/17,156.731,124.8075918509,110.3930485626
4/20/17,156.999,124.0919380115,109.5176222186
4/21/17,157.104,124.0484067561,109.2415137242
4/24/17,156.269,123.5225491903,108.3449732012
4/25/17,156.322,123.3083754135,108.4505440962
