"Daily Avg., x; 7 Day Avg., x; 30 Day Avg., x","Daily Avg., y","Daily Avg., text","7 Day Avg., y","7 Day Avg., text","30 Day Avg., y","30 Day Avg., text"
2017-01-10,2.375,total number = 16<br>5☆ = 5<br>4☆ = 0<br>3☆ = 1<br>2☆ = 0<br>1☆ = 10,2.42,total number = 16<br>5☆ = 24<br>4☆ = 9<br>3☆ = 6<br>2☆ = 7<br>1☆ = 54,2.18239,total number = 477<br>5☆ = 101<br>4☆ = 30<br>3☆ = 16<br>2☆ = 38<br>1☆ = 292
2017-01-11,1.38983,total number = 59<br>5☆ = 4<br>4☆ = 1<br>3☆ = 2<br>2☆ = 0<br>1☆ = 52,2.00671,total number = 59<br>5☆ = 25<br>4☆ = 10<br>3☆ = 7<br>2☆ = 6<br>1☆ = 101,2.22958,total number = 453<br>5☆ = 99<br>4☆ = 30<br>3☆ = 17<br>2☆ = 37<br>1☆ = 270
2017-01-12,2.72,total number = 50<br>5☆ = 19<br>4☆ = 3<br>3☆ = 0<br>2☆ = 1<br>1☆ = 27,2.22162,total number = 50<br>5☆ = 43<br>4☆ = 12<br>3☆ = 6<br>2☆ = 6<br>1☆ = 118,2.29019,total number = 479<br>5☆ = 114<br>4☆ = 30<br>3☆ = 17<br>2☆ = 38<br>1☆ = 280
2017-01-13,2.3913,total number = 23<br>5☆ = 7<br>4☆ = 1<br>3☆ = 0<br>2☆ = 1<br>1☆ = 14,2.16931,total number = 23<br>5☆ = 46<br>4☆ = 7<br>3☆ = 5<br>2☆ = 6<br>1☆ = 125,2.30957,total number = 491<br>5☆ = 120<br>4☆ = 31<br>3☆ = 16<br>2☆ = 38<br>1☆ = 286
2017-01-14,2.83333,total number = 18<br>5☆ = 8<br>4☆ = 0<br>3☆ = 0<br>2☆ = 1<br>1☆ = 9,2.15957,total number = 18<br>5☆ = 47<br>4☆ = 5<br>3☆ = 4<br>2☆ = 7<br>1☆ = 125,2.33865,total number = 502<br>5☆ = 127<br>4☆ = 31<br>3☆ = 16<br>2☆ = 39<br>1☆ = 289
2017-01-15,2.26316,total number = 19<br>5☆ = 5<br>4☆ = 0<br>3☆ = 1<br>2☆ = 2<br>1☆ = 11,2.1701,total number = 19<br>5☆ = 49<br>4☆ = 5<br>3☆ = 4<br>2☆ = 8<br>1☆ = 128,2.35984,total number = 503<br>5☆ = 131<br>4☆ = 29<br>3☆ = 17<br>2☆ = 39<br>1☆ = 287
2017-01-16,2.15625,total number = 32<br>5☆ = 8<br>4☆ = 0<br>3☆ = 2<br>2☆ = 1<br>1☆ = 21,2.18433,total number = 32<br>5☆ = 56<br>4☆ = 5<br>3☆ = 6<br>2☆ = 6<br>1☆ = 144,2.3659,total number = 522<br>5☆ = 138<br>4☆ = 29<br>3☆ = 18<br>2☆ = 38<br>1☆ = 299
2017-01-17,2.54762,total number = 42<br>5☆ = 13<br>4☆ = 3<br>3☆ = 1<br>2☆ = 2<br>1☆ = 23,2.23457,total number = 42<br>5☆ = 64<br>4☆ = 8<br>3☆ = 6<br>2☆ = 8<br>1☆ = 157,2.37319,total number = 552<br>5☆ = 146<br>4☆ = 32<br>3☆ = 19<br>2☆ = 40<br>1☆ = 315
2017-01-18,2.82143,total number = 28<br>5☆ = 10<br>4☆ = 2<br>3☆ = 2<br>2☆ = 1<br>1☆ = 13,2.54717,total number = 28<br>5☆ = 70<br>4☆ = 9<br>3☆ = 6<br>2☆ = 9<br>1☆ = 118,2.38779,total number = 557<br>5☆ = 149<br>4☆ = 32<br>3☆ = 21<br>2☆ = 39<br>1☆ = 316
2017-01-19,1.75,total number = 28<br>5☆ = 4<br>4☆ = 1<br>3☆ = 0<br>2☆ = 2<br>1☆ = 21,2.38421,total number = 28<br>5☆ = 55<br>4☆ = 7<br>3☆ = 6<br>2☆ = 10<br>1☆ = 112,2.34957,total number = 575<br>5☆ = 149<br>4☆ = 33<br>3☆ = 21<br>2☆ = 39<br>1☆ = 333
2017-01-20,1.85075,total number = 67<br>5☆ = 12<br>4☆ = 1<br>3☆ = 3<br>2☆ = 0<br>1☆ = 51,2.23077,total number = 67<br>5☆ = 60<br>4☆ = 7<br>3☆ = 9<br>2☆ = 9<br>1☆ = 149,2.3141,total number = 624<br>5☆ = 159<br>4☆ = 33<br>3☆ = 24<br>2☆ = 37<br>1☆ = 371
2017-01-21,2.18367,total number = 49<br>5☆ = 14<br>4☆ = 0<br>3☆ = 1<br>2☆ = 0<br>1☆ = 34,2.18113,total number = 49<br>5☆ = 66<br>4☆ = 7<br>3☆ = 10<br>2☆ = 8<br>1☆ = 174,2.30122,total number = 654<br>5☆ = 167<br>4☆ = 33<br>3☆ = 24<br>2☆ = 36<br>1☆ = 394
2017-01-22,2.11628,total number = 43<br>5☆ = 9<br>4☆ = 3<br>3☆ = 1<br>2☆ = 1<br>1☆ = 29,2.16609,total number = 43<br>5☆ = 70<br>4☆ = 10<br>3☆ = 10<br>2☆ = 7<br>1☆ = 192,2.29343,total number = 685<br>5☆ = 175<br>4☆ = 34<br>3☆ = 24<br>2☆ = 36<br>1☆ = 416
2017-01-23,1.95,total number = 40<br>5☆ = 8<br>4☆ = 0<br>3☆ = 1<br>2☆ = 4<br>1☆ = 27,2.13805,total number = 40<br>5☆ = 70<br>4☆ = 10<br>3☆ = 9<br>2☆ = 10<br>1☆ = 198,2.28431,total number = 714<br>5☆ = 182<br>4☆ = 34<br>3☆ = 25<br>2☆ = 37<br>1☆ = 436
2017-01-24,2.5,total number = 8<br>5☆ = 3<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 5,2.08365,total number = 8<br>5☆ = 60<br>4☆ = 7<br>3☆ = 8<br>2☆ = 8<br>1☆ = 180,2.28452,total number = 717<br>5☆ = 183<br>4☆ = 34<br>3☆ = 25<br>2☆ = 37<br>1☆ = 438
2017-01-25,2.5,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,1.99574,total number = 0<br>5☆ = 50<br>4☆ = 5<br>3☆ = 6<br>2☆ = 7<br>1☆ = 167,2.28857,total number = 700<br>5☆ = 180<br>4☆ = 33<br>3☆ = 24<br>2☆ = 35<br>1☆ = 428
2017-01-26,2.5,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,2.02899,total number = 0<br>5☆ = 46<br>4☆ = 4<br>3☆ = 6<br>2☆ = 5<br>1☆ = 146,2.26599,total number = 688<br>5☆ = 173<br>4☆ = 33<br>3☆ = 24<br>2☆ = 32<br>1☆ = 426
2017-01-27,2.5,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,2.11429,total number = 0<br>5☆ = 34<br>4☆ = 3<br>3☆ = 3<br>2☆ = 5<br>1☆ = 95,2.28102,total number = 669<br>5☆ = 171<br>4☆ = 32<br>3☆ = 24<br>2☆ = 29<br>1☆ = 413
2017-01-28,2.36667,total number = 30<br>5☆ = 9<br>4☆ = 0<br>3☆ = 1<br>2☆ = 3<br>1☆ = 17,2.20435,total number = 30<br>5☆ = 57<br>4☆ = 8<br>3☆ = 5<br>2☆ = 15<br>1☆ = 145,2.27764,total number = 796<br>5☆ = 204<br>4☆ = 36<br>3☆ = 27<br>2☆ = 39<br>1☆ = 490
2017-01-29,2.35484,total number = 31<br>5☆ = 9<br>4☆ = 0<br>3☆ = 2<br>2☆ = 2<br>1☆ = 18,2.24312,total number = 31<br>5☆ = 57<br>4☆ = 5<br>3☆ = 6<br>2☆ = 16<br>1☆ = 134,2.2674,total number = 819<br>5☆ = 208<br>4☆ = 36<br>3☆ = 29<br>2☆ = 40<br>1☆ = 506
2017-01-30,2.5,total number = 46<br>5☆ = 12<br>4☆ = 5<br>3☆ = 2<br>2☆ = 2<br>1☆ = 25,2.34821,total number = 46<br>5☆ = 61<br>4☆ = 10<br>3☆ = 7<br>2☆ = 14<br>1☆ = 132,2.27752,total number = 854<br>5☆ = 219<br>4☆ = 39<br>3☆ = 30<br>2☆ = 38<br>1☆ = 528
2017-01-31,2.58824,total number = 17<br>5☆ = 5<br>4☆ = 1<br>3☆ = 1<br>2☆ = 2<br>1☆ = 8,2.39109,total number = 17<br>5☆ = 55<br>4☆ = 10<br>3☆ = 8<br>2☆ = 15<br>1☆ = 114,2.27431,total number = 864<br>5☆ = 222<br>4☆ = 38<br>3☆ = 30<br>2☆ = 39<br>1☆ = 535
2017-02-01,2.25926,total number = 27<br>5☆ = 5<br>4☆ = 1<br>3☆ = 4<br>2☆ = 3<br>1☆ = 14,2.41361,total number = 27<br>5☆ = 52<br>4☆ = 8<br>3☆ = 11<br>2☆ = 16<br>1☆ = 104,2.26591,total number = 880<br>5☆ = 223<br>4☆ = 38<br>3☆ = 33<br>2☆ = 42<br>1☆ = 544
2017-02-02,1.62963,total number = 27<br>5☆ = 3<br>4☆ = 1<br>3☆ = 1<br>2☆ = 0<br>1☆ = 22,2.27179,total number = 27<br>5☆ = 47<br>4☆ = 8<br>3☆ = 11<br>2☆ = 14<br>1☆ = 115,2.2262,total number = 893<br>5☆ = 219<br>4☆ = 37<br>3☆ = 33<br>2☆ = 42<br>1☆ = 562
2017-02-03,1.44262,total number = 61<br>5☆ = 3<br>4☆ = 3<br>3☆ = 0<br>2☆ = 6<br>1☆ = 49,2.07531,total number = 61<br>5☆ = 46<br>4☆ = 11<br>3☆ = 11<br>2☆ = 18<br>1☆ = 153,2.17267,total number = 944<br>5☆ = 219<br>4☆ = 40<br>3☆ = 32<br>2☆ = 47<br>1☆ = 606
2017-02-04,2.86813,total number = 91<br>5☆ = 34<br>4☆ = 8<br>3☆ = 2<br>2☆ = 6<br>1☆ = 41,2.28667,total number = 91<br>5☆ = 71<br>4☆ = 19<br>3☆ = 12<br>2☆ = 21<br>1☆ = 177,2.24094,total number = 1021<br>5☆ = 252<br>4☆ = 47<br>3☆ = 33<br>2☆ = 52<br>1☆ = 637
2017-02-05,2.78302,total number = 212<br>5☆ = 75<br>4☆ = 14<br>3☆ = 9<br>2☆ = 18<br>1☆ = 96,2.50104,total number = 212<br>5☆ = 137<br>4☆ = 33<br>3☆ = 19<br>2☆ = 37<br>1☆ = 255,2.32455,total number = 1214<br>5☆ = 323<br>4☆ = 55<br>3☆ = 41<br>2☆ = 69<br>1☆ = 726
2017-02-06,3.14286,total number = 112<br>5☆ = 44<br>4☆ = 10<br>3☆ = 11<br>2☆ = 12<br>1☆ = 35,2.63254,total number = 112<br>5☆ = 169<br>4☆ = 38<br>3☆ = 28<br>2☆ = 47<br>1☆ = 265,2.38638,total number = 1307<br>5☆ = 360<br>4☆ = 63<br>3☆ = 51<br>2☆ = 81<br>1☆ = 752
2017-02-07,2.39252,total number = 107<br>5☆ = 31<br>4☆ = 6<br>3☆ = 0<br>2☆ = 7<br>1☆ = 63,2.59341,total number = 107<br>5☆ = 195<br>4☆ = 43<br>3☆ = 27<br>2☆ = 52<br>1☆ = 320,2.38901,total number = 1401<br>5☆ = 388<br>4☆ = 69<br>3☆ = 50<br>2☆ = 87<br>1☆ = 807
2017-02-08,2.5,total number = 90<br>5☆ = 25<br>4☆ = 5<br>3☆ = 7<br>2☆ = 6<br>1☆ = 47,2.59429,total number = 90<br>5☆ = 215<br>4☆ = 47<br>3☆ = 30<br>2☆ = 55<br>1☆ = 353,2.39946,total number = 1482<br>5☆ = 412<br>4☆ = 74<br>3☆ = 57<br>2☆ = 90<br>1☆ = 849
2017-02-09,2.52113,total number = 71<br>5☆ = 20<br>4☆ = 6<br>3☆ = 2<br>2☆ = 6<br>1☆ = 37,2.62231,total number = 71<br>5☆ = 232<br>4☆ = 52<br>3☆ = 31<br>2☆ = 61<br>1☆ = 368,2.40534,total number = 1537<br>5☆ = 427<br>4☆ = 80<br>3☆ = 58<br>2☆ = 96<br>1☆ = 876
2017-02-10,2.73404,total number = 94<br>5☆ = 33<br>4☆ = 6<br>3☆ = 3<br>2☆ = 7<br>1☆ = 45,2.73136,total number = 94<br>5☆ = 263<br>4☆ = 55<br>3☆ = 34<br>2☆ = 62<br>1☆ = 364,2.46472,total number = 1573<br>5☆ = 457<br>4☆ = 85<br>3☆ = 59<br>2☆ = 103<br>1☆ = 869
2017-02-11,2.67273,total number = 55<br>5☆ = 16<br>4☆ = 4<br>3☆ = 4<br>2☆ = 8<br>1☆ = 23,2.71024,total number = 55<br>5☆ = 245<br>4☆ = 51<br>3☆ = 36<br>2☆ = 64<br>1☆ = 346,2.46388,total number = 1578<br>5☆ = 454<br>4☆ = 86<br>3☆ = 63<br>2☆ = 110<br>1☆ = 865
2017-02-12,2.5,total number = 50<br>5☆ = 14<br>4☆ = 5<br>3☆ = 1<br>2☆ = 2<br>1☆ = 28,2.66552,total number = 50<br>5☆ = 184<br>4☆ = 42<br>3☆ = 28<br>2☆ = 48<br>1☆ = 278,2.46604,total number = 1605<br>5☆ = 461<br>4☆ = 90<br>3☆ = 64<br>2☆ = 111<br>1☆ = 879
2017-02-13,2.39683,total number = 63<br>5☆ = 15<br>4☆ = 7<br>3☆ = 2<br>2☆ = 3<br>1☆ = 36,2.53296,total number = 63<br>5☆ = 155<br>4☆ = 39<br>3☆ = 19<br>2☆ = 39<br>1☆ = 279,2.45939,total number = 1650<br>5☆ = 468<br>4☆ = 97<br>3☆ = 66<br>2☆ = 113<br>1☆ = 906
2017-02-14,2.90566,total number = 53<br>5☆ = 22<br>4☆ = 3<br>3☆ = 0<br>2☆ = 4<br>1☆ = 24,2.60587,total number = 53<br>5☆ = 146<br>4☆ = 36<br>3☆ = 19<br>2☆ = 36<br>1☆ = 240,2.47565,total number = 1684<br>5☆ = 485<br>4☆ = 100<br>3☆ = 65<br>2☆ = 115<br>1☆ = 919
2017-02-15,3.125,total number = 40<br>5☆ = 16<br>4☆ = 3<br>3☆ = 5<br>2☆ = 2<br>1☆ = 14,2.67136,total number = 40<br>5☆ = 136<br>4☆ = 34<br>3☆ = 17<br>2☆ = 32<br>1☆ = 207,2.49704,total number = 1692<br>5☆ = 493<br>4☆ = 103<br>3☆ = 68<br>2☆ = 116<br>1☆ = 912
2017-02-16,2.81609,total number = 87<br>5☆ = 27<br>4☆ = 13<br>3☆ = 4<br>2☆ = 3<br>1☆ = 40,2.72398,total number = 87<br>5☆ = 143<br>4☆ = 41<br>3☆ = 19<br>2☆ = 29<br>1☆ = 210,2.5118,total number = 1737<br>5☆ = 507<br>4☆ = 113<br>3☆ = 71<br>2☆ = 117<br>1☆ = 929
2017-02-17,2.57627,total number = 59<br>5☆ = 18<br>4☆ = 5<br>3☆ = 1<br>2☆ = 4<br>1☆ = 31,2.70025,total number = 59<br>5☆ = 128<br>4☆ = 40<br>3☆ = 17<br>2☆ = 26<br>1☆ = 196,2.50905,total number = 1768<br>5☆ = 515<br>4☆ = 116<br>3☆ = 70<br>2☆ = 120<br>1☆ = 947
2017-02-18,3,total number = 55<br>5☆ = 21<br>4☆ = 6<br>3☆ = 2<br>2☆ = 4<br>1☆ = 22,2.74447,total number = 55<br>5☆ = 133<br>4☆ = 42<br>3☆ = 15<br>2☆ = 22<br>1☆ = 195,2.53593,total number = 1795<br>5☆ = 532<br>4☆ = 121<br>3☆ = 72<br>2☆ = 122<br>1☆ = 948
2017-02-19,2.71429,total number = 49<br>5☆ = 17<br>4☆ = 3<br>3☆ = 2<br>2☆ = 3<br>1☆ = 24,2.77094,total number = 49<br>5☆ = 136<br>4☆ = 40<br>3☆ = 16<br>2☆ = 23<br>1☆ = 191,2.56669,total number = 1777<br>5☆ = 537<br>4☆ = 123<br>3☆ = 71<br>2☆ = 125<br>1☆ = 921
2017-02-20,3.0597,total number = 67<br>5☆ = 30<br>4☆ = 3<br>3☆ = 3<br>2☆ = 3<br>1☆ = 28,2.87561,total number = 67<br>5☆ = 151<br>4☆ = 36<br>3☆ = 17<br>2☆ = 23<br>1☆ = 183,2.59554,total number = 1795<br>5☆ = 553<br>4☆ = 126<br>3☆ = 73<br>2☆ = 128<br>1☆ = 915
2017-02-21,3.125,total number = 56<br>5☆ = 22<br>4☆ = 6<br>3☆ = 3<br>2☆ = 7<br>1☆ = 18,2.90557,total number = 56<br>5☆ = 151<br>4☆ = 39<br>3☆ = 20<br>2☆ = 26<br>1☆ = 177,2.62334,total number = 1808<br>5☆ = 566<br>4☆ = 129<br>3☆ = 75<br>2☆ = 134<br>1☆ = 904
2017-02-22,2.34483,total number = 58<br>5☆ = 16<br>4☆ = 3<br>3☆ = 2<br>2☆ = 1<br>1☆ = 36,2.80974,total number = 58<br>5☆ = 151<br>4☆ = 39<br>3☆ = 17<br>2☆ = 25<br>1☆ = 199,2.62924,total number = 1826<br>5☆ = 574<br>4☆ = 132<br>3☆ = 76<br>2☆ = 131<br>1☆ = 913
2017-02-23,2.68132,total number = 91<br>5☆ = 32<br>4☆ = 3<br>3☆ = 5<br>2☆ = 6<br>1☆ = 45,2.78161,total number = 91<br>5☆ = 156<br>4☆ = 29<br>3☆ = 18<br>2☆ = 28<br>1☆ = 204,2.64004,total number = 1878<br>5☆ = 595<br>4☆ = 134<br>3☆ = 81<br>2☆ = 136<br>1☆ = 932
2017-02-24,2.63636,total number = 66<br>5☆ = 22<br>4☆ = 3<br>3☆ = 5<br>2☆ = 1<br>1☆ = 35,2.78733,total number = 66<br>5☆ = 160<br>4☆ = 27<br>3☆ = 22<br>2☆ = 25<br>1☆ = 208,2.649,total number = 1906<br>5☆ = 609<br>4☆ = 134<br>3☆ = 85<br>2☆ = 135<br>1☆ = 943
2017-02-25,2.2037,total number = 54<br>5☆ = 12<br>4☆ = 3<br>3☆ = 1<br>2☆ = 6<br>1☆ = 32,2.68934,total number = 54<br>5☆ = 151<br>4☆ = 24<br>3☆ = 21<br>2☆ = 27<br>1☆ = 218,2.63604,total number = 1937<br>5☆ = 613<br>4☆ = 136<br>3☆ = 85<br>2☆ = 139<br>1☆ = 964
2017-02-26,1.65909,total number = 44<br>5☆ = 4<br>4☆ = 2<br>3☆ = 0<br>2☆ = 7<br>1☆ = 31,2.58257,total number = 44<br>5☆ = 138<br>4☆ = 23<br>3☆ = 19<br>2☆ = 31<br>1☆ = 225,2.61914,total number = 1964<br>5☆ = 613<br>4☆ = 138<br>3☆ = 85<br>2☆ = 144<br>1☆ = 984
2017-02-27,1.73333,total number = 30<br>5☆ = 3<br>4☆ = 2<br>3☆ = 1<br>2☆ = 2<br>1☆ = 22,2.4386,total number = 30<br>5☆ = 111<br>4☆ = 22<br>3☆ = 17<br>2☆ = 30<br>1☆ = 219,2.60947,total number = 1964<br>5☆ = 607<br>4☆ = 140<br>3☆ = 85<br>2☆ = 143<br>1☆ = 989
2017-02-28,1.69444,total number = 36<br>5☆ = 4<br>4☆ = 1<br>3☆ = 1<br>2☆ = 4<br>1☆ = 26,2.26649,total number = 36<br>5☆ = 93<br>4☆ = 17<br>3☆ = 15<br>2☆ = 27<br>1☆ = 227,2.59675,total number = 1969<br>5☆ = 602<br>4☆ = 141<br>3☆ = 84<br>2☆ = 145<br>1☆ = 997
2017-03-01,1.55263,total number = 38<br>5☆ = 2<br>4☆ = 2<br>3☆ = 1<br>2☆ = 5<br>1☆ = 28,2.17827,total number = 38<br>5☆ = 79<br>4☆ = 16<br>3☆ = 14<br>2☆ = 31<br>1☆ = 219,2.57879,total number = 1961<br>5☆ = 592<br>4☆ = 138<br>3☆ = 83<br>2☆ = 148<br>1☆ = 1000
2017-03-02,1.44444,total number = 36<br>5☆ = 3<br>4☆ = 0<br>3☆ = 2<br>2☆ = 0<br>1☆ = 31,1.94079,total number = 36<br>5☆ = 50<br>4☆ = 13<br>3☆ = 11<br>2☆ = 25<br>1☆ = 205,2.55808,total number = 1980<br>5☆ = 590<br>4☆ = 137<br>3☆ = 84<br>2☆ = 146<br>1☆ = 1023
2017-03-03,1.85714,total number = 21<br>5☆ = 4<br>4☆ = 0<br>3☆ = 0<br>2☆ = 2<br>1☆ = 15,1.75676,total number = 21<br>5☆ = 32<br>4☆ = 10<br>3☆ = 6<br>2☆ = 26<br>1☆ = 185,2.55471,total number = 1974<br>5☆ = 589<br>4☆ = 136<br>3☆ = 80<br>2☆ = 145<br>1☆ = 1024
2017-03-04,1.23529,total number = 34<br>5☆ = 1<br>4☆ = 0<br>3☆ = 1<br>2☆ = 2<br>1☆ = 30,1.58159,total number = 34<br>5☆ = 21<br>4☆ = 7<br>3☆ = 6<br>2☆ = 22<br>1☆ = 183,2.54467,total number = 1981<br>5☆ = 587<br>4☆ = 135<br>3☆ = 80<br>2☆ = 147<br>1☆ = 1032
2017-03-05,1.04,total number = 25<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 1<br>1☆ = 24,1.50455,total number = 25<br>5☆ = 17<br>4☆ = 5<br>3☆ = 6<br>2☆ = 16<br>1☆ = 176,2.5599,total number = 1945<br>5☆ = 584<br>4☆ = 132<br>3☆ = 80<br>2☆ = 142<br>1☆ = 1007
2017-03-06,1.08333,total number = 24<br>5☆ = 0<br>4☆ = 0<br>3☆ = 1<br>2☆ = 0<br>1☆ = 23,1.42523,total number = 24<br>5☆ = 14<br>4☆ = 3<br>3☆ = 6<br>2☆ = 14<br>1☆ = 177,2.52609,total number = 1878<br>5☆ = 550<br>4☆ = 124<br>3☆ = 79<br>2☆ = 136<br>1☆ = 989
2017-03-07,1.2069,total number = 29<br>5☆ = 1<br>4☆ = 0<br>3☆ = 0<br>2☆ = 2<br>1☆ = 26,1.34783,total number = 29<br>5☆ = 11<br>4☆ = 2<br>3☆ = 5<br>2☆ = 12<br>1☆ = 177,2.47139,total number = 1695<br>5☆ = 476<br>4☆ = 110<br>3☆ = 70<br>2☆ = 120<br>1☆ = 919
2017-03-08,2.1875,total number = 16<br>5☆ = 3<br>4☆ = 1<br>3☆ = 1<br>2☆ = 2<br>1☆ = 9,1.37838,total number = 16<br>5☆ = 12<br>4☆ = 1<br>3☆ = 5<br>2☆ = 9<br>1☆ = 158,2.42151,total number = 1599<br>5☆ = 435<br>4☆ = 101<br>3☆ = 60<br>2☆ = 110<br>1☆ = 893
2017-03-09,1.43478,total number = 23<br>5☆ = 1<br>4☆ = 1<br>3☆ = 0<br>2☆ = 3<br>1☆ = 18,1.37209,total number = 23<br>5☆ = 10<br>4☆ = 2<br>3☆ = 3<br>2☆ = 12<br>1☆ = 145,2.40858,total number = 1515<br>5☆ = 405<br>4☆ = 96<br>3☆ = 60<br>2☆ = 106<br>1☆ = 848
2017-03-10,1.78571,total number = 14<br>5☆ = 1<br>4☆ = 2<br>3☆ = 0<br>2☆ = 1<br>1☆ = 10,1.34545,total number = 14<br>5☆ = 7<br>4☆ = 4<br>3☆ = 3<br>2☆ = 11<br>1☆ = 140,2.39499,total number = 1438<br>5☆ = 380<br>4☆ = 93<br>3☆ = 53<br>2☆ = 101<br>1☆ = 811
2017-03-11,1.5,total number = 14<br>5☆ = 1<br>4☆ = 0<br>3☆ = 1<br>2☆ = 1<br>1☆ = 11,1.38621,total number = 14<br>5☆ = 7<br>4☆ = 4<br>3☆ = 3<br>2☆ = 10<br>1☆ = 121,2.37944,total number = 1381<br>5☆ = 361<br>4☆ = 87<br>3☆ = 52<br>2☆ = 96<br>1☆ = 785
2017-03-12,1.42857,total number = 14<br>5☆ = 1<br>4☆ = 0<br>3☆ = 0<br>2☆ = 2<br>1☆ = 11,1.45522,total number = 14<br>5☆ = 8<br>4☆ = 4<br>3☆ = 3<br>2☆ = 11<br>1☆ = 108,2.34358,total number = 1301<br>5☆ = 329<br>4☆ = 81<br>3☆ = 49<br>2☆ = 91<br>1☆ = 751
2017-03-13,1.33333,total number = 9<br>5☆ = 0<br>4☆ = 0<br>3☆ = 1<br>2☆ = 1<br>1☆ = 7,1.52101,total number = 9<br>5☆ = 8<br>4☆ = 4<br>3☆ = 3<br>2☆ = 12<br>1☆ = 92,2.32191,total number = 1255<br>5☆ = 313<br>4☆ = 77<br>3☆ = 46<br>2☆ = 84<br>1☆ = 735
