"Temperature, x; CO2, x","Temperature, y","CO2, y"
2018-01-06 01:02:09,21.1,416
2018-01-06 01:02:33,21.1,416
2018-01-06 01:02:57,21.1,419
2018-01-06 01:03:09,21.1,419
2018-01-06 01:03:57,21.1,418
2018-01-06 01:04:03,21.1,418
2018-01-06 01:04:45,21.1,419
2018-01-06 01:05:21,21.1,417
2018-01-06 01:05:33,21.1,414
2018-01-06 01:05:45,21.1,411
2018-01-06 01:06:03,21.1,413
2018-01-06 01:06:15,21.1,414
2018-01-06 01:06:27,21.1,415
2018-01-06 01:06:33,21.1,415
2018-01-06 01:06:45,21.1,415
2018-01-06 01:07:09,21.1,416
2018-01-06 01:07:15,21.1,416
2018-01-06 01:07:27,21.1,417
2018-01-06 01:07:51,21.1,418
2018-01-06 01:08:39,21.1,418
2018-01-06 01:08:45,21.1,418
2018-01-06 01:08:51,21.1,418
2018-01-06 01:09:03,21.1,419
2018-01-06 01:09:09,21.1,419
2018-01-06 01:09:21,21.1,419
2018-01-06 01:09:33,21.1,419
2018-01-06 01:09:39,21.1,420
2018-01-06 01:09:51,21.1,421
2018-01-06 01:10:21,21.1,418
2018-01-06 01:10:39,21.1,415
2018-01-06 01:10:51,21.1,418
2018-01-06 01:11:03,21.1,418
2018-01-06 01:11:45,21.1,420
2018-01-06 01:12:03,21.1,420
2018-01-06 01:12:09,21.1,420
2018-01-06 01:12:15,21.1,420
2018-01-06 01:12:39,21.1,421
2018-01-06 01:12:45,21.1,421
2018-01-06 01:12:57,21.1,421
2018-01-06 01:13:27,21.1,418
2018-01-06 01:13:51,21.1,420
2018-01-06 01:14:39,21.1,423
2018-01-06 01:15:03,21.1,421
2018-01-06 01:15:15,21.1,417
2018-01-06 01:15:27,21.1,416
2018-01-06 01:15:33,21.1,416
2018-01-06 01:15:39,21.1,417
2018-01-06 01:15:45,21.1,418
2018-01-06 01:15:57,21.1,420
2018-01-06 01:16:09,21.1,421
2018-01-06 01:16:27,21.1,420
2018-01-06 01:17:21,21.1,418
2018-01-06 01:17:51,21.1,419
2018-01-06 01:18:27,21.1,418
2018-01-06 01:18:45,21.1,418
2018-01-06 01:19:03,21.1,419
2018-01-06 01:19:15,21.1,419
2018-01-06 01:19:27,21.1,419
2018-01-06 01:19:33,21.1,420
2018-01-06 01:19:57,21.1,420
2018-01-06 01:20:15,21.1,418
2018-01-06 01:20:27,21.1,417
2018-01-06 01:20:39,21.1,417
2018-01-06 01:21:33,21.1,420
2018-01-06 01:21:45,21.1,421
2018-01-06 01:21:51,21.1,420
2018-01-06 01:22:03,21.1,419
2018-01-06 01:22:09,21.1,419
2018-01-06 01:22:57,21.1,419
2018-01-06 01:23:39,21.1,419
2018-01-06 01:23:45,21.1,419
2018-01-06 01:24:03,21.1,418
2018-01-06 01:24:15,21.1,419
2018-01-06 01:24:39,21.1,420
2018-01-06 01:25:09,21.1,417
2018-01-06 01:25:21,21.1,416
2018-01-06 01:25:39,21.1,417
2018-01-06 01:26:33,21.1,419
2018-01-06 01:26:39,21.1,419
2018-01-06 01:27:15,21.1,419
2018-01-06 01:27:33,21.1,419
2018-01-06 01:27:39,21.1,419
2018-01-06 01:27:45,21.1,419
2018-01-06 01:27:57,21.1,419
2018-01-06 01:28:09,21.1,419
2018-01-06 01:28:39,21.1,420
2018-01-06 01:29:39,21.1,422
2018-01-06 01:29:57,21.1,418
2018-01-06 01:30:09,21.1,415
2018-01-06 01:30:15,21.1,414
2018-01-06 01:30:33,21.1,415
2018-01-06 01:31:15,21.1,418
2018-01-06 01:31:33,21.1,418
2018-01-06 01:31:45,21.1,417
2018-01-06 01:32:03,21.1,417
2018-01-06 01:32:09,21.1,417
2018-01-06 01:32:15,21.1,417
2018-01-06 01:32:27,21.1,417
2018-01-06 01:32:51,21.1,417
2018-01-06 01:33:15,21.1,417
2018-01-06 01:33:33,21.1,417
2018-01-06 01:33:45,21.1,417
2018-01-06 01:33:51,21.1,417
2018-01-06 01:34:21,21.1,420
2018-01-06 01:34:45,21.1,416
2018-01-06 01:35:03,21.1,414
2018-01-06 01:35:09,21.1,414
2018-01-06 01:35:21,21.1,415
2018-01-06 01:35:33,21.1,416
2018-01-06 01:35:39,21.1,417
2018-01-06 01:35:45,21.1,417
2018-01-06 01:36:03,21.1,417
2018-01-06 01:36:15,21.1,417
2018-01-06 01:36:27,21.1,417
2018-01-06 01:36:51,21.1,418
2018-01-06 01:37:15,21.1,419
2018-01-06 01:37:27,21.1,418
2018-01-06 01:37:57,21.1,417
2018-01-06 01:38:15,21.1,419
2018-01-06 01:38:51,21.1,420
2018-01-06 01:38:57,21.1,421
2018-01-06 01:39:33,21.1,421
2018-01-06 01:39:45,21.1,417
2018-01-06 01:40:03,21.1,415
2018-01-06 01:40:15,21.2,418
2018-01-06 01:40:27,21.2,418
2018-01-06 01:40:33,21.2,418
2018-01-06 01:40:51,21.2,418
2018-01-06 01:41:15,21.2,418
2018-01-06 01:41:21,21.2,419
2018-01-06 01:41:33,21.2,419
2018-01-06 01:41:39,21.2,419
2018-01-06 01:41:57,21.1,419
2018-01-06 01:42:09,21.1,419
2018-01-06 01:42:21,21.1,419
2018-01-06 01:42:27,21.1,419
2018-01-06 01:42:33,21.1,419
2018-01-06 01:42:39,21.1,419
2018-01-06 01:42:45,21.1,419
2018-01-06 01:43:03,21.1,419
2018-01-06 01:43:15,21.1,419
2018-01-06 01:43:33,21.1,419
2018-01-06 01:44:03,21.1,422
2018-01-06 01:44:39,21.1,419
2018-01-06 01:44:51,21.1,416
2018-01-06 01:45:15,21.1,417
2018-01-06 01:45:21,21.1,418
2018-01-06 01:45:39,21.1,417
2018-01-06 01:45:51,21.1,418
2018-01-06 01:46:33,21.1,417
2018-01-06 01:46:39,21.1,417
2018-01-06 01:46:45,21.1,417
2018-01-06 01:46:51,21.1,417
2018-01-06 01:46:57,21.1,418
2018-01-06 01:47:27,21.1,419
2018-01-06 01:47:51,21.2,418
2018-01-06 01:48:51,21.2,421
2018-01-06 01:49:27,21.2,421
2018-01-06 01:49:39,21.1,419
2018-01-06 01:50:45,21.1,418
2018-01-06 01:51:09,21.1,418
2018-01-06 01:51:21,21.2,417
2018-01-06 01:51:39,21.1,418
2018-01-06 01:51:45,21.1,418
2018-01-06 01:51:57,21.1,418
2018-01-06 01:52:21,21.1,420
2018-01-06 01:52:27,21.1,420
2018-01-06 01:52:33,21.1,419
2018-01-06 01:52:45,21.1,421
2018-01-06 01:53:09,21.1,418
2018-01-06 01:53:39,21.2,420
2018-01-06 01:53:57,21.2,423
2018-01-06 01:54:03,21.2,423
2018-01-06 01:54:15,21.2,420
2018-01-06 01:54:27,21.1,418
2018-01-06 01:54:39,21.2,415
2018-01-06 01:54:45,21.1,415
2018-01-06 01:55:03,21.1,415
2018-01-06 01:55:33,21.1,418
2018-01-06 01:56:03,21.1,419
2018-01-06 01:56:15,21.1,418
2018-01-06 01:56:33,21.2,418
2018-01-06 01:56:57,21.1,419
2018-01-06 01:57:27,21.2,419
2018-01-06 01:57:39,21.1,419
2018-01-06 01:57:45,21.1,418
2018-01-06 01:58:21,21.1,418
2018-01-06 01:58:39,21.2,419
2018-01-06 01:59:09,21.2,419
2018-01-06 01:59:21,21.2,416
2018-01-06 01:59:39,21.2,415
2018-01-06 01:59:51,21.2,416
2018-01-06 02:00:27,21.2,416
2018-01-06 02:00:57,21.2,416
2018-01-06 02:01:15,21.2,418
2018-01-06 02:01:21,21.2,417
2018-01-06 02:01:33,21.2,418
2018-01-06 02:02:03,21.2,418
2018-01-06 02:02:21,21.2,419
2018-01-06 02:02:33,21.2,419
2018-01-06 02:03:03,21.2,419
2018-01-06 02:03:09,21.2,419
2018-01-06 02:03:15,21.2,419
2018-01-06 02:03:33,21.2,421
2018-01-06 02:03:45,21.2,420
2018-01-06 02:04:03,21.2,420
2018-01-06 02:04:09,21.2,419
2018-01-06 02:04:15,21.2,417
2018-01-06 02:04:27,21.2,414
2018-01-06 02:04:45,21.2,416
2018-01-06 02:05:09,21.1,418
2018-01-06 02:05:39,21.2,419
2018-01-06 02:05:51,21.2,419
2018-01-06 02:08:03,21.2,419
2018-01-06 02:08:15,21.2,419
2018-01-06 02:08:33,21.2,422
2018-01-06 02:09:03,21.2,422
2018-01-06 02:09:21,21.2,419
2018-01-06 02:09:33,21.2,419
2018-01-06 02:09:45,21.2,419
2018-01-06 02:09:57,21.2,419
2018-01-06 02:10:39,21.2,419
2018-01-06 02:11:15,21.2,418
2018-01-06 02:12:21,21.2,418
2018-01-06 02:12:33,21.2,418
2018-01-06 02:12:39,21.2,418
2018-01-06 02:12:51,21.2,418
2018-01-06 02:12:57,21.2,418
2018-01-06 02:13:09,21.2,419
2018-01-06 02:13:33,21.2,420
2018-01-06 02:13:39,21.2,421
2018-01-06 02:13:45,21.2,421
2018-01-06 02:13:57,21.2,420
2018-01-06 02:14:09,21.2,417
2018-01-06 02:14:21,21.2,416
2018-01-06 02:14:33,21.2,417
2018-01-06 02:14:45,21.2,417
2018-01-06 02:15:21,21.2,417
2018-01-06 02:15:57,21.2,417
2018-01-06 02:16:15,21.2,418
2018-01-06 02:16:27,21.2,419
2018-01-06 02:16:33,21.2,419
2018-01-06 02:16:45,21.2,419
2018-01-06 02:16:51,21.2,419
2018-01-06 02:17:09,21.2,419
2018-01-06 02:17:15,21.2,419
2018-01-06 02:18:21,21.2,420
2018-01-06 02:18:33,21.2,421
2018-01-06 02:18:57,21.2,418
2018-01-06 02:19:15,21.2,415
2018-01-06 02:19:27,21.2,415
2018-01-06 02:19:39,21.2,416
2018-01-06 02:19:51,21.2,417
2018-01-06 02:20:03,21.2,417
2018-01-06 02:20:57,21.2,418
2018-01-06 02:21:03,21.2,418
2018-01-06 02:21:21,21.2,419
2018-01-06 02:21:27,21.2,419
2018-01-06 02:21:39,21.2,419
2018-01-06 02:21:51,21.2,419
2018-01-06 02:22:03,21.2,419
2018-01-06 02:22:21,21.2,420
2018-01-06 02:22:27,21.2,420
2018-01-06 02:23:03,21.2,421
2018-01-06 02:23:09,21.2,421
2018-01-06 02:23:21,21.2,422
2018-01-06 02:23:39,21.2,419
2018-01-06 02:23:45,21.2,418
2018-01-06 02:24:21,21.2,417
2018-01-06 02:24:27,21.2,417
2018-01-06 02:24:33,21.2,417
2018-01-06 02:24:51,21.2,417
2018-01-06 02:24:57,21.2,417
2018-01-06 02:25:09,21.2,418
2018-01-06 02:25:15,21.2,417
2018-01-06 02:25:21,21.2,417
2018-01-06 02:25:27,21.2,417
2018-01-06 02:25:39,21.2,417
2018-01-06 02:26:03,21.2,417
2018-01-06 02:26:15,21.2,417
2018-01-06 02:26:27,21.2,418
2018-01-06 02:26:45,21.2,418
2018-01-06 02:26:57,21.2,419
2018-01-06 02:27:03,21.2,419
2018-01-06 02:27:09,21.2,419
2018-01-06 02:27:33,21.2,418
2018-01-06 02:27:45,21.2,419
2018-01-06 02:28:09,21.2,422
2018-01-06 02:28:39,21.2,419
2018-01-06 02:28:51,21.2,417
2018-01-06 02:29:03,21.2,414
2018-01-06 02:29:15,21.2,416
2018-01-06 02:29:27,21.2,416
2018-01-06 02:29:33,21.2,416
2018-01-06 02:29:51,21.2,417
2018-01-06 02:30:09,21.2,415
2018-01-06 02:30:15,21.2,415
2018-01-06 02:30:45,21.2,415
2018-01-06 02:30:51,21.2,415
2018-01-06 02:30:57,21.2,416
2018-01-06 02:31:27,21.2,416
2018-01-06 02:32:51,21.2,419
2018-01-06 02:33:33,21.2,416
2018-01-06 02:33:51,21.2,414
2018-01-06 02:34:09,21.2,416
2018-01-06 02:34:15,21.2,416
2018-01-06 02:34:27,21.2,417
2018-01-06 02:34:51,21.2,417
2018-01-06 02:34:57,21.2,417
2018-01-06 02:35:09,21.2,417
2018-01-06 02:35:33,21.2,418
2018-01-06 02:35:45,21.2,419
2018-01-06 02:36:03,21.2,418
2018-01-06 02:36:09,21.2,418
2018-01-06 02:36:21,21.2,418
2018-01-06 02:36:27,21.2,418
2018-01-06 02:37:03,21.2,418
2018-01-06 02:37:39,21.2,419
2018-01-06 02:37:51,21.2,420
2018-01-06 02:38:27,21.2,417
2018-01-06 02:38:39,21.2,414
2018-01-06 02:38:57,21.2,412
2018-01-06 02:39:21,21.2,414
2018-01-06 02:39:27,21.2,414
2018-01-06 02:39:51,21.2,414
2018-01-06 02:40:21,21.2,416
2018-01-06 02:40:27,21.2,416
2018-01-06 02:40:45,21.2,417
2018-01-06 02:40:51,21.2,417
2018-01-06 02:40:57,21.2,417
2018-01-06 02:41:15,21.2,418
2018-01-06 02:41:27,21.2,419
2018-01-06 02:41:33,21.2,419
2018-01-06 02:42:39,21.2,421
2018-01-06 02:42:57,21.2,424
2018-01-06 02:43:15,21.2,422
2018-01-06 02:43:27,21.2,419
2018-01-06 02:43:39,21.2,416
2018-01-06 02:43:51,21.2,415
2018-01-06 02:43:57,21.2,416
2018-01-06 02:44:09,21.2,418
2018-01-06 02:44:15,21.2,417
2018-01-06 02:44:33,21.2,417
2018-01-06 02:44:39,21.2,418
2018-01-06 02:44:57,21.2,417
2018-01-06 02:45:21,21.2,417
2018-01-06 02:45:27,21.2,417
2018-01-06 02:45:45,21.2,416
2018-01-06 02:46:39,21.2,417
2018-01-06 02:47:09,21.2,417
2018-01-06 02:47:27,21.2,418
2018-01-06 02:47:57,21.2,420
2018-01-06 02:48:15,21.2,419
2018-01-06 02:48:21,21.2,417
2018-01-06 02:48:33,21.2,414
2018-01-06 02:48:45,21.2,415
2018-01-06 02:49:39,21.2,418
2018-01-06 02:50:21,21.2,417
2018-01-06 02:50:39,21.2,417
2018-01-06 02:50:45,21.2,417
2018-01-06 02:50:57,21.2,418
2018-01-06 02:51:03,21.2,418
2018-01-06 02:51:15,21.2,417
2018-01-06 02:51:39,21.2,418
2018-01-06 02:51:51,21.2,418
2018-01-06 02:52:03,21.2,418
2018-01-06 02:52:09,21.2,417
2018-01-06 02:52:27,21.2,418
2018-01-06 02:52:33,21.2,418
2018-01-06 02:52:45,21.2,419
2018-01-06 02:52:57,21.2,419
2018-01-06 02:53:03,21.2,419
2018-01-06 02:53:21,21.2,417
2018-01-06 02:53:33,21.2,417
2018-01-06 02:53:39,21.2,417
2018-01-06 02:53:45,21.2,417
2018-01-06 02:54:09,21.2,417
2018-01-06 02:54:39,21.2,417
2018-01-06 02:54:51,21.2,417
2018-01-06 02:54:57,21.2,417
2018-01-06 02:55:39,21.2,417
2018-01-06 02:55:45,21.2,417
2018-01-06 02:55:57,21.2,417
2018-01-06 02:56:09,21.2,418
2018-01-06 02:56:15,21.2,418
2018-01-06 02:56:27,21.2,418
2018-01-06 02:56:39,21.2,418
2018-01-06 02:56:51,21.2,418
2018-01-06 02:57:03,21.2,418
2018-01-06 02:57:27,21.2,419
2018-01-06 02:57:57,21.2,420
2018-01-06 02:58:15,21.2,417
2018-01-06 02:58:33,21.2,414
2018-01-06 02:58:39,21.2,415
2018-01-06 02:58:51,21.2,414
2018-01-06 02:59:15,21.2,415
2018-01-06 02:59:45,21.2,417
2018-01-06 02:59:57,21.2,417
2018-01-06 03:00:15,21.2,420
2018-01-06 03:00:21,21.2,420
2018-01-06 03:01:03,21.2,420
2018-01-06 03:01:21,21.2,420
2018-01-06 03:01:39,21.2,420
2018-01-06 03:02:09,21.2,419
2018-01-06 03:02:27,21.2,422
2018-01-06 03:02:57,21.2,419
2018-01-06 03:03:09,21.2,415
2018-01-06 03:03:21,21.2,415
2018-01-06 03:03:33,21.2,415
2018-01-06 03:03:45,21.2,415
2018-01-06 03:04:09,21.2,417
2018-01-06 03:04:57,21.3,417
2018-01-06 03:05:09,21.2,417
2018-01-06 03:05:21,21.2,417
2018-01-06 03:06:39,21.2,416
2018-01-06 03:06:45,21.2,416
2018-01-06 03:06:51,21.2,416
2018-01-06 03:07:03,21.2,417
2018-01-06 03:07:15,21.2,420
2018-01-06 03:07:33,21.2,424
2018-01-06 03:07:45,21.2,421
2018-01-06 03:07:51,21.2,418
2018-01-06 03:08:03,21.3,416
2018-01-06 03:08:15,21.2,414
2018-01-06 03:08:27,21.2,415
2018-01-06 03:09:09,21.2,417
2018-01-06 03:09:51,21.2,417
2018-01-06 03:10:03,21.2,417
2018-01-06 03:10:21,21.2,419
2018-01-06 03:10:27,21.2,418
2018-01-06 03:11:03,21.3,418
2018-01-06 03:11:33,21.3,418
2018-01-06 03:11:39,21.2,418
2018-01-06 03:11:51,21.3,419
2018-01-06 03:11:57,21.3,419
2018-01-06 03:12:09,21.3,420
2018-01-06 03:12:45,21.3,419
2018-01-06 03:13:09,21.3,417
2018-01-06 03:13:39,21.2,416
2018-01-06 03:13:45,21.2,416
2018-01-06 03:13:57,21.2,415
2018-01-06 03:14:27,21.2,416
2018-01-06 03:14:57,21.2,418
2018-01-06 03:15:09,21.3,417
2018-01-06 03:15:21,21.2,419
2018-01-06 03:15:33,21.3,419
2018-01-06 03:16:39,21.3,419
2018-01-06 03:17:27,21.3,420
2018-01-06 03:17:45,21.3,418
2018-01-06 03:18:51,21.3,418
2018-01-06 03:18:57,21.3,418
2018-01-06 03:19:21,21.3,416
2018-01-06 03:19:33,21.3,416
2018-01-06 03:19:39,21.3,416
2018-01-06 03:19:45,21.3,417
2018-01-06 03:19:51,21.3,417
2018-01-06 03:20:27,21.3,419
2018-01-06 03:20:39,21.3,419
2018-01-06 03:20:57,21.3,420
2018-01-06 03:21:39,21.3,418
2018-01-06 03:21:57,21.3,421
2018-01-06 03:22:21,21.3,421
2018-01-06 03:22:33,21.3,419
2018-01-06 03:22:45,21.3,415
2018-01-06 03:23:39,21.3,415
2018-01-06 03:23:51,21.3,416
2018-01-06 03:24:45,21.3,419
2018-01-06 03:24:57,21.3,418
2018-01-06 03:25:09,21.3,418
2018-01-06 03:25:15,21.3,418
2018-01-06 03:25:21,21.3,419
2018-01-06 03:25:27,21.3,419
2018-01-06 03:25:33,21.3,419
2018-01-06 03:25:39,21.3,419
2018-01-06 03:25:45,21.3,419
2018-01-06 03:26:21,21.3,416
2018-01-06 03:26:33,21.3,417
2018-01-06 03:26:45,21.3,420
2018-01-06 03:27:03,21.3,423
2018-01-06 03:27:15,21.3,423
2018-01-06 03:27:27,21.3,419
2018-01-06 03:27:39,21.3,416
2018-01-06 03:28:27,21.3,415
2018-01-06 03:28:33,21.3,414
2018-01-06 03:28:45,21.3,415
2018-01-06 03:29:03,21.3,415
2018-01-06 03:29:27,21.3,416
2018-01-06 03:30:09,21.3,416
2018-01-06 03:30:15,21.3,416
2018-01-06 03:30:33,21.3,417
2018-01-06 03:31:27,21.3,417
2018-01-06 03:31:57,21.3,421
2018-01-06 03:32:15,21.3,420
2018-01-06 03:32:33,21.3,417
2018-01-06 03:33:15,21.3,415
2018-01-06 03:33:21,21.3,414
2018-01-06 03:33:39,21.3,417
2018-01-06 03:34:09,21.3,418
2018-01-06 03:34:27,21.3,418
2018-01-06 03:34:39,21.3,418
2018-01-06 03:35:45,21.3,418
2018-01-06 03:35:51,21.3,418
2018-01-06 03:35:57,21.3,419
2018-01-06 03:36:09,21.3,418
2018-01-06 03:36:15,21.3,418
2018-01-06 03:36:27,21.3,418
2018-01-06 03:36:33,21.3,419
2018-01-06 03:36:45,21.3,419
2018-01-06 03:37:15,21.3,417
2018-01-06 03:37:33,21.3,413
2018-01-06 03:37:51,21.3,415
2018-01-06 03:38:09,21.3,415
2018-01-06 03:38:21,21.3,417
2018-01-06 03:38:39,21.3,417
2018-01-06 03:39:09,21.3,417
2018-01-06 03:39:15,21.3,417
2018-01-06 03:39:33,21.3,417
2018-01-06 03:39:45,21.3,416
2018-01-06 03:39:57,21.3,415
2018-01-06 03:40:15,21.3,415
2018-01-06 03:40:27,21.3,416
2018-01-06 03:40:45,21.3,419
2018-01-06 03:41:09,21.3,419
2018-01-06 03:41:15,21.3,420
2018-01-06 03:41:33,21.3,423
2018-01-06 03:41:39,21.3,424
2018-01-06 03:41:51,21.3,424
2018-01-06 03:42:03,21.3,420
2018-01-06 03:42:15,21.3,416
2018-01-06 03:43:03,21.3,417
2018-01-06 03:43:27,21.3,418
2018-01-06 03:43:33,21.3,418
2018-01-06 03:44:27,21.3,419
2018-01-06 03:45:21,21.3,419
2018-01-06 03:45:33,21.3,419
2018-01-06 03:45:45,21.3,419
2018-01-06 03:45:51,21.3,419
2018-01-06 03:46:27,21.3,419
2018-01-06 03:46:33,21.3,419
2018-01-06 03:47:03,21.3,417
2018-01-06 03:47:21,21.3,413
