Power Five,Others,Power Five (1),Others (1),Power Five (2),Others (2),Power Five (3),Others (3)
415000.0,170000.0,430000.0,180000.0,500000.0,178500.0,500000.0,185000.0
400000.0,168920.0,430000.0,177228.0,495000.0,178500.0,500000.0,185000.0
400000.0,166830.0,424000.0,176800.0,490008.0,180285.0,500000.0,184850.0
400000.0,163002.0,426504.0,176750.0,487500.0,180000.0,500000.0,180000.0
400000.0,165000.0,425004.0,176750.0,481950.0,180000.0,500000.0,181000.0
400000.0,163863.0,425004.0,176000.0,481125.0,180000.0,500000.0,181000.0
400000.0,165000.0,410000.0,175104.0,480000.0,180000.0,500000.0,175972.0
400000.0,165000.0,425000.0,175440.0,479500.0,180000.0,500000.0,180000.0
400000.0,160000.0,425000.0,175000.0,475088.0,177228.0,500000.0,180000.0
400036.0,160000.0,425000.0,175000.0,475000.0,177228.0,500000.0,180000.0
400000.0,160000.0,421499.0,175000.0,470000.0,178500.0,500000.0,177228.0
400000.0,161500.0,420000.0,175000.0,474167.0,178500.0,500000.0,177228.0
400000.0,160925.0,420000.0,165000.0,470000.0,178500.0,500000.0,177228.0
400000.0,160925.0,414423.0,165147.0,472000.0,176750.0,500000.0,178680.0
400000.0,157500.0,415576.0,171482.0,472000.0,174320.0,490000.0,178680.0
400000.0,157500.0,417500.0,170000.0,460000.0,175000.0,487232.0,178449.0
395000.0,157500.0,415000.0,170000.0,460000.0,175000.0,482000.0,175008.0
384375.0,157500.0,416500.0,168482.0,457917.0,175000.0,482000.0,175885.0
380000.0,160015.0,415000.0,165000.0,450000.0,175000.0,478100.0,175000.0
380000.0,160015.0,415000.0,167000.0,455000.0,169903.0,475008.0,175000.0
385000.0,160015.0,412000.0,167000.0,454000.0,171700.0,475000.0,175000.0
385000.0,160000.0,411749.0,165000.0,449184.0,165000.0,475000.0,175000.0
385000.0,156510.0,411749.0,162228.0,450000.0,170000.0,470000.0,175000.0
385000.0,155500.0,411749.0,162228.0,450000.0,170000.0,470000.0,175000.0
379617.0,155000.0,410000.0,160008.0,450000.0,170000.0,465200.0,175000.0
377500.0,155000.0,410000.0,163002.0,450000.0,169000.0,465000.0,174520.0
370000.0,150000.0,403000.0,162000.0,450000.0,169000.0,463500.0,169903.0
376500.0,150964.0,405000.0,161885.0,450000.0,165468.0,460364.0,172550.0
375000.0,150964.0,405000.0,161000.0,450000.0,165000.0,460000.0,170000.0
375000.0,150964.0,405000.0,155500.0,445000.0,161716.0,460000.0,170000.0
370000.0,150590.0,405000.0,160000.0,442000.0,164004.0,455000.0,170000.0
370000.0,151000.0,400000.0,156060.0,441667.0,160008.0,455000.0,170000.0
370000.0,151000.0,400000.0,156000.0,440004.0,163008.0,454500.0,170000.0
368783.0,151000.0,403000.0,156000.0,440004.0,163000.0,454000.0,170000.0
367584.0,151000.0,400000.0,156000.0,439434.0,161450.0,454000.0,166250.0
350000.0,151000.0,400000.0,155000.0,440000.0,160000.0,450370.0,165000.0
360000.0,151000.0,400000.0,155000.0,440000.0,160000.0,452000.0,163224.0
360000.0,151000.0,400000.0,150000.0,439434.0,160000.0,451000.0,163000.0
358000.0,150854.0,400000.0,152788.0,439434.0,160000.0,450370.0,162400.0
350000.0,150367.0,400000.0,152788.0,436450.0,160000.0,450370.0,161250.0
357500.0,150000.0,400000.0,152788.0,435000.0,160000.0,450000.0,160000.0
350000.0,150000.0,400000.0,150000.0,435000.0,160000.0,450000.0,161000.0
357000.0,150000.0,400000.0,150000.0,425000.0,158000.0,450000.0,160000.0
350000.0,150000.0,400000.0,150000.0,430000.0,157790.0,450000.0,160000.0
355000.0,150000.0,400000.0,150000.0,429500.0,157000.0,450000.0,160000.0
355000.0,150000.0,400000.0,151000.0,429500.0,155823.0,450000.0,160000.0
351600.0,149000.0,400000.0,151000.0,425000.0,135000.0,450000.0,158000.0
351000.0,145008.0,400000.0,151000.0,425000.0,150000.0,450000.0,150000.0
350000.0,140000.0,400000.0,150000.0,425000.0,152672.0,450000.0,155730.0
350000.0,145000.0,399999.0,151000.0,425000.0,150000.0,445000.0,135000.0
330000.0,145000.0,395000.0,151000.0,425000.0,153000.0,440000.0,155000.0
340000.0,144000.0,388219.0,151000.0,425000.0,153000.0,436450.0,155000.0
340000.0,144000.0,390000.0,151000.0,420000.0,150000.0,434000.0,150000.0
345000.0,140352.0,372500.0,150000.0,420000.0,150000.0,422500.0,150000.0
345000.0,142500.0,375000.0,130050.0,424000.0,152208.0,430000.0,154100.0
340000.0,142500.0,382584.0,150000.0,420000.0,150000.0,430000.0,150000.0
340000.0,140000.0,375000.0,150000.0,420000.0,150000.0,425000.0,150000.0
337500.0,140000.0,380000.0,150000.0,420000.0,151350.0,425000.0,150000.0
335000.0,140000.0,365000.0,149677.0,417500.0,150985.0,425000.0,150000.0
335000.0,140000.0,375000.0,145656.0,413600.0,151000.0,425000.0,150000.0
333000.0,137717.0,367500.0,145008.0,412000.0,151000.0,425000.0,147780.0
333000.0,135000.0,375000.0,146450.0,410000.0,151000.0,422000.0,150000.0
332500.0,133460.0,376500.0,145000.0,410000.0,151000.0,421500.0,150000.0
325000.0,135660.0,376000.0,145000.0,410000.0,151000.0,420000.0,150000.0
330000.0,135660.0,375000.0,145000.0,410000.0,145008.0,420000.0,150000.0
325000.0,135400.0,375000.0,141500.0,407500.0,150000.0,420000.0,150000.0
330750.0,128700.0,375000.0,141376.0,390000.0,150000.0,420000.0,150000.0
310000.0,135000.0,370000.0,140000.0,403600.0,150000.0,420000.0,150000.0
310000.0,135000.0,370000.0,140000.0,403600.0,150000.0,417500.0,150000.0
325000.0,135000.0,367416.0,140000.0,403600.0,150000.0,410000.0,150000.0
325000.0,135000.0,365000.0,140000.0,400000.0,150000.0,410000.0,150000.0
325000.0,133250.0,365140.0,140000.0,401500.0,150000.0,410000.0,148000.0
325000.0,133250.0,365000.0,140000.0,400000.0,150000.0,410000.0,148000.0
325000.0,132000.0,362500.0,140000.0,400000.0,150000.0,410000.0,146000.0
325000.0,132000.0,360500.0,138000.0,400000.0,150000.0,405000.0,146676.0
325000.0,132420.0,355000.0,132000.0,400000.0,150000.0,400000.0,145600.0
318000.0,130000.0,360000.0,136393.0,400000.0,147200.0,400000.0,145018.0
324000.0,132420.0,355000.0,138000.0,400000.0,147610.0,400000.0,145000.0
320000.0,132700.0,358000.0,136393.0,400000.0,147610.0,400000.0,145000.0
320004.0,132600.0,355000.0,137700.0,400000.0,147088.0,400000.0,140000.0
320000.0,132110.0,355000.0,135000.0,400000.0,147087.0,400000.0,145000.0
318102.0,130000.0,355000.0,136885.0,400000.0,146750.0,400000.0,144854.0
315000.0,131815.0,350000.0,135762.0,400000.0,146676.0,400000.0,140256.0
315000.0,131815.0,351500.0,135500.0,400000.0,146000.0,400000.0,140000.0
315000.0,131747.0,351500.0,135400.0,399999.0,145600.0,400000.0,140256.0
307000.0,130148.0,350000.0,135000.0,395000.0,145000.0,400000.0,142100.0
307000.0,130148.0,350000.0,135000.0,395000.0,145000.0,400000.0,142400.0
297440.0,130000.0,350000.0,135000.0,382500.0,145000.0,400000.0,142100.0
306000.0,128071.0,350000.0,133750.0,385000.0,145000.0,400000.0,142000.0
300000.0,128125.0,350000.0,131708.0,385000.0,144854.0,400000.0,141750.0
300000.0,100008.0,350000.0,133908.0,383333.0,142400.0,400000.0,141466.0
305000.0,130000.0,350000.0,133620.0,381184.0,140000.0,400000.0,141466.0
305000.0,123260.0,350000.0,132000.0,381000.0,138550.0,400000.0,141143.0
300000.0,128125.0,350000.0,130148.0,380000.0,140400.0,400000.0,141000.0
300000.0,128125.0,347288.0,130148.0,376500.0,140000.0,400000.0,140180.0
300000.0,128004.0,345000.0,129800.0,376000.0,140000.0,400000.0,140000.0
301000.0,125000.0,345000.0,123844.0,375000.0,140000.0,400000.0,140000.0
300000.0,125000.0,345050.0,130050.0,375000.0,140000.0,399999.0,140000.0
300000.0,127504.0,337080.0,130400.0,375000.0,140000.0,375000.0,140000.0
300000.0,127500.0,342000.0,130000.0,375000.0,139735.0,375000.0,140000.0
300000.0,125000.0,340000.0,130000.0,375000.0,139077.0,375000.0,140000.0
300000.0,125000.0,340000.0,130000.0,375000.0,138375.0,375000.0,140000.0
300000.0,125885.0,330000.0,129950.0,375000.0,136000.0,375000.0,140000.0
300000.0,125772.0,340000.0,125000.0,375000.0,136000.0,375000.0,138000.0
300000.0,125000.0,339130.0,128125.0,370000.0,135406.0,375000.0,135262.0
300000.0,125004.0,338000.0,128750.0,365000.0,135406.0,375000.0,135005.0
300000.0,125000.0,330000.0,125008.0,365000.0,134493.0,375000.0,135000.0
299500.0,125000.0,330000.0,127930.0,364652.0,135013.0,375000.0,135000.0
297500.0,125000.0,320000.0,128004.0,363800.0,135000.0,375000.0,134930.0
290000.0,125000.0,335000.0,125000.0,355000.0,135000.0,375000.0,134350.0
291500.0,125000.0,333000.0,126250.0,360500.0,134813.0,375000.0,134350.0
210000.0,120890.0,310000.0,124000.0,360000.0,133000.0,375000.0,134350.0
295000.0,123250.0,325000.0,125000.0,360000.0,133000.0,375000.0,134350.0
291600.0,123000.0,325000.0,125000.0,360000.0,133000.0,370000.0,134350.0
291600.0,123000.0,326000.0,125000.0,355000.0,133000.0,370000.0,129669.0
290034.0,123000.0,320000.0,123600.0,355000.0,132600.0,360500.0,132000.0
290000.0,120000.0,325000.0,123500.0,355000.0,131529.0,360000.0,131529.0
288750.0,120000.0,325000.0,123000.0,353600.0,132500.0,360000.0,130008.0
286004.0,122400.0,325000.0,123250.0,340000.0,130000.0,360000.0,130000.0
285000.0,120000.0,325000.0,121200.0,350000.0,130000.0,360000.0,130000.0
280000.0,121000.0,325000.0,122750.0,350000.0,128125.0,360000.0,130000.0
282500.0,120000.0,323188.0,122604.0,350000.0,127500.0,357000.0,130000.0
281880.0,120000.0,320000.0,121500.0,350000.0,127500.0,356314.0,129975.0
275000.0,120000.0,320000.0,122400.0,350000.0,127500.0,348128.0,129907.0
280000.0,120000.0,320000.0,120000.0,350000.0,123844.0,350000.0,128125.0
280000.0,118800.0,320000.0,121829.0,350000.0,126947.0,350000.0,128851.0
280000.0,116780.0,320000.0,121000.0,350000.0,125004.0,350000.0,128750.0
275000.0,115296.0,317500.0,121200.0,350000.0,126250.0,350000.0,127680.0
275000.0,117800.0,317500.0,121200.0,350000.0,126250.0,350000.0,127680.0
275000.0,117500.0,310000.0,120800.0,350000.0,125211.0,350000.0,127680.0
275004.0,115000.0,312001.0,121000.0,350000.0,126000.0,350000.0,127333.0
275000.0,116699.0,308990.0,120000.0,350000.0,125004.0,350000.0,126875.0
275000.0,113961.0,313120.0,120000.0,347000.0,125000.0,350000.0,125211.0
275000.0,115961.0,312001.0,120000.0,345100.0,125000.0,350000.0,126072.0
275000.0,115000.0,312500.0,120000.0,340000.0,125000.0,350000.0,125000.0
275000.0,115000.0,312000.0,120000.0,340000.0,123624.0,350000.0,125000.0
275000.0,115000.0,311000.0,120000.0,339686.0,122000.0,350000.0,125000.0
275000.0,115000.0,310000.0,120000.0,339686.0,123650.0,350000.0,125000.0
275000.0,113772.0,310000.0,120000.0,338600.0,122900.0,350000.0,125000.0
275000.0,112200.0,305000.0,118772.0,340000.0,122900.0,350000.0,125000.0
275000.0,112000.0,305000.0,115296.0,340000.0,120000.0,350000.0,125000.0
275000.0,100000.0,300000.0,113961.0,340000.0,121200.0,350000.0,125000.0
275000.0,110004.0,302002.0,115500.0,340000.0,121200.0,350000.0,125000.0
275000.0,100008.0,300000.0,115596.0,339347.0,120000.0,350000.0,125000.0
270000.0,110000.0,300000.0,116000.0,336500.0,117780.0,348128.0,125000.0
265000.0,110000.0,300000.0,115000.0,335000.0,120000.0,346500.0,125000.0
265000.0,110964.0,302002.0,112200.0,335000.0,120000.0,345100.0,122900.0
260000.0,110000.0,300000.0,115000.0,335000.0,120000.0,337879.0,122900.0
265000.0,110350.0,302002.0,115000.0,329687.0,120000.0,340000.0,122793.0
265000.0,110000.0,301500.0,113770.0,320000.0,115008.0,340000.0,120000.0
265000.0,110000.0,300000.0,113268.0,329687.0,115296.0,340000.0,120575.0
263948.0,109000.0,300000.0,112200.0,330000.0,115596.0,337879.0,120000.0
260000.0,108000.0,300000.0,110004.0,329686.0,115596.0,336269.0,120000.0
260000.0,107625.0,300000.0,111768.0,325000.0,113961.0,335000.0,120000.0
262500.0,107500.0,300000.0,109600.0,325000.0,116773.0,335000.0,120000.0
262500.0,105040.0,300000.0,110964.0,325000.0,115500.0,334050.0,120000.0
262500.0,107000.0,300000.0,111225.0,325000.0,115000.0,330000.0,118981.0
259990.0,107000.0,300000.0,110000.0,325000.0,115000.0,330000.0,115296.0
259990.0,105000.0,300000.0,110000.0,325000.0,115000.0,330000.0,115000.0
261930.0,104380.0,295000.0,110350.0,325000.0,101460.0,327000.0,115500.0
260450.0,105569.0,287440.0,110055.0,325000.0,113210.0,326500.0,116152.0
260450.0,106056.0,294000.0,110055.0,310000.0,113210.0,326000.0,115000.0
260000.0,105000.0,288915.0,110000.0,320000.0,110000.0,325000.0,115000.0
260000.0,105000.0,286940.0,110000.0,319362.0,112913.0,325000.0,115000.0
258000.0,101600.0,286000.0,110000.0,318600.0,110000.0,325000.0,113000.0
256000.0,100004.0,280000.0,110000.0,312000.0,110000.0,325000.0,110000.0
250000.0,100968.0,280900.0,110000.0,315000.0,110000.0,325000.0,110000.0
250000.0,100968.0,275600.0,110000.0,315000.0,111000.0,325000.0,108816.0
255000.0,102500.0,275000.0,107000.0,314650.0,109620.0,325000.0,108816.0
255000.0,102000.0,275000.0,109040.0,310000.0,109530.0,325000.0,112000.0
255000.0,101500.0,276500.0,108250.0,310000.0,110000.0,325000.0,111925.0
255000.0,101016.0,275000.0,106056.0,311625.0,110000.0,325000.0,110500.0
250000.0,101000.0,275000.0,108000.0,310000.0,110000.0,322000.0,111000.0
250000.0,99050.0,275000.0,105000.0,310000.0,109973.0,320362.0,110000.0
253000.0,95004.0,275783.0,104000.0,310000.0,106800.0,316500.0,110000.0
253000.0,95004.0,275783.0,104000.0,305000.0,105000.0,315000.0,110000.0
249157.0,100000.0,270000.0,102000.0,308000.0,100008.0,315000.0,107000.0
251958.0,100000.0,275000.0,104000.0,300000.0,108780.0,313500.0,106867.0
251600.0,100000.0,275000.0,103600.0,300000.0,105000.0,311625.0,105000.0
250000.0,100000.0,275000.0,100733.0,300000.0,105000.0,310000.0,105000.0
250000.0,100000.0,275000.0,99280.0,300000.0,107968.0,310000.0,103236.0
251500.0,100000.0,275000.0,101016.0,301725.0,107100.0,308000.0,102628.0
251000.0,100000.0,275000.0,104000.0,301000.0,107000.0,305000.0,105000.0
251000.0,97420.0,275000.0,104000.0,300000.0,106800.0,305000.0,105000.0
251000.0,97392.0,275000.0,99966.0,300000.0,105092.0,304800.0,105000.0
250000.0,94639.0,272440.0,100008.0,300000.0,105000.0,304500.0,105000.0
250000.0,98500.0,272440.0,103031.0,300000.0,105000.0,300000.0,105000.0
250008.0,98000.0,270000.0,102813.0,300000.0,105000.0,302000.0,105000.0
250000.0,97375.0,269000.0,102780.0,300000.0,100008.0,300000.0,100008.0
250000.0,97375.0,269000.0,100008.0,300000.0,100733.0,301500.0,102000.0
250000.0,98000.0,265000.0,102000.0,300000.0,100000.0,301500.0,100000.0
250000.0,97510.0,265000.0,100000.0,300000.0,104004.0,301500.0,100000.0
250000.0,96900.0,265000.0,100187.0,300000.0,102000.0,300000.0,102180.0
250000.0,96000.0,265474.0,101968.0,300000.0,102000.0,300000.0,101845.0
250000.0,90000.0,265000.0,100000.0,300000.0,99966.0,300000.0,101500.0
250000.0,95000.0,265000.0,100800.0,300000.0,100000.0,300000.0,101000.0
250000.0,95000.0,260000.0,100000.0,300000.0,102500.0,300000.0,96780.0
250000.0,95000.0,260000.0,100000.0,300000.0,99280.0,300000.0,100000.0
249157.0,95000.0,257500.0,100000.0,295000.0,102000.0,300000.0,100081.0
245000.0,95000.0,260004.0,100000.0,295008.0,102000.0,300000.0,100008.0
239200.0,95000.0,260000.0,100000.0,295000.0,100000.0,300000.0,100008.0
239200.0,94559.0,260000.0,100000.0,294350.0,100000.0,300000.0,100008.0
236900.0,91500.0,260000.0,100000.0,290000.0,100000.0,300000.0,100000.0
236900.0,90000.0,260000.0,100000.0,291000.0,100000.0,300000.0,100000.0
236900.0,93500.0,260000.0,99000.0,289800.0,100000.0,300000.0,100000.0
238500.0,93250.0,258000.0,98000.0,289800.0,100000.0,300000.0,100000.0
236900.0,93250.0,252810.0,97000.0,290000.0,100000.0,300000.0,100000.0
240000.0,93250.0,252810.0,96900.0,290000.0,100000.0,300000.0,100000.0
238500.0,88002.0,257550.0,94500.0,288915.0,100000.0,300000.0,100000.0
241500.0,92700.0,257550.0,94500.0,286500.0,100000.0,299333.0,100000.0
243000.0,92000.0,256000.0,95004.0,285000.0,100000.0,295000.0,100000.0
240000.0,90000.0,250000.0,95000.0,280008.0,100000.0,294982.0,100000.0
241861.0,91290.0,250000.0,95000.0,280008.0,100000.0,294350.0,100000.0
241560.0,91800.0,250008.0,95000.0,280000.0,100000.0,292381.0,100000.0
240000.0,91800.0,250000.0,95000.0,280000.0,100000.0,291500.0,100000.0
240000.0,91483.0,251000.0,95000.0,279125.0,100000.0,290004.0,100000.0
240000.0,91483.0,251000.0,95000.0,279125.0,100000.0,290000.0,100000.0
240000.0,91125.0,251000.0,95000.0,279125.0,100000.0,290000.0,100000.0
240000.0,88008.0,251000.0,90000.0,276500.0,100000.0,287466.0,100000.0
235000.0,90000.0,251000.0,93800.0,275000.0,100000.0,285000.0,100000.0
235000.0,90000.0,251000.0,90000.0,275000.0,99000.0,285000.0,100000.0
236000.0,90000.0,251000.0,92700.0,275000.0,98800.0,285000.0,100000.0
231756.0,90000.0,250000.0,92156.0,275000.0,98385.0,285000.0,100000.0
230000.0,90000.0,250008.0,92150.0,275000.0,97004.0,283686.0,100000.0
230000.0,90000.0,250008.0,92150.0,275000.0,98000.0,282066.0,100000.0
230000.0,90000.0,250000.0,90000.0,271500.0,97400.0,280000.0,100000.0
230000.0,90000.0,250000.0,90000.0,270000.0,97375.0,280000.0,100000.0
230000.0,90000.0,250000.0,90000.0,270000.0,97375.0,279125.0,98500.0
225000.0,90000.0,250000.0,90000.0,265625.0,97000.0,275000.0,99323.0
227646.0,90000.0,250000.0,91800.0,265000.0,96900.0,275000.0,99323.0
225000.0,87500.0,250000.0,91800.0,260000.0,96900.0,275000.0,99292.0
226500.0,87500.0,250000.0,91800.0,264500.0,96800.0,275000.0,99239.0
226500.0,84656.0,250000.0,91540.0,264000.0,94500.0,275000.0,98880.0
226500.0,87000.0,250000.0,90000.0,264000.0,95000.0,275000.0,97400.0
226000.0,87500.0,250000.0,90000.0,264000.0,94500.0,275000.0,97206.0
225000.0,88026.0,250000.0,90000.0,263332.0,95000.0,275000.0,97206.0
220000.0,88026.0,250000.0,90678.0,260000.0,95478.0,275000.0,97065.0
220000.0,88026.0,250000.0,90600.0,257500.0,95478.0,275000.0,96900.0
225000.0,88002.0,250000.0,89250.0,260625.0,95373.0,275000.0,96900.0
225000.0,88000.0,250000.0,90500.0,260000.0,95004.0,275000.0,96800.0
225000.0,85000.0,250000.0,89000.0,260000.0,94002.0,272500.0,95508.0
225000.0,86650.0,250000.0,90000.0,260000.0,95000.0,270000.0,94500.0
225000.0,87179.0,245000.0,90000.0,260000.0,95000.0,270000.0,95000.0
225000.0,83000.0,242381.0,90000.0,260000.0,93000.0,269012.0,95000.0
225000.0,84165.0,240000.0,90000.0,258000.0,93871.0,265000.0,95000.0
225000.0,86938.0,240000.0,90000.0,256000.0,92976.0,266500.0,95000.0
