"BITSTAMP, x; COINBASE, x; ITBIT, x; KRAKEN, x; avg_btc_price_usd, x","BITSTAMP, y","COINBASE, y","ITBIT, y","KRAKEN, y","avg_btc_price_usd, y"
2012-02-26,4.924205379,,,,4.924205379
2012-02-27,5.0575776553,,,,5.0575776553
2012-02-28,5.0235497397,,,,5.0235497397
2012-02-29,4.945015382,,,,4.945015382
2012-03-01,4.9973187204,,,,4.9973187204
2012-03-02,4.742708081,,,,4.742708081
2012-03-03,4.6844214132,,,,4.6844214132
2012-03-04,4.7959821027,,,,4.7959821027
2012-03-05,4.9607177377,,,,4.9607177377
2012-03-06,4.9945900108,,,,4.9945900108
2012-03-07,5.0734606904,,,,5.0734606904
2012-03-08,4.9611069821,,,,4.9611069821
2012-03-09,5.0279247428,,,,5.0279247428
2012-03-10,4.8574396406,,,,4.8574396406
2012-03-11,4.9013389405,,,,4.9013389405
2012-03-12,4.9552242438,,,,4.9552242438
2012-03-13,5.057664061,,,,5.057664061
2012-03-14,5.3531764383,,,,5.3531764383
2012-03-15,5.3603767046,,,,5.3603767046
2012-03-16,5.3570219057,,,,5.3570219057
2012-03-17,5.3916923554,,,,5.3916923554
2012-03-18,5.3366141462,,,,5.3366141462
2012-03-19,5.0747839059,,,,5.0747839059
2012-03-20,4.8907420345,,,,4.8907420345
2012-03-21,4.9348087314,,,,4.9348087314
2012-03-22,4.8720490261,,,,4.8720490261
2012-03-23,4.6290846701,,,,4.6290846701
2012-03-24,4.8044067528,,,,4.8044067528
2012-03-25,4.5821999183,,,,4.5821999183
2012-03-26,4.5657506353,,,,4.5657506353
2012-03-27,4.7873441984,,,,4.7873441984
2012-03-28,4.8554717413,,,,4.8554717413
2012-03-29,4.8444518991,,,,4.8444518991
2012-03-30,4.8572311336,,,,4.8572311336
2012-03-31,4.9101694114,,,,4.9101694114
2012-04-01,4.7931255487,,,,4.7931255487
2012-04-02,4.9260484501,,,,4.9260484501
2012-04-03,4.9707378572,,,,4.9707378572
2012-04-04,4.9151939748,,,,4.9151939748
2012-04-05,4.9650235169,,,,4.9650235169
2012-04-06,4.8816179644,,,,4.8816179644
2012-04-07,4.7915946093,,,,4.7915946093
2012-04-08,4.7513081993,,,,4.7513081993
2012-04-09,4.773733426,,,,4.773733426
2012-04-10,4.8140529819,,,,4.8140529819
2012-04-11,4.8709636665,,,,4.8709636665
2012-04-12,4.8467106613,,,,4.8467106613
2012-04-13,4.8947674657,,,,4.8947674657
2012-04-14,4.9716515916,,,,4.9716515916
2012-04-15,4.9568820951,,,,4.9568820951
2012-04-16,4.9571367208,,,,4.9571367208
2012-04-17,4.9816110764,,,,4.9816110764
2012-04-18,5.1016757736,,,,5.1016757736
2012-04-19,5.1140575511,,,,5.1140575511
2012-04-20,5.1685248302,,,,5.1685248302
2012-04-21,5.2570350044,,,,5.2570350044
2012-04-22,5.2109909896,,,,5.2109909896
2012-04-23,5.1441933543,,,,5.1441933543
2012-04-24,5.0841889096,,,,5.0841889096
2012-04-25,5.0146401828,,,,5.0146401828
2012-04-26,5.0219848116,,,,5.0219848116
2012-04-27,5.0111189425,,,,5.0111189425
2012-04-28,4.9598238446,,,,4.9598238446
2012-04-29,4.8802097401,,,,4.8802097401
2012-04-30,4.946262214,,,,4.946262214
2012-05-01,4.9742392138,,,,4.9742392138
2012-05-02,5.0747605644,,,,5.0747605644
2012-05-03,5.1058714956,,,,5.1058714956
2012-05-04,5.1149578255,,,,5.1149578255
2012-05-05,5.0657851803,,,,5.0657851803
2012-05-06,5.0526485849,,,,5.0526485849
2012-05-07,5.0344552071,,,,5.0344552071
2012-05-08,5.046195397,,,,5.046195397
2012-05-09,5.0385529559,,,,5.0385529559
2012-05-10,4.9907099767,,,,4.9907099767
2012-05-11,4.9266920954,,,,4.9266920954
2012-05-12,4.9268707865,,,,4.9268707865
2012-05-13,4.9417874851,,,,4.9417874851
2012-05-14,4.9265588519,,,,4.9265588519
2012-05-15,4.9639538858,,,,4.9639538858
2012-05-16,5.0108555369,,,,5.0108555369
2012-05-17,5.0252633252,,,,5.0252633252
2012-05-18,5.0494701186,,,,5.0494701186
2012-05-19,5.0686557557,,,,5.0686557557
2012-05-20,5.0739926051,,,,5.0739926051
2012-05-21,5.0594632266,,,,5.0594632266
2012-05-22,5.0512514111,,,,5.0512514111
2012-05-23,5.0640888524,,,,5.0640888524
2012-05-24,5.0922083364,,,,5.0922083364
2012-05-25,5.0874949858,,,,5.0874949858
2012-05-26,5.0883760855,,,,5.0883760855
2012-05-27,5.0537987107,,,,5.0537987107
2012-05-28,5.0789805486,,,,5.0789805486
2012-05-29,5.0702165517,,,,5.0702165517
2012-05-30,5.1201059235,,,,5.1201059235
2012-05-31,5.1288881617,,,,5.1288881617
2012-06-01,5.2094997422,,,,5.2094997422
2012-06-02,5.19455918,,,,5.19455918
2012-06-03,5.1930081707,,,,5.1930081707
2012-06-04,5.1846137748,,,,5.1846137748
2012-06-05,5.3630197749,,,,5.3630197749
2012-06-06,5.4368487963,,,,5.4368487963
2012-06-07,5.4727546059,,,,5.4727546059
2012-06-08,5.56445249,,,,5.56445249
2012-06-09,5.5739507723,,,,5.5739507723
2012-06-10,5.4643322738,,,,5.4643322738
2012-06-11,5.4598262221,,,,5.4598262221
2012-06-12,5.8690354147,,,,5.8690354147
2012-06-13,5.8578167192,,,,5.8578167192
2012-06-14,5.8408297952,,,,5.8408297952
2012-06-15,5.8602092443,,,,5.8602092443
2012-06-16,6.3633040489,,,,6.3633040489
2012-06-17,6.3178950333,,,,6.3178950333
2012-06-18,6.1446642376,,,,6.1446642376
2012-06-19,6.4124093139,,,,6.4124093139
2012-06-20,6.5353360998,,,,6.5353360998
2012-06-21,6.658067951,,,,6.658067951
2012-06-22,6.6106853608,,,,6.6106853608
2012-06-23,6.4453483502,,,,6.4453483502
2012-06-24,6.3944761166,,,,6.3944761166
2012-06-25,6.2461793107,,,,6.2461793107
2012-06-26,6.3328944826,,,,6.3328944826
2012-06-27,6.539048795,,,,6.539048795
2012-06-28,6.2756293953,,,,6.2756293953
2012-06-29,6.5100062454,,,,6.5100062454
2012-06-30,6.5254497427,,,,6.5254497427
2012-07-01,6.5517820211,,,,6.5517820211
2012-07-02,6.5892241539,,,,6.5892241539
2012-07-03,6.5701045112,,,,6.5701045112
2012-07-04,6.4749729896,,,,6.4749729896
2012-07-05,6.6041780865,,,,6.6041780865
2012-07-06,6.521873838,,,,6.521873838
2012-07-07,6.6654530727,,,,6.6654530727
2012-07-08,6.6037486396,,,,6.6037486396
2012-07-09,6.7943320591,,,,6.7943320591
2012-07-10,7.0256756514,,,,7.0256756514
2012-07-11,7.1120115535,,,,7.1120115535
2012-07-12,7.1830716634,,,,7.1830716634
2012-07-13,7.5913088969,,,,7.5913088969
2012-07-14,7.5393238694,,,,7.5393238694
2012-07-15,7.5019340145,,,,7.5019340145
2012-07-16,7.6392078556,,,,7.6392078556
2012-07-17,8.2032078703,,,,8.2032078703
2012-07-18,8.7295950199,,,,8.7295950199
2012-07-19,9.0596277563,,,,9.0596277563
2012-07-20,8.1851381528,,,,8.1851381528
2012-07-21,8.6335517152,,,,8.6335517152
2012-07-22,8.572671613,,,,8.572671613
2012-07-23,8.5949947738,,,,8.5949947738
2012-07-24,8.5828738653,,,,8.5828738653
2012-07-25,8.5109476835,,,,8.5109476835
2012-07-26,8.6248233621,,,,8.6248233621
2012-07-27,8.8646472443,,,,8.8646472443
2012-07-28,8.9047928108,,,,8.9047928108
2012-07-29,8.7313322413,,,,8.7313322413
2012-07-30,8.6970770805,,,,8.6970770805
2012-07-31,9.1673512413,,,,9.1673512413
2012-08-01,9.3275312049,,,,9.3275312049
2012-08-02,9.5773628618,,,,9.5773628618
2012-08-03,10.7800070425,,,,10.7800070425
2012-08-04,10.7487050683,,,,10.7487050683
2012-08-05,10.4545508089,,,,10.4545508089
2012-08-06,10.7371531318,,,,10.7371531318
2012-08-07,10.7659321357,,,,10.7659321357
2012-08-08,10.8952715683,,,,10.8952715683
2012-08-09,11.2098204209,,,,11.2098204209
2012-08-10,11.096739241,,,,11.096739241
2012-08-11,11.3150631368,,,,11.3150631368
2012-08-12,11.4659768247,,,,11.4659768247
2012-08-13,11.6295231094,,,,11.6295231094
2012-08-14,12.0496962316,,,,12.0496962316
2012-08-15,12.5065510731,,,,12.5065510731
2012-08-16,13.3036774458,,,,13.3036774458
2012-08-17,14.2476034723,,,,14.2476034723
2012-08-18,11.6262854789,,,,11.6262854789
2012-08-19,8.9774723516,,,,8.9774723516
2012-08-20,9.0631897225,,,,9.0631897225
2012-08-21,10.1447022065,,,,10.1447022065
2012-08-22,10.2995893283,,,,10.2995893283
2012-08-23,9.9972132366,,,,9.9972132366
2012-08-24,10.1157765929,,,,10.1157765929
2012-08-25,10.4018510301,,,,10.4018510301
2012-08-26,10.4774874534,,,,10.4774874534
2012-08-27,11.1210192881,,,,11.1210192881
2012-08-28,10.9477780892,,,,10.9477780892
2012-08-29,10.7797137579,,,,10.7797137579
2012-08-30,10.7220535187,,,,10.7220535187
2012-08-31,10.296391581,,,,10.296391581
2012-09-01,9.9657996113,,,,9.9657996113
2012-09-02,9.9156543151,,,,9.9156543151
2012-09-03,10.3263902291,,,,10.3263902291
2012-09-04,10.3226336288,,,,10.3226336288
2012-09-05,10.4798603588,,,,10.4798603588
2012-09-06,10.8722278704,,,,10.8722278704
2012-09-07,11.0071460006,,,,11.0071460006
2012-09-08,10.8836002449,,,,10.8836002449
2012-09-09,10.9004084527,,,,10.9004084527
2012-09-10,10.9033508446,,,,10.9033508446
2012-09-11,10.7924392654,,,,10.7924392654
2012-09-12,11.017483099,,,,11.017483099
2012-09-13,11.2659579013,,,,11.2659579013
2012-09-14,11.3354499274,,,,11.3354499274
2012-09-15,11.5474178924,,,,11.5474178924
2012-09-16,11.6658458518,,,,11.6658458518
2012-09-17,11.7362796594,,,,11.7362796594
2012-09-18,11.8725066469,,,,11.8725066469
2012-09-19,12.30938714,,,,12.30938714
2012-09-20,12.4291648964,,,,12.4291648964
2012-09-21,12.1706843274,,,,12.1706843274
2012-09-22,12.066135219,,,,12.066135219
2012-09-23,11.9022801918,,,,11.9022801918
2012-09-24,11.862035413,,,,11.862035413
2012-09-25,11.886503098,,,,11.886503098
2012-09-26,12.0295919822,,,,12.0295919822
2012-09-27,12.1108732057,,,,12.1108732057
2012-09-28,12.0303063219,,,,12.0303063219
2012-09-29,12.2099633544,,,,12.2099633544
2012-09-30,12.1906410356,,,,12.1906410356
2012-10-01,12.0211888171,,,,12.0211888171
2012-10-02,12.4530595326,,,,12.4530595326
2012-10-03,12.7854707028,,,,12.7854707028
2012-10-04,12.7028611294,,,,12.7028611294
2012-10-05,12.3361553542,,,,12.3361553542
2012-10-06,12.4181653973,,,,12.4181653973
2012-10-07,11.9939318344,,,,11.9939318344
2012-10-08,11.0757648505,,,,11.0757648505
2012-10-09,11.9406978956,,,,11.9406978956
2012-10-10,11.9753078313,,,,11.9753078313
2012-10-11,11.8253988271,,,,11.8253988271
2012-10-12,11.9990838952,,,,11.9990838952
2012-10-13,11.9111440146,,,,11.9111440146
2012-10-14,11.8417431269,,,,11.8417431269
2012-10-15,11.4817117276,,,,11.4817117276
2012-10-16,11.6081989682,,,,11.6081989682
2012-10-17,11.6912051907,,,,11.6912051907
2012-10-18,11.7840314574,,,,11.7840314574
2012-10-19,11.7218031701,,,,11.7218031701
2012-10-20,11.6237310338,,,,11.6237310338
2012-10-21,11.45165443,,,,11.45165443
2012-10-22,11.4820083908,,,,11.4820083908
2012-10-23,11.501261847,,,,11.501261847
2012-10-24,11.3631476982,,,,11.3631476982
2012-10-25,11.016714307,,,,11.016714307
2012-10-26,10.3632592426,,,,10.3632592426
2012-10-27,9.9872304809,,,,9.9872304809
2012-10-28,10.522492712,,,,10.522492712
2012-10-29,10.6175843468,,,,10.6175843468
2012-10-30,10.664163017,,,,10.664163017
2012-10-31,10.8424116066,,,,10.8424116066
2012-11-01,10.9162492289,,,,10.9162492289
2012-11-02,10.6824819607,,,,10.6824819607
2012-11-03,10.5454882296,,,,10.5454882296
2012-11-04,10.5086863583,,,,10.5086863583
2012-11-05,10.5988316223,,,,10.5988316223
2012-11-06,10.6448569494,,,,10.6448569494
2012-11-07,10.684161084,,,,10.684161084
2012-11-08,10.5809264593,,,,10.5809264593
2012-11-09,10.7672538578,,,,10.7672538578
2012-11-10,10.7786402809,,,,10.7786402809
2012-11-11,10.7281499877,,,,10.7281499877
2012-11-12,10.8515345092,,,,10.8515345092
2012-11-13,10.9077128866,,,,10.9077128866
2012-11-14,10.9135703832,,,,10.9135703832
2012-11-15,10.974924158,,,,10.974924158
2012-11-16,11.1706654627,,,,11.1706654627
2012-11-17,11.5351988748,,,,11.5351988748
2012-11-18,11.469724182,,,,11.469724182
2012-11-19,11.3738163754,,,,11.3738163754
2012-11-20,11.5953450161,,,,11.5953450161
2012-11-21,11.5155835487,,,,11.5155835487
2012-11-22,11.8135866494,,,,11.8135866494
2012-11-23,12.0592980847,,,,12.0592980847
2012-11-24,12.1713966896,,,,12.1713966896
2012-11-25,12.2867365973,,,,12.2867365973
2012-11-26,12.2170232223,,,,12.2170232223
2012-11-27,11.9895569544,,,,11.9895569544
2012-11-28,12.1586216664,,,,12.1586216664
2012-11-29,12.2783979872,,,,12.2783979872
2012-11-30,12.3421433586,,,,12.3421433586
2012-12-01,12.4048489913,,,,12.4048489913
2012-12-02,12.3741171416,,,,12.3741171416
2012-12-03,12.4424025601,,,,12.4424025601
2012-12-04,12.7138427861,,,,12.7138427861
2012-12-05,13.1233227383,,,,13.1233227383
2012-12-06,13.2840502711,,,,13.2840502711
2012-12-07,13.3333487245,,,,13.3333487245
2012-12-08,13.332347649,,,,13.332347649
2012-12-09,13.1998747468,,,,13.1998747468
2012-12-10,13.2511933752,,,,13.2511933752
2012-12-11,13.315604276,,,,13.315604276
2012-12-12,13.3950579349,,,,13.3950579349
2012-12-13,13.3369190303,,,,13.3369190303
2012-12-14,13.6673093505,,,,13.6673093505
2012-12-15,13.3252973609,,,,13.3252973609
2012-12-16,13.3390242715,,,,13.3390242715
2012-12-17,13.0355782506,,,,13.0355782506
2012-12-18,13.0281808519,,,,13.0281808519
2012-12-19,13.213337635,,,,13.213337635
2012-12-20,13.3022548164,,,,13.3022548164
2012-12-21,13.2541122691,,,,13.2541122691
2012-12-22,13.2316188015,,,,13.2316188015
2012-12-23,13.133109271,,,,13.133109271
2012-12-24,13.0960454234,,,,13.0960454234
2012-12-25,13.1522037585,,,,13.1522037585
2012-12-26,13.0559545522,,,,13.0559545522
2012-12-27,13.0848089474,,,,13.0848089474
2012-12-28,13.1454275705,,,,13.1454275705
2012-12-29,13.2190543763,,,,13.2190543763
2012-12-30,13.234453439,,,,13.234453439
2012-12-31,13.1682666744,,,,13.1682666744
2013-01-01,13.0077229833,,,,13.0077229833
2013-01-02,13.0994193563,,,,13.0994193563
2013-01-03,13.131476663,,,,13.131476663
2013-01-04,13.0967234039,,,,13.0967234039
2013-01-05,13.1334492229,,,,13.1334492229
2013-01-06,13.1040636804,,,,13.1040636804
2013-01-07,13.1482951593,,,,13.1482951593
2013-01-08,13.3359577164,,,,13.3359577164
2013-01-09,13.4169206013,,,,13.4169206013
2013-01-10,13.7985869948,,,,13.7985869948
2013-01-11,13.9751643492,,,,13.9751643492
2013-01-12,13.9368275177,,,,13.9368275177
2013-01-13,13.7443864218,,,,13.7443864218
2013-01-14,13.9461438562,,,,13.9461438562
2013-01-15,14.141448862,,,,14.141448862
2013-01-16,14.4043526733,,,,14.4043526733
2013-01-17,14.945745442,,,,14.945745442
2013-01-18,15.4722583963,,,,15.4722583963
2013-01-19,15.4001384809,,,,15.4001384809
2013-01-20,15.5193734534,,,,15.5193734534
2013-01-21,16.2979958097,,,,16.2979958097
2013-01-22,17.2184943604,,,,17.2184943604
2013-01-23,17.2819059086,,,,17.2819059086
2013-01-24,18.0921572559,,,,18.0921572559
2013-01-25,17.104691871,,,,17.104691871
2013-01-26,17.0505450877,,,,17.0505450877
2013-01-27,17.4613140135,,,,17.4613140135
2013-01-28,18.0299600693,,,,18.0299600693
2013-01-29,19.1713945199,,,,19.1713945199
2013-01-30,19.1119450805,,,,19.1119450805
2013-01-31,20.088257196,,,,20.088257196
2013-02-01,20.5822832589,,,,20.5822832589
2013-02-02,19.6683949058,,,,19.6683949058
2013-02-03,20.1764151844,,,,20.1764151844
2013-02-04,20.430622002,,,,20.430622002
2013-02-05,20.3951455532,,,,20.3951455532
2013-02-06,20.7892677752,,,,20.7892677752
2013-02-07,21.2619721355,,,,21.2619721355
2013-02-08,22.2938241045,,,,22.2938241045
2013-02-09,22.695563949,,,,22.695563949
2013-02-10,23.4186641351,,,,23.4186641351
2013-02-11,23.6266613528,,,,23.6266613528
2013-02-12,24.9513059212,,,,24.9513059212
2013-02-13,25.5591074511,,,,25.5591074511
2013-02-14,25.29037311,,,,25.29037311
2013-02-15,27.1582818417,,,,27.1582818417
2013-02-16,27.0934805685,,,,27.0934805685
2013-02-17,26.2202766028,,,,26.2202766028
2013-02-18,26.6749427656,,,,26.6749427656
2013-02-19,28.2155390588,,,,28.2155390588
2013-02-20,29.630297508,,,,29.630297508
2013-02-21,29.9058237561,,,,29.9058237561
2013-02-22,30.5073668757,,,,30.5073668757
2013-02-23,28.9733952756,,,,28.9733952756
2013-02-24,29.7708433211,,,,29.7708433211
2013-02-25,30.2363037015,,,,30.2363037015
2013-02-26,30.9380818817,,,,30.9380818817
2013-02-27,31.2043509136,,,,31.2043509136
2013-02-28,33.0992193229,,,,33.0992193229
2013-03-01,34.0998627891,,,,34.0998627891
2013-03-02,34.1310310132,,,,34.1310310132
2013-03-03,34.1677451385,,,,34.1677451385
2013-03-04,35.3871610853,,,,35.3871610853
2013-03-05,39.3791237678,,,,39.3791237678
2013-03-06,46.3859651721,,,,46.3859651721
2013-03-07,40.3588642075,,,,40.3588642075
2013-03-08,42.8146756125,,,,42.8146756125
2013-03-09,44.2990528544,,,,44.2990528544
2013-03-10,46.2887120925,,,,46.2887120925
2013-03-11,47.2538969066,,,,47.2538969066
2013-03-12,43.3055797104,,,,43.3055797104
2013-03-13,46.1987338613,,,,46.1987338613
2013-03-14,47.3891044486,,,,47.3891044486
2013-03-15,47.0992645282,,,,47.0992645282
2013-03-16,46.8075733621,,,,46.8075733621
2013-03-17,46.9895527129,,,,46.9895527129
2013-03-18,48.1449073248,,,,48.1449073248
2013-03-19,55.2792402931,,,,55.2792402931
2013-03-20,61.9237907212,,,,61.9237907212
2013-03-21,70.6705457028,,,,70.6705457028
2013-03-22,70.6586505175,,,,70.6586505175
2013-03-23,61.0695926097,,,,61.0695926097
2013-03-24,68.7777281485,,,,68.7777281485
2013-03-25,73.2181837015,,,,73.2181837015
2013-03-26,79.5421426393,,,,79.5421426393
2013-03-27,86.9892658446,,,,86.9892658446
2013-03-28,90.1065302685,,,,90.1065302685
2013-03-29,89.8633278478,,,,89.8633278478
2013-03-30,92.8724369442,,,,92.8724369442
2013-03-31,94.1735488963,,,,94.1735488963
2013-04-01,99.6089394642,,,,99.6089394642
2013-04-02,109.208474995,,,,109.208474995
2013-04-03,129.444437993,,,,129.444437993
2013-04-04,132.487568009,,,,132.487568009
2013-04-05,140.075504056,,,,140.075504056
2013-04-06,141.669015017,,,,141.669015017
2013-04-07,153.159275565,,,,153.159275565
2013-04-08,182.072800633,,,,182.072800633
2013-04-09,214.856467019,,,,214.856467019
2013-04-10,174.620023277,,,,174.620023277
2013-04-11,106.305918583,,,,106.305918583
2013-04-12,75.9013600595,,,,75.9013600595
2013-04-13,101.515521168,,,,101.515521168
2013-04-14,95.1077609332,,,,95.1077609332
2013-04-15,86.1154881127,,,,86.1154881127
2013-04-16,65.3974936351,,,,65.3974936351
2013-04-17,84.5162919376,,,,84.5162919376
2013-04-18,96.7675003237,,,,96.7675003237
2013-04-19,118.201121538,,,,118.201121538
2013-04-20,122.745095682,,,,122.745095682
2013-04-21,117.177073115,,,,117.177073115
2013-04-22,120.88832076,,,,120.88832076
2013-04-23,130.990492207,,,,130.990492207
