"Temperature, x; RH, x","Temperature, y","RH, y"
2017-12-31 09:10:06.153971,18.6964343262,39.6371307373
2017-12-31 09:15:05.571925,18.6964343262,39.6352233887
2017-12-31 09:20:05.510101,18.6991156006,39.6352233887
2017-12-31 09:25:05.973989,18.6964343262,40.6232299805
2017-12-31 09:30:05.414886,18.6991156006,40.6232299805
2017-12-31 09:35:07.968813,18.6991156006,40.6232299805
2017-12-31 09:40:06.243306,18.6991156006,40.1292266846
2017-12-31 09:45:05.357057,18.6991156006,41.119140625
2017-12-31 09:50:05.776023,18.6991156006,41.119140625
2017-12-31 09:55:06.248700,19.388203125,41.1248626709
2017-12-31 10:00:05.669826,18.6991156006,40.6289520264
2017-12-31 10:05:06.084650,19.388203125,41.1229553223
2017-12-31 10:10:05.501633,19.3908843994,41.119140625
2017-12-31 10:15:05.898470,19.3962469482,48.5597076416
2017-12-31 10:20:05.770788,19.3935656738,47.071975708
2017-12-31 10:25:06.242952,19.3908843994,41.6169586182
2017-12-31 10:30:05.676854,19.388203125,41.6188659668
2017-12-31 10:35:07.517014,19.3908843994,42.6068725586
2017-12-31 10:40:05.945032,19.3908843994,42.6087799072
2017-12-31 10:45:05.395443,19.3935656738,42.6106872559
2017-12-31 10:50:05.351941,19.3935656738,42.6125946045
2017-12-31 10:55:05.805134,19.3935656738,44.0946044922
2017-12-31 11:00:05.260691,19.3935656738,44.0946044922
2017-12-31 11:05:05.834011,19.3935656738,44.5924224854
2017-12-31 11:10:05.279616,19.3962469482,44.0946044922
2017-12-31 11:15:05.727654,19.3962469482,44.0984191895
2017-12-31 11:20:05.801104,19.3935656738,43.108505249
2017-12-31 11:25:05.815757,19.3935656738,45.0864257812
2017-12-31 11:30:05.856623,19.3935656738,44.5924224854
2017-12-31 11:35:08.335505,19.3935656738,49.0556182861
2017-12-31 11:40:05.780446,19.3935656738,45.5842437744
2017-12-31 11:45:06.238852,19.3935656738,45.0921478271
2017-12-31 11:50:06.231343,19.3962469482,45.5842437744
2017-12-31 11:55:05.372377,19.3962469482,45.5823364258
2017-12-31 12:00:05.857679,19.3962469482,45.5823364258
2017-12-31 12:05:05.973939,19.3962469482,45.0902404785
2017-12-31 12:10:05.403509,19.3962469482,46.0782470703
2017-12-31 12:15:05.892796,19.3935656738,45.5823364258
2017-12-31 12:20:05.482017,19.3962469482,45.0921478271
2017-12-31 12:25:05.935037,19.3962469482,45.0921478271
2017-12-31 12:30:05.375919,20.0853344727,45.0883331299
2017-12-31 12:35:27.587845,19.3962469482,45.0883331299
2017-12-31 12:40:06.045317,19.3962469482,45.0883331299
2017-12-31 12:45:05.463590,19.3962469482,44.5962371826
2017-12-31 12:50:05.842009,20.0853344727,46.5798797607
2017-12-31 12:55:05.271513,20.0880157471,45.586151123
2017-12-31 13:00:05.719693,20.0880157471,44.5962371826
2017-12-31 13:05:06.054752,20.0880157471,45.0902404785
2017-12-31 13:10:05.517555,20.0880157471,45.5842437744
2017-12-31 13:15:05.942837,20.0880157471,45.0921478271
2017-12-31 13:20:05.519434,20.0880157471,45.0921478271
2017-12-31 13:25:05.974713,20.0906970215,45.0883331299
2017-12-31 13:30:05.452664,20.0880157471,45.0864257812
2017-12-31 13:35:08.321970,20.0906970215,45.0921478271
2017-12-31 13:40:05.805384,20.0906970215,44.5962371826
2017-12-31 13:45:05.288506,20.0933782959,51.5351715088
2017-12-31 13:50:05.483890,20.0880157471,45.0883331299
2017-12-31 13:55:05.908464,20.0906970215,45.0883331299
2017-12-31 14:00:05.410776,20.0906970215,44.594329834
2017-12-31 14:05:05.407905,20.0880157471,46.5741577148
2017-12-31 14:10:05.829045,20.0880157471,44.1003265381
2017-12-31 14:15:05.293609,20.0880157471,44.5924224854
2017-12-31 14:20:06.099413,20.0853344727,45.0864257812
2017-12-31 14:25:05.542250,20.0853344727,45.5842437744
2017-12-31 14:30:05.987942,19.3962469482,44.1003265381
2017-12-31 14:35:08.248750,20.0853344727,47.071975708
2017-12-31 14:40:05.729767,19.3935656738,45.0864257812
2017-12-31 14:45:06.200783,19.3935656738,44.5962371826
2017-12-31 14:50:05.740511,19.3935656738,45.0883331299
2017-12-31 14:55:06.202419,19.3962469482,44.5924224854
2017-12-31 15:00:05.460017,20.0853344727,44.5962371826
2017-12-31 15:05:06.092748,20.0853344727,45.0864257812
2017-12-31 15:10:05.548296,20.0853344727,45.0902404785
2017-12-31 15:15:06.002396,20.0853344727,44.594329834
2017-12-31 15:20:06.036021,20.0880157471,44.5924224854
2017-12-31 15:25:05.481428,20.0880157471,44.5924224854
2017-12-31 15:30:05.914970,20.0906970215,51.0411682129
2017-12-31 15:35:07.628912,20.0880157471,44.594329834
2017-12-31 15:40:06.102281,20.0880157471,44.5905151367
2017-12-31 15:45:05.806220,20.0880157471,44.5962371826
2017-12-31 15:50:05.596433,20.0880157471,44.1003265381
2017-12-31 15:55:06.043485,20.0880157471,44.5905151367
2017-12-31 16:00:05.496527,20.0880157471,44.5962371826
2017-12-31 16:05:05.539332,20.0880157471,44.5924224854
2017-12-31 16:10:05.997020,20.0880157471,45.0902404785
2017-12-31 16:15:05.442363,20.0880157471,44.5962371826
2017-12-31 16:20:05.837635,20.0880157471,44.5962371826
2017-12-31 16:25:05.251295,20.0853344727,50.547164917
2017-12-31 16:30:05.659510,20.0880157471,44.5924224854
2017-12-31 16:35:08.063855,20.0880157471,47.071975708
2017-12-31 16:40:05.497371,20.0880157471,45.0921478271
2017-12-31 16:45:05.951041,20.0880157471,45.5823364258
2017-12-31 16:50:05.459106,20.0880157471,44.0984191895
2017-12-31 16:55:05.932782,20.0880157471,44.594329834
2017-12-31 17:00:05.396237,20.0880157471,44.5905151367
2017-12-31 17:05:06.108680,20.0906970215,46.0801544189
2017-12-31 17:10:05.592527,20.0906970215,52.5269927979
2017-12-31 17:15:06.047971,20.0906970215,47.0700683594
2017-12-31 17:20:05.648013,20.0906970215,45.0864257812
2017-12-31 17:25:06.121808,20.0906970215,44.0965118408
2017-12-31 17:30:05.591210,20.0880157471,49.5534362793
2017-12-31 17:35:07.928489,20.0906970215,49.5515289307
2017-12-31 17:40:05.916010,20.0880157471,48.5635223389
2017-12-31 17:45:05.359922,20.0880157471,43.1046905518
2017-12-31 17:50:05.354826,20.0906970215,44.594329834
2017-12-31 17:55:05.846190,20.0906970215,46.0820617676
2017-12-31 18:00:05.332194,20.0906970215,52.0291748047
2017-12-31 18:05:05.327739,20.0880157471,41.6207733154
2017-12-31 18:10:05.789412,20.0880157471,48.5597076416
2017-12-31 18:15:05.230285,20.0880157471,41.1229553223
2017-12-31 18:20:06.115397,20.0880157471,41.1248626709
2017-12-31 18:25:05.570505,20.0880157471,40.6251373291
2017-12-31 18:30:06.044698,20.0880157471,41.1210479736
2017-12-31 18:35:07.665995,20.0880157471,40.6251373291
2017-12-31 18:40:06.128070,20.0880157471,40.1311340332
2017-12-31 18:45:05.674250,20.0880157471,40.6232299805
2017-12-31 18:50:05.491079,20.0853344727,41.6188659668
2017-12-31 18:55:05.957810,19.3935656738,41.1210479736
2017-12-31 19:00:05.419500,19.3935656738,42.1147766113
2017-12-31 19:05:05.780553,19.3908843994,42.1128692627
2017-12-31 19:10:05.193933,19.3962469482,41.1248626709
2017-12-31 19:15:05.607148,19.3935656738,42.11668396
2017-12-31 19:20:05.392981,19.3935656738,48.557800293
2017-12-31 19:25:05.870455,19.3908843994,42.1147766113
2017-12-31 19:30:05.277126,19.3908843994,42.11668396
2017-12-31 19:35:08.074052,19.3908843994,42.1128692627
2017-12-31 19:40:05.550873,19.3962469482,42.1147766113
2017-12-31 19:45:05.978533,19.3935656738,47.5717010498
2017-12-31 19:50:06.174066,19.3935656738,40.6232299805
2017-12-31 19:55:05.673120,19.3962469482,48.5616149902
2017-12-31 20:00:06.166115,20.0853344727,45.5823364258
2017-12-31 20:05:05.396408,20.0880157471,40.1273193359
2017-12-31 20:10:05.852944,20.0880157471,41.119140625
2017-12-31 20:15:05.333568,20.0906970215,40.1311340332
2017-12-31 20:20:06.128739,20.0880157471,39.6314086914
2017-12-31 20:25:05.612500,20.0906970215,40.1273193359
2017-12-31 20:30:06.104927,20.0906970215,42.6125946045
2017-12-31 20:35:07.876315,20.0933782959,46.5798797607
2017-12-31 20:40:05.367074,20.0933782959,46.5760650635
2017-12-31 20:45:05.897732,20.0933782959,42.6087799072
2017-12-31 20:50:05.539441,20.0933782959,40.6232299805
2017-12-31 20:55:06.001738,20.7824658203,46.0782470703
2017-12-31 21:00:05.432924,20.7824658203,41.1248626709
2017-12-31 21:05:05.324777,20.7824658203,48.0657043457
2017-12-31 21:10:05.820051,20.0906970215,41.6150512695
2017-12-31 21:15:05.307907,20.0933782959,43.6025085449
2017-12-31 21:20:06.246179,20.0880157471,45.5880584717
2017-12-31 21:25:05.709676,20.0906970215,46.5760650635
2017-12-31 21:30:06.188424,20.0906970215,39.6352233887
2017-12-31 21:35:08.095071,20.0933782959,40.6270446777
2017-12-31 21:40:05.607846,20.0933782959,50.547164917
2017-12-31 21:45:06.096328,20.0906970215,40.1273193359
2017-12-31 21:50:05.298179,20.0933782959,43.6025085449
2017-12-31 21:55:05.777975,20.0933782959,42.1109619141
2017-12-31 22:00:05.225235,20.0906970215,42.1147766113
2017-12-31 22:05:05.702376,20.0906970215,41.1210479736
2017-12-31 22:10:06.121821,20.0906970215,42.6087799072
2017-12-31 22:15:05.585147,20.0933782959,45.586151123
2017-12-31 22:20:05.599918,20.0906970215,43.6044158936
2017-12-31 22:25:06.065661,20.0880157471,44.0946044922
2017-12-31 22:30:05.537265,20.0880157471,42.1128692627
2017-12-31 22:35:07.922517,20.0906970215,41.6150512695
2017-12-31 22:40:05.402289,20.0906970215,43.6025085449
2017-12-31 22:45:05.855070,20.0906970215,40.6289520264
2017-12-31 22:50:05.216597,20.0906970215,48.0637969971
2017-12-31 22:55:05.654046,20.0906970215,47.5697937012
2017-12-31 23:00:06.138040,20.0906970215,40.6289520264
2017-12-31 23:05:06.228097,20.0906970215,40.6289520264
2017-12-31 23:10:05.690314,20.0906970215,42.6087799072
2017-12-31 23:15:06.155598,20.0906970215,40.6270446777
2017-12-31 23:20:05.700033,20.0906970215,43.1027832031
2017-12-31 23:25:06.162795,20.0906970215,40.6289520264
2017-12-31 23:30:05.652508,20.0933782959,44.5924224854
2017-12-31 23:35:07.380027,20.0933782959,42.1128692627
2017-12-31 23:40:05.889590,20.0933782959,42.1147766113
2017-12-31 23:45:05.397035,20.0906970215,39.6314086914
2017-12-31 23:50:05.316152,20.0880157471,39.6314086914
2017-12-31 23:55:05.729102,20.0880157471,40.1273193359
2018-01-01 00:00:06.223559,20.0906970215,40.1273193359
2018-01-01 00:05:05.303069,20.0880157471,39.1374053955
2018-01-01 00:10:05.797684,20.0906970215,39.6314086914
2018-01-01 00:15:05.299184,20.0906970215,40.1292266846
2018-01-01 00:20:05.309548,20.0880157471,38.1436767578
2018-01-01 00:25:05.775118,20.0880157471,38.6434020996
2018-01-01 00:30:06.248334,20.0906970215,39.6314086914
2018-01-01 00:35:07.964868,20.0906970215,42.6087799072
2018-01-01 00:40:05.482495,20.0906970215,42.1128692627
2018-01-01 00:45:05.927414,20.0880157471,38.641494751
2018-01-01 00:50:06.142221,20.0906970215,38.641494751
