"Temperature, x; Pressure, x; Humidity, x; Lux, x","Temperature, y","Pressure, y","Humidity, y","Lux, y"
2017-11-10 13:35:57,18.2299,984.196,31.6625,0
2017-11-10 13:41:04,18.2084,984.215,31.1742,0
2017-11-10 13:56:29,18.1655,984.286,31.4336,0
2017-11-10 14:01:37,18.1334,984.394,31.5175,0
2017-11-10 14:06:45,18.1334,984.396,31.6625,0
2017-11-10 14:11:53,18.0905,984.432,31.7159,0
2017-11-10 14:17:01,18.0583,984.516,31.7617,0
2017-11-10 14:22:13,18.0368,984.417,31.8304,0
2017-11-10 14:27:21,18.0368,984.529,31.8761,0
2017-11-10 14:32:29,18.0154,984.482,31.9066,0
2017-11-10 14:37:38,17.9725,984.556,31.9601,0
2017-11-10 14:42:46,17.951,984.583,31.9906,0
2017-11-10 14:47:54,17.951,984.548,32.0287,0
2017-11-10 14:53:05,17.9081,984.556,32.0363,0
2017-11-10 14:58:14,17.9081,984.475,32.0058,0
2017-11-10 15:03:21,17.8867,984.597,31.9906,0
2017-11-10 15:23:55,17.8867,984.622,31.9295,0
2017-11-10 15:29:02,17.8867,984.588,31.899,0
2017-11-10 15:34:10,17.9189,984.627,31.8685,0
2017-11-10 15:39:18,17.9081,984.633,31.7998,0
2017-11-10 15:44:28,17.9403,984.662,31.7541,0
2017-11-10 15:49:35,17.9725,984.692,31.7083,0
2017-11-10 15:54:43,17.9939,984.621,31.632,0
2017-11-10 15:59:51,18.0261,984.585,31.5481,0
2017-11-10 16:04:59,18.0797,984.661,31.487,0
2017-11-10 16:10:07,18.1012,984.692,31.4794,0
2017-11-10 16:15:15,18.1441,984.796,31.3955,0
2017-11-10 16:25:32,18.2084,984.947,31.3116,0
2017-11-10 16:30:40,18.2728,984.849,31.3116,0
2017-11-10 16:35:50,18.3371,984.856,31.2963,0
2017-11-10 16:40:58,18.3693,984.88,31.2353,0
2017-11-10 16:46:07,18.4122,984.886,31.2429,0
2017-11-10 16:51:15,18.4444,984.93,31.1971,0
2017-11-10 16:56:22,18.4766,985.041,31.1895,0
2017-11-10 17:01:29,18.4873,985.071,31.2429,0
2017-11-10 17:11:45,18.498,984.961,31.1895,0
2017-11-10 17:16:53,18.5302,985.011,31.3039,0
2017-11-10 17:22:01,18.5409,984.972,31.3497,0
2017-11-10 17:27:09,18.5409,985.07,31.3573,0
2017-11-10 17:32:17,18.5409,984.954,31.4107,0
2017-11-10 17:37:25,18.5624,984.97,31.4641,0
2017-11-10 17:42:33,18.5946,985.024,31.4718,0
2017-11-10 17:47:40,18.5946,984.97,31.4947,0
2017-11-10 17:52:47,18.5838,984.956,31.5023,0
2017-11-10 17:57:54,18.6053,984.921,31.5252,0
2017-11-10 18:03:01,18.5946,984.894,31.5404,0
2017-11-10 18:08:09,18.6482,984.888,31.5404,0
2017-11-10 18:18:25,18.6804,984.765,31.5252,0
2017-11-10 18:23:38,18.6804,984.801,31.5252,0
2017-11-10 18:28:46,18.7018,984.63,31.5175,0
2017-11-10 18:39:02,18.7662,984.34,31.4413,0
2017-11-10 18:44:10,18.8091,984.338,31.4184,0
2017-11-10 18:49:17,18.852,984.275,31.3878,0
2017-11-10 19:20:04,18.9914,983.766,31.3726,0
2017-11-10 19:25:12,19.045,983.725,31.3726,0
2017-11-10 19:30:20,19.0557,983.683,31.3497,0
2017-11-10 19:35:28,19.0879,983.586,31.3802,0
2017-11-10 19:45:43,19.1308,983.443,31.4107,0
2017-11-10 19:55:57,19.1844,983.392,31.365,0
2017-11-10 20:06:11,19.2381,983.245,31.3192,0
2017-11-10 20:11:18,19.281,983.237,31.3039,0
2017-11-10 20:21:33,19.3346,983.081,31.2505,0
2017-11-10 20:26:40,19.3775,982.979,31.2505,0
2017-11-10 20:31:49,19.3882,982.93,31.2734,0
2017-11-10 20:36:57,19.4311,982.835,31.2658,0
2017-11-10 20:42:05,19.4311,982.778,31.2581,0
2017-11-10 20:52:20,19.474,982.691,31.22,0
2017-11-10 20:57:28,19.5384,982.614,31.2124,0
2017-11-10 21:02:36,19.5491,982.485,31.2124,0
2017-11-10 21:07:43,19.5598,982.422,31.2429,0
2017-11-10 21:12:51,19.5705,982.29,31.2963,0
2017-11-10 21:17:59,19.592,982.316,31.2963,0
2017-11-10 21:23:07,19.6349,982.183,31.3039,0
2017-11-11 10:53:24,18.9163,984.11,32.0898,0
2017-11-11 10:58:32,18.927,984.188,32.0821,0
2017-11-11 11:03:42,18.8734,984.116,32.1279,0
2017-11-11 11:13:57,18.8305,983.9,32.1203,0
2017-11-11 11:19:05,18.8091,983.897,32.1432,0
2017-11-11 11:24:13,18.8091,983.809,32.1355,0
2017-11-11 11:29:20,18.7662,983.748,32.1355,0
2017-11-11 11:34:27,18.7662,983.689,32.1203,0
2017-11-11 11:39:34,18.7125,983.636,32.1126,0
2017-11-11 11:44:44,18.7125,983.666,32.1203,0
2017-11-11 11:49:52,18.7018,983.602,32.1279,0
2017-11-11 11:55:00,18.6804,983.624,32.1203,0
2017-11-11 12:00:12,18.6696,983.688,32.1126,0
2017-11-11 12:10:28,18.6053,983.666,32.1126,0
2017-11-11 12:15:35,18.5946,983.666,32.0974,0
2017-11-11 12:20:42,18.5409,983.714,32.105,0
2017-11-11 12:25:50,18.5302,983.656,32.0898,0
2017-11-11 12:30:57,18.5087,983.586,32.0974,0
2017-11-11 12:36:05,18.4873,983.546,32.0745,0
2017-11-11 12:46:21,18.4658,983.632,32.0592,0
2017-11-11 12:51:30,18.4551,983.64,32.0516,0
2017-11-11 13:01:48,18.3908,983.741,31.9829,0
2017-11-11 13:06:55,18.3479,983.765,32.0135,0
2017-11-11 13:12:03,18.3479,983.802,32.0058,0
2017-11-11 13:17:11,18.305,983.937,32.0745,0
2017-11-11 13:27:26,18.2406,983.987,32.0363,0
2017-11-11 13:32:33,18.2406,983.997,32.105,0
2017-11-11 13:37:40,18.2084,983.95,32.105,0
2017-11-11 13:42:47,18.187,984.107,32.0974,0
2017-11-11 13:58:10,18.1119,984.18,32.0211,0
2017-11-11 14:03:19,18.069,984.258,32.0135,0
2017-11-11 14:08:26,18.069,984.27,31.9906,0
2017-11-11 14:13:33,18.0261,984.268,31.9829,0
2017-11-11 14:18:40,18.0047,984.31,31.9829,0
2017-11-11 14:23:48,17.9725,984.309,32.0287,0
2017-11-11 14:28:55,17.9618,984.451,32.0058,0
2017-11-11 14:34:03,17.9296,984.5,32.044,0
2017-11-11 14:39:11,17.9081,984.504,32.044,0
2017-11-11 14:44:19,17.876,984.413,32.0058,0
2017-11-11 14:49:27,17.8438,984.581,31.9982,0
2017-11-11 14:54:37,17.8331,984.655,31.9829,0
2017-11-11 14:59:45,17.8116,984.667,31.9524,0
2017-11-11 15:04:53,17.8116,984.689,31.9143,0
2017-11-11 15:25:23,17.7794,984.931,31.8075,0
2017-11-11 15:30:30,17.7687,984.958,31.7541,0
2017-11-11 15:35:37,17.758,984.948,31.7693,0
2017-11-11 15:40:44,17.7794,985.027,31.7464,0
2017-11-11 15:45:51,17.7687,984.985,31.7312,0
2017-11-11 15:50:59,17.7902,985.004,31.693,0
2017-11-11 15:56:08,17.8331,984.947,31.632,0
2017-11-11 16:01:16,17.8545,985.04,31.5862,0
2017-11-11 16:06:24,17.876,985.105,31.5633,0
2017-11-11 16:11:32,17.8974,985.19,31.5328,0
2017-11-11 16:16:39,17.9189,985.228,31.5023,0
2017-11-11 16:26:54,17.9725,985.305,31.4184,0
2017-11-11 16:32:02,18.0154,985.363,31.3726,0
2017-11-11 16:37:09,18.0368,985.402,31.2963,0
2017-11-11 16:42:17,18.069,985.428,31.281,0
2017-11-11 16:47:25,18.0797,985.537,31.2353,0
2017-11-11 16:53:00,18.2084,985.542,31.0903,0
2017-11-11 16:58:08,18.2084,985.69,31.1208,0
2017-11-11 17:03:16,18.2406,985.844,31.0827,0
2017-11-11 17:13:31,18.2835,985.96,31.0445,0
2017-11-11 17:18:39,18.2942,986.005,31.0445,0
2017-11-11 17:23:47,18.3264,985.974,31.0216,0
2017-11-11 17:28:56,18.3264,985.997,30.9987,0
2017-11-11 17:34:03,18.3479,985.985,30.9987,0
2017-11-11 17:39:11,18.4015,985.927,30.953,0
2017-11-11 17:44:19,18.4122,986.093,30.869,0
2017-11-11 17:49:27,18.4229,986.059,30.8385,0
2017-11-11 17:54:36,18.4766,985.957,30.7546,0
2017-11-11 17:59:43,18.5195,986.001,30.7165,0
2017-11-11 18:04:50,18.5195,986.007,30.6859,0
2017-11-11 18:09:57,18.5302,985.997,30.7165,0
2017-11-11 18:20:12,18.5838,986.072,30.7241,0
2017-11-11 18:25:20,18.5838,986.134,30.7393,0
2017-11-11 18:30:28,18.5946,986.081,30.747,0
2017-11-11 18:40:44,18.5946,986.07,30.8385,0
2017-11-11 18:45:52,18.5838,985.937,30.8843,0
2017-11-11 18:51:00,18.6053,985.968,30.8996,0
2017-11-11 19:21:48,18.7125,985.647,30.9759,0
2017-11-11 19:26:56,18.7554,985.51,30.9987,0
2017-11-11 19:32:04,18.7769,985.443,30.9987,0
2017-11-11 19:37:12,18.7662,985.367,30.9911,0
2017-11-11 19:47:28,18.8305,985.228,31.0216,0
2017-11-11 19:57:44,18.8949,985.093,31.014,0
2017-11-11 20:08:00,18.9378,984.927,30.9453,0
2017-11-11 20:13:08,18.9807,984.881,30.9835,0
2017-11-11 20:23:24,19.045,984.774,30.8996,0
2017-11-11 20:28:32,19.0772,984.67,30.7775,0
2017-11-11 20:33:40,19.0772,984.672,30.7165,0
2017-11-11 20:38:48,19.1094,984.584,30.6783,0
2017-11-11 20:43:56,19.1415,984.539,30.7393,0
2017-11-11 20:54:12,19.163,984.461,30.5791,0
2017-11-11 20:59:20,19.2059,984.405,30.6173,0
2017-11-11 21:04:27,19.2595,984.328,30.5944,0
2017-11-11 21:09:35,19.2702,984.35,30.5715,0
2017-11-11 21:14:43,19.3131,984.272,30.5715,0
2017-11-11 21:19:51,19.3453,984.212,30.5868,0
2017-11-11 21:24:59,19.3668,984.138,30.5868,0
2017-11-12 10:56:03,17.7258,985.031,31.4107,0
2017-11-12 11:01:11,17.6936,984.982,31.426,0
2017-11-12 11:06:19,17.6829,984.94,31.4031,0
2017-11-12 11:16:35,17.6078,984.962,31.365,0
2017-11-12 11:21:42,17.5864,984.956,31.3039,0
2017-11-12 11:26:51,17.5649,984.899,31.3039,0
2017-11-12 11:31:59,17.5328,984.953,31.2581,0
2017-11-12 11:37:07,17.4791,984.88,31.2353,0
2017-11-12 11:42:15,17.4791,984.943,31.2581,0
2017-11-12 11:47:23,17.4362,984.897,31.1819,0
2017-11-12 11:52:31,17.4148,984.896,31.1895,0
2017-11-12 11:57:38,17.3826,984.918,31.1742,0
2017-11-12 12:02:45,17.3719,984.935,31.1895,0
2017-11-12 12:12:59,17.3183,984.901,31.1895,0
2017-11-12 12:18:06,17.2968,984.831,31.159,0
2017-11-12 12:23:14,17.2539,984.888,31.1056,0
2017-11-12 12:28:22,17.2539,984.785,31.075,0
2017-11-12 12:33:30,17.1896,984.745,31.0598,0
2017-11-12 12:38:38,17.2003,984.681,31.0827,0
2017-11-12 12:48:54,17.1681,984.633,31.0903,0
2017-11-12 12:54:02,17.1252,984.659,31.0903,0
2017-11-12 13:04:18,17.1145,984.541,31.0903,0
2017-11-12 13:09:26,17.0716,984.528,31.075,0
2017-11-12 13:14:34,17.0823,984.513,31.0827,0
2017-11-12 13:19:42,17.0716,984.672,30.9759,0
2017-11-12 13:29:59,16.9858,984.527,30.9072,0
2017-11-12 13:35:07,16.9751,984.552,30.8919,0
2017-11-12 13:40:15,16.9751,984.532,30.8843,0
2017-11-12 13:45:23,16.9643,984.548,30.9225,0
2017-11-12 14:00:47,16.9429,984.656,30.8767,0
2017-11-12 14:05:55,16.9322,984.765,30.8233,0
2017-11-12 14:11:03,16.9322,984.717,30.8385,0
2017-11-12 14:16:13,16.8893,984.798,30.7165,0
2017-11-12 14:21:20,16.8785,984.765,30.7928,0
2017-11-12 14:26:28,16.8678,984.886,30.8004,0
2017-11-12 14:31:36,16.8678,984.943,30.7851,0
2017-11-12 14:36:44,16.8571,984.975,30.7546,0
2017-11-12 14:41:54,16.8571,984.957,30.7393,0
2017-11-12 14:47:01,16.8571,984.836,30.7546,0
2017-11-12 14:52:09,16.8464,984.836,30.7546,0
2017-11-12 14:57:19,16.8678,984.869,30.747,0
2017-11-12 15:02:27,16.8571,984.853,30.6631,0
2017-11-12 15:07:38,16.8356,984.916,30.6936,0
2017-11-12 15:28:10,16.8571,984.877,30.5257,0
2017-11-12 15:33:19,16.8464,985.09,30.4876,0
2017-11-12 15:38:27,16.8678,985.094,30.4952,0
2017-11-12 15:43:35,16.8678,985.196,30.5028,0
2017-11-12 15:48:43,16.8571,985.224,30.4876,0
2017-11-12 15:53:51,16.8678,985.311,30.4723,0
2017-11-12 15:58:58,16.8678,985.304,30.4799,0
2017-11-12 16:04:06,16.8893,985.315,30.4189,0
2017-11-12 16:09:17,16.9,985.35,30.396,0
2017-11-12 16:14:25,16.9322,985.29,30.3579,0
2017-11-12 16:19:33,16.9214,985.393,30.3731,0
2017-11-12 16:29:49,16.9214,985.338,30.2358,0
2017-11-12 16:34:57,16.9429,985.394,30.2511,0
2017-11-12 16:40:05,16.9322,985.328,30.2358,0
2017-11-12 16:45:13,16.9536,985.309,30.2206,0
2017-11-12 16:50:21,16.9751,985.325,30.2434,0
2017-11-12 16:55:28,17.0072,985.367,30.2053,0
2017-11-12 17:00:35,17.018,985.469,30.2206,0
2017-11-12 17:05:44,17.0394,985.44,30.19,0
2017-11-12 17:16:00,17.1252,985.395,30.1824,0
2017-11-12 17:21:08,17.1359,985.433,30.1443,0
2017-11-12 17:26:16,17.2003,985.431,30.0909,0
2017-11-12 17:31:24,17.2217,985.467,30.068,0
2017-11-12 17:36:37,17.2646,985.386,30.068,0
2017-11-12 17:41:50,17.2539,985.391,29.9764,0
2017-11-12 17:46:59,17.2968,985.271,29.9612,0
2017-11-12 17:52:06,17.3075,985.256,29.9459,0
2017-11-12 17:57:15,17.3397,985.202,29.923,0
2017-11-12 18:02:22,17.3612,985.12,29.8391,0
2017-11-12 18:07:29,17.3826,985.014,29.7704,0
2017-11-12 18:12:36,17.4041,984.908,29.7475,0
2017-11-12 18:22:52,17.4577,984.718,29.6407,0
2017-11-12 18:28:00,17.4684,984.613,29.6178,0
2017-11-12 18:33:08,17.5006,984.529,29.5186,0
2017-11-12 18:43:24,17.5435,984.314,29.4881,0
2017-11-12 18:48:32,17.5649,984.21,29.4576,0
2017-11-12 18:53:40,17.5864,984.132,29.4347,0
2017-11-12 19:24:28,17.6936,983.45,29.2821,0
2017-11-12 19:29:36,17.7365,983.37,29.2821,0
2017-11-12 19:34:44,17.7365,983.225,29.2821,0
2017-11-12 19:39:52,17.7794,983.16,29.2669,0
2017-11-12 19:50:08,17.8331,982.946,29.3127,0
2017-11-12 20:00:24,17.9189,982.625,29.3508,0
2017-11-12 20:10:40,17.9725,982.466,29.244,0
2017-11-12 20:15:48,17.9939,982.266,29.305,0
2017-11-12 20:26:04,18.1012,982.077,29.1753,0
2017-11-12 20:31:12,18.1334,981.879,29.1295,0
2017-11-12 20:36:20,18.1763,981.788,29.1143,0
2017-11-12 20:41:28,18.2084,981.793,29.1143,0
2017-11-12 20:46:36,18.2513,981.582,29.0075,0
2017-11-12 20:56:52,18.305,981.417,28.9998,0
2017-11-12 21:02:00,18.3479,981.328,28.9617,0
2017-11-12 21:07:08,18.4122,981.284,28.9464,0
2017-11-12 21:12:16,18.4551,981.209,28.9083,0
2017-11-12 21:17:24,18.4873,981.205,28.8854,0
2017-11-12 21:22:32,18.5195,981.062,28.8091,0
2017-11-12 21:27:40,18.5624,980.959,28.832,0
2017-11-13 10:58:37,18.0154,979.316,30.4647,0
2017-11-13 11:03:45,18.0047,979.304,30.4723,0
2017-11-13 11:08:53,17.9832,979.159,30.4876,0
2017-11-13 11:19:09,17.8974,979.237,30.5486,0
2017-11-13 11:24:17,17.8867,979.179,30.5257,0
2017-11-13 11:29:25,17.8652,979.052,30.5639,0
2017-11-13 11:34:33,17.8223,979.132,30.5562,0
2017-11-13 11:39:41,17.8331,979.136,30.5868,0
2017-11-13 11:44:49,17.7687,979.007,30.5868,0
2017-11-13 11:49:57,17.7794,979.046,30.5639,0
2017-11-13 11:55:05,17.7902,979.026,30.5868,0
2017-11-13 12:00:12,17.7365,979.005,30.6173,0
2017-11-13 12:05:19,17.7151,978.964,30.5715,0
2017-11-13 12:15:35,17.6507,978.932,30.5257,0
2017-11-13 12:20:43,17.64,978.877,30.5562,0
2017-11-13 12:25:51,17.6293,978.928,30.5334,0
2017-11-13 12:30:59,17.5971,978.949,30.5257,0
2017-11-13 12:36:07,17.6078,978.913,30.5562,0
2017-11-13 12:41:15,17.5864,978.941,30.5486,0
2017-11-13 12:51:31,17.5328,978.958,30.5944,0
2017-11-13 12:56:41,17.522,978.928,30.5868,0
2017-11-13 13:06:55,17.4791,978.964,30.5868,0
2017-11-13 13:12:02,17.4577,979.008,30.541,0
2017-11-13 13:17:09,17.4577,978.948,30.5334,0
2017-11-13 13:22:17,17.4362,978.958,30.5486,0
2017-11-13 13:32:33,17.4041,978.979,30.5486,0
2017-11-13 13:37:41,17.3933,978.962,30.5105,0
2017-11-13 13:42:49,17.3504,978.944,30.5257,0
2017-11-13 13:47:57,17.3183,978.995,30.5334,0
2017-11-13 14:03:21,17.2968,978.965,30.5562,0
2017-11-13 14:08:29,17.2861,978.95,30.5715,0
2017-11-13 14:13:37,17.2539,978.886,30.541,0
2017-11-13 14:18:45,17.2325,978.969,30.541,0
2017-11-13 14:23:53,17.2217,978.976,30.4647,0
2017-11-13 14:29:01,17.211,979.039,30.4647,0
2017-11-13 14:34:09,17.1896,979.187,30.4571,0
2017-11-13 14:39:17,17.1788,979.143,30.4571,0
2017-11-13 14:44:25,17.1788,979.193,30.4418,0
2017-11-13 14:49:33,17.1574,979.011,30.4952,0
2017-11-13 14:54:41,17.1681,979.118,30.4876,0
2017-11-13 14:59:51,17.1574,979.233,30.3503,0
2017-11-13 15:04:59,17.1359,979.3,30.335,0
2017-11-13 15:10:07,17.1359,979.175,30.3808,0
2017-11-13 15:30:40,17.1145,979.395,30.2892,0
2017-11-13 15:35:48,17.1359,979.355,30.2663,0
2017-11-13 15:40:56,17.1145,979.417,30.2663,0
2017-11-13 15:46:04,17.1467,979.641,30.2129,0
2017-11-13 15:51:12,17.1467,979.452,30.1443,0
2017-11-13 15:56:20,17.1896,979.562,30.1214,0
2017-11-13 16:01:28,17.1788,979.656,30.0909,0
2017-11-13 16:06:36,17.211,979.612,30.0832,0
2017-11-13 16:11:44,17.2432,979.75,29.9154,0
2017-11-13 16:16:52,17.2646,979.733,29.8315,0
2017-11-13 16:22:00,17.2754,979.64,29.9077,0
2017-11-13 16:32:16,17.3075,979.777,29.9383,0
2017-11-13 16:37:24,17.3397,979.79,29.9459,0
2017-11-13 16:42:32,17.3612,979.856,29.9077,0
2017-11-13 16:47:40,17.3826,979.962,29.8925,0
2017-11-13 16:52:48,17.4041,979.909,29.8772,0
2017-11-13 16:57:55,17.4255,979.933,29.8543,0
2017-11-13 17:03:03,17.4577,980.012,29.8315,0
2017-11-13 17:08:11,17.4899,979.941,29.8009,0
2017-11-13 17:18:27,17.5542,979.908,29.717,0
2017-11-13 17:23:35,17.5757,979.97,29.6636,0
2017-11-13 17:28:43,17.5971,979.984,29.6255,0
2017-11-13 17:33:51,17.6293,979.938,29.6102,0
2017-11-13 17:38:59,17.6507,979.905,29.5415,0
2017-11-13 17:44:07,17.6615,979.981,29.4881,0
2017-11-13 17:49:15,17.7044,979.967,29.4271,0
2017-11-13 17:54:23,17.7151,979.756,29.3813,0
2017-11-13 17:59:30,17.7151,979.666,29.3279,0
2017-11-13 18:04:41,17.758,979.616,29.2898,0
2017-11-13 18:09:50,17.758,979.608,29.2211,0
2017-11-13 18:14:58,17.8009,979.629,29.1753,0
2017-11-13 18:25:14,17.8223,979.348,29.1601,0
2017-11-13 18:30:22,17.8223,979.333,29.1601,0
