"Total, x; Bitstamp, x; Bittrex, x; Bitfinex, x; Buy and Hold BTC, x; Market cap (relative), x","Total, y","Bitstamp, y","Bittrex, y","Bitfinex, y","Buy and Hold BTC, y","Market cap (relative), y","Pace, x","Pace, y"
2017-10-29 08:37:13.607186,26058.0,17271.3683806882,2835.5717805911,5951.5802524796,17478.0,,,
2017-10-29 09:37:19.468661,25968.0,17217.6611233353,2827.7614364595,5922.670915154,17430.0,,,
2017-10-29 10:37:25.379458,25948.0,17194.0698465177,2833.3460214604,5921.360519808,17451.0,,,
2017-10-29 11:41:51.175821,26077.0,17263.6494828618,2855.3741684142,5958.6362274196,17403.0,,,
2017-10-29 12:41:56.692649,26139.0,17298.0758373213,2871.3859620878,5969.8048277532,17340.0,,,
2017-10-29 13:42:02.778126,26037.0,17216.3194859631,2885.2367675255,5935.8353483992,17334.0,,,
2017-10-29 14:42:10.110484,26123.0,17257.6988092215,2921.2739259459,5944.5242775396,17418.0,,,
2017-10-29 15:44:30.955935,26574.0,17559.3213920234,2929.8952897522,6085.159938058,17934.0,,,
2017-10-29 16:52:42.252687,26728.0,17668.2901184678,2918.5428378991,6141.658137399,17850.0,,,
2017-10-29 17:52:52.934834,26738.0,17663.6097679509,2934.8131383799,6139.6824644158,17826.0,,,
2017-10-29 18:53:04.311467,26774.0,17681.5178946928,2944.9502840506,6148.3411536636,17907.0,,,
2017-10-29 19:53:11.444028,26939.0,17755.6353748769,2923.3875558109,6260.1581965342,18384.0,,,
2017-10-29 20:53:23.226930,27126.0,17827.6290612735,2902.4246826159,6396.026033986,18570.0,,,
2017-10-29 21:53:29.779133,27076.0,17801.0841487334,2902.6075726969,6373.04371561,18558.0,,,
2017-10-29 22:53:35.156923,27023.0,17762.919148247,2918.4277178132,6342.199025158,18501.0,,,
2017-10-29 23:53:40.911315,27011.0,17780.9466221994,2884.365469963,6346.130211196,18420.0,,,
2017-10-30 00:53:46.504274,26967.0,17773.9814224849,2898.8402142603,6294.2284755302,18357.0,,,
2017-10-30 01:53:53.963149,26999.0,17782.1578024417,2918.2132942376,6298.855179098,18399.0,,,
2017-10-30 02:54:01.359849,26973.0,17769.6991155385,2917.0721968085,6286.8801816284,18339.0,,,
2017-10-30 03:54:08.021507,27045.0,17794.3859120478,2916.4746829722,6334.538252366,18441.0,,,
2017-10-30 04:56:25.558242,27032.0,17786.4084534004,2914.1867852541,6332.2299405642,18420.0,,,
2017-10-30 05:56:33.358275,26986.0,17791.4803334463,2903.5690139197,6291.698404516,18333.0,,,
2017-10-30 06:56:38.460102,27013.0,17800.7276832491,2914.7615457981,6298.45198053,18375.0,,,
2017-10-30 08:06:56.393560,27024.0,17793.5422460904,2903.9901638435,6327.0891588222,18393.0,,,
2017-10-30 09:07:01.667944,27043.0,17819.2975647536,2911.4206108117,6313.1888881904,18480.0,,,
2017-10-30 10:07:13.168087,27071.0,17820.3274255224,2910.0744623784,6341.4228679146,18561.0,,,
2017-10-30 11:07:21.109447,27152.0,17831.3592879302,2920.6911489654,6400.864416802,18486.0,,,
2017-10-30 12:07:27.602166,27094.0,17832.3106458803,2920.8931901777,6340.888629812,18420.0,,,
2017-10-30 13:07:36.918576,27023.0,17796.9540587072,2908.6589723411,6318.0776708274,18447.0,,,
2017-10-30 14:07:42.626194,27024.0,17802.5238402306,2902.0024679291,6319.821504634,18237.0,,,
2017-10-30 15:07:51.579861,26878.0,17809.5641666075,2879.4964803623,6189.3262881008,18261.0,,,
2017-10-30 16:08:16.052188,26906.0,17787.2730938775,2892.3422817374,6226.9043946384,18228.0,,,
2017-10-30 17:08:22.063236,26926.0,17786.2913803732,2905.6452857144,6234.9885259268,18336.0,,,
2017-10-30 18:08:28.049652,26972.0,17784.0594631006,2905.2882623933,6283.2211546238,18351.0,,,
2017-10-30 19:08:39.874708,26953.0,17787.0212979464,2912.8331481118,6253.7271793746,18258.0,,,
2017-10-30 20:08:51.481341,26937.0,17785.6270918406,2900.2578936555,6251.2374282172,18300.0,,,
2017-10-30 21:08:57.122103,26965.0,17777.608648497,2917.2332485583,6270.2180008058,18276.0,,,
2017-10-30 22:09:06.220229,26934.0,17768.8708320394,2908.0129311348,6257.2652468088,18318.0,,,
2017-10-30 23:09:11.983948,26975.0,17775.5383894499,2917.1614209011,6282.3341177742,18372.0,,,
2017-10-31 00:11:28.789377,27008.0,17788.2584513291,2917.5933793282,6302.1714873198,18396.0,,,
2017-10-31 01:11:40.207882,26995.0,17784.5491127585,2910.5459576773,6299.913575339,18429.0,,,
2017-10-31 02:13:54.941480,27028.0,17801.0956664303,2918.4258923902,6309.03594294,18399.0,,,
2017-10-31 03:14:03.144088,27014.0,17800.112631807,2911.4913763839,6302.5948458162,18408.0,,,
2017-10-31 04:14:12.453423,27034.0,17806.995716158,2919.1893807626,6308.783943835,18444.0,,,
2017-10-31 05:14:20.827620,27075.0,17806.065451016,2929.4650912781,6339.477434824,18495.0,,,
2017-10-31 06:14:26.327138,27069.0,17808.0970130086,2936.3543231883,6324.8211668772,18321.0,,,
2017-10-31 07:14:31.999013,27012.0,17804.6514513048,2925.8277241575,6282.2635580248,18303.0,,,
2017-10-31 08:14:38.282904,26960.0,17780.483653552,2918.4726058697,6261.8516305198,18399.0,,,
2017-10-31 09:14:46.588654,27006.0,17782.2105615088,2930.7055029492,6293.41199843,18489.0,,,
2017-10-31 10:14:55.469565,27044.0,17790.5722752721,2923.6516844301,6330.2643475452,18498.0,,,
2017-10-31 11:15:01.358806,27046.0,17775.6987787464,2893.7585782119,6377.4587399296,18702.0,,,
2017-10-31 12:17:12.729779,27089.0,17784.281945623,2910.9976154723,6394.3930797856,18621.0,,,
2017-10-31 13:17:26.332415,27079.0,17774.8318139687,2919.7021619964,6384.938073366,19041.0,,,
2017-10-31 14:32:22.463209,27227.0,17766.0401949906,2895.3920287592,6566.0044702906,19098.0,,,
2017-10-31 15:32:30.360206,27220.0,17768.8696134679,2888.7164750103,6563.0308808516,19095.0,,,
2017-10-31 16:32:38.948980,27195.0,17769.0242508836,2868.089085022,6558.5553767468,19140.0,,,
2017-10-31 17:32:45.566131,27162.0,17756.6451229788,2896.1533921366,6509.526430878,19101.0,,,
2017-10-31 18:32:51.841774,27221.0,17760.318089659,2915.8393356761,6545.814301998,19053.0,,,
2017-10-31 19:32:58.461448,27176.0,17748.5200594043,2896.7729617848,6531.500752834,19035.0,,,
2017-10-31 20:33:06.926705,27196.0,17747.0285985201,2896.7225151965,6552.2755590502,19131.0,,,
2017-10-31 21:33:16.139694,27195.0,17757.470011133,2877.1010635762,6560.5411296942,19194.0,,,
2017-10-31 22:33:22.075400,27214.0,17740.1455240699,2880.215041975,6593.6840519838,19167.0,,,
2017-10-31 23:33:30.558162,27244.0,17727.0329937159,2884.0109657697,6633.61079018,19335.0,,,
2017-11-01 00:33:35.737916,27143.0,17704.6179255542,2826.8397757097,6611.9287871858,19155.0,,,
2017-11-01 01:41:44.063106,27126.0,17706.9974692997,2805.4578209335,6613.9649399542,19260.0,,,
2017-11-01 02:41:50.122943,27124.0,17692.5316157924,2806.1263718905,6626.05081703,19287.0,,,
2017-11-01 03:41:56.268935,27117.0,17688.6056574597,2785.3001598706,6643.69075438,19335.0,,,
2017-11-01 04:42:01.489349,27007.0,17680.017851679,2774.2452368407,6553.525474611,19113.0,,,
2017-11-01 05:42:07.101493,27067.0,17695.734816519,2782.2324052962,6589.359747342,19218.0,,,
2017-11-01 06:42:13.029909,27063.0,17689.8287177132,2784.2656574153,6588.956548774,19242.0,,,
2017-11-01 07:42:37.623321,27038.0,17714.2216018436,2761.8128017772,6562.7587218182,19227.0,,,
2017-11-01 08:42:45.866396,27124.0,17733.7217733237,2757.909639896,6632.501994118,19350.0,,,
2017-11-01 09:42:52.384928,27118.0,17695.6962823063,2712.5936287828,6710.1580383148,19638.0,,,
2017-11-01 10:43:00.086215,27162.0,17658.7932944861,2727.5098034004,6776.0709242186,19800.0,,,
2017-11-01 11:43:08.492373,27051.0,17616.7703729701,2656.6815768544,6778.056677166,19770.0,,,
2017-11-01 12:43:19.168638,26971.0,17622.6751249326,2675.1969050524,6673.8600872306,19545.0,,,
2017-11-01 13:43:26.860502,26942.0,17617.6278592193,2655.2230594495,6669.39466309,19470.0,,,
2017-11-01 14:43:35.374795,27021.0,17652.1805707224,2657.5639857182,6712.032911656,19707.0,,,
2017-11-01 15:43:42.792231,27019.0,17636.8901854421,2644.5611428662,6737.5957008672,19692.0,,,
2017-11-01 16:43:54.207521,26968.0,17603.7585094573,2615.1116245003,6749.4194988738,19785.0,,,
2017-11-01 17:43:59.926885,26994.0,17573.7396948315,2636.5899040103,6784.507854254,19842.0,,,
2017-11-01 18:44:06.781119,26930.0,17574.416839197,2607.5854725367,6748.1091035278,19782.0,,,
2017-11-01 19:44:13.049893,26959.0,17590.3740565672,2603.5100764393,6765.1341630616,19857.0,,,
2017-11-01 20:44:22.497806,26936.0,17578.1260524855,2627.9874772885,6730.277646858,19740.0,,,
2017-11-01 21:44:28.977087,27000.0,17565.8137819282,2672.7256144765,6762.1404136942,19803.0,,,
2017-11-01 22:52:36.401963,26933.0,17502.518224576,2599.9046045833,6831.0672088938,20031.0,,,
2017-11-02 00:00:44.812103,26972.0,17510.3517324367,2542.790843116,6919.6499342834,20454.0,,,
2017-11-02 01:00:50.745575,26901.0,17460.2528947151,2453.8892811291,6987.3268139222,20751.0,,,
2017-11-02 02:00:59.258579,26935.0,17444.4304275508,2507.1231203231,6984.242344877,20670.0,,,
2017-11-02 03:01:07.022954,26973.0,17444.9893160198,2551.916893592,6976.32957298,20844.0,,,
2017-11-02 04:01:13.478333,26992.0,17419.0723310425,2533.5591815272,7040.1055064734,20853.0,,,
2017-11-02 05:01:23.179015,26964.0,17420.0858018025,2520.9712216087,7023.1610866532,20799.0,,,
2017-11-02 06:01:29.165044,26932.0,17400.0362187839,2496.7397128967,7035.5090427982,21249.0,,,
2017-11-02 07:01:34.255173,26908.0,17336.2788226385,2435.3026641755,7136.5808438316,21027.0,,,
2017-11-02 08:01:39.712903,26840.0,17326.2509964139,2422.759298675,7091.1302852538,21117.0,,,
2017-11-02 09:01:46.610882,26870.0,17316.6616247214,2422.3479032883,7131.863420586,21120.0,,,
2017-11-02 10:01:54.326252,26795.0,17288.976522877,2363.0254890676,7143.8283380914,21735.0,,,
2017-11-02 11:02:03.073353,26889.0,17228.4176440322,2330.2473417883,7330.5697548606,21087.0,,,
2017-11-02 12:04:38.036578,27095.0,17487.2268263675,2402.3148726068,7205.801178506,21066.0,,,
2017-11-02 13:04:51.393624,27129.0,17452.7350335613,2470.1922793691,7206.4966960358,21444.0,,,
2017-11-02 14:04:58.666310,27042.0,17410.7423868915,2426.2454632553,7205.49877958,21081.0,,,
2017-11-02 15:05:06.266271,27266.0,17539.886837073,2516.3693900162,7209.8936439712,21273.0,,,
2017-11-02 16:05:12.922182,27203.0,17481.064253998,2511.0152736856,7211.4560384222,20895.0,,,
2017-11-02 17:05:18.505464,27211.0,17473.9608513848,2516.8354595319,7220.316326954,21000.0,,,
2017-11-02 18:05:26.119423,27214.0,17463.9109571765,2534.0702127817,7216.7480196272,20637.0,,,
2017-11-02 19:07:44.384719,27309.0,17518.613037947,2580.2676419253,7210.9822801048,20931.0,,,
2017-11-02 20:07:52.099254,27301.0,17511.3114260639,2576.1764601419,7213.8046700808,21177.0,,,
2017-11-02 21:08:00.626660,27251.0,17478.5404981033,2563.4819020993,7209.5206852958,21267.0,,,
2017-11-02 22:08:11.094360,27229.0,17479.5776155579,2540.0053568962,7209.8734840428,21090.0,,,
2017-11-02 23:08:18.287091,27254.0,17534.6653650524,2510.2707783773,7210.03476347,21117.0,,,
2017-11-03 00:08:28.395310,27412.0,17708.638118838,2494.8843821335,7209.0368470142,21000.0,,,
2017-11-03 01:09:10.707711,27688.0,17963.6356120937,2520.3513042655,7204.7730221576,21033.0,,,
2017-11-03 02:09:21.668204,27474.0,17722.8177525835,2546.2968978628,7205.6902988998,21156.0,,,
2017-11-03 03:09:28.173899,27370.0,17633.4326411071,2530.0904718126,7207.3534929928,21660.0,,,
2017-11-03 04:09:34.685996,27334.0,17632.9933699402,2491.7265636102,7209.329165976,21627.0,,,
2017-11-03 05:09:41.880577,27316.0,17615.6276340982,2493.6540468008,7207.5248523842,21714.0,,,
2017-11-03 06:09:47.370575,27393.0,17666.7354931939,2517.4900002222,7209.3594058686,21630.0,,,
2017-11-03 07:09:52.896207,27394.0,17665.1900554723,2521.5213422802,7208.069170451,21969.0,,,
2017-11-03 08:10:03.124915,27435.0,17725.2966290235,2494.8523906996,7215.8509028134,22200.0,,,
2017-11-03 09:10:15.961498,27499.0,17768.1258916599,2520.7626886067,7210.1658030046,22158.0,,,
2017-11-03 10:10:22.716879,27484.0,17750.815475514,2521.2186365307,7212.3632352002,22251.0,,,
2017-11-03 11:10:30.640012,27547.0,17758.3627093488,2577.4438673943,7212.0608362742,21951.0,31990.1102736353,,
2017-11-03 12:10:39.405245,27518.0,17751.0575605799,2558.8746795614,7208.52276884,22023.0,,,
2017-11-03 13:10:50.254851,27531.0,17759.2294312225,2562.6868539733,7210.0246835058,21723.0,,,
2017-11-03 14:10:59.882686,27570.0,17788.0075782136,2574.9714957536,7207.51477242,21879.0,,,
2017-11-03 15:11:07.507639,27644.0,17846.1742602719,2587.7904239657,7210.9318802838,22119.0,,,
2017-11-03 16:11:15.393505,27618.0,17857.2868939845,2559.3219708292,7201.4730069426,21978.0,,,
2017-11-03 17:11:26.025779,27613.0,17832.5121750127,2565.6836954211,7215.474366334,21912.0,,,
2017-11-03 18:11:33.140073,27705.0,17909.985780919,2582.3007542308,7213.17876884,22029.0,,,
2017-11-03 19:11:38.453810,27682.0,17884.4729111252,2586.6173797479,7211.184366334,21894.0,,,
2017-11-03 20:11:44.138739,27758.0,17933.3039583964,2613.9630787188,7210.974366334,21705.0,,,
2017-11-03 21:11:51.566699,27778.0,17941.5680035944,2623.2059743792,7213.884366334,21432.0,,,
2017-11-03 22:11:58.468922,27723.0,17980.1512040024,2652.5372117103,7091.22876884,21525.0,,,
2017-11-03 23:12:05.848119,27703.0,17927.8953821142,2665.2414228687,7110.3702081956,21510.0,,,
2017-11-04 00:12:13.757343,27561.0,17852.8717632543,2642.425783862,7066.074366334,21372.0,,,
2017-11-04 01:12:19.547322,27619.0,17777.8625504565,2631.6074728919,7210.47876884,21360.0,,,
2017-11-04 02:14:35.059188,27548.0,17728.881495004,2605.5617029513,7213.884366334,21537.0,,,
2017-11-04 03:14:41.930059,27350.0,17726.1646417459,2595.6769456401,7028.4037266204,21747.0,,,
2017-11-04 04:14:52.767810,27568.0,17730.9083594402,2626.3901821071,7210.8013276944,21792.0,,,
2017-11-04 05:22:59.255309,27584.0,17758.8826407742,2611.3803605957,7213.884366334,21615.0,,,
2017-11-04 06:23:05.709480,27364.0,17781.2051505035,2630.64485481,6953.055965618,21573.0,,,
2017-11-04 07:23:11.855098,27394.0,17774.5573929783,2651.233950065,6968.304366334,21723.0,,,
2017-11-04 08:23:19.454195,27413.0,17758.8239544838,2664.6837716396,6989.49876884,21582.0,,,
2017-11-04 09:23:26.622952,27675.0,17799.6800716609,2661.4404042487,7214.2906745558,21504.0,,,
2017-11-04 10:23:34.099226,27628.0,17780.2570448444,2636.6416656049,7211.184366334,21468.0,,,
2017-11-04 11:31:44.311269,27631.0,17766.795329526,2656.8526421858,7208.184366334,21414.0,,,
2017-11-04 12:31:52.392078,27447.0,17766.4449449712,2642.0058524227,7038.57873304,21630.0,,,
2017-11-04 13:32:06.784025,27680.0,17816.0519947405,2653.4510121571,7211.184366334,21963.0,,,
2017-11-04 14:32:14.260904,27512.0,17781.3960036976,2648.2694751159,7082.85876884,21924.0,,,
2017-11-04 15:32:20.768337,27499.0,17783.1745577891,2635.0933899693,7081.5324645074,21993.0,,,
2017-11-04 16:32:28.516185,27439.0,17753.8881928767,2606.6164491617,7079.4432686244,22065.0,,,
2017-11-04 17:32:35.186744,27394.0,17754.5992877905,2592.8811990403,7047.2707986842,22038.0,,,
2017-11-04 18:32:42.433109,27419.0,17761.155514004,2600.5549194003,7057.38871514,22056.0,,,
2017-11-04 19:32:49.705147,27426.0,17773.3437243131,2593.8929985692,7059.1193593286,22335.0,,,
2017-11-04 20:32:57.654808,27432.0,17750.940333875,2593.9394023907,7087.8944060232,22422.0,,,
2017-11-04 21:33:04.365828,27401.0,17742.0983371335,2587.283689929,7072.134312634,22431.0,,,
2017-11-04 22:35:23.094674,27348.0,17739.6624910669,2584.5790115308,7024.7064582424,22284.0,,,
2017-11-04 23:35:28.625493,27400.0,17753.8942094151,2585.7947328184,7060.61070082,22230.0,,,
2017-11-05 00:35:39.096290,27343.0,17741.6307118644,2574.6219134399,7027.6054231828,22083.0,,,
2017-11-05 01:37:54.185766,27382.0,17755.1458501122,2580.7403213535,7046.3191904502,22266.0,,,
2017-11-05 02:38:03.190981,27383.0,17738.7850176426,2581.9086272228,7063.0320691614,22239.0,,,
2017-11-05 03:38:10.823530,27372.0,17730.0918442366,2580.383130999,7061.731500462,22308.0,,,
2017-11-05 04:38:17.653428,27372.0,17748.246926746,2584.6653875511,7039.7623890182,22344.0,,,
2017-11-05 05:40:36.499364,27400.0,17772.7645852379,2579.9791012561,7047.6204609274,22425.0,,,
2017-11-05 06:40:44.866054,27394.0,17761.8084453971,2585.634854908,7046.7538194238,22467.0,,,
2017-11-05 07:48:52.348938,27379.0,17742.1632456157,2595.912655899,7041.10469903,22380.0,,,
2017-11-05 08:48:57.279757,27361.0,17745.2222895425,2594.9936460879,7021.215876118,22431.0,,,
2017-11-05 09:49:04.472897,27338.0,17734.7986646068,2591.7038757494,7012.3209714518,22401.0,,,
2017-11-05 10:49:14.214270,27298.0,17736.4918475025,2588.9123966044,6973.24466323,22437.0,,,
2017-11-05 11:49:23.698587,27319.0,17724.3537939136,2580.6330546972,7014.099856428,22647.0,,,
2017-11-05 12:49:30.785101,27263.0,17705.8481841129,2570.3336946729,6987.5051827044,22659.0,,,
2017-12-14 11:23:52.638906,44862.0,25106.712173099,5000.0,14755.5263587,50775.0,98555.3902369573,,
2017-12-15 12:36:19.811171,48008.0,27776.3420095156,5000.0,15232.6185766069,53562.0,,,
2017-12-15 13:04:29.669762,48396.0,27996.2386659796,5000.0,15400.1693450689,53394.0,,,
2017-12-15 13:05:08.097622,48491.0,27996.5819275852,5000.0,15494.6364792954,53394.0,,,
2017-12-15 13:31:05.842939,48042.0,27661.23390328,5000.0,15381.2603470917,53394.0,,,
2017-12-15 15:58:54.308637,48693.0,27935.8304328932,5000.0,15757.9331291512,52704.0,,,
2017-12-23 10:27:18.334943,48088.0,23507.5321639684,5000.0,19580.9929107328,,77551.7824815401,,
2017-12-23 13:06:29.006172,49217.0,24204.0377260114,5000.0,20013.6884747978,,,,
2017-12-23 14:10:19.048115,49321.0,24221.9698791598,5000.0,20099.6995447397,,,,
2017-12-23 16:10:37.947387,49675.0,24583.9993345126,5000.0,20091.9842097273,,,,
2017-12-23 17:10:46.582109,50594.0,25421.595348977,5000.0,20172.5642251685,,,,
2017-12-23 18:10:53.583915,48467.0,24086.4719497044,5000.0,19381.3302621093,,,,
2017-12-23 19:11:00.499376,48990.0,24394.6196087108,5000.0,19595.785228448,,,,
2017-12-23 20:11:07.797465,49339.0,24468.6250601616,5000.0,19870.9502656952,,,,
2017-12-23 21:11:16.330910,48827.0,24200.0834196014,5000.0,19627.5881708018,,,,
2017-12-23 22:11:24.047600,48972.0,24285.2041939854,5000.0,19686.9913479158,,,,
2017-12-23 23:11:31.592168,49819.0,25044.9247615406,5000.0,19774.4109063351,,,,
2017-12-24 00:11:39.559997,50038.0,24996.9622842654,5000.0,20041.1120087931,,,,
2017-12-24 12:03:37.062331,44166.0,22089.4921240384,5000.0,17076.6933878692,,,,
2017-12-24 16:15:07.482854,43658.0,21514.4486912164,5000.0,17143.9270612018,,,,
2017-12-24 17:16:38.038900,44661.0,22020.418579255,5000.0,17640.6181152867,,,,
2017-12-24 18:56:14.721523,44081.0,21705.8954492506,5000.0,17375.7297768004,,,,
2017-12-25 05:35:20.094248,45412.0,22360.196168574,5000.0,18052.1353009796,,,,
2017-12-25 19:11:50.934922,46327.0,22517.8249227988,5000.0,18809.4799294232,,,,
2017-12-25 21:47:24.486659,46487.0,22695.1991578796,5000.0,18792.2868509127,,,,
2017-12-25 22:55:15.788745,45661.0,22158.84185008,5000.0,18502.2385027785,,,,
2017-12-26 10:16:33.674876,48146.0,24031.982208915,5000.0,19114.887860375,,,,
2017-12-26 11:16:47.199434,47681.0,23565.8674618878,5000.0,19115.9384670575,,,,
2017-12-26 12:16:54.519952,47997.0,23756.2082583654,5000.0,19241.0221402295,,,,
2017-12-26 13:17:05.706508,47697.0,23521.271996285,5000.0,19175.7391353205,,,,
