"Interval: 13600s, x; Interval: 3600s, x","Interval: 13600s, y","Interval: 3600s, y"
371234,1205,1205
371290,1179,1179
371324,1119,1119
371417,619,619
371545,119,119
371756,118,118
371790,108,108
371861,78,78
371895,78,78
374250,48,48
375799,48,48
380006,48,78
381015,48,78
381042,48,78
381046,48,78
381239,48,78
381404,48,78
381405,48,78
381418,48,78
381445,48,78
381654,48,78
381665,48,78
381683,48,78
381772,48,78
381810,48,78
381845,48,78
382098,48,78
382200,48,78
382243,48,78
382258,48,78
382383,48,78
382415,48,78
382614,48,78
382631,48,78
382644,48,78
382657,48,78
382669,48,78
382671,48,78
382733,48,78
382966,48,78
383466,48,78
383495,48,78
383624,48,276
383663,48,276
383675,48,276
383696,48,276
383751,48,276
383764,48,276
383789,48,276
383857,48,276
389562,48,276
438138,2528,2528
438207,2528,2528
438895,2528,2528
438904,2528,2528
439201,2528,2528
440576,2528,2528
440607,2528,2528
440616,2528,2528
441410,2528,2528
441420,2528,2528
441787,2528,2528
443062,2528,2544
443070,2528,2544
443125,2528,2544
443253,2528,2544
443312,2528,2544
443350,2528,2544
443909,2528,2544
444540,2528,2544
445031,2520,2520
445871,2488,2488
445913,2488,2488
446498,2488,2488
447484,2488,2488
447492,2488,2488
448972,2488,2488
448980,2488,2488
449237,2488,2488
449245,2488,2488
449666,2488,2520
449678,2488,2520
449873,2488,2520
449881,2488,2520
450223,2488,2520
450232,2488,2520
450557,2488,2520
450568,2488,2520
451101,2488,2520
451113,2488,2520
451606,2040,2040
451607,1528,1528
451608,1016,1016
451610,504,504
451611,504,504
451975,504,504
451977,504,504
451978,504,504
451979,504,504
451980,504,504
452001,472,472
452012,472,472
452194,472,472
452207,472,472
453755,472,472
453828,472,472
453858,472,472
454598,472,472
454626,408,408
454713,376,376
454722,376,376
455141,376,376
455483,376,376
455491,376,376
455569,216,216
455586,216,216
455594,216,216
455671,216,216
455737,216,216
455739,216,216
455741,216,216
455743,216,216
455745,216,216
455747,216,216
455749,216,216
455751,216,216
455753,216,216
455755,216,216
455757,216,216
455758,216,216
455759,216,216
455761,216,216
455763,216,216
455765,216,216
455767,216,216
455881,216,216
455915,216,216
455918,216,216
455920,216,216
455922,216,216
455925,216,216
455927,216,216
455929,216,216
455931,216,216
455933,216,216
455935,216,216
455937,216,216
455939,216,216
455942,216,216
455944,216,216
455946,216,216
455948,216,216
455950,216,216
455952,216,216
455954,216,216
455956,216,216
455958,216,216
455960,216,216
455963,216,216
455965,216,216
456132,216,216
456135,216,216
456148,216,216
456203,216,216
456660,216,216
457032,216,216
457038,216,216
457045,216,216
457129,216,216
457148,216,216
457340,216,216
457433,216,216
457513,216,216
457859,216,216
457884,184,184
457890,184,184
458551,184,184
459075,184,184
459194,184,184
459213,168,168
459221,168,168
459223,168,168
459557,168,168
459623,168,168
459728,168,168
459772,168,168
459826,168,168
459839,168,168
459890,168,168
459998,168,168
460067,168,168
460112,120,120
460433,116,116
460448,116,116
460480,116,116
460736,116,116
460838,116,116
460866,116,116
460895,116,116
461269,116,116
461530,116,116
461913,116,116
462644,116,116
462893,116,116
463083,116,116
463278,116,116
463314,116,116
463320,116,116
463559,116,116
465518,0,0
465682,0,0
465886,0,0
466648,0,0
466677,0,0
466689,0,0
467377,0,0
467386,0,0
467395,0,0
467630,0,0
467741,0,0
468261,0,0
468538,0,0
468795,0,0
468899,0,0
469926,0,0
470075,0,0
470078,0,0
471011,0,0
471014,0,0
471700,0,0
471705,0,0
472769,0,0
472775,0,0
472949,0,0
473123,0,0
473407,0,0
473416,0,0
474077,0,0
474126,0,0
474196,0,0
474292,0,0
474296,0,0
474572,0,0
475344,0,0
476347,0,0
480855,0,0
481699,0,0
482168,0,0
485470,0,0
486112,0,0
486141,0,0
486151,0,0
487982,0,0
488026,0,0
488032,0,0
494436,0,0
494868,0,0
495119,0,0
496323,0,0
496555,0,0
496711,0,0
496717,0,0
496717,0,0
496717,0,0
496721,0,0
496723,0,0
496723,0,0
496723,0,0
496729,0,0
496729,0,0
496729,0,0
496730,0,0
496732,0,0
496734,0,0
496951,0,0
496973,0,0
496976,0,0
496985,0,0
496987,0,0
497126,0,0
497245,0,0
497265,0,0
497296,0,0
497316,0,0
497431,0,0
497681,0,0
498158,0,0
498567,0,0
498672,0,0
498842,0,0
498855,0,0
498871,0,0
499236,0,0
499253,0,0
499259,0,0
499284,0,0
499362,0,0
499467,0,0
499704,0,0
499837,0,0
500073,0,0
500407,0,0
500943,0,0
501603,0,0
502012,0,13
503600,0,78
505715,0,78
505719,0,78
508190,0,78
508763,0,78
509408,0,78
514093,0,78
516042,0,78
516966,550,617
517035,550,617
518316,550,617
518330,550,617
518333,550,617
521081,550,617
521554,551,626
527279,551,626
527325,551,626
527326,551,626
535884,551,626
539915,632,759
539919,632,758
539920,632,757
540515,632,757
540912,632,757
541775,632,757
542382,728,735
542609,728,735
543744,728,735
543752,728,735
544061,728,735
544661,728,735
545604,728,735
546204,728,735
546298,728,743
546422,728,743
547253,728,743
547259,728,743
548049,728,757
550310,735,753
550319,735,753
550991,735,753
550997,735,753
551399,735,753
552141,735,753
552143,735,753
552145,735,753
552433,735,753
552458,735,753
552463,735,739
552474,735,739
552567,735,739
552684,735,739
552741,735,739
553663,732,732
553667,731,731
553800,731,731
553999,731,731
554326,731,731
554435,731,731
556191,731,731
556211,730,730
556220,730,730
556627,730,730
556633,730,730
557380,730,730
557793,729,729
557803,729,729
557806,729,729
557876,729,729
558264,729,729
558685,725,725
558696,725,725
559023,713,713
559033,713,713
560124,713,713
560209,713,713
560268,713,713
560361,696,696
560369,696,696
562328,696,696
562342,696,696
562351,696,696
562354,696,696
563632,696,696
563664,696,696
563730,696,696
564375,696,728
564448,696,728
566818,696,728
567764,696,858
567967,696,858
568567,696,858
570770,696,852
570781,696,852
571370,696,827
577380,696,827
577387,696,827
577438,696,827
577552,696,827
578366,825,827
578372,825,827
578986,825,827
579872,825,827
582367,826,928
582669,826,928
582670,826,928
582676,826,928
582697,826,928
582708,826,928
582710,826,928
582904,826,928
583346,826,928
583458,826,928
583661,826,928
583663,826,928
583684,826,928
583862,826,928
583872,826,928
584214,826,928
584814,826,928
584820,826,928
586416,826,1120
586421,826,1120
587157,826,1120
587312,826,1120
589288,826,1120
589394,826,1120
589744,826,1120
590129,826,1120
590478,826,1120
590486,826,1120
590854,826,1120
590915,826,1120
591242,826,1120
592611,826,1120
596195,826,1120
599932,1406,1759
608024,1406,1759
618699,1406,1759
618868,1759,1760
623620,1760,1766
623620,1760,1765
623671,1760,1764
624329,1760,1763
624492,1760,1763
628642,1760,1763
638160,1760,1763
638192,1760,1763
639129,1760,1763
639143,1760,1763
639294,1760,1763
639344,1760,1763
639977,1764,1765
639983,1764,1765
640230,1764,1765
642261,1765,1767
642296,1765,1767
643211,1765,1884
643909,1765,1883
643939,1765,1879
644289,1765,1875
644300,1765,1875
644643,1765,1875
644651,1765,1875
644806,1765,1875
644817,1765,1875
644882,1765,1875
645108,1765,1875
645119,1765,1875
645772,1765,1875
645778,1765,1875
645935,1765,1875
646115,1765,1875
646121,1765,1875
646666,1765,1875
646672,1765,1875
647581,1765,1873
647691,1765,1872
647740,1765,1872
648211,1765,1872
653477,1872,1880
653526,1872,1880
654682,1866,1866
655116,1859,1859
655128,1859,1859
655628,1859,1859
655629,1859,1859
655639,1859,1859
656249,1859,1859
656286,1859,1859
657804,1859,1859
657811,1859,1859
658389,1859,1859
658395,1859,1859
658758,1859,1862
658765,1859,1862
659234,1859,1885
659334,1859,1888
659383,1859,1888
660049,1859,1882
660058,1859,1882
660070,1859,1882
660076,1859,1882
660236,1859,1882
660247,1859,1882
660400,1859,1882
660626,1859,1881
660733,1859,1880
660739,1859,1880
660849,1859,1880
660921,1859,1880
661092,1859,1880
661193,1859,1880
661195,1859,1880
661312,1859,1879
661314,1859,1875
661437,1859,1875
661622,1859,1875
661664,1859,1874
661672,1859,1874
661756,1859,1873
662222,1859,1872
662446,1859,1871
662474,1859,1871
663169,1848,1848
663867,1848,1848
663906,1848,1848
664121,1848,1848
664816,1848,1848
665514,1848,1848
665546,1848,1848
667204,1848,1848
667485,1848,1848
670414,1848,1849
671927,1848,1853
671986,1848,1852
681219,1848,1852
681754,1848,1852
682697,1848,1852
682800,1848,1852
683270,1848,1852
685358,1848,1852
686321,1833,1833
686323,1801,1801
686325,1769,1769
686326,1737,1737
686329,1705,1705
686330,1673,1673
686332,1641,1641
686334,1609,1609
686336,1577,1577
686337,1545,1545
686339,1513,1513
686341,1513,1513
686341,1513,1513
686343,1481,1481
686344,1449,1449
686346,1417,1417
686348,1385,1385
686374,1353,1353
686376,1321,1321
686378,1289,1289
686379,1257,1257
686381,1225,1225
686383,1193,1193
686385,1161,1161
686386,1129,1129
686388,1097,1097
686390,1065,1065
686392,1033,1033
686394,1001,1001
686396,969,969
686398,937,937
686400,905,905
686401,873,873
686411,873,873
686467,873,873
686846,873,873
687726,873,873
688384,873,873
692021,873,873
696215,873,937
696501,873,921
696983,873,921
697736,873,921
697945,873,920
698385,873,919
698399,873,895
698554,873,894
701129,886,893
701135,886,893
701509,886,893
701515,886,893
701665,862,862
701802,861,861
701808,861,861
701973,861,861
702118,861,861
702129,861,861
702135,861,861
702258,861,861
702264,861,861
702971,861,861
704011,861,861
704069,861,861
704172,845,845
704226,845,845
704347,845,845
704406,845,845
704510,845,845
704859,845,845
707578,845,845
707634,845,845
707657,845,845
707884,845,846
708128,845,889
708664,845,889
708838,845,874
708848,845,874
708963,845,874
709075,845,874
709971,845,874
710183,845,874
710194,845,874
710252,845,874
711801,845,874
712255,845,874
712396,845,874
713713,845,891
714475,845,987
714487,845,987
714753,845,985
714764,845,985
714836,845,985
714913,845,985
714932,845,985
715080,845,984
715091,845,984
715139,845,984
715418,845,984
715710,845,984
716922,845,984
716932,845,984
717062,845,984
717068,845,984
717405,845,984
717486,845,984
717492,845,984
717622,845,984
717628,845,984
717820,845,984
719364,845,984
721147,874,989
721403,874,990
722041,874,990
723115,890,990
723141,890,990
723412,890,990
723418,890,990
723854,983,990
723861,983,990
724428,983,990
724436,983,990
724580,983,990
724586,983,990
724620,983,990
724932,983,990
724935,983,990
724936,983,990
724938,983,990
725005,983,990
725663,983,990
726332,983,990
726334,983,990
726342,983,990
726365,983,990
726385,983,990
726888,984,990
726894,984,990
727174,984,990
727270,984,990
727322,984,990
727330,984,990
727495,984,990
727594,984,990
727805,984,990
727827,984,990
727937,984,990
728137,984,990
728798,984,990
729258,985,991
729265,985,991
729565,985,991
729710,985,991
729716,985,991
730303,985,991
730759,988,989
730767,988,989
730779,988,989
731061,988,989
731091,988,989
733992,988,989
733999,988,989
734127,988,989
734543,988,1004
734556,988,1004
734783,988,1004
734790,988,1004
735040,988,1004
735052,988,1004
735126,988,1004
735504,988,1004
735506,988,1004
735839,988,1004
735879,988,1003
735889,988,1003
737285,988,1003
737298,988,1003
738173,988,1003
738192,988,1003
738478,988,1003
738499,988,1003
739237,988,1003
739243,988,1003
739927,988,1003
739956,988,1003
739965,988,1003
739965,988,1003
741155,988,1004
741487,988,1004
743146,988,1004
743152,988,1004
744019,989,1125
744029,989,1125
744455,997,1125
744461,997,1125
744513,997,1125
744524,997,1125
744557,997,1125
744578,997,1125
744720,997,1125
745441,997,1139
745450,997,1139
745452,997,1139
745605,997,1139
745611,997,1139
746279,997,1139
746285,997,1139
746650,997,1139
746656,997,1139
747268,997,1139
748061,997,1139
748093,997,1139
748134,997,1139
748138,997,1139
749497,997,1146
749515,997,1146
750351,997,1146
750370,997,1146
750573,997,1146
750584,997,1146
751072,997,1146
752323,997,1146
752678,997,1275
752685,997,1275
752697,997,1275
752940,997,1275
752952,997,1275
753496,997,1275
753873,1125,1275
753880,1125,1275
754109,1125,1275
754121,1125,1275
754222,1125,1275
754800,1125,1275
754812,1125,1275
755230,1130,1275
755249,1130,1275
755675,1130,1275
755681,1130,1275
755979,1130,1282
755998,1130,1282
756257,1130,1282
756275,1130,1282
756653,1130,1282
756672,1130,1282
757106,1130,1285
757125,1130,1285
757223,1130,1285
757445,1130,1285
757463,1130,1285
757724,1130,1285
757743,1130,1285
757924,1130,1285
757943,1130,1285
759022,1132,1285
759041,1132,1285
759515,1132,1285
759533,1132,1285
760407,1132,1285
760426,1132,1285
760695,1132,1285
760697,1132,1285
760704,1132,1285
760712,1132,1285
760766,1132,1285
760771,1132,1285
760787,1132,1285
760794,1132,1285
765496,1132,1285
776722,1543,1543
776971,1542,1542
776977,1542,1542
778636,1542,1542
778643,1542,1542
778889,1542,1542
779228,1286,1286
779250,1283,1283
779258,1283,1283
779523,1283,1283
779527,1029,1029
779530,1029,1029
779658,1029,1029
780104,1029,1029
781285,1029,1029
781291,1029,1029
781292,1029,1029
781554,1029,1029
781560,1029,1029
781645,1029,1029
781766,1029,1029
782113,1029,1029
782119,1029,1029
782464,1029,1029
782469,1029,1029
782645,1029,1029
782651,1029,1029
783136,1029,1029
783344,1029,1221
783350,1029,1221
783427,1029,1221
783586,1029,1221
783592,1029,1221
783596,1029,1221
783667,1029,1221
783674,1029,1221
784098,1029,1221
784807,1029,1220
785253,1029,1220
785401,1029,1156
785411,1029,1156
787145,1029,1156
787574,1029,1140
787627,1029,1139
787663,1029,1139
787704,1029,1139
788761,1029,1139
789364,1029,1139
789370,1029,1139
789643,1029,1139
789650,1029,1139
789751,1029,1139
790060,1029,1139
790387,1029,1076
790400,1029,1076
790717,1029,1076
790737,1029,1076
791161,1012,1012
791362,948,948
791444,948,948
791770,948,948
791777,948,948
792587,948,948
792595,948,948
792609,948,948
792684,948,948
792706,948,948
792760,948,948
792782,948,948
793476,948,948
793509,948,948
794770,948,948
794992,948,948
795049,948,948
795672,948,948
795997,948,948
796021,948,948
796138,948,948
796181,948,948
796910,948,948
796932,948,948
797196,948,948
797201,948,948
797223,948,948
797229,948,948
797262,948,948
797473,948,948
797483,948,948
797521,948,948
797725,948,948
797731,948,948
798240,948,948
798248,948,948
798256,948,948
798358,948,948
798585,948,1072
798611,948,1072
798958,948,1072
799144,948,1072
799443,948,1072
799503,948,1072
799575,948,1057
799610,948,1057
799675,948,1057
800197,948,1056
800495,948,1056
800548,948,1056
800756,948,1055
800867,948,1040
800877,948,1040
800968,948,1040
801075,948,1040
801102,948,1040
801789,895,895
801941,894,894
801952,892,892
801978,892,892
802044,892,892
802213,892,892
802353,892,892
802364,892,892
802771,892,892
802780,892,892
803025,892,892
803438,892,892
803454,892,892
803463,892,892
803485,892,892
803492,892,892
803604,892,892
803605,892,892
803689,892,892
803691,892,892
803697,892,892
803941,892,892
804018,892,892
804029,892,892
804176,892,892
804183,892,892
804284,892,892
804294,892,892
804365,892,892
804414,892,892
804420,892,892
804724,892,892
804872,892,892
804879,892,892
804912,892,892
804920,892,892
804964,892,892
804970,892,892
805018,892,892
805026,892,892
805032,892,892
805109,892,892
805206,892,892
805247,892,892
805316,892,892
805347,892,892
805418,892,892
805486,892,892
806257,603,603
806259,91,91
806261,91,91
806263,91,91
806265,91,91
806266,91,91
806268,91,91
806270,91,91
806345,90,90
806352,90,90
806424,90,90
806471,90,90
806479,90,90
806516,90,90
806679,90,90
806801,90,90
806807,90,90
806810,90,90
807108,90,90
807116,90,90
807340,90,90
807345,90,90
807552,90,90
807652,90,90
807669,90,90
807681,90,90
807969,90,90
808525,90,90
808528,90,90
808665,90,90
808683,90,90
808871,90,90
808881,90,90
809200,90,90
810369,90,90
810437,90,331
810510,90,331
810537,90,331
810616,90,331
811188,90,331
811239,90,331
811306,90,343
811317,90,343
811649,90,343
811655,90,343
811679,90,343
811707,90,343
811714,90,343
811720,90,343
811739,90,343
812108,90,343
812428,90,343
812728,90,343
812735,90,343
813206,90,343
813517,90,343
813524,90,343
813574,90,343
814079,90,344
814088,90,344
814121,90,344
814293,90,344
814332,90,344
814341,90,344
814758,90,344
814765,90,344
815368,90,344
815576,90,344
815615,90,344
815624,90,344
815661,90,344
815670,90,344
815931,90,344
815940,90,344
816141,90,344
816254,90,344
816394,90,344
816403,90,344
816452,90,344
816678,90,344
816784,90,344
816791,90,344
816850,90,344
817000,90,344
817010,90,344
817278,90,314
817297,90,314
817736,90,314
817859,90,310
817867,90,310
817899,90,310
818081,90,310
819909,90,310
819915,90,310
819932,90,310
820501,179,310
820508,179,310
820613,179,310
820939,179,310
821558,180,314
821601,180,314
821608,180,314
823282,180,314
823725,180,314
824793,180,314
825499,309,329
825807,309,329
829478,309,325
829491,309,325
830096,310,325
830131,310,325
830133,310,325
830424,310,325
830764,310,325
830771,310,325
831113,310,325
831119,310,325
832008,322,325
832010,322,325
832012,322,325
832014,322,325
832016,322,325
832018,322,325
832020,322,325
832022,322,325
832024,322,325
832026,322,325
832028,322,325
832030,322,325
832032,322,325
832034,322,325
832036,322,325
832038,322,325
832040,322,325
832042,322,325
832044,322,325
832046,322,325
832048,322,325
832050,322,325
832052,322,325
832054,322,325
832901,5,5
834616,5,5
835057,5,5
836359,5,5
837464,5,5
837526,5,5
837547,5,5
837566,5,5
837609,5,5
837626,5,5
837660,5,5
837689,5,5
840228,5,5
840507,5,5
840944,5,5
841298,5,5
843603,5,5
843909,5,5
844029,5,5
844145,5,5
844261,5,5
844593,5,5
845060,5,9
846514,5,9
849025,5,10
849335,5,10
850557,5,10
850671,5,10
851269,5,10
854945,5,10
860501,5,10
860946,5,10
861765,10,14
862708,10,14
862961,10,14
866181,10,14
866216,12,15
866541,12,15
866621,12,15
867037,12,15
867147,12,15
868036,12,14
868047,12,14
868385,12,14
868792,12,14
868800,12,14
869023,12,14
869032,12,14
869121,12,14
869130,12,14
869247,12,14
869484,12,14
869485,12,14
869684,12,14
869691,12,14
869744,12,14
869882,12,14
869936,12,14
870175,12,14
870258,12,14
870329,12,14
870374,12,13
870384,12,13
870678,12,13
870688,12,13
870780,12,13
870898,12,12
870909,12,12
870919,12,12
871074,12,12
871076,12,12
871078,12,12
871079,12,12
871081,12,12
871083,12,12
871084,12,12
871086,12,12
871088,12,12
871090,12,12
871091,12,12
871093,12,12
871095,12,12
871097,12,12
871098,12,12
871100,12,12
871302,12,12
871304,12,12
871306,12,12
871308,12,12
871309,12,12
871311,12,12
871313,12,12
871315,12,12
871316,12,12
871318,12,12
871320,12,12
871321,12,12
871323,12,12
871325,12,12
871327,12,12
871329,12,12
871741,12,12
871905,12,12
873401,12,12
873440,11,11
873480,11,11
874046,11,11
874859,11,11
874866,11,11
875111,11,11
876220,11,11
876627,11,11
876692,10,10
876746,9,9
876756,9,9
876771,9,9
876857,9,9
877175,9,9
877254,9,9
877798,9,9
878056,9,9
879220,9,9
879226,9,9
879452,9,9
880339,9,9
880355,9,9
880921,9,9
881211,9,9
881720,9,9
882026,9,9
882033,9,9
882787,9,9
883027,9,9
883032,9,9
883391,9,9
883573,9,9
883579,9,9
884218,9,9
884526,9,9
884659,9,11
884665,9,11
884920,9,11
885132,9,11
885527,9,11
885750,9,11
885793,9,10
885958,9,10
886003,9,9
886038,8,8
886084,8,8
886087,8,8
886354,4,4
886413,4,4
886867,4,4
886925,4,4
887235,4,4
887249,4,4
887295,4,4
887457,4,4
887698,4,4
888204,4,4
888434,4,4
888442,4,4
888446,4,4
888451,4,4
888749,4,4
889265,4,4
889497,4,4
889831,4,4
889878,4,4
889889,4,4
890012,4,4
890036,4,4
890070,4,4
890521,4,4
890646,4,6
890686,4,6
891032,4,6
891141,4,6
891146,4,6
891545,4,6
891557,4,6
891997,4,6
892526,4,6
892562,4,6
892830,4,6
892955,4,6
892960,4,6
894175,4,6
894304,4,6
894305,4,6
894328,4,6
894367,4,6
894401,4,6
894529,4,6
894562,4,6
894897,4,6
895208,4,4
895218,4,4
895780,4,4
896345,4,4
896768,4,4
896859,4,4
896893,4,4
897141,4,4
897299,4,4
897309,4,4
897656,4,4
897667,4,4
898572,4,4
898583,4,4
898602,4,4
898609,4,4
900058,4,6
900064,4,6
900159,4,6
900469,4,6
900599,4,6
900958,4,6
900990,4,6
901001,4,6
901545,4,6
902173,4,4
902481,2,2
902815,2,2
902831,2,2
903016,2,2
903041,2,2
903298,2,2
903654,2,2
903669,2,2
903768,2,2
903771,2,2
903772,2,2
903916,2,2
903923,2,2
904153,2,2
904155,2,2
904560,2,2
904985,2,2
904988,1,1
904994,1,1
905936,1,1
906539,1,1
906894,1,1
906911,1,1
907664,1,1
907670,1,1
908300,1,1
908830,1,1
909008,1,1
909047,1,1
909103,1,1
909162,1,2
909332,1,2
909528,1,2
909704,1,2
909944,1,2
910154,1,2
910276,1,2
910453,1,2
910468,1,2
910478,1,2
910570,1,2
910646,1,1
910733,1,1
910815,1,1
910847,1,1
911375,1,1
912562,1,1
912639,1,1
913157,1,1
913198,1,1
913384,1,1
914060,0,0
914069,0,0
914408,0,0
915286,0,0
915454,0,0
915457,0,0
915549,0,0
915961,0,0
915967,0,0
916033,0,0
916041,0,0
916330,0,0
916435,0,0
917040,0,0
917051,0,0
917148,0,0
917154,0,0
917607,0,0
917885,0,0
918359,0,0
919757,0,0
919764,0,0
921234,0,0
921978,0,0
921981,0,0
922322,0,0
922511,0,0
922638,0,0
922641,0,0
922663,0,0
922798,0,0
923361,0,0
923369,0,0
923445,0,0
923611,0,0
924131,0,0
924139,0,0
924436,0,0
924965,0,0
924971,0,0
925174,0,0
925603,0,0
925765,0,0
925766,0,0
925981,0,0
926177,0,0
926449,0,0
926455,0,0
926596,0,0
926763,0,0
926774,0,0
926786,0,0
926789,0,0
926791,0,0
926792,0,0
926795,0,0
926797,0,0
926971,0,0
927076,0,0
927231,0,0
927514,0,0
927702,0,0
928151,0,0
928187,0,0
928188,0,0
928192,0,0
928195,0,0
928218,0,0
928224,0,0
928346,0,0
928526,0,0
929652,0,0
930098,0,0
930327,0,0
930471,0,0
930534,0,0
931869,0,0
932687,0,6
932749,0,6
932829,0,6
934338,0,6
934344,0,6
935200,0,7
936633,0,7
937725,0,7
938064,0,8
939210,0,8
939269,0,8
939964,0,8
942978,0,8
