"Intl Download, x; Intl Upload, x","Intl Download, y","Intl Upload, y","local Download, x; local Upload, x","local Download, y","local Upload, y"
2017-04-15T10:00:06.579675,19407916.648421995,4476476.550684872,2017-04-15T10:00:06.591555,17069113.927574236,10733118.617568962
2017-04-15T10:20:07.339724,18079031.52603012,4660917.365265376,2017-04-15T10:20:07.356941,16484018.547618087,10633743.83080076
2017-04-15T10:40:06.463494,17902150.317679215,4762461.278787268,2017-04-15T10:40:06.484564,16460297.409750685,9386088.213204274
2017-04-15T11:00:06.478353,16450282.076090872,4942602.046175952,2017-04-15T11:00:06.489900,15730255.933868518,7456387.740363552
2017-04-15T11:20:06.343460,19358321.94593309,4621037.288196831,2017-04-15T11:20:06.373921,15855803.369262245,10652547.678262994
2017-04-15T11:40:06.814295,17923273.72042373,4838795.984148207,2017-04-15T11:40:06.826853,16448155.19210102,8603488.356067697
2017-04-15T12:00:06.399620,17288960.366982788,4952209.380213574,2017-04-15T12:00:06.416892,14613890.700155392,7921170.218081451
2017-04-15T12:20:07.017944,18384452.686034247,4844917.969554313,2017-04-15T12:20:06.991052,16399272.748572482,9617417.997430833
2017-04-15T12:40:07.136453,22917626.59909467,7447445.51576414,2017-04-15T12:40:07.157667,27320833.560513385,14297947.877074774
2017-04-15T13:00:06.736297,17358125.506659288,4632511.740415782,2017-04-15T13:00:06.717912,16912603.002880037,11552939.749735493
2017-04-15T13:20:07.073725,20565882.302382346,7291455.494365779,2017-04-15T13:20:07.092071,20897491.108407587,15947257.99382009
2017-04-15T13:40:06.460521,23390183.634907115,4720733.978627587,2017-04-15T13:40:06.479140,17565425.319085065,16230273.227110205
2017-04-15T14:00:07.101821,21232448.99092588,4424763.755218451,2017-04-15T14:00:07.083759,16330153.35421979,12077008.671092575
2017-04-15T14:20:06.800483,17871878.48539307,4718368.271308829,2017-04-15T14:20:06.783800,16097008.47022304,8776558.102560366
2017-04-15T14:40:06.423897,19188257.21640188,4690865.44807793,2017-04-15T14:40:06.402362,16590257.213187767,9700228.620451692
2017-04-15T15:00:06.887152,18681298.464327946,4744259.857711103,2017-04-15T15:00:06.879740,16593419.181549175,9988961.052716697
2017-04-15T15:20:06.282483,19200597.78951783,4520615.576171687,2017-04-15T15:20:06.297386,16652019.657038568,10468848.737144845
2017-04-15T15:40:07.083843,18385001.79064128,4978783.758757173,2017-04-15T15:40:07.074300,15272561.636499016,8652964.117569217
2017-04-15T16:00:07.841791,19431636.86855619,4926779.3526388435,2017-04-15T16:00:07.470744,14279556.360040685,11334133.495324224
2017-04-15T16:20:06.809889,18958957.50463488,4791925.182431309,2017-04-15T16:20:06.791304,14490629.234764025,10062980.634331888
2017-04-15T16:40:07.023188,19428559.16912375,4913616.222295529,2017-04-15T16:40:07.031223,15946822.378338056,9333587.141743977
2017-04-15T17:00:06.286773,19066319.607421294,4575809.03462275,2017-04-15T17:00:06.281702,13864940.547952898,11537571.659246575
2017-04-15T17:20:06.538376,16895128.45173616,4804592.235796975,2017-04-15T17:20:06.529498,16282995.453961555,10622407.690910133
2017-04-15T17:40:06.448442,16675095.56426834,4973120.734689324,2017-04-15T17:40:06.432029,14719464.75563046,7057996.890211559
2017-04-15T18:00:06.995458,19176792.94615763,4682082.134871695,2017-04-15T18:00:06.983795,16612710.042332018,11861883.67611143
2017-04-15T18:20:06.721463,19706729.60032371,4515686.612439427,2017-04-15T18:20:06.728225,16607995.602345107,11723539.641660333
2017-04-15T18:40:06.912377,18534256.06859281,4627535.813789717,2017-04-15T18:40:06.893555,16184087.11866142,10411226.9584551
2017-04-15T19:00:06.473707,17220356.64126061,4614106.382980675,2017-04-15T19:00:06.463955,16118638.707540965,9689749.84592482
2017-04-15T19:20:06.323453,18158797.531539626,4563255.432543303,2017-04-15T19:20:06.329030,16400858.45389052,10805069.947945708
2017-04-15T19:40:07.165703,16413498.596804092,4521377.517312602,2017-04-15T19:40:07.187195,15141008.97535321,10267580.818297973
2017-04-15T20:00:07.847740,18323785.23586203,4572417.224230656,2017-04-15T20:00:07.857741,16358649.217033984,10851866.742153063
2017-04-15T20:20:06.641288,17203677.30099673,4518598.492406897,2017-04-15T20:20:06.651424,17034859.713439565,8445383.156027144
2017-04-15T20:40:06.509076,15344483.237874178,4657309.207894618,2017-04-15T20:40:06.493106,16667141.13946174,10415526.597698236
2017-04-15T21:00:06.786943,15113587.192793915,5204800.123964299,2017-04-15T21:00:06.822110,15026399.612120556,8263834.966703604
2017-04-15T21:20:08.696183,22193329.299333185,9777479.9485241,2017-04-15T21:20:08.683346,42538538.88044907,18768224.99246004
2017-04-15T21:40:06.960950,18880654.85846153,4580902.024852977,2017-04-15T21:40:06.894228,16359838.257551435,9772415.700414477
2017-04-15T22:00:07.136401,12401480.06133214,5854482.092998065,2017-04-15T22:00:07.124381,13669159.6054008,6096055.628157677
2017-04-15T22:20:07.097431,17382023.021996517,4778599.974821292,2017-04-15T22:20:07.088337,15849963.817139905,8886498.071110602
2017-04-15T22:40:06.979812,16957781.27765475,4677423.429411324,2017-04-15T22:40:06.963923,15830913.50812554,9606201.64288606
2017-04-15T23:00:06.113690,18256407.27203293,4528504.704103982,2017-04-15T23:00:06.128406,16062719.546000024,8903128.503572956
2017-04-15T23:20:06.746362,15000323.056284187,4787376.631669722,2017-04-15T23:20:06.731450,15224728.156116853,8654441.057765659
2017-04-15T23:40:06.500543,18550532.451180413,4632225.287663298,2017-04-15T23:40:06.481220,16974295.106394414,9639985.53192829
2017-04-16T00:00:06.732808,16639500.38749735,4583964.075109277,2017-04-16T00:00:06.750613,15405960.160426766,9531504.740774153
2017-04-16T00:20:06.134164,18848115.84967473,4630234.237160658,2017-04-16T00:20:06.124311,16178535.607570207,9735213.563737294
2017-04-16T00:40:07.033722,18611400.296260394,4738285.368345585,2017-04-16T00:40:07.050239,16187407.591194108,9178604.615491042
2017-04-16T01:00:06.512409,16692934.202556554,4987127.666614582,2017-04-16T01:00:06.522398,15755358.296212586,8546769.481906248
2017-04-16T01:20:06.703869,17429177.219814822,4580301.973490458,2017-04-16T01:20:06.720748,16617737.107085155,8957835.178634567
2017-04-16T01:40:06.397061,15859060.965841362,4751479.478818969,2017-04-16T01:40:06.383691,15972648.834795324,8860446.197173873
2017-04-16T02:00:06.580273,19060892.796787664,4662560.272396384,2017-04-16T02:00:06.563491,15860730.989386115,9528340.87759944
2017-04-16T02:20:06.760186,15047172.22741229,4878093.244922612,2017-04-16T02:20:06.742804,15071354.504020745,9035629.5700271
2017-04-16T02:40:06.155961,18538543.360459816,4625189.374006846,2017-04-16T02:40:06.142980,16760670.070443915,10187433.80118167
2017-04-16T03:00:06.953472,19138742.180080034,4566662.5658827815,2017-04-16T03:00:06.962009,15659242.3063958,10052865.230500812
2017-04-16T03:20:06.493526,18055690.400540523,4918145.719302867,2017-04-16T03:20:06.506461,16662823.492082102,9490356.584829837
2017-04-16T03:40:06.797079,18357751.83300197,4325187.582830818,2017-04-16T03:40:06.782745,17145154.978239726,11264554.745337112
2017-04-16T04:00:07.003942,18873363.857359946,4548751.031572193,2017-04-16T04:00:07.017940,15280075.536335878,9587572.406579627
2017-04-16T04:20:06.344737,18637761.488591406,4686464.803506337,2017-04-16T04:20:06.352480,16195014.18618765,9292672.431926658
2017-04-16T04:40:06.748755,16872960.403655622,4735179.349637633,2017-04-16T04:40:06.756630,15586069.730315516,8328151.443317349
2017-04-16T05:00:06.621983,17988429.50203471,4690036.199769955,2017-04-16T05:00:06.615749,15960696.208933527,9267936.41411431
2017-04-16T05:20:06.736864,16874261.333109908,4659739.777295081,2017-04-16T05:20:06.698063,15895566.042983266,7934796.13079299
2017-04-16T05:40:06.892369,18805231.37157704,4597773.181646869,2017-04-16T05:40:06.909728,16087482.299262432,9701902.1646955
2017-04-16T06:00:06.954995,17772487.42085355,4701897.498376851,2017-04-16T06:00:06.963775,16115349.42514996,8499539.710516237
2017-04-16T06:20:06.890959,19293379.7154719,4823829.533016954,2017-04-16T06:20:06.883286,15573762.42049137,10205438.103226935
2017-04-16T06:40:07.127299,18477283.94644444,5365138.150212565,2017-04-16T06:40:07.120318,13445776.410382126,11633803.619414842
2017-04-16T07:00:06.499262,13276542.314092707,5007011.80072811,2017-04-16T07:00:06.494317,14725361.09901888,7874230.429940852
2017-04-16T07:20:07.023657,17476912.23335052,4792316.369192967,2017-04-16T07:20:07.037100,17209792.266961824,9462319.69603363
2017-04-16T07:40:06.111711,19434738.962305624,4756717.329690178,2017-04-16T07:40:06.097405,16253730.80559986,9135079.58696746
2017-04-16T08:00:06.992969,19851004.007893328,4525319.480441497,2017-04-16T08:00:07.002908,16211883.70356289,11561906.84481103
2017-04-16T08:20:06.994506,18087385.64513175,4639019.328987195,2017-04-16T08:20:07.003087,16083635.784994595,9968676.98923419
2017-04-16T08:40:06.922066,18176614.501434114,4856931.467090571,2017-04-16T08:40:06.928488,16075015.428776905,9445742.332557106
2017-04-16T09:00:06.462599,19111980.730331026,4857173.793129893,2017-04-16T09:00:06.472515,16580438.132666128,8796346.047652114
2017-04-16T09:20:06.658020,18806116.68896713,4393466.666993898,2017-04-16T09:20:06.641305,17398586.538549244,10718823.299221756
2017-04-16T09:40:06.923562,19404101.837874766,4495296.3646800285,2017-04-16T09:40:06.939200,16302983.011832487,9254678.255839692
2017-04-16T10:00:06.798323,17361657.249470145,4758585.918477448,2017-04-16T10:00:06.778362,16307647.815692674,9233075.617209172
2017-04-16T10:20:06.292558,18546183.05017527,4894062.723246045,2017-04-16T10:20:06.286220,16008473.889181467,8956632.770081451
2017-04-16T10:40:07.107273,19410019.992468826,4451357.495351677,2017-04-16T10:40:07.081237,16639827.10480989,10574207.087732453
2017-04-16T11:00:06.373078,20462119.469349302,4426115.686472443,2017-04-16T11:00:06.386269,17229585.36405243,11539328.185306767
2017-04-16T11:20:07.078308,18304560.534963686,4413829.627134377,2017-04-16T11:20:07.062640,16373839.505773135,9929972.615557784
2017-04-16T11:40:07.154285,18921966.354636174,4437390.554558378,2017-04-16T11:40:07.163463,16055532.012137773,11023984.042601475
2017-04-16T12:00:06.398464,18711305.176781267,4750215.725987913,2017-04-16T12:00:06.383959,15785660.584576076,2774926.2057796125
2017-04-16T12:20:06.732731,21278638.20596266,4547377.253527352,2017-04-16T12:20:06.724678,17069503.708429895,12621517.08027622
2017-04-16T12:40:06.584701,20239023.27148501,4615577.409350179,2017-04-16T12:40:06.574054,16850364.27175766,11346384.706943067
2017-04-16T13:00:06.329895,21400927.595347747,4644657.9868829,2017-04-16T13:00:06.336979,17145498.061294764,12412791.27581934
2017-04-16T13:20:06.161694,20292358.83132474,4423742.611581677,2017-04-16T13:20:06.153954,17227189.609659016,11542245.875267075
2017-04-16T13:40:06.569714,20155074.988901265,4376201.015060614,2017-04-16T13:40:06.577547,17821742.33467433,11582003.07154488
2017-04-16T14:00:06.476093,16648665.501742167,4760889.756024398,2017-04-16T14:00:06.463277,15836131.564059302,8173680.635599557
2017-04-16T14:20:06.974193,19984762.057409193,4170033.339413237,2017-04-16T14:20:06.989984,17201847.409111056,11322859.59027736
2017-04-16T14:40:06.274848,18303484.702940546,4696640.315670076,2017-04-16T14:40:06.282196,16054840.315504843,10268720.94336933
2017-04-16T15:00:06.992949,21118598.66861493,4614118.80102568,2017-04-16T15:00:06.997840,16320852.789712112,11618952.961799378
2017-04-16T15:20:06.461038,20166515.384982716,4596256.229771108,2017-04-16T15:20:06.468222,16678940.355558226,6690665.669535941
2017-04-16T15:40:07.207220,18345758.07596462,4764092.790433841,2017-04-16T15:40:07.217558,16350701.308390822,9109969.355702687
2017-04-16T16:00:07.118937,20986537.462470856,4806283.040003018,2017-04-16T16:00:07.104242,17772033.506547306,13607378.754220895
2017-04-16T16:20:06.697928,16282438.280681916,7630154.671112134,2017-04-16T16:20:06.678504,15856918.953372166,10028028.933161497
2017-04-16T16:40:06.163287,18352009.884874765,4541579.353273871,2017-04-16T16:40:06.179709,16093976.241568064,9877178.9469616
2017-04-16T17:00:06.384016,19030953.352201626,4478658.679765455,2017-04-16T17:00:06.356098,16384089.523596512,11182183.979437798
2017-04-16T17:20:06.963370,14667899.95384078,7372513.49524068,2017-04-16T17:20:06.979418,9585849.368775787,7234713.293200802
2017-04-16T17:40:07.254202,18881043.20449871,4796945.536970035,2017-04-16T17:40:07.264306,16454728.104689065,12143020.92653654
2017-04-16T18:00:06.724803,18001892.019923422,4973807.359693171,2017-04-16T18:00:06.744330,14789267.168474264,8856365.040084727
2017-04-16T18:20:06.853000,8027595.379432199,7263673.735154329,2017-04-16T18:20:06.832787,16666872.0409943,11722629.993809454
2017-04-16T18:40:06.401573,18096251.06508789,4446995.274623739,2017-04-16T18:40:06.410651,17486292.718789596,12645935.231609302
2017-04-16T19:00:07.190117,17200597.514112204,4683401.572472913,2017-04-16T19:00:07.174231,15606479.635031896,9905399.71958556
2017-04-16T19:20:06.516103,12325742.994221415,4864735.9439806035,2017-04-16T19:20:06.501928,15770608.504581867,9347047.454435635
2017-04-16T19:40:06.991886,15050595.24256149,4359628.983762677,2017-04-16T19:40:07.002987,17359727.70265272,12307960.477335066
2017-04-16T20:00:06.999058,15743483.095164094,4837244.203888152,2017-04-16T20:00:06.982755,14496182.78702134,9289425.510643346
2017-04-16T20:20:06.531062,17972733.860813607,4465055.688821663,2017-04-16T20:20:06.537382,15672794.900503093,9583783.743069457
