"Download (Mbit/s), x; Upload (Mbit/s), x; Ping (ms), x (1)","Download (Mbit/s), y (1)","Upload (Mbit/s), y (1)","Ping (ms), y (1)"
2017-11-17 14:00:00,12.24,1.96,49.895
2017-11-17 15:00:00,16.52,1.92,67.248
2017-11-17 16:00:00,17.32,1.95,50.879
2017-11-17 17:00:00,16.43,1.96,58.618
2017-11-17 18:00:00,18.32,1.84,51.261
2017-11-17 19:00:00,15.38,1.9,59.67
2017-11-17 20:00:00,15.39,1.82,42.482
2017-11-17 21:00:00,14.47,1.88,56.913
2017-11-17 22:00:00,17.19,1.93,71.723
2017-11-17 23:00:00,15.65,1.89,67.888
2017-11-18 00:00:00,15.8,1.94,56.525
2017-11-18 01:00:00,18.76,1.78,48.115
2017-11-18 02:00:00,19.23,1.96,43.97
2017-11-18 03:00:00,19.09,1.95,44.906
2017-11-18 04:00:00,19.0,1.93,43.242
2017-11-18 05:00:00,19.21,1.96,40.753
2017-11-18 06:00:00,19.3,1.97,54.73
2017-11-18 07:00:00,19.3,1.85,46.54
2017-11-18 08:00:00,18.83,1.84,52.431
2017-11-18 09:00:00,18.88,1.79,39.026
2017-11-18 10:00:00,18.84,1.94,51.612
2017-11-18 11:00:00,18.75,1.9,49.933
2017-11-18 12:00:00,17.28,1.92,41.566
2017-11-18 13:00:00,17.49,1.85,50.489
2017-11-18 14:00:00,18.48,1.96,57.396
2017-11-18 15:00:00,18.86,1.95,49.658
2017-11-18 16:00:00,14.62,1.95,52.379
2017-11-18 17:00:00,15.26,1.94,49.08
2017-11-18 18:00:00,13.28,1.95,83.211
2017-11-18 19:00:00,17.38,1.85,57.412
2017-11-18 20:00:00,16.64,1.8,71.597
2017-11-18 21:00:00,8.04,1.93,79.867
2017-11-18 22:00:00,18.88,1.95,62.292
2017-11-18 23:00:00,12.32,1.95,73.384
2017-11-19 00:00:00,15.18,1.96,60.041
2017-11-19 01:00:00,18.86,1.97,54.806
2017-11-19 02:00:00,19.07,1.85,49.047
2017-11-19 03:00:00,19.17,1.93,53.696
2017-11-19 04:00:00,19.25,1.96,41.528
2017-11-19 05:00:00,19.18,1.96,44.086
2017-11-19 06:00:00,19.32,1.92,46.623
2017-11-19 07:00:00,19.21,1.94,45.742
2017-11-19 08:00:00,19.07,1.96,48.189
2017-11-19 09:00:00,17.62,1.94,45.765
2017-11-19 10:00:00,16.32,1.81,50.583
2017-11-19 11:00:00,14.27,1.89,49.861
2017-11-19 12:00:00,18.1,1.92,72.28
2017-11-19 13:00:00,17.82,1.79,48.224
2017-11-19 14:00:00,10.8,1.93,79.847
2017-11-19 15:00:00,13.6,1.9,58.917
2017-11-19 16:00:00,16.93,1.95,45.324
2017-11-19 17:00:00,8.49,1.91,94.851
2017-11-19 18:00:00,13.3,1.96,70.368
2017-11-19 19:00:00,13.85,1.91,58.209
2017-11-19 20:00:00,16.29,1.95,53.242
2017-11-19 21:00:00,16.73,1.86,52.391
2017-11-19 22:00:00,7.25,1.77,68.175
2017-11-19 23:00:00,9.77,1.92,41.298
2017-11-20 00:00:00,9.5,1.94,57.459
2017-11-20 01:00:00,18.17,1.92,58.125
2017-11-20 02:00:00,19.11,1.96,53.214
2017-11-20 03:00:00,19.07,1.91,40.06
2017-11-20 04:00:00,19.24,1.97,44.908
2017-11-20 05:00:00,19.0,1.97,45.78
2017-11-20 06:00:00,19.25,1.92,39.088
2017-11-20 07:00:00,19.18,1.96,54.786
2017-11-20 08:00:00,19.18,1.96,49.311
2017-11-20 09:00:00,18.84,1.75,46.561
2017-11-20 10:00:00,19.0,1.81,44.94
2017-11-20 11:00:00,17.5,1.93,53.249
2017-11-20 12:00:00,18.79,1.92,54.598
2017-11-20 13:00:00,18.86,1.93,52.411
2017-11-20 14:00:00,16.64,1.93,49.853
2017-11-20 15:00:00,17.72,1.93,54.319
2017-11-20 16:00:00,18.34,1.92,50.713
2017-11-20 17:00:00,16.53,1.97,51.59
2017-11-20 18:00:00,17.32,1.94,56.271
2017-11-20 19:00:00,17.12,1.91,52.906
2017-11-20 20:00:00,15.0,1.94,47.294
2017-11-20 21:00:00,17.02,1.93,52.407
2017-11-20 22:00:00,13.34,1.87,62.94
2017-11-20 23:00:00,14.76,1.98,45.047
2017-11-21 00:00:00,17.49,1.89,49.912
2017-11-21 01:00:00,17.8,1.96,52.425
2017-11-21 02:00:00,19.42,1.94,47.386
2017-11-21 03:00:00,19.61,1.96,53.252
2017-11-21 04:00:00,19.52,1.98,38.186
2017-11-21 05:00:00,19.61,1.92,44.943
2017-11-21 06:00:00,19.52,1.99,45.841
2017-11-21 07:00:00,19.3,1.95,54.899
2017-11-21 08:00:00,18.79,1.94,51.669
2017-11-21 09:00:00,19.17,1.95,42.398
2017-11-21 10:00:00,19.4,1.96,49.046
2017-11-21 11:00:00,19.49,1.94,47.419
2017-11-21 12:00:00,18.43,1.94,53.95
2017-11-21 13:00:00,18.77,1.92,47.403
2017-11-21 14:00:00,14.4,1.96,48.75
2017-11-21 15:00:00,17.32,1.81,41.558
2017-11-21 16:00:00,19.47,1.97,50.742
2017-11-21 17:00:00,17.52,1.87,52.365
2017-11-21 18:00:00,11.59,1.92,53.223
2017-11-21 19:00:00,14.75,1.93,44.17
2017-11-21 20:00:00,8.25,1.95,66.604
2017-11-21 21:00:00,10.34,1.49,54.826
2017-11-21 22:00:00,15.84,1.91,43.25
2017-11-21 23:00:00,16.09,1.88,42.417
2017-11-22 00:00:00,18.97,1.98,55.722
2017-11-22 01:00:00,19.5,1.96,53.278
2017-11-22 02:00:00,19.5,1.97,45.701
2017-11-22 03:00:00,19.42,1.94,45.711
2017-11-22 04:00:00,19.39,1.98,50.717
2017-11-22 05:00:00,19.65,1.93,53.261
2017-11-22 06:00:00,19.6,1.97,53.261
2017-11-22 07:00:00,19.35,1.93,49.273
2017-11-22 08:00:00,19.54,1.88,43.172
2017-11-22 09:00:00,19.33,1.96,44.074
2017-11-22 10:00:00,19.4,1.96,47.318
2017-11-22 11:00:00,18.56,1.89,48.242
2017-11-22 12:00:00,18.93,1.97,54.086
2017-11-22 13:00:00,15.39,1.94,54.922
2017-11-22 14:00:00,13.81,1.91,53.234
2017-11-22 15:00:00,16.2,1.94,50.015
2017-11-22 16:00:00,16.0,1.95,44.845
2017-11-22 17:00:00,16.98,1.85,63.257
2017-11-22 18:00:00,17.46,1.95,49.815
2017-11-22 19:00:00,15.33,1.94,43.243
2017-11-22 20:00:00,14.53,1.97,46.578
2017-11-22 21:00:00,11.82,1.92,58.701
2017-11-22 22:00:00,7.0,1.93,67.456
2017-11-22 23:00:00,14.08,1.87,64.851
2017-11-23 00:00:00,18.28,1.95,45.528
2017-11-23 01:00:00,19.54,1.98,49.79
2017-11-23 02:00:00,19.55,1.95,50.648
2017-11-23 03:00:00,19.5,1.98,38.06
2017-11-23 04:00:00,19.53,1.98,49.036
2017-11-23 05:00:00,19.5,1.98,56.607
2017-11-23 06:00:00,19.44,1.99,48.241
2017-11-23 07:00:00,19.28,1.95,44.892
2017-11-23 08:00:00,19.62,1.98,46.55
2017-11-23 09:00:00,19.14,1.94,43.252
2017-11-23 10:00:00,19.11,1.75,43.272
2017-11-23 11:00:00,19.45,1.76,63.964
2017-11-23 12:00:00,13.28,1.71,51.461
2017-11-23 13:00:00,10.54,0.23,85.823
2017-11-23 14:00:00,10.93,1.63,52.873
2017-11-23 15:00:00,3.54,0.44,56.588
2017-11-23 16:00:00,3.9,1.51,60.041
2017-11-23 17:00:00,3.73,1.55,52.426
2017-11-23 18:00:00,3.31,1.63,66.702
2017-11-23 19:00:00,17.26,1.71,52.314
2017-11-23 20:00:00,8.44,1.44,72.477
2017-11-23 21:00:00,11.39,1.61,63.085
2017-11-23 22:00:00,6.72,0.11,59.391
2017-11-23 23:00:00,9.79,1.55,50.87
2017-11-24 00:00:00,16.07,0.38,61.267
2017-11-24 01:00:00,19.52,1.95,44.88
2017-11-24 02:00:00,16.76,1.41,53.182
2017-11-24 03:00:00,11.75,1.54,57.06
2017-11-24 04:00:00,18.24,0.63,44.89
2017-11-24 05:00:00,19.07,1.72,44.956
2017-11-24 06:00:00,10.68,0.21,48.238
2017-11-24 07:00:00,19.07,1.41,53.941
2017-11-24 08:00:00,19.06,1.59,44.077
2017-11-24 09:00:00,17.44,0.0,93.24
2017-11-24 10:00:00,18.62,1.87,46.528
2017-11-24 11:00:00,18.69,1.86,47.43
2017-11-24 12:00:00,18.84,1.84,56.854
2017-11-24 13:00:00,18.83,1.77,57.429
2017-11-24 14:00:00,15.76,1.71,48.143
2017-11-24 15:00:00,9.31,0.64,72.061
2017-11-24 16:00:00,11.32,0.0,54.762
2017-11-24 17:00:00,10.98,1.49,74.129
2017-11-24 18:00:00,10.77,1.69,72.305
2017-11-24 19:00:00,5.3,1.31,124.736
2017-11-24 20:00:00,11.02,0.0,54.987
2017-11-24 21:00:00,10.92,1.93,42.419
2017-11-24 22:00:00,14.04,1.85,74.892
2017-11-24 23:00:00,12.17,1.85,69.782
2017-11-25 00:00:00,17.29,1.88,34.921
2017-11-25 01:00:00,19.25,1.79,52.304
2017-11-25 02:00:00,13.23,0.58,53.706
2017-11-25 03:00:00,19.18,1.82,58.975
2017-11-25 04:00:00,19.3,1.87,51.204
2017-11-25 05:00:00,19.5,1.95,53.963
2017-11-25 06:00:00,18.56,0.28,65.764
2017-11-25 07:00:00,19.32,1.89,48.228
2017-11-25 08:00:00,19.21,1.9,48.258
2017-11-25 09:00:00,19.4,1.96,50.62
2017-11-25 10:00:00,17.09,1.94,49.91
2017-11-25 11:00:00,14.08,1.94,53.217
2017-11-25 12:00:00,17.88,1.91,50.617
2017-11-25 13:00:00,14.24,1.94,45.05
2017-11-25 14:00:00,16.75,1.92,53.322
2017-11-25 15:00:00,15.03,1.93,54.831
2017-11-25 16:00:00,13.48,1.73,73.443
2017-11-25 17:00:00,13.21,1.98,44.811
2017-11-25 18:00:00,17.92,1.87,40.713
2017-11-25 19:00:00,11.27,1.63,55.736
2017-11-25 20:00:00,14.35,1.97,48.354
2017-11-25 21:00:00,18.56,1.93,69.779
2017-11-25 22:00:00,14.57,1.96,47.88
2017-11-25 23:00:00,13.89,1.94,38.989
2017-11-26 00:00:00,17.44,1.93,48.997
2017-11-26 01:00:00,17.74,1.94,47.565
2017-11-26 02:00:00,19.55,1.94,51.501
2017-11-26 03:00:00,19.52,1.95,55.795
2017-11-26 04:00:00,19.62,1.98,45.614
2017-11-26 05:00:00,19.61,1.98,44.848
2017-11-26 06:00:00,19.65,1.98,52.296
2017-11-26 07:00:00,19.47,1.94,53.67
2017-11-26 08:00:00,19.57,1.95,50.647
2017-11-26 09:00:00,19.39,1.98,55.645
2017-11-26 10:00:00,12.45,1.96,49.16
2017-11-26 11:00:00,16.46,1.97,49.779
2017-11-26 12:00:00,9.08,1.97,67.912
2017-11-26 13:00:00,17.94,1.98,39.719
2017-11-26 14:00:00,15.31,1.89,37.528
2017-11-26 15:00:00,13.75,1.94,53.146
2017-11-26 16:00:00,14.43,1.89,54.791
2017-11-26 17:00:00,14.8,1.97,52.321
2017-11-26 18:00:00,14.51,1.92,52.448
2017-11-26 19:00:00,9.91,1.97,56.46
2017-11-26 20:00:00,13.98,1.95,61.577
2017-11-26 21:00:00,11.32,1.71,64.563
2017-11-26 22:00:00,7.24,1.88,62.443
2017-11-26 23:00:00,10.58,1.91,55.538
2017-11-27 00:00:00,13.25,1.76,68.424
2017-11-27 01:00:00,17.55,1.94,50.766
2017-11-27 02:00:00,17.21,1.95,67.47
2017-11-27 03:00:00,18.6,1.97,56.845
2017-11-27 04:00:00,18.88,1.9,52.511
2017-11-27 05:00:00,18.04,1.91,40.663
2017-11-27 06:00:00,19.43,1.87,58.328
2017-11-27 07:00:00,19.3,1.89,59.071
2017-11-27 08:00:00,19.54,1.86,49.082
2017-11-27 09:00:00,19.21,1.97,43.192
2017-11-27 10:00:00,19.5,1.9,52.3
2017-11-27 11:00:00,19.35,1.93,42.408
2017-11-27 12:00:00,19.23,1.94,48.281
2017-11-27 13:00:00,19.35,1.94,55.647
2017-11-27 14:00:00,16.36,1.93,56.595
2017-11-27 15:00:00,15.21,1.92,53.183
2017-11-27 16:00:00,14.36,1.96,41.62
2017-11-27 17:00:00,18.23,1.94,50.643
2017-11-27 18:00:00,13.3,1.92,69.279
2017-11-27 19:00:00,13.11,1.98,53.168
2017-11-27 20:00:00,14.11,1.93,47.392
2017-11-27 21:00:00,5.71,1.58,63.2
2017-11-27 22:00:00,10.86,1.94,68.177
2017-11-27 23:00:00,14.35,1.97,44.1
2017-11-28 00:00:00,15.49,1.88,71.559
2017-11-28 01:00:00,18.7,1.88,45.761
2017-11-28 02:00:00,19.5,1.84,46.467
2017-11-28 03:00:00,19.29,1.86,54.024
2017-11-28 04:00:00,19.65,1.96,44.793
2017-11-28 05:00:00,19.4,1.96,48.974
2017-11-28 06:00:00,19.64,1.89,43.934
2017-11-28 07:00:00,18.69,1.87,50.74
2017-11-28 08:00:00,19.62,1.98,51.454
2017-11-28 09:00:00,19.18,1.91,55.977
2017-11-28 10:00:00,19.42,1.94,53.527
