"Used Space, x; Total Space, x","Used Space, y","Total Space, y"
2017-10-18 07:59:00,61642,74497
2017-10-18 08:59:00,61373,74497
2017-10-18 09:59:00,61022,74497
2017-10-18 10:59:00,60605,74497
2017-10-18 11:59:00,60420,74497
2017-10-18 12:59:00,60427,74497
2017-10-18 13:59:00,60428,74497
2017-10-18 14:59:00,60430,74497
2017-10-18 15:59:00,60430,74497
2017-10-18 16:59:00,60461,74497
2017-10-18 17:59:00,61060,74497
2017-10-18 18:59:00,61471,74497
2017-10-18 19:59:00,61436,74497
2017-10-18 20:59:00,60586,74497
2017-10-18 21:59:00,60259,70625
2017-10-18 22:59:00,60274,70625
2017-10-18 23:59:00,60291,70625
2017-10-19 00:59:00,60296,70625
2017-10-19 01:59:00,60298,70625
2017-10-19 02:59:00,60302,70625
2017-10-19 03:59:00,60304,70625
2017-10-19 04:59:00,60306,70625
2017-10-19 05:59:00,60309,70625
2017-10-19 06:59:00,60312,70625
2017-10-19 07:59:00,60315,70625
2017-10-19 08:59:00,60319,70625
2017-10-19 09:59:00,60342,70625
2017-10-19 10:59:00,60344,70625
2017-10-19 11:59:00,60322,70625
2017-10-19 12:59:00,60325,70625
2017-10-19 13:59:00,60345,70625
2017-10-19 14:59:00,60345,70625
2017-10-19 15:59:00,60327,70625
2017-10-19 16:59:00,60328,70625
2017-10-19 17:59:00,60329,70625
2017-10-19 18:59:00,60335,70625
2017-10-19 19:59:00,60341,70625
2017-10-19 20:59:00,60341,70625
2017-10-19 21:59:00,60337,70625
2017-10-19 22:59:00,60236,70625
2017-10-19 23:59:00,60279,70625
2017-10-20 00:59:00,60309,70625
2017-10-20 01:59:00,60315,70625
2017-10-20 02:59:00,60329,70625
2017-10-20 03:59:00,60331,70625
2017-10-20 04:59:00,60765,70625
2017-10-20 05:59:00,60888,70625
2017-10-20 06:59:00,60604,70625
2017-10-20 07:59:00,60604,70625
2017-10-20 08:59:00,60426,70625
2017-10-20 09:59:00,60430,70625
2017-10-20 10:59:00,60386,70625
2017-10-20 11:59:00,60436,70625
2017-10-20 12:59:00,60468,70625
2017-10-20 13:59:00,60475,70625
2017-10-20 14:59:00,60440,70625
2017-10-20 15:59:00,59940,70625
2017-10-20 16:59:00,59715,70625
2017-10-20 17:59:00,59716,70625
2017-10-20 18:59:00,59652,70625
2017-10-20 19:59:00,59647,70625
2017-10-20 20:59:00,59648,70625
2017-10-20 21:59:00,59635,70625
2017-10-20 22:59:00,59663,70625
2017-10-20 23:59:00,59720,70625
2017-10-21 00:59:00,59720,70625
2017-10-21 01:59:00,59719,70625
2017-10-21 02:59:00,59723,70625
2017-10-21 03:59:00,59726,70625
2017-10-21 04:59:00,59729,70625
2017-10-21 05:59:00,59731,70625
2017-10-21 06:59:00,59753,70625
2017-10-21 07:59:00,59736,70625
2017-10-21 08:59:00,59740,70625
2017-10-21 09:59:00,59741,70625
2017-10-21 10:59:00,59743,70625
2017-10-21 11:59:00,59744,70625
2017-10-21 12:59:00,59748,70625
2017-10-21 13:59:00,59749,70625
2017-10-21 14:59:00,59752,70625
2017-10-21 15:59:00,59753,70625
2017-10-21 16:59:00,59754,70625
2017-10-21 17:59:00,59755,70625
2017-10-21 18:59:00,59757,70625
2017-10-21 19:59:00,59758,70625
2017-10-21 20:59:00,59761,70625
2017-10-21 21:59:00,59761,70625
2017-10-21 22:59:00,59762,70625
2017-10-21 23:59:00,59778,70625
2017-10-22 00:59:00,59779,70625
2017-10-22 01:59:00,59780,70625
2017-10-22 02:59:00,59784,70625
2017-10-22 03:59:00,59785,70625
2017-10-22 04:59:00,59787,70625
2017-10-22 05:59:00,59788,70625
2017-10-22 06:59:00,59792,70625
2017-10-22 07:59:00,59796,70625
2017-10-22 08:59:00,59801,70625
2017-10-22 09:59:00,59804,70625
2017-10-22 10:59:00,59807,70625
2017-10-22 11:59:00,59809,70625
2017-10-22 12:59:00,59812,70625
2017-10-22 13:59:00,59814,70625
2017-10-22 14:59:00,59817,70625
2017-10-22 15:59:00,59817,70625
2017-10-22 16:59:00,59818,70625
2017-10-22 17:59:00,59819,70625
2017-10-22 18:59:00,59820,70625
2017-10-22 19:59:00,59822,70625
2017-10-22 20:59:00,59825,70625
2017-10-22 21:59:00,59826,70625
2017-10-22 22:59:00,59827,70625
2017-10-22 23:59:00,59848,70625
2017-10-23 00:59:00,59850,70625
2017-10-23 01:59:00,59707,70625
2017-10-23 02:59:00,59701,70625
2017-10-23 03:59:00,59702,70625
2017-10-23 04:59:00,59703,70625
2017-10-23 05:59:00,59711,70625
2017-10-23 06:59:00,59708,70625
2017-10-23 07:59:00,59711,70625
2017-10-23 08:59:00,59720,70625
2017-10-23 09:59:00,59736,70625
2017-10-23 10:59:00,60092,70625
2017-10-23 11:59:00,60175,70625
2017-10-23 12:59:00,59851,70625
2017-10-23 13:59:00,59646,70625
2017-10-23 14:59:00,59880,70625
2017-10-23 15:59:00,59801,70625
2017-10-23 16:59:00,59656,70625
2017-10-23 17:59:00,59657,70625
2017-10-23 18:59:00,59644,70625
2017-10-23 19:59:00,59671,70625
2017-10-23 20:59:00,59700,70625
2017-10-23 21:59:00,59714,70625
2017-10-23 22:59:00,59764,70625
2017-10-23 23:59:00,59765,70625
2017-10-24 00:59:00,59829,70625
2017-10-24 01:59:00,59843,70625
2017-10-24 02:59:00,59867,70625
2017-10-24 03:59:00,59869,70625
2017-10-24 04:59:00,59871,70625
2017-10-24 05:59:00,59875,70625
2017-10-24 06:59:00,59875,70625
2017-10-24 07:59:00,59684,70625
2017-10-24 08:59:00,59698,70625
2017-10-24 09:59:00,59715,70625
2017-10-24 10:59:00,59723,70625
2017-10-24 11:59:00,59758,70625
2017-10-24 12:59:00,59762,70625
2017-10-24 13:59:00,59770,70625
2017-10-24 14:59:00,59789,70625
2017-10-24 15:59:00,59790,70625
2017-10-24 16:59:00,59769,70625
2017-10-24 17:59:00,59769,70625
2017-10-24 18:59:00,59781,70625
2017-10-24 19:59:00,59786,70625
2017-10-24 20:59:00,59813,70625
2017-10-24 21:59:00,59812,70625
2017-10-24 22:59:00,59823,70625
2017-10-24 23:59:00,59868,70625
2017-10-25 00:59:00,59920,70625
2017-10-25 01:59:00,59943,70625
2017-10-25 02:59:00,59948,70625
2017-10-25 03:59:00,59951,70625
2017-10-25 04:59:00,59953,70625
2017-10-25 05:59:00,59958,70625
2017-10-25 06:59:00,59958,70625
2017-10-25 07:59:00,60420,70625
2017-10-25 08:59:00,60421,70625
2017-10-25 09:59:00,59837,70625
2017-10-25 10:59:00,60373,70625
2017-10-25 11:59:00,60379,70625
2017-10-25 12:59:00,60379,70625
2017-10-25 13:59:00,59913,70625
2017-10-25 14:59:00,59923,70625
2017-10-25 15:59:00,59905,70625
2017-10-25 16:59:00,59907,70625
2017-10-25 17:59:00,59917,70625
2017-10-25 18:59:00,59944,70625
2017-10-25 19:59:00,59973,70625
2017-10-25 20:59:00,59979,70625
2017-10-25 21:59:00,60048,70625
2017-10-25 22:59:00,60003,70625
2017-10-25 23:59:00,60014,70625
2017-10-26 00:59:00,60049,70625
2017-10-26 01:59:00,60152,70625
2017-10-26 02:59:00,60154,70625
2017-10-26 03:59:00,60157,70625
2017-10-26 04:59:00,60158,70625
2017-10-26 05:59:00,60163,70625
2017-10-26 06:59:00,60164,70625
2017-10-26 07:59:00,60148,70625
2017-10-26 08:59:00,59008,70625
2017-10-26 09:59:00,59008,70625
2017-10-26 10:59:00,59529,70625
2017-10-26 11:59:00,59629,70625
2017-10-26 12:59:00,58940,70625
2017-10-26 13:59:00,58952,70625
2017-10-26 14:59:00,58960,70625
2017-10-26 15:59:00,58966,70625
2017-10-26 16:59:00,58968,70625
2017-10-26 17:59:00,59058,70625
2017-10-26 18:59:00,59080,70625
2017-10-26 19:59:00,59099,70625
2017-10-26 20:59:00,59103,70625
2017-10-26 21:59:00,59110,70625
2017-10-26 22:59:00,59115,70625
2017-10-26 23:59:00,59155,70625
2017-10-27 00:59:00,59203,70625
2017-10-27 01:59:00,59206,70625
2017-10-27 02:59:00,59213,70625
2017-10-27 03:59:00,59211,70625
2017-10-27 04:59:00,59212,70625
2017-10-27 05:59:00,59215,70625
2017-10-27 06:59:00,59225,70625
2017-10-27 07:59:00,59247,70625
2017-10-27 08:59:00,59228,70625
2017-10-27 09:59:00,59211,70625
2017-10-27 10:59:00,59236,70625
2017-10-27 11:59:00,59293,70625
2017-10-27 12:59:00,59267,70625
2017-10-27 13:59:00,59522,70625
2017-10-27 14:59:00,59917,70625
2017-10-27 15:59:00,59441,70625
2017-10-27 16:59:00,59441,70625
2017-10-27 17:59:00,59301,70625
2017-10-27 18:59:00,59272,70625
2017-10-27 19:59:00,59209,70625
2017-10-27 20:59:00,59211,70625
2017-10-27 21:59:00,59214,70625
2017-10-27 22:59:00,59250,70625
2017-10-27 23:59:00,59281,70625
2017-10-28 00:59:00,59284,70625
2017-10-28 01:59:00,59287,70625
2017-10-28 02:59:00,59290,70625
2017-10-28 03:59:00,59292,70625
2017-10-28 04:59:00,59295,70625
2017-10-28 05:59:00,59298,70625
2017-10-28 06:59:00,59302,70625
2017-10-28 07:59:00,59305,70625
2017-10-28 08:59:00,59315,70625
2017-10-28 09:59:00,59315,70625
2017-10-28 10:59:00,59274,70625
2017-10-28 11:59:00,59276,70625
2017-10-28 12:59:00,59280,70625
2017-10-28 13:59:00,59281,70625
2017-10-28 14:59:00,59282,70625
2017-10-28 15:59:00,59283,70625
2017-10-28 16:59:00,59286,70625
2017-10-28 17:59:00,59288,70625
2017-10-28 18:59:00,59290,70625
2017-10-28 19:59:00,59291,70625
2017-10-28 20:59:00,59292,70625
2017-10-28 21:59:00,59293,70625
2017-10-28 22:59:00,59298,70625
2017-10-28 23:59:00,59303,70625
2017-10-29 00:59:00,59317,70625
2017-10-29 01:59:00,59321,70625
2017-10-29 02:59:00,59323,70625
2017-10-29 03:59:00,59331,70625
2017-10-29 04:59:00,59333,70625
2017-10-29 05:59:00,59336,70625
2017-10-29 06:59:00,59352,70625
2017-10-29 07:59:00,59344,70625
2017-10-29 08:59:00,59348,70625
2017-10-29 09:59:00,59350,70625
2017-10-29 10:59:00,59352,70625
2017-10-29 11:59:00,59355,70625
2017-10-29 12:59:00,59358,70625
2017-10-29 13:59:00,59360,70625
2017-10-29 14:59:00,59361,70625
2017-10-29 15:59:00,59362,70625
2017-10-29 16:59:00,59363,70625
2017-10-29 17:59:00,59365,70625
2017-10-29 18:59:00,59366,70625
2017-10-29 19:59:00,59367,70625
2017-10-29 20:59:00,59370,70625
2017-10-29 21:59:00,59371,70625
2017-10-29 22:59:00,59373,70625
2017-10-29 23:59:00,59390,70625
2017-10-30 00:59:00,59394,70625
2017-10-30 01:59:00,59395,70625
2017-10-30 02:59:00,59396,70625
2017-10-30 03:59:00,59412,70625
2017-10-30 04:59:00,59457,70625
2017-10-30 05:59:00,59575,70625
2017-10-30 06:59:00,59344,70625
2017-10-30 07:59:00,59349,70625
2017-10-30 08:59:00,59354,70625
2017-10-30 09:59:00,59368,70625
2017-10-30 10:59:00,59954,70625
2017-10-30 11:59:00,60018,70625
2017-10-30 12:59:00,59531,70625
2017-10-30 13:59:00,59706,70625
2017-10-30 14:59:00,59482,70625
2017-10-30 15:59:00,59502,70625
2017-10-30 16:59:00,59493,70625
2017-10-30 17:59:00,59540,70625
2017-10-30 18:59:00,59595,70625
2017-10-30 19:59:00,59641,70625
2017-10-30 20:59:00,59659,70625
2017-10-30 21:59:00,59668,70625
2017-10-30 22:59:00,59688,70625
2017-10-30 23:59:00,59760,70625
2017-10-31 00:59:00,59755,70625
2017-10-31 01:59:00,59774,70625
2017-10-31 02:59:00,59777,70625
2017-10-31 03:59:00,59780,70625
2017-10-31 04:59:00,59783,70625
2017-10-31 05:59:00,59786,70625
2017-10-31 06:59:00,59786,70625
2017-10-31 07:59:00,59766,70625
2017-10-31 08:59:00,59764,70625
2017-10-31 09:59:00,59807,70625
2017-10-31 10:59:00,59816,70625
2017-10-31 11:59:00,59816,70625
2017-10-31 12:59:00,59838,70625
2017-10-31 13:59:00,59853,70625
2017-10-31 14:59:00,59865,70625
2017-10-31 15:59:00,59869,70625
2017-10-31 16:59:00,59893,70625
2017-10-31 17:59:00,59893,70625
2017-10-31 18:59:00,59889,70625
2017-10-31 19:59:00,59966,70625
2017-10-31 20:59:00,59969,70625
2017-10-31 21:59:00,59980,70625
2017-10-31 22:59:00,59984,70625
2017-10-31 23:59:00,60013,70625
2017-11-01 00:59:00,59890,70625
2017-11-01 11:59:00,59850,70625
2017-11-01 15:59:00,59785,70625
2017-11-01 16:59:00,59785,70625
2017-11-02 10:59:00,59937,70625
2017-11-02 11:59:00,59941,70625
2017-11-02 12:59:00,59950,70625
2017-11-02 13:59:00,59952,70625
2017-11-02 14:59:00,59928,70625
2017-11-02 15:59:00,59954,70625
2017-11-02 16:59:00,59954,70625
2017-11-02 17:59:00,59955,70625
2017-11-02 18:59:00,59946,70625
2017-11-02 19:59:00,59951,70625
2017-11-02 20:59:00,59976,70625
2017-11-02 21:59:00,60004,70625
2017-11-02 22:59:00,60050,70625
2017-11-02 23:59:00,60055,70625
2017-11-03 00:59:00,60080,70625
2017-11-03 01:59:00,60077,70625
2017-11-03 02:59:00,60079,70625
2017-11-03 03:59:00,60080,70625
2017-11-03 04:59:00,60081,70625
2017-11-03 05:59:00,60127,70625
2017-11-03 06:59:00,60815,70625
2017-11-03 07:59:00,60582,70625
2017-11-03 08:59:00,60118,70625
2017-11-03 09:59:00,60109,70625
2017-11-03 10:59:00,60105,70625
2017-11-03 11:59:00,60108,70625
2017-11-03 12:59:00,60111,70625
2017-11-03 13:59:00,60124,70625
2017-11-03 14:59:00,60129,70625
2017-11-03 15:59:00,60066,70625
2017-11-03 16:59:00,60066,70625
2017-11-03 17:59:00,60074,70625
2017-11-03 18:59:00,60006,70625
2017-11-03 19:59:00,60040,70625
2017-11-03 20:59:00,60034,70625
2017-11-03 21:59:00,60036,70625
2017-11-03 22:59:00,60048,70625
2017-11-03 23:59:00,60063,70625
2017-11-04 00:59:00,60088,70625
2017-11-04 01:59:00,60089,70625
2017-11-04 02:59:00,60091,70625
2017-11-04 03:59:00,60093,70625
2017-11-04 04:59:00,60094,70625
2017-11-04 05:59:00,60096,70625
2017-11-04 06:59:00,60099,70625
2017-11-04 07:59:00,60101,70625
2017-11-04 08:59:00,60104,70625
2017-11-04 09:59:00,60105,70625
2017-11-04 10:59:00,59340,70625
2017-11-04 11:59:00,53445,70625
2017-11-04 12:59:00,53448,70625
2017-11-04 13:59:00,53449,70625
2017-11-04 14:59:00,53450,70625
2017-11-04 15:59:00,53451,70625
2017-11-04 16:59:00,53455,70625
2017-11-04 17:59:00,53456,70625
2017-11-04 18:59:00,53458,70625
2017-11-04 19:59:00,53459,70625
2017-11-04 20:59:00,53462,70625
2017-11-04 21:59:00,53462,70625
2017-11-04 22:59:00,53473,70625
2017-11-04 23:59:00,53481,70625
2017-11-05 00:59:00,53484,70625
2017-11-05 01:59:00,53485,70625
2017-11-05 02:59:00,53487,70625
2017-11-05 03:59:00,53488,70625
2017-11-05 04:59:00,53489,70625
2017-11-05 05:59:00,53491,70625
2017-11-05 06:59:00,53495,70625
2017-11-05 07:59:00,53498,70625
2017-11-05 08:59:00,53504,70625
2017-11-05 09:59:00,53507,70625
2017-11-05 10:59:00,53508,70625
2017-11-05 11:59:00,53511,70625
2017-11-05 12:59:00,53513,70625
2017-11-05 13:59:00,53515,70625
2017-11-05 14:59:00,53517,70625
2017-11-05 15:59:00,53526,70625
2017-11-05 16:59:00,53531,70625
2017-11-05 17:59:00,53531,70625
2017-11-05 18:59:00,53533,70625
2017-11-05 19:59:00,53535,70625
2017-11-05 20:59:00,53536,70625
2017-11-05 21:59:00,53536,70625
2017-11-05 22:59:00,53552,70625
2017-11-05 23:59:00,53557,70625
2017-11-06 00:59:00,53563,70625
2017-11-06 01:59:00,53567,70625
2017-11-06 02:59:00,53586,70625
2017-11-06 03:59:00,53588,70625
2017-11-06 04:59:00,53605,70625
2017-11-06 05:59:00,53609,70625
2017-11-06 06:59:00,53612,70625
2017-11-06 07:59:00,53612,70625
2017-11-06 08:59:00,53592,70625
2017-11-06 09:59:00,53598,70625
2017-11-06 10:59:00,53598,70625
2017-11-06 11:59:00,53380,70625
2017-11-06 12:59:00,53405,70625
2017-11-06 13:59:00,53545,70625
2017-11-06 14:59:00,54095,70625
2017-11-06 15:59:00,53979,70625
2017-11-06 16:59:00,53438,70625
2017-11-06 17:59:00,53439,70625
2017-11-06 18:59:00,53455,70625
2017-11-06 19:59:00,53474,70625
2017-11-06 20:59:00,53486,70625
2017-11-06 21:59:00,53505,70625
2017-11-06 22:59:00,53551,70625
2017-11-06 23:59:00,53584,70625
2017-11-07 00:59:00,53606,70625
2017-11-07 01:59:00,53615,70625
2017-11-07 02:59:00,53622,70625
2017-11-07 03:59:00,53626,70625
2017-11-07 04:59:00,53633,70625
2017-11-07 05:59:00,53658,70625
2017-11-07 06:59:00,53636,70625
2017-11-07 07:59:00,53640,70625
2017-11-07 08:59:00,53646,70625
2017-11-07 09:59:00,53648,70625
2017-11-07 10:59:00,53630,70625
2017-11-07 11:59:00,53632,70625
2017-11-07 12:59:00,53635,70625
2017-11-07 13:59:00,53637,70625
2017-11-07 14:59:00,53639,70625
2017-11-07 15:59:00,53639,70625
2017-11-07 16:59:00,53601,70625
2017-11-07 17:59:00,53606,70625
2017-11-07 18:59:00,53625,70625
2017-11-07 19:59:00,53629,70625
2017-11-07 20:59:00,53633,70625
2017-11-07 21:59:00,53636,70625
2017-11-07 22:59:00,53648,70625
2017-11-07 23:59:00,53688,70625
2017-11-08 00:59:00,53698,70625
2017-11-08 01:59:00,53709,70625
2017-11-08 02:59:00,53725,70625
2017-11-08 03:59:00,53728,70625
2017-11-08 04:59:00,53732,70625
2017-11-08 05:59:00,53776,70625
2017-11-08 06:59:00,54405,70625
2017-11-08 07:59:00,54405,70625
2017-11-08 08:59:00,53709,70625
2017-11-08 09:59:00,53730,70625
2017-11-08 10:59:00,53732,70625
2017-11-08 11:59:00,53745,70625
2017-11-08 12:59:00,53756,70625
2017-11-08 13:59:00,53760,70625
2017-11-08 14:59:00,53763,70625
2017-11-08 15:59:00,53766,70625
2017-11-08 16:59:00,53769,70625
2017-11-08 17:59:00,53770,70625
2017-11-08 18:59:00,53506,70625
2017-11-08 19:59:00,53506,70625
2017-11-08 20:59:00,53525,70625
2017-11-08 21:59:00,53528,70625
2017-11-08 22:59:00,53533,70625
2017-11-08 23:59:00,53550,70625
2017-11-09 00:59:00,53653,70625
2017-11-09 01:59:00,53653,70625
2017-11-09 02:59:00,53644,70625
2017-11-09 03:59:00,53650,70625
2017-11-09 04:59:00,53655,70625
2017-11-09 05:59:00,53659,70625
2017-11-09 06:59:00,53663,70625
2017-11-09 07:59:00,53667,70625
2017-11-09 08:59:00,53674,70625
2017-11-09 09:59:00,53678,70625
2017-11-09 10:59:00,53681,70625
2017-11-09 11:59:00,53685,70625
2017-11-09 12:59:00,53688,70625
2017-11-09 13:59:00,53691,70625
2017-11-09 14:59:00,53698,70625
2017-11-09 15:59:00,53700,70625
2017-11-09 16:59:00,53703,70625
2017-11-09 17:59:00,53705,70625
2017-11-09 18:59:00,53709,70625
2017-11-09 19:59:00,53709,70625
2017-11-09 20:59:00,53675,70625
2017-11-09 21:59:00,53685,70625
2017-11-09 22:59:00,53719,70625
2017-11-09 23:59:00,53777,70625
2017-11-10 00:59:00,53798,70625
2017-11-10 01:59:00,53859,70625
2017-11-10 02:59:00,53972,70625
2017-11-10 03:59:00,53875,70625
2017-11-10 04:59:00,53907,70625
2017-11-10 05:59:00,54549,70625
2017-11-10 06:59:00,54549,70625
2017-11-10 07:59:00,53858,70625
2017-11-10 08:59:00,53866,70625
2017-11-10 09:59:00,53876,70625
2017-11-10 10:59:00,53884,70625
2017-11-10 11:59:00,53888,70625
2017-11-10 12:59:00,53892,70625
2017-11-10 13:59:00,53894,70625
2017-11-10 14:59:00,53898,70625
2017-11-10 15:59:00,53900,70625
2017-11-10 16:59:00,53903,70625
2017-11-10 17:59:00,53906,70625
2017-11-10 18:59:00,53912,70625
2017-11-10 19:59:00,53461,70625
2017-11-10 20:59:00,53466,70625
2017-11-10 21:59:00,53468,70625
2017-11-10 22:59:00,53473,70625
2017-11-10 23:59:00,53558,70625
2017-11-11 00:59:00,53963,70625
2017-11-11 01:59:00,53588,70625
2017-11-11 02:59:00,53589,70625
2017-11-11 03:59:00,53592,70625
2017-11-11 04:59:00,53595,70625
2017-11-11 05:59:00,53599,70625
2017-11-11 06:59:00,53602,70625
2017-11-11 07:59:00,53605,70625
2017-11-11 08:59:00,53610,70625
2017-11-11 09:59:00,53617,70625
2017-11-11 10:59:00,53625,70625
2017-11-11 11:59:00,53190,70625
2017-11-11 12:59:00,53182,70625
2017-11-11 13:59:00,53184,70625
2017-11-11 14:59:00,53186,70625
2017-11-11 15:59:00,53187,70625
2017-11-11 16:59:00,53189,70625
2017-11-11 17:59:00,53196,70625
2017-11-11 18:59:00,53197,70625
2017-11-11 19:59:00,53193,70625
2017-11-11 20:59:00,53194,70625
2017-11-11 21:59:00,53196,70625
2017-11-11 22:59:00,53203,70625
2017-11-11 23:59:00,53221,70625
2017-11-12 00:59:00,53225,70625
2017-11-12 01:59:00,53226,70625
2017-11-12 02:59:00,53227,70625
2017-11-12 03:59:00,53245,70625
2017-11-12 04:59:00,53245,70625
2017-11-12 05:59:00,53246,70625
2017-11-12 06:59:00,53251,70625
2017-11-12 07:59:00,53255,70625
2017-11-12 08:59:00,53263,70625
2017-11-12 09:59:00,53266,70625
2017-11-12 10:59:00,53268,70625
2017-11-12 11:59:00,53271,70625
2017-11-12 12:59:00,53273,70625
2017-11-12 13:59:00,53276,70625
2017-11-12 14:59:00,53278,70625
2017-11-12 15:59:00,53279,70625
2017-11-12 16:59:00,53280,70625
2017-11-12 17:59:00,53281,70625
2017-11-12 18:59:00,53283,70625
2017-11-12 19:59:00,53285,70625
2017-11-12 20:59:00,53290,70625
2017-11-12 21:59:00,53291,70625
2017-11-12 22:59:00,53292,70625
2017-11-12 23:59:00,53310,70625
2017-11-13 00:59:00,53312,70625
2017-11-13 01:59:00,53314,70625
2017-11-13 02:59:00,53314,70625
2017-11-13 03:59:00,53315,70625
2017-11-13 04:59:00,53316,70625
2017-11-13 05:59:00,53321,70625
2017-11-13 06:59:00,53340,70625
2017-11-13 07:59:00,53386,70625
2017-11-13 08:59:00,53392,70625
2017-11-13 09:59:00,53410,70625
2017-11-13 10:59:00,53412,70625
2017-11-13 11:59:00,53414,70625
2017-11-13 12:59:00,53414,70625
2017-11-17 11:59:00,53694,70625
2017-11-17 12:59:00,53685,70625
2017-11-17 13:59:00,53689,70625
2017-11-17 14:59:00,53690,70625
2017-11-17 15:59:00,53681,70625
2017-11-17 16:59:00,53682,70625
2017-11-17 17:59:00,53683,70625
2017-11-17 18:59:00,53712,70625
2017-11-17 19:59:00,53736,70625
2017-11-17 20:59:00,53747,70625
2017-11-17 21:59:00,53757,70625
2017-11-17 22:59:00,53818,70625
2017-11-17 23:59:00,53881,70625
2017-11-18 00:59:00,53904,70625
2017-11-18 01:59:00,53908,70625
2017-11-18 02:59:00,53909,70625
2017-11-18 03:59:00,53911,70625
2017-11-18 04:59:00,53914,70625
2017-11-18 05:59:00,53917,70625
2017-11-18 06:59:00,53919,70625
2017-11-18 07:59:00,53939,70625
2017-11-18 08:59:00,53926,70625
2017-11-18 09:59:00,53926,70625
2017-11-18 10:59:00,53928,70625
2017-11-18 11:59:00,53931,70625
2017-11-18 12:59:00,53934,70625
2017-11-18 13:59:00,53935,70625
2017-11-18 14:59:00,53936,70625
2017-11-18 15:59:00,53937,70625
2017-11-18 16:59:00,53938,70625
2017-11-18 17:59:00,53939,70625
2017-11-18 18:59:00,53940,70625
2017-11-18 19:59:00,53942,70625
2017-11-18 20:59:00,53944,70625
2017-11-18 21:59:00,53946,70625
2017-11-18 22:59:00,53948,70625
2017-11-18 23:59:00,53962,70625
2017-11-19 00:59:00,53966,70625
