"price, x; LONG positions, x; CLOSED LONG positions, x; SHORT positions, x; CLOSED SHORT positions, x; 200 SMA, x; MACD indicator, x; EMA9 indicator, x; RSI, x; RSImax, x; RSImin, x","price, y","LONG positions, y","CLOSED LONG positions, y","SHORT positions, y","CLOSED SHORT positions, y","200 SMA, y","MACD indicator, y","EMA9 indicator, y","RSI, y","RSImax, y","RSImin, y"
2017-09-22 08:00:00,263.37,,,,,269.3029508197,-4.8868018947,6.764163868,42.1774165225,70,30
2017-09-22 12:00:00,254.55,,,,,269.065,-6.4173003936,4.5894664718,37.8347949172,70,30
2017-09-22 16:00:01,254.42,,,,,268.8325396825,-8.6079587602,2.3714297208,37.7730624462,70,30
2017-09-22 20:00:00,259.57,,,,,268.6878125,-10.4165031645,-0.067900963,41.8227718689,70,30
2017-09-23,262.19,,,,,268.5878461538,-11.4919053448,-2.4799160839,43.8256843392,70,30
2017-09-23 03:59:59,263.09,,,,,268.5045454545,-12.2527164187,-4.5497236335,44.532126103,70,30
2017-09-23 07:59:59,266.81,,,,,268.4792537313,-13.6404587073,-6.4209460379,47.4725504108,70,30
2017-09-23 12:00:00,284.04,,,,,268.7080882353,-14.972385217,-8.1458895369,58.4573012797,70,30
2017-09-23 16:00:00,277.93,,,,,268.8417391304,-15.371858994,-9.7923475869,54.1340080167,70,30
2017-09-23 20:00:03,282.64,,,,,269.0388571429,-13.0420415883,-10.9675058861,56.7871081711,70,30
2017-09-24 04:00:00,293.75,,,,,269.3869014085,-10.0561719453,-11.8062719831,62.3233268568,70,30
2017-09-24 07:59:59,281.41,,,,,269.5538888889,-8.8169526102,-12.2454995119,54.0417159732,70,30
2017-09-24 11:59:59,281.35,,,,,269.7154794521,-7.2808828155,-12.2883258746,54.0041398458,70,30
2017-09-24 16:00:04,286.51,,,,,269.9424324324,-4.3394698098,-11.9365620494,56.7869341367,70,30
2017-09-24 19:59:59,285.6,,,,,270.1512,-0.8406038206,-11.1640114206,56.1418366511,70,30
2017-09-24 23:59:59,282.0,,,,,270.3071052632,2.0399790171,-9.8306184182,53.5501447714,70,30
2017-09-25 04:00:00,287.2,,,,,270.5264935065,5.376176847,-7.8435495816,56.662212324,70,30
2017-09-25 07:59:59,290.2,,,,,270.7787179487,8.6815753741,-5.3015785027,58.3941093579,70,30
2017-09-25 12:00:00,287.61,,,,,270.9917721519,11.4553051229,-2.7029459902,56.3021952344,70,30
2017-09-25 16:00:01,294.8,,,,,271.289375,11.9711086687,-0.313975039,60.5294797044,70,30
2017-09-25 20:00:00,294.4,,,,,271.574691358,13.8021137952,2.2659619982,60.1806811012,70,30
2017-09-25 23:59:59,295.2,,,,,271.862804878,14.978279971,4.9618519907,60.6688378017,70,30
2017-09-26 04:00:00,293.26,,,,,272.1206024096,13.8646192763,7.3654978458,58.7867440158,70,30
2017-09-26 07:59:59,293.0,,,,,272.3691666667,13.4452164819,9.3725201792,58.5247019003,70,30
2017-09-26 11:59:58,293.7,,,,,272.6201176471,13.1155737399,11.0577523538,59.0538943848,70,30
2017-09-26 16:00:01,290.75,,,,,272.8309302326,12.5303036105,12.2721595807,55.8214298575,70,30
2017-09-26 20:00:00,289.22,289.22,,,,273.0193103448,11.9531404326,12.9596433989,54.1654254749,70,30
2017-09-27,289.32,,,,,273.2045454545,11.3447052694,13.1528645478,54.2609337654,70,30
2017-09-27 03:59:58,292.81,,,,,273.4248314607,10.1099015575,13.1910832196,57.5829265104,70,30
2017-09-27 08:00:00,290.2,,,,,273.6112222222,8.6886717237,12.7824293245,54.4008069651,70,30
2017-09-27 11:59:59,297.48,,,,,273.8735164835,7.9434937998,12.0397796046,60.8925050218,70,30
2017-09-27 16:00:00,300.13,,,,,274.1589130435,6.3123777607,11.3134086545,62.9596701858,70,30
2017-09-27 19:59:58,309.0,,,,,274.5335483871,5.1411764398,10.4980449963,68.887692517,70,30
2017-09-28,309.75,,,,,274.9081914894,4.9465585762,9.6266508877,69.3345881539,70,30
2017-09-28 03:59:59,309.15,,,,,275.2686315789,4.6517080689,8.7357487046,68.4870543093,70,30
2017-09-28 07:59:58,306.85,,,,,275.5976041667,4.6673202641,7.8410144352,65.1970510286,70,30
2017-09-28 11:59:59,302.45,,,,,275.8744329897,5.2187384056,6.9823986207,59.3256730252,70,30
2017-09-28 16:00:00,300.42,,,,,276.1248979592,5.4195103489,6.2657585428,56.7848600772,70,30
2017-09-28 19:59:59,300.02,,300.02,,,276.3662626263,5.8900990925,5.7640231446,56.2734349261,70,30
2017-09-28 23:59:59,302.81,,,,,276.6307,6.8360562696,5.4029462374,59.0441649017,70,30
2017-09-29 03:59:58,283.21,,,,,276.6958415842,6.8429683159,5.3158183499,39.9112624522,70,30
2017-09-29 08:00:00,290.01,,,,,276.826372549,7.1884883544,5.4701139568,46.4006128051,70,30
2017-09-29 11:59:59,295.83,,,,,277.0108737864,7.0389109575,5.673749758,51.2529933231,70,30
2017-09-29 15:59:59,294.0,,,,,277.1742307692,6.6648978906,5.9386912816,49.7285420711,70,30
2017-09-29 19:59:59,292.53,292.53,,,,277.3204761905,4.7987706255,6.11638611,48.4811075233,70,30
2017-09-30 00:00:01,292.66,,,,,277.4651886792,3.1286001306,6.1021230193,48.6038946827,70,30
2017-09-30 04:00:00,296.56,,,,,277.6436448598,1.461243957,5.9396550583,52.2784666815,70,30
2017-09-30 08:00:02,302.42,,,,,277.8730555556,0.1730773847,5.5803239138,57.2268718944,70,30
2017-09-30 12:00:02,302.8,,,,,278.1017431193,-0.7087328908,4.9302057254,57.5343817094,70,30
2017-09-30 16:00:00,304.81,,,,,278.3445454545,-1.3294431495,4.1524327528,59.2050547643,70,30
2017-09-30 20:00:00,304.88,,,,,278.5836036036,-1.8832186254,3.1675338397,59.2651592251,70,30
2017-10-01,303.44,,,,,278.8055357143,-3.091626847,2.0036405676,57.3918907723,70,30
2017-10-01 04:00:00,299.9,,,,,278.9922123894,-1.7636592683,0.843514654,52.9601417651,70,30
2017-10-01 07:59:59,300.65,,,,,279.1821929825,-1.2253742071,-0.0687090366,53.7745616083,70,30
2017-10-01 12:00:00,299.41,,,,,279.3580869565,-1.2469974199,-0.7744947065,52.1664408617,70,30
2017-10-01 16:00:05,299.51,,299.51,,,279.5318103448,-1.1480013762,-1.2391898336,52.2903521822,70,30
2017-10-01 19:59:58,300.9,,,,,279.7144444444,-0.3009112556,-1.4575696229,54.0713423619,70,30
2017-10-01 23:59:57,304.22,,,,,279.9221186441,0.8718089987,-1.4561103206,58.095068515,70,30
2017-10-02 03:59:58,301.33,,,,,280.1020168067,2.088465186,-1.254205778,53.6859689909,70,30
2017-10-02 08:00:01,301.33,,,,,280.2789166667,2.6007582647,-0.8834477531,53.6859689909,70,30
2017-10-02 11:59:59,300.1,,,,,280.4427272727,3.0062969869,-0.1991222731,51.7474234848,70,30
2017-10-02 16:00:00,297.0,,,,,280.578442623,2.905009153,0.3080208969,47.1285065945,70,30
2017-10-02 19:59:55,297.3,,,,,280.7143902439,2.4847609973,0.7496647306,47.6158060508,70,30
2017-10-02 23:59:59,296.82,,,,,280.8442741935,2.0753092352,1.2281681104,46.871438728,70,30
2017-10-03 04:00:00,300.0,,,,,280.99752,2.1818174153,1.7576831343,52.2024804849,70,30
2017-10-03 08:00:00,291.63,291.63,,,,281.0819047619,2.1464875479,2.1884324636,40.6426996939,70,30
2017-10-03 11:59:57,292.06,,,,,281.1683464567,1.0351035716,2.3741908379,41.3611088996,70,30
2017-10-03 16:00:00,292.77,,,,,281.258984375,0.2936390818,2.2973533206,42.5965173479,70,30
2017-10-03 19:59:59,290.24,,,,,281.3286046512,-0.3938494111,2.0652795492,39.4102591594,70,30
2017-10-03 23:59:57,291.69,,,,,281.4083076923,-1.7010426626,1.6386818142,42.0841076099,70,30
2017-10-04 04:00:00,292.73,,,,,281.4947328244,-2.7768193495,1.1063954549,43.9932064916,70,30
2017-10-04 07:59:57,294.7,,,,,281.5947727273,-3.8816873895,0.5153709128,47.5219944447,70,30
2017-10-04 12:00:00,293.4,,,,,281.6835338346,-4.6861148157,-0.1251109739,45.4853365955,70,30
2017-10-04 16:00:01,293.0,,,,,281.7679850746,-4.7608349054,-0.8766533115,44.8484354418,70,30
2017-10-04 19:59:57,291.9,,,,,281.843037037,-4.9081262941,-1.7307245533,43.0626915591,70,30
2017-10-05,291.4,,,,,281.9133088235,-4.9081046636,-2.4793972569,42.2394038039,70,30
2017-10-05 03:59:59,289.86,,,,,281.9713138686,-5.4289523904,-3.2149087044,39.7205599435,70,30
2017-10-05 08:00:02,288.1,,,,,282.0157246377,-4.9693490904,-3.8833924223,37.0046439788,70,30
2017-10-05 12:00:02,290.4,,,,,282.0760431655,-4.7233353806,-4.3674168261,42.534432438,70,30
2017-10-05 15:59:57,293.81,,293.81,,,282.1598571429,-4.4382614371,-4.6855463538,49.5984975298,70,30
2017-10-05 19:59:59,296.87,,,,,282.2641843972,-3.7799156692,-4.7860648283,54.9501959185,70,30
2017-10-05 23:59:56,295.12,,,,,282.3547183099,-3.3155283675,-4.7116458823,51.5772627066,70,30
2017-10-06 11:59:57,301.32,,,,,282.4873426573,-2.7209112566,-4.5745270341,60.7657184012,70,30
2017-10-06 16:00:01,301.22,,,,,282.6174305556,-2.1556138543,-4.3539287274,60.5660930273,70,30
2017-10-06 20:00:01,301.6,,,,,282.7483448276,-1.5453383854,-4.0649004562,61.0892059865,70,30
2017-10-07,308.41,,,,,282.924109589,-0.6568271394,-3.5778296,69.0205614277,70,30
2017-10-07 04:00:00,309.23,,,,,283.1030612245,0.4120905541,-3.048101091,69.818321207,70,30
2017-10-07 08:00:00,306.0,,,,,283.2577702703,1.374954727,-2.4347129431,62.942623311,70,30
2017-10-07 12:00:00,305.29,,,,,283.4056375839,2.6571184047,-1.7137895379,61.5087047836,70,30
2017-10-07 16:00:01,309.4,,,,,283.5789333333,4.3941243611,-0.9154922075,66.2954115356,70,30
2017-10-07 19:59:59,308.6,,,,,283.7446357616,6.1584600461,0.0104705311,64.611130777,70,30
2017-10-08,311.46,,,,,283.9269736842,7.147725552,1.0058116898,67.7641781302,70,30
2017-10-08 03:59:58,311.66,,,,,284.1082352941,7.8572737949,2.0676455739,67.9790338327,70,30
2017-10-08 08:00:00,311.93,,,,,284.2888961039,8.9693662841,3.2217235676,68.2863411768,70,30
2017-10-08 12:00:00,311.31,,,,,284.4632258065,9.1547272313,4.3661548174,66.7032778356,70,30
2017-10-08 16:00:00,313.5,,,,,284.6493589744,9.5610231637,5.478228145,69.4016369653,70,30
2017-10-08 19:59:59,312.5,,,,,284.8267515924,10.0315691902,6.5786566301,66.7419075785,70,30
2017-10-09,309.82,,,,,284.9849367089,9.6631794168,7.5492403702,60.0949184963,70,30
2017-10-09 08:00:00,305.0,,,,,285.1108176101,8.9642537806,8.2618594888,50.3773315088,70,30
2017-10-09 12:00:00,305.41,305.41,,,,285.2376875,8.6754066201,8.7030260862,51.1016612094,70,30
2017-10-09 16:00:03,298.83,,,,,285.3221118012,8.2528307674,8.9808464229,40.8068957408,70,30
2017-10-09 20:00:01,292.45,,,,,285.3661111111,7.0331675297,9.0776998053,33.7147068346,70,30
2017-10-10 00:00:02,297.23,,,,,285.4388957055,5.8619398482,8.8932271824,41.8666968341,70,30
2017-10-10 03:59:56,298.32,,,,,285.5174390244,4.1221006276,8.5362854924,43.5709437946,70,30
2017-10-10 08:00:02,296.5,,,,,285.584,2.3306634187,7.9370495745,41.3891027246,70,30
2017-10-10 12:00:00,298.99,,,,,285.6647590361,0.6457866544,7.0574116854,45.4162901082,70,30
2017-10-10 15:59:59,304.49,,,,,285.7774850299,-0.7463969915,6.0441719196,53.0844066787,70,30
2017-10-10 20:00:03,299.63,,,,,285.8599404762,-2.7945692386,4.9027204773,46.8246371953,70,30
2017-10-10 23:59:58,299.32,,,,,285.9395857988,-4.4834884105,3.5581316756,46.4483909671,70,30
2017-10-11 04:00:00,300.95,,,,,286.0278823529,-5.9062900351,2.0267568187,48.7789330451,70,30
2017-10-11 07:59:57,301.7,,,,,286.1195321637,-6.7207933881,0.4798111133,49.8601815591,70,30
2017-10-11 15:59:58,300.02,,,,,286.2003488372,-7.2755045246,-1.0776994874,47.4442046715,70,30
2017-10-11 20:00:15,302.5,,,,,286.294566474,-6.8396373026,-2.4716728583,51.2030839483,70,30
2017-10-11 23:59:58,303.29,,,,,286.3922413793,-5.6473065235,-3.6217424775,52.3716766045,70,30
2017-10-12 04:00:01,307.63,,,,,286.5136,-4.9636899,-4.5490031813,58.2823615943,70,30
2017-10-12 07:59:58,306.78,,306.78,,,286.62875,-4.1306804357,-5.271932165,56.7957342444,70,30
2017-10-12 12:00:02,307.87,,,,,286.7487570621,-2.9918600516,-5.6144172007,58.2658410849,70,30
2017-10-12 16:00:01,308.3,,,,,286.8698314607,-1.9182267734,-5.6008039017,58.8605539725,70,30
2017-10-12 19:59:57,305.29,,,,,286.9727374302,-1.613727295,-5.285374805,53.1509090041,70,30
2017-10-13 00:00:01,303.1,,,,,287.0623333333,-0.6463595348,-4.7054447149,49.3964866885,70,30
2017-10-13 03:59:55,303.2,,,,,287.1514917127,0.3933538081,-3.872384563,49.5716518513,70,30
2017-10-13 07:59:58,326.56,,,,,287.368021978,2.0135395163,-2.9106341059,73.0446788789,70,30
2017-10-13 12:00:00,331.1,,,,,287.6069945355,3.7278423138,-1.9461751958,75.4376224466,70,30
2017-10-13 15:59:58,338.92,,,,,287.8858695652,5.8807937819,-0.8502748449,78.9105023524,70,30
2017-10-13 19:59:59,341.0,,,,,288.172972973,7.6534016893,0.3407699044,79.7313915869,70,30
2017-10-13 23:59:58,337.46,,,,,288.4379569892,9.4565343584,1.5812888878,74.4220055304,70,30
2017-10-14 03:59:59,340.42,,,,,288.7159358289,10.5069752746,2.842543971,75.8689891293,70,30
2017-10-14 08:00:00,345.78,,,,,289.0194680851,11.5791318493,4.2803250156,78.2666191708,70,30
2017-10-14 15:59:59,342.37,,,,,289.3017460317,12.9059839199,5.8037503759,73.2782776214,70,30
2017-10-14 19:59:57,344.74,,,,,289.5935263158,14.5060735515,7.4274492516,74.494978848,70,30
2017-10-14 23:59:57,339.24,,,,,289.8534554974,16.5137740582,9.0764195624,66.8839960926,70,30
2017-10-15 03:59:55,338.66,,,,,290.10765625,19.2523692926,10.7822528461,66.1168538395,70,30
2017-10-15 08:00:00,339.3,,,,,290.3625388601,22.6789201145,12.5100723172,66.5724653654,70,30
2017-10-15 11:59:57,320.99,,,,,290.5204123711,22.3672521139,14.098520016,47.0713109755,70,30
2017-10-15 16:00:00,333.5,,,,,290.7408205128,21.7389353038,15.5027529408,56.4564935884,70,30
2017-10-15 19:59:59,328.62,,,,,290.9340816327,19.9857720776,16.7746424161,52.5425888325,70,30
2017-10-15 23:59:56,337.22,,,,,291.169035533,18.1076233227,17.8842858062,58.060592164,70,30
2017-10-16 04:00:00,343.19,343.19,,,,291.4317676768,16.6874061989,18.7891765211,61.4145816114,70,30
2017-10-16 08:00:00,340.95,,,,,291.6806030151,14.9040512773,19.3849384187,59.4921219845,70,30
2017-10-16 11:59:55,341.0,,,,,291.9272,12.3242852943,19.4990728779,59.5225802537,70,30
2017-10-16 16:00:01,340.54,,,,,292.0644,10.3410704083,18.9615355143,59.0824343961,70,30
2017-10-16 20:00:00,334.89,,,,,292.18805,7.7094875293,17.5084229387,53.8183753452,70,30
2017-10-16 23:59:56,334.37,,,,,292.3449,5.7499350907,15.797852634,53.3472741741,70,30
2017-10-17 03:59:58,327.99,,,,,292.5145,3.6271290612,13.8475241697,47.8167570902,70,30
2017-10-17 08:00:00,327.4,,,,,292.68195,1.077065791,11.8199362728,47.3281173884,70,30
2017-10-17 12:00:01,322.55,,,,,292.91655,0.7290451087,9.8703897026,43.4017554,70,30
2017-10-17 20:00:02,321.72,,,,,293.13065,-1.3706777235,7.8068706092,42.7481591351,70,30
2017-10-18,315.65,,,,,293.4004,-1.5615238083,5.807979813,38.2156489606,70,30
2017-10-18 03:59:57,307.09,,,,,293.5989,-2.9296516081,3.9639849822,32.9154631239,70,30
2017-10-18 08:00:00,299.83,,,,,293.76065,-4.9952255034,2.1332555328,29.2146429674,70,30
2017-10-18 12:00:00,297.9,,,,,293.87275,-6.9090741124,0.4550985006,28.3035873986,70,30
2017-10-18 16:00:00,303.64,,,,,294.04195,-9.1532597004,-1.2038096843,34.8144003084,70,30
2017-10-18 20:00:00,301.18,,,,,294.18725,-11.4712158768,-2.8134415655,33.4139320399,70,30
2017-10-18 23:59:59,313.57,,,,,294.5151,-12.6063085478,-4.2072884299,45.3401709759,70,30
2017-10-19 03:59:57,312.45,,,,,294.85915,-14.0896508858,-5.8130539731,44.563159364,70,30
2017-10-19 08:00:00,306.92,,,,,295.2205,-14.8561990552,-7.2677173482,40.8414904871,70,30
2017-10-19 12:00:00,306.33,,,,,295.63965,-16.0540778297,-8.9551131883,40.4533155925,70,30
2017-10-19 15:59:59,307.74,,,,,295.9895,-16.7367604483,-10.6411457799,41.8751195469,70,30
2017-10-19 19:59:59,305.81,,,,,296.41515,-17.4395530668,-12.1894154843,40.4513552782,70,30
2017-10-19 23:59:57,306.97,,,,,296.93415,-18.5369476418,-13.6367501445,41.7336423496,70,30
2017-10-20 04:00:00,308.09,,,,,297.20965,-17.7039943346,-14.7810268876,43.0096676581,70,30
2017-10-20 07:59:56,304.5,,,,,297.44565,-16.2046089676,-15.5246934252,39.9867997178,70,30
2017-10-20 12:00:00,304.35,,,,,297.6748,-13.7892285364,-15.9889870243,39.860738956,70,30
2017-10-20 16:00:01,309.78,,,,,297.92165,-11.523154278,-16.0776069284,46.4429686042,70,30
2017-10-20 19:59:58,306.11,,,,,298.12695,-9.0156365492,-15.8663985758,43.0161040827,70,30
2017-10-20 23:59:58,302.61,,,,,298.3751,-8.2233477737,-15.340187785,39.9859089277,70,30
2017-10-21 03:59:58,300.38,,,,,298.6431,-7.3809521821,-14.5553990162,38.1423036348,70,30
2017-10-21 07:59:58,298.25,,298.25,,,298.8629,-6.1818816052,-13.4508085171,36.4152580931,70,30
2017-10-21 11:59:58,294.94,,,,,299.0726,-4.994254651,-11.9067697243,33.8502330611,70,30
2017-10-21 16:00:00,291.27,,,,,299.27695,-4.4909421622,-10.289150321,31.2240767338,70,30
2017-10-21 20:00:00,297.0,,,,,299.55355,-3.6367121063,-8.6970826988,39.1603863135,70,30
2017-10-21 23:59:59,299.96,,,,,299.83055,-3.1758991305,-7.339743915,42.8304112239,70,30
2017-10-22 03:59:58,300.86,,,,,300.06415,-2.9226553056,-6.2322371042,43.9377701574,70,30
2017-10-22 08:00:00,294.13,,,,,300.22965,-2.7481601469,-5.4604693719,38.0089715052,70,30
2017-10-22 11:59:56,292.48,,,,,300.40705,-3.1686505477,-4.7690603493,36.7014016413,70,30
2017-10-22 16:00:00,295.21,,,,,300.48575,-4.8199022801,-4.2573658548,40.3573424621,70,30
2017-10-22 19:59:56,291.38,,,,,300.5041,-6.3207303104,-4.0100068497,37.1183184512,70,30
2017-10-23 00:00:01,293.55,,,,,300.53905,-7.039996883,-4.0098976135,40.0539260015,70,30
2017-10-23 03:59:59,291.58,,,,,300.5342,-7.7267280915,-4.1529602466,38.3055812214,70,30
2017-10-23 08:00:00,285.1,,,,,300.50065,-7.5657485803,-4.4731837504,33.1758203166,70,30
2017-10-23 11:59:58,285.79,,,,,300.4457,-7.0255103281,-4.8923172791,34.186489198,70,30
2017-10-23 15:59:59,278.92,,,,,300.39875,-6.4896237814,-5.3828856979,29.4161107012,70,30
2017-10-23 19:59:57,283.31,,,,,300.40975,-6.6945651097,-5.9862928968,35.6001943967,70,30
2017-10-24 00:00:02,284.85,,,,,300.3957,-7.2558048435,-6.6230641278,37.6634517798,70,30
2017-10-24 04:00:00,300.29,,,,,300.441,-7.7685073982,-7.051883725,53.684925917,70,30
2017-10-24 07:59:56,305.08,,,,,300.5524,-7.1911696084,-7.2049498847,57.3474277511,70,30
2017-10-24 12:00:02,309.53,,,,,300.68555,-6.1584574305,-7.1704884204,60.4745275291,70,30
2017-10-24 15:59:56,305.79,,,,,300.80955,-5.7628884778,-6.970726474,56.7112844652,70,30
2017-10-24 19:59:57,305.8,,,,,300.9108,-4.8040782301,-6.7147339494,56.7190397858,70,30
2017-10-25,296.3,,,,,300.9723,-3.981730446,-6.4785313171,47.9334310187,70,30
2017-10-25 04:00:00,296.05,,,,,300.9973,-3.081756559,-6.2589269937,47.7239328156,70,30
2017-10-25 08:00:00,298.65,,,,,301.05555,-1.3556481549,-5.859194361,50.1634708681,70,30
2017-10-25 12:00:00,293.5,,,,,301.10555,0.1414512235,-5.1997616196,45.6219900976,70,30
2017-10-25 15:59:59,292.28,,,,,301.16695,2.5795388469,-4.1953896311,44.5920670177,70,30
2017-10-25 19:59:59,299.5,,,,,301.2329,4.583035053,-3.0428745688,51.5613015518,70,30
2017-10-25 23:59:58,295.46,,,,,301.29095,6.2249575027,-1.835414212,47.9285455265,70,30
2017-10-26 04:00:00,297.79,,,,,301.41995,6.2446515695,-0.543910397,50.1116317965,70,30
