"Ambient, y, x; Fridge, y (1), y, x; Right Chamber, y, x; Left Chamber, y (1), x (1)","Ambient, y, y (1)","Fridge, y (1), y, y (1)","Right Chamber, y, y (1)","Left Chamber, y (1), y (1)"
2017-11-26 07:08:56.190515,48.65,53.375,60.2366,67.6616
2017-11-26 07:29:09.389000,48.65,53.375,60.2366,67.6616
2017-11-26 07:39:20.750876,48.5366,53.375,60.125,67.6616
2017-11-26 07:59:34.066753,48.3116,53.375,60.125,67.775
2017-11-26 08:09:45.955285,48.7616,53.2616,60.0116,67.775
2017-11-26 08:19:52.595975,48.7616,53.2616,60.0116,67.775
2017-11-26 08:30:01.318821,49.55,53.2616,60.0116,67.775
2017-11-26 08:40:12.430960,49.4366,53.2616,59.9,67.775
2017-11-26 08:50:29.555783,49.55,53.2616,59.9,67.775
2017-11-26 09:00:42.832404,49.4366,53.375,59.7866,67.775
2017-11-26 09:10:54.197183,49.4366,53.375,59.7866,67.775
2017-11-26 09:21:02.515607,49.6616,53.375,59.7866,67.8866
2017-11-26 09:31:38.831080,49.8866,53.4866,59.675,67.8866
2017-11-26 09:41:50.354101,49.775,53.4866,59.675,67.8866
2017-11-26 09:52:00.831603,49.775,53.4866,59.675,67.8866
2017-11-26 10:02:11.070946,49.6616,53.6,59.5616,67.8866
2017-11-26 10:12:19.630342,49.55,53.6,59.5616,67.8866
2017-11-26 10:22:30.190420,49.55,53.6,59.5616,67.8866
2017-11-26 13:35:15.875863,50.0,53.825,58.775,68.225
2017-11-26 13:45:27.312897,50.1116,53.825,58.775,68.225
2017-11-26 13:55:34.031912,50.225,53.825,58.775,68.225
2017-11-26 14:05:46.112065,50.3366,53.825,58.6616,68.3366
2017-11-26 14:15:55.677565,50.3366,53.9366,58.6616,68.3366
2017-11-26 14:26:04.431926,50.45,53.9366,58.6616,68.3366
2017-11-26 14:36:14.038326,50.5616,53.9366,58.55,68.3366
2017-11-26 14:46:22.196761,50.675,53.9366,58.55,68.3366
2017-11-26 14:56:34.035516,50.9,54.05,58.55,68.3366
2017-11-26 15:26:59.790981,51.8,54.1616,58.4366,68.5616
2017-11-26 15:37:06.590498,51.8,54.1616,58.4366,68.5616
2017-11-26 15:47:18.910883,52.1366,54.275,58.4366,68.5616
2017-11-26 15:57:25.555604,52.3616,54.3866,58.325,68.5616
2017-11-26 16:07:38.114216,52.5866,54.3866,58.325,68.5616
2017-11-26 16:17:49.310859,52.7,54.5,58.325,68.675
2017-11-26 16:48:08.513303,53.0366,54.725,58.325,68.675
2017-11-26 17:08:22.910778,53.15,54.8366,58.2116,68.7866
2017-11-26 17:18:34.434609,53.2616,54.8366,58.2116,68.7866
2017-11-26 17:28:47.312386,53.375,54.95,58.2116,68.7866
2017-11-26 17:38:54.276854,53.375,54.95,58.2116,68.7866
2017-11-26 17:49:04.602291,53.4866,55.0616,58.2116,68.9
2017-11-26 17:59:12.352122,53.6,55.0616,58.2116,69.0116
2017-11-26 18:09:19.876896,53.7116,55.0616,58.325,69.2366
2017-11-26 18:19:28.591837,53.7116,55.175,58.325,69.4616
2017-11-26 18:29:36.354877,53.7116,55.2866,58.325,69.4616
2017-11-26 18:39:44.034230,53.825,55.4,58.325,69.575
2017-11-26 18:49:50.910875,53.9366,55.4,58.325,69.6866
2017-11-26 18:59:57.630704,54.05,55.5116,58.325,69.8
2017-11-26 19:10:08.914481,54.05,55.625,58.325,70.025
2017-11-26 19:20:23.634839,54.05,55.7366,58.4366,70.1366
2017-11-26 19:30:32.191667,53.9366,55.85,58.4366,70.25
2017-11-26 19:40:50.195802,53.9366,55.85,58.4366,70.3616
2017-11-26 19:51:02.034511,53.825,55.85,58.4366,70.3616
2017-11-26 20:01:08.837355,53.825,55.9616,58.4366,70.475
2017-11-26 20:11:20.914592,53.6,55.9616,58.4366,70.5866
2017-11-26 20:21:27.710908,53.4866,56.075,58.4366,70.7
2017-11-26 20:31:58.672708,53.2616,56.075,58.4366,70.8116
2017-11-26 20:42:07.955925,53.2616,56.075,58.4366,70.8116
2017-11-26 20:52:23.552858,53.15,56.075,58.4366,70.925
2017-11-26 21:02:33.315696,53.15,56.075,58.4366,70.8116
2017-11-26 21:12:42.996003,52.8116,56.075,58.4366,70.8116
2017-11-26 21:22:55.714818,52.475,56.075,58.4366,70.925
2017-11-26 21:33:04.195903,52.475,56.075,58.4366,70.925
2017-11-26 21:43:12.595858,52.475,56.075,58.4366,71.0366
2017-11-26 21:53:19.230874,52.25,55.9616,58.4366,71.15
2017-11-26 22:03:26.596554,52.1366,55.9616,58.4366,71.2616
2017-11-26 22:13:37.871957,52.025,55.85,58.325,71.2616
2017-11-26 23:44:46.996160,50.675,55.4,58.2116,71.0366
2017-11-26 23:54:55.716896,50.675,55.2866,58.2116,71.0366
2017-11-27 00:05:09.276297,50.5616,55.2866,58.1,71.0366
2017-11-27 00:15:18.276141,50.45,55.175,58.2116,71.0366
2017-11-27 00:35:36.595001,50.3366,55.0616,58.1,71.0366
2017-11-27 00:45:48.191509,50.3366,55.0616,58.1,71.0366
2017-11-27 00:56:24.430498,50.1116,54.95,57.9866,71.0366
2017-11-27 01:16:40.912053,49.8866,54.95,57.9866,71.0366
2017-11-27 01:36:53.872972,49.775,54.725,57.9866,71.0366
2017-11-27 01:47:02.350804,49.55,54.725,57.875,71.0366
2017-11-27 01:57:11.236145,49.55,54.725,57.875,71.0366
2017-11-27 02:07:19.902290,49.55,54.725,57.875,71.0366
2017-11-27 02:27:41.956754,49.325,54.6116,57.7616,71.0366
2017-11-27 02:37:52.434722,49.325,54.5,57.7616,71.0366
2017-11-27 02:48:27.636160,49.325,54.5,57.7616,71.0366
2017-11-27 02:58:39.397537,49.2116,54.5,57.7616,71.0366
2017-11-27 03:08:46.114666,49.2116,54.3866,57.65,71.0366
2017-11-27 03:39:06.914650,49.1,54.275,57.65,71.0366
2017-11-27 03:49:15.472556,48.9866,54.275,57.5366,71.0366
2017-11-27 03:59:23.234188,48.9866,54.275,57.5366,71.0366
2017-11-27 04:09:30.834741,48.875,54.275,57.5366,71.0366
2017-11-27 04:30:22.996022,48.875,54.1616,57.425,71.0366
2017-11-27 04:40:32.516880,48.65,54.1616,57.425,70.925
2017-11-27 04:50:40.593756,48.65,54.1616,57.425,70.925
2017-11-27 05:01:21.632957,48.875,54.1616,57.3116,70.925
2017-11-27 05:11:44.515703,48.9866,54.05,57.3116,70.925
2017-11-27 05:21:52.136052,49.1,54.05,57.3116,70.925
2017-11-27 05:31:59.713859,48.9866,54.05,57.3116,70.925
2017-11-27 06:02:33.313211,48.7616,53.9366,57.2,70.925
2017-11-27 06:12:45.072185,49.1,53.9366,57.0866,70.925
2017-11-27 06:22:55.713249,49.325,53.9366,57.0866,70.925
2017-11-27 06:33:07.316223,49.55,53.9366,57.0866,70.925
2017-11-27 06:43:22.752843,49.775,54.05,57.0866,70.925
2017-11-27 06:53:30.592157,49.775,54.05,57.0866,70.925
2017-11-27 07:03:41.152458,50.1116,54.05,56.975,70.925
2017-11-27 07:13:52.676838,50.1116,54.05,56.975,70.925
2017-11-27 07:34:07.236411,50.3366,54.1616,56.8616,70.925
2017-11-27 07:44:18.673120,50.45,54.275,56.8616,70.925
2017-11-27 08:04:33.797083,50.5616,54.275,56.8616,70.925
2017-11-27 08:14:42.276699,50.5616,54.3866,56.8616,70.925
2017-11-27 08:24:55.151263,50.45,54.3866,56.75,70.925
2017-11-27 08:35:02.114303,50.3366,54.3866,56.75,70.925
2017-11-27 08:45:15.265338,50.225,54.5,56.75,70.925
2017-11-27 08:55:23.235180,49.8866,54.5,56.75,70.925
2017-11-27 09:05:32.590478,49.8866,54.5,56.6366,70.925
2017-11-27 09:15:41.230245,49.775,54.5,56.6366,70.925
2017-11-27 09:25:50.671035,49.6616,54.5,56.6366,70.925
2017-11-27 09:36:32.675373,49.55,54.3866,56.6366,70.925
2017-11-27 09:47:08.912120,49.4366,54.3866,56.6366,70.925
2017-11-27 09:57:17.070830,49.4366,54.3866,56.525,70.925
2017-11-27 10:07:23.391432,49.325,54.3866,56.525,70.925
2017-11-27 10:17:30.514529,49.325,54.3866,56.525,70.925
2017-11-27 10:27:38.030678,49.325,54.3866,56.525,70.925
2017-11-27 13:40:04.031931,52.3616,54.725,55.9616,71.0366
2017-11-27 13:50:11.715531,52.5866,54.8366,55.9616,71.0366
2017-11-27 14:00:22.115261,52.5866,54.95,55.9616,71.0366
2017-11-27 14:10:48.595246,52.8116,55.0616,55.9616,71.0366
2017-11-27 14:20:59.153919,52.8116,55.0616,55.9616,71.0366
2017-11-27 14:31:07.950485,53.375,55.175,55.9616,71.2616
2017-11-27 14:41:21.555158,53.4866,55.175,55.9616,71.2616
2017-11-27 14:51:28.510445,53.7116,55.2866,56.075,71.2616
2017-11-27 15:01:38.354451,53.7116,55.2866,56.075,71.2616
2017-11-27 15:32:01.235645,54.725,55.7366,55.625,71.2616
2017-11-27 15:42:37.556623,55.0616,55.7366,55.625,71.2616
2017-11-27 15:52:46.276295,55.2866,55.85,55.625,71.2616
2017-11-27 16:02:56.115656,55.5116,55.9616,55.625,71.2616
2017-11-27 16:13:02.996573,55.625,55.9616,55.625,71.375
2017-11-27 16:23:14.271394,55.85,56.075,55.625,71.375
2017-11-27 16:53:48.115065,56.3,56.3,55.7366,71.375
2017-11-27 17:14:09.870593,58.775,56.525,55.7366,71.9366
2017-11-27 17:24:18.756011,59.45,56.525,55.85,72.1616
2017-11-27 17:34:25.951524,59.7866,57.0866,55.85,71.7116
2017-11-27 17:44:37.075781,60.125,57.2,55.9616,71.375
2017-11-27 17:54:44.990992,60.6866,57.2,55.9616,71.2616
2017-11-27 18:04:54.591418,60.6866,57.425,55.9616,71.15
2017-11-27 18:15:01.471965,61.025,57.65,56.075,71.0366
2017-11-27 18:25:14.834344,61.25,57.875,56.075,70.925
2017-11-27 18:35:22.355219,61.5866,57.875,56.075,70.8116
2017-11-27 18:56:15.874862,61.925,58.325,56.1866,70.7
2017-11-27 19:06:24.675242,61.925,58.4366,56.3,70.5866
2017-11-27 19:16:43.630477,62.0366,58.55,56.3,70.475
2017-11-27 19:26:52.032351,62.0366,58.6616,56.4116,70.475
2017-11-27 19:47:13.151632,62.0366,58.775,56.525,70.3616
2017-11-27 19:57:48.677508,62.15,58.8866,56.525,70.25
2017-11-27 20:07:56.434765,62.15,58.8866,56.6366,70.25
2017-11-27 20:18:03.951783,62.15,59,56.6366,70.1366
2017-11-27 20:28:12.512492,62.15,59,56.75,70.1366
2017-11-27 20:38:23.314563,62.15,59.1116,56.8616,70.025
2017-11-27 20:48:41.230770,62.15,59.1116,56.8616,69.9116
2017-11-27 20:58:52.835451,62.15,59.1116,56.975,69.9116
2017-11-27 21:09:00.514480,62.15,59.225,56.975,69.8
2017-11-27 21:19:08.272975,62.0366,59.225,57.0866,69.8
2017-11-27 21:29:21.474482,62.0366,59.225,57.2,69.6866
2017-11-27 21:39:28.670127,61.925,59.225,57.2,69.6866
2017-11-27 21:49:36.670586,61.925,59.225,57.3116,69.575
2017-11-27 21:59:48.198772,61.8116,59.3366,57.425,69.575
2017-11-27 22:09:54.994173,61.8116,59.3366,57.5366,69.4616
2017-11-27 22:20:05.633123,61.7,59.3366,57.5366,69.35
2017-11-27 22:30:14.193285,61.7,59.3366,57.65,69.35
2017-11-27 23:51:17.872945,61.25,59.3366,58.325,68.9
2017-11-28 00:01:24.834917,61.025,59.3366,58.325,68.7866
2017-11-28 00:11:34.831924,61.025,59.3366,58.4366,68.675
2017-11-28 00:21:41.395731,60.9116,59.225,58.4366,68.675
2017-11-28 00:41:56.197246,60.575,59.1116,58.6616,68.5616
2017-11-28 00:52:04.516176,60.2366,59.1116,58.775,68.45
2017-11-28 01:02:16.112256,60.2366,59,58.775,68.45
2017-11-28 01:22:31.713574,59.9,58.8866,58.8866,68.3366
2017-11-28 01:42:49.716559,59.5616,58.775,59.1116,68.1116
2017-11-28 01:52:59.073471,59.45,58.6616,59.1116,68.1116
2017-11-28 02:03:10.596889,59.3366,58.6616,59.225,68.0
2017-11-28 02:13:18.196280,59.225,58.6616,59.225,68.0
2017-11-28 02:33:36.674877,59.0,58.55,59.45,67.8866
2017-11-28 02:43:46.513528,58.775,58.55,59.45,67.775
2017-11-28 02:53:54.912373,58.6616,58.4366,59.5616,67.775
2017-11-28 03:04:03.555527,58.325,58.4366,59.5616,67.6616
2017-11-28 03:14:14.275330,58.325,58.4366,59.675,67.55
2017-11-28 03:44:35.630883,58.1,58.325,59.7866,67.4366
2017-11-28 03:54:42.271156,57.9866,58.2116,59.9,67.325
2017-11-28 04:04:50.994983,57.7616,58.2116,60.0116,67.325
2017-11-28 04:15:03.635249,57.7616,58.1,60.0116,67.2116
2017-11-28 04:35:20.355825,57.5366,58.1,60.125,67.1
2017-11-28 04:45:28.673927,57.425,57.9866,60.2366,66.9866
2017-11-28 04:55:36.191198,57.5366,57.9866,60.2366,67.325
2017-11-28 05:05:44.916283,57.5366,57.9866,60.35,67.55
2017-11-28 05:15:51.871929,57.65,57.9866,60.35,67.775
2017-11-28 05:26:02.751155,57.7616,57.9866,60.4616,67.8866
2017-11-28 05:36:09.231095,57.65,58.1,60.4616,67.8866
2017-11-28 06:06:37.871569,57.3116,58.2116,60.6866,68.1116
2017-11-28 06:17:23.233826,57.3116,58.2116,60.6866,68.225
2017-11-28 06:28:05.256958,57.2,58.2116,60.8,68.225
2017-11-28 06:38:12.994270,57.0866,58.2116,60.8,68.3366
2017-11-28 06:48:23.634622,56.975,58.2116,60.9116,68.45
2017-11-28 06:58:30.111539,56.8616,58.325,60.9116,68.7866
2017-11-28 07:08:42.194146,56.6366,58.325,61.025,68.9
2017-11-28 07:18:50.832034,56.6366,58.325,61.025,69.125
2017-11-28 07:39:07.151746,56.525,58.325,61.1366,69.4616
2017-11-28 07:49:13.951433,56.6366,58.325,61.1366,69.575
2017-11-28 08:09:28.670738,56.6366,58.4366,61.25,69.8
2017-11-28 08:19:36.351550,56.6366,58.55,61.3616,69.9116
2017-11-28 08:29:45.232211,56.6366,58.55,61.3616,70.025
2017-11-28 08:39:54.833172,56.6366,58.55,61.475,70.1366
2017-11-28 09:00:40.032438,56.8616,58.6616,61.475,70.25
2017-11-28 09:10:52.514688,56.8616,58.775,61.5866,70.3616
2017-11-28 09:21:00.035822,56.8616,58.775,61.5866,70.25
2017-11-28 09:31:37.312983,56.8616,58.775,61.7,70.25
2017-11-28 09:52:23.471730,56.975,58.8866,61.7,70.475
2017-11-28 10:02:30.274633,57.0866,58.8866,61.8116,70.5866
2017-11-28 10:12:42.834211,57.0866,58.8866,61.8116,70.7
2017-11-28 10:22:52.273628,57.0866,58.8866,61.925,70.7
2017-11-28 10:33:00.915003,57.0866,58.8866,61.925,70.7
2017-11-28 13:45:30.751393,58.775,59.3366,62.7116,70.5866
2017-11-28 13:55:38.434762,58.775,59.3366,62.825,70.475
2017-11-28 14:05:49.630581,58.8866,59.3366,62.825,70.475
2017-11-28 14:15:57.310983,59.1116,59.3366,62.825,70.3616
2017-11-28 14:26:04.516230,59.225,59.3366,62.9366,70.3616
2017-11-28 14:36:12.351934,59.3366,59.3366,62.9366,70.25
2017-11-28 14:46:23.952105,59.45,59.3366,62.9366,70.25
2017-11-28 14:56:34.270988,59.5616,59.45,63.05,70.1366
2017-11-28 15:06:42.831762,59.675,59.45,63.05,70.025
2017-11-28 15:37:40.991535,59.9,59.45,63.1616,69.8
2017-11-28 15:47:47.714617,60.0116,59.5616,63.275,69.8
2017-11-28 15:57:55.230991,60.125,59.5616,63.275,69.6866
2017-11-28 16:08:07.876019,60.125,59.5616,63.275,69.6866
2017-11-28 16:18:15.631914,60.2366,59.5616,63.3866,69.575
2017-11-28 16:28:25.793488,60.35,59.675,63.3866,69.575
2017-11-28 16:58:44.192342,61.7,59.9,63.5,69.35
2017-11-28 17:19:29.950465,62.6,60.2366,63.6116,69.35
2017-11-28 17:29:36.514038,63.05,60.4616,63.725,69.2366
2017-11-28 17:39:46.111976,63.5,60.575,63.725,69.2366
2017-11-28 17:50:21.153315,63.8366,60.8,63.8366,69.125
2017-11-28 18:00:58.835491,64.2866,60.8,63.8366,69.125
2017-11-28 18:11:06.594545,64.2866,61.1366,63.95,69.125
2017-11-28 18:21:17.714631,64.5116,61.1366,64.0616,69.0116
2017-11-28 18:31:26.351567,64.2866,61.475,64.0616,69.0116
2017-11-28 18:41:32.990894,64.2866,61.475,64.175,69.0116
2017-11-28 18:52:10.271394,64.2866,61.7,64.175,68.9
2017-11-28 19:02:45.875459,63.8366,61.7,64.2866,68.9
2017-11-28 19:12:52.514657,63.725,61.8116,64.2866,68.7866
2017-11-28 19:23:02.196951,63.6116,61.8116,64.4,68.7866
2017-11-28 19:33:08.914705,63.5,61.8116,64.5116,68.7866
2017-11-28 19:53:51.957193,63.725,61.8116,64.625,68.675
2017-11-28 20:03:59.875200,63.95,61.8116,64.7366,68.5616
2017-11-28 20:14:35.390861,64.0616,61.925,64.7366,68.5616
2017-11-28 20:24:47.076809,64.175,61.925,64.85,68.45
2017-11-28 20:34:56.670799,64.4,61.925,64.9616,68.45
2017-11-28 20:45:04.271836,64.5116,62.0366,64.9616,68.45
2017-11-28 20:55:11.556662,64.625,62.15,65.075,68.3366
2017-11-28 21:05:18.750929,64.625,62.15,65.1866,68.3366
2017-11-28 21:15:25.471864,64.7366,62.2616,65.1866,68.3366
2017-11-28 21:26:06.593883,64.7366,62.2616,65.3,68.225
2017-11-28 21:36:13.796852,64.625,62.375,65.4116,68.225
2017-11-28 21:46:23.634766,64.625,62.375,65.4116,68.1116
2017-11-28 21:57:00.995794,64.625,62.4866,65.525,68.1116
2017-11-28 22:07:09.953232,64.5116,62.4866,65.6366,68.1116
2017-11-28 22:17:22.671852,64.5116,62.6,65.6366,68.0
2017-11-28 22:27:30.270381,64.5116,62.6,65.75,68.0
2017-11-28 22:37:38.910861,64.4,62.6,65.8616,67.8866
2017-11-28 23:58:46.991924,63.95,62.825,66.425,67.6616
2017-11-29 00:08:55.711925,63.95,62.825,66.5366,67.55
2017-11-29 00:19:04.195436,63.8366,62.825,66.65,67.55
2017-11-29 00:29:14.995363,63.8366,62.9366,66.7616,67.55
