"Trace 0, x; Trace 1, x","Trace 0, y","Trace 1, y"
2017-12-25 22:26:31,48.938,8
2017-12-25 22:26:41,48.938,8
2017-12-25 22:27:01,48.938,8
2017-12-25 22:27:21,48.956,8
2017-12-25 22:27:51,48.956,8
2017-12-25 22:29:21,48.992,8
2017-12-25 22:30:01,48.992,8
2017-12-25 22:30:11,49.028,8
2017-12-25 22:30:31,49.028,8
2017-12-25 22:31:01,49.028,8
2017-12-25 22:31:31,49.046,8
2017-12-25 22:31:41,49.046,8
2017-12-25 22:31:51,49.046,8
2017-12-25 22:32:11,49.064,8
2017-12-25 22:32:21,49.064,8
2017-12-25 22:32:31,49.064,8
2017-12-25 22:32:41,49.064,8
2017-12-25 22:32:51,49.064,8
2017-12-25 22:33:01,49.064,8
2017-12-25 22:34:41,49.028,8
2017-12-25 22:35:21,49.028,8
2017-12-25 22:35:41,49.028,8
2017-12-25 22:36:01,49.028,8
2017-12-25 22:36:41,49.01,8
2017-12-25 22:36:51,49.01,8
2017-12-25 22:37:01,49.01,8
2017-12-25 22:37:11,49.01,8
2017-12-25 22:37:31,49.01,8
2017-12-25 22:38:01,49.01,8
2017-12-25 22:38:21,48.992,8
2017-12-25 22:38:31,48.992,8
2017-12-25 22:38:51,48.992,8
2017-12-25 22:39:11,48.992,8
2017-12-25 22:39:31,48.992,8
2017-12-25 22:40:01,48.992,8
2017-12-25 22:40:11,48.992,8
2017-12-25 22:40:21,48.992,8
2017-12-25 22:41:11,48.992,8
2017-12-25 22:41:21,48.992,8
2017-12-25 22:41:31,48.992,8
2017-12-25 22:41:41,48.992,8
2017-12-25 22:42:11,48.992,8
2017-12-25 22:42:31,48.974,8
2017-12-25 22:42:41,48.974,8
2017-12-25 22:43:21,48.974,8
2017-12-25 22:43:31,48.956,8
2017-12-25 22:44:01,48.956,8
2017-12-25 22:44:31,48.956,8
2017-12-25 22:44:41,48.956,8
2017-12-25 22:44:51,48.956,8
2017-12-25 22:45:11,48.956,8
2017-12-25 22:45:21,48.956,8
2017-12-25 22:45:31,48.956,8
2017-12-25 22:45:51,48.956,8
2017-12-25 22:46:11,48.956,8
2017-12-25 22:46:41,48.956,8
2017-12-25 22:46:51,48.956,8
2017-12-25 22:47:01,48.956,8
2017-12-25 22:47:11,48.956,8
2017-12-25 22:47:22,48.956,8
2017-12-25 22:47:31,48.956,8
2017-12-25 22:47:41,48.956,8
2017-12-25 22:47:52,48.956,8
2017-12-25 22:48:01,48.956,8
2017-12-25 22:48:21,48.956,8
2017-12-25 22:48:31,48.956,8
2017-12-25 22:49:41,48.956,8
2017-12-25 22:49:51,48.956,8
2017-12-25 22:50:01,48.956,8
2017-12-25 22:50:22,48.956,8
2017-12-25 22:50:51,48.938,8
2017-12-25 22:51:01,48.938,8
2017-12-25 22:51:21,48.938,8
2017-12-25 22:51:32,48.92,8
2017-12-25 22:51:42,48.92,8
2017-12-25 22:52:52,48.902,8
2017-12-25 22:53:02,48.902,8
2017-12-25 22:53:12,48.902,8
2017-12-25 22:53:42,48.866,8
2017-12-25 22:54:02,48.866,8
2017-12-25 22:54:52,48.848,8
2017-12-25 22:55:02,48.848,8
2017-12-25 22:55:22,48.848,8
2017-12-25 22:55:32,48.848,8
2017-12-25 22:56:12,48.83,8
2017-12-25 22:56:22,48.83,8
2017-12-25 22:56:42,48.83,8
2017-12-25 22:57:02,48.83,8
2017-12-25 22:57:12,48.83,8
2017-12-25 22:57:42,48.812,8
2017-12-25 22:58:02,48.812,8
2017-12-25 22:58:22,48.812,8
2017-12-25 22:58:32,48.812,8
2017-12-25 22:58:42,48.776,8
2017-12-25 22:59:02,48.776,8
2017-12-25 22:59:12,48.776,8
2017-12-25 22:59:32,48.776,8
2017-12-25 22:59:42,48.686,8
2017-12-25 22:59:52,48.686,8
2017-12-25 23:00:12,48.686,8
2017-12-25 23:00:32,48.686,8
2017-12-25 23:00:42,48.686,8
2017-12-25 23:00:52,48.632,8
2017-12-25 23:01:42,48.632,8
2017-12-25 23:01:52,48.596,8
2017-12-25 23:02:02,48.596,8
2017-12-25 23:02:42,48.596,8
2017-12-25 23:02:52,48.56,8
2017-12-25 23:03:02,48.56,8
2017-12-25 23:03:12,48.56,8
2017-12-25 23:03:42,48.56,8
2017-12-25 23:03:52,48.56,8
2017-12-25 23:04:12,48.56,8
2017-12-25 23:04:32,48.56,8
2017-12-25 23:04:52,48.56,8
2017-12-25 23:05:02,48.56,8
2017-12-25 23:05:22,48.56,8
2017-12-25 23:06:02,48.578,8
2017-12-25 23:06:32,48.578,8
2017-12-25 23:06:42,48.578,8
2017-12-25 23:07:02,48.578,8
2017-12-25 23:07:42,48.578,8
2017-12-25 23:08:02,48.56,8
2017-12-25 23:08:32,48.56,8
2017-12-25 23:08:42,48.56,8
2017-12-25 23:09:02,48.56,8
2017-12-25 23:09:12,48.56,8
2017-12-25 23:09:22,48.56,8
2017-12-25 23:09:32,48.56,8
2017-12-25 23:09:52,48.56,8
2017-12-25 23:10:02,48.56,8
2017-12-25 23:10:12,48.56,8
2017-12-25 23:10:32,48.56,8
2017-12-25 23:10:52,48.56,8
2017-12-25 23:11:32,48.578,8
2017-12-25 23:11:52,48.578,8
2017-12-25 23:12:22,48.596,8
2017-12-25 23:12:32,48.596,8
2017-12-25 23:12:42,48.596,8
2017-12-25 23:13:02,48.578,8
2017-12-25 23:13:42,48.578,8
2017-12-25 23:14:22,48.542,8
2017-12-25 23:14:42,48.542,8
2017-12-25 23:15:02,48.506,8
2017-12-25 23:15:22,48.506,8
2017-12-25 23:15:32,48.506,8
2017-12-25 23:15:52,48.506,8
2017-12-25 23:16:02,48.524,8
2017-12-25 23:16:32,48.524,8
2017-12-25 23:17:02,48.524,8
2017-12-25 23:17:32,48.524,8
2017-12-25 23:18:02,48.524,8
2017-12-25 23:18:12,48.506,8
2017-12-25 23:18:22,48.506,8
2017-12-25 23:18:42,48.506,8
2017-12-25 23:18:52,48.506,8
2017-12-25 23:19:02,48.506,8
2017-12-25 23:19:22,48.452,8
2017-12-25 23:19:33,48.452,8
2017-12-25 23:20:02,48.452,8
2017-12-25 23:20:23,48.434,8
2017-12-25 23:20:32,48.434,8
2017-12-25 23:20:42,48.434,8
2017-12-25 23:21:02,48.434,8
2017-12-25 23:21:42,48.434,8
2017-12-25 23:22:03,48.434,8
2017-12-25 23:22:22,48.452,8
2017-12-25 23:22:43,48.452,8
2017-12-25 23:22:53,48.452,8
2017-12-25 23:23:23,48.47,8
2017-12-25 23:23:33,48.47,8
2017-12-25 23:23:53,48.47,8
2017-12-25 23:24:02,48.47,8
2017-12-25 23:24:13,48.488,8
2017-12-25 23:24:33,48.488,8
2017-12-25 23:24:53,48.488,8
2017-12-25 23:25:03,48.488,8
2017-12-25 23:25:13,48.47,8
2017-12-25 23:25:23,48.47,8
2017-12-25 23:26:03,48.47,8
2017-12-25 23:26:13,48.47,8
2017-12-25 23:26:23,48.488,8
2017-12-25 23:26:33,48.488,8
2017-12-25 23:26:43,48.488,8
2017-12-25 23:26:53,48.488,8
2017-12-25 23:27:33,48.488,8
2017-12-25 23:28:23,48.47,8
2017-12-25 23:28:33,48.47,8
2017-12-25 23:29:03,48.47,8
2017-12-25 23:29:23,48.47,8
2017-12-25 23:29:43,48.47,8
2017-12-25 23:30:03,48.47,8
2017-12-25 23:30:43,48.47,8
2017-12-25 23:31:03,48.47,8
2017-12-25 23:31:13,48.47,8
2017-12-25 23:31:23,48.47,8
2017-12-25 23:31:33,48.47,8
2017-12-25 23:32:23,48.47,8
2017-12-25 23:32:53,48.47,8
2017-12-25 23:33:13,48.47,8
2017-12-25 23:33:23,48.452,8
2017-12-25 23:33:53,48.452,8
2017-12-25 23:34:33,48.434,8
2017-12-25 23:34:43,48.434,8
2017-12-25 23:34:53,48.434,8
2017-12-25 23:35:33,48.452,8
2017-12-25 23:35:43,48.452,8
2017-12-25 23:35:53,48.452,8
2017-12-25 23:36:03,48.452,8
2017-12-25 23:37:23,48.452,8
2017-12-25 23:37:53,48.434,8
2017-12-25 23:38:03,48.434,8
2017-12-25 23:38:13,48.434,8
2017-12-25 23:38:33,48.434,8
2017-12-25 23:38:53,48.434,8
2017-12-25 23:39:13,48.434,8
2017-12-25 23:39:33,48.416,8
2017-12-25 23:39:43,48.416,8
2017-12-25 23:39:53,48.416,8
2017-12-25 23:40:23,48.416,8
2017-12-25 23:40:43,48.398,8
2017-12-25 23:41:03,48.398,8
2017-12-25 23:41:13,48.398,8
2017-12-25 23:42:03,48.38,8
2017-12-25 23:42:13,48.38,8
2017-12-25 23:42:23,48.38,8
2017-12-25 23:42:33,48.38,8
2017-12-25 23:42:43,48.362,8
2017-12-25 23:42:53,48.362,8
2017-12-25 23:43:03,48.362,8
2017-12-25 23:43:43,48.326,8
2017-12-25 23:44:03,48.326,8
2017-12-25 23:44:43,48.308,8
2017-12-25 23:45:23,48.308,8
2017-12-25 23:46:33,48.308,8
2017-12-25 23:47:13,48.308,8
2017-12-25 23:47:43,48.29,8
2017-12-25 23:47:53,48.29,8
2017-12-25 23:48:03,48.29,8
2017-12-25 23:48:33,48.29,8
2017-12-25 23:49:33,48.272,8
2017-12-25 23:50:03,48.254,8
2017-12-25 23:50:23,48.254,8
2017-12-25 23:50:33,48.254,8
2017-12-25 23:51:54,48.2,8
2017-12-25 23:52:13,48.2,8
2017-12-25 23:52:53,48.182,8
2017-12-25 23:53:14,48.182,8
2017-12-25 23:53:23,48.182,8
2017-12-25 23:53:33,48.182,8
2017-12-25 23:53:54,48.146,8
2017-12-25 23:54:03,48.146,8
2017-12-25 23:54:13,48.146,8
2017-12-25 23:54:23,48.146,8
2017-12-25 23:54:43,48.146,8
2017-12-25 23:55:04,48.092,8
2017-12-25 23:55:13,48.092,8
2017-12-25 23:55:24,48.092,8
2017-12-25 23:55:34,48.092,8
2017-12-25 23:55:43,48.092,8
2017-12-25 23:56:14,48.092,8
2017-12-25 23:56:54,48.11,8
2017-12-25 23:57:04,48.11,8
2017-12-25 23:57:14,48.11,8
2017-12-25 23:58:24,48.056,8
2017-12-25 23:58:44,48.056,8
2017-12-25 23:58:54,48.056,8
2017-12-25 23:59:24,48.038,8
2017-12-25 23:59:44,48.038,8
2017-12-25 23:59:54,48.038,8
2017-12-26 00:00:14,48.038,8
2017-12-26 00:00:24,48.038,8
2017-12-26 00:00:44,48.038,8
2017-12-26 00:01:14,48.038,8
2017-12-26 00:01:24,48.038,8
2017-12-26 00:01:34,48.038,8
2017-12-26 00:02:14,48.038,8
2017-12-26 00:02:24,48.038,8
2017-12-26 00:02:44,48.038,8
2017-12-26 00:03:04,48.02,8
2017-12-26 00:03:14,48.02,8
2017-12-26 00:03:34,48.02,8
2017-12-26 00:03:44,48.02,8
2017-12-26 00:04:24,48.02,8
2017-12-26 00:04:34,48.02,8
2017-12-26 00:04:54,48.02,8
2017-12-26 00:05:04,48.002,8
2017-12-26 00:05:14,48.002,8
2017-12-26 00:05:44,48.002,8
2017-12-26 00:06:14,47.966,8
2017-12-26 00:06:44,47.966,8
2017-12-26 00:06:54,47.966,8
2017-12-26 00:07:24,47.894,8
2017-12-26 00:07:34,47.894,8
2017-12-26 00:07:44,47.894,8
2017-12-26 00:08:34,47.84,8
2017-12-26 00:08:44,47.84,8
2017-12-26 00:09:04,47.84,8
2017-12-26 00:09:14,47.822,8
2017-12-26 00:09:24,47.822,8
2017-12-26 00:09:44,47.822,8
2017-12-26 00:10:34,47.786,8
2017-12-26 00:10:44,47.786,8
2017-12-26 00:10:54,47.786,8
2017-12-26 00:11:34,47.75,8
2017-12-26 00:11:54,47.75,8
2017-12-26 00:12:04,47.75,8
2017-12-26 00:12:34,47.75,8
2017-12-26 00:12:44,47.75,8
2017-12-26 00:13:04,47.75,8
2017-12-26 00:13:34,47.732,8
2017-12-26 00:13:54,47.732,8
2017-12-26 00:14:44,47.714,8
2017-12-26 00:14:54,47.714,8
2017-12-26 00:15:04,47.714,8
2017-12-26 00:15:14,47.696,8
2017-12-26 00:15:34,47.696,8
2017-12-26 00:15:44,47.696,8
2017-12-26 00:15:54,47.696,8
2017-12-26 00:16:04,47.696,8
2017-12-26 00:16:24,47.696,8
2017-12-26 00:16:34,47.696,8
2017-12-26 00:16:44,47.696,8
2017-12-26 00:17:14,47.696,8
2017-12-26 00:17:44,47.696,8
2017-12-26 00:18:04,47.696,8
2017-12-26 00:19:14,47.678,8
2017-12-26 00:19:35,47.66,8
2017-12-26 00:19:44,47.66,8
2017-12-26 00:20:14,47.66,8
2017-12-26 00:20:24,47.624,8
2017-12-26 00:20:34,47.624,8
2017-12-26 00:20:44,47.624,8
2017-12-26 00:20:54,47.624,8
2017-12-26 00:21:04,47.624,8
2017-12-26 00:21:14,47.624,8
2017-12-26 00:21:34,47.57,8
2017-12-26 00:21:44,47.57,8
2017-12-26 00:23:35,47.444,8
2017-12-26 00:24:04,47.444,8
2017-12-26 00:24:14,47.444,8
2017-12-26 00:24:34,47.354,8
2017-12-26 00:24:54,47.354,8
2017-12-26 00:25:14,47.354,8
2017-12-26 00:25:34,47.3,8
2017-12-26 00:25:45,47.3,8
2017-12-26 00:25:55,47.3,8
2017-12-26 00:26:05,47.3,8
2017-12-26 00:26:55,47.3,8
2017-12-26 00:27:15,47.3,8
2017-12-26 00:28:05,47.282,8
2017-12-26 00:28:15,47.282,8
2017-12-26 00:28:25,47.282,8
2017-12-26 00:28:35,47.282,8
2017-12-26 00:28:55,47.282,8
2017-12-26 00:29:05,47.282,8
2017-12-26 00:29:15,47.282,8
2017-12-26 00:29:35,47.264,8
2017-12-26 00:30:05,47.264,8
2017-12-26 00:30:45,47.282,8
2017-12-26 00:31:15,47.282,8
2017-12-26 00:31:25,47.282,8
2017-12-26 00:31:35,47.282,8
2017-12-26 00:31:55,47.282,8
2017-12-26 00:32:15,47.282,8
2017-12-26 00:32:35,47.282,8
2017-12-26 00:32:45,47.264,8
2017-12-26 00:32:55,47.264,8
2017-12-26 00:33:05,47.264,8
2017-12-26 00:33:15,47.264,8
2017-12-26 00:33:45,47.246,8
2017-12-26 00:34:05,47.246,8
2017-12-26 00:34:35,47.246,8
2017-12-26 00:34:55,47.21,8
2017-12-26 00:35:15,47.21,8
2017-12-26 00:35:25,47.21,8
2017-12-26 00:35:35,47.21,8
2017-12-26 00:35:45,47.192,8
2017-12-26 00:35:55,47.192,8
2017-12-26 00:36:15,47.192,8
2017-12-26 00:36:35,47.192,8
2017-12-26 00:36:45,47.174,8
2017-12-26 00:36:55,47.174,8
2017-12-26 00:37:15,47.174,8
2017-12-26 00:37:45,47.156,7
2017-12-26 00:38:15,47.156,7
2017-12-26 00:38:25,47.156,7
2017-12-26 00:39:15,47.102,7
2017-12-26 00:39:45,47.102,8
2017-12-26 00:39:55,47.102,8
2017-12-26 00:40:05,47.102,8
2017-12-26 00:40:35,47.102,8
2017-12-26 00:40:45,47.084,8
2017-12-26 00:41:05,47.084,8
2017-12-26 00:41:25,47.084,8
2017-12-26 00:41:45,47.084,8
2017-12-26 00:42:05,47.066,8
2017-12-26 00:42:15,47.066,8
2017-12-26 00:42:25,47.066,8
2017-12-26 00:42:35,47.066,8
2017-12-26 00:43:05,47.03,8
2017-12-26 00:43:15,47.03,8
2017-12-26 00:43:45,47.03,8
2017-12-26 00:44:15,46.994,8
2017-12-26 00:44:45,46.994,8
2017-12-26 00:44:55,46.976,7
2017-12-26 00:45:05,46.976,7
2017-12-26 00:45:15,46.976,7
2017-12-26 00:45:45,46.976,7
2017-12-26 00:45:55,46.958,7
2017-12-26 00:46:05,46.958,7
2017-12-26 00:46:15,46.958,7
2017-12-26 00:46:25,46.958,7
2017-12-26 00:46:45,46.958,7
2017-12-26 00:47:25,46.94,7
2017-12-26 00:47:35,46.94,7
2017-12-26 00:47:45,46.94,7
2017-12-26 00:47:55,46.922,7
2017-12-26 00:48:05,46.922,7
2017-12-26 00:48:15,46.922,7
2017-12-26 00:48:25,46.922,7
2017-12-26 00:48:35,46.922,7
2017-12-26 00:48:45,46.922,7
2017-12-26 00:49:15,46.904,7
2017-12-26 00:49:45,46.904,7
2017-12-26 00:49:55,46.904,7
2017-12-26 00:50:15,46.886,7
2017-12-26 00:50:25,46.886,7
2017-12-26 00:50:35,46.886,7
2017-12-26 00:50:45,46.886,7
2017-12-26 00:51:25,46.868,7
2017-12-26 00:51:45,46.868,7
2017-12-26 00:51:55,46.868,7
2017-12-26 00:52:15,46.85,7
2017-12-26 00:52:35,46.85,7
2017-12-26 00:52:45,46.85,7
2017-12-26 00:53:05,46.796,7
2017-12-26 00:53:45,46.796,7
2017-12-26 00:54:05,46.742,7
2017-12-26 00:54:36,46.742,7
2017-12-26 00:54:45,46.742,7
2017-12-26 00:54:55,46.742,7
2017-12-26 00:55:35,46.652,7
2017-12-26 00:55:55,46.652,7
2017-12-26 00:56:05,46.598,7
2017-12-26 00:56:35,46.598,7
2017-12-26 00:56:55,46.598,7
2017-12-26 00:57:35,46.562,7
2017-12-26 00:57:45,46.562,7
2017-12-26 00:57:55,46.562,7
2017-12-26 00:58:26,46.58,7
2017-12-26 00:58:46,46.58,7
2017-12-26 00:59:15,46.49,7
2017-12-26 00:59:46,46.49,7
2017-12-26 01:00:06,46.49,7
2017-12-26 01:00:16,46.4,7
2017-12-26 01:00:26,46.4,7
2017-12-26 01:00:46,46.4,7
2017-12-26 01:01:46,46.346,7
2017-12-26 01:02:56,46.292,7
2017-12-26 01:03:16,46.202,7
2017-12-26 01:04:06,46.202,7
2017-12-26 01:04:36,46.112,7
2017-12-26 01:05:26,46.058,7
2017-12-26 01:05:36,46.058,7
2017-12-26 01:05:46,46.058,7
2017-12-26 01:06:26,46.076,7
2017-12-26 01:07:26,46.04,7
2017-12-26 01:07:46,46.04,7
2017-12-26 01:07:56,46.04,7
2017-12-26 01:08:06,46.04,7
2017-12-26 01:08:16,46.04,7
2017-12-26 01:08:36,46.022,7
2017-12-26 01:08:46,46.022,7
2017-12-26 01:08:56,46.022,7
2017-12-26 01:09:26,45.986,7
2017-12-26 01:09:36,45.986,7
2017-12-26 01:09:56,45.986,7
2017-12-26 01:10:16,45.986,7
2017-12-26 01:10:36,45.95,7
2017-12-26 01:10:46,45.95,7
2017-12-26 01:11:16,45.95,7
2017-12-26 01:12:06,45.932,7
2017-12-26 01:12:26,45.914,7
2017-12-26 01:12:36,45.914,7
2017-12-26 01:13:06,45.914,7
2017-12-26 01:13:26,45.842,7
2017-12-26 01:13:46,45.842,7
2017-12-26 01:14:26,45.842,7
2017-12-26 01:14:46,45.806,7
2017-12-26 01:15:06,45.806,7
2017-12-26 01:15:16,45.806,7
2017-12-26 01:15:26,45.806,7
2017-12-26 01:15:46,45.68,7
2017-12-26 01:16:36,45.608,7
2017-12-26 01:16:46,45.608,7
2017-12-26 01:17:26,45.608,7
2017-12-26 01:17:36,45.626,7
2017-12-26 01:18:36,45.608,7
2017-12-26 01:18:56,45.608,7
2017-12-26 01:19:16,45.608,7
2017-12-26 01:19:26,45.608,7
2017-12-26 01:19:36,45.608,7
2017-12-26 01:19:46,45.608,7
2017-12-26 01:19:56,45.608,7
2017-12-26 01:20:06,45.608,7
2017-12-26 01:20:26,45.608,7
2017-12-26 01:20:56,45.608,7
2017-12-26 01:21:16,45.608,7
2017-12-26 01:21:46,45.626,7
2017-12-26 01:22:16,45.626,7
2017-12-26 01:22:36,45.626,7
2017-12-26 01:25:26,45.626,7
2017-12-26 01:26:06,45.608,7
2017-12-26 01:26:26,45.608,7
2017-12-26 01:26:46,45.59,7
2017-12-26 01:26:56,45.59,7
2017-12-26 01:27:06,45.59,7
2017-12-26 01:27:26,45.59,7
2017-12-26 01:27:46,45.536,7
2017-12-26 01:27:56,45.536,7
2017-12-26 01:28:56,45.464,7
2017-12-26 01:29:17,45.464,7
2017-12-26 01:30:06,45.41,7
2017-12-26 01:30:16,45.41,7
2017-12-26 01:30:27,45.41,7
2017-12-26 01:30:36,45.41,7
2017-12-26 01:30:47,45.41,7
2017-12-26 01:31:07,45.41,7
2017-12-26 01:31:26,45.41,7
2017-12-26 01:31:47,45.41,7
2017-12-26 01:31:57,45.392,7
2017-12-26 01:32:07,45.392,7
2017-12-26 01:32:17,45.392,7
2017-12-26 01:33:17,45.374,7
2017-12-26 01:33:37,45.374,7
2017-12-26 01:33:47,45.374,7
2017-12-26 01:34:07,45.356,7
2017-12-26 01:34:27,45.356,7
2017-12-26 01:34:47,45.356,7
2017-12-26 01:35:47,45.266,7
2017-12-26 01:36:07,45.212,7
2017-12-26 01:36:27,45.212,7
2017-12-26 01:36:57,45.194,7
2017-12-26 01:37:07,45.194,7
2017-12-26 01:37:57,45.104,7
2017-12-26 01:38:57,45.05,7
2017-12-26 01:39:07,45.05,7
2017-12-26 01:39:27,45.05,7
2017-12-26 01:40:07,45.014,7
2017-12-26 01:40:17,45.014,7
2017-12-26 01:41:17,44.96,7
2017-12-26 01:42:27,44.888,7
