"pH, x; Upper Limit, x; Lower Limit, x; FC, x; Upper Limit (1), x; Lower Limit (1), x","pH, y","Upper Limit, y","Lower Limit, y","FC, y","Upper Limit (1), y","Lower Limit (1), y"
2017-12-05 16:15:22,7.7,7.6,7.2,0.00,3,1
2017-12-05 16:15:33,7.7,7.6,7.2,0.00,3,1
2017-12-05 16:15:43,7.7,7.6,7.2,0.00,3,1
2017-12-05 16:15:54,7.7,7.6,7.2,0.00,3,1
2017-12-05 16:20:05,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:20:15,7.7,7.6,7.2,0.00,3,1
2017-12-05 16:20:26,7.7,7.6,7.2,0.00,3,1
2017-12-05 16:20:36,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:20:46,7.7,7.6,7.2,0.00,3,1
2017-12-05 16:20:57,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:25:08,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:25:18,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:25:29,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:25:39,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:25:50,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:26:00,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:30:11,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:30:21,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:30:32,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:30:42,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:30:53,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:35:04,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:35:14,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:35:25,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:35:35,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:35:46,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:35:56,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:40:07,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:40:18,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:40:28,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:40:39,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:40:49,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:41:00,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:45:11,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:45:21,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:45:32,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:45:42,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:45:53,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:50:03,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:50:14,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:50:24,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:50:35,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:50:45,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:50:56,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:55:07,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:55:17,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:55:27,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:55:38,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:55:48,7.6,7.6,7.2,0.00,3,1
2017-12-05 16:55:59,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:00:10,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:00:20,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:00:31,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:00:41,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:00:51,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:05:02,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:05:13,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:05:23,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:05:34,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:05:44,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:05:55,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:10:06,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:10:16,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:10:27,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:10:37,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:10:48,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:10:58,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:15:09,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:15:20,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:15:30,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:15:41,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:15:51,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:20:02,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:20:13,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:20:23,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:20:34,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:20:44,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:20:55,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:25:05,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:25:16,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:25:26,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:25:37,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:25:47,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:25:58,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:30:09,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:30:19,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:30:29,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:30:40,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:30:50,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:31:01,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:35:01,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:35:12,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:35:22,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:35:33,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:35:43,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:35:53,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:40:04,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:40:15,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:40:25,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:40:36,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:40:46,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:40:57,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:45:08,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:45:18,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:45:29,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:45:39,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:45:50,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:46:00,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:50:11,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:50:22,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:50:32,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:50:43,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:50:53,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:55:04,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:55:15,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:55:25,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:55:36,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:55:46,7.6,7.6,7.2,0.00,3,1
2017-12-05 17:55:57,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:00:08,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:00:18,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:00:28,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:00:39,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:00:49,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:01:00,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:05:11,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:05:21,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:05:32,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:05:42,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:05:52,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:10:03,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:10:14,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:10:24,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:10:35,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:10:45,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:10:56,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:15:07,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:15:17,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:15:28,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:15:38,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:15:49,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:15:59,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:20:10,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:20:21,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:20:31,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:20:42,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:20:52,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:25:03,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:25:14,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:25:24,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:25:35,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:25:45,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:25:56,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:30:06,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:30:17,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:30:27,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:30:38,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:30:48,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:30:59,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:35:10,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:35:20,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:35:31,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:35:41,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:35:51,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:40:03,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:40:13,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:40:24,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:40:34,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:40:44,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:40:55,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:45:06,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:45:17,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:45:27,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:45:38,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:45:48,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:45:58,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:50:10,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:50:20,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:50:31,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:50:41,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:50:52,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:55:03,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:55:13,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:55:24,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:55:34,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:55:44,7.6,7.6,7.2,0.00,3,1
2017-12-05 18:55:55,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:00:06,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:00:16,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:00:27,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:00:37,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:00:48,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:00:58,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:05:09,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:05:20,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:05:30,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:05:41,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:05:51,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:10:02,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:10:12,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:10:23,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:10:33,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:10:44,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:10:54,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:15:05,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:15:16,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:15:26,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:15:37,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:15:47,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:15:58,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:20:09,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:20:19,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:20:30,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:20:40,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:20:51,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:25:02,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:25:13,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:25:23,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:25:33,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:25:44,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:25:54,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:30:05,7.5,7.6,7.2,0.00,3,1
2017-12-05 19:30:16,7.5,7.6,7.2,0.00,3,1
2017-12-05 19:30:26,7.5,7.6,7.2,0.00,3,1
2017-12-05 19:30:37,7.5,7.6,7.2,0.00,3,1
2017-12-05 19:30:47,7.5,7.6,7.2,0.00,3,1
2017-12-05 19:30:57,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:35:08,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:35:19,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:35:29,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:35:40,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:35:50,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:36:01,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:40:01,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:40:12,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:40:22,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:40:33,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:40:43,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:40:54,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:45:05,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:45:15,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:45:26,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:45:36,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:45:47,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:45:57,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:50:09,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:50:19,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:50:29,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:50:40,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:50:50,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:51:01,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:55:02,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:55:12,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:55:22,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:55:33,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:55:43,7.6,7.6,7.2,0.00,3,1
2017-12-05 19:55:54,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:00:05,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:00:15,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:00:26,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:00:36,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:00:47,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:00:57,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:05:08,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:05:18,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:05:29,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:05:39,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:05:50,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:06:00,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:10:11,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:10:22,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:10:32,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:10:43,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:10:53,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:15:05,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:15:15,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:15:25,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:15:36,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:15:46,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:15:57,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:20:08,7.4,7.6,7.2,0.00,3,1
2017-12-05 20:20:18,7.4,7.6,7.2,0.00,3,1
2017-12-05 20:20:29,7.4,7.6,7.2,0.00,3,1
2017-12-05 20:20:50,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:21:00,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:25:11,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:25:22,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:25:32,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:25:43,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:25:53,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:30:04,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:30:14,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:30:25,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:30:35,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:30:46,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:30:56,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:35:07,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:35:18,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:35:28,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:35:38,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:35:49,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:35:59,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:40:10,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:40:21,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:40:31,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:40:42,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:40:52,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:45:04,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:45:14,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:45:24,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:45:35,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:45:45,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:45:56,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:50:07,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:50:18,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:50:28,7.6,7.6,7.2,0.00,3,1
2017-12-05 20:50:38,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:50:49,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:50:59,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:55:10,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:55:21,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:55:31,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:55:42,7.5,7.6,7.2,0.00,3,1
2017-12-05 20:55:52,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:00:03,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:00:14,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:00:24,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:00:35,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:00:45,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:00:55,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:05:06,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:05:17,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:05:27,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:05:38,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:05:48,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:05:59,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:10:10,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:10:20,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:10:31,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:10:41,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:10:52,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:15:03,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:15:13,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:15:24,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:15:34,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:15:45,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:15:55,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:20:06,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:20:17,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:20:27,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:20:38,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:20:48,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:20:59,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:25:10,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:25:20,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:25:31,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:25:41,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:25:51,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:30:02,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:30:13,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:30:23,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:30:34,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:30:44,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:30:55,7.5,7.6,7.2,0.00,3,1
2017-12-05 21:35:05,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:35:16,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:35:26,7.6,7.6,7.2,0.00,3,1
2017-12-05 21:35:37,7.6,7.6,7.2,0.00,3,1
