"total_calls, x; total_coSpace, x; total_Dual-Home, x; total_adHoc, x; total_active_conferences, x; total_Participants_Conference, x; cmsc1.customer.com_Calls, x; cmsc1.customer.com_coSpace, x; cmsc1.customer.com_Dual-Home, x; cmsc1.customer.com_adHoc, x; cmsc2.customer.com_Calls, x; cmsc2.customer.com_coSpace, x; cmsc2.customer.com_Dual-Home, x; cmsc2.customer.com_adHoc, x; cmsc3.customer.com_Calls, x; cmsc3.customer.com_coSpace, x; cmsc3.customer.com_Dual-Home, x; cmsc3.customer.com_adHoc, x; cmsc4.customer.com_Calls, x; cmsc4.customer.com_coSpace, x; cmsc4.customer.com_Dual-Home, x; cmsc4.customer.com_adHoc, x","total_calls, y","total_coSpace, y","total_Dual-Home, y","total_adHoc, y; cmsc1.customer.com_adHoc, y; cmsc2.customer.com_adHoc, y; cmsc3.customer.com_adHoc, y; cmsc4.customer.com_adHoc, y","total_active_conferences, y","total_Participants_Conference, y","cmsc1.customer.com_Calls, y","cmsc1.customer.com_coSpace, y","cmsc1.customer.com_Dual-Home, y","cmsc2.customer.com_Calls, y","cmsc2.customer.com_coSpace, y","cmsc2.customer.com_Dual-Home, y","cmsc3.customer.com_Calls, y","cmsc3.customer.com_coSpace, y","cmsc3.customer.com_Dual-Home, y","cmsc4.customer.com_Calls, y","cmsc4.customer.com_coSpace, y","cmsc4.customer.com_Dual-Home, y"
2018-01-09 22:58:56,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 22:59:16,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 22:59:36,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 22:59:57,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:00:17,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:00:36,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:00:56,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:01:17,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:01:37,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:01:56,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:02:16,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:02:36,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:02:56,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:03:18,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:03:36,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:03:56,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:04:16,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:04:37,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:04:56,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:05:16,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:05:37,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:05:57,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:06:16,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:06:36,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:06:56,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:07:16,10.0,3.0,0.0,0.0,3.0,3.3333333333,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
2018-01-09 23:07:38,11.0,3.0,1.0,0.0,4.0,2.75,0.0,0.0,0.0,2.0,1.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:07:58,11.0,3.0,1.0,0.0,4.0,2.75,0.0,0.0,0.0,2.0,1.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:08:20,12.0,3.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:08:40,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:09:00,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:09:20,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:09:40,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:10:00,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:10:22,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:10:41,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:11:01,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:11:22,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:11:40,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:12:01,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:12:22,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:12:41,14.0,3.0,2.0,0.0,5.0,2.8,2.0,0.0,2.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:13:01,14.0,3.0,2.0,0.0,5.0,2.8,2.0,0.0,2.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:13:20,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:13:40,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:14:00,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:14:20,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:14:40,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:15:00,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:15:20,13.0,3.0,1.0,0.0,4.0,3.25,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0
2018-01-09 23:15:40,14.0,3.0,2.0,0.0,5.0,2.8,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:16:00,14.0,3.0,2.0,0.0,5.0,2.8,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:16:20,14.0,3.0,2.0,0.0,5.0,2.8,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:16:40,14.0,3.0,2.0,0.0,5.0,2.8,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:17:00,14.0,3.0,2.0,0.0,5.0,2.8,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:17:20,14.0,3.0,2.0,0.0,5.0,2.8,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:17:40,14.0,3.0,2.0,0.0,5.0,2.8,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:18:00,14.0,3.0,2.0,0.0,5.0,2.8,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:18:20,14.0,3.0,3.0,0.0,6.0,2.3333333333,1.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:18:40,14.0,3.0,3.0,0.0,6.0,2.3333333333,1.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:19:01,14.0,3.0,3.0,0.0,6.0,2.3333333333,1.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:19:20,14.0,3.0,3.0,0.0,6.0,2.3333333333,1.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:19:40,14.0,3.0,3.0,0.0,6.0,2.3333333333,1.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:20:00,14.0,3.0,3.0,0.0,6.0,2.3333333333,1.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:20:20,14.0,3.0,3.0,0.0,6.0,2.3333333333,1.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:20:40,14.0,3.0,3.0,0.0,6.0,2.3333333333,1.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:21:00,14.0,3.0,3.0,0.0,6.0,2.3333333333,1.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:21:20,14.0,3.0,3.0,0.0,6.0,2.3333333333,1.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:21:40,14.0,3.0,3.0,0.0,6.0,2.3333333333,1.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:22:00,14.0,3.0,3.0,0.0,6.0,2.3333333333,1.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:22:22,14.0,3.0,3.0,0.0,6.0,2.3333333333,1.0,0.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:22:41,14.0,3.0,2.0,0.0,5.0,2.8,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:23:01,14.0,3.0,2.0,0.0,5.0,2.8,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:23:21,14.0,3.0,2.0,0.0,5.0,2.8,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:23:42,14.0,3.0,2.0,0.0,5.0,2.8,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:24:01,14.0,3.0,2.0,0.0,5.0,2.8,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0
2018-01-09 23:24:21,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:24:41,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:25:01,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:25:21,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:25:42,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:26:01,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:26:21,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:26:43,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:27:01,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:27:22,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:27:41,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:28:01,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:28:21,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:28:41,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:29:01,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:29:21,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:29:41,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:30:01,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:30:22,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:30:42,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:31:01,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:31:21,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:31:41,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:32:01,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:32:21,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:32:41,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:33:01,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:33:21,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:33:41,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:34:01,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:34:21,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:34:41,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:35:01,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:35:21,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:35:41,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:36:01,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:36:21,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
2018-01-09 23:36:44,15.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0
