"Temperature, x; Humidity, x; Total VOC), x; Barometric pressure, x","Temperature, y","Humidity, y","Total VOC), y","Barometric pressure, y"
2018-01-10 01:13:01,16.9,57,1,1009.1
2018-01-10 01:14:01,16.9,57.1,3,1009.1
2018-01-10 01:15:01,16.9,57,3,1009.1
2018-01-10 01:16:01,16.9,56.9,2,1009
2018-01-10 01:17:01,16.9,57,1,1009.1
2018-01-10 01:18:01,16.9,57,1,1009.1
2018-01-10 01:19:02,16.8,57,1,1009
2018-01-10 01:20:02,16.8,57,1,1009
2018-01-10 01:21:02,16.8,57,1,1009
2018-01-10 01:22:02,16.8,57.1,8,1009
2018-01-10 01:23:02,16.8,57,8,1009
2018-01-10 01:24:03,16.8,57.1,8,1009
2018-01-10 01:25:04,16.8,57.1,7,1009
2018-01-10 01:26:04,16.8,57.1,7,1009
2018-01-10 01:27:04,16.8,57,7,1008.9
2018-01-10 01:28:04,16.8,57.1,7,1008.9
2018-01-10 01:29:05,16.8,57,7,1008.9
2018-01-10 01:30:05,16.8,57.2,6,1008.9
2018-01-10 01:31:05,16.8,57.1,6,1008.9
2018-01-10 01:40:41,16.7,57,0,1008.9
2018-01-10 01:41:41,16.7,57.1,0,1008.9
2018-01-10 01:42:41,16.7,57.2,0,1008.9
2018-01-10 01:43:42,16.7,57.1,0,1008.9
2018-01-10 01:44:42,16.7,57.1,0,1008.9
2018-01-10 01:45:42,16.7,57.1,0,1008.9
2018-01-10 01:46:42,16.7,57.1,0,1008.9
2018-01-10 01:47:42,16.7,57.1,0,1008.9
2018-01-10 01:48:43,16.7,57.1,0,1008.9
2018-01-10 01:49:43,16.7,57.1,0,1008.8
2018-01-10 01:50:43,16.7,57.1,0,1008.9
2018-01-10 01:51:43,16.7,57.1,1,1008.8
2018-01-10 01:52:43,16.7,57.1,1,1008.8
2018-01-10 01:53:44,16.7,57.1,0,1008.8
2018-01-10 01:54:44,16.7,57.1,0,1008.8
2018-01-10 01:55:44,16.6,57.1,0,1008.8
2018-01-10 01:56:44,16.6,57.2,5,1008.8
2018-01-10 01:57:45,16.6,57.2,5,1008.8
2018-01-10 01:58:45,16.6,57.1,5,1008.8
2018-01-10 01:59:45,16.6,57.1,4,1008.8
2018-01-10 02:00:45,16.6,57.2,3,1008.8
2018-01-10 02:01:45,16.6,57.2,3,1008.7
2018-01-10 02:02:46,16.6,57.2,3,1008.7
2018-01-10 02:03:46,16.6,57.2,3,1008.7
2018-01-10 02:04:46,16.6,57.2,3,1008.7
2018-01-10 02:05:46,16.6,57,3,1008.7
2018-01-10 02:06:46,16.6,57.1,3,1008.7
2018-01-10 02:07:47,16.6,57.2,2,1008.7
2018-01-10 02:08:47,16.6,57.1,3,1008.6
2018-01-10 02:09:47,16.6,57.1,2,1008.6
2018-01-10 02:10:47,16.6,57.1,2,1008.6
2018-01-10 02:11:47,16.6,57.2,8,1008.6
2018-01-10 02:12:48,16.6,57.1,8,1008.6
2018-01-10 02:13:48,16.6,57.1,8,1008.6
2018-01-10 02:14:48,16.6,57.1,5,1008.6
2018-01-10 02:15:48,16.6,57.1,4,1008.6
2018-01-10 02:16:48,16.6,57.2,8,1008.6
2018-01-10 02:17:49,16.5,57.1,7,1008.6
2018-01-10 02:18:49,16.5,57.2,7,1008.6
2018-01-10 02:19:49,16.5,57.1,8,1008.6
2018-01-10 02:20:49,16.5,57.1,3,1008.6
2018-01-10 02:21:49,16.5,57.1,8,1008.6
2018-01-10 02:22:50,16.5,57.2,8,1008.6
2018-01-10 02:23:50,16.5,57.1,8,1008.6
2018-01-10 02:24:50,16.5,57.2,8,1008.6
2018-01-10 02:25:50,16.5,57.2,8,1008.6
2018-01-10 02:26:50,16.5,57.1,8,1008.5
2018-01-10 02:27:51,16.5,57.2,8,1008.6
2018-01-10 02:28:51,16.5,57.1,8,1008.6
2018-01-10 02:29:51,16.5,57.1,8,1008.5
2018-01-10 02:30:51,16.5,57.2,8,1008.6
2018-01-10 02:31:51,16.5,57.2,8,1008.5
2018-01-10 02:32:52,16.5,57.2,8,1008.6
2018-01-10 02:33:52,16.5,57.1,8,1008.5
2018-01-10 02:34:52,16.5,57.2,8,1008.5
2018-01-10 02:35:52,16.5,57.2,8,1008.5
2018-01-10 02:36:52,16.5,57.2,8,1008.6
2018-01-10 02:37:53,16.4,57.2,8,1008.5
2018-01-10 02:38:54,16.4,57.2,8,1008.5
2018-01-10 02:39:55,16.4,57.2,7,1008.5
2018-01-10 02:40:56,16.4,57.1,7,1008.6
2018-01-10 02:41:57,16.4,57.2,7,1008.6
2018-01-10 02:42:58,16.4,57.1,6,1008.6
2018-01-10 02:44:00,16.4,57.1,6,1008.6
2018-01-10 02:45:01,16.4,57.1,6,1008.6
2018-01-10 02:46:02,16.4,57.1,6,1008.6
2018-01-10 02:47:03,16.4,57.2,6,1008.6
2018-01-10 02:48:04,16.4,57.1,6,1008.6
2018-01-10 02:49:05,16.4,57.2,6,1008.7
2018-01-10 02:50:06,16.4,57.2,8,1008.6
2018-01-10 02:51:07,16.4,57.2,7,1008.7
2018-01-10 02:52:08,16.4,57.2,7,1008.7
2018-01-10 02:53:09,16.4,57.2,7,1008.6
2018-01-10 02:54:10,16.4,57.2,7,1008.6
2018-01-10 02:55:11,16.4,57.2,7,1008.6
2018-01-10 02:56:12,16.4,57.2,7,1008.7
2018-01-10 02:57:13,16.4,57.2,7,1008.6
2018-01-10 02:58:14,16.4,57.4,7,1008.7
2018-01-10 02:59:17,16.4,57.2,7,1008.7
2018-01-10 03:00:18,16.4,57.2,7,1008.7
2018-01-10 03:01:19,16.4,57.2,6,1008.7
2018-01-10 03:02:20,16.4,57.3,6,1008.7
2018-01-10 03:03:21,16.3,57.2,6,1008.7
2018-01-10 03:04:22,16.3,57.2,6,1008.7
2018-01-10 03:05:23,16.3,57.3,6,1008.7
2018-01-10 03:06:24,16.3,57.2,5,1008.7
2018-01-10 03:07:25,16.3,57.3,7,1008.6
2018-01-10 03:08:26,16.3,57.2,7,1008.6
2018-01-10 03:09:27,16.3,57.2,7,1008.6
2018-01-10 03:10:28,16.3,57.2,7,1008.7
2018-01-10 03:11:30,16.3,57.3,10,1008.6
2018-01-10 03:12:31,16.3,57.3,10,1008.6
2018-01-10 03:13:32,16.3,57.2,10,1008.6
2018-01-10 03:14:33,16.3,57.3,10,1008.6
2018-01-10 03:15:34,16.3,57.3,10,1008.6
2018-01-10 03:16:35,16.3,57.3,10,1008.6
2018-01-10 03:17:36,16.3,57.3,10,1008.6
2018-01-10 03:18:37,16.3,57.3,9,1008.6
2018-01-10 03:19:38,16.3,57.3,9,1008.7
2018-01-10 03:20:39,16.3,57.3,9,1008.6
2018-01-10 03:31:20,16.2,57.3,1,1008.6
2018-01-10 03:32:21,16.2,57.3,1,1008.6
2018-01-10 03:33:22,16.2,57.3,1,1008.6
2018-01-10 03:34:23,16.2,57.3,1,1008.6
2018-01-10 03:35:24,16.2,57.3,1,1008.6
2018-01-10 03:36:25,16.2,57.3,0,1008.6
2018-01-10 03:37:26,16.2,57.4,4,1008.6
2018-01-10 03:38:27,16.2,57.3,3,1008.6
2018-01-10 03:39:28,16.2,57.3,3,1008.6
2018-01-10 03:40:29,16.2,57.3,3,1008.6
2018-01-10 03:41:30,16.2,57.3,3,1008.6
2018-01-10 03:42:31,16.2,57.4,3,1008.6
2018-01-10 03:43:33,16.2,57.3,3,1008.6
2018-01-10 03:44:33,16.2,57.3,2,1008.6
2018-01-10 03:45:33,16.2,57.3,2,1008.5
2018-01-10 03:46:34,16.2,57.3,2,1008.6
2018-01-10 03:47:34,16.2,57.3,2,1008.6
2018-01-10 03:48:34,16.2,57.4,2,1008.5
2018-01-10 03:49:34,16.2,57.3,2,1008.5
2018-01-10 03:50:34,16.2,57.3,2,1008.5
2018-01-10 03:51:35,16.2,57.3,1,1008.5
2018-01-10 03:52:35,16.2,57.2,1,1008.5
2018-01-10 03:53:35,16.2,57.4,10,1008.5
2018-01-10 03:54:35,16.2,57.3,10,1008.5
2018-01-10 03:55:35,16.1,57.3,11,1008.5
2018-01-10 03:56:36,16.1,57.3,11,1008.5
2018-01-10 03:57:36,16.1,57.3,10,1008.5
2018-01-10 03:58:36,16.1,57.4,9,1008.5
2018-01-10 03:59:36,16.1,57.4,9,1008.5
2018-01-10 04:00:36,16.1,57.4,9,1008.4
2018-01-10 04:01:37,16.1,57.3,9,1008.4
2018-01-10 04:02:37,16.1,57.3,9,1008.5
2018-01-10 04:03:37,16.1,57.4,9,1008.4
2018-01-10 04:04:37,16.1,57.4,9,1008.5
2018-01-10 04:05:37,16.1,57.4,8,1008.5
2018-01-10 04:06:38,16.1,57.4,8,1008.5
2018-01-10 04:07:38,16.1,57.4,8,1008.4
2018-01-10 04:08:38,16.1,57.4,8,1008.5
2018-01-10 04:09:38,16.1,57.4,8,1008.5
2018-01-10 04:10:38,16.1,57.4,2,1008.4
2018-01-10 04:11:39,16.1,57.4,8,1008.4
2018-01-10 04:12:39,16.1,57.4,8,1008.4
2018-01-10 04:13:39,16.1,57.4,8,1008.4
2018-01-10 04:14:39,16.1,57.4,8,1008.4
2018-01-10 04:15:39,16.1,57.4,8,1008.4
2018-01-10 04:16:40,16.1,57.5,8,1008.4
2018-01-10 04:17:40,16.1,57.4,8,1008.4
2018-01-10 04:18:40,16.1,57.3,8,1008.4
2018-01-10 04:19:40,16.1,57.4,7,1008.3
2018-01-10 04:20:40,16,57.3,7,1008.3
2018-01-10 04:21:41,16.1,57.4,7,1008.3
2018-01-10 04:22:41,16,57.4,7,1008.3
2018-01-10 04:23:41,16,57.4,7,1008.3
2018-01-10 04:24:41,16,57.4,7,1008.3
2018-01-10 04:25:41,16,57.5,7,1008.3
2018-01-10 04:26:42,16,57.4,7,1008.3
2018-01-10 04:27:42,16,57.4,7,1008.3
2018-01-10 04:28:42,16,57.4,7,1008.3
2018-01-10 04:29:42,16,57.4,7,1008.3
2018-01-10 04:30:43,16,57.3,6,1008.3
2018-01-10 04:31:43,16,57.4,6,1008.3
2018-01-10 04:32:43,16,57.4,6,1008.3
2018-01-10 04:33:43,16,57.4,6,1008.2
2018-01-10 04:34:43,16,57.4,6,1008.3
2018-01-10 04:35:44,16,57.4,6,1008.2
2018-01-10 04:36:44,16,57.4,6,1008.3
2018-01-10 04:37:44,16,57.4,6,1008.3
2018-01-10 04:38:44,16,57.5,6,1008.3
2018-01-10 04:39:44,16,57.4,6,1008.3
2018-01-10 04:40:45,16,57.4,3,1008.3
2018-01-10 04:41:45,16,57.4,5,1008.3
2018-01-10 04:42:45,16,57.4,6,1008.3
2018-01-10 04:43:45,16,57.4,5,1008.3
2018-01-10 04:44:45,16,57.4,5,1008.3
2018-01-10 04:45:46,16,57.5,5,1008.3
2018-01-10 04:46:46,16,57.4,5,1008.3
2018-01-10 04:47:46,16,57.5,5,1008.3
2018-01-10 04:48:46,16,57.4,5,1008.3
2018-01-10 04:49:46,16,57.4,5,1008.3
2018-01-10 04:50:47,16,57.5,5,1008.3
2018-01-10 04:51:47,15.9,57.4,4,1008.3
2018-01-10 04:52:47,15.9,57.5,4,1008.3
2018-01-10 04:53:47,15.9,57.5,4,1008.3
2018-01-10 04:54:47,15.9,57.4,3,1008.3
2018-01-10 04:55:48,15.9,57.5,4,1008.3
2018-01-10 04:56:48,15.9,57.5,3,1008.3
2018-01-10 04:57:48,15.9,57.5,3,1008.2
2018-01-10 04:58:48,15.9,57.5,3,1008.3
2018-01-10 04:59:48,15.9,57.4,4,1008.2
2018-01-10 05:00:48,15.9,57.5,3,1008.2
2018-01-10 05:01:49,15.9,57.5,3,1008.3
2018-01-10 05:02:49,15.9,57.5,3,1008.3
2018-01-10 05:03:49,15.9,57.6,3,1008.3
2018-01-10 05:04:49,15.9,57.5,3,1008.3
2018-01-10 05:05:49,15.9,57.5,3,1008.3
2018-01-10 05:06:50,15.9,57.5,3,1008.3
2018-01-10 05:07:50,15.9,57.5,3,1008.3
2018-01-10 05:08:50,15.9,57.5,3,1008.3
2018-01-10 05:09:50,15.9,57.5,3,1008.3
2018-01-10 05:10:51,15.9,57.5,3,1008.4
2018-01-10 05:11:51,15.9,57.5,3,1008.3
2018-01-10 05:12:51,15.9,57.6,3,1008.3
2018-01-10 05:13:51,15.9,57.6,3,1008.3
2018-01-10 05:14:51,15.9,57.5,3,1008.3
2018-01-10 05:15:52,15.9,57.5,2,1008.3
2018-01-10 05:16:52,15.9,57.6,3,1008.3
2018-01-10 05:17:52,15.9,57.5,2,1008.3
2018-01-10 05:18:52,15.9,57.5,2,1008.3
2018-01-10 05:19:52,15.9,57.5,2,1008.3
2018-01-10 05:20:52,15.9,57.6,2,1008.3
2018-01-10 05:21:53,15.9,57.6,2,1008.3
2018-01-10 05:22:53,15.8,57.6,8,1008.3
2018-01-10 05:23:53,15.8,57.6,8,1008.3
2018-01-10 05:24:53,15.8,57.5,8,1008.3
2018-01-10 05:25:54,15.8,57.5,7,1008.3
2018-01-10 05:26:55,15.8,57.6,7,1008.3
2018-01-10 05:27:56,15.8,57.5,7,1008.3
2018-01-10 05:28:57,15.8,57.6,7,1008.2
2018-01-10 05:29:58,15.8,57.6,7,1008.3
2018-01-10 05:30:59,15.8,57.6,7,1008.3
2018-01-10 05:32:00,15.8,57.6,7,1008.3
2018-01-10 05:33:01,15.8,57.6,6,1008.2
2018-01-10 05:34:02,15.8,57.6,6,1008.2
2018-01-10 05:35:03,15.8,57.6,6,1008.2
2018-01-10 05:36:04,15.8,57.6,6,1008.2
2018-01-10 05:37:05,15.8,57.6,6,1008.2
2018-01-10 05:38:06,15.8,57.6,6,1008.2
2018-01-10 05:39:07,15.8,57.7,6,1008.2
2018-01-10 05:40:08,15.8,57.8,6,1008.2
2018-01-10 05:41:09,15.8,57.5,5,1008.3
2018-01-10 05:42:10,15.8,57.5,5,1008.2
2018-01-10 05:43:11,15.8,57.6,6,1008.2
2018-01-10 05:44:12,15.8,57.5,5,1008.2
2018-01-10 05:45:14,15.8,57.6,7,1008.3
2018-01-10 05:46:14,15.8,57.8,7,1008.2
2018-01-10 05:47:14,15.8,57.7,7,1008.2
2018-01-10 05:48:14,15.8,57.7,7,1008.2
2018-01-10 05:49:15,15.8,57.8,7,1008.2
2018-01-10 05:50:15,15.8,57.8,7,1008.2
2018-01-10 05:51:15,15.9,57.8,7,1008.2
2018-01-10 05:52:15,15.9,57.9,7,1008.2
2018-01-10 05:53:15,15.9,58,7,1008.2
2018-01-10 05:54:16,15.9,58,7,1008.2
2018-01-10 05:55:16,15.9,58.1,7,1008.2
2018-01-10 05:56:16,15.9,57.9,6,1008.2
2018-01-10 05:57:16,15.9,58,6,1008.2
2018-01-10 05:58:17,15.9,58,6,1008.2
2018-01-10 05:59:17,15.9,58,7,1008.2
2018-01-10 06:00:17,15.9,58.1,6,1008.2
2018-01-10 06:01:17,15.9,58.1,6,1008.2
2018-01-10 06:21:31,16.2,58.1,1,1008.1
2018-01-10 06:22:32,16.3,58,1,1008.1
2018-01-10 06:23:32,16.3,58,1,1008.2
2018-01-10 06:24:32,16.3,58,1,1008.1
2018-01-10 06:25:32,16.3,58,1,1008.1
2018-01-10 06:26:33,16.3,58,1,1008.1
2018-01-10 06:27:35,16.4,58,2,1008.1
2018-01-10 06:28:36,16.4,57.8,1,1008
2018-01-10 06:29:37,16.4,57.8,1,1008
2018-01-10 06:30:38,16.4,57.9,1,1008
2018-01-10 06:31:39,16.4,57.9,1,1008
2018-01-10 06:32:40,16.5,57.9,1,1008
2018-01-10 06:33:41,16.5,57.8,0,1008
2018-01-10 06:34:42,16.5,57.7,3,1008
2018-01-10 06:35:43,16.5,57.7,3,1008
2018-01-10 06:36:44,16.5,57.8,3,1008
2018-01-10 06:37:45,16.6,57.7,3,1007.9
2018-01-10 06:38:46,16.6,57.5,3,1007.9
2018-01-10 06:39:47,16.6,57.6,3,1007.9
2018-01-10 06:40:48,16.7,57.4,3,1007.9
2018-01-10 06:41:49,16.7,57.6,3,1007.9
2018-01-10 06:42:51,16.7,57.6,4,1008
2018-01-10 06:43:51,16.7,57.6,3,1007.9
2018-01-10 06:44:51,16.7,57.6,3,1007.9
2018-01-10 06:45:52,16.8,57.4,3,1007.9
2018-01-10 06:46:52,16.8,57.4,7,1007.9
2018-01-10 06:47:52,16.8,57.4,7,1007.9
2018-01-10 06:48:52,16.8,57.4,8,1007.9
2018-01-10 06:49:52,16.8,57.3,8,1007.9
2018-01-10 06:50:52,16.9,57.3,8,1007.9
2018-01-10 06:51:53,16.9,57.3,8,1008
2018-01-10 06:52:53,16.9,57.2,8,1007.9
2018-01-10 06:53:53,16.9,57.2,8,1007.9
2018-01-10 06:54:53,17,57.1,8,1007.9
2018-01-10 06:55:53,17,57.1,8,1007.9
2018-01-10 06:56:54,17,57.1,9,1007.9
2018-01-10 06:57:54,17,57.1,8,1007.8
2018-01-10 06:58:54,17,57.2,8,1007.9
2018-01-10 06:59:54,17,57.1,9,1007.9
2018-01-10 07:00:55,17,57,8,1007.8
2018-01-10 07:01:55,17,56.9,9,1007.9
2018-01-10 07:02:55,17.1,56.9,9,1007.8
2018-01-10 07:03:55,17.1,56.9,9,1007.9
2018-01-10 07:04:55,17.1,56.8,9,1007.9
2018-01-10 07:05:56,17.1,57.1,9,1007.9
2018-01-10 07:06:56,17.1,57,9,1007.8
2018-01-10 07:07:56,17.1,56.9,9,1007.8
2018-01-10 07:08:56,17.1,56.9,9,1007.9
2018-01-10 07:09:56,17.1,57,9,1007.9
2018-01-10 07:10:57,17.2,57,9,1007.9
2018-01-10 07:11:57,17.2,56.8,10,1007.8
2018-01-10 07:12:57,17.2,56.9,10,1007.9
2018-01-10 07:13:57,17.2,56.8,10,1007.9
2018-01-10 07:14:57,17.2,56.9,11,1007.9
2018-01-10 07:15:58,17.2,57,12,1007.9
2018-01-10 07:16:58,17.3,57,14,1007.9
2018-01-10 07:17:58,17.3,57,19,1007.9
2018-01-10 07:18:58,17.3,57.2,23,1007.9
2018-01-10 07:19:58,17.3,57.2,28,1007.9
2018-01-10 07:20:59,17.3,57.4,34,1007.9
2018-01-10 07:21:59,17.3,57.3,40,1007.8
2018-01-10 07:22:59,17.3,57.4,46,1007.9
2018-01-10 07:23:59,17.4,57.5,53,1007.9
2018-01-10 07:24:59,17.4,57.4,60,1007.9
2018-01-10 07:26:00,17.4,57.5,67,1007.8
2018-01-10 07:27:00,17.4,57.5,74,1007.9
2018-01-10 07:28:00,17.5,57.6,86,1007.9
2018-01-10 07:29:00,17.5,57.5,99,1007.9
2018-01-10 07:30:01,17.5,57.5,107,1007.9
2018-01-10 07:31:01,17.5,57.5,117,1007.9
2018-01-10 07:32:01,17.5,57.6,125,1007.9
2018-01-10 07:33:01,17.5,57.5,131,1007.9
2018-01-10 07:34:01,17.5,57.5,136,1007.9
2018-01-10 07:35:02,17.6,57.7,139,1007.9
2018-01-10 07:36:03,17.6,57.7,143,1007.9
2018-01-10 07:37:04,17.6,57.6,147,1007.9
2018-01-10 07:38:05,17.6,57.6,150,1007.9
2018-01-10 07:39:06,17.6,57.6,150,1007.9
2018-01-10 07:40:07,17.7,57.8,151,1007.8
2018-01-10 07:41:09,17.7,57.6,153,1007.9
2018-01-10 07:42:10,17.7,57.5,157,1007.9
2018-01-10 07:43:11,17.7,57.6,161,1007.9
2018-01-10 07:44:12,17.7,57.6,163,1007.9
2018-01-10 07:45:13,17.7,57.6,166,1007.9
2018-01-10 07:46:14,17.8,57.4,166,1007.9
2018-01-10 07:47:15,17.8,57.4,166,1007.9
2018-01-10 07:48:16,17.8,57.3,166,1007.8
2018-01-10 07:49:17,17.8,57.2,166,1007.9
2018-01-10 07:50:18,17.8,57.2,168,1007.9
2018-01-10 07:51:19,17.8,57.2,166,1007.9
2018-01-10 07:52:20,17.8,57.2,165,1007.9
2018-01-10 07:53:21,17.8,57,163,1007.9
2018-01-10 07:54:22,17.8,57,163,1007.8
2018-01-10 07:55:23,17.8,57,158,1007.9
2018-01-10 07:56:24,17.8,57,157,1007.8
2018-01-10 07:57:26,17.8,57.1,157,1007.9
2018-01-10 07:58:27,17.8,57.1,153,1007.9
2018-01-10 07:59:28,17.8,57,153,1007.9
2018-01-10 08:00:29,17.8,57,151,1007.9
2018-01-10 08:11:09,17.8,57.1,1,1007.9
2018-01-10 08:12:10,17.9,57.2,1,1007.9
2018-01-10 08:13:11,17.9,57.2,1,1007.9
2018-01-10 08:14:12,17.8,57.2,1,1008
2018-01-10 08:15:14,17.9,57.1,1,1008
2018-01-10 08:16:14,17.9,57.2,1,1008
2018-01-10 08:17:15,17.9,57.4,1,1008
2018-01-10 08:18:15,17.9,57.3,5,1008
2018-01-10 08:19:15,17.9,57.5,10,1008
2018-01-10 08:20:15,17.9,57.4,22,1008
2018-01-10 08:21:15,17.9,57.5,31,1008
2018-01-10 08:22:16,18,57.4,39,1008
2018-01-10 08:23:16,18,57.5,52,1008
2018-01-10 08:24:16,18,57.5,61,1007.9
2018-01-10 08:25:16,18,57.5,71,1007.9
2018-01-10 08:26:16,18,57.4,78,1007.9
2018-01-10 08:27:17,18,57.4,84,1007.9
2018-01-10 08:28:17,18.1,57.3,89,1007.9
2018-01-10 08:29:17,18.1,57.4,93,1007.9
2018-01-10 08:30:17,18.1,57.6,94,1008
2018-01-10 08:31:17,18.1,57.4,96,1008
2018-01-10 08:32:18,18.1,57.4,96,1007.9
2018-01-10 08:33:18,18.1,57.3,97,1008
2018-01-10 08:34:18,18.1,57.3,97,1008
2018-01-10 08:35:18,18.1,57.3,96,1008
2018-01-10 08:36:18,18.1,57.3,88,1008
2018-01-10 08:37:19,18.1,57.2,94,1008
2018-01-10 08:38:19,18.2,57.2,94,1008
2018-01-10 08:39:19,18.2,57.1,92,1008
2018-01-10 08:40:19,18.2,57.1,93,1008.1
2018-01-10 08:41:19,18.2,57.1,92,1008.1
2018-01-10 08:42:20,18.2,57,90,1008
2018-01-10 08:43:20,18.2,57,90,1008.1
2018-01-10 08:44:20,18.2,57,88,1008.1
2018-01-10 08:45:20,18.2,57,86,1008
2018-01-10 08:46:20,18.2,56.9,84,1008
2018-01-10 08:47:21,18.3,56.9,84,1008.1
2018-01-10 08:48:21,18.3,56.9,81,1008.1
2018-01-10 08:49:21,18.3,57,81,1008.1
2018-01-10 08:50:21,18.3,56.8,78,1008
2018-01-10 08:51:21,18.3,56.4,77,1008.1
2018-01-10 08:52:22,18.3,56.3,76,1008.1
2018-01-10 08:53:22,18.3,56.2,75,1008.1
2018-01-10 08:54:22,18.3,56.3,75,1008.1
2018-01-10 08:55:22,18.3,56.2,73,1008.1
2018-01-10 08:56:22,18.3,56.3,72,1008
2018-01-10 08:57:23,18.3,56.2,72,1008.1
2018-01-10 08:58:23,18.3,56.3,70,1008.1
2018-01-10 08:59:23,18.3,56.3,69,1008.1
2018-01-10 09:00:24,18.3,56.3,66,1008.1
2018-01-10 09:01:24,18.3,56.3,65,1008.1
2018-01-10 09:02:24,18.3,56.3,64,1008.1
2018-01-10 09:03:24,18.2,56.3,63,1008.1
2018-01-10 09:04:24,18.2,56.3,61,1008.1
2018-01-10 09:05:24,18.2,56.3,61,1008.1
2018-01-10 09:06:25,18.2,56.3,58,1008.1
2018-01-10 09:07:25,18.2,56.3,58,1008.1
2018-01-10 09:08:25,18.2,56.3,57,1008.1
2018-01-10 09:09:25,18.2,56.3,56,1008.1
2018-01-10 09:10:26,18.2,56.3,54,1008.1
2018-01-10 09:11:26,18.1,56.3,53,1008.1
2018-01-10 09:12:26,18.1,56.3,53,1008.1
2018-01-10 09:13:26,18.1,56.3,50,1008.1
2018-01-10 09:14:26,18.1,56.3,48,1008.2
2018-01-10 09:15:26,18.1,56.3,47,1008.2
