"Sensor Output, x; Rounded to 0.5mm increment, x","Sensor Output, y","Rounded to 0.5mm increment, y"
1511524034000.01,0.0380250406,0
1511524214000.01,0.0306227409,0
1511524394000.01,0.004822407,0
1511524574000.01,0.0009675031,0
1511524754000.01,0.0059883738,0
1511524934000.01,0.0076342876,0
1511525114000.01,0.0101665161,0
1511525294000.01,0.0044622224,0
1511525474000.01,0.0365106122,0
1511525654000,0.0205437137,0
1511525834000,0.0003286794,0
1511526014000,0.0048767309,0
1511526194000,-0.0026106773,0
1511526374000,0.0094932165,0
1511526554000.01,0.0026454448,0
1511526734000.01,0.0177603136,0
1511526914000.01,0.0145315365,0
1511527094000.01,0.0124293403,0
1511527274000.01,0.0221984161,0
1511527454000.01,0.0095195739,0
1511527634000.01,0.0050015926,0
1511527814000.01,0.0247386845,0
1511527994000.01,0.0272968139,0
1511528174000.01,0.0087583913,0
1511528354000,0.0035983463,0
1511528534000,0.0039603942,0
1511528714000,0.0076615631,0
1511528894000,0.0030390077,0
1511529074000,0.015918917,0
1511529254000.01,0.0053663729,0
1511529434000.01,-0.0011994346,0
1511529614000.01,0.0008062683,0
1511529794000.01,-0.0004099053,0
1511529974000.01,0.0001992332,0
1511530154000.01,0.0002748709,0
1511530334000.01,-0.0006832716,0
1511530514000.01,0.0020630284,0
1511530694000.01,0.0046375446,0
1511530874000.01,0.0008380902,0
1511531054000,0.0030476129,0
1511531234000,-0.0004875871,0
1511531414000,0.0051232142,0
1511531594000,0.0008898276,0
1511531774000,0.0216137288,0
1511531954000.01,0.0303077622,0
1511532134000.01,0.0223636549,0
1511532314000.01,0.0247737236,0
1511532494000.01,0.0140998284,0
1511532674000.01,0.0311627186,0
1511532854000.01,0.0187635408,0
1511533034000.01,0.0148239961,0
1511533214000.01,0.0210860785,0
1511533394000.01,0.0563867963,0
1511533574000.01,0.051039757,0
1511533754000,0.038776798,0
1511533934000,0.011142713,0
1511534114000,0.0156072021,0
1511534294000,0.0487515727,0
1511534474000,0.0185460441,0
1511534654000.01,0.0119307187,0
1511534834000.01,0.022642164,0
1511535014000.01,0.0184802621,0
1511535194000.01,-0.0014227724,0
1511535374000.01,0.0401360215,0
1511535554000.01,0.0389341948,0
1511535734000.01,0.0110762278,0
1511535914000.01,0.0265009164,0
1511536094000.01,0.0306949923,0
1511536274000.01,0.022881498,0
1511536454000,0.0265104232,0
1511536634000,0.0976222433,0
1511536814000,0.1072544374,0
1511536994000,0.0934896553,0
1511537174000,0.1314996972,0
1511537354000.01,0.0620287695,0
1511537534000.01,0.0534569179,0
1511537714000.01,0.0490614411,0
1511537894000.01,0.0555234357,0
1511538074000.01,0.0633677237,0
1511538254000.01,0.0467014401,0
1511538434000.01,0.0307961588,0
1511538614000.01,-0.0032696205,0
1511538794000.01,0.0342784722,0
1511538974000.01,0.0604709538,0
1511539154000,0.0673213998,0
1511539334000,0.0928299812,0
1511539514000,0.0294016612,0
1511539694000,0.0778326192,0
1511539874000,0.1098047408,0
1511540054000.01,0.0232731738,0
1511540234000.01,0.0588976956,0
1511540414000.01,0.0409085182,0
1511540594000.01,0.0412398955,0
1511540774000.01,0.0509675065,0
1511540954000.01,0.0244200254,0
1511541134000.01,0.0049341053,0
1511541314000.01,0.021425256,0
1511541494000.01,0.0146911183,0
1511541674000.01,0.0009852106,0
1511541854000,0.0446955045,0
1511542034000,0.0586572696,0
1511542214000,0.0597086912,0
1511542394000,0.0670462466,0
1511542574000,0.1172723904,0
1511542754000.01,0.1479021799,0
1511542934000.01,0.154596165,0
1511543114000.01,0.1529036732,0
1511543294000.01,0.1147302099,0
1511543474000.01,0.1145760117,0
1511543654000.01,0.1246968652,0
1511543834000.01,0.131130489,0
1511544014000.01,0.1400858807,0
1511544194000.01,0.1477659142,0
1511544374000.01,0.1631253163,0
1511544554000,0.1559151049,0
1511544734000,0.1006279145,0
1511544914000,0.0460866836,0
1511545094000,0.0486601243,0
1511545274000,0.0605248328,0
1511545454000.01,0.1096067858,0
1511545634000.01,0.0824729644,0
1511545814000.01,0.0497183551,0
1511545994000.01,0.0897109071,0
1511546174000.01,0.073316495,0
1511546354000.01,0.0809104074,0
1511546534000.01,0.0990459804,0
1511546714000.01,0.0819349094,0
1511546894000.01,0.1071936126,0
1511547074000.01,0.0332830532,0
1511547254000,-0.0023360953,0
1511547434000,0.0287931665,0
1511547614000,0.0335882775,0
1511547794000,0.0292037211,0
1511547974000,0.0701168984,0
1511548154000.01,0.1052407983,0
1511548334000.01,0.0980778891,0
1511548514000.01,0.0885321985,0
1511548694000.01,0.0693914297,0
1511548874000.01,0.1059736715,0
1511549054000.01,0.1164661724,0
1511549234000.01,0.0797622611,0
1511549414000.01,0.063040379,0
1511549594000.01,0.0574988076,0
1511549774000.01,0.0392091384,0
1511549954000,0.0238897589,0
1511550134000,0.0031554104,0
1511550314000,0.0210082334,0
1511550494000,0.0404970737,0
1511550674000,0.0455564356,0
1511550854000.01,0.0382602584,0
1511551034000.01,0.024357367,0
1511551214000.01,0.0248685234,0
1511551394000.01,3.57672e-05,0
1511551574000.01,0.0234105032,0
1511551754000.01,0.0143003798,0
1511551934000.01,0.0081628367,0
1511552114000.01,0.0256666295,0
1511552294000.01,0.0171503402,0
1511552474000.01,0.0136870758,0
1511552654000,0.0128967315,0
1511552834000,0.005976121,0
1511553014000,0.0103952436,0
1511553194000,0.0103470271,0
1511553374000,0.0015180752,0
1511553554000.01,0.001656429,0
1511553734000.01,0.0009757147,0
1511553914000.01,0.0021907101,0
1511554094000.01,0.0017181328,0
1511554274000.01,0.0059922984,0
1511554454000.01,-0.0012303813,0
1511554634000.01,0.0014388512,0
1511554814000.01,-0.0010497128,0
1511554994000.01,0.0043631421,0
1511555174000.01,0.0059045828,0
1511555354000,0.0317928107,0
1511555534000,0.0758041148,0
1511555714000,0.0364655517,0
1511555894000,0.0690095379,0
1511556074000,0.0240038226,0
1511556254000.01,0.0110082932,0
1511556434000.01,0.0157220271,0
1511556614000.01,0.0100646928,0
1511556794000.01,0.0063447379,0
1511556974000.01,0.0021017149,0
1511557154000.01,0.0059696316,0
1511557334000.01,0.0080342705,0
1511557514000.01,0.0052954645,0
1511557694000.01,0.0014815879,0
1511557874000.01,0.0041153407,0
1511558054000,0.0109541532,0
1511558234000,0.0230295388,0
1511558414000,0.0437804177,0
1511558594000,0.0786933371,0
1511558774000,0.0636785644,0
1511558954000.01,0.0536164137,0
1511559134000.01,0.0449213372,0
1511559314000.01,0.0316385027,0
1511559494000.01,0.0420282302,0
1511559674000.01,0.0475782568,0
1511559854000.01,0.0553624202,0
1511560034000.01,0.0382085487,0
1511560214000.01,0.0402927583,0
1511560394000.01,0.0440366846,0
1511560574000.01,0.0683882881,0
1511560754000,0.0215109148,0
1511560934000,0.000162604,0
1511561114000,0.0052627737,0
1511561294000,-0.0009028074,0
1511561474000,0.0052740523,0
1511561654000.01,-4.85926e-05,0
1511561834000.01,0.0008319105,0
1511562014000.01,-0.0009999137,0
1511562194000.01,0.0035545946,0
1511562374000.01,0.0030156998,0
1511562554000.01,0.0565633795,0
1511562734000.01,0.0692763587,0
1511562914000.01,0.0523982996,0
1511563094000.01,0.0455424113,0
1511563274000.01,0.0057423339,0
1511563454000,0.0041249802,0
1511563634000,-6.251e-05,0
1511563814000,-0.0001511793,0
1511563994000,0.0012774348,0
1511564174000,0.0001335362,0
1511564354000.01,0.0003152785,0
1511564534000.01,0.0005063187,0
1511564714000.01,-0.0004369494,0
1511564894000.01,0.0009142521,0
1511565074000.01,0.0034573949,0
1511565254000.01,-0.0002754279,0
1511565434000.01,-0.0002389331,0
1511565614000.01,0.0030704989,0
1511565794000.01,0.0005589796,0
1511565974000.01,-9.2261e-06,0
1511566154000,-0.000212589,0
1511566334000,0.0004385167,0
1511566514000,-0.0003780188,0
1511566694000,0.0023215574,0
1511566874000,0.0085807608,0
1511567054000.01,-0.000752949,0
1511567234000.01,0.0001630043,0
1511567414000.01,3.32048e-05,0
1511567594000.01,-4.77885e-05,0
1511567774000.01,1.7158e-05,0
1511567954000.01,0.0004000828,0
1511568136000.01,0.0003831854,0
1511568316000.01,0.0003669986,0
1511568496000.01,0.0016022335,0
1511568676000,0.0003065761,0
1511568856000,-0.0001126666,0
1511569036000,8.87518e-05,0
1511569216000,-6.59226e-05,0
1511569396000,3.61594e-05,0
1511569576000.01,0.0005985332,0
1511569756000.01,0.0001409106,0
1511569936000.01,0.0003502298,0
1511570116000.01,-0.0002919538,0
1511570296000.01,0.0007084905,0
1511570476000.01,-0.0005573158,0
1511570656000.01,0.001589589,0
1511570836000.01,0.0036789916,0
1511571016000.01,-0.0006221598,0
1511571196000.01,0.0001875666,0
1511571376000,5.29426e-05,0
1511571556000,0.0010327697,0
1511571736000,-6.91197e-05,0
1511571916000,0.0001900496,0
1511572096000,0.0006803402,0
1511572276000.01,-0.0003158646,0
1511572456000.01,0.000205527,0
1511572636000.01,4.17331e-05,0
1511572816000.01,4.00406e-05,0
1511572996000.01,0.0008695617,0
1511573176000.01,-0.002180361,0
1511573356000.01,0.0139457947,0
1511573536000.01,0.0058226933,0
1511573716000.01,-0.0021922889,0
1511573896000.01,0.0019047237,0
1511574076000,-0.0001166603,0
1511574256000,0.0015221397,0
1511574436000,-0.0007107624,0
1511574616000,0.001829437,0
1511574796000,0.0031582885,0
1511574976000.01,-0.0008680959,0
1511575156000.01,0.0008550611,0
1511575336000.01,0.0068347339,0
1511575516000.01,0.0021528253,0
1511575696000.01,0.0017619811,0
1511575876000.01,0.0049934206,0
1511576056000.01,0.0052470282,0
1511576236000.01,-0.0014367713,0
1511576416000.01,0.0014229272,0
1511576596000.01,-0.0019602194,0
1511576776000,0.0125882285,0
1511576956000,0.0149145586,0
1511577136000,0.0191303519,0
1511577316000,0.0303782499,0
1511577496000,0.0096669769,0
1511577676000.01,0.0161034336,0
1511577856000.01,0.0055607388,0
1511578036000.01,0.0040613987,0
1511578216000.01,0.0246742252,0
1511578396000.01,0.0038765331,0
1511578576000.01,0.0015272517,0
1511578756000.01,0.0042152293,0
1511578936000.01,0.0004337669,0
1511579116000.01,0.0013841684,0
1511579296000.01,-1.62305e-05,0
1511579476000,0.0016366283,0
1511579656000,0.004862377,0
1511579836000,0.0051773571,0
1511580016000,0.0045368393,0
1511580196000,-2.92354e-05,0
1511580376000.01,0.000833275,0
1511580556000.01,0.0009104231,0
1511580736000.01,0.0006044396,0
1511580916000.01,0.0008606301,0
1511581096000.01,0.0011318831,0
1511581276000.01,0.0008638375,0
1511581456000.01,0.0096601631,0
1511581636000.01,0.0034028038,0
1511581816000.01,-8.42512e-05,0
1511581996000.01,0.0063278953,0
1511582176000,5.35015e-05,0
1511582356000,0.0007057829,0
1511582536000,-0.0002600662,0
1511582716000,0.0036191286,0
1511582896000,-0.0026284876,0
1511583076000.01,0.0442310885,0
1511583256000.01,0.1558791762,0
1511583436000.01,0.1631534719,0
1511583616000.01,0.1040844035,0
1511583796000.01,0.0483144822,0
1511583976000.01,0.1348991284,0
1511584156000.01,0.1597720901,0
1511584336000.01,0.0862194203,0
1511584516000.01,0.1097218185,0
1511584696000.01,0.0525632576,0
1511584876000,0.0574414722,0
1511585056000,0.0739682901,0
1511585236000,0.0782060312,0
1511585416000,0.1186086298,0
1511585596000,0.1279348473,0
1511585776000.01,0.0756317032,0
1511585956000.01,0.0041587101,0
1511586136000.01,0.0009854293,0
1511586316000.01,0.0944904155,0
1511586496000.01,0.2210992607,0
1511586676000.01,0.1939967714,0
1511586856000.01,0.1448417802,0
1511587036000.01,0.1330874328,0
1511587216000.01,0.1883619959,0
1511587396000.01,0.1287788655,0
1511587576000,0.0857947005,0
1511587756000,0.1457414417,0
1511587936000,0.0998562693,0
1511588116000,0.1075326941,0
1511588296000,0.1017184081,0
1511588476000.01,0.1071167337,0
1511588656000.01,0.0522068398,0
1511588836000.01,0.014103514,0
1511589016000.01,0.0923245167,0
1511589196000.01,0.0910257099,0
1511589376000.01,0.0860064188,0
1511589556000.01,0.0680361281,0
1511589736000.01,0.0937889731,0
1511589916000.01,0.0684221932,0
1511590096000.01,0.0224365769,0
1511590276000,0.0319230355,0
1511590456000,0.0400998605,0
1511590636000,0.0946969754,0
1511590816000,0.0343629312,0
1511590996000,0.0430176235,0
1511591176000.01,0.1295188844,0
1511591356000.01,0.1508161362,0
1511591536000.01,0.1548571446,0
1511591716000.01,0.1592745183,0
1511591896000.01,0.1632118735,0
1511592076000.01,0.1253301104,0
1511592256000.01,0.1669707373,0
1511592436000.01,0.1750391897,0
1511592616000.01,0.2010902322,0
1511592796000.01,0.1931469462,0
1511592976000,0.1487195942,0
1511593156000,0.1299307051,0
1511593336000,0.0936662133,0
1511593516000,0.1000878786,0
1511593696000,0.085063584,0
1511593876000.01,0.0549557831,0
1511594056000.01,0.0608750556,0
1511594236000.01,0.0719461602,0
1511594416000.01,0.0988980167,0
1511594596000.01,0.0717148467,0
1511594776000.01,0.0367254709,0
1511594956000.01,0.0181756633,0
1511595136000.01,0.017492559,0
1511595316000.01,0.0403971022,0
1511595496000.01,0.0121831114,0
1511595676000,0.0745970425,0
1511595856000,0.2494518667,0
1511596036000,0.290839537,0
1511596216000,0.1515064047,0
1511596396000,0.1866825267,0
1511596576000.01,0.1762279478,0
1511596756000.01,0.0782999757,0
1511596936000.01,0.11391066,0
1511597116000.01,0.0741159787,0
1511597296000.01,0.0539434978,0
1511597476000.01,0.053416865,0
1511597656000.01,0.0210831656,0
1511597836000.01,0.0428257096,0
1511598016000.01,0.031998328,0
1511598196000.01,0.0266769022,0
1511598376000,0.0120828309,0
1511598556000,0.0209092679,0
1511598736000,0.0268871652,0
1511598916000,0.016644612,0
1511599096000,0.0072690225,0
1511599276000.01,0.004361293,0
1511599456000.01,0.0060089555,0
1511599636000.01,0.0247492479,0
1511599816000.01,0.0374896418,0
1511599996000.01,0.0172731556,0
1511600176000.01,0.0030712691,0
1511600356000.01,0.0088021641,0
1511600536000.01,0.0013437223,0
1511600716000.01,0.0043454907,0
1511600896000.01,0.0010345828,0
1511601076000,0.0087104514,0
1511601256000,-0.0048628444,0
1511601436000,0.0332459989,0
1511601616000,0.0617177965,0
1511601796000,0.0700383701,0
1511601976000.01,0.048047503,0
1511602156000.01,0.0294862722,0
1511602336000.01,0.0658760493,0
1511602516000.01,0.0203934464,0
1511602696000.01,0.0111101753,0
1511602876000.01,0.0392885201,0
1511603056000.01,0.0194906666,0
1511603236000.01,0.0097332883,0
1511603416000.01,0.0146084872,0
1511603596000.01,0.0278784759,0
1511603776000,0.0087821991,0
1511603956000,0.0150473957,0
1511604136000,0.0101520897,0
1511604316000,0.0030300688,0
1511604496000,0.0080944806,0
1511604676000.01,-0.0021973868,0
1511604856000.01,0.0134744685,0
1511605036000.01,0.0495618695,0
1511605216000.01,0.0109144575,0
1511605396000.01,0.0153779797,0
1511605576000.01,0.0143250744,0
1511605756000.01,0.0046635308,0
1511605936000.01,0.0067951766,0
1511606116000.01,0.003531585,0
1511606296000.01,0.0093054643,0
1511606476000,0.0179107331,0
1511606656000,0.0036047097,0
1511606836000,0.0128843937,0
1511607016000,0.0141053752,0
1511607196000,0.0140766168,0
1511607376000.01,0.0305181911,0
1511607556000.01,0.0139301618,0
1511607736000.01,0.0062049666,0
1511607916000.01,-0.0023613514,0
1511608096000.01,0.0224244309,0
1511608276000.01,0.1049502079,0
1511608456000.01,0.1676229568,0
1511608636000.01,0.1793734779,0
1511608816000.01,0.1123439557,0
1511608996000.01,0.138465565,0
1511609176000,0.1614659733,0
1511609356000,0.1268281091,0
1511609536000,0.1071937529,0
1511609716000,0.114578465,0
1511609896000,0.053870844,0
1511610076000.01,0.1056355016,0
1511610256000.01,0.0825121322,0
1511610436000.01,0.0216658368,0
1511610616000.01,0.0714008299,0
1511610796000.01,0.039742299,0
1511610976000.01,0.0619418505,0
1511611156000.01,0.1155764237,0
1511611336000.01,0.0944896394,0
1511611516000.01,0.0758131226,0
1511611696000.01,0.109904464,0
1511611876000,0.1091854558,0
1511612056000,0.1029116292,0
1511612236000,0.0555035188,0
1511612416000,0.04198407,0
1511612596000,0.0795621474,0
1511612776000.01,0.063296559,0
1511612956000.01,0.0261325611,0
1511613136000.01,0.0244197757,0
1511613316000.01,0.0248937948,0
1511613496000.01,0.0190561369,0
1511613676000.01,0.0207190953,0
1511613856000.01,0.0105680538,0
1511614036000.01,0.0349727902,0
1511614216000.01,0.0356806732,0
1511614396000.01,0.0292306536,0
1511614576000,0.0379879189,0
1511614756000,0.0459151445,0
1511614936000,0.0912444668,0
1511615116000,0.0803729018,0
1511615296000,0.0535046594,0
1511615476000.01,0.070185088,0
1511615656000.01,0.0420428223,0
1511615836000.01,0.0835278973,0
1511616016000.01,0.1002228816,0
1511616196000.01,0.0917212275,0
1511616376000.01,0.0706169267,0
1511616556000.01,0.0941889478,0
1511616736000.01,0.0856996345,0
1511616916000.01,0.0519148154,0
1511617096000.01,0.0649675398,0
1511617276000,0.061863339,0
1511617456000,0.0483025148,0
1511617636000,0.0351045302,0
1511617816000,0.093072082,0
1511617996000,0.1175340399,0
1511618176000.01,0.0161621392,0
1511618356000.01,0.0552972658,0
1511618536000.01,0.0688442005,0
1511618716000.01,0.0616987809,0
1511618896000.01,0.0593690772,0
1511619076000.01,0.0372649313,0
1511619256000.01,0.0314713364,0
1511619436000.01,0.0202819211,0
1511619616000.01,0.049244327,0
1511619796000.01,0.0575427272,0
1511619976000,0.0205073697,0
1511620156000,0.0486029954,0
1511620336000,0.0334096719,0
1511620516000,0.0565824785,0
1511620696000,0.0688239837,0
1511620876000.01,0.0267169535,0
1511621056000.01,0.0086160898,0
1511621236000.01,0.0057776923,0
1511621416000.01,0.0044024018,0
1511621596000.01,0.0115079595,0
1511621776000.01,0.0002640575,0
1511621956000.01,0.0567659394,0
1511622136000.01,0.1033590424,0
1511622316000.01,0.0754663301,0
1511622496000.01,0.0476646639,0
1511622676000,0.0655901315,0
1511622856000,0.0514284674,0
1511623036000,0.0311578978,0
1511623216000,0.0344833392,0
1511623396000,0.0154954581,0
1511623576000.01,0.0202310793,0
1511623756000.01,0.0178041763,0
1511623936000.01,0.0271278563,0
1511624116000.01,0.0161997996,0
1511624296000.01,0.0286908362,0
1511624476000.01,0.0093788291,0
1511624656000.01,0.0357672641,0
1511624836000.01,0.0428539068,0
1511625016000.01,0.0182359622,0
1511625196000.01,0.0294338971,0
1511625376000,0.0220988305,0
1511625556000,0.0297304059,0
1511625736000,0.0316785232,0
1511625916000,0.0140346845,0
1511626260000.01,0.0359554578,0
1511626440000.01,0.0411352019,0
1511626620000.01,0.0056318246,0
1511626800000.01,0.022905374,0
1511626980000.01,0.0248149201,0
1511627160000,0.0362491449,0
1511627340000,0.0307991368,0
1511627520000,0.0205857549,0
1511627700000,0.0144892974,0
1511627880000,0.0050430929,0
1511628060000.01,0.069535079,0
1511628240000.01,0.0833812344,0
1511628420000.01,0.1057621273,0
1511628600000.01,0.0911292863,0
1511628780000.01,0.0017428325,0
1511628960000.01,0.0535632478,0
1511629140000.01,0.0367356819,0
1511629320000.01,0.0155808482,0
1511629500000.01,0.0213124324,0
1511629680000.01,0.0101224832,0
1511629860000,0.0062491537,0
1511630040000,0.0109320757,0
1511630220000,0.0241017047,0
1511630400000,0.0659855786,0
1511630580000,0.1205738921,0
1511630760000.01,0.1517104977,0
1511630940000.01,0.1759443286,0
1511631120000.01,0.1570409944,0
1511631300000.01,0.1195180268,0
1511631480000.01,0.1608574896,0
1511631660000.01,0.1891426398,0
1511631840000.01,0.1190451585,0
1511632020000.01,0.0663228709,0
1511632200000.01,0.0389794748,0
1511632380000.01,0.0602761027,0
1511632560000,0.0155839365,0
1511632740000,0.0072531294,0
1511632920000,0.0099668525,0
1511633100000,0.0300348883,0
1511633280000,0.0590461296,0
1511633460000.01,0.0459291881,0
1511633640000.01,0.035217069,0
1511633820000.01,0.0288261701,0
1511634000000.01,0.0190458182,0
1511634180000.01,0.0111806049,0
1511634360000.01,0.0138537382,0
1511634540000.01,0.0038700958,0
1511634720000.01,0.0012878086,0
1511634900000.01,-0.0002164789,0
1511635080000.01,0.0062616493,0
1511635260000,0.0071123277,0
1511635440000,0.0173562936,0
1511635620000,0.0206745599,0
1511635800000,0.0146004718,0
1511635980000,0.0340510797,0
1511636160000.01,0.044560335,0
1511636340000.01,0.0346385981,0
1511636520000.01,0.044265234,0
1511636700000.01,0.0732270824,0
1511636880000.01,0.0205387499,0
1511637060000.01,0.0269986173,0
1511637240000.01,0.0378923496,0
1511637420000.01,0.0100597807,0
1511637600000.01,0.0174789629,0
1511637780000.01,0.0194414019,0
1511637960000,0.0109502927,0
1511638140000,0.0086183161,0
1511638320000,0.0157443276,0
1511638500000,0.0235929153,0
1511638680000,0.0326599322,0
1511638860000.01,0.0600569003,0
1511639040000.01,0.096548692,0
1511639220000.01,0.1367481324,0
1511639400000.01,0.1286994817,0
1511639580000.01,0.1337634543,0
1511639760000.01,0.1508618564,0
1511639940000.01,0.1755235501,0
1511640120000.01,0.1408067798,0
1511640300000.01,0.0977608117,0
1511640480000.01,0.124862982,0
1511640660000,0.0898568615,0
1511640840000,0.0398218322,0
1511641020000,0.0592963197,0
1511641200000,0.0365750321,0
1511641380000,0.0322384153,0
1511641560000.01,0.0525776143,0
1511641740000.01,0.0128718968,0
1511641920000.01,0.0142913287,0
1511642100000.01,0.0087649295,0
1511642280000.01,0.005786191,0
1511642460000.01,0.0065560065,0
1511642640000.01,0.0143363146,0
1511642820000.01,0.0023621645,0
1511643000000.01,0.0158471184,0
1511643180000.01,0.0095294156,0
1511643360000,0.0011174685,0
1511643540000,0.0034058897,0
1511643720000,0.000703409,0
1511643900000,0.0062546433,0
1511644080000,0.0043985782,0
1511644260000.01,0.0040115099,0
1511644440000.01,0.0035346152,0
1511644620000.01,0.0002348289,0
1511644800000.01,0.0010722544,0
1511644980000.01,0.0006214157,0
1511645160000.01,0.0008615193,0
1511645340000.01,-0.0002360397,0
1511645520000.01,0.0018975976,0
1511645700000.01,-4.51527e-05,0
1511645880000.01,0.0041876046,0
1511646060000,-0.0001773354,0
1511646240000,0.0195101097,0
1511646420000,0.0425966198,0
1511646600000,0.0528262771,0
1511646780000,0.0432641318,0
1511646960000.01,0.0101205109,0
1511647140000.01,0.024254671,0
1511647320000.01,0.0278387564,0
1511647500000.01,0.0111585948,0
1511647680000.01,0.0137953766,0
1511647860000.01,0.0076576486,0
1511648040000.01,0.0097954248,0
1511648220000.01,0.0060732452,0
1511648400000.01,0.0161045077,0
1511648580000.01,0.0445586572,0
1511648760000,0.0199714265,0
1511648940000,0.0193094628,0
1511649120000,0.0269394134,0
1511649300000,0.0101505358,0
1511649480000,0.0020438975,0
1511649660000.01,0.0016853705,0
1511649840000.01,0.0026223255,0
1511650020000.01,0.0057698429,0
1511650200000.01,0.0038059152,0
1511650380000.01,0.0006766447,0
1511650560000.01,0.0023842468,0
1511650740000.01,0.0117135363,0
1511650920000.01,0.0018811708,0
1511651100000.01,-0.0015472106,0
1511651280000.01,0.0044467534,0
1511651460000,0.0058903523,0
1511651640000,0.0009952298,0
1511651820000,0.0045048397,0
1511652000000,0.0013036814,0
1511652180000,-0.0005567258,0
1511652360000.01,0.0006724062,0
1511652540000.01,-0.0004842654,0
1511652720000.01,0.0007532609,0
1511652900000.01,0.0003642791,0
1511653080000.01,0.0010279106,0
1511653260000.01,0.0025525975,0
1511653440000.01,0.0008230431,0
1511653620000.01,-0.0005177315,0
1511653800000.01,0.0004656873,0
1511653980000.01,0.0305407072,0
1511654160000,0.0458188153,0
1511654340000,0.0398743837,0
1511654522000,0.0347903167,0
1511654702000,0.035055843,0
1511654882000.01,0.0047208218,0
1511655062000.01,0.008287059,0
1511655242000.01,0.0115988384,0
1511655422000.01,0.0124550557,0
1511655602000.01,0.0071570885,0
1511655782000.01,0.0004667024,0
1511655962000.01,0.0150020084,0
1511656142000.01,0.0119336794,0
1511656322000.01,0.0115762333,0
1511656502000,0.0118296173,0
1511656682000,7.2704e-05,0
1511656862000,0.0009603134,0
1511657042000,0.0024959303,0
1511657222000,0.0052779834,0
1511657402000,0.014152766,0
1511657582000.01,0.0180476966,0
1511657762000.01,0.0069091445,0
1511657942000.01,-0.0007173314,0
1511658122000.01,0.0034635518,0
1511658302000.01,0.0112387758,0
1511658482000.01,0.0127195728,0
1511658662000.01,0.0097043086,0
1511658842000.01,0.0138910086,0
1511659022000.01,0.0062426714,0
1511659202000,0.0028443061,0
1511659382000,0.0018768951,0
1511659562000,0.0059275806,0
1511659742000,0.0062144459,0
1511659922000,0.0044622208,0
