x,y,z,color
10.9963846933,-2.5675391042,3.9644296157,0.0
5.2689267602,9.0712257099,2.8135866215,0.0
-7.5428454495,-6.846798681,-3.4100573801,0.0
-5.4319502689,1.474130671,9.4693453933,0.0
6.3304984256,8.2041533407,0.0643506705,1.0
2.2159597507,-10.484194401,-5.367942451,1.0
-9.9878580916,-3.8574233916,-2.635420613,1.0
-5.2570231728,-2.1195787532,10.5698751074,1.0
11.2058698626,0.4055536033,-1.9681767176,0.0
-1.9451654098,3.2213506938,-10.646553216,0.0
-6.5332486401,7.8116439894,-0.4589390383,0.0
11.261886766,-2.5223768522,-2.7857427917,0.0
8.7636075424,-1.8121356461,4.550701504,1.0
-3.6058889368,9.4799257147,0.2351863352,0.0
2.2799384989,-9.35121069,-5.2332708036,1.0
9.9482347475,-5.472516714,-1.2057151038,1.0
2.3371715926,-1.8057977985,-11.26775861,1.0
-7.0623090552,-9.2808009717,-1.9824204112,1.0
-4.9680773441,-9.0358491894,-2.1358863223,1.0
0.0471148787,2.2857436068,-10.152884031,1.0
-9.5354764956,-1.2453234119,-3.5500844342,1.0
-3.8450045869,9.9338560482,2.3243477108,0.0
5.1019113732,9.8704572592,3.1547510832,0.0
-1.9538595597,10.6173532981,-1.5328887278,1.0
7.5098010039,3.4055750719,-6.277033774,1.0
5.5030921078,3.3324221184,9.856195088,1.0
-2.2644485056,-0.3588753932,10.5642855072,1.0
2.9175711709,11.5905929844,0.5929464166,1.0
-9.1391434705,5.0233004828,1.233246007,1.0
6.4568613571,1.5873649848,-8.8769734917,0.0
-3.0599071743,-8.3853627996,6.7381806866,0.0
-8.8015758278,2.8029929077,3.8705237898,0.0
-5.897426257,9.4131965556,0.5126936303,1.0
-7.9717979139,3.1441516386,-6.2138901482,1.0
3.4765376638,8.6471235228,-7.0753757761,0.0
-5.5047996128,-8.2097830541,-2.2347883635,0.0
6.1346271753,4.1169108633,8.3059636033,1.0
-2.733608326,11.2964562223,2.3758535316,0.0
8.468633406,6.7926788782,2.7234529075,0.0
3.5358665347,4.0315922135,-8.79549023,1.0
-2.5287616452,-1.8071225842,11.5041172539,1.0
-0.9184884564,7.9767069651,-6.5481674983,1.0
2.7376181346,4.6688202726,10.4819893412,1.0
2.2445148124,-11.5215287695,-0.9485787198,1.0
3.8318688931,1.5416720622,10.5476064571,1.0
8.8820102378,4.8860208974,4.0150032585,0.0
-9.1919350316,1.2519878877,-5.8451443201,1.0
-10.2700361165,4.4958968939,-1.4854336415,1.0
-11.2965310748,-1.6781112701,1.3255076595,1.0
9.339563197,-5.9299154631,-3.7734285187,1.0
7.0902933518,1.643270682,8.6479325044,0.0
-2.331688031,-2.0657894147,-10.8866920038,0.0
-3.8513371233,8.5680360169,-5.2840745387,1.0
-10.4995546194,-3.18237852,-2.6502497616,1.0
6.0736369085,7.4133359086,3.8640390057,0.0
-9.5334413149,1.5121734834,-2.95040467,0.0
5.5365094656,-0.1800991971,-8.4493821364,1.0
-3.8728837537,7.194001759,6.632567562,0.0
-9.0818306197,1.1213284884,-7.4968463625,1.0
2.0614079905,6.0379565437,10.1496286181,1.0
-6.0408250407,7.902719451,2.7962100741,1.0
5.1257182797,6.2432522973,-8.3020694047,0.0
-8.6766836703,5.1087063994,5.9178299572,0.0
4.5844761582,-8.3856781014,-5.7980687757,1.0
2.688799125,-1.3411209208,-10.853642055,1.0
-6.9733997423,4.6547420559,7.7241922217,1.0
10.3562488786,-3.7519366213,0.617337418,1.0
6.3057917568,-9.3987999412,1.3705016915,1.0
-9.3483201846,7.4471840006,-0.0814236774,1.0
5.121024662,7.8160930856,4.8060524597,1.0
1.511933097,10.8125780492,3.0171781274,1.0
6.7951533894,-7.9918216721,-4.4393417904,0.0
-6.6034853938,3.6191697308,-7.4179113615,0.0
-10.2664916637,-1.4422050022,-4.7061683463,0.0
2.5426672156,-1.0667457851,-11.4735026556,1.0
0.9660712577,11.8375905703,0.7527936298,0.0
-8.248934937,6.4561993591,-5.3943355664,0.0
-6.3782112137,2.7172188083,7.2339126186,0.0
-4.5783714848,-6.0614641276,8.0127121547,1.0
-0.972385032,-8.0592098402,7.405614182,1.0
-5.3041551105,-5.6441385797,6.7843681234,1.0
-4.0444379576,10.4558765085,-3.9198387982,0.0
-9.1451084631,6.7280670314,-2.8192628824,1.0
-5.6986724565,7.4108708059,6.225961553,0.0
7.2959741866,-6.4692080754,6.9113769083,0.0
7.105152046,-6.0704164424,6.1042834348,1.0
8.3878491106,7.7485359376,1.496496713,0.0
10.2478193254,-1.9560351286,0.3589762761,1.0
11.1173741822,4.1540875544,0.9714626461,1.0
-5.4383332972,3.4002081094,-9.356994282,1.0
2.8426682146,-9.2969276416,-4.3115629576,1.0
-5.8204016904,2.2407220997,-8.2019278994,1.0
8.4433714245,-7.0459264978,4.3540971645,0.0
4.0817447368,-7.3998845023,5.8651672058,0.0
-8.0064139851,-0.6264178671,7.8206382768,1.0
4.2656032445,0.6290481716,-10.6715159647,1.0
9.6890070834,1.6476905984,-2.1598046043,0.0
-9.789000248,-4.0906546627,2.9493357603,1.0
0.8151667539,-11.3997172158,1.6162818066,1.0
2.2800801959,-0.9067396926,9.7079133066,1.0
6.5507254972,-8.3919888861,-2.5486081537,1.0
10.3694061678,0.5001806756,-4.4167050256,0.0
-3.3675188752,-9.5091026162,5.7651055776,1.0
0.227878371,0.329458219,-10.7151631646,1.0
-9.2445375096,-1.7138006748,5.3814194445,1.0
-1.115294773,-10.5813634437,2.5150150809,1.0
-8.2955561679,-8.5598253966,0.5038658687,0.0
2.5294859566,2.7201922971,11.0184327114,1.0
-1.9821983197,-6.4493452134,-7.9959666611,1.0
-3.5075626239,8.9781267283,2.7193624701,1.0
4.5198204857,-1.7372989923,9.9403380475,0.0
-10.0156470015,3.8437784425,-3.065841866,1.0
2.2219256202,-10.3269626726,-3.6668497237,0.0
6.9166614521,6.1312925218,5.0642170783,0.0
-9.4184035178,2.5574226396,-3.7336409039,1.0
10.0282119914,-2.9084775681,3.5435920644,1.0
7.2767474242,-7.6555478121,-0.8521950755,1.0
4.1137092662,-9.213135028,6.0793214692,1.0
-8.7066122439,3.9986104428,6.0940010205,0.0
11.480703983,1.1957896507,-0.542511834,1.0
5.9871219276,6.2647545246,-5.2524284703,1.0
1.076684725,-8.7894616424,-5.7163682,1.0
9.9653435938,-5.1098885657,1.1275843423,0.0
-0.6741897675,-7.1410166976,9.0704391878,1.0
4.3647956903,9.930101413,-3.4746842666,1.0
-6.3056081555,-9.9224974979,1.4681841051,1.0
-2.5448082991,10.1832768308,0.341844794,1.0
2.0575680971,-2.8711184325,-10.428462324,0.0
11.2345810314,-1.4586241098,0.6337370798,0.0
8.2137526229,-7.2146180735,0.2489006246,0.0
-5.3378587227,-10.2910389351,2.6287516588,1.0
1.271882136,10.5838198265,-4.6751180076,0.0
-7.9672982999,1.7003586815,7.4281307605,0.0
9.8149269491,-5.3505891486,-1.5192450853,1.0
-4.4868653298,-6.9031495207,6.4969661771,1.0
3.012005579,6.6392469431,8.546206275,1.0
6.7050157174,5.1115355769,-8.4476168926,0.0
1.4197794387,-11.7234444819,0.5515656651,0.0
-9.4612313908,2.7069690003,6.1408179704,0.0
3.0894537702,-5.0837136932,-8.7001294566,1.0
6.1417080206,-7.481617469,-3.0249296418,0.0
-8.9852299859,5.9784532811,-3.1004063695,1.0
-9.8733207073,2.0383359673,-5.218696708,0.0
9.7204521358,-4.070871728,-4.462535222,0.0
0.9686701034,-11.0335135252,-0.3487554955,0.0
2.2771364562,-5.5730437224,8.6028835304,0.0
-3.8270083849,-1.8667988078,-9.5785801658,0.0
5.1561293984,8.7284249297,3.4963961128,1.0
2.521501209,10.2208788751,2.9307105683,0.0
-1.4927709557,-7.4221949417,-7.3511121254,1.0
9.2922100043,-2.0223173892,-5.5238924879,1.0
10.4237526763,1.9030338147,2.754497947,1.0
-1.2235978338,-10.5285142829,5.038383789,1.0
7.0508667005,7.8973566404,-0.3442926913,0.0
-9.742441841,-3.6462742787,-3.1773356058,1.0
11.0668327796,0.3107674725,0.4815693386,1.0
-6.192317373,7.9110542828,1.9901135936,1.0
10.3281035009,4.3643824388,1.1492281122,0.0
6.3207340856,-8.554498122,-5.1401165363,0.0
2.0617172898,10.5438562217,-3.8721797166,0.0
6.9517226399,-4.0710384024,-6.5242123107,1.0
9.4467428366,3.6222235202,-0.854157724,0.0
-7.3530728663,7.4835189567,-3.8390246819,0.0
-2.3971301263,-1.9976417586,-9.5732094767,1.0
1.5845030719,3.1571061209,-11.0594307656,1.0
0.7722153888,2.7331038077,9.9177514693,0.0
-9.9484828827,-1.1195685555,-4.0212091858,0.0
10.3990208352,-0.017785437,-5.0768255981,0.0
0.1837805561,-2.8058506789,-11.19618723,1.0
-3.2049748147,3.7235750719,9.821340604,1.0
-6.0881460892,7.0244853545,7.439530351,0.0
5.9015368844,-8.6337221796,-0.9810418717,1.0
7.6895183501,-2.0937480388,-6.1869189096,1.0
6.5247843486,-4.1064796812,-6.6494650213,0.0
-6.4322403835,-9.129221788,2.6167037251,1.0
-5.0839663887,7.4174346718,7.6322348313,0.0
6.895463961,8.6149507814,3.4386961562,1.0
-2.6511706737,4.6651744906,-9.9745050504,1.0
-0.2614779014,9.8579752854,6.6309022723,1.0
-5.2308884643,9.3772565906,-5.0497383719,1.0
8.47964199,-0.8008470541,6.3438442222,0.0
-0.2638138691,-10.3388582419,4.2672964951,0.0
3.2405483289,-10.1976554991,-3.9580127918,0.0
9.3257187,-1.5635779617,3.5361218496,1.0
-2.4852594941,-10.3645534589,-0.234039966,1.0
-5.9670615114,8.4808703233,-5.3355397281,0.0
9.0236272213,1.3751246405,4.7236053519,0.0
-1.6662064199,-5.7609840249,-10.2385726465,1.0
1.7245232921,-10.9445127495,0.2056632913,1.0
-8.3698885899,6.6636654982,-2.3369719465,0.0
-8.7201367035,-2.244829208,6.1728238779,1.0
1.9373791257,-6.9059783146,8.675390915,0.0
7.163478833,4.5548064226,5.6181979472,1.0
-2.8963754981,5.728980847,7.8713037856,1.0
7.8632607692,-7.3837464475,0.6836992687,1.0
2.4581332393,7.7990532515,-7.8262848405,0.0
-0.1172841057,4.2325627146,9.9767830708,1.0
3.3956135816,-10.041435351,-0.6430811331,1.0
2.6601094653,9.737731002,2.3695167451,1.0
0.2935018705,8.9214724966,-7.20935485,0.0
-3.3733006738,-9.5962544542,-1.3748839516,0.0
5.3994184561,6.7158243249,-7.8751958259,1.0
-9.0721284003,1.1979762839,6.1532301367,0.0
-2.8526800552,-7.7354325833,7.2525987429,0.0
0.6143027176,-6.4229283752,8.9704694568,1.0
6.9571287447,2.3994379135,7.8383582365,1.0
10.4025690983,1.0431792236,-0.5051966275,1.0
5.4026294607,-9.317241773,-0.7495579023,0.0
10.2138849951,-0.5750464511,-5.0211974337,0.0
7.0205428354,4.3801308452,7.9955326458,1.0
-1.8297769366,-8.643594129,-4.8423688952,0.0
1.0096177171,8.1044176586,-6.2101383854,1.0
-3.0527641567,-4.8114677892,-8.9444814655,0.0
0.6984604275,-8.6702256284,-5.1873381955,1.0
0.9903242146,-5.0829979622,10.2762588184,0.0
-8.0949776691,6.9635075981,-1.2378046795,1.0
-3.0199712227,-2.7356412747,-10.2096373051,1.0
0.8728297229,-0.4519278477,-11.2085977753,1.0
-0.4989127425,4.24065004,-11.0597306989,0.0
3.7131304371,2.2151733732,10.9761713497,0.0
-7.2614268313,-1.2498260675,-8.1412587451,1.0
-7.5300988376,2.5630806853,-7.1206951883,0.0
-10.8023349306,-4.9716072869,-0.4673392256,0.0
2.8019239561,-4.9110934756,10.1376144696,1.0
2.9205574588,0.6312877498,9.5510225013,1.0
-9.2571911674,-0.5560580297,-6.0930169137,0.0
5.4263357758,7.823866581,5.3381746156,1.0
3.9867034296,10.2136930991,-0.774140165,1.0
7.6592802648,5.6969944012,5.0180706391,0.0
1.9057557679,-10.3884707625,-0.0430160529,0.0
7.6129548353,0.5105393602,8.8739757884,1.0
0.3546949161,4.8402138205,-8.7926427391,1.0
-4.3093635975,9.7239383941,-1.2418443332,0.0
-7.6620298219,4.9521514799,-5.0152522061,1.0
-10.3901180515,-2.4745319493,-1.7223688846,1.0
3.1102738656,-0.6087991249,10.6247714438,1.0
-8.8514573409,-1.3233366679,-6.4027575953,0.0
-0.4816273644,-7.5214547673,6.7691174422,1.0
4.3995062743,10.613773019,-0.1113798361,1.0
3.7059177949,9.3874745456,1.09133214,0.0
-10.563862162,3.5060262099,0.9902806631,1.0
3.5236414239,1.1723004884,10.3441096083,1.0
9.0318741618,4.2733799418,-4.9038889638,0.0
-3.7162798687,-8.0684468342,-7.8300106408,0.0
7.5193133168,-8.5388870186,0.9365951246,0.0
4.3626308797,0.079857792,-10.4512557405,1.0
-11.2186432494,1.7808364638,-1.3200274525,1.0
3.4809041225,4.2481796267,10.2321440014,1.0
1.5383976937,7.9518527255,7.0912219439,0.0
-4.03476215,10.4115974828,-0.3444315159,1.0
6.4114487532,-7.8626530467,-4.9658733117,0.0
-2.2283812733,6.8135292894,-7.4529740978,0.0
6.6723481578,-7.7037407374,-0.0418854346,0.0
11.4690781486,-2.990205154,1.4404805173,1.0
7.086972077,0.0581506294,-8.6740653847,0.0
-1.336988519,-7.9802761434,8.4729667122,1.0
3.3570761555,-7.4121102228,-8.2659356435,0.0
-4.6796886106,-3.9097290709,9.1891318292,0.0
4.0800932813,7.0072443561,5.8557656174,0.0
-8.2116466191,4.9971772918,-6.1357497294,0.0
10.1318092832,-4.2520161633,-1.7471317948,0.0
5.7822635296,-0.5644905451,-8.5039315151,1.0
5.5383139465,6.5901419982,8.2520347405,0.0
-6.3883109965,-0.6309959881,-9.8400184711,0.0
6.1562174003,8.6823064884,-0.5646586168,1.0
5.9071162056,-9.7341036407,-2.5616632615,1.0
8.5129465065,4.2095596708,-7.0372792906,0.0
5.6660568356,7.8692801412,-2.8830897532,1.0
0.0556725325,-3.1639571231,-10.0913691528,1.0
-1.6746200633,4.5884317036,10.1326345169,0.0
-10.0849863832,1.1843613675,-1.7750660124,1.0
3.6276938535,-2.3463482656,-10.9197179531,0.0
7.3572892053,4.4570032275,7.8423663296,0.0
-11.2904238821,0.144068259,-2.2251259552,1.0
1.0921614296,-9.5359016457,-5.0078373393,0.0
-6.7833819738,7.6446198714,-1.9310780864,1.0
-3.1909411449,2.4551771439,-10.2649398839,1.0
1.5082540501,-8.4725339579,5.6740413607,0.0
-8.6130382406,-6.9132864207,4.5138894309,1.0
9.5494947914,-5.3857389878,-0.3324504191,0.0
2.7836771129,-10.0732507445,-4.8606040387,1.0
-1.1290371168,-5.0242406219,10.735191335,1.0
-4.584648559,7.2496801526,5.7578642866,0.0
-9.80849916,-6.0684073824,-1.7618198054,1.0
-1.703312044,-0.1669081316,10.6850069847,0.0
-9.1525950257,-3.7805626541,4.5771088912,1.0
5.236039035,9.5313033801,-1.789909878,1.0
11.6607931606,1.4174612286,-2.2739555766,0.0
9.2645806576,-3.8834635834,3.063144126,0.0
3.0050831025,-1.2612102822,9.5896998652,0.0
3.3821816158,-10.9658079233,-1.2582680628,1.0
5.6549980585,10.276432568,0.1281767032,0.0
10.2817210675,4.8629350621,1.0439682763,1.0
-4.8551059014,8.7560249496,5.3684653853,1.0
11.6844444571,0.4268699836,2.3446377477,0.0
-0.0500500969,5.1652682009,9.5993363179,1.0
0.0164983125,-11.2620144231,3.5423302869,1.0
-3.146643034,-10.4229939556,-1.0760173655,1.0
-9.0290915012,-6.800899252,-0.4640611824,1.0
-4.0755252465,1.858625396,-9.8408268917,1.0
9.6458821992,3.3230820854,-3.4984916166,0.0
10.0707639399,-0.2232957745,4.9385995116,1.0
-9.3424835369,-0.1571948637,6.2649617037,1.0
-6.2326412254,0.3342485984,10.2264957274,0.0
-9.1685146547,5.9506277895,-2.5474929308,1.0
-6.1221420389,9.4464426121,-2.6790840818,1.0
10.5833661387,-1.7120410983,2.2362954775,0.0
3.8202559052,0.1777873572,10.7001529768,1.0
-4.3928018273,-1.7492901774,9.213113109,1.0
7.3428721784,8.7461627473,2.2060218753,0.0
-1.9454094399,-10.5874169403,-2.891584466,1.0
-7.3595241092,6.4157482381,-4.7799325458,1.0
-1.2334427222,5.726131652,-8.9771201211,1.0
-1.0551957462,10.0823515816,-2.8939652386,1.0
-8.0911306773,8.4405760596,2.3237502103,1.0
-4.9931705317,9.5044027647,-1.9101605704,1.0
10.7123650488,-3.3876852195,0.8676815402,1.0
-5.6632131047,8.70175154,1.4824578208,0.0
-2.276394404,7.9135769131,-6.5856416633,1.0
8.6450393283,-4.7090985893,4.0165367457,1.0
-2.2107170836,-5.2604376899,-8.351687782,1.0
4.9979168085,-1.7270310265,-10.2690498484,1.0
-1.5444268798,3.6546688576,-10.8710030306,1.0
-4.2816127131,-3.9063320554,8.8645379254,0.0
10.5344681871,2.8403775052,0.6606732585,1.0
-2.9269391082,-10.6728893846,-0.7138359703,0.0
-9.1833602546,-2.7213313869,-5.5045978849,1.0
7.4348354312,-6.8389876353,-0.2536100135,1.0
5.0565712005,5.5374167516,9.1521955496,1.0
9.0109511814,6.0963766764,1.0023230058,0.0
2.1495074474,-11.5681458323,1.8640387972,1.0
11.7867086535,-1.6026277088,-0.6859071288,1.0
0.489080175,-1.4706874056,-10.9569258322,1.0
8.2736327931,-8.558167591,-1.1046557082,0.0
7.1934045668,7.7406546552,3.0483746191,0.0
10.4648392773,-0.8975680766,-2.7413502491,0.0
-0.6957792306,-9.6757076297,-3.2981469527,0.0
-8.9937198249,1.1882489977,5.4694542713,1.0
11.2172910912,-2.4019652767,2.4720931276,0.0
4.9035277166,-8.91554987,5.7078521884,0.0
0.4680820191,-1.2318715448,-11.0000473181,1.0
3.3369779823,-2.6440164111,10.1246816684,1.0
-1.01448384,6.8057973238,-9.4499296711,0.0
-8.3302992071,-8.1797947825,1.4427101976,0.0
8.2965956555,8.2702686968,1.6736036892,0.0
-2.655737391,10.6718577654,-2.4108667429,0.0
-9.9343560677,-2.5124344551,4.2129980539,0.0
8.3790894395,2.8906492941,-7.1992239491,0.0
-5.2123589374,8.1909385092,4.6944047473,1.0
-0.9079978187,-8.9656389974,-6.5005558778,1.0
-3.2395826075,8.2667778878,7.4422398956,1.0
-9.7653272747,-6.4355911886,-1.485739028,1.0
3.9303357671,8.4352500367,5.340906221,1.0
7.7389640272,-7.3186402597,2.275067825,0.0
-5.0140521239,-10.515930994,1.9351628983,0.0
-1.6233944798,3.9919075167,10.3777645278,1.0
0.1462934573,10.2435435358,-2.3641366711,1.0
-6.9363198219,8.9817360101,-3.1252542265,0.0
-5.6633241701,-7.8767169911,2.4272686334,1.0
1.2076591658,-6.6727427446,-9.6667495066,0.0
1.4205923231,-1.3338391388,-11.3961717608,1.0
-2.1456323651,-9.3708075022,-6.3799292828,1.0
-9.5842377804,0.5764160849,3.5401081545,0.0
-0.1333264486,-9.8767215176,-5.0222861603,1.0
-10.6607120927,0.6810238708,-4.3024185937,0.0
1.4516970985,-11.484349089,2.3894331073,0.0
3.8220765468,4.9861300122,-9.3569285806,1.0
-10.0957526631,5.0130139739,2.8641394481,1.0
-1.0061900189,7.9507618098,-7.8175964786,0.0
5.4990207356,-0.9327792505,-9.0991445424,1.0
6.9754881085,-6.4387550785,6.711906907,0.0
-9.1785707747,0.726649835,4.6165755326,1.0
-8.8589759508,1.9153216147,7.3933661785,0.0
-2.4120263769,-1.3282321304,-11.3882843705,0.0
0.4269626247,7.4834002987,-7.4049072222,0.0
6.2557880161,-6.226526601,-5.0036136026,0.0
3.9407332691,-9.6758255866,-0.983175892,0.0
-9.4135240498,2.1218283062,3.9157317049,0.0
-2.0363232763,3.4752377494,10.0956233218,0.0
0.0564164189,-10.7394129509,-0.1878844116,1.0
-7.39250451,5.1967763751,-4.9994055833,1.0
-4.531368703,1.5794616471,10.6650791021,0.0
-1.2864628795,7.5201340892,-9.1407987735,1.0
5.5742114339,-7.7874816569,-3.2787904339,1.0
-0.4431007608,-1.436940002,-10.7819732274,1.0
-3.1755624478,-9.2370660078,4.1084202052,1.0
-6.4064159851,-9.6877452591,1.3594993607,1.0
-3.0699578839,-9.3485115411,4.0526002403,1.0
5.5540103283,-1.3882068939,8.7088186216,1.0
5.529380663,3.1891954004,-8.9222179205,0.0
-10.5977448415,-0.8593343666,2.0477398882,1.0
5.6227092132,8.7021490114,-5.4604694467,1.0
-3.47886222,-6.577671288,8.5864026749,1.0
5.4599829179,9.3862922525,-0.6598533729,0.0
0.0075249257,-10.6325939854,-0.1537936749,0.0
4.1816890152,-2.0224673385,-10.6459153703,1.0
-6.1672946463,-6.1109139303,6.939498781,1.0
10.3961321177,0.7681960465,0.3567843967,0.0
