"South Africa, x; Netherlands, x; Australia, x; Austria, x; Canada, x","South Africa, y","Netherlands, y","Australia, y","Austria, y","Canada, y"
2017-12-10 20:00:05,4.2148198504,4.1468388851,6.798096533,2.2433718559,3.2630863358
2017-12-10 20:15:04,4.4041450777,3.5621761658,6.4766839378,2.396373057,3.2383419689
2017-12-10 20:30:04,4.4209215442,3.300124533,6.2266500623,2.5529265255,3.1133250311
2017-12-10 20:41:03,4.4514106583,3.3855799373,6.2695924765,2.7586206897,3.197492163
2017-12-10 20:45:04,4.4675642595,3.3659730722,6.1199510404,2.7539779682,3.1211750306
2017-12-10 20:45:44,4.481276857,3.3763044813,6.1387354205,2.8238182934,3.1307550645
2017-12-10 20:48:12,4.3195266272,3.2544378698,5.9171597633,2.7810650888,3.0769230769
2017-12-10 21:00:04,4.5482866044,3.4267912773,6.230529595,3.0529595016,3.2398753894
2017-12-11 22:57:49,3.121577218,3.3953997809,3.2311062432,3.5596933187,2.9025191676
2017-12-11 23:02:54,3.2950574139,3.5446829755,3.2950574139,3.6944583125,2.9955067399
2017-12-11 23:04:50,3.1472081218,3.5532994924,3.2994923858,3.654822335,2.9949238579
2017-12-11 23:15:02,3.0927835052,3.6754818467,3.1824294039,3.585835948,2.9583146571
2017-12-11 23:18:37,3.0381944444,3.6892361111,3.1684027778,3.6458333333,2.9079861111
2017-12-11 23:30:03,2.9764549089,3.7760995113,3.1097290093,3.6872501111,2.8876055087
2017-12-11 23:45:03,2.6702269693,3.6938139742,3.0262572319,3.6938139742,2.8037383178
2017-12-12 00:00:03,2.833255922,3.6228518346,3.0190431955,3.5764050163,2.833255922
2017-12-12 00:15:03,2.9649595687,3.9982030548,3.1446540881,4.1778975741,3.0098831986
2017-12-12 00:30:02,2.9095792301,4.0286481647,3.1781557744,4.2524619517,3.0886302596
2017-12-12 00:45:03,3.4934497817,4.1484716157,3.1004366812,4.3231441048,3.1004366812
2017-12-12 01:00:03,3.5508637236,4.5585412668,3.2149712092,4.7984644914,3.1669865643
2017-12-12 01:15:02,3.5889872173,4.4247787611,3.2448377581,4.9164208456,3.1465093412
2017-12-12 01:30:03,3.9413845376,4.8509348156,3.4866093987,4.4466902476,3.3350176857
2017-12-12 01:45:03,3.488372093,4.6046511628,3.3488372093,4.3720930233,3.1162790698
2017-12-12 02:00:02,4.0276179517,4.8906789413,3.7399309551,4.833141542,3.5673187572
2017-12-12 02:15:02,3.9249146758,4.7212741752,3.8680318544,4.8919226394,3.5836177474
2017-12-12 02:30:03,3.7270642202,4.3004587156,3.8417431193,5.5619266055,3.5550458716
2017-12-12 02:45:03,3.9458186101,4.652532391,4.0047114252,5.8303886926,3.82803298
2017-12-12 03:00:02,4.0531982267,5.0031665611,4.116529449,5.4464851172,4.0531982267
2017-12-12 03:15:03,4.9104563836,5.2570768342,4.3905257077,5.7770075101,4.563835933
2017-12-12 03:30:03,5.031810295,5.0896471949,3.990746096,5.7836899942,4.2799305957
2017-12-12 03:45:03,5.609915199,4.6314416177,3.9791258969,,4.5009784736
2017-12-12 04:00:03,6.3251106894,4.1113219481,3.9848197343,,4.5540796964
2017-12-12 04:15:03,6.1766522545,3.9530574429,3.7677578752,3.6442248301,4.3854231007
2017-12-12 04:30:03,6.4432989691,3.9304123711,3.9948453608,3.8015463918,4.6391752577
2017-12-12 04:45:03,5.8823529412,3.8235294118,3.8235294118,3.7647058824,4.6470588235
2017-12-12 05:00:03,5.8343057176,3.7339556593,3.8506417736,3.3838973162,4.6674445741
2017-12-12 05:15:03,5.9523809524,3.2738095238,3.9285714286,3.2142857143,4.7619047619
2017-12-12 05:30:03,5.6369785795,3.1567080045,3.8895152198,3.1003382187,4.7350620068
2017-12-12 05:45:03,5.5834729202,2.9592406477,3.9084310441,2.9592406477,4.8017867113
2017-12-12 06:00:04,4.6296296296,2.6388888889,3.3796296296,2.6388888889,4.212962963
2017-12-12 06:15:03,4.4464206314,2.6678523788,3.3348154735,2.7123165851,4.3130280124
2017-12-12 06:30:03,4.3238270469,2.7598896044,3.3578656854,2.8978840846,4.5998160074
2017-12-12 06:45:03,4.1013824885,2.8110599078,3.3179723502,2.8571428571,4.6082949309
2017-12-12 07:00:03,3.9399624765,2.7204502814,3.2363977486,2.861163227,4.6904315197
2017-12-12 07:15:03,3.60522758,2.4785939612,3.1996394772,2.523659306,4.506534475
2017-12-12 07:30:03,3.574580759,2.4713150927,3.2215357458,2.3830538394,4.4130626655
2017-12-12 07:45:03,3.2632030915,2.2756547875,3.2202662087,2.2327179047,4.2936882782
2017-12-12 08:00:03,3.2258064516,2.2667829119,3.2693984307,2.310374891,4.3591979076
2017-12-12 08:15:03,3.1794425087,2.2212543554,3.3101045296,2.3083623693,4.3554006969
2017-12-12 08:30:03,3.044397463,2.1987315011,3.2980972516,2.2410147992,4.2283298097
2017-12-12 08:45:03,3.1886625332,2.258635961,3.4100974314,2.3029229407,4.4286979628
2017-12-12 09:00:03,3.166590179,2.3864157871,3.8549793483,2.3405231758,4.589261129
2017-12-12 09:15:03,2.9725963771,2.368787738,3.8550859266,2.3223409196,4.6446818393
2017-12-12 09:30:03,3.0117647059,2.2588235294,3.9058823529,2.2117647059,4.7058823529
2017-12-12 09:45:03,3.0981887512,2.335557674,3.9084842707,2.2878932316,4.7664442326
2017-12-12 10:00:03,2.9569892473,2.2849462366,3.5842293907,2.1505376344,4.4802867384
2017-12-12 10:15:03,3.1914893617,2.304964539,3.634751773,2.2606382979,4.4326241135
2017-12-12 10:30:03,3.2719836401,2.3312883436,3.5991820041,2.2903885481,4.0899795501
2017-12-12 10:45:03,3.2517354768,2.2652539277,3.6536353672,2.3748629887,3.6536353672
2017-12-12 11:00:03,3.2805012901,2.3221525986,3.6859565057,2.4695908588,3.4279395503
2017-12-12 11:15:03,3.2636596993,2.2735606894,3.66703337,2.4935826916,2.933626696
2017-12-12 11:30:02,3.3346109621,2.4147182829,3.8328861633,2.606362591,2.7213491759
2017-12-12 11:45:03,3.4184675835,2.6719056974,3.9292730845,2.7504911591,2.7111984283
2017-12-12 12:00:03,3.4803723189,2.7519222987,4.0469445569,2.6709834075,2.4686361797
2017-12-12 12:15:02,3.4454130345,2.9057700291,4.1511000415,2.7397260274,2.5321710253
2017-12-12 12:16:22,3.4540158136,2.9130253849,4.1614648356,2.7881814399,2.5384935497
2017-12-12 12:20:41,3.4453781513,2.9411764706,4.2016806723,2.731092437,2.5630252101
2017-12-12 12:25:37,3.57300397,3.0877812086,4.4111160124,2.7348919277,2.6907807675
2017-12-12 12:26:26,3.6820835204,3.1432420296,4.4903457566,2.8289178267,2.7840143691
2017-12-12 12:30:02,3.6818181818,3.1818181818,4.5454545455,2.7272727273,2.8181818182
2017-12-12 12:45:03,3.648960739,3.0484988453,4.6189376443,2.6327944573,2.8637413395
2017-12-12 13:00:03,3.7698412698,3.125,4.9603174603,2.6785714286,3.2242063492
2017-12-12 13:15:03,3.7428023033,2.9270633397,4.7984644914,2.4952015355,3.310940499
2017-12-12 13:30:03,3.7661050545,2.8741328048,4.9554013875,2.4777006938,3.3696729435
2017-12-12 13:45:02,3.855659911,2.8175976273,4.9431537321,2.4221453287,3.3613445378
2017-12-12 14:00:03,3.9775624681,2.8556858746,5.0994390617,2.4987251402,3.467618562
2017-12-12 14:15:03,3.9895013123,2.8871391076,5.249343832,2.624671916,3.5695538058
2017-12-12 14:30:03,4.0462427746,2.8376248029,5.2548607462,2.6274303731,3.5733053074
2017-12-12 14:45:02,4.0719196192,2.7498677948,5.2882072977,2.6969857218,3.6488630354
2017-12-12 15:00:03,4.1160949868,2.7440633245,5.2770448549,2.6385224274,3.7994722955
2017-12-12 15:15:02,4.2336548767,2.7867095391,5.359056806,2.5723472669,3.8049303323
2017-12-12 15:30:02,4.2363433668,2.7313266444,5.5741360089,2.508361204,3.8461538462
2017-12-12 15:45:03,4.3354249857,2.7381631489,5.7045065602,2.5099828865,3.8220193953
2017-12-12 16:00:02,4.3403769275,2.7984009138,5.711022273,2.5699600228,3.7692747002
2017-12-12 16:15:03,4.2648709315,2.6936026936,5.6116722783,2.6374859708,3.7037037037
2017-12-12 16:30:03,4.3820224719,2.6966292135,5.6179775281,2.6966292135,3.6516853933
2017-12-12 16:45:03,4.3577981651,2.752293578,5.7339449541,2.6949541284,3.6697247706
2017-12-12 17:00:03,4.5197740113,2.8248587571,5.6497175141,2.6553672316,3.6723163842
2017-12-12 17:15:09,4.3930635838,2.9479768786,5.7803468208,2.7167630058,3.6994219653
2017-12-12 17:30:03,4.1126760563,2.8169014085,5.6338028169,2.6478873239,3.4929577465
2017-12-12 17:45:03,4.03930131,2.8930131004,5.4585152838,2.7838427948,3.4934497817
2017-12-12 18:00:03,4.3078690408,2.9293509477,5.7438253877,2.8719126939,3.6760482481
2017-12-12 18:15:03,4.5506912442,3.1105990783,5.7603686636,2.9953917051,3.6866359447
2017-12-12 18:30:03,4.8171793384,3.2501450958,5.8038305281,3.0760301799,3.5983749275
2017-12-12 18:45:03,4.9641148325,3.2296650718,5.980861244,2.990430622,3.528708134
2017-12-12 19:00:04,4.9784880148,3.1960663798,6.1462814997,2.8887523049,3.4419176398
2017-12-12 19:15:03,4.7855811063,3.0453697949,6.2150403978,2.672467371,3.2939714108
2017-12-12 19:30:03,4.7923322684,3.0670926518,6.3897763578,2.6837060703,3.3865814696
2017-12-12 19:45:03,4.7770700637,2.9936305732,6.3694267516,2.6751592357,3.5031847134
2017-12-12 20:00:04,4.7713717694,3.1146454606,6.6269052353,2.8495692512,3.578528827
2017-12-12 20:15:03,4.8302872063,3.1331592689,6.5274151436,3.0026109661,3.590078329
2017-12-12 20:30:04,4.8537234043,3.0585106383,6.6489361702,2.9255319149,3.5904255319
2017-12-12 20:45:03,5.0195567145,3.1290743155,6.518904824,3.0638852673,3.6505867014
2017-12-12 21:00:03,5.0183598531,3.182374541,6.1199510404,3.182374541,3.6719706242
2017-12-12 21:15:03,4.834012813,3.2615026209,5.8241118229,3.2615026209,3.6691904485
2017-12-12 21:30:03,4.6728971963,3.3534909291,5.4975261132,3.2435404068,3.6283672347
2017-12-12 21:45:03,4.5218295218,3.4303534304,5.1975051975,3.4823284823,3.6382536383
2017-12-12 22:00:03,4.2932947419,3.4732272069,4.8239266763,3.3767486734,3.4249879402
2017-12-12 22:15:03,3.9079461572,3.4303082935,4.3421623969,3.3000434216,3.2566217977
2017-12-12 22:30:03,3.6658141517,3.3674339301,3.8789428815,3.2821824382,3.0690537084
2017-12-12 22:45:03,3.5729476818,3.402807316,3.5304125904,3.402807316,2.9349213101
2017-12-12 23:00:04,3.4188034188,3.4188034188,3.3374033374,3.6223036223,2.849002849
2017-12-12 23:15:04,3.1746031746,3.4523809524,3.1746031746,3.6507936508,2.7777777778
2017-12-12 23:30:03,3.0215231788,3.559602649,3.1870860927,3.8493377483,2.7317880795
2017-12-12 23:45:03,2.7153160798,3.6062791684,3.0971574035,3.6487059822,2.6304624523
2017-12-13 00:00:03,2.7303754266,3.6079960995,2.8766455388,3.5592393954,2.5353486104
2017-12-13 00:15:03,3.0477031802,4.1077738516,3.1360424028,4.1961130742,2.7385159011
2017-12-13 00:30:03,2.8828828829,4.0990990991,3.0630630631,4.1891891892,2.7477477477
2017-12-13 00:45:03,3.0048608042,4.0653999116,3.0048608042,4.4189129474,2.6955368979
2017-12-13 01:00:03,2.7600849257,4.2038216561,3.0148619958,4.2462845011,2.7176220807
2017-12-13 01:15:03,2.9565217391,4.2173913043,2.9130434783,3.8260869565,2.6956521739
2017-12-13 01:30:03,3.3225657591,4.6146746654,2.9995385325,4.0147669589,2.7226580526
2017-12-13 01:45:03,3.299856528,4.7824007652,3.156384505,4.399808704,2.9172644668
2017-12-13 02:00:04,3.3872598584,5.055611729,3.3367037412,4.6006066734,3.0333670374
2017-12-13 02:15:03,3.6298568507,5.1124744376,3.527607362,4.8057259714,3.118609407
2017-12-13 02:30:03,3.5362318841,4.8695652174,3.5942028986,5.1594202899,3.2463768116
2017-12-13 02:45:03,4.3309272626,5.2193225986,3.7201554692,4.7751249306,3.4425319267
2017-12-13 03:00:03,4.347826087,5.1703877791,4.0540540541,5.2878965922,3.8190364277
2017-12-13 03:15:03,4.4565217391,5.4347826087,4.0217391304,5.1086956522,3.9673913043
2017-12-13 03:30:03,5.5904522613,6.2814070352,4.5854271357,,4.5854271357
2017-12-13 03:45:03,6.1012812691,5.9792556437,4.5149481391,,4.7589993899
2017-12-13 04:00:03,6.8259385666,5.7337883959,4.3686006826,,4.8464163823
2017-12-13 04:15:04,7.4850299401,5.3892215569,4.3413173653,,5.0149700599
2017-12-13 04:30:03,7.423904974,5.3452115813,4.3801039347,3.3407572383,5.2709725316
2017-12-13 04:45:03,6.2460961899,4.0599625234,3.685196752,3.1855090568,4.4347282948
2017-12-13 05:00:03,6.1996280223,4.0297582145,3.7197768134,3.2858028518,4.4637321761
2017-12-13 05:15:03,5.787037037,3.7615740741,3.4722222222,3.2407407407,4.4560185185
2017-12-13 05:30:03,5.8038305281,4.0046430644,3.5983749275,3.1340684852,4.6430644225
2017-12-13 05:45:03,5.3276505061,3.7826318594,3.4096963239,2.8236547682,4.5285029302
2017-12-13 06:00:03,5.4525627045,3.8713195202,3.3260632497,2.7808069793,4.6892039258
2017-12-13 06:15:03,5.0150451354,3.3099297894,3.109327984,2.6078234704,4.3630892678
2017-12-13 06:30:03,4.8007681229,3.0244839174,3.0724915987,2.4963994239,4.4167066731
2017-12-13 06:45:04,4.679457183,2.9948525971,3.2288254562,2.480112307,4.4922788956
2017-12-13 07:00:03,4.5745654163,2.7904849039,3.3394327539,2.4702653248,4.5745654163
2017-12-13 07:15:03,4.2594385286,2.6621490803,3.4849951597,2.5169409487,4.8402710552
2017-12-13 07:30:03,4.2151162791,2.5678294574,3.5368217054,2.4709302326,4.8449612403
2017-12-13 07:45:03,4.1666666667,2.5,3.5294117647,2.5980392157,4.9019607843
2017-12-13 08:00:03,4.0137053353,2.3494860499,3.4263338228,2.5452765541,4.894762604
2017-12-13 08:15:03,3.9907192575,2.4593967517,3.4802784223,2.5986078886,4.6403712297
2017-12-13 08:30:03,3.7348272642,2.2875816993,4.6685340803,2.4743230626,4.5284780579
2017-12-13 08:45:03,3.5889872173,2.261553589,4.9164208456,2.3598820059,4.4739429695
2017-12-13 09:00:03,3.3433133733,2.245508982,4.9900199601,2.1956087824,4.3413173653
2017-12-13 09:15:02,3.2467532468,2.2477522478,4.995004995,2.2477522478,4.1958041958
2017-12-13 09:30:02,3.3016734509,2.2614201719,4.5228403437,2.2161917684,4.2514699231
2017-12-13 09:45:03,3.4679543459,2.2388059701,4.3898156277,2.1949078139,4.1264266901
2017-12-13 10:00:03,3.3999150021,2.2524436889,4.2498937527,2.337441564,4.037399065
2017-12-13 10:15:02,3.5095320624,2.2530329289,4.3327556326,2.3396880416,3.986135182
2017-12-13 10:30:03,3.429462198,2.1823850351,3.8971161341,2.3382696804,3.546375682
2017-12-13 10:45:03,3.4509803922,2.2745098039,3.9215686275,2.431372549,3.4117647059
2017-12-13 11:00:03,3.4010946052,2.3064894449,3.9093041439,2.4628616106,3.3229085223
2017-12-13 11:15:03,3.3411033411,2.2144522145,3.885003885,2.4864024864,2.9914529915
2017-12-13 11:30:03,3.3424018655,2.2541780023,3.8865137971,2.4873688302,2.8760202099
2017-12-13 11:45:03,3.5845213849,2.3217922607,4.0733197556,2.7291242363,2.932790224
2017-12-13 12:00:03,3.7931034483,2.4137931034,4.3103448276,2.7586206897,2.8879310345
2017-12-13 12:15:03,3.9145907473,2.4911032028,4.4483985765,2.846975089,2.846975089
2017-12-13 12:30:03,3.8374717833,2.4830699774,4.5146726862,2.8442437923,2.934537246
2017-12-13 12:45:02,3.8031319911,2.4608501119,4.4742729306,2.8187919463,2.9082774049
2017-12-13 13:00:02,3.7511032657,2.3830538394,4.4130626655,2.8243601059,2.9126213592
2017-12-13 13:15:03,3.7505860291,2.3441162682,4.6882325363,2.8129395218,3.094233474
2017-12-13 13:30:03,3.7903603182,2.3397285915,4.679457183,2.7140851661,3.1820308844
2017-12-13 13:45:02,3.8967364832,2.484169508,4.870920604,2.6302971262,3.2148075986
2017-12-13 14:00:03,3.8190954774,2.6633165829,5.0251256281,2.5125628141,3.3165829146
2017-12-13 14:15:03,3.9460020768,2.7518172378,5.1921079958,2.5960539979,3.3748701973
2017-12-13 14:30:03,3.9874081847,2.833158447,5.2465897167,2.5708289612,3.3578174187
2017-12-13 14:45:02,3.9123630673,2.6082420449,5.2164840897,2.5039123631,3.2863849765
2017-12-13 15:00:02,3.9235931853,2.4780588539,5.1626226123,2.52968508,3.2524522457
2017-12-13 15:15:03,4.064616988,2.3970818134,5.2110474205,2.5534132361,3.3350703491
2017-12-13 15:30:03,4.4134078212,2.5139664804,5.5865921788,2.7374301676,3.5754189944
2017-12-13 15:45:03,4.4905008636,2.5906735751,5.7570523892,2.7633851468,3.5693724813
2017-12-13 16:00:03,4.4733861835,2.5481313703,5.6625141563,2.6613816535,3.5673839185
2017-12-13 16:15:03,4.2865200226,2.538071066,5.6401579244,2.7072758037,3.4968979131
2017-12-13 16:30:02,4.4011142061,2.5626740947,5.5710306407,2.7298050139,3.3983286908
2017-12-13 16:45:03,4.443254818,2.6766595289,5.3533190578,2.9978586724,3.426124197
2017-12-13 17:00:03,4.7078842881,2.7226318775,5.6721497448,3.289846852,3.4600113443
2017-12-13 17:15:03,4.4815007817,2.7097446587,5.2110474205,3.0745179781,3.3350703491
2017-12-13 17:30:03,4.6750285063,2.7366020525,5.7012542759,3.2497149373,3.3637400228
2017-12-13 17:45:02,4.5877247365,2.6658400496,6.1996280223,3.0998140112,3.3477991321
2017-12-13 18:00:03,4.4582043344,2.6625386997,6.1919504644,3.0340557276,3.4055727554
2017-12-13 18:15:03,4.4219835755,2.5900189514,6.3171193936,3.0322173089,3.4112444725
2017-12-13 18:30:03,4.4174135723,2.7528809219,6.4020486556,2.9449423816,3.457106274
2017-12-13 18:45:03,4.3229497775,2.7972027972,6.3572790846,2.9243483789,3.4329307057
2017-12-13 19:00:02,4.4785668586,2.8150991683,6.3979526552,3.0070377479,3.3269353807
2017-12-13 19:15:03,4.3209876543,2.8395061728,6.1728395062,2.962962963,3.3333333333
2017-12-13 19:30:03,4.2693926639,2.7660853879,6.013229104,3.006614552,3.3674082983
2017-12-13 19:45:02,4.1308089501,2.6965002869,5.7372346529,2.925989673,3.2702237522
2017-12-13 20:00:03,4.2050691244,2.7073732719,5.7603686636,2.9377880184,3.4562211982
2017-12-13 20:15:03,4.2613636364,2.7272727273,5.6818181818,2.7840909091,3.4090909091
2017-12-13 20:30:03,4.2216358839,2.691292876,5.2770448549,2.691292876,3.3245382586
2017-12-13 20:45:03,4.6563192905,2.8824833703,5.5432372506,2.9379157428,3.5476718404
2017-12-13 21:00:03,4.6080508475,3.0190677966,5.2966101695,2.9131355932,3.4957627119
2017-12-13 21:15:02,4.8041775457,3.1853785901,5.2219321149,3.1331592689,3.5509138381
2017-12-13 21:30:03,4.7830374753,3.1558185404,4.9309664694,3.1558185404,3.3530571992
2017-12-13 21:45:03,4.5269352648,3.0783159801,4.4816659122,3.2593933907,3.1688546854
2017-12-13 22:00:03,4.4804575786,3.0981887512,4.3374642517,3.3841754051,3.1458531935
2017-12-13 22:15:03,4.0709812109,3.0793319415,4.1231732777,3.4446764092,2.9749478079
2017-12-13 22:30:03,3.9641340255,3.2562529495,3.6809815951,3.6337895234,2.9259084474
2017-12-13 22:45:03,3.7323623122,3.3227127902,3.3682294037,3.550295858,2.822030041
2017-12-13 23:00:03,3.6335721597,3.3776867963,3.3265097236,3.735926305,2.8659160696
2017-12-13 23:15:03,3.4503271862,3.3908387864,3.1528851874,4.1046995836,2.6769779893
2017-12-13 23:30:03,3.2218091698,3.2837670384,3.0359355638,4.1511771995,2.6641883519
2017-12-13 23:45:02,3.331238215,3.4569453174,3.1426775613,4.3368950346,2.7027027027
2017-12-14 00:00:03,3.1076581576,3.6071032186,2.9966703663,4.384017758,2.6082130966
2017-12-14 00:15:02,3.0832476876,3.6998972251,2.9804727646,4.0596094553,2.6207605344
2017-12-14 00:30:03,3.115727003,4.1048466864,3.115727003,4.6488625124,2.7695351137
2017-12-14 00:45:02,3.0403800475,4.1805225653,3.0878859857,4.6080760095,2.7553444181
2017-12-14 01:00:03,3.2649253731,4.1044776119,2.9850746269,4.3843283582,2.7052238806
2017-12-14 01:15:03,3.110273327,4.1941564562,2.9688972667,4.4769085768,2.7332704995
2017-12-14 01:30:02,3.0651340996,4.4061302682,3.0172413793,4.5977011494,2.7777777778
2017-12-14 01:45:03,3.0525720746,4.8049745619,3.2786885246,4.9745618994,3.0525720746
2017-12-14 02:00:03,3.4370946822,5.1880674449,3.5019455253,4.5395590143,3.242542153
2017-12-14 02:15:03,3.2133676093,5.4627249357,3.7275064267,5.1413881748,3.470437018
2017-12-14 02:30:03,4.2288557214,4.9751243781,3.7313432836,5.4726368159,3.42039801
2017-12-14 02:45:02,4.9041713641,5.2987598647,3.7204058625,5.6369785795,3.4949267193
2017-12-14 03:00:03,4.7304730473,4.895489549,3.5753575358,5.500550055,3.5203520352
2017-12-14 03:15:03,5.2659574468,5.0531914894,3.5638297872,5.0,3.7234042553
2017-12-14 03:30:03,5.2032520325,5.0406504065,3.5772357724,4.3902439024,3.7940379404
2017-12-14 03:45:02,5.6369785795,5.1860202931,3.8895152198,4.9041713641,4.2277339346
2017-12-14 04:00:03,6.0204695966,4.6357615894,3.552077062,4.3949428055,4.0939193257
2017-12-14 04:15:03,6.0394151303,4.5772409409,3.687221869,4.958677686,4.2593769866
2017-12-14 04:30:03,5.8328322309,4.3896572459,3.7282020445,4.9909801563,4.3295249549
2017-12-14 04:45:03,6.3613231552,4.4529262087,3.8167938931,5.4071246819,4.5801526718
2017-12-14 05:00:03,5.8445353594,4.2080654588,3.74050263,4.7340736411,4.617182934
2017-12-14 05:15:03,5.8685446009,3.8145539906,3.6971830986,4.4014084507,4.6361502347
2017-12-14 05:30:03,5.7372346529,3.6144578313,3.9586919105,4.016064257,4.5897877223
2017-12-14 05:45:03,5.5897149245,3.4656232532,4.1363890442,3.409726104,4.7512576859
2017-12-14 06:00:03,5.0352467271,3.4239677744,3.9778449144,3.3232628399,4.5820745217
2017-12-14 06:15:03,4.500450045,3.2403240324,3.9153915392,3.0153015302,4.4104410441
2017-12-14 06:30:03,4.2533518262,3.0513176144,3.5598705502,3.0050855294,4.6232085067
2017-12-14 06:45:03,4.0491355778,2.9117379436,3.3666969973,2.9117379436,4.5495905369
2017-12-14 07:00:03,4.0018190086,2.6375625284,3.2742155525,2.7285129604,4.5475216007
2017-12-14 07:15:03,3.8065382893,2.552619794,3.1347962382,2.4182713838,4.4782803403
2017-12-14 07:30:03,3.5454545455,2.5454545455,3.1363636364,2.2727272727,4.5454545455
2017-12-14 07:45:03,3.6812674744,2.4697110904,3.2618825722,2.329916123,4.659832246
2017-12-14 08:00:03,3.5006909258,2.4873330263,3.2243205896,2.3030861354,4.6061722708
2017-12-14 08:15:02,3.4059945504,2.2706630336,3.1335149864,2.3160762943,4.5413260672
2017-12-14 08:30:02,3.3636363636,2.2272727273,3.1363636364,2.3181818182,4.5454545455
2017-12-14 08:45:02,3.3943724877,2.1438142028,3.0370701206,2.3224653863,4.4662795891
2017-12-14 09:00:03,3.3668561434,2.0988194141,3.0607783122,2.3174464364,4.372540446
2017-12-14 09:15:03,3.29218107,2.0118884316,3.0635573845,2.3776863283,4.1152263374
2017-12-14 09:30:02,3.4166241713,2.1417644059,3.2126466089,2.4987251402,4.2835288118
2017-12-14 09:45:03,3.3333333333,2.1296296296,3.1944444444,2.3611111111,4.0740740741
2017-12-14 10:00:03,3.1111111111,2.0,3.1111111111,2.2666666667,4.0
