"Br0701, x","Br0701, y","Br9101Ka, x","Br9101Ka, y","R94, x","R94, y","pumpens ung nivå, x","pumpens ung nivå, y","17095, x","17095, y"
2017-11-08 02:59:44,15.8364291396,2017-11-08 02:59:44,19.9084634603,,,,,2017-05-17 10:00:00,18.63935125
2017-11-08 03:09:45,15.8323067845,2017-11-08 03:09:45,19.9395319417,,,,,2017-05-17 10:30:00,18.63969125
2017-11-08 03:19:46,15.8386411351,2017-11-08 03:19:46,19.9361134033,,,,,2017-05-17 11:00:00,18.64119125
2017-11-08 03:29:47,15.8213473525,2017-11-08 03:29:47,19.9365155843,,,,,2017-05-17 11:30:00,18.64089125
2017-11-08 03:39:50,15.8328095107,2017-11-08 03:39:50,19.9472739258,,,,,2017-05-17 12:00:00,18.64002125
2017-11-08 03:49:51,15.8194369928,2017-11-08 03:49:51,19.9160043538,,,,,2017-05-17 12:30:00,18.64265125
2017-11-08 03:59:54,15.7981214004,2017-11-08 03:59:54,19.9134907227,,,,,2017-05-17 13:00:00,18.63885125
2017-11-08 04:09:56,15.8071704727,2017-11-08 04:09:56,19.9257572428,,,,,2017-05-17 13:30:00,18.64148125
2017-11-08 04:19:57,15.8376356826,2017-11-08 04:19:57,19.929477417,,,,,2017-05-17 14:00:00,18.63885125
2017-11-08 04:29:58,15.8232577122,2017-11-08 04:29:58,19.9369177653,,,,,2017-05-17 14:30:00,18.63806125
2017-11-08 04:39:59,15.81420864,2017-11-08 04:39:59,19.9329965006,,,,,2017-05-17 15:00:00,18.63844125
2017-11-08 04:50:01,15.8296926081,2017-11-08 04:50:01,19.9453635661,,,,,2017-05-17 15:30:00,18.63931125
2017-11-08 05:00:03,15.8283855199,2017-11-08 05:00:03,19.9354095866,,,,,2017-05-17 16:00:00,18.63902125
2017-11-08 05:10:04,15.812599916,2017-11-08 05:10:04,19.9464695638,,,,,2017-05-17 16:30:00,18.64189125
2017-11-08 05:20:06,15.8320051488,2017-11-08 05:20:06,19.9367166748,,,,,2017-05-17 17:00:00,18.63835125
2017-11-08 05:30:08,15.811393373,2017-11-08 05:30:08,19.9356106771,,,,,2017-05-17 17:30:00,18.63898125
2017-11-08 05:40:09,15.7931946833,2017-11-08 05:40:09,19.9315888672,,,,,2017-05-17 18:00:00,18.64135125
2017-11-08 05:50:11,15.8170239069,2017-11-08 05:50:11,19.9465701091,,,,,2017-05-17 18:30:00,18.64252125
2017-11-08 06:00:13,15.7864581517,2017-11-08 06:00:13,19.9161048991,,,,,2017-05-17 19:00:00,18.64135125
2017-11-08 06:10:15,15.8132031875,2017-11-08 06:10:15,19.9126863607,,,,,2017-05-17 19:30:00,18.63835125
2017-11-08 06:20:17,15.8162195449,2017-11-08 06:20:17,19.9297790527,,,,,2017-05-17 20:00:00,18.63885125
2017-11-08 06:30:19,15.823961529,2017-11-08 06:30:19,19.929075236,,,,,2017-05-17 20:30:00,18.63985125
2017-11-08 06:40:21,15.8170239069,2017-11-08 06:40:21,19.9435537516,,,,,2017-05-17 21:00:00,18.64085125
2017-11-08 06:50:23,15.8413558568,2017-11-08 06:50:23,19.9618529867,,,,,2017-05-17 21:30:00,18.63635125
2017-11-08 07:00:24,15.8404509495,2017-11-08 07:00:24,19.9435537516,,,,,2017-05-17 22:00:00,18.63710125
2017-11-08 07:10:26,15.8240620742,2017-11-08 07:10:26,19.9417439372,,,,,2017-05-17 22:30:00,18.63835125
2017-11-08 07:20:28,15.8248664362,2017-11-08 07:20:28,19.9312872314,,,,,2017-05-17 23:00:00,18.63844125
2017-11-08 07:30:29,15.8393449518,2017-11-08 07:30:29,19.9532060954,,,,,2017-05-17 23:30:00,18.64073125
2017-11-08 07:40:31,15.8098851943,2017-11-08 07:40:31,19.9432521159,,,,,2017-05-18 00:00:00,18.63894125
2017-11-08 07:50:33,15.8204424453,2017-11-08 07:50:33,19.9438553874,,,,,2017-05-18 00:30:00,18.64019125
2017-11-08 08:00:34,15.8393449518,2017-11-08 08:00:34,19.9318905029,,,,,2017-05-18 01:00:00,18.63794125
2017-11-08 08:10:35,15.8521141982,2017-11-08 08:10:35,19.9438553874,,,,,2017-05-18 01:30:00,18.63477125
2017-11-08 08:20:37,15.8385405898,2017-11-08 08:20:37,19.9643666178,,,,,2017-05-18 02:00:00,18.63627125
2017-11-08 08:30:39,15.8447743952,2017-11-08 08:30:39,19.9569262695,,,,,2017-05-18 02:30:00,18.63802125
2017-11-08 08:40:40,15.8265757054,2017-11-08 08:40:40,19.956322998,,,,,2017-05-18 03:00:00,18.63802125
2017-11-08 08:50:42,15.8180293594,2017-11-08 08:50:42,19.9425482991,,,,,2017-05-18 03:30:00,18.63827125
2017-11-08 09:00:44,15.8120971898,2017-11-08 09:00:44,19.938425944,,,,,2017-05-18 04:00:00,18.63735125
2017-11-08 09:10:46,15.832910056,2017-11-08 09:10:46,19.9253550618,,,,,2017-05-18 04:30:00,18.63823125
2017-11-08 09:20:48,15.8407525853,2017-11-08 09:20:48,19.9467711995,,,,,2017-05-18 05:00:00,18.63560125
2017-11-08 09:30:50,15.8323067845,2017-11-08 09:30:50,19.9333986816,,,,,2017-05-18 05:30:00,18.63885125
2017-11-08 09:40:51,15.8140075495,2017-11-08 09:40:51,19.9405373942,,,,,2017-05-18 06:00:00,18.63685125
2017-11-08 09:50:53,15.795507224,2017-11-08 09:50:53,19.9216348877,,,,,2017-05-18 06:30:00,18.63798125
2017-11-08 10:00:54,15.8108906468,2017-11-08 10:00:54,19.9251539713,,,,,2017-05-18 07:00:00,18.63619125
2017-11-08 10:10:55,15.8297931533,2017-11-08 10:10:55,19.928270874,,,,,2017-05-18 07:30:00,18.63619125
2017-11-08 10:20:57,15.8236598932,2017-11-08 10:20:57,19.9442575684,,,,,2017-05-18 08:00:00,18.63735125
2017-11-08 10:30:58,15.8191353571,2017-11-08 10:30:58,19.9457657471,,,,,2017-05-18 08:30:00,18.63744125
2017-11-08 10:41:00,15.8204424453,2017-11-08 10:41:00,19.9364150391,,,,,2017-05-18 09:00:00,18.63694125
2017-11-08 10:51:02,15.8104884658,2017-11-08 10:51:02,19.9430510254,,,,,2017-05-18 09:30:00,18.63694125
2017-11-08 11:01:03,15.8027464818,2017-11-08 11:01:03,19.9299801432,,,,,2017-05-18 10:00:00,18.63577125
2017-11-08 11:11:05,15.8053606582,2017-11-08 11:11:05,19.9439559326,,,,,2017-05-18 10:30:00,18.63552125
2017-11-08 11:21:06,15.8353231419,2017-11-08 11:21:06,19.9516979167,,,,,2017-05-18 11:00:00,18.63760125
2017-11-08 11:31:08,15.8183309951,2017-11-08 11:31:08,19.9247517904,,,,,2017-05-18 11:30:00,18.63619125
2017-11-08 11:41:10,15.8162195449,2017-11-08 11:41:10,19.9362139486,,,,,2017-05-18 12:00:00,18.63594125
2017-11-08 11:51:11,15.8185320856,2017-11-08 11:51:11,19.9603448079,,,,,2017-05-18 12:30:00,18.63764125
2017-11-08 12:01:13,15.7976186741,2017-11-08 12:01:13,19.9367166748,,,,,2017-05-18 13:00:00,18.63527125
2017-11-08 12:11:14,15.8244642552,2017-11-08 12:11:14,19.9461679281,,,,,2017-05-18 13:30:00,18.63535125
2017-11-08 12:21:15,15.7978197646,2017-11-08 12:21:15,19.9221376139,,,,,2017-05-18 14:00:00,18.63660125
2017-11-08 12:31:17,15.8220511693,2017-11-08 12:31:17,19.9207299805,,,,,2017-05-18 14:30:00,18.63631125
2017-11-08 12:41:18,15.8292904271,2017-11-08 12:41:18,19.9187190755,,,,,2017-05-18 15:00:00,18.63602125
2017-11-08 12:51:20,15.7982219456,2017-11-08 12:51:20,19.9304828695,,,,,2017-05-18 15:30:00,18.63690125
2017-11-08 13:01:21,15.7994284886,2017-11-08 13:01:22,19.940034668,,,,,2017-05-18 16:00:00,18.63485125
2017-11-08 13:11:23,15.8127004613,2017-11-08 13:11:23,19.9334992269,,,,,2017-05-18 16:30:00,18.63548125
2017-11-08 13:21:24,15.841456402,2017-11-08 13:21:24,19.9307845052,,,,,2017-05-18 17:00:00,18.63669125
2017-11-08 13:31:25,15.8135048232,2017-11-08 13:31:25,19.9378226725,,,,,2017-05-18 17:30:00,18.63606125
2017-11-08 13:41:27,15.8180293594,2017-11-08 13:41:27,19.920126709,,,,,2017-05-18 18:00:00,18.63544125
2017-11-08 13:51:28,15.7983224909,2017-11-08 13:51:28,19.9261594238,,,,,2017-05-18 18:30:00,18.63694125
2017-11-08 14:01:30,15.8180293594,2017-11-08 14:01:30,19.9229419759,,,,,2017-05-18 19:00:00,18.63552125
2017-11-08 14:11:31,15.814610821,2017-11-08 14:11:31,19.9507930094,,,,,2017-05-18 19:30:00,18.63669125
2017-11-08 14:21:33,15.8092819228,2017-11-08 14:21:33,19.9366161296,,,,,2017-05-18 20:00:00,18.63669125
2017-11-08 14:31:35,15.8077737441,2017-11-08 14:31:35,19.918115804,,,,,2017-05-18 20:30:00,18.63669125
2017-11-08 14:41:37,15.8077737441,2017-11-08 14:41:37,19.9328959554,,,,,2017-05-18 21:00:00,18.63669125
2017-11-08 14:51:38,15.8096841038,2017-11-08 14:51:38,19.9246512451,,,,,2017-05-18 21:30:00,18.63640125
2017-11-08 15:01:39,15.8340160537,2017-11-08 15:01:39,19.9326948649,,,,,2017-05-18 22:00:00,18.63552125
2017-11-08 15:11:41,15.8095835586,2017-11-08 15:11:41,19.9466706543,,,,,2017-05-18 22:30:00,18.63464125
2017-11-08 15:21:42,15.8241626195,2017-11-08 15:21:42,19.938828125,,,,,2017-05-18 23:00:00,18.63727125
2017-11-08 15:31:44,15.8230566217,2017-11-08 15:31:44,19.9623557129,,,,,2017-05-18 23:30:00,18.63560125
2017-11-08 15:41:46,15.8282849746,2017-11-08 15:41:46,19.9541110026,,,,,2017-05-19 00:00:00,18.63685125
2017-11-08 15:51:47,15.8192359023,2017-11-08 15:51:47,19.9257572428,,,,,2017-05-19 00:30:00,18.63598125
2017-11-08 16:01:49,15.7995290338,2017-11-08 16:01:49,19.9148983561,,,,,2017-05-19 01:00:00,18.63510125
2017-11-08 16:11:50,15.7895750544,2017-11-08 16:11:50,19.9114798177,,,,,2017-05-19 01:30:00,18.63485125
2017-11-08 16:21:52,15.8288882461,2017-11-08 16:21:52,19.9503908285,,,,,2017-05-19 02:00:00,18.63344125
2017-11-08 16:31:53,15.8185320856,2017-11-08 16:31:53,19.9458662923,,,,,2017-05-19 02:30:00,18.63369125
2017-11-08 16:41:54,15.8158173639,2017-11-08 16:41:54,19.9442575684,,,,,2017-05-19 03:00:00,18.63394125
2017-11-08 16:51:56,15.8176271784,2017-11-08 16:51:56,19.9327954102,,,,,2017-05-19 03:30:00,18.63194125
2017-11-08 17:01:58,15.8119966445,2017-11-08 17:01:58,19.9390292155,,,,,2017-05-19 04:00:00,18.63344125
2017-11-08 17:12:00,15.8001323053,2017-11-08 17:12:00,19.9526028239,,,,,2017-05-19 04:30:00,18.63281125
2017-11-08 17:22:02,15.8122982803,2017-11-08 17:22:02,19.9339014079,,,,,2017-05-19 05:00:00,18.63335125
2017-11-08 17:32:03,15.8019421198,2017-11-08 17:32:03,19.940436849,,,,,2017-05-19 05:30:00,18.63335125
2017-11-08 17:42:04,15.8198391738,2017-11-08 17:42:04,19.9524017334,,,,,2017-05-19 06:00:00,18.63335125
2017-11-08 17:52:06,15.8003333958,2017-11-08 17:52:06,19.9385264893,,,,,2017-05-19 06:30:00,18.63335125
2017-11-08 18:02:08,15.8085781061,2017-11-08 18:02:08,19.9312872314,,,,,2017-05-19 07:00:00,18.63219125
2017-11-08 18:12:09,15.8206435358,2017-11-08 18:12:09,19.9167081706,,,,,2017-05-19 07:30:00,18.62919125
2017-11-08 18:22:11,15.805260113,2017-11-08 18:22:11,19.9147978109,,,,,2017-05-19 08:00:00,18.62969125
2017-11-08 18:32:12,15.8120971898,2017-11-08 18:32:12,19.9322926839,,,,,2017-05-19 08:30:00,18.63085125
2017-11-08 18:42:15,15.8099857396,2017-11-08 18:42:15,19.9207299805,,,,,2017-05-19 09:00:00,18.63085125
2017-11-08 18:52:16,15.7913848688,2017-11-08 18:52:16,19.9346052246,,,,,2017-05-19 09:30:00,18.63006125
2017-11-08 19:02:18,15.8093824681,2017-11-08 19:02:18,19.949385376,,,,,2017-05-19 10:00:00,18.62869125
2017-11-08 19:12:20,15.7925914118,2017-11-08 19:12:20,19.929477417,,,,,2017-05-19 10:30:00,18.63094125
2017-11-08 19:22:22,15.8301953343,2017-11-08 19:22:22,19.9420455729,,,,,2017-05-19 11:00:00,18.63144125
2017-11-08 19:32:24,15.7945017715,2017-11-08 19:32:24,19.9457657471,,,,,2017-05-19 11:30:00,18.63144125
2017-11-08 19:42:25,15.8074721084,2017-11-08 19:42:25,19.9362139486,,,,,2017-05-19 12:00:00,18.62969125
2017-11-08 19:52:27,15.7956077692,2017-11-08 19:52:27,19.9418444824,,,,,2017-05-19 12:30:00,18.62944125
2017-11-08 20:02:28,15.8100862848,2017-11-08 20:02:28,19.9390292155,,,,,2017-05-19 13:00:00,18.62919125
2017-11-08 20:12:29,15.8255702529,2017-11-08 20:12:29,19.9226403402,,,,,2017-05-19 13:30:00,18.62944125
2017-11-08 20:22:31,15.8180293594,2017-11-08 20:22:31,19.9245506999,,,,,2017-05-19 14:00:00,18.62794125
2017-11-08 20:32:33,15.8019421198,2017-11-08 20:32:33,19.9225397949,,,,,2017-05-19 14:30:00,18.62831125
2017-11-08 20:42:34,15.8101868301,2017-11-08 20:42:34,19.9237463379,,,,,2017-05-19 15:00:00,18.62985125
2017-11-08 20:52:35,15.8116950088,2017-11-08 20:52:35,19.9374204915,,,,,2017-05-19 15:30:00,18.62923125
2017-11-08 21:02:37,15.7979203099,2017-11-08 21:02:37,19.9426488444,,,,,2017-05-19 16:00:00,18.62860125
2017-11-08 21:12:38,15.82436371,2017-11-08 21:12:38,19.9448608398,,,,,2017-05-19 16:30:00,18.62685125
2017-11-08 21:22:40,15.8280838841,2017-11-08 21:22:40,19.929879598,,,,,2017-05-19 17:00:00,18.62802125
2017-11-08 21:32:42,15.8408531305,2017-11-08 21:32:42,19.9346052246,,,,,2017-05-19 17:30:00,18.62590125
2017-11-08 21:42:43,15.8182304499,2017-11-08 21:42:43,19.9353090413,,,,,2017-05-19 18:00:00,18.62669125
2017-11-08 21:52:44,15.8186326309,2017-11-08 21:52:44,19.9293768717,,,,,2017-05-19 18:30:00,18.62935125
2017-11-08 22:02:46,15.8199397191,2017-11-08 22:02:47,19.9527033691,,,,,2017-05-19 19:00:00,18.62560125
2017-11-08 22:12:48,15.8279833389,2017-11-08 22:12:48,19.9219365234,,,,,2017-05-19 19:30:00,18.62523125
2017-11-08 22:22:50,15.8053606582,2017-11-08 22:22:50,19.9319910482,,,,,2017-05-19 20:00:00,18.62427125
2017-11-08 22:32:52,15.811393373,2017-11-08 22:32:52,19.9260588786,,,,,2017-05-19 20:30:00,18.62340125
2017-11-08 22:42:53,15.8249669815,2017-11-08 22:42:53,19.9146972656,,,,,2017-05-19 21:00:00,18.62369125
2017-11-08 22:52:55,15.8038524795,2017-11-08 22:52:55,19.9077596436,,,,,2017-05-19 21:30:00,18.62385125
2017-11-08 23:02:56,15.8116950088,2017-11-08 23:02:56,19.9250534261,,,,,2017-05-19 22:00:00,18.62285125
2017-11-08 23:12:58,15.8266762506,2017-11-08 23:12:58,19.9150994466,,,,,2017-05-19 22:30:00,18.62285125
2017-11-08 23:23:00,15.8067682917,2017-11-08 23:23:00,19.9343035889,,,,,2017-05-19 23:00:00,18.62227125
2017-11-08 23:33:01,15.7974175837,2017-11-08 23:33:01,19.919724528,,,,,2017-05-19 23:30:00,18.61877125
2017-11-08 23:43:03,15.7994284886,2017-11-08 23:43:03,19.9365155843,,,,,2017-05-20 00:00:00,18.62052125
2017-11-08 23:53:04,15.8003333958,2017-11-08 23:53:04,19.9239474284,,,,,2017-05-20 00:30:00,18.62081125
2017-11-09 00:03:06,15.7904799616,2017-11-09 00:03:06,19.9476761068,,,,,2017-05-20 01:00:00,18.61994125
2017-11-09 00:13:07,15.8061650202,2017-11-09 00:13:07,19.9259583333,,,,,2017-05-20 01:30:00,18.61994125
2017-11-09 00:23:08,15.7921892308,2017-11-09 00:23:08,19.9183168945,,,,,2017-05-20 02:00:00,18.62110125
2017-11-09 00:33:09,15.7985235814,2017-11-09 00:33:09,19.9305834147,,,,,2017-05-20 02:30:00,18.62165125
2017-11-09 00:43:11,15.8286871556,2017-11-09 00:43:11,19.93681722,,,,,2017-05-20 03:00:00,18.61985125
2017-11-09 00:53:13,15.8005344863,2017-11-09 00:53:13,19.9398335775,,,,,2017-05-20 03:30:00,18.62015125
2017-11-09 01:03:16,15.8258718887,2017-11-09 01:03:16,19.9341024984,,,,,2017-05-20 04:00:00,18.61752125
2017-11-09 01:13:17,15.8262740697,2017-11-09 01:13:17,19.911580363,,,,,2017-05-20 04:30:00,18.61689125
2017-11-09 01:23:19,15.7975181289,2017-11-09 01:23:19,19.9299801432,,,,,2017-05-20 05:00:00,18.61802125
2017-11-09 01:33:21,15.8050590225,2017-11-09 01:33:21,19.9442575684,,,,,2017-05-20 05:30:00,18.61744125
2017-11-09 01:43:23,15.80405357,2017-11-09 01:43:23,19.9429504801,,,,,2017-05-20 06:00:00,18.61744125
2017-11-09 01:53:24,15.7976186741,2017-11-09 01:53:24,19.9237463379,,,,,2017-05-20 06:30:00,18.61706125
2017-11-09 02:03:26,15.8011377578,2017-11-09 02:03:26,19.9239474284,,,,,2017-05-20 07:00:00,18.61669125
2017-11-09 02:13:27,15.8139070042,2017-11-09 02:13:27,19.9408390299,,,,,2017-05-20 07:30:00,18.61381125
2017-11-09 02:23:28,15.831301332,2017-11-09 02:23:28,19.9307845052,,,,,2017-05-20 08:00:00,18.61735125
2017-11-09 02:33:30,15.7912843236,2017-11-09 02:33:30,19.9395319417,,,,,2017-05-20 08:30:00,18.61710125
2017-11-09 02:43:32,15.8183309951,2017-11-09 02:43:32,19.9482793783,,,,,2017-05-20 09:00:00,18.61510125
2017-11-09 02:53:33,15.8390433161,2017-11-09 02:53:33,19.9328959554,,,,,2017-05-20 09:30:00,18.61535125
2017-11-09 03:03:35,15.8061650202,2017-11-09 03:03:35,19.9414423014,,,,,2017-05-20 10:00:00,18.61502125
2017-11-09 03:13:36,15.8181299046,2017-11-09 03:13:36,19.9533066406,,,,,2017-05-20 10:30:00,18.61465125
2017-11-09 03:23:38,15.8120971898,2017-11-09 03:23:38,19.9331975911,,,,,2017-05-20 11:00:00,18.61602125
2017-11-09 03:33:39,15.8008361221,2017-11-09 03:33:39,19.9358117676,,,,,2017-05-20 11:30:00,18.61465125
2017-11-09 03:43:41,15.8157168187,2017-11-09 03:43:41,19.9227408854,,,,,2017-05-20 12:00:00,18.61327125
2017-11-09 03:53:42,15.8080753799,2017-11-09 03:53:42,19.948581014,,,,,2017-05-20 12:30:00,18.61344125
2017-11-09 04:03:44,15.8413558568,2017-11-09 04:03:44,19.9222381592,,,,,2017-05-20 13:00:00,18.61244125
2017-11-09 04:13:45,15.8356247777,2017-11-09 04:13:45,19.9174119873,,,,,2017-05-20 13:30:00,18.61394125
2017-11-09 04:23:46,15.8154151829,2017-11-09 04:23:46,19.9289746908,,,,,2017-05-20 14:00:00,18.61369125
2017-11-09 04:33:47,15.8160184544,2017-11-09 04:33:47,19.9142950846,,,,,2017-05-20 14:30:00,18.61219125
2017-11-09 04:43:49,15.8242631647,2017-11-09 04:43:49,19.9335997721,,,,,2017-05-20 15:00:00,18.61244125
2017-11-09 04:53:50,15.8214478978,2017-11-09 04:53:50,19.9307845052,,,,,2017-05-20 15:30:00,18.61331125
2017-11-09 05:03:52,15.8093824681,2017-11-09 05:03:52,19.9371188558,,,,,2017-05-20 16:00:00,18.61244125
2017-11-09 05:13:54,15.8292904271,2017-11-09 05:13:54,19.9233441569,,,,,2017-05-20 16:30:00,18.61306125
2017-11-09 05:23:56,15.8354236872,2017-11-09 05:23:56,19.9521000977,,,,,2017-05-20 17:00:00,18.61194125
2017-11-09 05:33:57,15.821548443,2017-11-09 05:33:57,19.9572279053,,,,,2017-05-20 17:30:00,18.61194125
2017-11-09 05:43:59,15.8230566217,2017-11-09 05:43:59,19.930281779,,,,,2017-05-20 18:00:00,18.61194125
2017-11-09 05:54:01,15.7987246719,2017-11-09 05:54:01,19.9331975911,,,,,2017-05-20 18:30:00,18.61131125
2017-11-09 06:04:02,15.8340160537,2017-11-09 06:04:02,19.929477417,,,,,2017-05-20 19:00:00,18.61185125
2017-11-09 06:14:04,15.8019421198,2017-11-09 06:14:04,19.9419450277,,,,,2017-05-20 19:30:00,18.61160125
2017-11-09 06:24:05,15.8191353571,2017-11-09 06:24:05,19.9470728353,,,,,2017-05-20 20:00:00,18.61135125
2017-11-09 06:34:07,15.8107901016,2017-11-09 06:34:07,19.9458662923,,,,,2017-05-20 20:30:00,18.61248125
2017-11-09 06:44:09,15.8283855199,2017-11-09 06:44:09,19.9514968262,,,,,2017-05-20 21:00:00,18.61185125
2017-11-09 06:54:11,15.812599916,2017-11-09 06:54:11,19.9570268148,,,,,2017-05-20 21:30:00,18.61135125
2017-11-09 07:04:12,15.8011377578,2017-11-09 07:04:12,19.9553175456,,,,,2017-05-20 22:00:00,18.61144125
2017-11-09 07:14:14,15.8279833389,2017-11-09 07:14:14,19.93068396,,,,,2017-05-20 22:30:00,18.61056125
2017-11-09 07:24:16,15.852013653,2017-11-09 07:24:16,19.9457657471,,,,,2017-05-20 23:00:00,18.61085125
2017-11-09 07:34:17,15.8189342666,2017-11-09 07:34:17,19.9506924642,,,,,2017-05-20 23:30:00,18.61173125
2017-11-09 07:44:19,15.8196380833,2017-11-09 07:44:19,19.9558202718,,,,,2017-05-21 00:00:00,18.61260125
2017-11-09 07:54:21,15.8391438613,2017-11-09 07:54:21,19.9557197266,,,,,2017-05-21 00:30:00,18.61198125
2017-11-09 08:04:22,15.8141080947,2017-11-09 08:04:22,19.9589371745,,,,,2017-05-21 01:00:00,18.61135125
2017-11-09 08:14:24,15.8162195449,2017-11-09 08:14:24,19.9455646566,,,,,2017-05-21 01:30:00,18.61194125
2017-11-09 08:24:25,15.7985235814,2017-11-09 08:24:25,19.9429504801,,,,,2017-05-21 02:00:00,18.61194125
2017-11-09 08:34:27,15.8196380833,2017-11-09 08:34:27,19.9347057699,,,,,2017-05-21 02:30:00,18.61256125
2017-11-09 08:44:29,15.8441711237,2017-11-09 08:44:29,19.9345046794,,,,,2017-05-21 03:00:00,18.61027125
