"Used Space, x; Total Space, x","Used Space, y","Total Space, y"
2017-10-22 21:59:00,215894,225428
2017-10-22 22:59:00,215884,225428
2017-10-22 23:59:00,215989,225428
2017-10-23 00:59:00,216000,225428
2017-10-23 01:59:00,216006,225428
2017-10-23 02:59:00,216007,225428
2017-10-23 03:59:00,215916,225428
2017-10-23 04:59:00,216383,225428
2017-10-23 05:59:00,216510,225428
2017-10-23 06:59:00,216906,225428
2017-10-23 07:59:00,217156,225428
2017-10-23 08:59:00,217538,225428
2017-10-23 09:59:00,217542,225428
2017-10-23 10:59:00,217673,225428
2017-10-23 11:59:00,217548,225428
2017-10-23 12:59:00,216871,225428
2017-10-23 13:59:00,217149,225428
2017-10-23 14:59:00,217151,225428
2017-10-23 15:59:00,217229,225428
2017-10-23 16:59:00,217270,225428
2017-10-23 17:59:00,217380,225428
2017-10-23 18:59:00,217151,225428
2017-10-23 19:59:00,216947,225428
2017-10-23 20:59:00,217002,225428
2017-10-23 21:59:00,216997,225428
2017-10-23 22:59:00,217032,225428
2017-10-23 23:59:00,217042,225428
2017-10-24 00:59:00,217078,225428
2017-10-24 01:59:00,217124,225428
2017-10-24 02:59:00,217045,225428
2017-10-24 03:59:00,217063,225428
2017-10-24 04:59:00,217095,225428
2017-10-24 05:59:00,216913,225428
2017-10-24 06:59:00,217094,225428
2017-10-24 07:59:00,217020,225428
2017-10-24 08:59:00,217118,225428
2017-10-24 09:59:00,217059,225428
2017-10-24 10:59:00,217160,225428
2017-10-24 11:59:00,216834,225428
2017-10-24 12:59:00,216838,225428
2017-10-24 13:59:00,216900,225428
2017-10-24 14:59:00,216732,225428
2017-10-24 15:59:00,216836,225428
2017-10-24 16:59:00,216832,225428
2017-10-24 17:59:00,216829,225428
2017-10-24 18:59:00,216820,225428
2017-10-24 19:59:00,216821,225428
2017-10-24 20:59:00,216815,225428
2017-10-24 21:59:00,216837,225428
2017-10-24 22:59:00,216861,225428
2017-10-24 23:59:00,216907,225428
2017-10-25 00:59:00,216935,225428
2017-10-25 01:59:00,216975,225428
2017-10-25 02:59:00,216923,225428
2017-10-25 03:59:00,217011,225428
2017-10-25 04:59:00,217076,225428
2017-10-25 05:59:00,217155,225428
2017-10-25 06:59:00,217146,225428
2017-10-25 07:59:00,217169,225428
2017-10-25 08:59:00,217196,225428
2017-10-25 09:59:00,217217,225428
2017-10-25 10:59:00,217255,225428
2017-10-25 11:59:00,217073,225428
2017-10-25 12:59:00,217073,225428
2017-10-25 13:59:00,217112,225428
2017-10-25 14:59:00,217241,225428
2017-10-25 15:59:00,217241,225428
2017-10-25 16:59:00,217291,225428
2017-10-25 17:59:00,217075,225428
2017-10-25 18:59:00,216812,225428
2017-10-25 19:59:00,216865,225428
2017-10-25 20:59:00,216941,225428
2017-10-25 21:59:00,216863,225428
2017-10-25 22:59:00,215840,225428
2017-10-25 23:59:00,215906,225428
2017-10-26 00:59:00,215547,225428
2017-10-26 01:59:00,215575,225428
2017-10-26 02:59:00,215564,225428
2017-10-26 03:59:00,215605,225428
2017-10-26 04:59:00,215643,225428
2017-10-26 05:59:00,215706,225428
2017-10-26 06:59:00,215668,225428
2017-10-26 07:59:00,216352,225428
2017-10-26 08:59:00,216586,225428
2017-10-26 09:59:00,217298,225428
2017-10-26 10:59:00,217350,225428
2017-10-26 11:59:00,217235,225428
2017-10-26 12:59:00,217321,225428
2017-10-26 13:59:00,217325,225428
2017-10-26 14:59:00,217523,225428
2017-10-26 15:59:00,217451,225428
2017-10-26 16:59:00,217514,225428
2017-10-26 17:59:00,217566,225428
2017-10-26 18:59:00,216772,225428
2017-10-26 19:59:00,216794,225428
2017-10-26 20:59:00,216821,225428
2017-10-26 21:59:00,216782,225428
2017-10-26 22:59:00,216765,225428
2017-10-26 23:59:00,216797,225428
2017-10-27 00:59:00,216891,225428
2017-10-27 01:59:00,216913,225428
2017-10-27 02:59:00,216934,225428
2017-10-27 03:59:00,216947,225428
2017-10-27 04:59:00,216939,225428
2017-10-27 05:59:00,217018,225428
2017-10-27 06:59:00,216952,225428
2017-10-27 07:59:00,217052,225428
2017-10-27 08:59:00,217406,225428
2017-10-27 09:59:00,217450,225428
2017-10-27 10:59:00,217553,225428
2017-10-27 11:59:00,217596,225428
2017-10-27 12:59:00,217885,225428
2017-10-27 13:59:00,217934,225428
2017-10-27 14:59:00,218036,225428
2017-10-27 15:59:00,218105,225428
2017-10-27 16:59:00,218153,225428
2017-10-27 17:59:00,218167,225428
2017-10-27 18:59:00,218066,225428
2017-10-27 19:59:00,218098,225428
2017-10-27 20:59:00,218143,225428
2017-10-27 21:59:00,218104,225428
2017-10-27 22:59:00,218055,225428
2017-10-27 23:59:00,218150,225428
2017-10-28 00:59:00,218161,225428
2017-10-28 01:59:00,218165,225428
2017-10-28 02:59:00,218184,225428
2017-10-28 03:59:00,218200,225428
2017-10-28 04:59:00,218222,225428
2017-10-28 05:59:00,218248,225428
2017-10-28 06:59:00,218272,225428
2017-10-28 07:59:00,218316,225428
2017-10-28 08:59:00,218341,225428
2017-10-28 09:59:00,218368,225428
2017-10-28 10:59:00,218406,225428
2017-10-28 11:59:00,218444,225428
2017-10-28 12:59:00,218469,225428
2017-10-28 13:59:00,218513,225428
2017-10-28 14:59:00,218562,225428
2017-10-28 15:59:00,218587,225428
2017-10-28 16:59:00,218658,225428
2017-10-28 17:59:00,218673,225428
2017-10-28 18:59:00,218617,225428
2017-10-28 19:59:00,218651,225428
2017-10-28 20:59:00,218700,225428
2017-10-28 21:59:00,218719,225428
2017-10-28 22:59:00,218795,225428
2017-10-28 23:59:00,218885,225428
2017-10-29 00:59:00,218918,225428
2017-10-29 01:59:00,218943,225428
2017-10-29 02:59:00,218959,225428
2017-10-29 03:59:00,218982,225428
2017-10-29 04:59:00,219015,225428
2017-10-29 05:59:00,219032,225428
2017-10-29 06:59:00,218984,225428
2017-10-29 07:59:00,219004,225428
2017-10-29 08:59:00,219032,225428
2017-10-29 09:59:00,219044,225428
2017-10-29 10:59:00,219071,225428
2017-10-29 11:59:00,219089,225428
2017-10-29 12:59:00,219116,225428
2017-10-29 13:59:00,219151,225428
2017-10-29 14:59:00,219186,225428
2017-10-29 15:59:00,219224,225428
2017-10-29 16:59:00,219284,225428
2017-10-29 17:59:00,219285,225428
2017-10-29 18:59:00,219072,225428
2017-10-29 19:59:00,219087,225428
2017-10-29 20:59:00,219128,225428
2017-10-29 21:59:00,219133,225428
2017-10-29 22:59:00,219169,225428
2017-10-29 23:59:00,219242,225428
2017-10-30 00:59:00,219255,225428
2017-10-30 01:59:00,219261,225428
2017-10-30 02:59:00,219264,225428
2017-10-30 03:59:00,219194,225428
2017-10-30 04:59:00,219245,225428
2017-10-30 05:59:00,219440,225428
2017-10-30 06:59:00,219204,225428
2017-10-30 07:59:00,219405,225428
2017-10-30 08:59:00,219418,225428
2017-10-30 09:59:00,219320,225428
2017-10-30 10:59:00,219523,225428
2017-10-30 11:59:00,219546,225428
2017-10-30 12:59:00,219534,225428
2017-10-30 13:59:00,219614,225428
2017-10-30 14:59:00,219639,225428
2017-10-30 15:59:00,219913,225428
2017-10-30 16:59:00,219955,225428
2017-10-30 17:59:00,220061,225428
2017-10-30 18:59:00,219378,225428
2017-10-30 19:59:00,218842,225428
2017-10-30 20:59:00,218716,225428
2017-10-30 21:59:00,218572,225428
2017-10-30 22:59:00,218509,225428
2017-10-30 23:59:00,218752,225428
2017-10-31 00:59:00,218785,225428
2017-10-31 01:59:00,218680,225428
2017-10-31 02:59:00,218701,225428
2017-10-31 03:59:00,218709,225428
2017-10-31 04:59:00,218646,225428
2017-10-31 05:59:00,218540,225428
2017-10-31 06:59:00,218756,225428
2017-10-31 07:59:00,218595,225428
2017-10-31 08:59:00,218269,225428
2017-10-31 09:59:00,218526,225428
2017-10-31 10:59:00,218227,225428
2017-10-31 11:59:00,218236,225428
2017-10-31 12:59:00,218285,225428
2017-10-31 13:59:00,218311,225428
2017-10-31 14:59:00,218269,225428
2017-10-31 15:59:00,218213,225428
2017-10-31 16:59:00,218228,225428
2017-10-31 17:59:00,218281,225428
2017-10-31 18:59:00,218152,225428
2017-10-31 19:59:00,218078,225428
2017-10-31 20:59:00,218201,225428
2017-10-31 21:59:00,218235,225428
2017-10-31 22:59:00,218172,225428
2017-10-31 23:59:00,217730,225428
2017-11-01 00:59:00,217670,225428
2017-11-02 10:59:00,217912,225428
2017-11-02 11:59:00,217928,225428
2017-11-02 12:59:00,217985,225428
2017-11-02 13:59:00,218077,225428
2017-11-02 14:59:00,218018,225428
2017-11-02 15:59:00,218069,225428
2017-11-02 16:59:00,218333,225428
2017-11-02 17:59:00,218112,225428
2017-11-02 18:59:00,218249,225428
2017-11-02 19:59:00,217772,232851
2017-11-02 20:59:00,217855,232851
2017-11-02 21:59:00,217875,232851
2017-11-02 22:59:00,217957,232851
2017-11-02 23:59:00,218031,232851
2017-11-03 00:59:00,218065,232851
2017-11-03 01:59:00,218084,240275
2017-11-03 02:59:00,218219,240275
2017-11-03 03:59:00,218261,269970
2017-11-03 04:59:00,218253,269970
2017-11-03 05:59:00,217972,269970
2017-11-03 06:59:00,218104,269970
2017-11-03 07:59:00,218059,269970
2017-11-03 08:59:00,218104,269970
2017-11-03 09:59:00,221757,269970
2017-11-03 10:59:00,223461,269970
2017-11-03 11:59:00,220862,269970
2017-11-03 12:59:00,219697,269970
2017-11-03 13:59:00,230369,269970
2017-11-03 14:59:00,240219,269970
2017-11-03 15:59:00,239120,269970
2017-11-03 16:59:00,226752,269970
2017-11-03 17:59:00,228030,269970
2017-11-03 18:59:00,224742,269970
2017-11-03 19:59:00,221563,269970
2017-11-03 20:59:00,220622,269970
2017-11-03 21:59:00,220466,269970
2017-11-03 22:59:00,220520,269970
2017-11-03 23:59:00,220602,269970
2017-11-04 00:59:00,223419,269970
2017-11-04 01:59:00,223816,269970
2017-11-04 04:59:00,223816,269970
2017-11-04 05:59:00,222002,269970
2017-11-04 06:59:00,221364,269970
2017-11-04 07:59:00,221342,269970
2017-11-04 08:59:00,227756,269970
2017-11-04 09:59:00,225088,269970
2017-11-04 10:59:00,222735,269970
2017-11-04 11:59:00,205454,246740
2017-11-04 12:59:00,210385,252548
2017-11-04 13:59:00,209612,252548
2017-11-04 14:59:00,207011,246740
2017-11-04 15:59:00,207452,246740
2017-11-04 16:59:00,207231,246740
2017-11-04 17:59:00,211726,252548
2017-11-04 18:59:00,209124,246740
2017-11-04 19:59:00,209839,246740
2017-11-04 20:59:00,210214,246740
2017-11-04 21:59:00,210637,246740
2017-11-04 22:59:00,211109,246740
2017-11-04 23:59:00,211641,246740
2017-11-05 00:59:00,211803,246740
2017-11-05 01:59:00,212051,246740
2017-11-05 02:59:00,212021,246740
2017-11-05 03:59:00,213312,246740
2017-11-05 04:59:00,213298,246740
2017-11-05 05:59:00,213302,246740
2017-11-05 06:59:00,213255,246740
2017-11-05 07:59:00,213381,246740
2017-11-05 08:59:00,213812,246740
2017-11-05 09:59:00,214631,246740
2017-11-05 10:59:00,214228,246740
2017-11-05 11:59:00,214110,246740
2017-11-05 12:59:00,214106,246740
2017-11-05 13:59:00,214036,246740
2017-11-05 14:59:00,214060,246740
2017-11-05 15:59:00,214172,246740
2017-11-05 16:59:00,214249,246740
2017-11-05 17:59:00,214337,246740
2017-11-05 18:59:00,214388,246740
2017-11-05 19:59:00,214482,246740
2017-11-05 20:59:00,214503,246740
2017-11-05 21:59:00,214506,246740
2017-11-05 22:59:00,214596,246740
2017-11-05 23:59:00,215308,246740
2017-11-06 00:59:00,215511,246740
2017-11-06 01:59:00,215513,246740
2017-11-06 02:59:00,215513,246740
2017-11-06 03:59:00,215494,246740
2017-11-06 04:59:00,215559,246740
2017-11-06 05:59:00,215484,246740
2017-11-06 06:59:00,215369,246740
2017-11-06 07:59:00,218688,246740
2017-11-06 08:59:00,218522,246740
2017-11-06 09:59:00,217082,246740
2017-11-06 10:59:00,216261,246740
2017-11-06 11:59:00,216186,246740
2017-11-06 12:59:00,215040,246740
2017-11-06 13:59:00,215282,246740
2017-11-06 14:59:00,215389,246740
2017-11-06 15:59:00,215486,246740
2017-11-06 16:59:00,215616,246740
2017-11-06 17:59:00,215996,246740
2017-11-06 18:59:00,216158,246740
2017-11-06 19:59:00,216042,246740
2017-11-06 20:59:00,216081,246740
2017-11-06 21:59:00,216129,246740
2017-11-06 22:59:00,216175,246740
2017-11-06 23:59:00,216187,246740
2017-11-07 00:59:00,216244,246740
2017-11-07 01:59:00,216308,246740
2017-11-07 02:59:00,215854,246740
2017-11-07 03:59:00,215910,246740
2017-11-07 04:59:00,216423,246740
2017-11-07 05:59:00,215995,246740
2017-11-07 06:59:00,216102,246740
2017-11-07 07:59:00,216215,246740
2017-11-07 08:59:00,216394,246740
2017-11-07 09:59:00,216512,246740
2017-11-07 10:59:00,216793,246740
2017-11-07 11:59:00,216874,246740
2017-11-07 12:59:00,217328,246740
2017-11-07 13:59:00,217440,246740
2017-11-07 14:59:00,217506,246740
2017-11-07 15:59:00,217503,246740
2017-11-07 16:59:00,217561,246740
2017-11-07 17:59:00,218124,246740
2017-11-07 18:59:00,218147,246740
2017-11-07 19:59:00,217733,246740
2017-11-07 20:59:00,216814,246740
2017-11-07 21:59:00,216858,246740
2017-11-07 22:59:00,216911,246740
2017-11-07 23:59:00,216969,246740
2017-11-08 00:59:00,217017,246740
2017-11-08 01:59:00,217041,246740
2017-11-08 02:59:00,217060,246740
2017-11-08 03:59:00,217560,246740
2017-11-08 04:59:00,217638,246740
2017-11-08 05:59:00,217638,246740
2017-11-08 06:59:00,217448,246740
2017-11-08 07:59:00,217463,246740
2017-11-08 08:59:00,217518,246740
2017-11-08 09:59:00,217368,246740
2017-11-08 10:59:00,217267,246740
2017-11-08 11:59:00,217287,246740
2017-11-08 12:59:00,217326,246740
2017-11-08 13:59:00,217516,246740
2017-11-08 14:59:00,217516,246740
2017-11-08 15:59:00,217116,246740
2017-11-08 16:59:00,217237,246740
2017-11-08 17:59:00,217337,246740
2017-11-08 18:59:00,217286,246740
2017-11-08 19:59:00,217285,246740
2017-11-08 20:59:00,217322,246740
2017-11-08 21:59:00,217334,246740
2017-11-08 22:59:00,217364,246740
2017-11-08 23:59:00,217364,246740
2017-11-09 00:59:00,217454,246740
2017-11-09 01:59:00,217476,246740
2017-11-09 02:59:00,217492,246740
2017-11-09 03:59:00,217492,246740
2017-11-09 04:59:00,217474,246740
2017-11-09 05:59:00,217688,246740
2017-11-09 06:59:00,218286,246740
2017-11-09 07:59:00,218489,246740
2017-11-09 08:59:00,218503,246740
2017-11-09 09:59:00,219747,246740
2017-11-09 10:59:00,219725,246740
2017-11-09 11:59:00,219191,246740
2017-11-09 12:59:00,219275,246740
2017-11-09 13:59:00,219303,246740
2017-11-09 14:59:00,219360,246740
2017-11-09 15:59:00,219418,246740
2017-11-09 16:59:00,219508,246740
2017-11-09 17:59:00,219508,246740
2017-11-09 18:59:00,219325,246740
2017-11-09 19:59:00,218141,246740
2017-11-09 20:59:00,218318,246740
2017-11-09 21:59:00,218328,246740
2017-11-09 22:59:00,218419,246740
2017-11-09 23:59:00,218501,246740
2017-11-10 00:59:00,218553,246740
2017-11-10 01:59:00,218622,246740
2017-11-10 02:59:00,218654,246740
2017-11-10 03:59:00,218801,246740
2017-11-10 04:59:00,218801,246740
2017-11-10 05:59:00,218619,246740
2017-11-10 06:59:00,218530,246740
2017-11-10 07:59:00,218579,246740
2017-11-10 08:59:00,218614,246740
2017-11-10 09:59:00,218847,246740
2017-11-10 10:59:00,218890,246740
2017-11-10 11:59:00,218927,246740
2017-11-10 12:59:00,219094,246740
2017-11-10 13:59:00,219952,246740
2017-11-10 14:59:00,219963,246740
2017-11-10 15:59:00,219352,246740
2017-11-10 16:59:00,219312,246740
2017-11-10 17:59:00,219097,258355
2017-11-10 18:59:00,219393,258355
2017-11-10 19:59:00,219135,258355
2017-11-10 20:59:00,219135,258355
2017-11-10 21:59:00,219173,258355
2017-11-10 22:59:00,219177,258355
2017-11-10 23:59:00,219250,258355
2017-11-11 00:59:00,219212,258355
2017-11-11 01:59:00,219244,258355
2017-11-11 02:59:00,219280,258355
2017-11-11 03:59:00,219236,258355
2017-11-11 04:59:00,219232,258355
2017-11-11 05:59:00,219229,258355
2017-11-11 06:59:00,219275,258355
2017-11-11 07:59:00,219335,258355
2017-11-11 08:59:00,219477,258355
2017-11-11 09:59:00,219386,258355
2017-11-11 10:59:00,219393,258355
2017-11-11 11:59:00,219388,258355
2017-11-11 12:59:00,219705,258355
2017-11-11 13:59:00,219409,258355
2017-11-11 14:59:00,219509,258355
2017-11-11 15:59:00,219502,258355
2017-11-11 16:59:00,219454,258355
2017-11-11 17:59:00,219465,258355
2017-11-11 18:59:00,219529,258355
2017-11-11 19:59:00,219450,258355
2017-11-11 20:59:00,219701,258355
2017-11-11 21:59:00,219450,258355
2017-11-11 22:59:00,219519,258355
2017-11-11 23:59:00,219788,258355
2017-11-12 00:59:00,219631,258355
2017-11-12 01:59:00,219897,258355
2017-11-12 02:59:00,219561,258355
2017-11-12 03:59:00,219844,258355
2017-11-12 04:59:00,219833,258355
2017-11-12 05:59:00,219705,258355
2017-11-12 06:59:00,219924,258355
2017-11-12 07:59:00,220082,258355
2017-11-12 08:59:00,219862,258355
2017-11-12 09:59:00,220016,258355
2017-11-12 10:59:00,219904,258355
2017-11-12 11:59:00,219941,258355
2017-11-12 12:59:00,220391,258355
2017-11-12 13:59:00,220293,258355
2017-11-12 14:59:00,220049,258355
2017-11-12 15:59:00,220026,258355
2017-11-12 16:59:00,220001,258355
2017-11-12 17:59:00,220016,258355
2017-11-12 18:59:00,220003,258355
2017-11-12 19:59:00,220027,258355
2017-11-12 20:59:00,220065,258355
2017-11-12 21:59:00,220117,258355
2017-11-12 22:59:00,220174,258355
2017-11-12 23:59:00,220250,258355
2017-11-13 00:59:00,220263,258355
2017-11-13 01:59:00,220286,258355
2017-11-13 02:59:00,220302,258355
2017-11-13 03:59:00,220297,258355
2017-11-13 04:59:00,220322,258355
2017-11-13 05:59:00,220282,258355
2017-11-13 06:59:00,220268,258355
2017-11-13 07:59:00,220217,258355
2017-11-13 08:59:00,222201,258355
2017-11-13 09:59:00,222171,258355
2017-11-13 10:59:00,222318,258355
2017-11-13 11:59:00,222535,258355
2017-11-13 12:59:00,222656,258355
2017-11-17 11:59:00,224410,258355
2017-11-17 12:59:00,224467,258355
2017-11-17 13:59:00,225322,258355
2017-11-17 14:59:00,225481,258355
2017-11-17 15:59:00,224915,258355
2017-11-17 16:59:00,224932,258355
2017-11-17 17:59:00,224960,258355
2017-11-17 18:59:00,224967,258355
2017-11-17 19:59:00,223222,258355
2017-11-17 20:59:00,223252,258355
2017-11-17 21:59:00,223288,258355
2017-11-17 22:59:00,223304,258355
2017-11-17 23:59:00,223339,258355
2017-11-18 00:59:00,223624,258355
2017-11-18 01:59:00,223368,258355
2017-11-18 02:59:00,223381,258355
2017-11-18 03:59:00,223386,258355
2017-11-18 04:59:00,223351,258355
2017-11-18 05:59:00,223356,258355
2017-11-18 06:59:00,223368,258355
2017-11-18 07:59:00,223378,258355
2017-11-18 08:59:00,223428,258355
2017-11-18 09:59:00,223458,258355
2017-11-18 10:59:00,223524,258355
2017-11-18 11:59:00,223574,258355
2017-11-18 12:59:00,223616,258355
2017-11-18 13:59:00,223816,258355
2017-11-18 14:59:00,223677,258355
2017-11-18 15:59:00,223684,258355
2017-11-18 16:59:00,223861,258355
2017-11-18 17:59:00,223867,258355
2017-11-18 18:59:00,223865,258355
2017-11-18 19:59:00,223585,258355
2017-11-18 20:59:00,223513,258355
2017-11-18 21:59:00,223561,258355
2017-11-18 22:59:00,223599,258355
2017-11-18 23:59:00,223686,258355
2017-11-19 00:59:00,223701,258355
2017-11-19 01:59:00,223713,258355
2017-11-19 02:59:00,223723,258355
2017-11-19 03:59:00,223732,258355
2017-11-19 04:59:00,223747,258355
