"_line0, x; _line0 (1), x; _line0 (2), x; _line0 (3), x","_line0, y","_line3, x; _line4, x; _line4 (1), x; _line4 (2), x","_line3, y","_line6, x; _line8, x; _line8 (1), x; _line8 (2), x","_line6, y","_line9, x; _line12 (1), x; _line12 (2), x; _line12 (3), x","_line9, y","_line12, x; _line16, x; _line16 (1), x; _line16 (2), x","_line12, y","_line15, x; _line20, x; _line20 (1), x; _line20 (2), x","_line15, y","_line0 (1), y","_line4, y","_line8, y","_line12 (1), y","_line16, y","_line20, y","_line0 (2), y","_line4 (1), y","_line8 (1), y","_line12 (2), y","_line16 (1), y","_line20 (1), y","_line0 (3), y","_line4 (2), y","_line8 (2), y","_line12 (3), y","_line16 (2), y","_line20 (2), y"
2018-01-12 15:00:00,-0.5155263158,2018-01-12 09:00:00,-0.9963157895,2018-01-12 03:00:00,-1.1881578947,2018-01-09 15:00:00,-2.4002631579,2018-01-06 15:00:00,0.4434210526,2018-01-03 15:00:00,2.0139473684,1.5171052632,-0.1632894737,-1.2689473684,-14.6584210526,4.5077631579,6.1581578947,-1.8367105263,-1.3915789474,-1.3727631579,-0.5123684211,-0.9922368421,-1.4789473684,-2.4784210526,-1.5484210526,-1.1392105263,5.5780263158,0.5477631579,1.3448684211
2018-01-12 16:00:00,-0.4783333333,2018-01-12 10:00:00,-0.923245614,2018-01-12 04:00:00,-1.2306140351,2018-01-09 16:00:00,-2.4790350877,2018-01-06 16:00:00,0.4585087719,2018-01-03 16:00:00,2.039122807,1.7103508772,0.1235964912,-1.3389473684,-14.7590350877,4.4105263158,6.1985087719,-1.9406140351,-1.4243859649,-1.3995614035,-0.5322807018,-1.0104385965,-1.5412280702,-2.658245614,-1.6169298246,-1.2104385965,5.6290350877,0.453245614,1.3628947368
2018-01-12 17:00:00,-0.4428070175,2018-01-12 11:00:00,-0.8476754386,2018-01-12 05:00:00,-1.2814035088,2018-01-09 17:00:00,-2.5628070175,2018-01-06 17:00:00,0.4752631579,2018-01-03 17:00:00,2.0526315789,1.9035964912,0.4188157895,-1.3906140351,-14.8946491228,4.284122807,6.2355263158,-2.0536842105,-1.4530263158,-1.4263596491,-0.5521929825,-1.0286403509,-1.6051754386,-2.8330701754,-1.6796052632,-1.2866666667,5.683377193,0.3562280702,1.3909210526
2018-01-12 18:00:00,-0.4189473684,2018-01-12 12:00:00,-0.7721052632,2018-01-12 06:00:00,-1.3205263158,2018-01-09 18:00:00,-2.6415789474,2018-01-06 18:00:00,0.4886842105,2018-01-03 18:00:00,2.0794736842,2.0968421053,0.7123684211,-1.3789473684,-15.0302631579,4.1160526316,6.2592105263,-2.1634210526,-1.47,-1.4381578947,-0.5621052632,-1.0418421053,-1.6707894737,-2.9978947368,-1.7339473684,-1.3578947368,5.7510526316,0.2492105263,1.3989473684
2018-01-12 19:00:00,-0.400745614,2018-01-12 13:00:00,-0.7224122807,2018-01-12 07:00:00,-1.2124561404,2018-01-09 19:00:00,-2.7039912281,2018-01-06 19:00:00,0.4563157895,2018-01-03 19:00:00,2.0381140351,2.4387719298,0.8722807018,-1.0412280702,-14.945745614,3.8685964912,5.974254386,-2.209122807,-1.5539035088,-1.4284649123,-0.575877193,-1.0651754386,-1.6231140351,-3.2032017544,-1.9096052632,-1.4555701754,5.6968859649,0.1924561404,1.5205701754
2018-01-12 20:00:00,-0.3725438596,2018-01-12 14:00:00,-0.6660526316,2018-01-12 08:00:00,-1.0993859649,2018-01-09 20:00:00,-2.7614035088,2018-01-06 20:00:00,0.4339473684,2018-01-03 20:00:00,2.0284210526,2.7440350877,1.0321929825,-0.6901754386,-14.8612280702,3.6078070175,5.6792982456,-2.2498245614,-1.6428070175,-1.4137719298,-0.5963157895,-1.0935087719,-1.5837719298,-3.3985087719,-2.1102631579,-1.528245614,5.6293859649,0.1223684211,1.6338596491
2018-01-12 21:00:00,-0.3318421053,2018-01-12 15:00:00,-0.5955263158,2018-01-12 09:00:00,-1.0063157895,2018-01-09 21:00:00,-2.8063157895,2018-01-06 21:00:00,0.4115789474,2018-01-03 21:00:00,2.0028947368,3.0651315789,1.2096052632,-0.3357894737,-14.7342105263,3.3586842105,5.3493421053,-2.2880263158,-1.7367105263,-1.4190789474,-0.6184210526,-1.1243421053,-1.5452631579,-3.6138157895,-2.2884210526,-1.5559210526,5.5635526316,0.0289473684,1.7488157895
2018-01-12 22:00:00,-0.2944736842,2018-01-12 16:00:00,-0.5366666667,2018-01-12 10:00:00,-0.8949122807,2018-01-09 22:00:00,-2.8778947368,2018-01-06 22:00:00,0.3892105263,2018-01-03 22:00:00,1.9890350877,3.3812280702,1.3920175439,0.0319298246,-14.6755263158,3.0862280702,5.0927192982,-2.3262280702,-1.8289473684,-1.4260526316,-0.6255263158,-1.1501754386,-1.506754386,-3.819122807,-2.4649122807,-1.6419298246,5.5043859649,-0.0344736842,1.8354385965
2018-01-12 23:00:00,-0.2621052632,2018-01-12 17:00:00,-0.4936403509,2018-01-12 11:00:00,-0.7843421053,2018-01-09 23:00:00,-2.9211403509,2018-01-06 23:00:00,0.3635087719,2018-01-03 23:00:00,1.9685087719,3.6931578947,1.5769298246,0.3963157895,-14.6701754386,2.7637719298,4.8460964912,-2.3710964912,-1.9178508772,-1.4280263158,-0.6301315789,-1.1593421053,-1.4665789474,-4.0227631579,-2.6372368421,-1.7304385965,5.4577192982,-0.0853947368,1.9145614035
2018-01-13 00:00:00,-0.2297368421,2018-01-12 18:00:00,-0.4339473684,2018-01-12 12:00:00,-0.6671052632,2018-01-10 00:00:00,-2.9660526316,2018-01-07 00:00:00,0.3344736842,2018-01-04 00:00:00,1.9613157895,4.0034210526,1.7618421053,0.7523684211,-14.5931578947,2.4863157895,4.5344736842,-2.4176315789,-1.9884210526,-1.43,-0.6347368421,-1.1718421053,-1.4247368421,-4.2497368421,-2.8228947368,-1.8039473684,5.4060526316,-0.1413157895,1.9936842105
2018-01-13 01:00:00,-0.2097807018,2018-01-12 19:00:00,-0.4174122807,2018-01-12 13:00:00,-0.6599122807,2018-01-10 01:00:00,-3.0252631579,2018-01-07 01:00:00,0.3865789474,2018-01-04 01:00:00,1.9096052632,4.378245614,2.1346052632,0.9389473684,-14.4419736842,2.408377193,4.3989912281,-2.4799561404,-2.0807894737,-1.5297368421,-0.6299122807,-1.1656578947,-1.4171491228,-4.6181578947,-3.0815350877,-1.9779385965,5.4429824561,-0.0378508772,2.0505701754
2018-01-13 02:00:00,-0.1981578947,2018-01-12 20:00:00,-0.380877193,2018-01-12 14:00:00,-0.6527192982,2018-01-10 02:00:00,-3.0761403509,2018-01-07 02:00:00,0.4386842105,2018-01-04 02:00:00,1.8778947368,4.7330701754,2.5073684211,1.1355263158,-14.3207894737,2.3421052632,4.2085087719,-2.5489473684,-2.1698245614,-1.6294736842,-0.6300877193,-1.1611403509,-1.4062280702,-4.978245614,-3.3318421053,-2.1719298246,5.493245614,0.1222807018,2.1274561404
2018-01-13 03:00:00,-0.1748684211,2018-01-12 21:00:00,-0.3293421053,2018-01-12 15:00:00,-0.6455263158,2018-01-10 03:00:00,-3.1136842105,2018-01-07 03:00:00,0.5032894737,2018-01-04 03:00:00,1.8286842105,5.0803947368,2.8801315789,1.3446052632,-14.2121052632,2.315,4.0705263158,-2.5946052632,-2.2405263158,-1.7267105263,-0.6177631579,-1.1557894737,-1.4019736842,-5.3475,-3.5738157895,-2.3434210526,5.5393421053,0.2965789474,2.2093421053
2018-01-13 04:00:00,-0.1515789474,2018-01-12 22:00:00,-0.3111403509,2018-01-12 16:00:00,-0.6316666667,2018-01-10 04:00:00,-3.1478947368,2018-01-07 04:00:00,0.5612280702,2018-01-04 04:00:00,1.7878070175,5.3993859649,3.2528947368,1.5486842105,-14.1300877193,2.2795614035,3.9142105263,-2.6669298246,-2.3178947368,-1.8072807018,-0.6054385965,-1.1504385965,-1.4077192982,-5.7350877193,-3.8157894737,-2.518245614,5.5921052632,0.450877193,2.2728947368
2018-01-13 05:00:00,-0.1407894737,2018-01-12 23:00:00,-0.2862719298,2018-01-12 17:00:00,-0.6078070175,2018-01-10 05:00:00,-3.1879385965,2018-01-07 05:00:00,0.6216666667,2018-01-04 05:00:00,1.7569298246,5.718377193,3.6256578947,1.7694298246,-14.0422368421,2.2632894737,3.7678947368,-2.7234210526,-2.3877631579,-1.8811842105,-0.6022807018,-1.1350877193,-1.4251315789,-6.1185087719,-4.0602631579,-2.7180701754,5.6498684211,0.5893421053,2.3181140351
2018-01-13 06:00:00,-0.13,2018-01-13 00:00:00,-0.2747368421,2018-01-12 18:00:00,-0.5839473684,2018-01-10 06:00:00,-3.2363157895,2018-01-07 06:00:00,0.6821052632,2018-01-04 06:00:00,1.7260526316,6.0373684211,4.0034210526,1.9918421053,-13.9410526316,2.2336842105,3.5915789474,-2.7765789474,-2.4576315789,-1.9634210526,-0.6007894737,-1.1147368421,-1.4292105263,-6.5002631579,-4.2997368421,-2.9078947368,5.7176315789,0.7044736842,2.345
2018-01-13 07:00:00,-0.1429824561,2018-01-13 01:00:00,-0.2331140351,2018-01-12 19:00:00,-0.5465789474,2018-01-10 07:00:00,-3.2112280702,2018-01-07 07:00:00,0.7425877193,2018-01-04 07:00:00,1.6987280702,6.6026315789,4.3765789474,2.3154385965,-13.8659210526,1.9799561404,3.5048684211,-2.8014912281,-2.5124561404,-2.0424561404,-0.5739035088,-1.1378070175,-1.3854385965,-6.765877193,-4.6423245614,-3.1307017544,5.6306578947,0.7478508772,2.5737719298
2018-01-13 08:00:00,-0.1759649123,2018-01-13 02:00:00,-0.1881578947,2018-01-12 20:00:00,-0.5092105263,2018-01-10 08:00:00,-3.2044736842,2018-01-07 08:00:00,0.8097368421,2018-01-04 08:00:00,1.6930701754,7.1945614035,4.7280701754,2.6690350877,-13.7807894737,1.7495614035,3.4231578947,-2.8364035088,-2.5722807018,-2.1331578947,-0.5503508772,-1.160877193,-1.3316666667,-7.0631578947,-4.968245614,-3.3801754386,5.5303508772,0.7395614035,2.8575438596
2018-01-13 09:00:00,-0.1939473684,2018-01-13 03:00:00,-0.1573684211,2018-01-12 21:00:00,-0.4568421053,2018-01-10 09:00:00,-3.1910526316,2018-01-07 09:00:00,0.8485526316,2018-01-04 09:00:00,1.6840789474,7.8406578947,5.0553947368,2.9901315789,-13.6856578947,1.52,3.3139473684,-2.8663157895,-2.6196052632,-2.2180263158,-0.5326315789,-1.1939473684,-1.2778947368,-7.3596052632,-5.3125,-3.6038157895,5.4317105263,0.7146052632,3.1288157895
2018-01-13 10:00:00,-0.2235964912,2018-01-13 04:00:00,-0.1099122807,2018-01-12 22:00:00,-0.4011403509,2018-01-10 10:00:00,-3.1759649123,2018-01-07 10:00:00,0.8740350877,2018-01-04 10:00:00,1.6534210526,8.4434210526,5.4160526316,3.3062280702,-13.5788596491,1.3121052632,3.2247368421,-2.8995614035,-2.6602631579,-2.3062280702,-0.5099122807,-1.2170175439,-1.2257894737,-7.6593859649,-5.6700877193,-3.8407894737,5.3430701754,0.6896491228,3.3484210526
2018-01-13 11:00:00,-0.255745614,2018-01-13 05:00:00,-0.066622807,2018-01-12 23:00:00,-0.3471052632,2018-01-10 11:00:00,-3.1475438596,2018-01-07 11:00:00,0.9020175439,2018-01-04 11:00:00,1.6369298246,9.0786842105,5.7525438596,3.6014912281,-13.4970614035,1.1017105263,3.1496929825,-2.9253070175,-2.7075877193,-2.3944298246,-0.4880263158,-1.2400877193,-1.1753508772,-7.9708333333,-6.0276754386,-4.0802631579,5.2544298246,0.6646929825,3.5555263158
2018-01-13 12:00:00,-0.2678947368,2018-01-13 06:00:00,-0.03,2018-01-13 00:00:00,-0.3047368421,2018-01-10 12:00:00,-3.1207894737,2018-01-07 12:00:00,0.935,2018-01-04 12:00:00,1.6071052632,9.7139473684,6.1123684211,3.9134210526,-13.4202631579,0.8863157895,3.0463157895,-2.9460526316,-2.7465789474,-2.4676315789,-0.4694736842,-1.2631578947,-1.1365789474,-8.2589473684,-6.3902631579,-4.3197368421,5.1707894737,0.6397368421,3.7526315789
2018-01-13 13:00:00,-0.2938596491,2018-01-13 07:00:00,-0.0721491228,2018-01-13 01:00:00,-0.2856140351,2018-01-10 13:00:00,-3.0822807018,2018-01-07 13:00:00,0.9677192982,2018-01-04 13:00:00,1.6918421053,10.2364912281,6.6834649123,4.2374122807,-13.1400438596,0.7999561404,3.4792982456,-3.0012719298,-2.7656578947,-2.514122807,-0.546622807,-1.3248684211,-1.1998684211,-8.5527192982,-6.6575438596,-4.6314912281,5.0395175439,0.6832017544,3.7224122807
2018-01-13 14:00:00,-0.2964912281,2018-01-13 08:00:00,-0.1359649123,2018-01-13 02:00:00,-0.2748245614,2018-01-10 14:00:00,-3.0437719298,2018-01-07 14:00:00,1.0071052632,2018-01-04 14:00:00,1.7765789474,10.7590350877,7.2845614035,4.5997368421,-12.8314912281,0.7135964912,3.8772807018,-3.0564912281,-2.7897368421,-2.5539473684,-0.6221052632,-1.3899122807,-1.2631578947,-8.8414912281,-6.9348245614,-4.9399122807,4.908245614,0.74,3.7021929825
2018-01-13 15:00:00,-0.3057894737,2018-01-13 09:00:00,-0.1864473684,2018-01-13 03:00:00,-0.2598684211,2018-01-10 15:00:00,-2.9952631579,2018-01-07 15:00:00,1.0656578947,2018-01-04 15:00:00,1.8663157895,11.2640789474,7.8706578947,4.9778947368,-12.5296052632,0.6122368421,4.2327631579,-3.1092105263,-2.8038157895,-2.5896052632,-0.6959210526,-1.4557894737,-1.3289473684,-9.1602631579,-7.2121052632,-5.24,4.7744736842,0.7826315789,3.6744736842
2018-01-13 16:00:00,-0.3350877193,2018-01-13 10:00:00,-0.2419298246,2018-01-13 04:00:00,-0.2499122807,2018-01-10 16:00:00,-2.9400877193,2018-01-07 16:00:00,1.0992105263,2018-01-04 16:00:00,1.9527192982,11.779122807,8.4450877193,5.3560526316,-12.2310526316,0.540877193,4.628245614,-3.1635964912,-2.8178947368,-2.6152631579,-0.7630701754,-1.5116666667,-1.3947368421,-9.4523684211,-7.4860526316,-5.5184210526,4.6307017544,0.7702631579,3.5884210526
2018-01-13 17:00:00,-0.3568859649,2018-01-13 11:00:00,-0.2999122807,2018-01-13 05:00:00,-0.2274561404,2018-01-10 17:00:00,-2.8799122807,2018-01-07 17:00:00,1.1227631579,2018-01-04 17:00:00,2.054122807,12.3225,9.0228508772,5.7317105263,-11.9266666667,0.4803508772,5.0237280702,-3.2221491228,-2.8244736842,-2.6509210526,-0.8302192982,-1.5692105263,-1.4463596491,-9.7269736842,-7.7575,-5.8376754386,4.4977631579,0.7412280702,3.5407017544
2018-01-13 18:00:00,-0.3786842105,2018-01-13 12:00:00,-0.3578947368,2018-01-13 06:00:00,-0.195,2018-01-10 18:00:00,-2.8497368421,2018-01-07 18:00:00,1.1613157895,2018-01-04 18:00:00,2.1505263158,12.9042105263,9.5889473684,6.0823684211,-11.6289473684,0.4281578947,5.4342105263,-3.2773684211,-2.8310526316,-2.6865789474,-0.8973684211,-1.6284210526,-1.5063157895,-10.0015789474,-8.0339473684,-6.1752631579,4.3581578947,0.7905263158,3.5213157895
2018-01-13 19:00:00,-0.5013157895,2018-01-13 13:00:00,-0.3763596491,2018-01-13 07:00:00,-0.2388157895,2018-01-10 19:00:00,-2.7982017544,2018-01-07 19:00:00,1.1676315789,2018-01-04 19:00:00,2.1098684211,13.2231578947,10.1123245614,6.6676315789,-11.3505701754,0.2692105263,5.7081140351,-3.3131578947,-2.8737719298,-2.7089912281,-0.9753947368,-1.5967105263,-1.505,-10.311754386,-8.3252192982,-6.4717105263,4.1669736842,0.9232894737,3.2874561404
2018-01-13 20:00:00,-0.6006140351,2018-01-13 14:00:00,-0.3814912281,2018-01-13 08:00:00,-0.2726315789,2018-01-10 20:00:00,-2.7783333333,2018-01-07 20:00:00,1.1889473684,2018-01-04 20:00:00,2.0875438596,13.5721052632,10.5990350877,7.2428947368,-11.1071929825,0.1002631579,5.9320175439,-3.3439473684,-2.9331578947,-2.7314035088,-1.0484210526,-1.5583333333,-1.5036842105,-10.6485964912,-8.6531578947,-6.7664912281,3.9674561404,1.0010526316,3.0535964912
2018-01-13 21:00:00,-0.6990789474,2018-01-13 15:00:00,-0.3657894737,2018-01-13 09:00:00,-0.2964473684,2018-01-10 21:00:00,-2.7276315789,2018-01-07 21:00:00,1.2127631579,2018-01-04 21:00:00,2.0760526316,13.9210526316,11.1390789474,7.8181578947,-10.8638157895,-0.1011842105,6.1859210526,-3.3772368421,-2.9917105263,-2.7538157895,-1.1214473684,-1.5282894737,-1.4948684211,-10.9946052632,-8.9527631579,-7.0496052632,3.7896052632,1.0738157895,2.8447368421
2018-01-13 22:00:00,-0.7875438596,2018-01-13 16:00:00,-0.3500877193,2018-01-13 10:00:00,-0.3102631579,2018-01-10 22:00:00,-2.6735964912,2018-01-07 22:00:00,1.2499122807,2018-01-04 22:00:00,2.0545614035,14.2966666667,11.6157894737,8.3934210526,-10.6354385965,-0.3109649123,6.4614912281,-3.4105263158,-3.0435964912,-2.7795614035,-1.1928070175,-1.5049122807,-1.4843859649,-11.3056140351,-9.2390350877,-7.3327192982,3.5884210526,1.1615789474,2.5725438596
2018-01-13 23:00:00,-0.8743421053,2018-01-13 17:00:00,-0.3568859649,2018-01-13 11:00:00,-0.3465789474,2018-01-10 23:00:00,-2.6112280702,2018-01-07 23:00:00,1.2870614035,2018-01-04 23:00:00,2.0197368421,14.6314473684,12.13,8.9795175439,-10.4128947368,-0.4590789474,6.7637280702,-3.4488157895,-3.0988157895,-2.7986403509,-1.2525,-1.4790350877,-1.4755701754,-11.6307894737,-9.5553070175,-7.62,3.3839035088,1.1626754386,2.4053508772
2018-01-14 00:00:00,-0.9894736842,2018-01-13 18:00:00,-0.3486842105,2018-01-13 12:00:00,-0.3678947368,2018-01-11 00:00:00,-2.5505263158,2018-01-08 00:00:00,1.3242105263,2018-01-05 00:00:00,2.0065789474,14.9628947368,12.6742105263,9.5489473684,-10.2136842105,-0.6055263158,7.0126315789,-3.4971052632,-3.1523684211,-2.8160526316,-1.3105263158,-1.4481578947,-1.4634210526,-11.9726315789,-9.8715789474,-7.9339473684,3.1860526316,1.2071052632,2.2031578947
2018-01-14 01:00:00,-1.0463596491,2018-01-13 19:00:00,-0.4696491228,2018-01-13 13:00:00,-0.3705263158,2018-01-11 01:00:00,-2.4673684211,2018-01-08 01:00:00,1.3267982456,2018-01-05 01:00:00,2.0342105263,15.0847368421,12.9906578947,10.1098245614,-9.7804385965,-0.7919298246,7.5304824561,-3.5282894737,-3.1848245614,-2.8712719298,-1.2969298246,-1.4171052632,-1.5011842105,-12.1631140351,-10.174254386,-8.2793859649,3.0461403509,1.1621491228,1.9405263158
2018-01-14 02:00:00,-1.0815789474,2018-01-13 20:00:00,-0.5856140351,2018-01-13 14:00:00,-0.3931578947,2018-01-11 02:00:00,-2.370877193,2018-01-08 02:00:00,1.3210526316,2018-01-05 02:00:00,2.0701754386,15.1965789474,13.3337719298,10.6757017544,-9.3305263158,-0.9783333333,8.1333333333,-3.5761403509,-3.2189473684,-2.9464912281,-1.2866666667,-1.3977192982,-1.5356140351,-12.3202631579,-10.5069298246,-8.6531578947,2.9145614035,1.2705263158,1.6628947368
2018-01-14 03:00:00,-1.1576315789,2018-01-13 21:00:00,-0.6890789474,2018-01-13 15:00:00,-0.4057894737,2018-01-11 03:00:00,-2.2785526316,2018-01-08 03:00:00,1.2844736842,2018-01-05 03:00:00,2.0944736842,15.2359210526,13.6435526316,11.2040789474,-8.9614473684,-1.1647368421,8.6511842105,-3.6306578947,-3.2572368421,-3.0117105263,-1.3022368421,-1.4,-1.5692105263,-12.4840789474,-10.8146052632,-9.0177631579,2.7713157895,1.3597368421,1.3827631579
2018-01-14 04:00:00,-1.2520175439,2018-01-13 22:00:00,-0.800877193,2018-01-13 16:00:00,-0.4100877193,2018-01-11 04:00:00,-2.1845614035,2018-01-08 04:00:00,1.2578947368,2018-01-05 04:00:00,2.1204385965,15.3035964912,13.99,11.8007894737,-8.5923684211,-1.2561403509,9.1590350877,-3.6818421053,-3.2955263158,-3.0819298246,-1.3361403509,-1.3872807018,-1.5978070175,-12.6462280702,-11.1089473684,-9.3440350877,2.6197368421,1.3372807018,1.0959649123
2018-01-14 05:00:00,-1.3180701754,2018-01-13 23:00:00,-0.9076754386,2018-01-13 17:00:00,-0.4077192982,2018-01-11 05:00:00,-2.1205701754,2018-01-08 05:00:00,1.2463157895,2018-01-05 05:00:00,2.1539035088,15.3987719298,14.3614473684,12.4025,-8.1757894737,-1.425877193,9.6827192982,-3.7238596491,-3.3271491228,-3.1388157895,-1.3592105263,-1.3887280702,-1.6280701754,-12.830877193,-11.4232894737,-9.6228070175,2.4573245614,1.3756578947,0.79
2018-01-14 06:00:00,-1.3757894737,2018-01-14 00:00:00,-1.0144736842,2018-01-13 18:00:00,-0.4286842105,2018-01-11 06:00:00,-2.0315789474,2018-01-08 06:00:00,1.2347368421,2018-01-05 06:00:00,2.1723684211,15.5539473684,14.7278947368,12.9892105263,-7.7042105263,-1.4739473684,10.1747368421,-3.7592105263,-3.3471052632,-3.1923684211,-1.3739473684,-1.3818421053,-1.655,-13.0155263158,-11.7776315789,-9.9015789474,2.2815789474,1.3573684211,0.5173684211
2018-01-14 07:00:00,-1.3996929825,2018-01-14 01:00:00,-1.0696929825,2018-01-13 19:00:00,-0.5296491228,2018-01-11 07:00:00,-2.028377193,2018-01-08 07:00:00,1.1989473684,2018-01-05 07:00:00,2.1410087719,15.8351754386,14.8930701754,13.2864912281,-7.3177192982,-1.598377193,10.2732894737,-3.7331578947,-3.4282894737,-3.2573245614,-1.3479385965,-1.3776315789,-1.6448245614,-13.021754386,-11.9072807018,-10.2834210526,2.1624122807,1.3923684211,0.274122807
