"Close, x; Trace 1, x","Close, y","Trace 1, y"
736396.0,1150.0,332603000.0
736395.0,1223.54,291256000.0
736394.0,1272.83,153657000.0
736393.0,1267.12,134127000.0
736392.0,1255.15,183270000.0
736391.0,1274.99,315739000.0
736390.0,1251.01,368275000.0
736389.0,1222.5,229057000.0
736388.0,1179.97,184956000.0
736387.0,1179.97,131570000.0
736386.0,1165.2,116486000.0
736385.0,1143.84,139961000.0
736384.0,1173.68,330759000.0
736383.0,1166.72,189454000.0
736382.0,1117.44,136100000.0
736381.0,1115.3,186869000.0
736380.0,1079.98,109478000.0
736379.0,1047.87,77423300.0
736378.0,1054.42,99073500.0
736377.0,1046.21,136474000.0
736376.0,1027.44,122277000.0
736375.0,1007.48,89759400.0
736374.0,1004.55,137946000.0
736373.0,990.64,100607000.0
736372.0,999.18,67530000.0
736371.0,1004.45,102261000.0
736370.0,988.67,190452000.0
736369.0,994.38,407220000.0
736368.0,1063.07,201855000.0
736367.0,1061.35,146007000.0
736366.0,1038.15,111762000.0
736365.0,1027.34,114208000.0
736364.0,1042.9,155064000.0
736363.0,1029.91,201278000.0
736362.0,1011.8,145821000.0
736361.0,989.02,150110000.0
736360.0,970.4,164582000.0
736359.0,920.38,78227300.0
736358.0,919.5,60851700.0
736357.0,921.59,68979600.0
736356.0,919.75,125594000.0
736355.0,917.59,131958000.0
736354.0,901.54,120831000.0
736353.0,892.69,111349000.0
736352.0,921.01,73588600.0
736351.0,924.67,116573000.0
736350.0,921.79,111158000.0
736349.0,895.03,86728400.0
736348.0,899.07,105625000.0
736347.0,886.62,225677000.0
736346.0,907.94,155095000.0
736345.0,831.53,82755200.0
736344.0,821.8,71013600.0
736343.0,818.41,93063300.0
736342.0,823.98,168968000.0
736341.0,804.83,222326000.0
736340.0,777.76,310929000.0
736339.0,907.68,115808000.0
736338.0,902.83,141877000.0
736337.0,911.2,158715000.0
736336.0,908.59,279550000.0
736335.0,902.2,351876000.0
736334.0,1013.38,510199000.0
736333.0,1154.73,344946000.0
736332.0,1043.84,185168000.0
736331.0,1021.75,222185000.0
736330.0,998.33,147775000.0
736329.0,963.74,99135100.0
736328.0,961.24,187474000.0
736327.0,973.5,199320000.0
736326.0,975.92,236630000.0
736325.0,933.2,167308000.0
736324.0,907.61,123771000.0
736323.0,896.18,143665000.0
736322.0,898.82,137727000.0
736321.0,921.98,275564000.0
736320.0,864.54,200027000.0
736319.0,834.28,155576000.0
736318.0,800.88,99629300.0
736317.0,792.71,74886400.0
736316.0,790.53,60524400.0
736315.0,790.83,78989800.0
736314.0,784.91,83608200.0
736313.0,778.09,81580100.0
736312.0,781.48,75979000.0
736311.0,780.56,81645600.0
736310.0,780.09,76571000.0
736309.0,769.73,57313400.0
736308.0,774.65,53843100.0
736307.0,772.79,68705300.0
736306.0,770.81,80111900.0
736305.0,768.13,96426100.0
736304.0,764.22,116218000.0
736303.0,758.7,106363000.0
736302.0,773.87,60557900.0
736301.0,771.15,69547300.0
736300.0,777.94,127605000.0
736299.0,756.77,80461900.0
736298.0,745.69,84070800.0
736297.0,735.6,68511100.0
736296.0,735.81,61888600.0
736295.0,732.03,52601800.0
736294.0,735.38,54962700.0
736293.0,741.65,67807600.0
736292.0,740.29,85919300.0
736291.0,744.59,76543800.0
736290.0,751.35,129906000.0
736289.0,739.25,60802400.0
736288.0,731.03,154116000.0
736287.0,751.62,110608000.0
736286.0,751.59,87363100.0
736285.0,740.98,108579000.0
736284.0,744.2,141294000.0
736283.0,711.62,72038500.0
736282.0,705.02,62993000.0
736281.0,702.03,80318100.0
736280.0,705.05,64622500.0
736279.0,716.41,63119700.0
736278.0,715.53,68807800.0
736277.0,723.27,132429000.0
736276.0,709.85,79660800.0
736275.0,703.13,65047100.0
736274.0,711.52,59902200.0
736273.0,703.42,53752300.0
736272.0,703.24,99907700.0
736271.0,688.7,172808000.0
736270.0,740.83,84865200.0
736269.0,729.79,130527000.0
736268.0,700.97,97064400.0
736267.0,701.86,100665000.0
736266.0,714.48,134761000.0
736265.0,689.65,81145500.0
736264.0,688.31,96105300.0
736263.0,678.3,88877100.0
736262.0,657.59,90378800.0
736261.0,653.76,62218200.0
736260.0,657.07,54474600.0
736259.0,657.29,78556500.0
736258.0,632.83,55951000.0
736257.0,630.86,56957300.0
736256.0,630.52,69381700.0
736255.0,637.96,65546700.0
736254.0,639.19,58063600.0
736253.0,641.63,40298100.0
736252.0,638.65,39035400.0
736251.0,640.38,58144600.0
736250.0,636.79,61620700.0
736249.0,636.19,92370200.0
736248.0,641.07,103590000.0
736247.0,618.99,67481100.0
736246.0,616.75,39243400.0
736245.0,619.11,42345900.0
736244.0,617.12,64071400.0
736243.0,613.02,56812100.0
736242.0,612.51,68077500.0
736241.0,610.2,49801600.0
736240.0,612.13,46798300.0
736239.0,610.89,39249800.0
736238.0,613.98,56357000.0
736237.0,609.74,56122400.0
736236.0,605.69,55658600.0
736235.0,604.73,48722600.0
736234.0,606.17,49422400.0
736233.0,608.04,59153800.0
736232.0,600.83,33977800.0
736231.0,602.63,35359500.0
736230.0,602.84,51067000.0
736229.0,596.3,67085300.0
736228.0,597.15,82776200.0
736227.0,608.31,72710900.0
736226.0,609.23,54796400.0
736225.0,609.87,48679400.0
736224.0,605.98,37140300.0
736223.0,606.97,64963400.0
736222.0,607.15,59464600.0
736221.0,610.68,47877700.0
736220.0,609.24,86920600.0
736219.0,608.24,72812300.0
736218.0,606.72,73610800.0
736217.0,623.51,45016800.0
736216.0,622.86,64550200.0
736215.0,626.32,86713000.0
736214.0,614.54,75032400.0
736213.0,610.44,78529100.0
736212.0,606.59,82446800.0
736211.0,608.63,97942900.0
736210.0,598.21,159014000.0
736209.0,575.54,79910800.0
736208.0,572.3,76923400.0
736207.0,575.47,75840900.0
736206.0,577.5,70342400.0
736205.0,574.11,110398000.0
736204.0,573.91,86301600.0
736203.0,569.95,59698300.0
736202.0,579.65,48856800.0
736201.0,577.76,136130000.0
736200.0,580.18,56328200.0
736199.0,583.41,85349200.0
736198.0,586.75,72844000.0
736197.0,581.31,38299400.0
736196.0,581.7,45301400.0
736195.0,575.63,50631600.0
736194.0,574.32,59896600.0
736193.0,573.22,54443000.0
736192.0,577.44,58405200.0
736191.0,567.24,57262300.0
736190.0,570.47,60851100.0
736189.0,585.59,43563000.0
736188.0,587.56,69218000.0
736187.0,589.12,74514400.0
736186.0,592.1,102905000.0
736185.0,587.8,92228100.0
736184.0,591.05,61194100.0
736183.0,592.69,82398400.0
736182.0,587.78,80797300.0
736181.0,575.04,66127900.0
736180.0,578.29,125292000.0
736179.0,566.36,207982000.0
736178.0,547.47,330933000.0
736177.0,606.27,121887000.0
736176.0,624.68,110818000.0
736175.0,655.05,38456100.0
736174.0,656.99,60703500.0
736173.0,655.03,86428400.0
736172.0,654.35,147461000.0
736171.0,651.78,225135000.0
736170.0,654.1,78176500.0
736169.0,661.28,118184000.0
736168.0,655.56,69532200.0
736167.0,650.62,134169000.0
736166.0,665.01,60491800.0
736165.0,665.68,94636400.0
736164.0,672.86,61203300.0
736163.0,673.11,69465000.0
736162.0,679.46,74407900.0
736161.0,660.77,50330200.0
736160.0,663.25,81673100.0
736159.0,658.08,98511400.0
736158.0,654.47,131449000.0
736157.0,664.55,138173000.0
736156.0,647.66,107910000.0
736155.0,649.36,102532000.0
736154.0,650.96,180536000.0
736153.0,666.52,141970000.0
736152.0,640.56,258091000.0
736151.0,677.33,134961000.0
736150.0,670.63,130476000.0
736149.0,683.66,92008400.0
736148.0,658.66,129512000.0
736147.0,703.7,112354000.0
736146.0,676.3,134431000.0
736145.0,673.34,138980000.0
736144.0,639.89,142456000.0
736143.0,647.0,138385000.0
736142.0,655.27,122134000.0
736141.0,629.37,109225000.0
736140.0,665.12,126656000.0
736139.0,665.3,224317000.0
736138.0,623.98,253462000.0
736137.0,596.12,266393000.0
736136.0,666.65,309944000.0
736135.0,737.23,174511000.0
736134.0,763.78,136185000.0
736133.0,756.23,252718000.0
736132.0,748.91,363321000.0
736131.0,766.31,271634000.0
736130.0,694.47,99223800.0
736129.0,685.56,186694000.0
736128.0,704.38,243295000.0
736127.0,672.78,277085000.0
736126.0,606.73,82357000.0
736125.0,577.47,66991900.0
736124.0,574.63,71301000.0
736123.0,581.64,80265800.0
736122.0,576.6,107770000.0
736121.0,585.54,72138900.0
736120.0,574.98,68874100.0
736119.0,572.73,94925300.0
736118.0,569.19,122020000.0
736117.0,537.97,60378200.0
736116.0,536.92,86061800.0
736115.0,531.39,138450000.0
736114.0,533.86,87958700.0
736113.0,526.23,148737000.0
736112.0,530.04,181199000.0
736111.0,473.46,164781000.0
736110.0,453.38,65203800.0
736109.0,449.6,65231000.0
736108.0,445.98,65783100.0
736107.0,444.15,50582500.0
736106.0,439.32,39657600.0
736105.0,443.19,42762300.0
736104.0,442.68,81987900.0
736103.0,438.71,96027400.0
736102.0,454.62,86850100.0
736101.0,453.78,64100300.0
736100.0,454.16,59171500.0
736099.0,457.57,28514000.0
736098.0,455.67,37209000.0
736097.0,455.67,60845000.0
736096.0,454.77,59849300.0
736095.0,452.73,50605200.0
736094.0,450.89,58956100.0
736093.0,460.48,55493100.0
736092.0,458.55,40315000.0
736091.0,458.54,38364500.0
736090.0,459.6,72796800.0
736089.0,447.98,50440800.0
736088.0,446.72,50407300.0
736087.0,450.3,59366400.0
736086.0,444.67,92127000.0
736085.0,451.88,40660100.0
736084.0,448.32,69322600.0
736083.0,455.1,49258500.0
736082.0,449.01,74064700.0
736081.0,444.69,93564900.0
736080.0,466.09,78971900.0
736079.0,461.43,87091800.0
736078.0,458.56,68198400.0
736077.0,450.28,50485400.0
736076.0,445.74,58804400.0
736075.0,449.43,68204700.0
736074.0,441.39,72890100.0
736073.0,435.51,52810500.0
736072.0,428.59,55670900.0
736071.0,427.4,52125900.0
736070.0,430.57,39392800.0
736069.0,429.71,54801500.0
736068.0,424.28,45281000.0
736067.0,423.73,69060400.0
736066.0,425.19,70728800.0
736065.0,422.48,50747500.0
736064.0,421.56,73478600.0
736063.0,419.41,49792700.0
736062.0,420.35,63454700.0
736061.0,422.75,57858600.0
736060.0,423.41,59091000.0
736059.0,424.03,60718000.0
736058.0,421.44,50634300.0
736057.0,420.9,38053700.0
736056.0,420.87,45681200.0
736055.0,417.96,51235700.0
736054.0,416.73,60215200.0
736053.0,414.82,66034100.0
736052.0,416.52,75411500.0
736051.0,424.23,68522800.0
736050.0,426.76,71229400.0
736049.0,417.94,44650400.0
736048.0,417.18,52560000.0
736047.0,416.39,68346700.0
736046.0,418.04,61444200.0
736045.0,418.09,66813300.0
736044.0,413.31,61655400.0
736043.0,413.75,45947900.0
736042.0,410.44,58423000.0
736041.0,409.55,104940000.0
736040.0,420.62,83528600.0
736039.0,417.01,65185800.0
736038.0,416.83,66781700.0
736037.0,416.44,95259400.0
736036.0,414.06,74322800.0
736035.0,411.62,92712900.0
736034.0,421.69,73969700.0
736033.0,417.13,81022900.0
736032.0,414.86,70012300.0
736031.0,413.97,70311700.0
736030.0,414.32,85762400.0
736029.0,407.71,91212500.0
736028.0,400.57,135385000.0
736027.0,410.94,90856100.0
736026.0,421.65,100484000.0
736025.0,423.99,74955300.0
736024.0,435.12,74895800.0
736023.0,437.7,60694700.0
736022.0,433.5,53033400.0
736021.0,432.52,41893600.0
736020.0,432.15,61486000.0
736019.0,424.54,70798000.0
736018.0,424.95,67743700.0
736017.0,420.74,85244900.0
736016.0,437.75,85385200.0
736015.0,438.8,89820700.0
736014.0,437.16,93992100.0
736013.0,420.79,55711300.0
736012.0,422.37,76752600.0
736011.0,416.32,83193600.0
736010.0,407.49,73093100.0
736009.0,400.19,74070500.0
736008.0,407.23,74469800.0
736007.0,391.86,61911700.0
736006.0,384.26,67042800.0
736005.0,379.65,74375600.0
736004.0,381.65,85130900.0
736003.0,376.03,55318500.0
736002.0,373.45,47671100.0
736001.0,376.62,37076300.0
736000.0,376.52,49249300.0
735999.0,386.55,43825000.0
735998.0,389.59,69285500.0
735997.0,369.95,45933400.0
735996.0,374.45,40378700.0
735995.0,373.06,51656700.0
735994.0,368.77,37894300.0
735993.0,378.25,30284400.0
735992.0,379.47,86125300.0
735991.0,380.29,59247900.0
735990.0,394.97,47424400.0
735989.0,392.15,58147000.0
735988.0,391.73,59062400.0
735987.0,402.97,54824800.0
735986.0,387.49,56247400.0
735985.0,382.49,91546600.0
735984.0,410.26,68338000.0
735983.0,420.23,121720000.0
735982.0,380.15,46819800.0
735981.0,387.17,54403900.0
735980.0,382.3,45319600.0
735979.0,387.54,120352000.0
735978.0,364.33,153351000.0
735977.0,430.31,43945500.0
735976.0,432.37,173888000.0
735975.0,435.69,115607000.0
735974.0,448.43,40450000.0
735973.0,447.99,35995900.0
735972.0,447.61,32278000.0
735971.0,453.23,56993000.0
735970.0,458.05,87562200.0
735969.0,429.11,34042500.0
735968.0,431.96,34522600.0
735967.0,433.09,38477500.0
735966.0,430.01,39633800.0
735965.0,433.44,30096600.0
735964.0,434.33,36278900.0
735963.0,430.57,45996600.0
735962.0,426.62,46889400.0
735961.0,432.98,51596500.0
735960.0,422.28,49638600.0
735959.0,422.82,53591200.0
735958.0,417.27,116166000.0
735957.0,455.65,39078500.0
735956.0,454.99,57157200.0
735955.0,442.4,47161400.0
735954.0,436.57,50840400.0
735953.0,438.64,77639700.0
735952.0,442.69,75409400.0
735951.0,462.32,47892700.0
735950.0,463.62,60220100.0
735949.0,456.08,47978400.0
735948.0,454.93,107944000.0
735947.0,465.32,83121100.0
735946.0,444.18,130496000.0
735945.0,433.75,55050600.0
735944.0,435.0,131969000.0
735943.0,451.94,110944000.0
735942.0,415.48,52138900.0
735941.0,417.56,90917200.0
735940.0,415.56,57801400.0
735939.0,395.54,63455800.0
735938.0,388.78,77762000.0
735937.0,388.95,66282200.0
735936.0,363.18,35784100.0
735935.0,361.05,50714900.0
735934.0,359.19,54160500.0
735933.0,362.49,60452200.0
735932.0,377.32,71701600.0
735931.0,371.29,40409300.0
735930.0,357.38,36816600.0
735929.0,358.04,55179100.0
735928.0,352.68,106105000.0
735927.0,328.21,41666900.0
735926.0,320.05,29362600.0
735925.0,323.05,27478900.0
735924.0,324.54,23439400.0
735923.0,326.93,28200500.0
735922.0,322.02,53152900.0
735921.0,326.15,45011100.0
735920.0,334.59,43783800.0
735919.0,335.09,51001600.0
735918.0,330.75,47980100.0
735917.0,320.17,44213100.0
735916.0,332.91,38612000.0
735915.0,336.75,52003000.0
735914.0,338.15,78477800.0
735913.0,311.08,107070000.0
735912.0,336.82,95797900.0
735911.0,380.26,68224400.0
735910.0,373.37,51817600.0
735909.0,386.48,56625100.0
735908.0,374.47,122687000.0
735907.0,386.35,151825000.0
735906.0,411.56,263900000.0
735905.0,403.42,206162000.0
735904.0,361.19,101918000.0
735903.0,325.43,37001100.0
735902.0,314.17,48598100.0
735901.0,328.01,78305000.0
735900.0,313.86,64495900.0
735899.0,304.62,50808100.0
735898.0,293.79,46331800.0
735897.0,285.3,32108800.0
735896.0,283.68,45717100.0
735895.0,281.65,25942400.0
735894.0,276.5,29442500.0
735893.0,274.02,37808600.0
735892.0,266.27,25637300.0
735891.0,269.46,30889800.0
735890.0,263.44,25258800.0
735889.0,261.64,22434300.0
735888.0,270.64,43199600.0
735887.0,262.87,35901500.0
735886.0,254.32,25223500.0
735885.0,251.99,27462600.0
735884.0,249.51,28198500.0
735883.0,245.31,17388300.0
735882.0,247.05,16827300.0
735881.0,244.94,15912700.0
735880.0,243.93,17353100.0
735879.0,242.3,18515300.0
735878.0,242.97,22999200.0
735877.0,246.06,27535100.0
735876.0,240.38,23335900.0
735875.0,238.26,12999000.0
735874.0,238.73,16482700.0
735873.0,237.29,19677900.0
735872.0,237.55,20488800.0
735871.0,236.06,19743500.0
735870.0,236.69,22691300.0
735869.0,239.14,24713000.0
735868.0,232.76,14179900.0
735867.0,234.34,13724100.0
735866.0,235.14,22363600.0
735865.0,234.53,25097800.0
735864.0,230.28,17254100.0
735863.0,230.62,25009300.0
735862.0,227.09,19678800.0
735861.0,231.21,14444700.0
735860.0,231.49,12712600.0
735859.0,232.97,20242200.0
735858.0,229.81,18935400.0
735857.0,229.09,20144200.0
735856.0,230.3,19177800.0
735855.0,230.64,20997800.0
735854.0,230.51,18478800.0
735853.0,235.23,17962600.0
735852.0,240.11,19224700.0
735851.0,238.48,21215500.0
735850.0,238.17,23635700.0
735849.0,243.61,26879200.0
735848.0,239.85,21192200.0
735847.0,239.84,25473700.0
735846.0,235.02,20671400.0
735845.0,230.3,20962400.0
735844.0,227.18,17482000.0
735843.0,229.28,18760400.0
735842.0,228.12,20575200.0
735841.0,230.06,20710700.0
735840.0,228.76,19412600.0
735839.0,229.78,17142500.0
735838.0,231.4,31336600.0
735837.0,224.77,21905400.0
735836.0,225.83,31808000.0
735835.0,221.61,61089200.0
735834.0,210.5,59220700.0
735833.0,228.17,18406600.0
735832.0,230.39,23205900.0
735831.0,232.57,23173800.0
735830.0,235.35,32275000.0
735829.0,226.68,60869200.0
735828.0,211.08,42147200.0
735827.0,257.98,21617900.0
735826.0,258.51,29717000.0
735825.0,261.55,19321100.0
735824.0,265.68,27091200.0
735823.0,264.08,27685500.0
735822.0,266.38,26815400.0
735821.0,270.39,25433900.0
735820.0,264.47,20979400.0
735819.0,265.08,23789600.0
735818.0,261.0,58533000.0
735817.0,279.58,42484800.0
735816.0,278.58,18792100.0
735815.0,281.88,20128000.0
735814.0,285.22,21908700.0
735813.0,281.23,21474100.0
735812.0,282.61,17722200.0
735811.0,281.6,18995000.0
735810.0,284.65,23629100.0
735809.0,287.72,21635800.0
735808.0,289.59,24672600.0
