"Trace 0, x","Trace 0, y","Trace 0, z","Trace 1, x","Trace 1, y","Trace 1, z","Trace 2, x","Trace 2, y","Trace 2, z","Trace 3, x","Trace 3, y","Trace 3, z","Trace 4, x","Trace 4, y","Trace 4, z","Trace 5, x","Trace 5, y","Trace 5, z","Trace 6, x","Trace 6, y","Trace 6, z","Trace 7, x","Trace 7, y","Trace 7, z"
3.6003395975,66.3708082153,5.4401255763,20.4747965997,3.3342540177,1.5412329546,8.7541945509,26.6206472025,9.0288645306,14.0277019503,78.5877654107,-0.7890932162,,,,,,,,,,,,
4.9985560679,49.6542957714,-1.12550561,19.7409684757,2.3848106321,-0.3928381431,7.7565284731,29.2281191121,9.8753433482,14.2106793871,86.3630885827,1.6426568545,,,,,,,,,,,,
3.7030977205,51.020010708,7.1292173107,16.6637446457,14.7046070007,11.5008299958,8.9650892132,24.2245290253,6.609513185,14.8705489325,74.5656963955,1.6870533238,,,,,,,,,,,,
0.8347604218,50.1460473382,2.5041452188,18.8519157733,11.5273618728,7.6258057707,8.3881453844,29.5697957544,7.5024573465,14.5838552724,86.966666699,0.1179816785,,,,,,,,,,,,
3.7804290731,46.3122813827,-1.1328175285,20.9801641323,4.6511173607,5.3061856725,10.2239191277,10.694157241,12.6240898248,16.0019010613,67.9095526043,8.9572807483,,,,,,,,,,,,
3.5470083456,27.3102401052,3.9376643379,20.8726902573,-0.4002682106,5.1194924297,9.7264050512,20.3070157267,15.5276984015,14.5088286578,82.780834485,0.6843202036,,,,,,,,,,,,
-0.6835088544,62.8274682339,1.3843100453,20.5009619713,-0.7962730255,6.3134174848,9.1129348592,21.296188593,12.770896552,15.2087248173,74.2842442107,1.299986756,,,,,,,,,,,,
3.8426122844,57.4788784056,-2.4229527187,20.0974008844,11.4182203482,6.3456897145,6.9481272742,28.0402989335,7.9312263823,16.5286340305,69.6035265256,-7.267825273,,,,,,,,,,,,
0.9926528816,66.6725063985,3.5852494311,20.7862236071,-6.3610044892,4.0123995784,10.4432747882,25.2826366268,10.6255701586,15.1426558396,70.2633175163,2.2227038312,,,,,,,,,,,,
1.4577275986,71.2916652614,-4.0834639676,19.7777180321,7.9690183149,2.0216600464,8.5613545115,32.3311860403,5.7920528674,16.490428375,67.1171940117,-7.7274469315,,,,,,,,,,,,
-0.4309344341,57.0180258962,2.0685710009,19.9058708328,3.4782737802,7.425585495,10.1401499281,8.1630888769,13.8227643716,15.1547796125,77.6109865552,-3.0439836569,,,,,,,,,,,,
3.5258367243,42.4790392495,7.3160688132,20.1680859321,-4.3379668911,3.5672453411,6.0250842789,27.1655888106,21.3748677242,14.3875693759,79.3097452444,6.184126657,,,,,,,,,,,,
2.1665524031,42.7524036301,4.0033185481,19.9139551309,2.78572756,15.8318274647,9.5332691357,25.7707243318,8.4728011592,15.9899765759,71.0573443211,-2.2738381197,,,,,,,,,,,,
3.3801664246,41.4718357954,6.8697402306,20.1080373455,4.4652887138,12.1206648697,10.5108464646,13.5727009226,13.0073222007,16.0650342407,76.909775267,8.3832944455,,,,,,,,,,,,
0.7871125522,56.1456860722,-4.7674609147,21.9246536919,-2.6880682587,9.0741100158,8.9442472938,27.5731588244,6.4749955521,15.8524021541,71.8908560109,7.6016023396,,,,,,,,,,,,
-0.0724644973,64.064869813,4.0478209213,20.5991264539,-5.7177116436,6.9938217777,9.1891617225,25.8902721158,6.6349112992,15.7995161286,65.5913242366,-6.8467603582,,,,,,,,,,,,
1.7604719886,43.9494498035,-0.4918489632,19.1045176043,7.7727639983,9.100855789,10.0536097774,15.6233827143,12.2290757823,14.4005483351,79.5471684295,-8.3397873292,,,,,,,,,,,,
2.0705950618,50.2333824346,2.4484685372,17.1908156745,12.1932703874,0.3882607378,11.0233437166,10.9251412539,11.5519511947,12.8488991087,79.6109543165,4.1164312236,,,,,,,,,,,,
2.9203743024,51.1222596321,0.5087640634,21.1157932967,-0.6959385316,4.876479157,10.2619008221,28.0065242687,5.0470778199,13.1478875069,92.8403881176,-0.7183918348,,,,,,,,,,,,
1.3317806282,43.2764097647,0.3685461537,21.2753750565,-1.3054747538,7.3321957218,8.9200314958,29.175886893,3.5178451333,16.1078462901,70.5673197081,1.9407444707,,,,,,,,,,,,
4.3780274653,47.6279669944,11.7501629124,22.032933309,-1.4556206455,5.8486639864,10.8082076242,18.4577988336,4.9669551322,15.4276921076,75.0476255538,-1.4019202146,,,,,,,,,,,,
3.1773050921,48.3517820755,10.7955090385,20.5217100328,2.4415576838,14.6929636442,9.385720059,24.9321919108,9.1723646562,15.8837775865,69.4766462938,-6.6812976637,,,,,,,,,,,,
1.4717981742,55.6451820132,3.0551422482,21.6001189055,7.8559790601,8.0523690894,9.4446788469,31.1649613552,9.3190042155,14.5153503162,82.008267996,-5.2056851002,,,,,,,,,,,,
1.5571188213,48.7282627562,-0.2028101891,20.126962546,-9.1147713522,6.364047269,10.0044343079,17.6841700596,5.2822018298,18.2046690343,70.6848031988,-0.1419607283,,,,,,,,,,,,
4.0276653055,32.9218627487,7.4094357565,22.2046221575,-4.2705939627,5.3971729785,9.2231044308,17.6643771439,12.8696126257,14.6318825879,69.2453699484,2.8177898379,,,,,,,,,,,,
2.847466477,50.2702376379,4.3818774243,21.4452847924,-6.9455013929,6.9228441436,10.5295031714,19.3492288414,8.3063762922,14.5464669657,66.1435034238,6.5603724018,,,,,,,,,,,,
4.2307383206,64.67088911,5.2345280738,19.9129794773,1.8328489263,8.5623855233,10.7037040398,27.7887120943,6.30901136,16.3366729938,71.4230197659,-0.7540669938,,,,,,,,,,,,
-0.1791004875,49.6266837256,3.8930884849,20.1911639664,6.2284368078,3.380203029,7.5703543612,30.8455986763,10.1998574407,13.5621397751,82.1427673098,-10.8144614145,,,,,,,,,,,,
0.9660704475,65.5806827012,8.9802684457,20.034035396,4.7769428882,7.8089487435,8.517499852,22.6420068088,2.4409665143,16.4312270241,74.1557939243,-5.8128924107,,,,,,,,,,,,
2.0488019182,63.657237208,4.0376758486,19.9301220416,1.8252404351,6.3087924619,8.9371600934,27.8675623636,10.6879672813,14.9878292453,77.7571612292,-1.9331522605,,,,,,,,,,,,
0.7194422615,78.3796667131,1.4561382479,18.0936343255,14.662318488,8.1147908086,8.0210769829,32.4142840615,7.0258040778,13.0967085512,90.855704544,-1.5741402528,,,,,,,,,,,,
2.6266867111,45.7913774852,4.5885303939,22.0722089716,0.8417591673,3.4138460231,8.883787995,31.0602786969,8.8633512721,15.5264587632,73.3203360123,1.3908350827,,,,,,,,,,,,
2.0818561198,39.013601571,3.3112243347,20.7474039942,11.6800459229,2.8409259958,8.1899859953,31.2462408891,15.8202964811,14.4692767251,80.1842338417,4.8194445772,,,,,,,,,,,,
2.0126260978,69.8882914194,4.3426161107,18.3577604657,8.8598821152,3.6468710108,8.4153115604,27.2064536271,6.6600056732,17.6708456103,66.6849266554,-0.3761203964,,,,,,,,,,,,
3.1205451037,58.011147725,-3.9478695345,20.380078126,9.4376355218,-2.8331271442,8.6314737902,37.8498336994,8.5848504193,14.3275197044,78.2327975353,3.0040180677,,,,,,,,,,,,
2.5278876328,32.9846754522,0.0573029611,21.017445499,2.1838175488,6.6471542309,10.9841685766,20.2560891928,13.7179143191,14.5683895739,79.8103243136,0.1003483213,,,,,,,,,,,,
3.0481656196,56.570571175,1.5445449421,20.2369457001,11.4773811033,7.3028987811,9.6469437574,11.6456179472,7.218159986,12.9317033745,91.0541364156,0.9696451819,,,,,,,,,,,,
1.9431096588,50.008168878,-0.9492304438,20.5110096508,4.8987977546,6.4869139502,8.7829555733,31.1723765525,2.5917606164,13.2702073062,90.040068534,5.6629314144,,,,,,,,,,,,
2.2352620585,38.3658782578,1.7522216783,18.2315030334,6.2597118502,5.5504054778,10.2829089065,21.9413321834,13.1388684695,16.1121999714,63.1817482744,-1.6529274913,,,,,,,,,,,,
2.5119379634,51.3649203913,6.5671579967,18.0766088637,14.3179650888,6.9639012076,9.6598291817,33.1592283263,7.5904069549,14.3828623675,79.1822946889,-4.9655981397,,,,,,,,,,,,
2.9314322158,34.2724880936,5.9008099831,21.7086752627,-6.2708495504,12.6475545128,9.6700918868,31.2381760452,2.9911863398,16.7459382165,76.3301789124,-8.2155224257,,,,,,,,,,,,
0.3463178517,23.7628274014,3.0819310283,21.1514352167,-7.940221051,7.6810872424,9.4288521472,18.5210300196,14.6878497301,15.806418532,74.7351177216,-8.3351396426,,,,,,,,,,,,
3.1725282313,34.4335195866,4.7626748395,18.9550037035,1.3514733128,8.4498553979,10.0194283601,23.841534286,8.4074541463,14.9257638834,78.0934325403,-0.2568595061,,,,,,,,,,,,
1.8282113225,57.3577116799,3.0765653471,21.5606766127,3.1959104365,2.4797000917,10.3555974182,18.7699628335,9.7642151656,14.9233101037,72.2579468899,0.1019534952,,,,,,,,,,,,
0.5171873375,63.7525621228,-0.4613976491,20.5238579722,-6.5852619465,3.015089056,9.8889846809,16.9148287226,11.0776600637,14.618300115,78.9705165239,5.7002126522,,,,,,,,,,,,
2.920494668,43.9677786736,5.7660343926,20.1414611073,10.1069979148,3.4100500623,9.7365190934,12.4744522355,12.9240900498,15.5931993524,56.7229748043,0.1699854729,,,,,,,,,,,,
-0.1861648259,47.7901363829,1.9887411312,18.5378484688,6.3673346683,8.1091337596,8.9774147112,35.7868888812,5.8064290012,14.3753018933,84.237416845,-2.0129554879,,,,,,,,,,,,
1.7054054532,52.5035822028,9.314158384,19.9511070457,8.1867253198,12.4024600626,9.0364757857,22.007656772,11.9629883571,16.2891443791,70.0894111885,-1.0810643104,,,,,,,,,,,,
1.9936477722,54.4692097414,9.9838890919,21.8671092625,-1.4589204786,3.332497352,8.7475235856,29.2120890712,7.6355520784,14.5163555301,80.0372222167,-1.0028316297,,,,,,,,,,,,
2.7012047368,54.2525271223,0.3527778875,20.3613037875,10.3838377129,7.0640289457,9.8555915437,15.4183788758,13.5978602749,14.5471508299,81.7808467175,-8.3072587922,,,,,,,,,,,,
1.9749572185,52.0204106431,6.2748923504,19.6118237218,3.9778865434,3.9593042698,8.8109644314,24.0759853068,13.2270078793,13.0805279704,95.406013571,-1.5333404629,,,,,,,,,,,,
1.0616613459,41.212691567,2.7249814352,19.6639365937,0.3202592778,0.8971012216,8.6964616287,36.1012045104,11.8317104798,14.0955953585,68.6502882458,9.2862613949,,,,,,,,,,,,
0.7831035008,59.125864958,-4.185044344,19.7415585303,5.3252018415,5.4909912404,8.4063373717,33.3215064492,14.6974681059,15.4356957903,71.8525399263,-10.0183249408,,,,,,,,,,,,
4.3856086749,34.8469209665,1.2826724641,19.7199062751,3.3826277542,8.7240646131,9.1742692801,25.4535925381,9.0805585859,13.1159745417,88.3714491397,-7.7417743636,,,,,,,,,,,,
2.1118585457,43.5884903405,2.7753983718,20.1455843403,13.4923216824,1.8992731501,8.3658911468,35.7044036129,8.582496389,14.7952031957,70.4629408915,-7.5537176423,,,,,,,,,,,,
1.4235976694,35.0229223822,-0.0947447311,20.0265656523,1.8934461249,8.040575515,8.3490131159,30.1643335189,5.9071847444,15.364582291,75.6950326544,-0.4481912748,,,,,,,,,,,,
3.8362629182,40.8390942802,3.9848152933,17.7409504991,10.0757736033,7.2842777422,9.8732620401,19.5303277223,3.5228623116,15.6161212253,69.9113004279,1.1966576078,,,,,,,,,,,,
3.6445839819,34.8345327104,5.9679683597,20.601437665,7.7100037653,2.0364736799,7.0055114891,40.0266256587,12.8277162446,16.7914439533,73.0936137397,5.7646766348,,,,,,,,,,,,
1.4317927168,59.3087689391,8.3484924938,20.4782597022,2.1189820283,4.5193132391,7.3310001089,30.4403302583,2.9375114697,14.1324391589,69.9587541369,-0.2047571724,,,,,,,,,,,,
2.2339613173,46.5241166012,-4.2711793062,20.4909707693,-6.5626643296,7.7107506024,9.0541156894,29.3893234829,12.0717684719,15.9270076831,68.9710840788,4.5193843904,,,,,,,,,,,,
2.8148582425,42.3798239394,9.7759977324,20.9053907057,13.7309977806,6.4766999855,9.4021887831,26.9071193813,5.5757271327,15.092473237,73.6833884262,-0.0105529625,,,,,,,,,,,,
2.4342222364,68.8006017325,4.2385838988,21.4673524886,-10.7836803657,11.0035099069,8.7088493323,23.4608503204,10.3715883473,15.8685030894,74.2444370109,-3.3934044041,,,,,,,,,,,,
3.5836180062,53.29538792,5.79830514,20.5854250102,12.4810829772,3.949601989,9.4642188692,22.2122096334,10.4767604923,15.0036268597,79.7946170399,1.758560568,,,,,,,,,,,,
1.5149897246,33.9172039953,5.0076594756,20.7752742975,6.506634078,5.0251433322,8.2214344224,30.625427041,7.7382154958,15.2649861645,75.9820865354,-2.5539460151,,,,,,,,,,,,
4.0879744719,43.3115831687,2.8625720195,20.3975684845,1.9710015561,8.1841611229,8.3403031274,36.283254993,14.9594695782,14.3636920625,80.3210479927,-3.2138077309,,,,,,,,,,,,
1.2603487139,55.9131991169,4.2988922649,18.3396405276,12.0639783671,6.4546073897,8.1505880312,34.8739204723,9.4015748833,12.8854138593,87.9429704383,-1.7684697846,,,,,,,,,,,,
1.7046600264,31.2934730141,3.8274675131,18.9203420751,21.2029298273,6.7978546287,10.2521681418,10.6215574498,8.9439459258,14.7871134534,72.5857485162,6.7736711486,,,,,,,,,,,,
2.1649033139,56.2554135901,-5.3946964103,18.8086116142,-0.8429984952,8.1872547925,7.4489517325,29.2222907578,3.1623218445,15.4544967417,79.8465191467,-4.5374355627,,,,,,,,,,,,
-0.8402282428,44.0373265157,1.4851981033,20.8291204803,10.1850226855,3.9604674624,8.3785744158,20.7731564432,9.9206098088,14.3334439614,74.6545401568,0.9685938935,,,,,,,,,,,,
3.7700070074,56.9445477272,1.2138627036,23.0735952484,-3.1812878978,5.4478208635,9.1161175003,26.9687708544,19.4028717371,14.8703401051,74.9467058088,3.1129975576,,,,,,,,,,,,
0.8977707057,54.5096402013,4.5639858066,22.4326406319,-5.4697418309,14.3307978696,8.2836543892,18.8804416983,9.8973996494,15.8406083231,74.6186424558,-2.729814182,,,,,,,,,,,,
2.1844183172,60.0104111935,1.3792083834,20.1782964526,6.1078089652,3.4905479799,8.8296488798,28.0461258166,6.917395939,15.9970579851,71.9957832565,-5.2713036907,,,,,,,,,,,,
1.0033529138,42.8511080333,0.4766906335,22.3751606619,-4.4197553279,11.1271518053,9.8522122314,8.8195265273,3.373920677,15.3821448225,71.325617444,1.0200460692,,,,,,,,,,,,
2.9158025205,49.4298546608,2.5934374921,19.2327802658,1.624954023,8.8037945222,10.5711481233,25.6965914465,14.0453872936,15.1828010778,67.9789010983,-1.4721393682,,,,,,,,,,,,
0.8813395986,45.7257993577,8.9211410748,21.0719442463,-6.1090800021,6.0250667184,8.3279966984,42.1829105782,4.2301791752,14.4831672233,80.4075363472,-0.7850022185,,,,,,,,,,,,
2.7977168925,53.2136498819,2.5466942789,19.718304304,5.8988781378,5.4991990582,9.2738632743,25.4349577796,6.5012961629,16.3673524566,65.2434595401,6.6801061896,,,,,,,,,,,,
0.943051354,26.9971578948,-1.3152737198,21.1413303129,9.0294450732,2.3157578766,8.1174251992,33.2884006757,10.340854531,14.1938688687,76.9536937193,3.4132132397,,,,,,,,,,,,
3.2744888113,57.9400083634,7.9043318009,19.9141123415,10.5259593631,10.4357613734,8.8917374122,20.4711857209,19.342271499,13.7706471284,86.0256967719,3.133979994,,,,,,,,,,,,
0.1474445662,54.7116362053,13.5248131604,19.8538423753,13.1977035508,7.7608018458,10.5221432378,23.0924328808,7.9304032514,14.9399461669,70.6541210796,5.8183365439,,,,,,,,,,,,
3.9463707611,68.7028426462,5.4728626272,21.2311701301,-0.0773416811,4.7724181761,9.0873879632,20.6126702125,1.6087916287,15.2524239521,78.7599225781,-7.2452880465,,,,,,,,,,,,
2.6886618508,55.1533638127,13.0966040689,20.9630228915,9.156109665,1.3803101357,9.6126867673,18.5057803278,9.6484229058,14.646927761,71.12422676,3.8458814443,,,,,,,,,,,,
0.3173236164,73.0204298839,3.92445367,18.9501471409,9.9723574177,4.5639791466,6.983789449,28.370135122,12.3885348105,15.6363168154,80.1923974186,-8.0104856226,,,,,,,,,,,,
1.6295164368,49.107049692,5.2654723882,19.0548653104,3.8027377319,3.1540378511,7.8847294159,32.2075157263,6.2457037928,14.0150417651,77.1134707928,3.8303400318,,,,,,,,,,,,
3.877642623,56.7071002486,-1.501371694,17.386067651,9.7774930707,3.7520193665,12.1004033528,11.2592383518,13.9773312103,15.2298697633,77.0366627518,7.6051350621,,,,,,,,,,,,
1.2860929619,55.0073497082,6.631411822,17.1483409987,7.9449135627,9.9832112424,7.3807974414,22.5339400595,9.2735611678,15.3851141777,65.9947694645,-9.1734982443,,,,,,,,,,,,
0.5484270964,47.3443329621,3.2511915167,20.4495697166,-3.1887448079,4.2402462725,10.2680221372,28.2742522941,6.3828733035,15.0432831836,70.0876377756,-0.8101157392,,,,,,,,,,,,
-0.208323385,49.0578030064,-2.2683311175,19.4669977588,-1.8996932679,9.1055120272,8.395009323,32.7917951143,9.2927221002,14.0307943415,78.588249011,-6.2424833899,,,,,,,,,,,,
3.4495219419,57.4484546502,-0.1719416743,20.9079799154,-0.0913044036,3.0308672766,8.6415914606,25.2658119746,8.8476949976,15.1614646913,77.4778668446,-1.2443376987,,,,,,,,,,,,
-0.7514938517,59.1297696382,2.4740086642,20.9757712643,5.776641647,2.2258520849,9.8816204696,13.3126556387,5.8135535476,14.2713469681,84.1310479484,-3.865296827,,,,,,,,,,,,
3.2860677139,38.2774748749,1.5957489889,21.7661599593,5.4532139305,4.4680674693,9.1108301702,31.8757567151,4.1805772256,14.8003293896,75.8640905204,5.2466006833,,,,,,,,,,,,
1.5104260674,50.7120542389,-0.5366271297,20.6285943798,15.3336071881,6.2266836623,9.1831042701,25.6597347589,7.8637668427,15.1065419402,76.384435497,2.3513934127,,,,,,,,,,,,
1.9513183902,50.3862119622,7.0791682437,20.814255912,4.5422064261,9.9673979081,9.9779240047,23.7465455898,14.3825234023,14.0563021725,76.2130297164,-8.8060819743,,,,,,,,,,,,
2.4102149228,50.6031886005,8.4361207932,20.20543728,6.2812425252,13.2774795238,9.5366256738,13.8872000706,7.9434220113,14.7422260066,72.8838444498,0.2578485091,,,,,,,,,,,,
2.6551669845,60.3590798157,3.2783530768,21.0741330398,0.5366336323,9.1131312433,8.6723078154,26.0800998641,11.412114066,15.3296458593,72.8279526539,3.661125545,,,,,,,,,,,,
3.1719176012,40.9048240907,1.5308931985,20.3506222717,-2.0030441454,16.2907726778,9.5023686192,24.1726344151,15.025033108,15.2238663674,73.793875426,7.1576420413,,,,,,,,,,,,
1.3380879353,52.150735382,0.0365911583,19.508250237,5.2859151221,2.2698258951,11.1043972358,14.5279024773,-0.1557157515,15.4143548286,75.9731877603,2.2649232291,,,,,,,,,,,,
2.1095013512,38.8273835167,4.6637929369,21.7213637685,7.089692881,6.4501028968,9.1840578621,24.1029952027,8.6654281055,15.4920564483,74.0003265817,0.7916240999,,,,,,,,,,,,
1.3005438883,61.217951931,7.1681177776,22.436574119,-6.8022668118,8.0181828895,8.089310522,28.8426728628,7.7756983809,16.4075193458,63.0331646083,-2.747858002,,,,,,,,,,,,
0.7623639661,58.9806614836,-1.5231527192,21.0650462091,0.8421755906,4.0930407734,8.8107489441,23.6848416987,13.7483713049,15.0823856627,82.3085477158,-2.7158307184,,,,,,,,,,,,
-1.9200417549,58.3248380831,3.5152385939,21.6408153281,-6.2811807128,6.3637707951,8.636320056,31.7221224138,9.743396697,16.6874516554,66.9025710637,3.3528252588,,,,,,,,,,,,
0.5483775253,62.0309450787,4.3025874973,21.0486105244,5.7173092617,-2.2237164042,9.3272329637,30.0690986892,-1.4424600487,17.2234147541,73.4872077562,-3.4663240866,,,,,,,,,,,,
3.718736288,60.5141827002,3.7301821213,17.5531701145,15.4809911424,3.3741550075,9.5953213573,20.9701513426,11.3570409124,14.9946735154,72.1388221804,7.9854173116,,,,,,,,,,,,
5.0284391877,34.7876487795,0.9156204753,18.1308564856,16.2777295625,12.8537244045,9.9146905138,37.2606291968,7.5414914789,14.0052751018,88.8897127099,-4.9614530707,,,,,,,,,,,,
2.5460731774,66.5625816179,0.4946864116,20.0366619495,-1.9995915075,11.4935527903,10.3205396683,26.075375747,9.6685281446,15.9611387579,73.2510669035,6.1375918868,,,,,,,,,,,,
-0.5731681961,42.3064708159,2.1889516567,18.7898712426,7.0407432955,6.7257773203,7.2787826728,32.7676462978,8.1443421879,15.3972274525,68.6505440418,-3.4537164839,,,,,,,,,,,,
0.175978684,39.5704729608,3.2780866726,21.6535110837,-6.4911608168,7.6956979337,9.1479863743,23.3618222764,13.1915094577,15.1521266814,75.8785780337,-7.9248103576,,,,,,,,,,,,
1.2079117504,50.8006358395,2.3968797321,19.8978660186,2.0779600496,7.1993234617,8.4681967517,32.9056746075,4.8949447792,14.5909365092,76.9736868359,5.0816813205,,,,,,,,,,,,
-0.394564953,59.71541334,4.4894893051,18.5160942404,18.2735220021,3.8889038758,8.3220651548,20.0637010381,9.9490868036,14.5624485796,84.1900309317,-7.8498561078,,,,,,,,,,,,
2.4873946318,51.2409996974,4.4294376475,22.3770453261,-6.8877645863,5.6395895348,9.6448412646,14.711973707,7.6189498316,14.9232908484,64.5721565306,-8.505361125,,,,,,,,,,,,
2.0458192777,43.9405291923,13.39498113,19.1419538069,6.3772393332,8.1324082953,8.5120760772,32.4689948671,2.9329794857,15.8828145624,68.1275977049,3.5611075175,,,,,,,,,,,,
4.3044296182,42.0106911086,1.4258412706,19.7094995621,10.2627072907,-2.1474986886,8.9970938672,16.4454433716,10.0787490844,16.2995129432,69.1250499816,-1.9652774194,,,,,,,,,,,,
2.9929198642,35.5593883772,8.3890119983,21.9668772009,-6.5167847388,14.8381716606,9.4200803632,26.8916738553,7.1716392142,15.4226344858,66.582924646,-0.5129935417,,,,,,,,,,,,
1.7215303525,54.0073285623,4.7593002427,20.7946737913,-4.79200587,11.9886295186,8.6881392286,18.6128153545,10.6548255767,15.3155667437,70.4014658668,9.9098663281,,,,,,,,,,,,
1.6239392364,60.1859362651,1.0162565416,19.0725028185,4.2561698839,1.3443154592,9.9690721868,18.900745836,9.8957447976,14.9041630614,78.1101309674,-1.4215050017,,,,,,,,,,,,
1.5694786792,54.7694052975,1.9658559072,20.6763487726,-1.3722641656,12.5968053007,7.6284112991,40.2954503363,3.4917029611,15.5810447472,67.2504238375,-8.6321552696,,,,,,,,,,,,
3.0163510964,36.9497377122,0.5825903742,19.4042282098,9.2800315842,9.2380909103,9.4833245536,10.7102320355,13.9315992855,14.9974340326,76.61318607,-2.2902759849,,,,,,,,,,,,
0.1622005591,52.1609795449,11.1362174592,22.021886738,-13.2516877633,11.0516850269,8.2410481758,33.6130337641,9.7930061275,15.7667333101,79.4364159705,6.1525692249,,,,,,,,,,,,
4.1211015745,70.4996943297,2.0043369632,21.1882711617,6.5001410253,7.5033043521,8.5929833813,28.4091915906,12.9188658312,14.608719909,75.1338074173,0.6377782442,,,,,,,,,,,,
0.7828705666,60.2159856537,3.1768535247,22.7691653046,-11.2688005038,9.7059830567,10.2725948109,11.7136429101,9.0986702321,15.3484116369,67.6956806253,-0.1516814218,,,,,,,,,,,,
0.1224714118,54.0076318476,5.3332438172,21.2455684034,5.5896808221,8.1322198768,10.4224437135,22.0398780728,7.5415982372,14.3910012109,80.724215052,-3.0816437292,,,,,,,,,,,,
3.9190518504,55.9620792265,3.6082202688,18.9594234581,14.057482747,10.7275700024,9.6452712938,20.2178573359,12.5338845202,15.7105619488,70.8137679927,-5.7297499889,,,,,,,,,,,,
3.5201374495,39.8101367528,1.1893698634,18.7969624561,2.4421768781,7.1074703938,8.624971393,24.823437195,11.7633990416,14.1714135035,82.9701771758,-3.6089407035,,,,,,,,,,,,
0.4636090289,45.7771161753,11.2177542698,20.6555304396,1.8470358321,8.1021133613,10.5850501923,24.5521485154,5.4999147628,14.849389994,70.1727337682,0.2869510851,,,,,,,,,,,,
3.05014697,46.8711380769,8.0480139421,21.0367998328,8.2148966741,8.006825035,6.2951341948,36.3570940457,12.8793412327,15.1696113108,71.1090645911,0.6772970092,,,,,,,,,,,,
