3day<br>6time<br>OWM<br>Temperature<br>Mean:0.02<br>STD:2.39,3day<br>6time<br>OWM<br>Rain<br>Mean:0.02<br>STD:0.19,3day<br>6time<br>OWM<br>Wind<br>Mean:0.15<br>STD:1.84,3day<br>12time<br>OWM<br>Temperature<br>Mean:0.33<br>STD:2.06,3day<br>12time<br>OWM<br>Rain<br>Mean:-0.01<br>STD:0.31,3day<br>12time<br>OWM<br>Wind<br>Mean:0.29<br>STD:2.20,3day<br>18time<br>OWM<br>Temperature<br>Mean:-2.26<br>STD:2.61,3day<br>18time<br>OWM<br>Rain<br>Mean:0.03<br>STD:0.21,3day<br>18time<br>OWM<br>Wind<br>Mean:-0.14<br>STD:2.03,3day<br>21time<br>OWM<br>Temperature<br>Mean:-0.47<br>STD:2.27,3day<br>21time<br>OWM<br>Rain<br>Mean:0.02<br>STD:0.24,3day<br>21time<br>OWM<br>Wind<br>Mean:0.17<br>STD:2.06
-2.0,0.0,0,-1.0,0.0,1,-1.0,0.0,2,3.0,0.0,5
3.0,0.0,3,2.0,0.0,0,-3.0,0.0,-2,0.0,0.0,-1
1.0,0.0,0,3.0,0.0,1,0.0,0.0,3,-1.0,0.0,0
0.0,0.0,0,1.0,0.0,-3,0.0,0.0,2,1.0,0.0,2
3.0,0.0,3,-2.0,0.0,-4,-3.0,0.0,1,0.0,0.0,-3
1.0,0.0,2,1.0,0.0,-5,0.0,0.0,-2,0.0,0.0,-1
-2.0,0.0,0,1.0,0.0,-3,0.0,0.0,4,1.0,0.0,-2
1.0,0.0,-2,2.0,0.0,1,0.0,0.0,4,0.0,0.0,2
-1.0,0.0,-1,-1.0,0.0,4,-3.0,0.0,1,1.0,0.0,2
1.0,0.0,0,-2.0,0.0,-1,-3.0,0.0,1,0.0,0.0,5
2.0,0.0,2,-2.0,0.0,0,-4.0,0.0,0,-4.0,0.0,-1
-2.0,0.0,2,0.0,0.0,0,-3.0,0.0,0,-1.0,0.0,1
2.0,0.0,2,-4.0,0.0,0,-6.0,0.0,1,-4.0,0.0,0
-3.0,0.0,-1,-3.0,0.0,1,-2.0,0.0,0,-1.0,0.0,-1
-3.0,0.0,0,0.0,0.0,1,-4.0,0.0,1,-5.0,0.0,0
-5.0,0.0,1,3.0,0.0,1,-4.0,0.0,1,-3.0,0.0,0
-2.0,0.0,-2,0.0,0.0,-1,-3.0,0.0,0,-1.0,0.0,0
0.0,0.0,1,-3.0,0.0,0,-3.0,0.0,-1,-2.0,0.0,-1
-3.0,0.0,0,0.0,0.0,-1,-3.0,0.0,1,-2.0,0.0,1
-1.0,0.0,-1,-1.0,0.0,1,-2.0,0.0,0,-6.0,0.0,-1
-1.0,0.0,1,-2.0,0.0,1,-3.0,0.0,0,-3.0,0.0,-1
-3.0,0.0,0,1.0,0.0,0,-3.0,0.0,-3,-2.0,0.0,-1
-5.0,0.0,0,-1.0,0.0,0,1.0,0.0,-1,-3.0,0.0,0
1.0,0.0,0,-3.0,0.0,-3,-2.0,0.0,1,-2.0,0.0,0
-2.0,0.0,0,1.0,0.0,-1,-2.0,0.0,2,0.0,0.0,-2
-2.0,0.0,-3,0.0,0.0,0,-3.0,0.0,-1,2.0,0.0,1
1.0,0.0,-5,1.0,0.0,-1,-5.0,0.0,1,-3.0,0.0,0
-3.0,0.0,0,-1.0,0.0,2,1.0,0.0,3,-1.0,0.0,1
-3.0,0.0,-2,-1.0,0.0,-1,0.0,0.0,1,-4.0,0.0,-1
-2.0,0.0,0,0.0,0.0,0,0.0,0.0,2,-3.0,0.0,2
-1.0,0.0,-2,1.0,0.0,0,-3.0,0.0,-3,2.0,0.0,5
-2.0,0.0,2,1.0,0.0,1,-2.0,0.0,-1,2.0,0.0,1
1.0,0.0,2,-1.0,0.0,1,-1.0,0.0,0,3.0,0.0,2
1.0,0.0,2,1.0,0.0,0,0.0,0.0,-1,1.0,0.0,1
0.0,0.0,-1,0.0,0.0,-1,-2.0,0.0,0,-1.0,0.0,-2
3.0,0.0,2,1.0,0.0,0,0.0,0.0,-2,0.0,0.0,0
1.0,0.0,0,0.0,0.0,-1,-1.0,0.0,-2,3.0,0.0,1
1.0,0.0,-2,1.0,0.0,-2,2.0,0.0,1,-2.0,0.0,2
3.0,0.0,0,0.0,0.0,-1,-3.0,0.0,-2,-1.0,0.0,-5
0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,2.0,0.0,2
-3.0,0.0,0,2.0,0.0,-1,-2.0,0.0,1,3.0,0.0,0
-1.0,0.0,-1,-1.0,0.0,3,1.0,0.0,2,0.0,0.0,1
3.0,0.0,-2,-1.0,0.0,1,0.0,0.0,-2,-2.0,0.0,1
1.0,0.0,1,0.0,0.0,2,0.0,0.0,8,1.0,0.0,3
0.0,0.0,2,0.0,0.0,4,0.0,0,4,-1.0,0.0,3
-4.0,0.0,1,0.0,0.0,3,-6.0,0.0,-2,-2.0,0.0,-2
0.0,0.0,2,1.0,0,2,-7.0,0.0,-4,1.0,0,0
0.0,0.0,4,0.0,0.0,-1,-6.0,0.0,-1,-7.0,0.0,-3
-2.0,0,-1,-4.0,0.0,-5,-4.0,0.0,-4,-5.0,0.0,-3
-2.0,0.0,1,-4.0,0.0,-6,-6.0,0.0,-1,-8.0,0.0,-5
-4.0,0.0,-6,-1.0,0.0,-4,-6.0,0.0,1,-3.0,0.0,-4
-6.0,0.0,-4,-3.0,0.0,1,-8.0,0.0,0,-4.0,0.0,1
-4.0,0.0,-6,-4.0,0.0,2,-4.0,0.0,1,-2.0,0.0,1
-4.0,0.0,1,-7.0,0.0,1,-2.0,0.0,0,-7.0,0.0,-1
0.0,0.0,0,-2.0,0.0,2,-2.0,0.0,-1,-4.0,0.0,0
-5.0,0.0,1,-1.0,0.0,1,-7.0,0.0,1,-2.0,0.0,0
-7.0,0.0,-1,1.0,0.0,1,-6.0,0.0,1,-1.0,0.0,3
-7.0,0.0,0,-4.0,0.0,0,-1.0,0.0,3,-4.0,0.0,2
0.0,0.0,1,-4.0,0.0,0,-1.0,0.0,1,-4.0,0.0,1
-9.0,0.0,-1,0.0,0.0,1,-7.0,0.0,-4,6.0,0.0,5
-4.0,0.0,0,3.0,0.0,2,-1.0,0.0,0,4.0,0.0,3
-3.0,0.0,0,-2.0,0.0,-4,-3.0,0.0,1,-10.0,0.0,-5
5.0,0.0,4,1.0,0.0,1,2.0,0.0,3,0.0,0.0,1
-7.0,0.0,-2,0.0,0.0,1,1.0,0.0,0,-2.0,0.0,0
0.0,0.0,0,2.0,0.0,-1,-3.0,0.0,1,2.0,0.0,-2
-1.0,0.0,0,3.0,0.0,0,-2.0,0.0,-2,2.0,0.0,0
-1.0,0.0,2,-2.0,0.0,1,-1.0,0.0,1,-1.0,0.0,3
6.0,0.0,6,-2.0,0.0,-1,-1.0,0.0,-1,0.0,0.0,-1
0.0,0.0,1,0.0,0.0,-2,-2.0,0.0,1,-2.0,0.0,-1
-1.0,0.0,0,0.0,0.0,-1,1.0,0.0,-2,0.0,0.0,0
-3.0,0.0,-1,1.0,0.0,-2,-2.0,0.0,-1,0.0,0.0,1
-2.0,0.0,0,0.0,0.0,-2,0.0,0.0,-1,0.0,0.0,-1
2.0,0.0,0,2.0,0.0,-3,-1.0,0.0,-1,1.0,0.0,0
-3.0,0.0,1,0.0,0.0,0,-1.0,0,-1,0.0,0.0,0
-2.0,0.0,-2,0.0,0.0,0,0.0,0.0,0,-1.0,0.0,0
0.0,0.0,0,-1.0,0,0,0.0,0.0,0,-1.0,0,-1
1.0,0.0,0,-1.0,0.0,2,-2.0,0.0,3,1.0,0.0,-1
-1.0,0,0,0.0,0.0,1,-5.0,2.0,-1,0.0,0.0,0
1.0,0.0,0,-2.0,0.0,3,-1.0,0.0,0,0.0,0.0,1
