vis_fid,locationmode,marker.reversescale,marker.cmin,hole,textposition,lowsrc,legendgroup,marker.line.width,stream.head,header.font.family,marker.colorsrc,colorbar.title,showscale,mode,marker.sizemode,stream.token,cauto,xbins.start,fill,zmin,textsrc,zmax,decreasing.line.color,transforms.type,cmin,line.dash,stream.maxpoints,cmax,increasing.line.color,cells.font.colorsrc,fillcolor,cells.font.family,xbins.end,header.line.width,cells.line.width,marker.line.color,line.fillcolor,widthsrc,error_y.arraysrc,valuessrc,orientation,hovertext,colorbar.x,marker.colorbar.xanchor,transforms.operation,zsmooth,connectgaps,highsrc,header.font.size,marker.colorbar.title,marker.color,marker.symbolsrc,line.color,header.fill.colorsrc,pointpos,cells.fill.colorsrc,marker.size,text,marker.fillcolor,marker.sizesrc,marker.cauto,autobiny,rsrc,cells.height,xbins.size,histnorm,jitter,marker.symbol,transforms.filterId,header.valuessrc,header.align,visible,header.font.colorsrc,columnwidthsrc,colorscale,cells.align,hoverinfo,boxpoints,line.shape,marker.autocolorscale,marker.colorbar.y,ytype,xtype,labelssrc,zsrc,header.line.color,transforms.enabled,lonsrc,opacity,name,uid,yaxis,boxmean,marker.colorscale,marker.showscale,marker.sizeref,cells.valuessrc,line.width,cells.font.size,surfaceaxis,cells.line.color,stream.fid,error_y.arrayminussrc,opensrc,marker.colorbar.yanchor,error_y.type,closesrc,marker.colorbar.x,marker.colorbar.lenmode,latsrc,error_y.symmetric,xaxis,marker.cmax,marker.colorbar.len,tsrc,showlegend,transforms.targetsrc,autobinx,header.height,type,marker.opacity,xsrc,ysrc,width,colorbar.y,marker.sizemin
ALvinYu:499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5~8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:500:71b673,,,
ALvinYu:499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:500:b10a1e,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,83~99  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:bdf03d,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,215以下  19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:0e3e1a,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,220~247  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:c7e2d9,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,557~597  52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:85bb84,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,860~990  19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:848377,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,國小以下  87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:0edbd4,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,中級  128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:01d6e4,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,600~677  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:4fa5c6,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,優級  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:e9c8c4,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,100~170  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:f46e8d,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,173~217  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:9bc21f,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,220~465  260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:f146bc,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,3.5以下  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:fd8e6f,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,33~60  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:485d3d,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,403以下  10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:5d2736,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,407~497  110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:56cefe,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,470~725  450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:0dec0c,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,4~5.5  12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:22916a,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,500~553  188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:82c83d,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,6~7  21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:9d3e44,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,730~855  108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:7b94bb,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,中高級  37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:3670c2,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,初級  219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:2001d0,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,國中  162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:5a2de4,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,大學  1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:434962,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,研究所以上  540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:4a5109,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,高中  301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:98c468,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,高級  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:f46e8d,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,61~82  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:feced8,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,7.5~8.5  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:a0c890,,,
ALvinYu:501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,2,,,,,,,,,,0.3,,,,,,,,,,,all,,,,,,,,,,,,8.5以上  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:502:e70707,,,
ALvinYu:503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18歲以下,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:504:12c7f9,,,
ALvinYu:503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19~25歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:504:a71e1a,,,
ALvinYu:503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26~35歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:504:6c0734,,,
ALvinYu:503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36~50歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:504:f42bcf,,,
ALvinYu:503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51歲以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box,,,ALvinYu:504:595360,,,
AnalyticRoom:209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnalyticRoom:257:543377,AnalyticRoom:257:357d47,,,
BDS.Map:180,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,BDS.Map:181:,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heatmap,,,,,,
BDS.Map:604,,,,,,,,,,,,,,lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permit Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,BDS.Map:605:03d300,BDS.Map:605:5f8986,,,
BDS.Map:606,,,,,,,,,,,,,,lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under Inspection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,BDS.Map:607:16f62e,BDS.Map:607:7420f2,,,
BDS.Map:606,,,,,,,,,,,,,,lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Issued,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,BDS.Map:607:16f62e,BDS.Map:607:6a5e05,,,
BDS.Map:606,,,,,,,,,,,,,,lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,BDS.Map:607:291099,BDS.Map:607:ac6a50,,,
BDS.Map:608,,,,,,,,,,,,,,lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under Inspection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,BDS.Map:609:d0e5ca,BDS.Map:609:d4b0cb,,,
BDS.Map:608,,,,,,,,,,,,,,lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Issued,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,BDS.Map:609:d0e5ca,BDS.Map:609:e23e7c,,,
BDS.Map:608,,,,,,,,,,,,,,lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,BDS.Map:609:a846d9,BDS.Map:609:67f996,,,
BDS.Map:608,,,,,,,,,,,,,,lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fees Due,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,BDS.Map:609:93ab24,BDS.Map:609:5bab4f,,,
